dates,nzd0211-0000,nzd0211-0001,nzd0211-0002,nzd0211-0003,nzd0211-0004,nzd0211-0005,nzd0211-0006,nzd0211-0007,nzd0211-0008,nzd0211-0009,nzd0211-0010,nzd0211-0011,nzd0211-0012,nzd0211-0013,nzd0211-0014,nzd0211-0015,nzd0211-0016,nzd0211-0017,nzd0211-0018,nzd0211-0019,nzd0211-0020,nzd0211-0021,nzd0211-0022,nzd0211-0023,nzd0211-0024,nzd0211-0025,nzd0211-0026,nzd0211-0027,nzd0211-0028,nzd0211-0029,nzd0211-0030,nzd0211-0031,nzd0211-0032,nzd0211-0033,nzd0211-0034,nzd0211-0035,nzd0211-0036,nzd0211-0037,nzd0211-0038,nzd0211-0039,nzd0211-0040,nzd0211-0041,nzd0211-0042,nzd0211-0043,nzd0211-0044,nzd0211-0045,nzd0211-0046,nzd0211-0047,nzd0211-0048,nzd0211-0049,nzd0211-0050,nzd0211-0051,nzd0211-0052,nzd0211-0053,nzd0211-0054,nzd0211-0055,nzd0211-0056,nzd0211-0057,nzd0211-0058,nzd0211-0059,nzd0211-0060,nzd0211-0061,nzd0211-0062,nzd0211-0063,nzd0211-0064,nzd0211-0065,nzd0211-0066,nzd0211-0067,nzd0211-0068,nzd0211-0069,nzd0211-0070,nzd0211-0071,nzd0211-0072,nzd0211-0073,nzd0211-0074,nzd0211-0075,nzd0211-0076,nzd0211-0077,nzd0211-0078,satname
2001-04-04 21:43:43+00:00,347.99,336.61,326.70,325.18,325.80,325.40,325.47,327.45,332.53,335.25,332.91,334.14,333.65,334.30,336.11,335.75,335.87,342.34,341.28,338.80,338.75,338.90,341.12,341.58,343.06,343.49,355.98,361.21,349.65,358.11,351.97,353.72,353.31,356.20,353.84,353.59,351.38,354.54,351.23,349.09,346.56,345.44,344.62,343.28,345.30,346.24,349.18,350.87,356.59,359.06,362.24,360.76,362.02,365.09,368.47,369.72,368.13,373.67,377.31,380.81,387.50,388.49,385.91,387.18,384.37,385.37,382.88,379.52,372.32,364.65,361.08,357.26,353.88,354.23,358.41,361.52,376.00,360.57,351.49,L7
2001-04-20 21:43:46+00:00,348.18,337.31,328.66,326.69,327.25,325.13,325.13,329.48,332.27,334.88,332.13,333.76,332.82,333.76,335.37,335.33,334.70,342.07,340.09,338.74,338.57,337.94,338.94,338.88,341.56,342.22,352.98,358.55,349.05,353.11,351.91,354.29,353.29,356.09,352.95,352.59,351.46,353.20,349.96,347.10,345.21,343.36,344.57,342.55,344.88,345.16,348.41,351.40,356.06,358.43,360.43,359.28,359.41,364.54,366.82,370.14,367.25,371.75,376.25,379.94,386.53,387.91,382.56,385.64,381.81,384.75,380.76,378.62,369.39,363.62,358.36,356.81,351.38,351.59,356.70,360.45,375.63,359.80,350.59,L7
2001-05-22 21:43:30+00:00,350.70,339.54,331.51,328.45,327.74,326.59,326.50,331.10,333.47,335.53,332.50,334.61,334.73,334.49,335.60,335.99,337.54,345.36,341.93,340.71,338.57,337.94,338.94,338.88,341.56,342.22,352.98,358.55,349.05,353.11,351.91,354.29,353.29,356.09,352.95,352.59,351.46,353.20,349.96,347.10,346.77,345.66,346.16,344.13,347.37,347.17,350.31,352.61,356.75,359.85,362.35,360.89,361.51,366.31,368.54,372.16,371.33,374.98,379.62,382.35,388.54,389.86,385.79,387.95,384.64,386.87,383.69,379.56,371.48,365.69,361.81,359.14,352.56,351.59,356.70,360.45,375.63,359.80,350.59,L7
2001-07-25 21:42:54+00:00,353.74,342.28,333.62,331.03,329.87,328.39,327.96,333.32,334.70,337.87,335.56,336.87,337.08,335.87,337.04,336.77,340.41,347.60,344.01,342.87,340.62,342.38,337.15,334.99,337.93,340.39,356.62,365.37,348.98,353.11,357.30,358.14,357.16,359.61,354.82,353.78,353.95,353.28,348.45,346.60,346.92,346.26,350.48,348.32,351.54,351.11,353.67,356.47,360.65,363.70,367.84,364.16,364.41,368.57,370.65,374.62,375.87,378.72,382.81,385.69,391.29,391.89,388.78,389.77,387.50,386.70,384.36,379.58,372.72,367.42,365.50,359.88,353.23,350.99,355.72,360.34,375.38,360.05,353.95,L7
2001-08-26 21:42:25+00:00,351.77,341.32,333.06,329.98,327.52,326.06,326.00,330.65,332.88,336.07,334.20,335.65,335.31,334.35,335.84,335.12,339.42,345.67,341.82,341.16,338.75,340.66,336.94,334.99,337.93,340.39,356.62,365.37,348.98,353.11,357.30,358.14,357.16,359.61,354.82,353.78,353.95,353.28,348.45,345.18,345.23,344.67,347.55,345.23,348.20,348.96,351.81,354.01,358.21,361.17,366.22,362.52,363.62,366.80,369.47,372.01,374.59,376.81,381.59,384.92,390.55,390.60,387.24,387.20,383.49,382.92,381.03,376.55,369.51,363.82,363.17,357.36,351.97,349.56,355.72,360.34,375.38,360.05,353.95,L7
2001-09-27 21:42:05+00:00,356.85,345.92,336.00,332.47,329.13,327.75,328.06,332.47,334.95,338.06,335.79,337.29,337.09,336.32,337.73,336.84,341.01,347.34,343.31,342.14,340.27,341.60,339.59,337.87,340.42,341.06,352.53,358.57,349.69,353.26,359.16,360.43,358.69,360.21,356.79,357.01,357.96,356.90,354.07,349.94,348.58,347.25,348.97,346.46,348.99,349.30,352.78,355.02,359.19,361.66,365.90,362.65,363.48,367.34,370.22,372.58,374.55,376.78,381.08,384.79,389.93,390.89,387.39,387.37,383.37,383.02,379.94,374.95,367.43,362.48,361.30,356.25,350.86,348.59,354.29,359.30,375.15,361.97,356.52,L7
2001-10-29 21:41:57+00:00,360.02,349.76,339.08,334.02,327.84,328.39,329.05,333.01,336.22,338.69,337.41,338.47,338.73,337.27,339.52,338.94,344.78,351.24,346.24,345.19,341.94,344.37,343.32,342.86,347.74,345.01,338.88,342.72,346.78,351.25,357.22,359.19,355.89,357.60,357.49,360.10,363.99,362.03,361.90,354.19,351.54,350.15,349.99,347.65,349.49,349.70,352.64,354.80,358.04,361.55,365.17,362.98,364.68,368.22,371.16,373.51,377.23,379.78,382.03,386.36,390.32,391.58,387.86,387.22,381.98,380.35,377.87,372.38,365.46,360.53,360.05,356.60,350.85,347.68,352.82,358.27,375.22,362.86,361.96,L7
2002-02-02 21:42:30+00:00,363.07,353.21,340.75,325.31,319.87,318.94,319.35,325.99,329.98,330.87,329.03,329.81,337.10,337.24,339.11,336.97,342.22,346.82,341.91,340.69,339.87,340.63,343.32,342.86,347.74,345.01,338.88,342.72,346.78,351.25,357.22,359.19,355.89,357.60,357.49,347.69,353.20,354.72,353.17,347.55,345.94,344.41,341.56,339.88,341.29,341.42,342.90,345.57,350.00,353.53,355.41,354.19,355.24,359.35,362.77,365.42,368.77,370.85,372.41,377.47,382.20,382.95,378.01,377.40,371.20,370.57,366.25,361.08,353.52,348.58,345.25,346.94,343.07,344.27,347.28,355.66,375.43,365.99,361.13,L7
2002-02-18 21:42:30+00:00,358.18,348.88,335.83,323.78,320.34,319.67,319.00,325.38,329.45,331.26,329.27,330.24,335.52,335.10,337.77,336.07,341.38,345.74,341.61,341.13,339.65,340.83,342.19,341.14,344.98,341.28,334.97,337.77,341.81,345.36,350.23,350.63,349.64,348.94,351.30,346.36,350.79,355.15,353.22,347.88,345.44,343.94,341.42,340.22,341.06,339.98,342.34,344.73,349.79,353.57,355.31,353.81,355.86,359.35,364.05,366.38,369.63,371.12,373.16,377.67,382.89,382.37,378.14,376.56,371.02,369.46,366.11,361.48,353.96,348.89,345.63,347.09,345.05,345.67,348.33,355.75,376.45,367.19,364.00,L7
2002-08-29 21:41:39+00:00,357.60,338.81,327.03,322.55,325.50,322.58,323.99,328.75,332.07,337.47,335.55,329.98,330.83,337.03,341.82,340.07,347.90,356.12,351.52,,,,,,,,,,,,,,,,,,360.17,364.48,361.86,357.73,356.68,354.35,354.83,356.41,354.50,355.11,357.00,360.48,363.62,367.18,368.57,368.97,373.00,375.47,378.83,377.90,381.60,383.43,382.99,388.83,393.92,389.16,389.83,388.82,384.63,383.46,384.29,384.13,373.98,371.74,369.86,372.36,376.10,380.62,386.79,384.49,395.75,379.47,376.19,L7
2002-09-14 21:41:31+00:00,358.88,342.56,330.57,322.35,322.07,322.12,325.64,329.88,332.60,337.00,335.88,331.43,331.07,334.27,338.31,337.75,346.31,356.33,350.58,356.69,359.40,359.67,361.64,347.45,342.90,345.38,345.05,346.08,348.06,347.81,345.43,350.10,348.64,353.90,356.47,355.95,360.52,362.84,358.82,354.86,355.95,354.11,352.94,353.02,353.44,353.26,355.97,359.12,361.21,363.98,367.56,367.50,370.39,372.52,375.31,376.52,379.71,382.01,381.34,386.90,391.45,390.19,386.16,387.20,382.65,382.35,382.52,381.45,374.94,372.60,369.67,371.27,376.90,381.60,386.13,386.40,395.50,380.29,377.19,L7
2002-11-01 21:41:30+00:00,354.14,336.55,325.24,319.29,318.54,316.35,320.59,323.98,327.45,332.61,330.58,328.87,326.48,327.50,331.55,331.17,338.61,346.58,344.87,347.86,348.27,347.86,349.48,339.06,328.05,336.36,333.97,334.13,327.02,335.11,336.10,339.19,338.06,342.49,356.47,344.38,354.70,354.20,350.37,347.04,345.75,345.37,343.90,344.31,345.58,345.35,346.89,351.22,354.89,358.03,360.67,361.42,363.56,365.96,369.49,370.68,372.30,374.23,374.50,379.89,384.19,382.87,381.34,380.41,376.95,376.86,376.30,373.28,367.91,367.58,365.94,368.53,373.16,378.22,381.97,382.82,391.50,375.17,367.42,L7
2003-01-20 21:42:09+00:00,351.50,335.35,324.73,320.05,319.61,318.69,320.22,324.24,328.01,332.59,332.76,330.35,327.07,327.65,331.78,332.07,339.31,346.70,345.32,349.55,349.18,350.97,345.60,332.90,317.14,338.00,332.84,331.76,328.68,334.48,335.34,336.94,336.38,339.83,344.09,341.78,351.31,352.54,349.88,346.41,345.05,345.41,342.77,344.30,344.86,344.40,345.64,349.56,352.71,355.61,359.80,359.95,362.99,363.83,367.85,369.24,370.58,373.37,374.22,378.91,384.71,381.52,382.23,379.95,376.85,376.71,375.52,372.82,367.71,366.11,365.45,367.44,369.56,375.68,378.79,380.18,391.15,373.10,365.21,L7
2003-02-05 21:42:17+00:00,349.04,334.40,323.89,320.27,320.03,320.10,320.09,323.77,327.69,331.96,332.14,329.90,327.01,328.07,331.89,331.87,339.34,346.35,344.72,347.42,347.35,348.39,343.01,331.28,311.51,336.23,331.29,332.11,329.55,333.57,333.12,333.32,334.29,336.47,338.44,339.11,348.33,351.96,349.76,346.21,344.46,344.85,341.53,341.95,342.59,343.20,344.08,348.26,351.23,353.61,357.81,358.05,361.61,363.81,365.89,368.51,368.94,371.82,372.91,377.95,382.28,380.75,380.59,378.32,376.19,374.76,373.97,370.78,366.77,365.70,363.98,367.21,368.49,375.45,377.25,380.18,390.19,370.64,365.43,L7
2003-02-21 21:42:20+00:00,347.69,334.30,323.86,320.40,319.82,320.50,319.10,323.07,328.22,331.61,330.72,328.89,327.01,328.84,332.53,331.87,339.34,346.35,344.72,347.42,346.31,346.78,342.51,331.92,312.51,336.19,331.00,332.46,329.76,333.57,333.12,333.32,334.29,336.47,338.44,339.11,348.33,351.96,349.76,346.21,344.46,344.85,341.53,341.95,342.59,343.20,344.08,348.26,351.23,353.61,357.81,358.05,361.61,363.81,365.89,368.51,368.94,371.82,371.77,376.72,381.30,380.32,380.59,378.32,374.86,374.53,373.34,370.14,365.46,363.67,361.66,365.72,366.85,372.73,374.98,377.81,388.44,369.70,365.67,L7
2003-04-10 21:42:26+00:00,342.03,331.93,322.71,319.17,319.64,320.25,318.28,321.49,327.15,329.61,328.62,328.63,326.06,326.01,330.20,328.77,335.37,340.45,342.12,344.33,343.04,343.56,337.73,328.04,304.92,333.89,327.48,329.05,325.18,328.83,329.02,327.73,329.51,330.66,329.42,333.49,340.20,344.71,343.72,340.45,337.03,339.21,335.00,336.02,336.70,337.78,338.34,342.43,346.50,348.92,353.31,352.79,357.38,358.70,360.78,363.34,361.67,364.90,366.95,370.61,376.67,374.91,376.57,370.90,369.91,369.62,367.66,364.12,360.24,357.66,357.15,361.01,360.84,365.36,369.40,373.51,384.91,364.41,359.90,L7
2003-04-26 21:42:25+00:00,343.47,334.15,326.36,322.20,322.10,322.51,322.44,325.41,331.01,333.03,331.82,331.92,329.19,328.95,332.49,333.37,339.11,343.73,342.12,344.33,343.04,343.56,337.73,328.04,304.92,333.89,327.48,329.05,325.18,328.83,329.02,327.73,329.51,330.66,329.42,333.49,340.20,344.71,343.72,340.45,339.40,340.62,337.78,339.44,340.19,341.15,342.53,347.17,351.69,355.08,358.03,357.30,360.54,362.48,363.70,366.53,365.28,367.88,369.00,373.39,379.29,378.12,379.03,373.66,371.52,371.66,369.96,366.35,361.59,359.72,359.15,362.99,362.34,365.36,369.40,373.51,384.91,364.41,359.90,L7
2003-05-28 21:42:22+00:00,346.75,337.62,331.37,327.28,327.43,329.78,328.57,331.57,336.50,337.66,336.93,336.76,334.90,334.79,338.39,340.46,343.08,347.90,345.02,346.98,345.00,346.06,337.86,327.16,302.15,336.08,329.01,331.34,331.58,332.04,330.14,327.45,330.52,330.45,337.00,340.99,345.26,351.60,351.52,347.50,344.30,344.62,343.03,344.28,345.19,347.33,349.29,353.35,357.10,360.23,362.98,362.77,365.55,366.90,367.17,370.37,369.99,372.02,372.33,376.80,383.06,382.55,383.24,378.31,374.61,374.53,373.05,369.95,365.20,362.10,361.10,363.98,361.67,363.82,367.99,372.80,385.39,364.24,363.92,L7
2003-07-15 21:42:14+00:00,349.49,340.17,334.28,329.16,328.88,331.33,330.19,333.60,338.39,340.05,338.95,338.46,336.12,336.14,340.62,340.46,343.08,347.90,345.02,346.98,345.00,346.06,337.86,327.16,302.15,336.08,329.01,331.34,331.58,332.04,330.14,327.45,330.52,330.45,337.00,340.99,345.26,351.60,351.52,347.50,344.30,347.05,345.47,346.79,347.70,349.57,351.68,355.63,359.08,361.79,364.25,363.97,366.52,368.18,368.31,372.28,371.69,373.25,373.49,378.20,384.32,383.72,384.10,379.56,375.82,375.40,374.02,370.54,366.35,363.21,362.91,365.62,362.61,365.81,367.99,372.80,385.39,364.24,363.92,L7
2003-11-04 21:42:03+00:00,375.44,355.44,348.75,341.01,336.86,339.82,340.30,344.35,348.36,351.36,349.50,350.30,349.45,348.30,352.79,353.33,356.78,364.69,366.97,362.98,345.65,337.99,330.67,334.66,334.64,329.94,334.17,337.61,343.64,345.52,355.00,352.49,344.79,344.26,347.01,349.04,351.31,351.04,350.49,348.53,346.15,350.13,352.01,352.43,355.49,357.67,359.23,364.04,366.36,368.34,370.00,370.93,371.62,372.58,372.93,376.98,377.00,375.56,378.37,383.41,389.39,389.64,386.27,382.30,378.24,376.02,376.48,371.64,370.03,366.38,368.62,369.41,364.98,373.80,376.19,386.19,401.35,392.55,397.77,L7
2003-11-20 21:42:19+00:00,373.87,355.03,347.03,337.71,333.00,336.18,337.01,339.87,344.30,347.12,346.17,347.09,346.39,346.11,347.62,350.10,349.93,356.39,354.56,349.50,336.77,327.69,324.97,327.52,327.20,323.21,328.03,333.00,337.64,342.07,349.69,345.38,341.38,335.04,338.59,340.77,345.21,342.61,345.10,343.92,341.63,344.97,347.17,347.17,351.24,352.56,354.85,359.72,362.18,363.31,365.77,366.15,366.38,367.92,368.57,372.83,372.66,371.89,374.71,380.24,385.63,385.37,382.56,377.56,373.83,372.40,372.16,367.14,365.35,362.99,365.61,366.56,361.66,370.77,372.47,385.00,398.73,391.24,390.23,L7
2003-12-30 21:32:24+00:00,375.69,357.30,347.28,336.94,332.26,332.51,333.56,337.58,343.30,347.44,346.85,346.56,346.21,346.69,347.78,350.72,351.70,359.20,355.94,348.43,339.51,333.80,326.15,325.61,325.70,322.84,329.23,332.37,336.91,341.11,350.78,347.42,343.15,336.80,334.37,335.45,340.05,337.76,340.85,339.03,336.11,342.02,343.85,342.69,346.98,348.99,351.62,356.84,357.78,359.56,363.69,362.20,362.54,363.40,365.26,368.85,367.51,367.50,370.14,375.46,381.62,382.52,378.79,372.78,370.48,368.63,369.30,364.01,361.94,360.34,364.42,366.33,364.70,371.76,375.17,383.66,397.74,387.98,381.86,L5
2004-01-23 21:42:42+00:00,372.62,353.89,342.73,333.67,329.13,329.12,329.82,333.50,338.41,341.72,342.15,343.69,343.38,344.05,343.35,348.83,351.52,357.63,354.27,346.93,339.45,332.49,326.15,325.61,324.14,323.36,328.21,331.72,335.41,339.78,346.63,344.16,338.48,330.32,331.78,332.20,336.73,336.79,339.34,338.42,335.86,335.68,338.14,336.63,341.87,343.89,346.44,351.66,353.34,355.81,359.43,358.39,358.27,358.27,360.19,363.04,362.34,363.09,365.33,370.29,376.78,378.62,374.89,368.07,366.10,363.56,363.53,358.14,357.12,358.35,361.94,366.05,366.19,372.56,374.52,379.81,393.62,383.28,376.54,L7
2004-02-24 21:42:45+00:00,372.43,353.93,342.65,333.97,329.22,329.22,328.96,332.79,337.43,340.98,342.40,344.32,344.61,344.02,344.70,349.16,351.87,357.83,354.22,346.46,341.33,332.49,326.15,328.31,327.14,326.15,328.88,332.23,336.28,340.04,345.40,342.55,336.98,329.13,330.14,332.31,335.61,337.66,339.10,338.15,336.55,336.20,338.48,336.87,341.50,344.28,347.56,351.93,352.90,355.89,358.85,358.35,358.31,358.27,360.42,362.20,361.96,363.40,365.88,369.82,376.64,377.45,373.66,367.61,364.90,363.32,364.64,359.48,358.16,357.89,360.51,364.19,364.37,371.87,372.85,376.53,391.33,379.55,373.76,L7
2004-03-27 21:42:57+00:00,372.07,354.80,344.06,334.69,331.33,330.46,330.06,333.94,338.12,341.68,343.44,344.47,345.06,344.49,346.58,350.85,353.55,358.97,354.59,348.40,343.72,334.90,329.31,328.51,327.80,329.03,331.02,333.03,337.14,340.84,346.00,342.40,337.89,331.31,331.53,334.02,337.82,340.32,340.40,339.65,338.34,337.71,339.66,338.50,342.38,345.07,348.29,352.52,353.18,356.70,358.35,358.69,360.10,358.73,361.08,362.90,362.56,364.32,366.67,370.83,376.79,377.41,373.93,368.50,366.45,364.89,366.31,361.17,359.54,359.49,362.63,365.80,366.16,372.76,373.49,376.33,391.28,378.68,375.77,L7
2004-05-06 21:33:58+00:00,367.27,352.66,342.90,333.83,331.69,330.48,329.33,333.10,336.70,340.40,342.77,343.48,339.97,340.20,342.94,347.02,350.78,354.56,349.52,343.44,343.34,334.12,328.86,326.97,326.43,328.85,330.38,332.11,335.84,339.91,344.20,340.38,336.51,328.72,329.46,332.27,336.51,339.48,337.38,336.74,336.55,335.20,336.27,335.64,338.89,341.97,344.60,348.36,349.30,353.66,354.15,355.44,356.06,355.57,358.13,359.74,359.19,361.44,364.40,367.98,373.50,374.05,370.76,365.63,363.94,362.74,363.80,359.60,356.73,357.94,360.75,364.61,365.44,369.16,370.25,372.69,388.48,375.08,369.88,L5
2004-05-22 21:34:26+00:00,364.96,351.02,342.34,334.85,333.84,330.99,329.94,334.97,338.55,341.54,343.28,343.69,339.54,340.30,345.19,347.40,351.90,356.56,351.80,345.87,346.05,337.74,331.98,330.09,329.55,333.13,334.14,334.30,338.78,340.59,343.54,341.32,337.63,330.68,327.39,336.52,337.97,342.86,338.93,337.29,338.40,337.88,338.47,337.80,340.66,343.95,346.34,348.76,349.76,355.38,355.39,358.63,359.85,359.45,362.59,363.48,363.03,364.89,368.08,370.73,376.11,375.05,372.09,367.25,365.55,363.76,365.32,361.88,359.47,359.76,362.90,367.05,368.68,370.22,369.52,369.06,385.79,368.23,363.93,L5
