dates,nzd0519-0000,nzd0519-0001,nzd0519-0002,nzd0519-0003,nzd0519-0004,nzd0519-0005,nzd0519-0006,nzd0519-0007,nzd0519-0008,nzd0519-0009,nzd0519-0010,nzd0519-0011,nzd0519-0012,nzd0519-0013,nzd0519-0014,nzd0519-0015,nzd0519-0016,nzd0519-0017,nzd0519-0018,nzd0519-0019,nzd0519-0020,nzd0519-0021,nzd0519-0022,nzd0519-0023,nzd0519-0024,nzd0519-0025,nzd0519-0026,nzd0519-0027,nzd0519-0028,nzd0519-0029,nzd0519-0030,nzd0519-0031,nzd0519-0032,nzd0519-0033,nzd0519-0034,nzd0519-0035,nzd0519-0036,nzd0519-0037,nzd0519-0038,nzd0519-0039,nzd0519-0040,nzd0519-0041,nzd0519-0042,nzd0519-0043,nzd0519-0044,nzd0519-0045,nzd0519-0046,nzd0519-0047,nzd0519-0048,nzd0519-0049,nzd0519-0050,nzd0519-0051,nzd0519-0052,nzd0519-0053,nzd0519-0054,nzd0519-0055,nzd0519-0056,nzd0519-0057,nzd0519-0058,nzd0519-0059,nzd0519-0060,nzd0519-0061,nzd0519-0062,nzd0519-0063,nzd0519-0064,nzd0519-0065,nzd0519-0066,nzd0519-0067,nzd0519-0068,nzd0519-0069,nzd0519-0070,nzd0519-0071,nzd0519-0072,nzd0519-0073,nzd0519-0074,nzd0519-0075,nzd0519-0076,nzd0519-0077,nzd0519-0078,nzd0519-0079,satname
2002-05-14 22:03:19+00:00,320.42,326.96,333.21,325.82,328.34,333.41,334.78,341.88,342.85,338.82,346.22,348.26,341.34,338.08,345.59,349.49,348.87,349.48,344.93,330.63,327.68,316.84,323.91,337.91,327.12,319.69,336.42,337.09,345.68,335.94,342.11,341.94,335.27,335.37,334.16,331.79,331.72,337.57,325.43,324.84,333.59,329.00,320.64,323.31,318.74,323.75,325.95,316.10,318.52,317.21,323.14,323.20,327.47,321.58,321.60,316.45,316.99,321.87,314.52,317.33,313.81,323.84,329.04,327.98,323.40,318.45,314.47,321.66,329.65,339.31,338.58,338.17,336.95,332.58,328.08,325.82,330.56,336.44,352.56,348.36,L7
2002-06-15 22:03:07+00:00,316.69,325.30,333.21,326.49,329.55,334.13,335.13,341.56,342.51,339.28,346.16,348.26,341.34,338.08,344.89,349.49,348.87,349.48,340.95,327.72,325.52,313.91,320.54,334.59,324.59,318.01,333.56,333.58,342.43,333.92,341.04,339.92,332.28,333.34,333.51,331.79,331.72,336.03,324.06,324.82,333.12,329.22,320.79,322.42,316.89,321.82,323.48,314.05,316.87,317.88,324.41,320.81,323.60,319.35,321.60,318.20,316.77,320.47,313.79,319.26,314.25,321.56,325.21,321.44,318.24,318.45,314.47,321.81,327.83,335.73,331.67,330.83,330.45,332.58,325.77,324.98,329.73,338.93,353.63,349.18,L7
2002-07-01 22:03:02+00:00,316.69,325.30,333.21,323.93,328.18,334.13,333.76,340.24,341.89,339.59,346.70,348.26,341.34,338.98,345.26,349.26,347.41,347.49,339.63,327.41,324.75,313.17,320.38,334.48,324.49,317.03,332.70,333.20,341.09,333.57,341.60,340.47,332.24,333.70,333.48,332.49,332.76,335.68,324.43,325.03,332.92,330.17,321.78,323.04,317.25,322.41,323.94,313.89,318.08,318.69,325.64,320.79,323.31,320.44,323.01,317.81,317.39,322.67,314.67,318.19,312.32,320.97,323.92,320.79,318.51,319.66,315.09,321.38,327.09,333.84,328.15,327.61,328.58,329.98,324.94,324.88,329.54,338.27,351.44,347.63,L7
2002-07-08 22:09:12+00:00,316.69,325.30,333.21,323.93,328.18,334.13,333.76,340.24,341.89,339.59,346.70,348.26,341.34,338.98,345.26,349.26,347.41,347.49,339.63,327.41,324.75,313.17,320.38,334.48,324.49,317.03,332.70,333.20,341.09,333.57,341.60,340.47,332.24,333.70,333.48,332.49,332.76,335.68,324.43,325.03,332.92,330.17,321.78,323.04,317.25,322.41,323.94,313.89,318.08,318.69,325.64,320.79,323.31,323.62,326.17,320.66,320.88,325.76,317.02,319.90,312.32,320.97,323.92,320.79,318.51,319.66,315.09,321.38,327.09,333.84,328.15,327.61,328.58,329.98,324.94,324.88,329.54,338.27,351.44,347.63,L7
2002-08-09 22:08:57+00:00,316.23,325.43,329.88,321.26,326.09,332.18,333.04,340.11,341.62,339.75,347.38,349.74,343.60,341.03,346.49,349.73,348.59,348.96,340.73,328.45,326.62,314.71,321.42,335.67,325.51,318.01,333.24,333.87,341.43,334.19,342.40,341.31,333.24,334.50,334.36,333.91,332.88,337.51,326.16,327.18,334.29,331.66,322.93,324.85,318.48,324.18,326.27,315.85,319.87,320.35,326.33,321.65,323.88,323.75,325.98,322.10,321.99,327.19,319.40,322.24,314.96,323.22,325.62,321.97,319.24,318.57,313.59,320.54,325.70,332.79,327.67,327.82,330.40,334.68,327.98,327.58,331.71,339.25,351.19,348.38,L7
2002-09-10 22:08:43+00:00,315.66,325.89,329.35,322.20,327.23,333.83,334.49,342.12,343.88,341.20,348.71,352.33,345.33,342.38,347.78,350.19,348.70,349.50,341.45,329.84,327.83,315.86,321.86,335.85,325.56,317.26,332.06,333.04,340.24,333.90,343.02,341.31,333.57,333.73,334.58,333.15,333.06,338.16,326.50,327.68,334.92,331.70,323.17,325.16,318.26,324.76,326.53,316.41,320.33,321.29,326.90,321.38,324.01,323.40,325.10,322.33,322.50,327.52,319.93,322.40,315.63,324.03,326.29,322.56,319.41,318.18,313.27,319.82,324.71,331.53,327.18,328.07,332.01,337.43,332.39,332.73,334.44,340.16,350.23,346.33,L7
2002-11-29 22:09:01+00:00,314.45,326.15,323.38,316.71,324.83,332.11,334.80,340.71,344.11,345.85,351.20,358.28,353.03,349.40,350.55,351.16,349.50,350.92,338.69,330.02,329.64,316.14,321.75,336.42,326.61,317.37,330.89,330.63,335.69,331.72,345.41,341.77,332.30,332.87,335.01,334.59,334.61,338.75,327.57,330.52,336.25,334.41,325.70,327.01,317.79,325.78,327.10,316.73,322.14,325.38,330.66,319.56,320.56,324.86,328.59,327.03,326.92,332.04,324.26,326.45,317.45,324.22,323.55,317.14,315.42,317.82,311.67,317.97,319.78,323.75,318.62,320.50,328.30,342.27,335.62,337.91,337.35,342.96,348.48,344.82,L7
2003-02-01 22:09:21+00:00,320.66,330.07,330.32,321.11,326.30,333.40,339.54,347.34,350.11,348.07,354.81,358.95,354.07,354.04,358.46,353.38,355.78,359.47,351.37,339.82,342.52,326.50,331.34,348.17,335.00,325.07,341.66,340.94,344.46,335.97,346.67,344.55,338.46,335.44,336.40,332.77,334.39,343.53,331.49,334.10,341.13,337.81,329.66,334.90,325.43,332.90,334.55,324.78,329.47,331.23,331.84,325.33,329.70,325.26,324.73,330.64,331.75,334.81,328.21,329.96,325.43,332.46,333.46,326.32,323.67,321.25,315.72,321.15,323.22,328.51,330.70,335.59,343.14,351.83,349.28,348.51,343.07,341.65,348.01,343.62,L7
2003-05-01 22:03:22+00:00,323.01,332.78,340.98,332.13,336.82,341.35,344.60,351.69,353.99,349.96,353.19,360.29,356.17,357.40,362.04,354.77,358.92,363.23,352.07,330.84,335.67,320.11,329.89,351.63,337.25,329.80,347.99,343.82,346.22,335.93,342.28,335.25,332.98,331.18,331.61,329.61,331.52,339.89,332.49,332.97,337.26,335.08,333.09,338.96,331.16,340.28,339.39,330.49,335.69,334.15,336.68,334.01,340.62,330.79,329.03,335.81,337.63,339.57,325.14,327.46,329.10,333.69,334.15,324.76,329.47,331.88,325.56,327.20,329.36,335.45,339.43,346.36,349.37,350.85,345.82,340.83,335.82,335.16,349.66,344.67,L7
2003-05-17 22:03:18+00:00,323.01,332.78,340.98,332.13,336.82,341.35,344.60,351.69,353.99,349.96,353.19,360.29,356.17,357.40,362.04,354.77,358.92,363.23,352.07,330.84,335.67,320.11,329.89,354.53,341.37,333.80,348.45,342.66,345.92,334.92,343.52,339.93,335.27,335.19,329.60,331.90,335.49,342.77,334.08,335.04,340.59,336.02,334.58,342.52,334.90,342.78,341.44,331.16,337.27,335.02,338.69,336.07,341.30,334.27,332.52,339.58,336.90,340.06,326.88,330.45,331.46,336.28,336.84,328.99,328.58,328.11,317.26,319.19,329.36,335.45,339.43,346.36,349.37,350.85,345.82,340.83,335.82,335.16,349.66,344.67,L7
2003-08-05 22:02:59+00:00,317.38,331.84,338.09,332.80,347.83,351.76,350.10,353.24,356.16,354.03,357.19,364.37,361.14,354.30,358.28,364.60,360.44,350.86,352.35,323.55,327.52,317.29,329.66,356.47,344.85,335.41,345.32,338.85,340.77,333.45,342.05,338.61,334.75,333.85,328.70,332.61,333.82,340.84,333.01,333.86,340.12,333.63,334.72,342.95,335.50,346.65,340.51,332.25,335.96,334.09,340.31,340.67,344.09,337.47,335.83,337.72,335.35,339.02,325.79,329.12,334.60,338.92,338.49,331.88,329.47,324.76,311.75,314.34,325.96,338.23,336.47,338.94,337.12,322.54,328.23,331.81,341.04,341.99,,,L7
2003-08-13 21:51:32+00:00,321.43,336.44,341.96,339.68,350.81,355.81,355.13,360.40,363.59,358.95,364.26,372.47,366.02,361.31,369.46,373.32,370.89,366.27,364.10,345.02,344.61,332.30,341.06,359.96,348.22,339.27,347.84,342.71,345.54,336.00,343.87,341.31,337.67,336.72,332.21,336.67,333.86,343.24,334.65,334.79,344.18,339.57,337.21,345.59,338.35,349.41,344.62,334.89,340.00,337.61,343.07,343.63,346.50,340.75,339.40,341.42,338.52,342.36,329.56,332.41,335.92,340.31,339.83,335.16,331.40,327.63,317.76,323.16,335.43,343.89,339.41,337.15,335.08,330.67,335.24,340.89,348.01,352.03,367.12,371.87,L5
2003-08-29 21:51:49+00:00,321.84,338.43,340.57,331.77,346.03,352.08,352.54,360.85,363.33,356.89,364.42,370.69,365.03,362.06,369.33,372.45,372.43,369.90,366.76,351.02,349.39,337.32,344.73,362.37,350.45,341.83,351.48,346.31,349.55,339.98,347.00,345.59,339.11,337.42,334.77,336.94,333.41,344.11,335.85,335.81,344.74,341.05,337.21,346.28,338.98,348.83,345.45,335.96,341.65,339.61,342.78,343.77,348.13,341.17,339.88,343.01,339.79,342.71,331.61,334.00,334.56,339.38,338.95,336.25,333.22,327.73,320.68,327.43,339.54,344.70,340.75,337.24,334.22,334.74,338.88,343.65,350.35,354.17,364.29,366.66,L5
2003-10-07 21:58:35+00:00,327.28,341.46,343.55,335.57,346.80,352.78,352.23,359.14,362.46,356.19,365.52,371.86,364.77,361.13,368.54,371.22,371.56,370.56,367.70,354.79,353.14,340.56,348.82,365.07,353.52,343.66,354.07,349.09,352.17,342.61,349.66,348.84,342.57,340.62,337.74,338.81,335.44,345.94,337.33,336.82,346.30,342.65,337.39,346.18,338.53,349.59,345.85,337.07,341.29,337.99,342.91,342.54,348.17,342.19,341.44,342.01,339.56,342.38,332.10,334.89,335.13,340.48,340.97,338.81,335.40,330.00,322.23,329.03,339.20,344.54,341.78,339.69,338.74,341.23,344.89,349.05,354.85,356.34,364.49,361.51,L5
2003-10-15 22:08:58+00:00,328.46,338.69,343.33,334.12,344.36,350.02,349.59,356.90,360.60,354.95,363.80,369.32,364.77,361.13,368.54,371.22,371.56,370.56,367.70,354.22,352.07,339.68,347.40,364.54,354.00,343.75,354.19,349.57,353.18,343.67,350.98,350.22,343.86,340.62,337.74,338.81,335.44,345.94,337.33,336.82,346.30,342.65,337.39,346.18,338.53,349.59,345.85,337.07,341.29,337.99,342.91,342.54,348.17,342.27,341.44,342.01,339.56,342.38,332.10,334.89,335.13,340.48,340.97,338.81,335.40,330.00,322.23,329.03,339.20,344.54,341.78,339.69,338.74,341.23,344.89,349.05,354.85,356.34,364.49,358.66,L7
2003-10-16 21:52:31+00:00,329.05,338.10,343.15,334.08,343.27,348.85,348.96,356.19,359.07,354.68,364.01,368.44,364.22,361.22,368.50,371.39,370.47,370.35,368.00,355.39,353.24,341.19,349.29,365.46,355.57,344.68,354.82,350.03,353.60,344.49,351.57,351.14,344.82,341.49,338.23,338.90,336.46,345.89,336.92,336.77,346.35,342.84,337.55,345.63,338.48,349.24,345.87,337.52,339.53,336.22,342.25,341.71,347.89,342.12,341.65,340.40,338.37,342.41,332.01,334.94,334.53,340.23,341.15,339.01,336.60,330.79,322.22,327.76,337.14,343.14,341.40,341.36,342.82,346.39,349.13,351.39,356.02,357.40,364.49,358.66,L5
