dates,nzd0239-0000,nzd0239-0001,nzd0239-0002,nzd0239-0003,nzd0239-0004,nzd0239-0005,nzd0239-0006,nzd0239-0007,nzd0239-0008,nzd0239-0009,nzd0239-0010,nzd0239-0011,nzd0239-0012,nzd0239-0013,nzd0239-0014,nzd0239-0015,nzd0239-0016,nzd0239-0017,nzd0239-0018,nzd0239-0019,nzd0239-0020,nzd0239-0021,nzd0239-0022,nzd0239-0023,nzd0239-0024,nzd0239-0025,nzd0239-0026,nzd0239-0027,nzd0239-0028,nzd0239-0029,nzd0239-0030,nzd0239-0031,nzd0239-0032,nzd0239-0033,nzd0239-0034,nzd0239-0035,nzd0239-0036,nzd0239-0037,nzd0239-0038,nzd0239-0039,nzd0239-0040,nzd0239-0041,nzd0239-0042,nzd0239-0043,nzd0239-0044,nzd0239-0045,nzd0239-0046,nzd0239-0047,nzd0239-0048,nzd0239-0049,nzd0239-0050,nzd0239-0051,nzd0239-0052,nzd0239-0053,nzd0239-0054,nzd0239-0055,nzd0239-0056,nzd0239-0057,nzd0239-0058,nzd0239-0059,nzd0239-0060,nzd0239-0061,nzd0239-0062,nzd0239-0063,nzd0239-0064,nzd0239-0065,nzd0239-0066,nzd0239-0067,nzd0239-0068,nzd0239-0069,nzd0239-0070,nzd0239-0071,nzd0239-0072,nzd0239-0073,nzd0239-0074,nzd0239-0075,nzd0239-0076,nzd0239-0077,nzd0239-0078,nzd0239-0079,nzd0239-0080,nzd0239-0081,nzd0239-0082,nzd0239-0083,nzd0239-0084,nzd0239-0085,nzd0239-0086,nzd0239-0087,nzd0239-0088,nzd0239-0089,nzd0239-0090,nzd0239-0091,nzd0239-0092,nzd0239-0093,nzd0239-0094,nzd0239-0095,nzd0239-0096,nzd0239-0097,nzd0239-0098,nzd0239-0099,nzd0239-0100,nzd0239-0101,nzd0239-0102,nzd0239-0103,nzd0239-0104,nzd0239-0105,nzd0239-0106,nzd0239-0107,nzd0239-0108,nzd0239-0109,nzd0239-0110,nzd0239-0111,nzd0239-0112,nzd0239-0113,nzd0239-0114,nzd0239-0115,nzd0239-0116,nzd0239-0117,nzd0239-0118,nzd0239-0119,nzd0239-0120,nzd0239-0121,nzd0239-0122,nzd0239-0123,nzd0239-0124,nzd0239-0125,nzd0239-0126,nzd0239-0127,nzd0239-0128,nzd0239-0129,nzd0239-0130,nzd0239-0131,nzd0239-0132,nzd0239-0133,nzd0239-0134,nzd0239-0135,nzd0239-0136,nzd0239-0137,nzd0239-0138,nzd0239-0139,nzd0239-0140,satname
2000-05-19 21:45:43+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,389.86,393.43,396.38,,,,363.97,386.81,397.20,400.05,397.92,400.24,400.12,395.85,397.74,395.17,400.86,404.71,405.62,410.20,409.83,413.50,412.24,418.51,418.22,425.80,423.70,428.47,426.82,428.69,426.27,433.23,430.74,437.33,433.01,434.88,422.49,417.22,425.15,431.47,431.26,435.07,426.72,417.20,414.17,421.33,414.91,414.51,394.11,395.98,388.29,389.03,388.29,383.94,L7
2000-05-26 21:51:48+00:00,305.39,306.53,314.35,331.93,350.28,381.85,385.07,384.71,381.53,374.98,381.58,383.93,385.69,386.75,393.98,384.83,382.67,380.76,377.17,374.99,366.53,367.84,365.55,365.80,360.09,359.11,364.84,357.86,365.14,368.71,372.24,374.90,363.26,361.43,373.73,380.93,378.92,379.36,380.05,376.89,373.90,370.48,364.22,373.92,371.77,384.08,373.36,368.57,368.00,369.83,374.41,375.73,374.51,374.06,382.85,378.03,379.91,379.25,385.90,389.16,389.32,392.49,397.97,401.01,395.94,399.66,396.77,393.54,392.95,393.54,389.82,391.44,390.61,388.45,389.92,385.79,390.96,389.26,390.93,391.81,386.06,382.53,389.24,388.94,395.28,397.97,398.18,399.44,398.77,403.89,402.08,404.46,410.73,404.11,400.53,402.69,409.79,405.20,402.43,403.49,407.45,396.21,404.23,412.38,413.02,412.53,410.25,408.16,410.84,419.60,419.06,425.72,422.05,430.81,429.04,431.14,420.96,431.41,428.37,437.10,442.37,437.49,433.63,430.96,424.20,420.68,437.07,443.56,438.28,425.35,425.62,420.56,425.78,421.77,406.49,402.96,405.86,391.87,391.00,399.01,393.90,L7
2000-07-13 21:51:19+00:00,,,,,,,,,,,,,363.35,362.48,364.42,361.54,357.22,353.25,354.44,342.98,341.02,338.09,337.13,339.72,338.91,341.55,338.48,341.38,340.30,343.80,343.41,338.51,341.93,343.96,353.79,350.58,367.99,370.28,367.69,368.20,358.71,354.60,349.83,348.50,336.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368.73,368.57,363.63,369.25,367.26,365.85,371.33,366.78,370.51,365.51,372.13,373.87,371.57,376.27,373.84,380.22,380.48,381.83,380.36,378.44,377.57,372.62,371.67,370.37,374.04,376.95,382.90,383.75,386.10,386.13,384.94,391.22,388.26,389.94,388.39,388.34,395.63,400.80,403.00,405.86,404.49,405.50,406.73,403.86,404.92,399.97,403.87,399.10,402.51,403.72,408.77,411.82,404.26,396.69,393.03,399.52,409.71,400.35,389.37,386.90,382.57,381.54,383.34,361.13,357.76,342.78,345.42,L7
2000-08-14 21:50:56+00:00,300.49,306.22,319.70,332.69,350.12,367.72,382.51,379.85,367.94,370.08,371.03,375.41,378.04,382.37,380.37,378.57,376.66,372.69,364.27,358.54,358.90,354.13,351.71,351.17,351.60,351.32,352.47,353.29,351.08,351.56,352.35,351.66,351.83,353.20,353.23,356.82,356.56,356.16,356.27,351.75,355.59,354.65,356.51,351.46,357.66,346.88,350.55,347.45,356.92,356.53,356.78,364.95,362.33,367.48,364.63,369.25,372.69,373.17,370.59,378.51,382.31,383.57,381.63,390.80,391.61,384.86,388.27,385.31,382.38,385.40,383.08,376.12,382.97,376.88,379.67,381.76,379.87,377.39,378.69,376.04,381.05,379.63,383.27,380.14,378.97,384.74,380.01,389.90,384.55,386.34,385.97,387.22,386.43,378.35,375.83,376.21,375.61,379.68,390.49,388.72,398.43,394.29,401.64,399.22,405.44,399.71,404.97,404.77,408.96,416.61,411.93,422.39,417.91,425.63,417.80,424.07,418.59,422.23,418.92,414.24,415.46,410.29,418.75,422.01,424.84,415.42,407.72,407.45,413.00,415.48,418.63,405.80,402.43,394.28,397.03,398.53,402.25,391.44,373.49,360.97,340.70,L7
2000-09-15 21:50:25+00:00,298.84,291.56,292.33,312.45,336.11,356.53,362.46,359.78,360.96,363.02,363.47,366.34,365.39,369.63,373.88,376.74,368.08,362.99,359.20,352.27,343.22,339.40,346.70,340.80,343.99,339.86,342.36,342.09,345.59,345.93,342.94,346.45,340.73,347.87,347.13,353.43,354.95,354.51,355.46,356.75,356.33,350.19,347.46,345.83,333.73,338.22,345.27,344.04,341.89,345.25,351.93,353.39,352.66,354.23,355.80,361.30,358.41,360.76,360.83,368.64,370.74,376.90,375.36,381.94,382.05,384.01,380.22,371.57,373.78,376.31,376.91,366.37,372.10,367.66,378.34,371.34,370.85,371.07,365.97,371.29,369.55,372.73,377.69,381.59,382.81,382.77,374.47,377.99,375.42,383.21,380.85,385.76,379.15,383.90,377.84,382.20,382.85,377.34,385.21,387.98,390.97,390.10,392.29,401.27,404.94,405.48,401.60,396.78,403.35,413.92,417.86,416.52,412.68,419.07,412.95,414.14,411.30,418.13,410.73,420.16,412.87,417.93,417.49,421.60,416.11,410.77,410.94,402.53,400.83,405.71,405.75,403.56,399.99,390.72,397.10,389.99,395.14,376.28,371.53,367.32,339.93,L7
2000-11-02 21:50:13+00:00,299.14,291.69,289.65,313.44,338.09,362.47,367.80,360.14,363.98,364.84,364.63,368.56,369.50,378.31,380.99,378.27,372.14,365.53,360.93,359.12,353.11,345.01,350.28,342.57,346.41,343.88,352.12,356.37,354.12,349.51,348.94,346.94,344.17,350.30,348.18,352.58,357.55,354.34,360.78,357.61,357.55,354.54,347.86,342.61,341.48,346.51,345.25,344.97,348.19,344.96,353.71,354.69,353.09,348.26,360.29,363.30,359.25,363.35,371.91,367.51,370.41,375.06,378.03,383.86,379.60,386.68,380.67,372.68,366.99,372.89,371.05,377.06,374.02,370.36,369.62,367.18,371.04,369.89,371.00,373.75,372.28,366.91,375.71,376.16,376.50,378.30,379.13,377.65,370.98,374.41,374.04,378.38,376.93,383.10,380.02,387.95,385.06,392.32,389.41,388.17,392.23,397.08,395.31,393.99,390.65,404.87,405.34,408.64,411.26,408.18,414.54,415.30,416.70,413.27,405.67,414.60,409.38,414.51,412.86,418.95,413.27,419.65,415.81,414.99,411.06,409.48,408.40,402.23,403.44,405.28,401.78,398.59,403.04,396.47,399.45,391.48,390.24,367.06,366.45,363.49,331.24,L7
2000-12-04 21:50:10+00:00,292.32,290.21,297.50,309.60,331.14,355.59,369.19,363.93,362.88,363.36,362.31,364.07,366.37,372.51,375.88,374.41,373.41,367.31,366.09,361.12,356.30,356.88,355.52,359.61,343.67,346.39,340.93,343.35,341.55,343.93,345.37,354.16,347.28,351.25,344.90,350.90,357.08,355.73,357.11,359.14,366.75,358.48,346.22,347.29,346.63,346.45,348.29,349.45,354.33,354.48,356.63,352.28,358.95,357.56,357.27,354.86,353.42,366.55,362.79,364.13,369.81,379.92,381.15,383.55,371.62,378.95,373.15,373.40,374.64,375.19,378.25,371.72,366.64,360.55,366.19,360.50,374.40,367.89,372.85,364.93,371.01,371.87,370.81,376.49,372.20,364.86,374.41,372.14,374.68,378.28,384.43,384.93,372.73,376.65,372.97,380.05,376.35,384.97,389.82,383.14,381.48,385.88,382.78,387.74,393.36,391.42,396.62,393.98,399.53,398.73,404.73,404.13,411.95,408.91,407.40,413.12,418.19,415.66,416.25,407.50,397.64,404.63,399.12,409.60,403.81,406.48,400.47,401.07,401.89,403.10,392.19,389.04,391.88,394.76,407.15,398.62,400.23,365.66,344.43,,315.04,L7
2000-12-20 21:50:16+00:00,295.37,293.77,307.97,325.86,347.74,369.56,377.76,369.29,365.75,362.04,362.27,370.51,370.58,374.68,387.68,386.83,374.98,375.90,375.86,350.81,320.04,328.73,345.48,,,,340.69,340.52,,,,,,,,,,,,347.28,344.52,342.33,339.84,325.67,336.47,332.26,339.90,344.11,346.85,342.35,349.78,344.59,352.35,355.82,351.80,353.59,350.59,346.59,350.18,356.96,359.82,370.22,374.52,378.31,376.96,372.39,362.29,366.26,365.43,373.53,373.74,367.96,358.31,359.22,360.36,360.53,359.48,357.94,361.37,359.84,360.72,361.08,358.99,364.62,359.79,358.45,363.41,360.94,368.18,367.57,370.24,368.24,373.21,372.28,371.02,370.22,374.20,377.39,377.85,377.20,377.81,376.85,380.01,379.17,380.52,380.66,389.30,384.07,387.82,392.40,388.97,390.87,395.39,395.62,398.23,396.40,401.20,401.77,400.02,396.40,391.22,392.38,386.77,390.43,389.15,386.72,386.67,382.03,384.92,377.95,382.48,379.82,387.62,380.88,380.26,385.43,381.62,354.70,333.23,,291.82,L7
2001-01-05 21:50:16+00:00,289.11,292.99,300.18,325.30,343.20,360.19,370.33,369.77,367.22,364.89,363.04,361.50,365.54,366.94,370.41,371.93,368.59,363.36,368.43,363.25,355.45,342.83,367.98,378.70,345.57,340.19,340.17,342.07,348.55,350.48,343.37,366.02,344.68,369.38,380.09,351.75,360.74,366.78,370.54,369.50,375.03,367.55,373.56,340.62,348.18,331.06,356.92,369.00,348.91,346.40,357.88,358.98,365.32,376.48,373.57,372.49,364.92,358.52,358.52,372.66,384.12,377.98,374.82,392.33,395.22,380.41,382.51,380.76,392.97,391.04,384.59,377.43,377.07,370.48,367.54,375.88,382.34,382.75,370.52,367.95,378.38,372.48,381.42,383.15,371.68,377.67,375.83,381.01,382.52,386.42,388.38,386.34,382.95,384.04,384.78,390.98,390.78,393.76,394.51,390.95,385.60,387.60,389.06,391.48,391.13,394.00,395.36,400.98,400.15,404.89,404.97,409.08,409.26,409.52,412.04,412.56,409.16,416.51,412.03,406.07,408.54,403.32,401.94,402.47,397.16,399.29,390.39,393.72,386.94,389.95,390.63,401.25,387.13,,407.57,389.67,387.88,390.90,,362.46,321.48,L7
2001-03-03 21:44:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,381.99,375.61,376.72,375.40,374.85,373.00,375.43,370.52,377.88,372.23,371.30,372.20,370.01,365.86,371.17,366.61,377.14,372.61,377.78,374.88,379.67,378.91,378.80,383.11,382.15,382.40,382.17,384.47,381.69,386.97,390.21,393.06,391.98,385.44,385.76,388.85,392.73,401.00,400.20,403.37,402.34,406.58,402.65,407.82,410.66,412.34,411.73,413.24,411.64,415.21,415.42,419.29,417.29,420.80,414.67,409.94,411.01,401.92,398.96,399.06,398.69,400.61,395.26,393.69,391.80,399.61,397.52,398.44,372.46,370.73,345.83,333.60,306.48,294.21,L7
2001-04-04 21:43:43+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,421.17,419.34,424.35,420.63,420.59,416.97,413.59,416.94,417.19,422.94,421.21,420.40,417.85,418.44,423.72,427.27,427.02,419.05,415.04,410.05,406.29,411.36,412.82,407.92,398.13,398.76,399.48,396.28,392.73,390.01,367.09,344.59,334.30,322.55,306.39,288.84,L7
2001-04-20 21:43:46+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,382.14,385.87,388.82,391.18,393.39,396.58,398.19,396.61,394.86,391.15,392.97,387.84,389.30,388.53,386.57,386.99,386.23,380.65,385.52,383.15,380.45,381.05,378.00,375.68,380.88,384.97,388.17,382.55,392.02,390.77,392.09,388.50,387.26,390.49,386.57,389.56,390.17,392.97,397.61,395.39,393.60,397.94,400.28,403.46,401.12,407.13,409.21,410.20,412.64,411.47,410.12,410.05,405.65,412.37,426.86,418.23,419.30,419.49,418.53,420.77,426.95,425.57,423.26,423.49,420.92,416.89,413.40,407.70,412.24,409.12,400.12,400.14,398.52,393.05,389.59,387.79,373.63,356.06,348.66,338.29,321.95,306.53,298.49,L7
2001-05-22 21:43:54+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,382.34,383.66,384.58,382.59,388.50,394.81,401.47,398.99,389.76,376.61,374.49,380.10,374.69,370.95,372.07,,,,374.71,377.82,379.43,376.06,372.98,374.34,377.37,374.30,370.75,377.11,376.49,380.92,378.94,382.68,376.29,377.97,375.46,379.18,376.88,378.54,380.28,384.50,384.58,387.28,386.35,391.88,390.61,398.44,395.68,403.84,398.45,402.31,400.93,409.20,403.90,409.92,406.29,414.09,415.21,421.28,411.58,417.50,417.09,424.53,415.11,419.56,412.76,408.54,408.51,403.43,408.99,400.87,393.16,389.58,385.90,383.10,371.59,365.13,352.89,336.02,325.94,313.29,306.42,297.84,L7
2001-06-07 21:43:42+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,383.14,380.30,375.79,377.25,372.50,379.40,375.21,381.07,379.09,374.16,376.05,379.58,377.67,380.62,375.58,383.88,381.73,381.17,384.16,381.83,386.48,380.13,385.91,383.62,385.84,386.02,389.77,389.55,394.47,391.25,398.11,393.54,399.87,399.43,404.53,402.23,409.52,404.93,411.18,411.20,416.34,411.18,417.27,414.87,418.85,420.88,424.63,418.02,422.88,424.21,428.62,417.61,421.54,415.99,415.28,409.58,404.42,399.20,402.40,,,,,,,,,,,,L7
