dates,satname,nzd0296-0000,nzd0296-0001,nzd0296-0002,nzd0296-0003,nzd0296-0004,nzd0296-0005,nzd0296-0006,nzd0296-0007,nzd0296-0008,nzd0296-0009,nzd0296-0010,nzd0296-0011,nzd0296-0012,nzd0296-0013,nzd0296-0014,nzd0296-0015,nzd0296-0016,nzd0296-0017,nzd0296-0018,nzd0296-0019,nzd0296-0020,nzd0296-0021,nzd0296-0022,nzd0296-0023,nzd0296-0024,nzd0296-0025,nzd0296-0026,nzd0296-0027,nzd0296-0028,nzd0296-0029,nzd0296-0030,nzd0296-0031,nzd0296-0032,nzd0296-0033,nzd0296-0034,nzd0296-0035,nzd0296-0036,nzd0296-0037,nzd0296-0038,nzd0296-0039,nzd0296-0040,nzd0296-0041,nzd0296-0042,nzd0296-0043,nzd0296-0044,nzd0296-0045,nzd0296-0046,nzd0296-0047,nzd0296-0048,nzd0296-0049,nzd0296-0050,nzd0296-0051,nzd0296-0052
2000-08-07 21:45:32+00:00,L7,353.53,361.27,357.26,346.92,331.67,335.08,328.56,323.25,314.87,320.77,319.89,320.11,316.31,313.18,313.88,307.79,309.06,300.21,312.19,317.19,320.47,313.14,309.35,309.43,313.46,314.91,318.13,314.85,312.59,320.80,320.93,337.93,337.24,340.55,338.30,337.60,323.22,317.13,334.18,339.65,333.35,318.95,310.88,305.60,303.23,296.44,293.62,298.34,316.44,321.79,329.09,325.34,333.62
2000-08-14 21:51:44+00:00,L7,368.22,368.92,367.81,357.16,348.33,342.11,338.36,332.06,332.78,333.08,330.57,334.61,329.99,323.80,322.11,316.29,318.17,318.23,329.77,332.84,332.58,326.33,319.06,314.72,323.73,333.91,328.43,331.59,332.39,336.55,339.48,350.92,353.73,353.89,354.83,346.65,353.02,337.89,365.11,358.96,354.01,342.47,327.61,319.77,315.61,308.57,300.80,309.14,321.46,326.86,333.53,345.08,356.38
2000-09-15 21:50:49+00:00,L7,352.96,342.60,341.13,329.61,327.13,317.02,309.40,310.77,310.04,310.93,312.16,322.15,305.96,304.56,302.90,300.15,297.03,282.95,298.55,310.94,318.46,317.03,311.68,311.64,312.37,309.12,299.95,303.43,306.44,311.33,318.45,327.49,326.73,331.70,335.67,330.66,322.89,326.09,325.57,320.20,321.51,311.69,301.71,300.30,298.41,291.50,293.41,296.09,300.18,307.52,310.68,328.93,337.92
2000-10-26 21:44:46+00:00,L7,374.15,367.42,360.98,354.27,347.13,345.43,342.13,345.32,339.26,332.69,336.77,343.00,345.68,342.20,339.05,332.75,331.25,326.42,335.23,339.80,335.70,337.68,324.03,310.71,321.71,328.33,318.78,323.37,330.46,335.85,344.79,354.52,362.52,359.11,358.04,379.47,374.74,358.16,,365.69,357.67,361.33,352.49,333.48,323.00,314.84,313.98,310.72,313.92,332.46,347.45,359.92,379.36
2000-11-27 21:44:50+00:00,L7,362.17,351.88,348.73,343.44,337.78,332.54,335.99,330.90,329.53,325.95,329.72,328.93,327.17,317.30,319.84,313.41,307.73,310.93,318.02,321.60,325.05,325.54,310.15,298.72,301.64,301.59,306.80,315.44,319.93,322.22,326.03,328.32,329.59,334.83,341.81,338.40,333.00,314.07,329.00,330.19,331.10,330.79,325.74,316.29,305.02,293.20,288.68,292.56,301.16,311.79,319.95,330.97,339.43
2000-12-13 21:44:52+00:00,L7,349.72,340.24,337.37,328.21,326.49,316.27,316.12,313.06,309.55,310.39,313.69,320.36,312.76,306.60,295.52,295.49,285.06,300.11,300.11,308.53,306.11,305.68,294.98,297.85,291.05,291.20,293.45,300.36,304.53,310.27,312.95,312.58,318.40,322.41,326.07,326.72,315.19,293.64,318.25,317.30,318.78,312.29,304.08,298.54,292.51,283.11,282.30,283.44,294.82,299.57,309.18,320.40,331.19
2001-01-05 21:50:40+00:00,L7,381.72,377.02,366.43,359.53,355.46,355.77,358.58,352.61,350.23,350.24,356.76,360.26,360.90,351.63,355.43,353.30,336.19,348.41,354.95,353.03,354.49,356.46,357.12,354.11,348.60,343.30,347.79,354.88,361.28,363.42,367.15,376.27,380.28,386.11,389.05,408.69,408.36,407.78,393.96,396.87,382.08,375.11,373.77,358.27,351.89,355.37,345.97,339.75,332.62,346.78,371.24,369.89,374.36
2001-01-14 21:44:57+00:00,L7,350.65,345.34,335.92,331.29,324.17,330.76,326.42,321.23,319.72,317.93,319.40,320.29,314.07,311.72,311.14,299.28,281.08,295.02,309.10,316.37,312.68,307.73,302.45,303.30,301.35,297.16,293.26,300.37,303.82,310.54,314.31,318.87,321.73,324.24,327.29,329.81,309.24,297.67,323.24,316.89,320.89,314.62,305.22,297.11,297.94,290.19,292.79,290.86,295.72,303.98,312.95,321.60,330.09
2001-01-21 21:50:46+00:00,L7,376.37,372.98,367.49,360.43,355.75,353.47,357.53,352.85,347.40,351.55,358.49,359.05,356.50,354.78,352.87,347.75,327.95,337.73,342.48,353.86,354.08,352.21,348.97,353.38,347.31,348.91,346.65,356.39,357.50,357.02,359.65,379.47,381.51,387.57,371.09,392.27,,404.88,404.99,390.77,379.33,374.76,367.75,351.94,343.97,338.95,332.50,334.04,331.62,341.95,357.17,367.01,379.39
2001-04-04 21:44:30+00:00,L7,380.85,372.37,368.75,365.37,358.00,354.68,354.97,349.90,341.33,341.28,344.42,347.32,341.08,334.51,326.76,330.67,323.43,328.56,332.97,336.35,336.48,332.66,332.09,332.70,337.51,326.93,327.69,330.82,341.23,344.91,352.62,351.78,357.56,362.68,368.73,389.55,383.15,389.12,371.64,360.23,356.90,345.60,339.68,335.55,331.73,330.66,329.21,331.87,338.00,342.91,345.11,351.58,364.60
2001-04-20 21:44:34+00:00,L7,378.87,373.36,370.99,367.52,353.43,347.84,357.05,355.88,358.36,347.85,342.90,350.76,339.20,333.13,337.82,,339.43,346.58,341.69,344.81,340.34,347.11,347.71,336.64,343.89,344.25,334.35,331.72,335.17,345.16,348.36,351.61,358.94,368.62,372.51,378.28,394.02,390.90,371.52,366.08,356.13,344.85,336.69,332.28,328.60,329.06,328.90,326.01,337.73,344.04,347.27,355.43,370.90
2001-04-27 21:50:43+00:00,L7,349.45,342.16,338.99,334.64,323.02,316.78,312.69,313.41,314.66,312.16,319.44,321.22,309.68,308.58,304.67,300.76,286.70,306.19,315.90,315.45,318.74,314.22,306.64,309.68,310.67,314.45,301.81,305.88,306.96,321.59,321.88,322.54,332.68,333.42,350.17,339.22,335.89,364.82,352.34,342.07,328.14,317.42,313.35,310.30,305.45,303.44,301.48,305.95,308.25,316.14,323.45,326.72,339.34
2001-05-22 21:44:18+00:00,L7,374.81,369.30,361.20,354.22,348.56,347.58,334.73,333.25,343.87,344.92,341.90,346.44,339.32,338.32,326.53,328.88,325.87,326.90,332.69,337.56,332.89,331.29,331.77,335.18,331.13,322.82,326.39,330.15,339.69,345.45,351.31,357.68,354.44,356.67,364.88,366.72,379.90,381.37,365.21,348.45,342.15,336.97,330.48,325.64,326.48,319.60,321.01,320.84,326.16,332.18,342.71,346.77,354.67
2001-07-25 21:43:42+00:00,L7,343.02,335.17,335.69,323.79,318.40,309.58,299.41,303.51,306.67,305.95,309.06,315.74,305.66,306.98,297.64,285.40,282.08,272.66,296.38,300.22,292.19,295.27,293.13,300.80,295.00,299.15,296.36,306.26,305.07,311.29,315.99,317.78,317.20,321.58,324.24,316.05,,298.04,327.57,317.52,306.69,289.82,296.47,297.39,296.62,295.70,292.22,290.79,298.18,312.39,318.89,324.73,329.96
2001-08-17 21:49:28+00:00,L7,367.89,353.66,349.06,348.20,348.71,335.38,336.45,332.95,339.94,338.37,357.63,349.11,331.79,323.27,325.45,313.98,308.03,312.09,323.59,324.22,320.82,317.54,322.24,328.45,326.95,325.69,333.49,342.65,348.52,338.63,340.04,348.58,351.53,351.43,366.48,368.70,376.44,361.85,354.58,346.45,338.39,326.78,323.23,314.02,306.32,314.65,312.40,321.01,328.44,340.49,357.06,369.21,386.46
2001-08-26 21:43:13+00:00,L7,356.60,349.28,348.74,344.15,351.79,332.09,315.82,306.46,,,,,,,,,,,,,,,,,,294.18,291.69,294.07,290.34,295.29,296.98,296.17,302.00,293.13,323.27,322.22,310.42,297.52,308.33,313.53,314.18,308.71,299.44,288.47,292.00,285.79,289.19,297.29,301.18,312.66,326.67,338.12,335.11
2001-09-11 21:43:02+00:00,L7,365.12,350.81,340.45,338.83,331.56,323.70,320.36,321.07,322.48,327.95,325.57,335.79,327.72,323.09,319.30,311.03,306.38,295.98,305.93,311.07,311.79,316.43,317.64,314.52,313.90,315.15,320.08,323.57,323.54,324.29,331.26,330.88,330.39,338.48,351.57,348.76,343.80,336.09,352.94,345.21,330.07,318.02,316.64,311.35,305.01,308.93,311.49,315.78,320.28,336.30,346.74,350.71,352.73
2001-09-18 21:49:05+00:00,L7,374.87,363.93,344.24,342.03,337.92,330.17,328.23,325.97,330.68,332.93,327.60,325.06,326.44,321.15,313.42,312.06,310.96,299.31,305.62,313.90,306.79,303.36,309.47,314.36,315.77,317.33,318.44,319.23,315.70,317.92,328.54,327.33,327.83,331.26,344.03,349.88,340.88,331.24,340.66,338.20,330.85,315.29,308.09,300.77,301.73,303.91,307.89,308.61,309.25,323.05,338.18,345.52,343.36
2001-10-04 21:48:54+00:00,L7,362.88,361.26,353.91,346.68,337.20,337.16,334.01,336.19,336.93,336.98,332.32,328.54,324.80,323.06,319.81,313.37,311.98,301.84,312.81,317.96,302.85,304.65,311.23,310.89,313.54,316.01,319.12,313.65,318.63,325.53,332.61,336.09,333.48,331.70,344.56,341.25,339.51,322.00,338.46,334.54,327.17,316.91,304.80,296.43,299.52,301.77,301.90,301.38,304.29,316.29,328.10,333.60,338.49
2001-10-20 21:48:33+00:00,L7,362.93,342.09,339.24,334.03,327.55,319.36,313.26,316.31,314.76,312.04,318.19,317.59,312.93,311.97,304.82,299.97,287.76,274.09,297.14,308.69,302.54,293.78,297.23,298.85,302.32,297.96,305.81,307.14,304.69,313.34,314.13,319.04,321.34,325.83,321.49,323.82,321.50,309.53,324.31,318.95,312.62,309.87,301.45,294.90,285.46,288.33,293.57,291.90,300.00,305.57,313.50,,
2001-10-29 21:42:45+00:00,L7,379.71,370.46,363.60,358.57,358.81,349.74,348.47,348.49,345.94,348.29,349.24,356.03,357.07,347.50,337.30,328.88,321.74,333.76,331.91,340.78,342.02,326.68,330.32,335.83,338.34,338.73,338.39,333.76,336.52,343.84,350.02,350.49,353.24,353.47,359.52,364.48,378.87,388.83,353.07,350.62,347.31,343.32,338.65,327.31,316.81,319.80,325.14,322.18,326.72,325.91,339.49,366.26,378.48
2002-01-17 21:43:16+00:00,L7,365.44,356.12,344.57,342.82,336.75,331.64,328.63,341.23,342.27,334.84,336.19,333.27,326.95,318.28,318.55,308.46,304.60,287.64,320.45,319.27,322.25,311.47,309.18,310.53,312.66,316.76,317.24,323.21,329.36,333.80,337.73,345.02,348.20,345.61,339.92,339.43,338.68,307.46,328.98,330.98,327.08,320.87,322.77,314.46,303.38,303.36,301.03,310.72,309.66,316.54,326.11,337.54,344.45
2002-02-18 21:43:18+00:00,L7,351.80,340.18,340.86,335.09,330.27,325.87,317.77,319.86,316.58,318.29,319.85,324.61,315.67,314.21,306.72,300.25,292.10,284.97,282.24,306.78,301.42,300.83,299.15,305.71,309.73,308.26,306.22,310.26,312.95,315.99,320.43,321.82,322.65,326.04,328.94,331.45,316.11,308.41,318.83,316.71,315.97,309.80,302.54,301.91,297.28,293.39,296.48,295.71,306.27,317.18,329.97,337.61,333.12
2002-02-25 21:49:11+00:00,L7,383.15,375.91,375.55,368.12,363.85,366.25,357.64,364.78,367.43,360.65,357.30,364.96,356.10,343.78,332.06,334.97,324.45,304.25,333.37,339.63,334.53,346.01,330.60,332.51,352.85,363.37,342.54,,345.54,343.28,357.71,366.68,374.96,362.21,365.22,375.45,402.60,400.75,384.04,355.63,338.25,346.04,330.03,323.21,320.52,323.33,331.63,331.30,343.17,372.25,379.17,364.79,384.52
2002-03-06 21:43:23+00:00,L7,,,,347.30,340.19,338.40,329.57,329.68,324.40,330.14,328.43,336.65,325.87,323.50,316.52,309.07,304.51,294.03,301.81,311.28,309.45,315.61,308.14,308.53,313.71,314.43,315.74,320.45,317.76,324.62,323.33,333.29,329.49,328.20,335.21,334.96,329.31,321.88,327.02,320.60,317.06,313.32,305.77,299.42,298.65,297.21,298.93,308.67,315.25,324.51,334.70,337.18,336.37
2002-03-13 21:49:08+00:00,L7,382.26,372.71,362.58,356.25,351.38,349.18,342.35,341.89,343.85,338.93,332.98,340.20,337.09,334.81,323.34,317.52,314.06,297.34,312.84,316.29,322.01,323.07,318.94,320.45,327.41,323.06,329.02,336.86,338.75,343.92,342.42,352.59,351.99,353.96,357.04,363.24,367.78,370.04,360.63,351.86,,,,,,,,,,,,,
2002-04-07 21:43:17+00:00,L7,374.96,367.41,360.62,351.88,348.84,351.08,347.93,343.03,339.83,333.22,334.57,336.49,326.44,318.12,318.22,307.66,308.98,305.50,311.37,317.73,320.22,318.39,310.21,314.59,316.91,320.26,319.74,319.52,326.58,331.21,332.37,338.81,337.61,338.36,350.90,346.33,354.04,344.17,344.35,328.40,324.45,318.67,315.17,313.16,304.67,308.62,305.90,314.60,325.88,333.66,345.57,352.12,354.54
2002-04-14 21:49:26+00:00,L7,356.69,352.93,354.11,347.59,340.45,334.47,329.51,325.17,325.92,323.59,321.53,323.04,318.14,313.68,307.63,302.79,301.16,301.69,300.82,303.98,297.64,293.21,299.91,307.08,310.56,312.74,311.23,315.74,312.95,320.00,320.93,321.91,322.95,328.43,333.66,334.87,336.24,323.36,324.97,316.75,309.18,308.43,301.14,298.20,296.91,299.70,299.39,307.76,310.10,320.07,329.74,339.55,335.99
2002-05-09 21:43:16+00:00,L7,381.67,372.18,365.04,363.90,353.33,349.22,352.05,345.11,343.72,339.19,338.98,341.16,331.60,326.62,323.32,320.41,315.58,317.11,325.54,320.45,320.73,324.18,328.56,329.29,328.66,328.82,327.67,327.75,334.20,337.78,339.24,345.59,344.86,340.97,353.38,363.16,370.64,359.30,352.09,338.71,329.84,320.07,308.40,313.69,306.41,311.13,303.25,314.18,328.15,338.55,345.77,358.54,362.07
2002-07-19 21:48:57+00:00,L7,388.56,384.46,369.87,358.44,348.32,342.96,336.42,339.76,347.54,345.29,344.86,347.26,339.69,327.16,324.00,329.90,320.60,317.59,310.59,321.60,327.36,323.87,317.62,316.77,316.19,316.59,318.98,326.87,331.55,337.33,340.97,342.97,339.28,341.02,351.81,344.80,354.09,360.90,344.61,334.83,324.68,313.49,308.98,302.40,302.10,303.81,301.23,300.26,306.60,323.40,338.28,349.54,359.22
2002-09-05 21:48:14+00:00,L7,379.61,389.22,389.74,383.59,371.59,369.37,371.26,368.26,367.26,364.31,353.70,340.63,341.09,368.85,364.07,358.89,353.95,349.55,345.07,341.69,340.91,337.11,332.27,338.58,335.36,331.06,324.40,330.96,336.12,337.66,332.39,342.58,353.87,368.85,386.56,389.21,388.20,383.43,360.45,340.56,325.09,322.01,319.44,316.96,311.93,300.87,296.26,293.50,299.05,324.19,333.82,346.61,355.46
2002-09-14 21:42:19+00:00,L7,370.89,370.86,362.80,349.48,338.87,338.23,338.49,333.58,335.29,331.77,325.96,326.21,327.67,321.40,318.24,313.72,310.23,312.49,311.95,310.15,298.32,301.22,306.33,310.69,310.82,314.05,316.36,317.85,317.33,319.09,315.64,322.38,325.71,328.74,334.02,330.88,324.62,326.89,329.40,319.84,310.94,303.63,293.13,286.73,278.19,277.82,275.84,276.35,281.98,292.23,305.99,314.72,327.84
2002-09-30 21:42:11+00:00,L7,373.16,369.88,363.86,349.23,347.15,347.95,356.86,347.52,338.60,334.15,329.73,332.84,330.41,328.10,320.13,316.13,315.24,319.77,314.74,310.04,322.05,322.39,313.50,313.17,313.61,315.94,317.11,317.14,319.60,312.60,318.51,320.60,333.58,332.86,333.41,330.02,322.37,336.07,329.59,324.58,314.28,306.33,294.03,282.73,271.25,268.96,269.35,268.89,277.04,289.70,303.31,314.42,327.66
2002-10-16 21:42:12+00:00,L7,381.27,377.84,371.71,361.03,357.09,355.88,349.15,344.99,343.65,341.66,355.17,363.57,355.18,345.88,342.33,334.71,325.06,321.08,321.64,318.83,326.85,310.45,311.79,307.83,311.97,312.89,317.63,311.00,315.61,324.98,333.34,343.54,343.70,345.40,342.78,335.61,338.29,341.80,330.62,322.74,315.62,305.59,287.81,281.69,281.37,281.18,280.90,278.76,284.22,296.06,314.44,334.99,344.72
2002-10-23 21:48:27+00:00,L7,378.81,367.22,356.40,351.12,345.87,343.27,336.83,333.02,329.96,335.72,341.10,349.59,344.28,336.12,324.32,321.67,322.58,312.80,311.45,311.36,309.45,309.07,305.43,304.09,306.80,303.46,310.45,304.93,304.33,322.53,330.35,332.23,331.96,330.47,331.33,326.78,325.66,328.39,326.98,322.41,308.51,298.62,295.68,283.09,279.78,277.69,276.51,278.95,278.50,286.05,302.59,324.06,332.96
2002-11-24 21:48:50+00:00,L7,358.99,348.42,347.21,347.09,338.22,334.61,321.96,317.78,328.88,330.11,340.53,338.64,327.38,318.75,312.94,308.22,308.51,276.27,293.26,290.81,281.97,288.97,278.93,277.98,281.56,283.36,285.42,286.21,287.37,296.43,308.18,316.76,318.33,324.19,324.39,321.86,307.49,319.76,320.82,310.56,294.16,274.42,265.94,260.10,258.47,261.02,,,,,,,
2002-12-10 21:48:53+00:00,L7,371.29,367.29,360.11,350.50,341.62,327.72,314.04,318.57,319.68,325.02,325.96,331.70,311.12,308.55,301.24,302.70,296.21,290.35,283.63,288.19,272.93,289.64,295.03,292.46,293.62,287.87,288.74,293.02,298.43,303.77,308.42,314.03,314.66,319.53,322.80,318.07,310.16,312.67,320.03,314.30,306.41,291.33,273.75,273.09,264.58,263.12,261.20,262.22,269.68,275.60,291.87,302.31,316.75
2002-12-26 21:48:36+00:00,L7,390.61,377.81,385.36,363.59,351.86,344.03,335.06,334.57,339.84,337.43,346.96,343.27,329.30,321.07,321.21,322.54,313.79,311.38,306.26,309.32,296.96,312.02,306.38,308.95,308.85,304.60,303.46,301.74,306.50,318.18,319.31,328.45,324.70,328.98,333.69,333.92,328.76,313.89,327.81,320.04,318.49,305.62,294.89,282.47,276.34,278.35,281.81,274.61,277.81,285.29,299.35,312.52,330.37
2003-01-11 21:48:38+00:00,L7,387.19,385.24,382.72,374.04,351.48,347.50,351.08,343.36,338.00,338.59,338.19,343.42,333.33,321.37,323.69,326.68,327.29,318.99,317.13,311.47,317.72,307.90,308.67,309.65,311.38,313.31,311.29,311.63,321.03,324.11,329.74,339.91,342.43,338.05,341.27,341.59,341.41,342.68,333.42,331.49,319.55,314.85,302.93,297.74,284.00,281.58,281.85,278.62,287.19,292.98,306.89,315.80,335.50
2003-01-20 21:42:57+00:00,L7,362.15,362.27,364.38,355.79,342.00,338.17,338.19,337.86,333.36,329.57,326.75,332.78,329.00,321.64,320.50,315.65,310.97,302.10,298.52,308.90,307.76,306.50,300.23,304.57,308.23,306.71,304.63,301.89,311.49,310.39,322.95,329.79,332.36,332.10,334.79,337.30,332.08,337.67,331.13,326.55,316.89,312.58,290.68,284.62,274.16,277.77,275.20,271.11,275.97,282.22,296.94,310.65,330.65
2003-03-16 21:49:22+00:00,L7,385.99,373.49,366.29,358.02,348.46,343.02,342.94,339.71,339.15,340.38,340.87,343.30,329.86,324.63,324.08,327.04,324.69,324.70,327.72,326.01,316.11,317.01,319.70,314.32,316.34,316.94,319.85,322.69,329.90,333.80,336.72,342.69,334.13,339.73,343.13,339.80,343.13,333.70,334.48,329.29,324.46,320.82,317.28,308.52,288.62,280.86,292.89,294.60,299.08,305.77,312.70,316.50,340.09
