dates,satname,nzd0357-0000,nzd0357-0001,nzd0357-0002,nzd0357-0003,nzd0357-0004,nzd0357-0005,nzd0357-0006,nzd0357-0007,nzd0357-0008,nzd0357-0009,nzd0357-0010,nzd0357-0011,nzd0357-0012,nzd0357-0013,nzd0357-0014,nzd0357-0015,nzd0357-0016,nzd0357-0017,nzd0357-0018,nzd0357-0019,nzd0357-0020,nzd0357-0021,nzd0357-0022,nzd0357-0023,nzd0357-0024,nzd0357-0025,nzd0357-0026,nzd0357-0027,nzd0357-0028,nzd0357-0029,nzd0357-0030,nzd0357-0031,nzd0357-0032,nzd0357-0033,nzd0357-0034,nzd0357-0035,nzd0357-0036,nzd0357-0037,nzd0357-0038,nzd0357-0039,nzd0357-0040,nzd0357-0041,nzd0357-0042,nzd0357-0043,nzd0357-0044,nzd0357-0045,nzd0357-0046,nzd0357-0047,nzd0357-0048,nzd0357-0049,nzd0357-0050,nzd0357-0051,nzd0357-0052,nzd0357-0053,nzd0357-0054,nzd0357-0055,nzd0357-0056,nzd0357-0057,nzd0357-0058,nzd0357-0059,nzd0357-0060,nzd0357-0061,nzd0357-0062,nzd0357-0063,nzd0357-0064,nzd0357-0065,nzd0357-0066,nzd0357-0067,nzd0357-0068,nzd0357-0069,nzd0357-0070,nzd0357-0071,nzd0357-0072,nzd0357-0073,nzd0357-0074,nzd0357-0075,nzd0357-0076,nzd0357-0077,nzd0357-0078,nzd0357-0079,nzd0357-0080,nzd0357-0081,nzd0357-0082,nzd0357-0083,nzd0357-0084,nzd0357-0085,nzd0357-0086,nzd0357-0087,nzd0357-0088,nzd0357-0089,nzd0357-0090,nzd0357-0091,nzd0357-0092,nzd0357-0093,nzd0357-0094,nzd0357-0095,nzd0357-0096,nzd0357-0097,nzd0357-0098,nzd0357-0099,nzd0357-0100,nzd0357-0101,nzd0357-0102,nzd0357-0103,nzd0357-0104,nzd0357-0105,nzd0357-0106,nzd0357-0107,nzd0357-0108,nzd0357-0109,nzd0357-0110,nzd0357-0111,nzd0357-0112,nzd0357-0113,nzd0357-0114,nzd0357-0115,nzd0357-0116,nzd0357-0117,nzd0357-0118,nzd0357-0119,nzd0357-0120,nzd0357-0121,nzd0357-0122,nzd0357-0123,nzd0357-0124
2023-04-23 22:06:45+00:00,L8,404.73,405.12,404.51,404.70,403.70,398.65,394.91,393.40,395.68,394.29,385.69,368.34,366.93,357.68,350.62,351.66,347.58,350.46,354.88,357.60,355.83,353.93,354.41,352.76,352.67,347.67,344.60,361.72,372.93,368.30,367.84,372.00,363.94,367.41,367.81,364.67,363.39,363.39,362.39,374.32,379.27,367.96,365.21,355.48,358.73,354.84,355.87,351.89,354.81,354.72,354.94,359.36,361.91,366.66,371.74,374.29,357.49,358.04,355.70,352.92,355.55,359.40,359.03,360.72,365.01,368.77,363.61,365.56,364.66,361.21,357.73,349.48,351.63,364.49,355.15,356.17,362.32,357.87,339.85,347.15,349.73,351.69,360.35,368.10,366.03,354.90,351.96,348.97,355.85,355.86,355.24,357.97,358.24,356.04,356.30,356.70,356.85,356.57,357.92,348.83,352.34,342.56,347.12,349.73,360.30,358.49,368.59,359.06,361.13,355.60,349.50,351.86,357.43,362.10,365.39,361.90,359.27,367.12,369.89,375.99,365.33,369.58,374.94,384.82,
2023-04-26 20:09:32+00:00,L7,405.36,401.42,473.19,401.82,401.43,414.00,389.16,,392.64,395.57,,,,,,,358.90,350.36,358.31,356.15,378.85,380.45,352.04,360.25,360.95,354.87,356.32,365.23,373.48,377.62,362.46,375.48,369.97,369.86,368.58,374.19,368.80,,,,,202.39,93.73,175.49,212.56,375.74,366.52,397.74,376.91,383.49,411.87,363.05,365.59,370.41,380.81,378.07,369.64,373.57,368.79,356.76,364.10,365.36,365.46,363.35,368.74,372.88,368.40,369.56,,,123.96,136.79,164.66,171.04,247.86,260.07,251.64,306.30,338.92,349.43,361.75,354.19,343.29,367.77,403.35,357.59,360.59,359.30,352.23,367.64,368.21,366.04,359.67,,,,,,173.17,150.38,249.05,,358.69,348.93,,368.79,377.40,408.46,510.29,357.52,364.38,356.67,374.19,369.63,379.41,377.32,,,,,,233.90,254.69,184.68,146.26
2023-05-13 20:03:15+00:00,L7,385.39,401.03,411.50,417.93,,,,,,,,,,,,,291.07,299.52,327.88,333.21,289.88,372.01,355.81,364.31,414.54,427.96,442.31,,370.53,351.64,,,176.50,,,,,,358.92,373.25,376.43,359.14,347.22,399.83,405.37,,554.30,601.09,368.31,319.98,325.57,359.37,376.25,354.53,357.05,378.12,,359.24,358.35,,,,,,,,,,,,358.53,331.74,363.16,372.77,330.05,385.02,360.06,,,,514.05,533.68,551.22,638.52,,365.96,,,,,368.04,,,92.18,298.15,296.83,373.47,368.87,383.86,284.65,,,168.06,352.83,,366.42,359.33,366.83,344.81,373.05,369.19,,,373.98,385.46,,289.08,,,,380.82,384.83,384.49,403.32,399.50
2023-06-02 22:06:41+00:00,L9,413.28,414.89,413.53,409.49,407.97,405.94,403.66,401.60,400.60,,,,,360.13,358.55,355.45,352.29,356.94,355.80,360.58,356.41,354.86,356.58,357.44,356.35,351.34,349.17,358.21,374.02,369.30,370.25,372.89,369.90,369.88,368.60,366.63,370.94,365.78,367.27,378.38,378.87,371.18,363.20,358.77,362.34,368.65,360.35,360.75,357.66,354.72,356.12,363.19,364.87,365.67,372.90,374.71,363.79,358.50,358.81,359.08,362.83,363.49,360.38,359.96,366.73,369.65,368.21,365.43,367.32,359.63,358.61,353.86,357.37,364.79,353.01,352.22,366.07,359.50,350.45,349.67,355.36,355.70,355.60,367.64,369.36,355.30,353.04,357.15,362.54,361.26,362.77,365.36,364.95,360.08,360.79,363.03,365.01,359.32,358.29,357.58,350.34,350.05,351.27,355.74,363.82,362.69,368.05,367.32,365.61,354.20,350.25,356.31,363.76,365.78,372.38,368.52,365.20,370.39,378.72,382.10,374.71,375.15,378.36,386.95,386.85
2023-06-10 22:06:39+00:00,L8,,,,,,,,,,,,,,,349.12,344.14,344.95,345.72,347.71,349.09,350.63,344.85,349.45,347.12,348.57,344.43,340.71,354.84,368.72,361.76,365.26,367.40,366.57,358.74,363.69,360.81,363.00,361.89,364.11,366.62,374.90,364.69,359.99,354.83,355.49,359.77,350.47,353.97,354.87,353.10,350.57,357.98,356.56,361.30,367.87,369.83,359.20,353.90,350.06,351.21,353.98,357.82,354.13,358.10,366.13,365.92,363.79,363.09,361.42,356.85,348.79,349.62,353.32,364.60,349.13,352.33,359.12,348.32,344.03,342.07,349.99,349.25,355.01,363.15,363.19,354.44,350.04,353.10,354.19,356.58,355.17,357.49,357.18,350.38,353.47,361.02,353.66,355.90,350.52,348.62,347.40,345.32,342.69,347.49,354.33,353.23,365.95,355.81,361.95,352.11,344.33,348.75,358.39,355.72,368.45,363.78,362.28,366.18,372.54,375.34,371.05,371.31,379.54,387.51,381.43
2023-07-28 22:07:02+00:00,L8,421.85,415.36,413.19,417.29,416.77,411.68,405.36,397.99,398.21,408.78,390.76,374.64,373.81,364.08,360.42,355.37,353.09,353.15,352.30,360.69,362.36,355.40,354.78,352.40,357.82,351.07,345.43,368.09,381.86,374.76,372.42,382.57,377.51,370.40,365.28,370.00,368.49,367.35,364.95,381.34,384.73,372.50,372.85,358.56,368.38,365.17,353.46,357.11,352.86,358.62,351.58,353.83,360.15,367.82,379.48,379.91,366.76,364.88,360.18,356.86,361.41,362.46,360.30,354.85,374.69,380.88,370.93,372.17,366.33,365.84,360.37,349.88,358.36,364.27,356.86,358.62,376.79,367.90,352.77,350.02,349.27,356.03,363.19,381.07,376.72,362.91,357.58,358.19,361.82,360.98,364.91,362.00,360.75,362.35,359.12,357.90,364.92,361.62,369.18,361.57,357.90,352.63,356.34,356.16,364.43,368.70,379.28,370.15,378.09,367.77,346.87,354.23,359.47,370.45,373.07,364.44,363.00,362.34,377.53,389.71,378.06,375.01,378.28,386.89,384.31
2023-08-05 22:06:59+00:00,L9,403.60,401.13,406.46,402.26,401.93,399.28,397.25,396.43,395.81,399.35,380.26,365.08,363.50,355.61,348.47,346.54,339.73,344.39,348.48,352.76,350.22,348.40,344.06,349.60,347.39,343.45,338.46,358.69,369.58,362.78,363.63,366.37,364.42,364.03,357.39,362.58,357.93,359.95,355.94,364.60,374.97,363.04,362.38,351.44,355.46,353.01,348.81,351.07,348.24,346.27,341.67,347.89,353.61,357.94,370.96,360.21,354.70,347.89,350.27,348.07,349.67,353.20,349.81,351.52,361.60,370.04,362.67,359.65,360.49,357.99,349.11,341.92,343.86,353.51,344.41,344.58,367.54,356.83,344.92,338.55,340.93,342.68,347.40,364.87,363.21,351.14,344.85,344.54,351.71,349.31,348.49,350.02,348.93,346.83,348.17,351.11,352.57,356.66,350.20,349.54,344.49,338.46,342.74,340.65,356.19,358.40,369.77,357.69,368.09,354.29,343.54,340.51,350.50,353.49,359.12,359.66,356.49,353.85,370.33,376.21,365.12,367.21,367.04,380.48,371.50
2023-08-13 22:07:07+00:00,L8,413.01,414.65,414.57,411.96,408.32,409.36,404.16,406.06,405.12,409.90,392.32,384.36,375.06,365.71,356.26,353.70,348.65,348.41,356.57,359.05,361.14,356.33,356.26,358.49,359.81,352.93,344.46,372.29,380.35,375.28,378.22,376.33,371.53,367.26,370.11,368.20,371.70,368.24,367.78,378.03,383.43,374.96,368.90,359.56,362.58,361.91,357.56,356.19,358.42,357.13,352.93,357.68,357.86,364.54,376.87,374.55,362.35,354.85,355.68,356.21,359.63,360.02,359.52,359.83,374.22,378.62,370.01,366.27,367.32,364.74,357.67,353.35,350.87,363.88,355.52,357.73,376.21,371.58,354.93,349.59,354.52,353.67,360.64,374.71,373.24,359.85,359.20,355.97,361.95,363.03,359.80,362.39,360.71,360.12,356.87,364.31,365.42,363.97,365.07,363.07,355.74,352.61,353.12,356.89,364.47,368.24,378.22,370.47,368.45,360.50,353.22,351.86,359.64,361.78,373.94,364.35,359.62,365.98,381.95,383.21,375.17,372.99,376.52,379.95,383.56
2023-08-14 19:52:04+00:00,L7,411.84,396.06,403.90,505.77,,,,,,,375.53,,,,,,347.43,341.52,342.03,373.03,396.28,345.85,421.75,448.06,443.64,471.43,498.49,367.49,375.60,368.81,418.10,398.55,349.70,359.87,372.30,370.36,373.81,371.78,366.75,,,166.26,139.14,135.65,239.29,366.94,357.67,362.43,341.78,398.33,410.18,414.24,430.74,460.52,374.21,373.44,367.99,358.41,650.06,638.64,364.49,317.11,330.02,342.07,360.76,385.52,382.31,520.60,546.28,370.10,564.75,640.43,617.97,635.95,629.99,645.18,,,,357.94,352.77,354.80,356.62,394.80,387.77,405.10,520.72,560.29,636.13,329.97,358.22,347.99,365.71,585.78,551.53,362.81,362.00,,,,166.20,,336.75,336.10,,374.54,355.62,390.99,425.96,358.31,338.70,,,,392.01,,381.67,,391.16,,616.12,388.84,172.91,216.09,157.43
2023-08-19 19:55:26+00:00,L7,272.95,485.95,357.83,394.42,,,,,,,,,,,,,336.66,345.06,,374.40,401.49,521.56,553.02,151.95,257.41,237.70,318.15,623.95,599.19,629.77,434.39,,469.62,502.77,534.34,543.05,,,,,132.04,154.86,159.98,98.65,284.16,277.27,397.87,420.47,300.84,526.27,552.38,559.99,277.46,572.98,589.67,341.86,338.42,285.23,353.09,369.53,482.53,511.87,410.68,,577.09,576.54,544.60,,,,,,60.15,177.42,87.40,202.94,219.08,200.94,170.70,343.13,347.20,,,409.40,576.84,553.90,,390.19,415.19,385.16,499.23,542.65,483.49,,,,,,186.63,175.33,290.49,,303.61,336.14,,397.10,498.87,498.53,125.62,193.93,309.15,,,,,,606.58,,,,,200.48,139.40,351.27,313.84
2023-08-21 22:07:04+00:00,L9,402.79,402.21,404.50,401.24,401.19,402.39,399.68,395.91,393.19,398.11,378.55,369.26,362.08,354.77,349.84,345.75,341.73,345.66,349.70,352.70,351.76,346.02,349.53,348.52,348.21,346.17,339.95,358.82,371.97,365.65,368.98,371.46,363.04,361.13,361.91,360.65,361.22,357.77,359.10,369.73,372.69,370.00,362.92,351.33,352.77,351.55,351.62,349.90,349.53,352.05,345.69,348.33,353.17,359.03,366.88,369.62,356.26,349.34,350.78,351.38,348.30,352.75,351.60,354.37,362.90,362.93,359.56,360.17,361.39,356.77,348.59,343.68,345.37,358.93,348.47,348.97,359.88,353.07,344.95,340.94,344.70,345.63,348.53,363.74,358.56,346.80,344.66,346.66,349.90,351.24,349.73,348.88,349.01,347.65,351.02,351.24,351.28,351.97,352.31,349.67,346.15,342.90,341.76,344.06,352.70,361.20,364.37,357.73,363.83,352.21,344.94,345.52,350.76,351.72,358.36,355.18,351.11,359.47,368.12,372.81,362.87,365.78,370.53,379.91,378.82
2023-08-29 22:07:14+00:00,L8,413.52,413.19,415.96,417.28,417.98,420.86,412.71,406.15,404.44,407.12,387.82,375.93,369.42,360.64,358.61,353.09,349.14,352.40,358.90,359.00,359.87,356.19,352.06,357.88,357.00,355.04,346.47,365.09,382.17,376.62,368.82,379.19,369.32,369.33,366.25,369.01,369.46,365.89,364.11,377.68,386.25,371.07,371.01,354.77,361.27,361.51,359.57,360.25,358.06,358.76,355.50,355.83,358.17,367.46,375.29,376.40,361.94,358.22,358.43,360.17,362.72,365.61,363.42,362.21,368.85,376.30,369.47,368.24,366.70,365.27,359.28,353.52,356.83,367.25,356.93,357.71,374.25,370.42,357.52,351.97,355.61,354.80,361.49,376.77,371.78,361.29,354.37,362.34,362.94,364.83,362.91,363.10,360.37,360.04,362.51,362.47,365.05,364.95,365.71,363.18,360.30,351.96,357.47,356.95,363.87,365.58,380.56,371.31,371.42,358.58,352.29,351.05,356.54,360.86,370.82,368.99,357.64,363.77,376.63,386.29,375.84,374.76,375.54,384.56,380.85
2023-09-06 22:07:14+00:00,L9,411.64,411.89,414.28,413.85,414.07,414.30,408.32,407.66,405.24,410.84,389.38,380.36,373.55,360.67,357.65,354.82,352.06,355.43,357.22,359.48,360.37,355.39,356.45,356.27,355.28,350.83,346.62,366.80,381.02,373.88,376.77,374.51,372.07,370.23,370.62,367.41,369.83,365.18,366.98,378.37,382.90,374.45,367.68,356.72,363.80,362.21,356.94,356.95,357.32,358.25,352.68,359.69,360.46,368.28,374.57,380.94,365.21,360.39,359.04,360.09,359.86,362.64,358.56,362.39,370.88,377.33,372.67,368.99,369.55,361.27,361.39,352.99,356.95,365.49,357.42,356.86,369.64,366.38,352.12,349.13,355.17,355.23,358.12,369.96,369.78,360.01,354.74,357.25,361.43,360.16,357.79,360.56,361.26,358.34,360.16,360.41,362.06,361.27,360.68,358.64,353.65,348.53,355.02,357.57,363.92,366.03,374.42,366.46,369.38,360.34,350.81,353.29,357.96,362.24,370.60,365.00,358.51,367.05,379.88,380.77,374.47,371.77,377.18,383.70,379.94
2023-09-15 19:53:24+00:00,L7,393.42,392.62,407.94,391.19,390.02,,,,,,371.71,359.78,,344.85,345.31,340.70,336.44,340.06,345.95,359.94,359.25,345.65,340.25,340.69,339.84,334.83,,,,,83.43,151.46,104.45,244.44,266.93,359.85,355.14,357.66,360.68,369.03,366.73,359.47,368.76,344.50,349.92,342.73,351.79,357.37,343.43,343.80,336.40,337.89,343.01,349.81,354.66,,,,,,,,223.16,246.97,264.24,264.02,255.97,363.79,359.68,350.83,332.70,338.34,346.08,362.02,349.75,334.55,350.43,349.97,333.64,330.58,340.96,356.79,342.48,350.59,353.39,341.42,,,,,,264.28,347.38,355.82,344.53,356.78,347.48,340.03,344.99,343.45,338.30,336.49,341.93,355.09,343.75,351.36,360.67,354.48,356.56,,,,,,,,374.63,,,,369.53,368.00,367.64,375.59,371.67
2023-09-30 22:07:21+00:00,L8,412.88,413.39,414.37,412.43,412.09,411.80,409.28,409.11,406.99,408.50,390.37,380.65,373.94,364.79,357.00,353.48,351.96,354.71,355.72,359.87,357.00,354.71,354.25,356.23,352.65,349.45,348.34,366.07,377.16,372.19,372.33,378.63,369.79,370.51,367.86,368.01,365.55,367.06,365.79,378.59,383.08,372.43,372.09,357.95,364.20,362.71,357.62,356.03,355.74,355.72,347.92,357.73,362.82,368.11,374.93,377.39,364.85,359.98,358.96,358.84,359.93,363.77,361.91,362.30,372.25,374.71,369.45,370.04,364.01,365.98,360.54,352.08,356.86,365.30,358.62,358.82,369.81,365.88,350.69,350.20,353.08,356.57,360.00,371.24,372.11,360.66,355.10,358.77,362.99,361.89,360.91,361.39,358.56,359.03,358.07,361.71,359.94,355.80,360.22,356.53,355.65,350.56,353.50,352.61,364.03,363.77,372.37,365.32,370.76,359.97,348.36,354.14,359.86,364.24,367.48,359.31,358.52,366.88,375.26,383.59,372.56,370.10,373.38,383.56,379.42
2023-10-02 19:44:20+00:00,L7,302.38,423.22,421.91,426.81,403.41,411.40,424.48,413.61,412.45,415.84,,,,,,,121.05,189.48,372.16,373.86,362.80,361.87,359.65,355.74,355.51,348.80,352.23,368.36,378.87,375.56,376.22,378.27,371.05,547.21,570.17,369.49,369.32,,,,,,113.75,116.65,114.06,159.60,149.70,370.38,358.17,359.58,354.64,366.05,354.22,360.17,402.27,371.80,364.72,362.02,359.67,355.48,356.94,365.20,362.70,358.31,364.99,371.32,369.57,367.23,364.52,363.62,,,,,,,,,,,226.51,230.13,232.79,373.39,371.35,358.52,363.86,361.00,365.39,375.93,360.87,362.87,363.42,360.57,361.33,363.13,,,,,,,,,,,371.87,369.58,376.89,373.99,375.99,355.50,362.01,364.26,372.29,373.42,371.67,368.05,374.37,384.11,,,,,
2023-10-24 22:07:27+00:00,L9,415.35,419.26,418.81,420.14,415.43,413.32,405.31,406.66,409.42,414.80,396.91,385.47,380.01,370.93,366.22,363.70,360.01,361.42,361.19,364.59,361.67,359.92,356.18,360.65,357.65,355.14,353.70,372.95,381.24,373.45,378.07,381.98,372.21,376.75,371.91,372.55,370.52,372.26,372.05,380.70,382.91,371.63,370.23,361.56,366.69,367.35,361.83,364.04,360.74,361.70,357.27,363.76,363.39,368.69,376.79,377.44,363.88,362.25,361.17,359.87,361.63,369.32,367.31,365.74,375.25,375.93,374.26,372.80,371.92,366.79,360.68,349.98,360.78,370.56,360.18,360.84,371.18,364.09,349.84,353.30,357.30,360.71,364.83,371.88,370.50,357.75,353.70,356.57,361.80,364.36,365.06,364.93,360.35,362.30,362.21,364.50,364.58,364.04,362.43,359.34,356.95,352.41,359.03,357.64,366.87,366.77,377.12,364.83,365.43,358.98,353.48,356.37,362.30,363.39,371.21,365.92,363.15,366.59,379.85,381.28,370.95,373.53,376.66,384.89,377.81
2023-11-01 22:07:26+00:00,L8,,,,,,,,395.61,385.47,394.11,384.00,371.92,367.63,356.52,354.69,349.86,347.48,347.95,354.76,355.36,354.73,352.26,352.98,351.93,349.73,347.28,342.49,361.30,375.34,367.62,369.83,369.68,367.35,367.90,366.13,363.86,364.15,363.02,364.85,375.63,377.43,367.68,362.99,354.05,355.72,357.12,353.02,351.41,354.23,354.37,347.40,356.27,356.22,361.56,371.60,371.64,359.45,354.52,355.99,353.97,355.85,360.15,356.45,357.87,368.20,367.81,364.13,363.68,363.35,358.21,357.82,347.03,350.70,362.12,355.23,349.86,364.23,354.86,346.89,345.90,348.83,349.70,353.06,364.91,366.10,355.09,350.43,353.24,354.17,356.38,354.74,358.51,354.23,356.23,355.80,357.40,354.87,356.55,354.62,353.49,349.33,345.48,350.78,352.99,357.89,360.23,363.83,361.46,361.47,354.62,344.36,349.13,354.34,349.18,363.71,359.00,353.11,361.37,374.72,373.91,,,,,
2023-11-17 22:07:27+00:00,L8,397.96,402.21,404.71,401.63,398.65,401.98,397.60,400.83,400.56,407.87,389.92,370.87,368.74,359.10,354.65,353.73,344.67,350.33,353.64,356.81,355.15,354.57,353.52,355.14,352.75,349.03,348.60,364.76,375.82,370.02,370.54,374.25,366.48,369.50,366.58,367.68,365.30,365.80,364.49,378.24,378.51,369.21,365.38,354.30,358.65,359.82,353.97,355.18,355.18,356.60,350.68,357.70,362.68,366.41,373.49,371.44,358.36,359.31,356.09,356.81,357.22,362.62,358.68,359.55,366.89,371.36,368.09,368.09,362.91,364.76,358.85,349.80,353.78,363.32,354.83,356.87,363.39,356.31,345.88,347.00,349.25,351.73,359.94,365.73,365.01,356.16,348.82,351.31,353.70,355.23,358.66,355.75,358.90,358.81,360.14,359.92,359.83,359.09,357.73,353.76,353.07,349.38,350.46,351.64,361.89,361.28,370.30,364.03,361.41,355.95,346.32,353.01,357.11,361.05,365.23,362.80,358.40,366.53,372.84,379.00,365.63,369.62,370.25,380.12,374.90
2023-11-25 22:07:32+00:00,L9,405.73,407.86,410.52,409.90,407.04,408.93,403.62,401.71,404.75,407.29,388.33,382.01,371.02,359.36,353.30,352.06,346.74,347.80,357.63,361.71,358.83,355.18,356.87,354.58,353.90,349.43,345.33,369.39,376.32,373.08,366.71,369.96,368.30,368.30,365.76,364.24,365.58,366.25,364.78,378.65,379.67,366.37,362.72,351.61,104.43,151.75,142.84,135.65,,,,,,,,,,,,207.71,359.73,363.70,358.48,357.89,366.12,373.07,364.38,364.98,363.42,364.28,352.50,352.53,359.50,367.69,358.09,355.87,368.75,362.03,348.22,346.43,356.39,356.96,358.78,373.84,365.50,355.05,349.20,355.04,,,,,,,,,363.77,364.56,361.91,355.87,352.74,352.65,355.88,357.02,365.66,362.16,377.84,366.89,361.74,355.01,344.81,348.50,351.81,361.75,367.17,358.35,356.90,361.41,376.99,378.89,366.42,370.98,371.57,382.58,380.50
2023-12-10 19:43:01+00:00,L7,422.93,403.97,408.08,402.73,,,,,401.23,399.63,378.98,368.20,368.46,360.76,356.76,355.03,368.55,358.93,356.80,355.93,356.62,353.51,354.72,,,,126.47,134.43,131.87,120.98,,,367.92,369.03,367.65,368.18,365.45,374.42,377.33,377.41,377.64,368.19,363.21,354.64,365.15,364.63,352.31,355.93,353.71,354.53,,,,,,,,,234.92,207.96,198.73,369.70,368.75,362.08,371.38,370.93,367.88,365.97,369.71,365.53,356.88,350.52,356.84,364.37,357.32,354.61,366.73,360.60,357.88,348.05,352.81,355.57,356.71,367.18,,,,,,271.88,368.51,359.01,356.58,358.31,351.23,359.80,360.57,357.51,359.46,358.44,368.17,352.37,353.70,356.91,360.71,362.75,371.81,,,,,,,,362.96,358.93,357.08,366.60,380.90,377.47,367.55,365.34,370.71,376.25,375.72
2023-12-19 22:07:27+00:00,L8,402.24,404.48,406.17,403.47,401.47,405.92,399.07,402.66,399.19,399.68,384.75,369.52,366.51,355.94,353.72,349.17,345.14,348.41,353.14,354.56,355.45,351.96,165.44,,,,,,,,,,,,,,,,362.36,376.31,374.33,363.50,356.19,351.97,353.66,354.19,349.39,350.22,186.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-01-01 19:33:58+00:00,L7,415.51,406.88,416.74,401.60,403.86,406.20,401.41,407.03,407.40,411.42,,,,,,,78.54,375.82,374.25,363.05,364.03,363.32,367.71,374.09,368.63,354.46,347.97,373.47,382.40,371.18,368.48,374.76,368.97,369.91,368.66,368.15,367.60,,,,,98.49,96.92,95.62,99.38,144.97,372.31,363.79,360.49,368.55,356.70,361.04,362.46,370.60,377.05,374.96,362.94,366.01,367.61,360.95,380.22,371.73,364.87,366.61,373.40,374.47,369.16,367.99,369.48,365.96,,,,,,,,,,231.61,219.41,363.06,362.49,367.25,369.11,354.84,350.03,354.39,363.93,356.17,378.13,365.67,361.69,360.86,361.94,,,,,,,,,,365.36,365.13,372.24,365.81,365.70,368.19,346.15,356.38,365.16,370.21,368.95,370.78,363.90,371.62,379.83,379.53,,,,197.55,146.58
2024-01-06 19:36:18+00:00,L7,405.33,410.96,411.86,406.26,410.07,409.18,408.99,408.19,414.02,411.10,397.65,379.25,,368.84,365.47,365.78,358.30,361.30,366.00,367.28,370.16,367.78,368.20,371.98,370.63,359.00,351.82,373.99,382.37,375.23,380.00,380.08,378.60,380.84,379.59,372.25,373.57,376.50,379.56,382.20,391.02,382.88,369.36,359.06,361.21,360.44,364.20,363.11,370.01,371.74,366.81,370.35,371.28,371.08,383.08,379.95,366.53,364.73,363.35,363.51,367.70,369.78,374.37,371.83,380.50,381.43,376.45,373.39,376.81,363.76,372.02,376.65,379.72,382.51,363.70,364.06,370.82,364.18,354.33,351.36,361.30,362.05,364.11,374.10,370.08,355.44,353.58,358.19,363.37,364.82,367.13,369.58,366.19,366.68,368.75,365.25,370.69,365.88,361.70,360.96,356.20,352.23,357.76,365.90,369.35,368.42,376.43,367.71,372.29,357.90,351.29,360.44,365.41,369.84,374.76,371.74,367.26,,388.23,385.03,375.17,375.11,380.47,391.54,383.34
2024-01-11 19:38:36+00:00,L7,411.44,407.47,406.30,419.59,405.30,404.25,401.30,385.55,400.78,398.63,384.83,,,,,,100.98,369.91,357.50,355.46,354.71,352.07,364.63,361.55,354.87,347.93,346.96,361.89,373.33,371.77,368.85,367.17,362.77,365.60,363.35,360.19,362.00,358.67,,,,156.66,97.07,91.57,104.48,359.14,353.29,352.83,362.28,362.17,348.76,358.82,359.69,362.64,371.18,367.81,358.07,358.10,353.88,356.77,356.19,362.25,359.68,359.37,368.91,368.63,361.06,362.91,359.36,,,,,,197.30,244.11,227.69,202.41,235.94,360.64,348.64,351.84,360.49,365.66,364.32,354.32,347.45,344.70,351.81,370.38,354.99,353.18,352.51,353.11,,,,,,,,,350.95,352.32,363.84,360.10,367.69,356.33,360.66,354.07,343.09,353.63,365.51,356.48,360.37,359.59,355.43,,,,,,236.12,213.81,152.19
2024-01-12 22:07:30+00:00,L9,397.85,400.55,405.25,405.24,402.29,402.26,400.31,401.22,399.12,406.18,387.84,371.95,369.02,360.66,357.50,353.54,348.59,351.80,354.94,357.12,355.67,356.80,162.43,,,,,,,,,,,,,,,,,108.36,374.91,365.64,362.12,349.62,355.05,358.01,352.61,126.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,350.36,356.19,359.06,,,,,,,,,,,
2024-01-28 22:07:30+00:00,L9,388.26,398.89,391.65,390.96,389.98,388.31,387.52,389.33,387.68,389.36,375.17,363.04,356.81,343.55,344.92,,346.52,344.16,349.16,350.31,346.74,344.71,350.15,345.17,345.63,340.38,338.01,355.28,366.61,359.41,362.77,365.28,358.73,358.40,357.57,352.28,354.85,356.06,354.95,366.86,368.67,357.43,355.38,348.35,352.06,350.84,339.52,345.84,350.31,352.13,343.12,356.89,355.55,356.85,363.93,363.57,354.12,343.37,348.63,349.48,342.47,352.20,353.19,353.88,360.29,359.94,357.42,358.90,352.47,350.42,352.92,343.52,347.37,362.07,347.22,345.67,357.04,342.77,338.56,343.86,338.60,342.64,346.17,353.13,352.81,342.87,340.65,342.22,350.55,352.98,354.20,352.03,349.63,346.02,353.20,354.83,350.03,349.79,350.94,347.41,346.66,341.36,341.87,348.55,351.95,351.41,356.94,355.03,350.13,346.24,336.77,344.73,351.52,349.55,350.17,348.72,351.65,356.99,365.05,365.89,352.50,356.87,364.19,372.71,367.66
2024-02-05 22:07:19+00:00,L8,405.86,404.37,409.44,410.19,408.80,413.76,412.02,411.84,411.53,410.61,393.65,375.77,371.69,360.95,361.46,362.65,353.58,357.79,359.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,369.19,364.89,361.16,354.07,347.88,353.92,,,,,,,,,,,,,
