dates,nzd0414-0000,nzd0414-0001,nzd0414-0002,nzd0414-0003,nzd0414-0004,nzd0414-0005,nzd0414-0006,nzd0414-0007,nzd0414-0008,nzd0414-0009,nzd0414-0010,nzd0414-0011,nzd0414-0012,nzd0414-0013,nzd0414-0014,nzd0414-0015,nzd0414-0016,nzd0414-0017,nzd0414-0018,nzd0414-0019,nzd0414-0020,nzd0414-0021,nzd0414-0022,nzd0414-0023,nzd0414-0024,nzd0414-0025,nzd0414-0026,nzd0414-0027,nzd0414-0028,nzd0414-0029,nzd0414-0030,nzd0414-0031,nzd0414-0032,nzd0414-0033,nzd0414-0034,nzd0414-0035,nzd0414-0036,nzd0414-0037,nzd0414-0038,nzd0414-0039,nzd0414-0040,nzd0414-0041,nzd0414-0042,nzd0414-0043,nzd0414-0044,nzd0414-0045,nzd0414-0046,nzd0414-0047,nzd0414-0048,nzd0414-0049,nzd0414-0050,nzd0414-0051,nzd0414-0052,nzd0414-0053,nzd0414-0054,satname
2000-11-07 22:10:17+00:00,287.85,271.77,264.70,256.69,264.89,278.46,294.76,301.11,294.94,284.96,289.07,295.24,304.44,316.52,332.25,336.92,337.38,340.42,344.69,343.36,342.58,363.19,365.27,360.36,372.82,383.31,394.49,394.94,395.52,381.19,379.04,387.94,380.19,379.85,383.75,380.71,388.91,391.31,401.21,414.10,414.40,433.34,431.26,433.10,398.17,421.24,386.89,384.63,406.49,390.75,388.82,384.96,386.43,386.89,389.09,L7
2001-01-10 22:10:27+00:00,301.31,271.77,260.29,250.18,258.82,277.21,289.53,294.13,293.13,280.35,283.43,281.62,288.83,296.30,316.47,317.60,323.31,330.38,338.21,339.83,337.99,359.37,364.06,354.73,365.76,373.72,388.67,385.53,386.04,387.59,386.17,383.01,375.77,379.32,385.70,388.18,396.35,404.89,418.96,428.17,436.67,445.37,448.78,451.01,429.07,449.42,409.21,409.98,407.79,387.45,384.38,380.60,381.67,378.04,384.86,L7
2001-01-26 22:10:30+00:00,306.34,283.57,271.00,261.22,258.82,271.39,285.12,290.08,288.97,276.27,279.29,279.29,287.10,294.85,311.63,308.33,311.79,319.65,327.73,331.40,333.74,353.03,359.99,353.05,362.84,369.59,380.21,372.51,373.47,374.89,374.97,373.87,370.38,374.68,380.50,383.62,391.55,403.38,417.14,425.28,432.82,441.75,444.94,446.53,431.18,444.85,416.24,414.66,409.96,392.62,385.94,382.40,379.59,373.51,377.79,L7
2001-02-27 22:10:18+00:00,322.81,298.27,281.63,273.41,271.49,268.39,277.10,283.51,281.46,269.49,273.94,275.89,278.92,281.61,290.36,283.62,291.08,305.49,316.63,315.35,320.87,335.68,345.32,336.62,346.19,352.56,362.79,360.97,360.79,361.16,363.27,366.00,368.75,375.72,382.65,388.70,396.34,409.83,424.01,432.27,437.30,441.10,444.03,444.16,434.61,445.31,421.34,419.38,408.59,400.84,392.55,387.89,380.08,373.50,378.81,L7
2001-03-15 22:10:15+00:00,324.70,300.52,285.46,281.12,280.93,276.73,283.64,287.78,284.89,272.42,274.54,276.62,279.02,282.84,289.32,281.59,287.15,300.34,310.82,312.37,317.69,332.43,343.34,340.02,347.00,352.17,363.33,361.62,361.05,361.67,364.18,365.70,368.07,375.85,382.60,388.80,397.19,408.77,422.30,430.79,436.15,439.41,440.98,440.63,432.82,440.56,420.98,419.15,410.04,404.13,397.28,393.50,388.12,383.01,387.67,L7
2001-03-31 22:10:07+00:00,331.54,300.52,285.46,286.87,289.19,277.51,285.22,292.59,290.26,278.64,280.62,282.85,283.26,286.67,292.79,285.99,287.57,297.75,310.02,311.80,314.99,328.38,341.24,340.79,347.05,352.68,363.53,363.99,363.92,363.23,366.15,368.58,370.30,373.64,381.38,388.17,397.36,408.95,421.52,429.99,434.81,438.65,439.86,439.62,433.36,438.62,422.11,420.07,412.87,407.20,401.51,399.12,394.71,390.35,396.31,L7
2001-05-02 22:10:03+00:00,336.31,300.52,285.46,297.39,289.19,288.56,286.54,293.58,291.28,279.39,280.87,282.84,283.66,288.15,293.13,287.88,288.78,297.99,308.85,312.04,316.42,329.83,343.08,342.49,348.93,353.51,362.86,363.05,362.49,361.79,364.07,366.67,368.69,372.51,379.76,386.57,395.79,407.21,419.58,426.71,431.96,435.26,436.39,435.61,429.59,432.96,419.94,417.08,410.42,405.69,399.04,397.82,394.82,391.02,398.42,L7
2001-06-03 22:09:40+00:00,351.74,314.82,295.53,311.62,305.25,300.72,288.64,301.65,297.14,289.04,289.33,289.02,289.30,291.27,295.30,287.11,284.39,294.69,303.47,310.17,318.05,328.62,343.38,348.53,355.75,358.16,365.98,365.36,360.10,360.08,359.56,364.26,366.45,369.45,375.50,382.38,393.54,404.87,416.43,423.18,428.78,431.25,433.79,432.31,430.63,429.93,422.37,419.25,412.72,408.23,401.21,399.49,396.13,393.75,402.23,L7
2001-09-07 22:08:34+00:00,377.88,311.28,307.66,326.13,317.07,320.17,306.82,318.70,314.78,305.79,300.81,302.01,303.53,308.09,305.85,293.06,284.68,294.06,296.05,303.63,308.45,318.95,336.06,347.99,355.64,359.78,369.83,371.48,364.62,364.66,362.62,367.42,369.39,370.00,374.72,380.38,391.87,401.52,411.08,416.94,423.12,423.86,427.44,423.30,420.20,415.70,410.83,406.23,405.14,405.06,400.37,399.41,403.71,404.29,414.69,L7
2001-09-23 22:08:26+00:00,393.62,367.26,314.53,329.68,319.68,322.69,305.82,318.45,316.43,313.57,309.93,307.46,307.74,312.34,314.07,303.53,296.54,298.84,291.84,297.79,303.38,312.90,328.96,341.01,350.61,356.90,367.50,369.40,363.06,363.41,359.80,363.96,365.84,366.02,370.46,376.07,387.83,398.17,407.68,413.47,418.90,418.67,423.81,421.03,419.07,413.55,408.84,402.83,400.71,399.27,392.16,391.49,396.84,396.46,407.69,L7
2001-10-25 22:08:17+00:00,400.89,376.19,339.02,347.40,344.29,336.44,312.19,309.84,308.14,314.53,309.66,305.82,306.55,313.76,315.72,301.08,298.97,306.06,293.31,295.00,300.81,308.50,321.63,334.41,344.83,351.30,362.98,360.74,354.11,356.95,352.66,355.94,358.11,363.11,366.47,371.25,383.03,392.88,404.17,408.41,413.94,411.91,416.49,413.56,411.33,407.67,403.88,397.94,394.66,393.62,386.70,385.37,389.14,388.81,399.74,L7
2002-04-03 22:08:45+00:00,401.90,398.05,381.92,397.71,408.71,431.99,,273.56,275.70,333.01,335.48,317.90,317.06,330.69,325.40,295.62,290.75,290.67,294.76,275.26,284.94,292.76,305.50,324.90,335.81,348.31,355.62,351.29,354.47,357.60,340.31,367.02,342.82,348.05,379.80,377.19,385.25,389.83,405.44,414.47,421.81,428.38,427.02,397.25,401.22,402.19,401.28,396.42,395.71,392.40,392.26,396.29,400.27,400.89,404.33,L7
2002-06-06 22:08:34+00:00,401.72,402.05,400.34,408.90,421.36,431.99,,,,333.01,335.09,340.65,336.61,337.44,328.35,306.36,294.22,290.62,291.43,275.26,281.28,304.43,317.25,334.87,353.24,365.61,374.63,372.32,375.43,376.48,,391.16,342.62,357.39,387.47,400.65,397.44,396.23,410.77,428.22,440.34,445.45,443.73,439.08,418.03,402.97,399.54,392.62,394.70,390.53,389.20,395.99,400.27,400.89,404.33,L7
2002-07-24 22:08:14+00:00,401.72,402.05,400.34,408.90,421.36,431.99,,,,333.01,335.40,340.10,340.12,341.23,339.46,315.63,302.35,300.69,295.34,290.16,286.25,304.98,318.00,331.20,346.33,360.69,371.43,372.50,373.33,368.55,354.81,371.75,351.05,355.16,381.72,393.09,391.08,393.02,405.60,423.41,431.19,438.00,443.73,439.08,418.03,402.97,399.54,392.62,394.70,390.53,389.20,395.99,400.27,400.89,404.33,L7
2002-08-25 22:08:00+00:00,401.72,402.05,400.34,408.90,421.36,431.99,,,,333.01,335.40,340.10,340.12,341.23,335.95,315.58,305.19,302.35,298.92,296.72,289.81,300.33,311.96,326.41,337.67,354.04,365.31,366.65,366.24,362.43,349.00,364.32,349.23,351.50,375.17,384.31,386.45,390.29,402.65,417.63,422.50,430.36,432.35,421.62,412.59,404.54,405.43,395.76,391.83,386.29,388.07,393.84,399.38,400.62,402.40,L7
2002-10-12 22:07:38+00:00,433.55,446.46,432.81,385.62,389.28,399.45,,,,,335.36,345.14,350.65,336.64,337.14,322.24,313.70,311.51,300.03,303.08,295.84,300.38,308.98,320.44,324.51,341.91,360.36,362.93,361.10,355.35,346.62,343.55,342.57,344.52,355.68,371.82,377.51,382.57,394.78,406.62,410.08,415.80,411.86,413.72,410.42,398.94,398.36,390.08,383.62,380.96,384.45,389.36,395.85,397.29,402.08,L7
2002-10-28 22:07:46+00:00,423.44,446.46,432.81,413.13,405.51,401.91,361.42,374.42,402.01,,335.36,345.14,362.75,348.27,343.41,322.24,313.70,311.51,294.22,296.39,292.78,297.94,305.45,317.20,319.25,339.39,354.06,356.78,355.07,351.94,348.02,342.38,338.35,341.62,351.59,365.46,371.46,376.11,389.01,399.44,404.45,410.30,406.70,406.99,401.62,388.67,388.91,385.54,380.07,378.01,380.45,384.09,390.94,393.03,399.02,L7
2002-11-29 22:08:13+00:00,415.01,426.67,428.01,418.76,414.73,412.51,388.37,393.62,402.01,353.04,338.46,352.61,367.84,357.50,354.24,333.22,321.81,313.74,289.90,288.61,286.92,294.24,304.23,316.04,319.21,336.86,350.43,351.24,347.81,345.03,342.30,340.89,338.49,341.19,350.40,364.31,371.24,374.40,383.30,394.14,398.37,405.04,403.42,404.30,398.58,387.17,386.44,382.28,378.74,377.36,378.85,382.54,386.12,387.10,393.54,L7
2002-12-31 22:08:20+00:00,415.01,432.22,423.70,419.28,419.43,417.17,397.46,394.91,391.44,353.12,342.29,353.21,370.66,364.93,367.63,349.87,334.08,317.29,284.71,284.11,284.10,288.89,299.41,310.54,318.76,330.66,342.89,343.59,343.80,341.38,338.77,339.05,337.87,339.29,347.28,355.06,364.39,372.00,380.82,390.98,396.49,397.31,394.23,394.30,388.24,386.42,385.78,379.37,378.64,377.53,379.39,381.53,383.24,383.52,389.83,L7
2003-02-01 22:08:33+00:00,415.01,435.78,424.23,416.08,415.60,419.83,406.92,401.89,384.55,356.49,351.14,361.60,372.61,366.44,366.47,353.59,343.14,324.52,281.03,283.21,282.76,283.22,292.92,305.00,314.38,326.30,337.44,334.94,333.40,331.30,329.78,331.80,330.75,335.57,340.79,347.32,357.20,366.04,375.05,383.07,389.38,390.36,391.89,390.92,385.05,382.91,381.86,376.58,376.61,375.00,377.78,379.27,378.83,380.09,386.07,L7
2003-05-24 22:08:40+00:00,398.16,432.22,421.37,418.05,422.33,431.78,422.09,411.04,375.82,356.49,351.14,361.60,365.61,371.43,381.56,366.31,352.96,330.26,271.97,272.93,272.21,276.41,289.83,299.83,331.15,336.17,346.33,339.09,326.23,321.66,321.61,330.31,335.98,343.35,348.93,352.69,358.33,364.75,369.85,379.12,387.21,387.86,392.05,392.32,384.62,383.66,380.74,372.55,375.98,378.57,380.91,379.14,372.61,373.44,379.66,L7
2003-08-20 21:57:03+00:00,,,,,,,,,,,,,,,,,,,,,,375.84,377.33,372.88,375.04,377.88,391.57,385.25,369.79,360.61,362.72,362.97,362.74,365.32,372.20,372.28,377.82,388.23,397.27,400.26,404.53,405.12,413.52,407.99,398.42,391.56,389.01,381.15,373.87,378.88,380.00,377.46,379.24,381.41,388.66,L5
2003-08-28 22:08:21+00:00,404.23,,412.84,408.56,406.94,396.67,,356.51,337.28,326.52,331.39,344.57,353.62,379.65,392.95,384.48,379.54,376.06,,,,374.15,379.48,377.27,379.28,383.67,393.87,390.38,373.90,366.82,365.21,367.06,371.12,364.91,371.75,371.17,378.64,390.85,398.55,404.19,403.76,404.02,408.74,404.76,393.71,386.89,383.17,375.74,367.55,372.09,374.22,368.56,365.90,370.87,380.51,L7
2003-11-16 22:08:35+00:00,404.23,466.88,431.24,420.85,406.94,396.67,,332.28,323.52,321.84,327.17,335.88,352.01,359.46,369.91,354.62,351.87,351.26,336.93,,,374.15,379.48,372.42,375.46,382.67,392.50,390.66,383.88,377.39,367.20,366.83,369.25,363.73,369.06,370.38,378.74,389.32,399.23,405.75,404.97,406.20,408.75,404.50,392.84,382.86,383.17,375.74,367.55,368.89,373.19,371.63,369.77,374.34,383.55,L7
2003-12-02 22:08:38+00:00,404.23,467.03,440.74,435.28,406.94,396.67,,318.37,316.23,315.69,321.23,327.24,340.83,347.62,356.46,348.73,343.67,340.91,334.01,333.66,338.46,366.65,369.98,366.38,370.32,379.82,387.29,386.96,386.77,381.14,371.28,373.21,375.97,365.73,363.06,366.66,376.51,388.66,399.43,403.73,401.40,405.27,404.50,397.94,385.13,372.55,367.26,362.12,355.49,357.02,362.64,362.82,362.77,368.04,378.30,L7
2003-12-10 21:58:29+00:00,404.23,470.13,451.53,449.24,406.94,396.67,,311.95,311.74,310.18,314.10,321.27,336.25,343.82,353.62,348.49,344.85,341.21,338.71,341.00,349.20,364.96,368.88,366.98,371.61,381.50,388.12,388.37,385.81,379.72,371.14,371.30,373.38,364.21,362.02,367.06,377.43,388.37,397.62,404.19,403.74,406.66,404.86,398.27,385.97,373.92,370.17,365.34,359.16,361.53,367.58,367.91,368.04,371.73,380.44,L5
2004-01-03 22:08:54+00:00,407.51,461.33,451.62,453.68,406.94,396.67,,311.95,311.74,305.02,306.51,312.81,324.56,331.86,343.76,341.48,339.32,338.96,337.58,341.49,348.00,362.36,366.31,365.75,370.77,379.04,387.49,389.52,384.61,379.58,372.29,371.30,373.38,364.21,361.58,365.98,375.81,386.23,395.80,402.46,402.54,405.18,402.65,395.99,384.74,373.03,366.61,361.87,356.24,359.75,367.59,368.61,369.02,373.38,380.44,L7
2004-01-19 22:08:59+00:00,410.56,457.26,452.72,456.94,406.94,396.67,,311.95,311.74,305.02,301.71,308.24,317.21,323.22,334.77,334.59,333.00,335.23,335.85,338.45,346.02,359.89,365.48,365.25,370.98,377.71,386.58,388.93,383.09,378.27,371.06,371.75,373.38,364.21,361.58,367.14,377.71,387.68,397.48,403.22,403.16,404.84,402.64,395.51,384.52,374.17,366.59,358.81,354.38,358.08,365.05,365.70,365.66,370.48,377.49,L7
2004-01-27 21:58:50+00:00,409.37,452.55,452.28,458.80,406.94,396.67,,311.95,311.74,305.02,301.71,308.24,317.52,317.74,328.34,329.12,328.20,330.63,333.79,338.04,346.17,359.63,364.64,365.29,370.64,377.36,386.71,387.91,382.95,377.39,371.46,372.06,372.78,365.73,363.10,368.80,378.99,388.93,398.35,403.11,402.94,404.39,402.01,394.46,384.49,373.85,366.97,359.69,354.62,356.62,363.08,365.65,366.99,371.56,378.81,L5
2004-02-04 22:09:05+00:00,407.17,450.26,449.96,454.61,406.94,396.67,,311.95,311.74,305.02,301.71,305.09,313.08,312.43,322.80,329.12,328.20,330.63,333.79,334.87,342.87,356.71,362.15,363.76,369.99,375.87,385.10,386.03,380.97,375.43,369.50,371.08,370.06,364.30,363.12,368.36,377.69,387.42,398.15,402.66,402.38,403.21,400.74,394.46,384.49,373.85,365.99,358.20,352.40,354.86,360.75,362.62,363.75,369.37,375.59,L7
2004-03-23 22:09:16+00:00,405.28,445.86,451.06,456.22,,,,297.10,303.23,299.64,295.78,298.51,307.29,308.88,312.77,319.03,316.18,319.07,328.64,330.41,338.66,347.94,353.78,358.13,365.99,371.17,381.48,384.48,380.10,374.92,367.84,368.82,368.05,367.91,363.19,368.44,377.03,385.32,397.60,402.76,404.26,403.44,400.88,395.27,384.97,373.49,364.97,356.44,352.49,355.79,361.69,363.77,365.48,371.16,377.39,L7
2004-04-08 22:09:12+00:00,405.28,445.86,451.06,456.22,,,,297.10,303.23,299.64,295.78,298.51,307.29,308.88,312.77,319.03,316.18,319.07,324.00,325.22,332.59,343.04,350.05,355.62,364.47,369.20,378.29,382.20,378.61,373.96,367.15,368.47,368.89,368.78,364.95,369.38,377.59,385.75,398.20,403.52,405.22,404.71,400.88,395.27,387.94,376.46,365.74,356.79,350.74,354.77,359.86,362.04,363.89,367.66,372.52,L7
2004-04-24 22:09:07+00:00,398.05,435.61,442.90,451.33,,,,297.10,303.23,299.64,295.78,298.51,307.29,317.34,312.77,318.64,316.89,318.42,322.61,322.87,331.87,341.84,348.74,353.83,361.88,368.02,378.29,382.20,378.61,374.47,369.95,368.47,369.65,369.80,366.54,371.39,380.55,387.76,399.23,404.66,406.28,405.54,402.95,399.03,392.70,382.54,373.09,365.92,350.74,354.45,359.94,362.51,365.06,366.88,372.03,L7
2004-05-18 22:00:38+00:00,395.39,425.60,437.83,450.85,,,,291.63,299.96,293.80,288.99,292.77,313.79,323.66,307.09,319.86,316.11,318.63,322.27,324.43,333.07,342.09,348.95,353.44,362.89,369.21,380.19,383.32,376.05,373.00,372.19,373.45,374.61,376.20,371.29,376.07,384.80,392.36,402.84,407.97,409.53,408.00,406.05,401.57,395.50,386.71,376.63,369.59,354.83,357.42,361.13,361.57,362.32,363.96,368.26,L5
2004-05-26 22:09:09+00:00,395.39,425.60,437.83,450.85,,,,291.63,299.96,293.80,288.99,292.77,313.79,323.66,307.09,319.86,316.11,318.63,322.27,324.43,333.07,342.09,348.95,353.44,362.89,366.24,380.19,383.32,376.05,372.74,371.09,373.52,373.63,375.08,371.98,377.28,384.80,392.36,404.31,409.28,410.18,409.34,407.75,403.99,398.09,390.43,379.67,372.97,361.00,361.51,364.21,364.21,364.95,365.50,370.00,L7
2004-06-11 22:09:02+00:00,395.39,412.41,428.12,443.19,,,,,,284.36,276.95,283.51,311.12,322.36,291.97,312.36,308.86,314.45,317.32,320.29,329.04,337.12,344.99,350.54,360.16,363.60,380.30,383.33,377.71,375.18,374.51,376.80,376.75,379.62,379.10,383.15,391.05,397.98,411.14,414.72,414.86,413.89,411.59,410.38,406.40,400.05,387.23,380.49,367.85,366.15,368.13,366.94,366.41,364.41,368.86,L7
2004-06-19 22:01:34+00:00,395.39,412.41,428.12,443.19,,,,,,284.36,276.95,283.51,311.12,322.36,284.09,312.36,308.86,314.45,317.32,320.29,329.04,337.12,344.99,350.54,360.16,363.60,380.30,383.33,377.71,375.18,374.51,376.80,376.75,379.62,382.54,387.89,391.05,397.98,411.14,414.72,414.86,413.89,411.59,410.38,406.40,400.05,387.23,380.49,367.85,366.15,368.13,366.94,366.41,366.55,368.86,L5
2004-06-27 22:09:00+00:00,395.39,405.90,428.12,443.19,,,,,,284.36,276.95,283.51,311.12,322.36,284.09,312.36,308.86,314.45,314.82,320.29,329.04,334.07,342.16,348.12,357.06,360.63,375.87,383.33,377.71,375.18,374.51,376.80,376.75,379.62,382.54,387.89,389.49,396.88,410.37,414.41,414.40,413.89,411.59,410.38,406.40,400.05,387.58,380.49,367.85,366.15,368.13,366.94,366.41,366.55,368.86,L7
2004-10-01 22:08:33+00:00,356.87,355.43,372.13,398.00,353.45,344.37,350.69,361.15,,,,,395.94,397.65,330.45,349.22,333.79,329.36,316.27,322.00,327.35,325.02,329.83,336.25,345.10,351.66,365.20,376.45,376.49,376.72,376.64,381.09,384.15,385.68,390.08,401.56,392.73,399.10,418.41,423.67,423.34,422.05,420.37,420.21,416.81,413.62,402.20,402.81,389.69,381.23,381.34,378.79,375.86,369.13,371.44,L7
2004-11-10 22:04:59+00:00,351.31,351.70,359.28,373.96,350.73,347.31,353.78,369.63,,,402.89,393.25,387.75,403.95,362.01,381.19,353.32,349.82,336.26,349.37,351.14,334.83,336.41,341.37,349.08,350.82,364.35,372.67,370.82,373.58,372.95,384.81,391.91,395.41,398.28,409.13,389.79,396.74,419.00,425.24,425.66,424.64,421.64,420.26,414.43,410.59,401.71,402.08,399.18,396.32,395.22,389.07,380.06,377.16,378.99,L5
2004-11-26 22:05:17+00:00,339.69,340.95,334.88,341.17,347.84,344.98,347.54,362.51,353.98,370.55,392.86,399.19,399.36,391.89,370.44,393.71,361.94,352.70,335.36,346.71,349.99,333.16,333.80,335.82,344.76,347.00,357.07,365.23,359.78,358.85,358.97,384.71,389.74,397.86,400.66,409.23,383.83,387.86,405.01,410.24,423.54,421.03,416.16,408.88,405.01,399.96,391.47,390.18,388.12,388.27,392.16,388.99,381.33,379.96,382.26,L5
2004-12-12 22:05:37+00:00,342.44,340.73,335.61,337.68,345.18,345.80,349.74,362.16,335.72,370.55,386.17,396.04,398.78,400.11,370.44,399.63,370.06,351.19,332.22,338.67,342.15,332.83,333.54,337.97,347.77,345.59,354.03,365.33,358.33,352.92,345.99,382.78,377.27,390.27,398.23,404.40,379.93,383.96,394.43,397.04,402.69,407.98,409.85,396.31,389.63,386.46,380.53,375.77,372.88,375.15,378.96,377.64,372.35,378.74,381.32,L5
2005-01-29 22:06:17+00:00,342.44,335.84,335.61,337.68,345.18,345.80,349.74,362.16,335.72,370.55,386.17,396.04,398.78,400.11,409.73,399.63,370.06,351.19,340.94,338.67,330.83,339.39,337.75,340.86,352.42,349.27,357.41,365.33,358.33,352.92,345.99,382.78,377.27,390.27,394.43,394.10,381.06,383.21,391.67,392.25,399.14,407.98,409.85,396.31,389.63,386.46,377.88,375.77,372.88,375.15,376.59,373.51,372.35,376.43,388.21,L5
2005-03-02 22:06:47+00:00,346.35,336.49,334.49,339.45,346.19,348.48,352.20,358.34,340.53,356.63,376.27,384.19,390.86,395.29,406.47,401.08,377.74,351.19,340.94,346.52,336.27,346.12,341.10,342.79,352.31,352.43,361.40,367.27,361.57,357.04,352.45,380.03,378.23,390.61,392.26,390.30,380.91,385.14,396.16,400.66,410.21,415.40,413.92,398.01,389.59,380.74,373.03,371.56,371.37,372.80,374.28,373.76,375.28,378.73,389.64,L5
2005-03-18 22:06:58+00:00,349.99,342.37,335.43,339.67,347.63,350.39,352.44,359.02,344.92,356.77,371.39,378.54,387.56,394.80,407.26,402.37,384.41,351.19,340.94,356.52,344.14,350.30,346.18,348.63,356.60,355.72,365.16,369.81,363.65,358.75,354.87,378.68,378.09,389.15,390.47,389.94,384.33,389.88,402.70,409.01,420.62,426.55,421.35,404.06,391.62,379.59,371.23,370.10,368.75,369.94,372.23,372.39,374.31,378.65,388.49,L5
