dates,satname,nzd0231-0000,nzd0231-0001,nzd0231-0002,nzd0231-0003,nzd0231-0004,nzd0231-0005,nzd0231-0006,nzd0231-0007,nzd0231-0008,nzd0231-0009,nzd0231-0010,nzd0231-0011,nzd0231-0012,nzd0231-0013,nzd0231-0014,nzd0231-0015,nzd0231-0016,nzd0231-0017,nzd0231-0018,nzd0231-0019,nzd0231-0020,nzd0231-0021,nzd0231-0022,nzd0231-0023,nzd0231-0024,nzd0231-0025,nzd0231-0026,nzd0231-0027,nzd0231-0028,nzd0231-0029,nzd0231-0030,nzd0231-0031,nzd0231-0032,nzd0231-0033,nzd0231-0034,nzd0231-0035,nzd0231-0036,nzd0231-0037,nzd0231-0038,nzd0231-0039,nzd0231-0040,nzd0231-0041,nzd0231-0042,nzd0231-0043,nzd0231-0044,nzd0231-0045,nzd0231-0046,nzd0231-0047,nzd0231-0048,nzd0231-0049,nzd0231-0050,nzd0231-0051,nzd0231-0052,nzd0231-0053,nzd0231-0054,nzd0231-0055,nzd0231-0056,nzd0231-0057,nzd0231-0058,nzd0231-0059,nzd0231-0060,nzd0231-0061,nzd0231-0062,nzd0231-0063,nzd0231-0064,nzd0231-0065,nzd0231-0066,nzd0231-0067,nzd0231-0068,nzd0231-0069,nzd0231-0070,nzd0231-0071,nzd0231-0072,nzd0231-0073,nzd0231-0074,nzd0231-0075,nzd0231-0076,nzd0231-0077,nzd0231-0078,nzd0231-0079,nzd0231-0080,nzd0231-0081,nzd0231-0082,nzd0231-0083,nzd0231-0084,nzd0231-0085,nzd0231-0086,nzd0231-0087,nzd0231-0088,nzd0231-0089,nzd0231-0090,nzd0231-0091,nzd0231-0092,nzd0231-0093,nzd0231-0094,nzd0231-0095,nzd0231-0096,nzd0231-0097,nzd0231-0098,nzd0231-0099,nzd0231-0100,nzd0231-0101,nzd0231-0102,nzd0231-0103,nzd0231-0104,nzd0231-0105
2000-11-02 21:50:13+00:00,L7,320.70,341.95,349.28,344.60,341.09,336.30,338.17,349.32,357.66,352.42,354.15,348.73,347.74,347.80,347.93,350.09,352.51,352.23,342.62,342.84,335.09,340.48,339.68,351.87,350.85,356.65,346.42,350.52,348.59,344.66,345.79,349.04,342.58,338.69,347.44,342.93,342.47,328.29,336.45,337.16,337.72,335.63,335.96,331.86,327.12,337.55,328.69,324.13,328.63,327.71,338.07,345.85,349.98,347.27,344.82,333.16,336.04,333.84,332.81,335.83,334.31,334.36,342.16,336.21,338.33,342.50,343.74,350.84,345.00,338.92,334.44,333.96,331.13,328.01,323.00,332.90,323.63,324.89,321.60,321.59,319.23,322.10,328.08,332.33,328.14,329.11,332.88,326.92,337.26,332.81,335.40,328.22,323.97,324.56,324.61,326.94,320.20,316.13,318.24,311.99,304.66,307.51,310.20,314.39,308.41,307.06
2000-12-04 21:50:10+00:00,L7,382.82,392.61,379.96,370.87,352.47,357.55,359.64,368.04,364.42,367.31,361.64,366.71,367.91,368.08,370.25,375.12,377.69,369.68,368.90,361.34,362.85,355.90,361.31,361.24,373.20,368.63,372.18,365.70,363.57,367.69,360.07,365.79,361.37,362.01,355.18,359.46,348.86,356.57,358.99,357.24,355.36,355.48,351.07,349.37,347.35,348.75,346.91,340.63,353.71,349.69,356.52,353.26,364.91,368.35,366.88,367.68,362.44,362.98,349.51,349.84,343.17,353.36,352.38,356.34,355.09,363.28,360.05,364.48,369.74,369.68,362.00,358.68,354.93,350.34,346.09,340.50,336.57,336.67,338.11,335.25,334.30,337.49,344.03,347.01,341.84,344.89,339.59,347.28,350.49,349.80,350.17,355.12,353.04,346.25,345.94,350.77,351.43,338.75,339.43,331.30,333.85,330.92,340.14,348.11,366.66,379.80
2001-01-05 21:50:16+00:00,L7,398.68,372.21,378.93,375.36,374.72,369.26,372.54,363.54,366.27,365.58,363.59,369.15,370.91,375.52,375.80,383.77,379.10,379.98,376.71,377.09,369.07,376.83,370.16,369.16,377.56,388.97,387.75,380.00,375.06,368.45,373.19,369.70,369.93,365.44,363.16,360.79,364.33,367.45,370.99,370.84,375.59,374.30,367.56,359.36,350.11,347.83,346.05,349.93,347.08,359.58,359.72,360.82,368.96,369.42,373.32,377.71,367.98,364.98,365.97,352.12,355.07,350.31,354.13,352.27,355.88,365.03,372.03,378.28,385.71,373.81,367.58,364.23,359.67,355.23,347.95,346.50,341.45,340.38,340.68,344.57,341.77,344.64,346.06,344.08,345.37,342.62,351.69,350.76,351.95,351.80,357.44,352.93,351.49,356.02,353.92,352.89,345.39,345.05,334.22,339.26,335.22,342.00,348.59,369.15,378.96,351.25
2001-03-10 21:50:10+00:00,L7,360.79,356.21,359.88,359.66,361.63,367.88,363.49,369.37,363.00,365.69,359.14,360.61,357.26,355.98,356.91,352.25,358.30,356.68,365.53,360.17,364.14,356.26,358.85,355.07,359.98,362.26,366.47,365.94,360.92,361.88,358.22,363.50,359.38,364.29,355.09,353.04,342.86,339.81,344.55,351.29,354.09,360.70,362.94,357.25,358.56,352.76,351.56,345.58,350.25,344.96,347.54,348.81,343.11,349.16,355.82,372.47,375.67,378.96,370.63,371.36,363.29,361.61,356.98,360.10,358.06,361.76,362.12,364.60,369.60,369.31,360.61,362.10,361.17,353.96,350.18,337.38,337.27,332.88,332.38,329.34,325.14,324.29,322.53,328.88,332.10,334.19,333.75,345.64,339.60,347.31,346.36,347.87,338.22,344.07,346.43,345.77,341.45,338.96,345.59,341.22,339.41,333.85,335.99,336.30,328.85,286.66
2001-06-30 21:49:12+00:00,L7,397.40,399.45,395.70,393.85,395.18,393.42,397.70,396.62,393.98,395.68,395.15,395.73,387.18,392.44,377.60,384.51,390.30,388.71,384.13,388.59,384.60,402.58,412.68,400.38,395.77,403.08,421.84,424.76,402.55,401.31,408.67,398.03,394.92,398.26,387.61,403.75,412.80,406.47,411.86,387.20,380.78,391.00,410.82,396.57,390.27,402.77,389.58,410.44,412.05,401.30,392.71,387.79,390.38,396.95,404.31,390.79,395.98,382.32,392.45,394.57,400.86,401.15,394.79,394.93,395.23,392.64,383.27,391.13,389.41,391.38,393.03,379.33,371.15,369.53,361.00,356.15,364.12,359.41,362.47,363.16,364.67,359.77,365.53,370.51,371.90,373.83,382.77,383.82,385.62,387.91,390.49,390.24,384.82,384.62,374.28,379.91,375.96,370.15,366.42,373.33,366.55,358.16,358.92,351.06,360.06,357.14
2001-09-18 21:48:17+00:00,L7,379.04,370.29,368.42,359.56,354.64,357.91,365.89,363.60,368.44,374.34,370.96,370.11,359.12,359.22,356.99,358.54,358.22,364.32,356.40,361.25,368.45,372.66,368.71,370.97,368.98,365.82,371.11,363.60,370.96,370.72,375.01,371.73,368.98,366.19,362.06,353.66,354.17,350.25,355.09,358.10,354.09,358.79,361.89,363.09,363.47,369.23,367.69,371.63,371.10,372.74,375.07,372.17,366.93,365.57,363.24,360.97,364.38,361.36,368.73,366.27,367.05,365.14,367.01,364.38,363.43,365.88,366.06,360.66,359.67,358.13,349.25,352.80,341.94,342.63,337.75,338.92,334.42,337.87,336.15,332.73,338.10,332.03,343.23,344.55,346.87,344.83,356.46,353.67,355.92,359.55,364.59,359.93,354.58,355.93,347.68,352.24,347.17,339.24,332.20,336.93,328.68,319.03,315.50,328.12,335.30,320.54
2001-10-20 21:48:09+00:00,L7,354.52,344.02,344.86,348.04,346.03,343.42,344.89,350.36,355.45,357.91,350.91,348.88,344.65,344.07,350.98,343.35,345.07,340.51,343.10,343.67,346.13,351.93,354.31,354.93,351.74,356.15,357.64,357.06,353.26,355.05,352.96,357.99,355.64,358.47,349.36,343.26,337.95,338.08,343.28,340.38,344.27,342.56,348.15,349.00,350.57,351.87,355.21,353.70,356.47,356.22,353.04,355.25,348.59,354.93,351.63,352.06,352.01,352.06,351.26,353.98,353.68,356.73,351.54,351.20,353.53,348.65,354.51,344.93,347.71,345.25,342.92,338.00,335.60,333.53,329.15,325.81,322.18,319.33,324.11,323.31,321.73,325.84,323.39,331.16,329.98,330.46,336.50,342.53,339.68,341.89,339.54,332.19,332.20,338.42,331.53,328.10,325.16,317.18,322.64,313.34,302.93,302.99,315.58,319.19,308.22,285.79
2002-01-24 21:48:42+00:00,L7,384.91,373.41,367.67,365.27,366.27,373.83,367.88,374.81,371.81,373.30,367.78,367.32,369.56,376.72,377.99,372.06,377.02,373.55,375.87,368.35,376.13,376.65,381.56,381.79,382.04,386.32,386.54,383.49,387.40,385.71,384.09,390.07,382.99,382.90,371.56,367.69,367.46,368.34,371.60,377.85,375.23,373.16,375.23,371.80,374.44,379.12,380.87,368.94,382.69,371.03,375.79,372.82,370.54,368.29,364.74,367.34,366.49,365.79,366.87,370.83,376.34,381.62,374.23,376.94,366.56,371.01,369.44,367.59,372.53,374.51,374.13,367.15,363.35,356.20,358.25,351.99,342.94,336.80,336.46,331.11,343.15,339.09,346.79,349.50,361.17,359.63,354.01,351.56,352.97,351.09,343.86,345.28,346.09,352.23,343.36,348.06,336.05,334.41,340.92,341.33,344.54,347.58,354.86,348.77,364.33,370.07
2002-02-09 21:48:45+00:00,L7,383.91,378.08,370.24,367.03,369.56,373.47,370.70,372.94,372.51,376.17,374.56,373.72,373.06,373.89,373.10,377.14,379.75,370.62,369.60,363.82,369.77,369.82,376.41,375.26,380.70,383.03,381.25,379.08,378.45,378.06,381.60,384.39,379.70,371.15,362.65,366.41,363.41,368.56,368.75,367.80,370.51,371.82,367.08,362.86,364.90,369.09,372.09,365.89,375.22,367.08,372.00,374.36,374.82,371.13,373.94,363.68,370.78,366.26,373.46,381.16,386.32,382.93,382.41,378.34,372.40,370.68,366.16,366.67,365.21,375.34,373.39,368.47,363.21,352.07,352.94,345.40,339.60,334.44,330.62,330.37,332.49,330.90,340.95,343.50,359.02,355.71,357.07,356.03,353.50,359.49,347.31,351.10,349.67,358.43,351.67,352.96,347.58,339.60,342.84,345.64,351.45,347.68,354.27,352.05,363.73,349.27
2002-02-25 21:48:47+00:00,L7,384.31,376.31,373.85,366.38,370.09,372.95,371.48,372.22,374.92,377.05,379.51,377.01,379.53,379.26,384.81,379.52,380.02,375.88,369.03,360.51,367.22,369.89,370.09,378.74,378.82,384.49,380.12,379.12,381.31,380.36,384.61,390.72,383.93,367.32,367.68,361.99,367.54,366.29,366.39,366.13,371.29,372.23,367.68,362.82,360.36,367.04,369.07,365.25,366.73,373.08,372.14,370.81,368.69,368.39,364.88,367.77,364.04,368.36,374.12,380.28,378.18,377.01,380.22,381.11,376.47,372.83,371.68,371.76,378.33,378.91,375.69,366.60,358.01,356.92,354.64,351.62,341.63,337.41,333.47,337.28,330.17,340.05,339.26,348.45,347.49,353.58,353.17,354.76,358.06,357.18,357.87,349.25,350.99,346.30,352.84,350.21,348.15,345.04,348.91,350.84,350.18,345.51,345.59,347.65,345.59,314.57
2002-04-14 21:48:38+00:00,L7,371.58,364.05,364.79,362.61,370.43,362.29,365.98,370.62,376.28,375.73,375.77,371.74,376.03,368.68,367.55,367.47,371.19,368.27,372.62,375.23,370.84,375.60,371.51,374.59,375.77,382.81,373.32,374.61,370.36,371.93,375.18,373.20,373.48,369.11,368.24,366.60,368.42,363.05,366.50,364.70,370.50,368.04,367.28,364.67,359.78,357.37,352.68,351.58,356.59,364.58,364.65,366.83,364.87,361.88,358.62,357.64,364.63,371.16,372.88,374.55,376.91,374.52,376.62,371.51,373.63,370.36,366.73,365.73,367.69,365.25,365.13,361.54,350.62,349.69,343.92,339.62,340.78,336.32,331.41,330.60,332.45,337.88,330.41,338.21,342.54,346.74,349.69,349.65,351.90,350.52,353.34,346.29,350.07,343.40,343.76,344.06,347.32,347.76,343.03,341.50,335.88,334.42,329.32,319.78,316.74,299.56
2002-05-16 21:48:34+00:00,L7,387.75,385.42,379.81,379.91,378.08,384.42,377.63,381.05,376.36,382.54,382.87,384.90,384.49,385.48,382.66,379.01,381.86,374.00,377.00,371.97,377.63,381.97,385.85,381.26,382.17,384.48,377.95,382.64,378.38,379.05,381.06,376.87,369.55,372.82,365.93,369.32,362.57,363.96,363.56,362.99,368.05,372.25,368.63,367.50,366.03,358.14,368.68,366.38,365.77,364.74,371.93,372.42,369.40,367.20,364.43,363.98,363.53,372.66,372.48,376.18,372.67,375.55,369.85,376.81,372.40,375.04,372.85,366.57,368.68,361.93,363.76,354.04,356.56,347.30,349.29,344.34,342.06,344.20,338.93,343.04,346.84,347.73,349.18,357.10,357.89,359.44,360.68,362.31,358.81,366.72,358.46,364.16,358.38,359.99,361.14,357.38,356.24,360.83,358.48,350.79,347.10,344.38,337.46,331.56,336.02,334.59
2002-06-01 21:48:28+00:00,L7,386.48,376.36,381.02,392.00,387.56,397.11,389.74,391.99,395.24,389.63,388.64,391.17,383.91,387.89,383.27,380.63,384.16,375.38,381.41,378.90,387.32,382.46,387.16,378.66,386.14,388.24,385.89,382.34,383.94,383.07,383.70,381.73,383.39,378.26,366.66,367.54,360.17,370.16,369.05,381.01,377.74,376.31,375.43,379.34,374.38,373.11,371.04,372.89,384.17,368.86,378.26,375.67,373.46,371.75,371.39,377.50,377.25,374.75,378.36,378.25,373.72,381.11,370.86,379.42,374.48,378.34,373.97,369.12,368.25,365.62,366.26,364.17,362.99,358.53,353.32,347.34,347.49,343.16,348.46,345.63,355.37,352.79,351.57,361.35,362.08,358.60,361.60,357.67,354.99,364.96,358.93,360.93,357.60,362.24,349.79,355.68,355.14,365.26,358.10,346.39,348.32,348.86,342.49,343.01,339.95,354.16
2002-07-19 21:48:09+00:00,L7,421.32,425.38,405.23,394.16,394.01,390.58,395.40,391.73,396.96,404.44,400.69,401.53,406.45,401.17,400.88,401.87,402.38,412.11,412.26,415.43,416.46,410.92,407.14,424.62,411.55,404.29,399.04,400.29,402.46,394.98,395.92,397.73,393.71,396.73,395.67,379.28,389.02,376.42,379.98,392.94,386.03,387.86,396.35,398.33,,,,,,,,,,,,,,,394.19,397.13,390.60,395.31,393.55,388.42,405.80,386.97,392.34,387.42,385.68,382.06,374.42,379.87,387.34,369.63,358.04,378.28,362.84,369.56,362.67,357.08,359.78,364.32,348.32,357.52,360.52,385.27,385.68,381.87,392.30,387.54,386.55,383.08,383.71,383.55,387.89,377.12,377.93,380.08,386.02,380.38,365.56,364.06,365.96,371.74,381.79,426.13
2002-08-20 21:47:58+00:00,L7,390.34,395.24,384.35,391.91,379.38,386.60,388.63,403.71,396.74,404.14,393.72,396.85,391.23,402.19,401.49,400.81,393.01,378.56,386.88,389.44,395.82,389.01,387.10,380.56,385.34,390.27,393.25,388.42,389.34,382.52,386.36,382.86,384.65,397.00,386.86,377.19,362.64,372.92,365.78,374.13,381.00,381.27,373.95,369.55,379.24,380.25,393.19,375.79,384.37,370.80,378.75,379.44,381.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,355.91,348.93,361.62,348.71,367.56,365.13,366.40,360.04,367.78,365.50,356.74,354.60,370.86,362.60,356.38,359.56,363.69,361.15,351.76,349.22,347.63,356.06,375.04,412.73,410.90
2002-10-23 21:47:39+00:00,L7,375.34,360.76,345.26,343.11,347.78,350.95,348.57,353.54,364.89,373.61,367.44,367.63,361.91,360.42,368.11,361.01,365.67,368.18,375.75,365.96,368.55,361.64,363.46,364.85,356.48,359.74,369.08,365.61,362.73,366.96,361.39,366.66,357.93,363.45,352.34,343.44,332.23,338.01,345.36,354.81,356.06,352.16,358.67,351.85,351.92,346.36,346.53,341.94,352.63,351.35,353.30,346.47,344.48,351.03,355.68,355.23,354.19,355.12,351.83,363.00,357.42,364.08,363.58,359.21,361.12,358.21,350.41,359.32,356.11,352.87,354.49,347.23,344.74,341.34,344.88,342.35,340.56,334.66,334.63,332.16,331.86,333.49,336.09,342.19,340.42,336.01,337.66,343.86,338.51,346.56,345.14,347.35,336.22,344.98,343.35,338.11,335.14,336.83,336.85,327.43,333.72,333.24,335.06,343.51,343.85,284.24
2002-11-08 21:47:44+00:00,L7,368.16,360.60,345.91,335.76,344.12,333.60,341.49,351.04,363.67,359.15,360.98,357.49,,340.38,354.39,339.01,354.51,374.28,,,,,,,,,,,361.78,359.45,355.55,365.72,363.96,349.85,338.33,338.03,337.02,332.37,342.84,347.87,349.96,347.99,353.51,335.41,340.33,,,,,,,346.04,345.20,352.86,340.87,352.33,353.78,354.08,361.35,363.63,349.97,363.18,366.93,368.63,369.46,370.14,365.73,343.98,341.57,330.83,343.39,340.69,349.20,344.60,351.80,,,,333.45,332.40,327.49,336.48,335.85,338.24,333.05,335.99,336.56,336.06,333.58,346.92,350.12,,,,,,,,,,334.75,334.89,522.56,530.79,328.49,256.34
