dates,nzd0231-0000,nzd0231-0001,nzd0231-0002,nzd0231-0003,nzd0231-0004,nzd0231-0005,nzd0231-0006,nzd0231-0007,nzd0231-0008,nzd0231-0009,nzd0231-0010,nzd0231-0011,nzd0231-0012,nzd0231-0013,nzd0231-0014,nzd0231-0015,nzd0231-0016,nzd0231-0017,nzd0231-0018,nzd0231-0019,nzd0231-0020,nzd0231-0021,nzd0231-0022,nzd0231-0023,nzd0231-0024,nzd0231-0025,nzd0231-0026,nzd0231-0027,nzd0231-0028,nzd0231-0029,nzd0231-0030,nzd0231-0031,nzd0231-0032,nzd0231-0033,nzd0231-0034,nzd0231-0035,nzd0231-0036,nzd0231-0037,nzd0231-0038,nzd0231-0039,nzd0231-0040,nzd0231-0041,nzd0231-0042,nzd0231-0043,nzd0231-0044,nzd0231-0045,nzd0231-0046,nzd0231-0047,nzd0231-0048,nzd0231-0049,nzd0231-0050,nzd0231-0051,nzd0231-0052,nzd0231-0053,nzd0231-0054,nzd0231-0055,nzd0231-0056,nzd0231-0057,nzd0231-0058,nzd0231-0059,nzd0231-0060,nzd0231-0061,nzd0231-0062,nzd0231-0063,nzd0231-0064,nzd0231-0065,nzd0231-0066,nzd0231-0067,nzd0231-0068,nzd0231-0069,nzd0231-0070,nzd0231-0071,nzd0231-0072,nzd0231-0073,nzd0231-0074,nzd0231-0075,nzd0231-0076,nzd0231-0077,nzd0231-0078,nzd0231-0079,nzd0231-0080,nzd0231-0081,nzd0231-0082,nzd0231-0083,nzd0231-0084,nzd0231-0085,nzd0231-0086,nzd0231-0087,nzd0231-0088,nzd0231-0089,nzd0231-0090,nzd0231-0091,nzd0231-0092,nzd0231-0093,nzd0231-0094,nzd0231-0095,nzd0231-0096,nzd0231-0097,nzd0231-0098,nzd0231-0099,nzd0231-0100,nzd0231-0101,nzd0231-0102,nzd0231-0103,nzd0231-0104,nzd0231-0105,satname
2001-09-18 21:48:17+00:00,388.82,376.16,373.92,365.43,361.41,362.80,371.39,368.78,375.77,383.14,375.15,376.40,364.30,365.99,362.86,364.83,364.99,370.19,362.47,367.54,376.45,378.95,375.00,377.26,376.98,372.59,379.11,373.38,378.29,378.72,381.30,379.73,378.76,374.19,370.06,361.66,361.50,357.58,363.09,366.10,362.09,366.12,369.89,371.89,371.47,378.03,376.49,379.63,379.90,380.74,383.07,381.95,374.26,374.37,371.24,368.97,372.38,369.36,376.06,372.56,373.82,371.91,374.34,370.67,369.72,372.17,373.39,367.99,367.00,366.13,357.25,360.80,349.27,351.43,345.08,346.92,342.42,345.87,344.15,340.73,346.10,339.36,351.23,353.35,355.67,353.63,365.26,361.67,364.72,367.55,373.39,366.70,360.87,363.26,355.68,359.57,354.50,347.24,341.00,346.71,338.46,327.83,322.27,335.45,345.08,333.11,L7
2001-10-20 21:48:09+00:00,375.19,356.42,356.49,360.44,360.34,353.75,356.51,361.30,370.95,376.51,359.77,362.17,355.59,358.38,363.38,356.64,359.38,352.91,355.93,356.96,363.04,365.22,367.60,368.22,368.65,370.46,374.55,377.73,368.76,371.96,366.25,374.90,376.31,375.38,366.27,360.17,353.45,353.58,360.19,357.29,361.18,358.06,365.06,367.60,367.48,370.47,373.81,370.61,375.07,373.13,369.95,375.92,364.09,373.53,368.54,368.97,368.92,368.97,366.76,367.27,367.99,371.04,367.04,364.49,366.82,361.94,370.01,360.43,363.21,362.16,359.83,354.91,351.10,352.13,344.65,342.72,339.09,336.24,341.02,340.22,338.64,341.34,340.30,349.76,348.58,349.06,355.10,359.44,358.28,358.80,358.14,346.50,345.49,353.92,348.44,343.60,340.66,334.09,341.24,334.01,323.60,321.59,329.89,334.69,328.89,312.36,L7
2002-01-24 21:48:42+00:00,375.35,367.68,362.30,359.54,359.65,369.05,362.50,369.75,364.64,364.70,363.68,361.18,364.50,370.10,372.26,365.92,370.40,367.82,369.94,362.21,368.31,370.51,375.42,375.65,374.22,379.70,378.72,373.93,380.23,377.89,377.95,382.25,373.43,375.08,363.74,359.87,360.29,361.17,363.78,370.03,367.41,365.99,367.41,363.20,366.62,370.52,372.27,361.12,374.09,363.21,367.97,363.26,363.37,359.69,356.92,359.52,358.67,357.97,359.70,364.69,369.72,375.00,367.06,370.80,360.42,364.87,362.27,360.42,365.36,366.69,366.31,359.33,356.18,347.60,351.08,344.17,335.12,328.98,328.64,323.29,335.33,331.92,338.97,340.90,352.57,351.03,345.41,343.74,344.37,343.27,335.26,338.66,339.95,345.06,335.54,340.89,328.88,326.59,332.32,331.77,334.98,338.98,348.24,341.60,354.77,357.78,L7
2002-02-09 21:48:45+00:00,376.13,373.41,365.87,362.36,364.18,369.58,366.32,368.82,366.68,369.17,371.23,368.72,368.94,368.51,368.43,372.14,374.37,365.95,364.77,358.82,363.41,364.82,371.41,370.26,374.34,377.65,374.89,371.30,372.62,371.70,376.60,378.03,371.92,364.79,356.29,360.05,357.58,362.73,362.39,361.44,364.15,365.99,360.72,355.86,358.54,362.09,365.09,359.53,368.22,360.72,365.64,366.58,368.99,364.13,367.58,357.32,364.42,359.90,367.63,376.16,380.94,377.55,376.58,373.34,367.40,365.68,360.33,360.84,359.38,368.98,367.03,362.11,357.38,345.07,347.11,339.04,333.24,328.08,324.26,324.01,326.13,325.07,334.59,336.50,352.02,348.71,350.07,349.67,346.50,353.13,340.31,345.72,344.67,352.60,345.31,347.13,341.75,333.24,335.84,337.86,343.67,340.68,348.89,346.22,355.95,339.27,L7
2002-02-25 21:48:47+00:00,374.31,370.31,368.23,360.38,363.17,367.95,365.86,366.93,367.42,368.05,375.22,370.58,374.24,372.34,378.81,373.09,373.10,369.88,362.82,354.08,359.04,363.46,363.66,372.31,370.64,377.57,371.94,369.12,373.81,372.18,378.18,382.54,373.93,359.14,359.50,353.81,360.04,358.79,358.21,357.95,363.11,364.73,359.50,353.82,352.18,358.04,360.07,357.07,357.73,364.90,363.96,360.81,361.19,359.39,356.70,359.59,355.86,360.18,366.62,373.85,371.26,370.09,372.72,374.68,370.04,366.40,364.18,364.26,370.83,370.73,367.51,358.42,350.51,347.92,347.14,343.44,333.45,329.23,325.29,329.10,321.99,332.55,331.08,339.45,338.49,344.58,344.17,346.58,349.06,349.00,348.87,342.33,344.56,338.80,344.66,342.71,340.65,336.86,339.91,340.84,340.18,336.51,338.67,340.15,335.59,301.71,L7
2002-04-14 21:48:38+00:00,383.14,370.98,371.29,369.54,378.43,368.07,372.48,376.74,384.95,386.13,380.72,379.17,382.15,376.68,374.48,374.90,379.19,375.20,379.79,382.66,380.29,383.03,378.94,382.02,385.22,390.81,382.77,386.17,379.03,381.38,382.61,382.65,385.04,378.56,377.69,376.05,377.09,371.72,375.95,374.15,379.95,376.71,376.73,375.07,369.23,367.77,363.08,361.03,366.99,374.03,374.10,378.39,373.54,372.28,368.07,367.09,374.08,380.61,381.55,381.98,384.91,382.52,385.29,378.94,381.06,377.79,375.40,374.40,376.36,374.70,374.58,370.99,359.29,360.09,352.59,349.07,350.23,345.77,340.86,340.05,341.90,346.55,339.86,348.61,352.94,357.14,360.09,359.10,362.30,359.97,363.74,354.29,357.50,352.07,353.21,352.73,355.99,357.21,353.43,353.06,347.44,344.82,337.32,328.45,328.30,314.42,L7
2002-05-16 21:48:34+00:00,401.53,393.69,387.56,388.18,387.62,391.31,385.38,388.34,386.69,394.94,388.77,393.76,391.78,395.02,390.93,387.87,391.40,382.27,385.55,380.83,388.90,390.83,394.71,390.12,393.44,394.02,389.22,396.42,388.71,390.32,389.92,388.14,383.33,384.09,377.20,380.59,372.90,374.29,374.83,374.26,379.32,382.58,379.90,379.90,377.30,370.54,381.08,377.65,378.17,376.01,383.20,386.20,379.73,379.60,375.70,375.25,374.80,383.93,382.81,385.04,382.21,385.09,380.18,385.67,381.26,383.90,383.18,376.90,379.01,373.20,375.03,365.31,366.89,359.70,359.62,355.61,353.33,355.47,350.20,354.31,358.11,358.06,360.45,369.50,370.29,371.84,373.08,373.58,371.21,377.99,370.86,373.70,367.24,370.32,372.41,367.71,366.57,372.10,370.88,364.57,360.88,356.78,347.00,341.89,349.80,352.30,L7
2002-06-01 21:48:28+00:00,391.81,379.56,384.02,395.20,391.25,399.78,392.74,394.81,399.24,394.43,390.93,394.60,386.73,391.58,386.47,384.06,387.85,378.58,384.72,382.33,391.68,385.89,390.59,382.09,390.50,391.93,390.25,387.67,387.94,387.43,387.13,386.09,388.72,382.62,371.02,371.90,364.17,374.16,373.41,385.37,382.10,380.31,379.79,384.14,378.74,377.91,375.84,377.25,388.97,373.22,382.62,381.00,377.46,376.55,375.75,381.86,381.61,379.11,382.36,381.68,377.41,384.80,374.86,382.85,377.91,381.77,377.97,373.12,372.25,369.98,370.62,368.53,366.99,363.33,357.32,351.70,351.85,347.52,352.82,349.99,359.73,356.79,355.93,366.15,366.88,363.40,366.40,362.03,359.79,369.32,363.73,364.62,361.03,366.24,354.15,359.68,359.14,369.62,362.90,351.72,353.65,353.66,346.18,347.01,345.28,361.02,L7
2002-07-19 21:48:09+00:00,405.32,415.78,396.23,384.56,382.93,382.58,386.40,383.26,384.96,390.04,393.83,391.24,397.98,390.09,391.28,391.58,391.30,402.51,402.33,405.14,403.37,400.63,396.85,414.33,398.46,393.21,385.95,384.29,390.46,381.89,385.63,384.64,377.71,383.64,382.58,366.19,377.02,364.42,366.89,379.85,372.94,375.86,383.26,383.93,,,,,,,,,,,,,,,382.19,386.84,379.52,384.23,381.55,378.13,395.51,376.68,380.34,375.42,373.68,368.97,361.33,366.78,375.34,355.23,346.04,365.19,349.75,356.47,349.58,343.99,346.69,352.32,335.23,343.12,346.12,370.87,371.28,368.78,377.90,374.45,372.15,372.00,373.42,371.55,374.80,365.12,365.93,366.99,371.62,364.38,349.56,349.66,354.88,359.74,365.79,,L7
2002-08-20 21:47:58+00:00,377.67,387.64,377.23,384.31,370.61,380.27,381.50,397.00,387.24,392.74,388.29,388.71,384.52,393.42,393.89,392.67,384.24,370.96,379.02,381.30,385.46,380.87,378.96,372.42,374.98,381.50,382.89,375.75,379.84,372.16,378.22,372.50,371.98,386.64,376.50,366.83,353.14,363.42,355.42,363.77,370.64,371.77,363.59,358.15,368.88,368.85,381.79,365.43,372.97,360.44,368.39,366.77,371.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346.41,338.57,350.22,337.31,356.16,353.73,356.04,348.64,357.42,354.10,347.97,346.46,361.36,352.24,346.88,350.06,353.33,349.75,339.09,336.55,336.23,347.29,365.54,400.06,394.61,L7
2002-10-23 21:47:39+00:00,388.23,368.49,352.51,350.84,356.70,357.39,355.82,360.36,374.56,385.21,372.96,375.92,368.73,369.34,375.84,369.30,374.59,375.91,383.75,374.25,379.10,369.93,371.75,373.14,367.03,368.66,379.63,378.50,372.40,377.51,369.68,377.21,370.82,374.00,362.89,353.99,341.90,347.68,355.91,365.36,366.61,361.83,369.22,363.45,362.47,357.96,358.13,352.49,364.23,361.90,363.85,359.36,354.15,362.63,366.23,365.78,364.74,365.67,361.50,371.29,366.34,373.00,373.25,367.50,369.41,366.50,360.08,368.99,365.78,363.42,365.04,357.78,354.41,352.94,354.55,352.90,351.11,345.21,345.18,342.71,342.41,343.16,346.64,353.79,352.02,347.61,349.26,354.41,350.11,357.11,356.74,356.27,344.51,354.65,353.90,347.78,344.81,347.38,348.45,340.32,346.61,344.84,343.98,353.18,356.74,300.81,L7
2002-11-08 21:47:44+00:00,390.16,373.80,358.29,348.96,359.35,344.60,353.87,362.69,380.17,378.95,370.41,371.63,,355.61,367.59,353.15,369.74,387.48,,,,,,,,,,,378.28,377.45,369.69,383.72,385.96,367.85,356.33,356.03,353.52,348.87,360.84,365.87,367.96,364.49,371.51,355.21,358.33,,,,,,,368.04,361.70,372.66,358.87,370.33,371.78,372.08,377.85,377.77,365.20,378.41,383.43,382.77,383.60,384.28,382.23,360.48,358.07,348.83,361.39,358.69,365.70,364.40,368.30,,,,351.45,350.40,345.49,352.98,353.85,358.04,352.85,355.79,356.36,354.06,353.38,364.92,369.92,,,,,,,,,,356.75,354.69,,,350.49,284.63,L7
