dates,nzd0231-0000,nzd0231-0001,nzd0231-0002,nzd0231-0003,nzd0231-0004,nzd0231-0005,nzd0231-0006,nzd0231-0007,nzd0231-0008,nzd0231-0009,nzd0231-0010,nzd0231-0011,nzd0231-0012,nzd0231-0013,nzd0231-0014,nzd0231-0015,nzd0231-0016,nzd0231-0017,nzd0231-0018,nzd0231-0019,nzd0231-0020,nzd0231-0021,nzd0231-0022,nzd0231-0023,nzd0231-0024,nzd0231-0025,nzd0231-0026,nzd0231-0027,nzd0231-0028,nzd0231-0029,nzd0231-0030,nzd0231-0031,nzd0231-0032,nzd0231-0033,nzd0231-0034,nzd0231-0035,nzd0231-0036,nzd0231-0037,nzd0231-0038,nzd0231-0039,nzd0231-0040,nzd0231-0041,nzd0231-0042,nzd0231-0043,nzd0231-0044,nzd0231-0045,nzd0231-0046,nzd0231-0047,nzd0231-0048,nzd0231-0049,nzd0231-0050,nzd0231-0051,nzd0231-0052,nzd0231-0053,nzd0231-0054,nzd0231-0055,nzd0231-0056,nzd0231-0057,nzd0231-0058,nzd0231-0059,nzd0231-0060,nzd0231-0061,nzd0231-0062,nzd0231-0063,nzd0231-0064,nzd0231-0065,nzd0231-0066,nzd0231-0067,nzd0231-0068,nzd0231-0069,nzd0231-0070,nzd0231-0071,nzd0231-0072,nzd0231-0073,nzd0231-0074,nzd0231-0075,nzd0231-0076,nzd0231-0077,nzd0231-0078,nzd0231-0079,nzd0231-0080,nzd0231-0081,nzd0231-0082,nzd0231-0083,nzd0231-0084,nzd0231-0085,nzd0231-0086,nzd0231-0087,nzd0231-0088,nzd0231-0089,nzd0231-0090,nzd0231-0091,nzd0231-0092,nzd0231-0093,nzd0231-0094,nzd0231-0095,nzd0231-0096,nzd0231-0097,nzd0231-0098,nzd0231-0099,nzd0231-0100,nzd0231-0101,nzd0231-0102,nzd0231-0103,nzd0231-0104,nzd0231-0105,satname
2000-11-02 21:50:13+00:00,367.73,363.00,366.82,362.89,368.47,368.83,372.33,375.83,377.10,373.75,372.94,368.53,368.47,366.53,367.72,367.93,365.98,367.35,363.63,368.29,364.14,367.47,369.22,372.43,374.84,376.31,372.38,372.60,370.42,367.56,369.23,366.69,371.42,369.53,368.61,363.68,361.12,355.18,357.99,358.05,357.48,359.53,355.96,358.84,360.20,361.12,359.34,357.48,356.63,361.21,363.07,371.71,370.49,366.94,365.23,363.03,365.51,363.42,366.09,363.97,367.99,367.04,368.49,364.97,369.44,370.16,372.39,373.38,369.12,368.54,362.67,361.91,357.00,356.71,350.43,351.41,347.07,347.83,347.88,345.76,346.83,348.36,351.43,351.18,353.81,351.70,357.40,354.62,359.69,360.05,360.75,355.13,353.11,354.77,352.25,353.57,347.97,349.93,346.66,347.45,338.68,336.72,335.28,338.53,342.01,340.99,L7
2000-12-04 21:50:10+00:00,368.25,367.00,369.31,363.35,364.97,366.23,370.22,374.31,374.82,372.32,371.29,367.87,367.21,366.57,367.83,368.48,367.39,366.99,362.93,365.57,362.42,364.20,367.59,370.89,375.10,375.08,372.13,370.91,368.32,367.13,366.22,365.44,368.42,367.28,364.88,362.27,358.23,354.47,357.54,357.21,356.81,358.07,353.78,356.20,357.47,357.55,355.06,351.84,353.81,357.52,361.30,368.25,369.47,367.38,365.36,363.18,363.38,361.09,361.19,359.57,362.46,363.51,364.81,362.18,365.82,368.19,370.13,371.57,368.89,368.17,362.02,360.84,355.61,355.24,348.88,349.53,344.27,345.02,345.25,342.98,343.98,346.02,349.73,351.12,352.20,351.20,354.32,352.72,358.07,357.46,358.16,353.66,352.03,352.13,350.14,352.51,347.40,346.38,343.88,343.53,336.90,334.48,335.08,339.56,348.04,339.92,L7
2001-01-05 21:50:16+00:00,371.20,366.58,369.75,364.19,365.49,365.73,369.68,371.90,372.82,370.53,369.31,367.23,366.92,366.97,367.97,369.73,368.19,367.91,363.97,366.28,362.44,365.07,367.03,369.71,374.52,376.07,373.36,371.21,368.29,366.32,366.14,365.05,367.70,365.94,363.63,361.06,358.03,355.33,358.38,358.08,358.49,359.22,354.58,355.49,355.42,355.08,352.69,350.49,351.77,356.81,360.07,366.19,368.32,366.60,365.42,364.26,363.03,360.65,360.94,357.58,360.53,360.69,362.35,359.83,363.52,367.10,369.53,371.60,370.22,368.04,361.88,360.45,355.26,354.37,347.81,348.22,342.99,343.48,343.66,342.27,342.73,344.89,348.33,349.11,350.29,348.97,352.94,351.51,356.26,355.83,357.24,352.63,350.95,351.68,349.68,351.57,346.03,345.19,341.50,341.92,335.49,334.48,336.01,343.05,351.83,339.74,L7
2001-03-10 21:50:10+00:00,369.94,366.10,369.83,363.65,363.22,363.33,366.21,368.78,367.98,367.79,364.88,365.31,363.99,366.01,366.87,369.26,368.75,368.49,365.28,363.98,361.70,362.47,364.16,367.06,370.97,372.12,372.51,368.82,368.31,366.75,364.41,364.52,362.92,362.43,361.04,359.08,355.50,352.61,355.59,358.03,358.33,361.18,355.49,354.71,352.04,351.43,348.76,347.46,350.58,354.00,358.01,363.79,365.67,365.54,365.01,365.96,362.69,361.80,360.92,357.35,358.08,357.44,357.33,357.66,359.18,363.47,367.47,370.87,370.64,367.29,359.92,359.29,354.69,353.30,347.78,345.50,341.05,339.00,339.06,337.62,337.51,340.83,343.49,345.10,343.76,343.25,347.34,347.41,351.40,351.67,352.62,349.63,347.99,348.34,347.36,349.32,343.45,339.19,338.51,338.61,334.44,333.38,336.86,342.44,354.14,321.90,L7
2001-06-30 21:49:12+00:00,381.29,372.34,375.28,373.58,374.47,373.97,375.20,373.80,372.01,373.10,369.92,372.62,369.24,371.94,367.01,370.62,373.19,372.24,372.57,372.40,369.72,375.67,377.68,371.98,374.88,381.67,388.92,373.47,376.41,374.12,376.69,373.98,371.86,372.66,365.52,369.43,354.13,368.15,372.47,366.44,367.06,371.72,376.83,367.45,363.22,364.45,359.06,365.32,366.46,365.52,363.56,362.71,364.15,368.51,374.48,377.23,376.78,372.32,373.46,369.80,370.36,368.14,365.75,366.21,367.01,371.17,369.76,375.12,378.24,375.28,370.85,365.85,361.11,356.87,350.16,343.97,344.90,341.51,342.29,342.80,340.97,340.01,342.00,344.73,346.90,347.12,352.97,357.19,356.17,359.79,362.22,360.79,355.08,358.47,355.11,356.43,350.93,348.29,345.65,348.17,343.45,341.34,344.74,349.89,352.34,326.27,L7
2001-09-18 21:48:17+00:00,385.42,382.53,380.20,374.96,373.16,373.80,380.04,378.36,379.65,383.37,381.30,381.27,371.50,374.08,365.29,369.66,372.51,374.65,368.40,373.06,374.66,385.75,388.83,383.81,380.51,382.45,394.48,369.89,384.75,384.01,389.68,382.88,380.09,380.07,372.84,376.70,360.94,376.36,381.32,370.50,365.44,372.56,384.02,377.50,374.87,383.85,376.48,388.88,389.42,385.02,381.89,377.98,376.50,379.11,381.62,373.88,378.18,369.84,378.73,378.56,382.21,381.28,379.03,377.79,377.58,377.99,372.91,374.03,372.38,372.89,369.27,364.31,354.68,354.33,347.51,345.78,347.52,346.89,347.44,346.08,349.52,344.03,352.63,355.53,357.52,357.33,367.62,366.88,368.90,372.09,375.89,373.22,367.70,368.27,358.98,364.07,359.41,352.69,347.31,353.13,345.28,336.44,335.21,338.12,345.35,335.34,L7
2001-10-20 21:48:09+00:00,381.32,374.86,372.55,369.86,367.99,367.81,372.20,372.90,375.03,378.53,375.05,374.12,366.20,367.95,364.95,365.02,367.24,367.40,364.10,367.39,369.28,378.61,381.46,378.32,375.05,378.11,386.63,370.12,378.69,378.79,382.21,379.01,376.07,377.64,369.44,369.99,356.60,368.03,373.41,365.23,362.81,367.73,377.23,373.16,371.20,377.96,374.16,381.92,383.21,379.85,376.70,374.83,371.97,375.82,376.39,371.04,373.89,368.34,373.70,374.50,376.57,377.23,374.00,373.06,373.44,371.02,370.65,368.46,368.93,367.81,364.62,359.42,352.45,351.27,345.52,343.00,342.95,341.58,343.80,342.62,344.39,342.10,346.76,351.84,352.47,352.80,361.67,362.90,363.30,365.67,367.42,363.68,360.30,362.75,354.26,356.51,352.76,345.29,343.52,344.30,336.33,330.06,333.10,335.07,338.14,326.57,L7
2002-01-24 21:48:42+00:00,379.09,367.79,364.50,361.54,359.56,362.57,363.47,366.84,368.71,372.20,367.13,365.79,361.46,363.92,366.47,362.16,364.02,363.64,362.64,361.94,367.75,371.26,372.37,373.41,371.77,373.91,376.24,372.53,375.02,374.97,375.51,377.74,373.38,374.01,365.47,359.35,358.01,356.70,361.48,363.60,362.34,363.39,366.98,366.52,367.31,371.56,372.74,369.58,374.91,371.14,372.45,371.23,366.84,367.75,364.69,364.60,365.44,364.22,366.47,367.87,369.61,372.01,368.44,368.35,365.09,364.69,367.25,361.91,364.79,363.48,359.61,356.56,351.14,348.03,345.90,342.83,337.10,335.25,336.42,333.23,338.51,336.50,341.72,346.22,350.19,349.45,353.47,353.43,353.70,354.53,353.02,349.98,348.77,353.34,345.34,347.28,340.95,334.76,336.40,335.01,330.60,328.02,333.13,335.32,341.17,333.30,L7
2002-02-09 21:48:45+00:00,378.55,368.91,364.76,361.82,360.97,364.12,364.18,367.27,368.69,372.16,367.90,366.74,363.33,365.32,366.88,364.74,366.86,364.22,363.21,361.24,367.09,369.73,372.22,372.70,372.83,374.94,376.25,372.92,374.63,374.50,375.69,378.15,373.80,371.95,363.52,359.87,358.02,358.42,361.95,363.30,363.13,364.04,365.55,364.14,365.45,369.60,371.24,367.31,373.64,368.88,371.08,370.76,367.49,367.25,365.66,363.12,365.52,363.48,367.05,370.03,372.69,373.57,370.76,369.68,365.82,365.40,365.88,361.93,363.55,365.27,361.89,358.45,352.99,347.95,346.49,342.38,336.63,333.95,333.80,331.35,335.84,333.93,340.43,344.29,351.23,349.77,353.12,352.92,352.49,354.74,350.56,349.09,347.75,353.36,345.67,347.45,341.26,334.72,336.76,336.42,334.36,331.59,337.16,338.59,345.35,335.11,L7
2002-02-25 21:48:47+00:00,377.90,368.89,365.38,361.60,361.67,364.69,364.52,367.14,368.94,372.08,369.09,367.74,365.51,366.98,369.18,366.50,368.36,365.35,363.17,359.89,365.91,368.56,370.59,372.71,372.83,375.56,375.73,372.87,374.68,374.38,376.09,379.38,374.62,369.64,363.06,359.00,358.54,358.71,361.45,362.48,363.48,364.18,364.47,362.38,363.15,367.70,369.42,365.51,370.87,368.43,370.01,369.48,366.35,366.09,364.12,362.77,363.94,363.17,367.26,370.88,372.66,373.06,371.46,370.77,366.83,366.06,365.92,362.70,365.12,366.80,363.45,358.95,352.80,348.62,346.92,343.10,336.50,333.52,332.54,331.33,333.50,333.96,339.07,343.83,349.28,349.24,351.84,352.08,352.40,354.17,350.96,347.92,347.11,350.66,345.82,346.72,341.25,335.50,337.90,338.02,336.02,332.99,337.56,339.45,343.90,328.75,L7
2002-04-14 21:48:38+00:00,376.73,367.91,364.87,362.41,365.02,365.78,364.73,368.74,370.68,372.55,370.26,368.25,369.08,369.07,371.52,368.49,371.16,366.35,366.63,362.90,366.60,369.36,371.36,373.65,374.40,379.19,376.40,375.30,374.79,374.85,376.37,379.90,375.73,370.47,364.53,361.82,361.63,361.49,363.98,364.05,366.99,366.30,365.82,362.96,362.64,365.58,366.66,361.75,368.22,367.03,368.15,368.64,366.18,365.60,363.44,362.33,364.22,365.36,368.30,372.75,374.84,375.15,373.59,372.41,369.07,367.11,366.25,363.92,366.97,368.44,366.84,360.90,354.74,350.23,348.37,343.44,337.98,333.41,331.80,331.12,332.58,335.34,336.71,342.79,348.63,349.85,350.72,351.49,351.81,352.55,348.90,345.41,346.43,348.39,345.26,345.31,341.53,337.43,340.30,339.16,337.73,336.31,340.55,337.95,340.46,324.95,L7
2002-05-16 21:48:34+00:00,382.13,375.15,371.03,368.01,370.66,373.15,370.51,374.10,374.18,376.75,375.87,374.73,376.32,376.58,376.97,374.80,377.74,372.22,372.58,367.74,372.08,374.55,376.84,378.09,379.66,383.97,379.58,379.53,378.92,378.77,381.03,382.79,377.69,372.38,366.96,366.15,365.60,365.78,367.08,367.62,370.86,371.20,368.88,365.63,364.85,365.88,368.40,363.33,369.12,367.85,371.05,371.19,369.39,367.10,365.05,363.83,365.64,368.59,371.72,376.36,377.86,378.09,376.43,376.70,372.07,371.82,369.15,367.42,370.21,370.95,370.18,363.34,358.11,352.21,351.57,346.37,341.18,337.61,333.94,334.24,336.78,338.89,341.09,347.10,353.38,354.76,354.67,354.62,354.81,356.79,351.96,350.98,350.78,351.81,350.30,350.28,346.79,345.27,346.58,345.76,345.53,343.64,344.04,339.77,344.98,333.16,L7
2002-06-01 21:48:28+00:00,383.66,376.02,373.23,372.51,373.98,377.68,374.21,377.58,378.13,379.36,378.50,377.94,378.06,378.96,378.59,376.31,379.31,373.28,374.59,370.13,375.15,376.40,379.10,378.72,381.27,385.25,381.20,380.57,380.33,380.06,382.09,383.19,379.17,373.98,367.48,366.95,365.31,367.08,368.03,370.46,372.58,372.72,370.64,368.58,367.01,367.70,369.46,365.54,372.25,368.59,372.82,372.51,370.68,368.49,366.72,366.68,368.14,370.19,373.36,377.21,377.67,379.12,376.03,377.69,372.97,373.27,370.45,368.24,370.50,370.59,370.06,363.97,359.46,353.76,352.39,347.03,342.73,339.04,336.89,336.67,340.41,341.74,343.34,350.04,355.37,355.97,356.39,355.66,355.37,358.62,353.59,353.17,352.49,354.12,350.79,351.75,348.80,349.18,349.07,346.44,346.66,345.12,344.36,340.73,344.81,337.66,L7
2002-07-19 21:48:09+00:00,386.98,381.36,376.43,374.32,375.55,378.15,375.95,378.32,379.68,381.74,380.38,380.10,380.90,380.85,380.30,378.59,381.32,377.46,378.60,375.23,379.68,379.96,381.73,383.90,384.23,386.50,382.28,381.92,382.02,380.72,382.48,383.80,379.88,375.65,370.04,367.24,367.12,366.95,368.15,372.09,373.03,373.17,372.60,371.12,367.01,367.70,369.46,365.54,372.25,368.59,372.82,372.51,370.68,368.49,366.72,366.68,368.14,370.19,374.97,378.68,378.23,380.06,377.16,377.85,376.37,374.29,372.29,369.61,371.09,370.86,369.31,364.96,362.07,354.74,351.83,350.21,344.32,342.11,339.20,338.22,341.81,343.59,342.76,349.64,354.73,358.69,359.11,358.04,359.28,361.54,357.09,356.07,355.48,356.86,354.62,353.90,351.38,352.12,352.88,349.82,347.65,346.25,345.97,344.08,348.38,337.66,L7
2002-08-20 21:47:58+00:00,389.10,386.13,380.71,380.41,379.17,381.53,380.73,384.47,385.42,388.21,386.12,386.49,386.23,386.69,385.92,384.08,384.69,379.90,382.40,381.11,385.08,384.17,384.01,385.61,385.83,388.24,384.07,383.71,383.44,381.13,383.55,383.00,380.65,379.28,374.32,369.46,367.47,367.94,367.62,372.73,374.91,375.33,373.89,372.70,368.99,368.29,372.04,367.49,372.63,369.44,374.18,374.06,372.67,370.88,368.41,370.04,370.69,375.06,378.97,381.84,378.94,381.26,378.78,380.01,381.08,377.09,376.04,372.68,374.37,371.31,369.61,365.77,363.66,356.94,352.40,352.77,347.48,346.66,343.55,343.29,345.48,348.98,343.86,353.18,352.41,361.01,361.80,361.31,361.88,365.08,362.73,359.28,358.37,360.20,358.81,355.95,356.47,359.59,358.43,352.75,348.38,346.55,345.29,347.50,354.47,344.56,L7
2002-10-23 21:47:39+00:00,392.85,389.13,379.53,380.59,377.74,382.33,380.37,384.78,386.37,391.22,387.05,388.77,385.95,387.80,387.71,385.07,385.79,382.05,387.06,384.74,389.56,385.60,386.54,386.39,384.74,385.83,385.47,384.29,383.80,381.75,382.15,381.60,378.25,382.11,373.92,367.78,361.79,364.72,365.21,373.64,374.21,374.47,375.11,373.81,371.00,367.81,373.20,367.60,375.08,367.05,373.67,371.61,370.53,370.71,371.22,372.43,371.85,374.37,376.62,381.04,375.85,381.41,376.86,378.37,380.70,376.27,374.64,373.01,372.45,368.02,367.13,363.58,365.31,356.45,353.78,355.33,350.49,350.15,348.57,346.88,350.86,351.25,347.19,356.39,354.32,361.81,362.58,362.82,361.33,367.06,363.27,362.85,358.53,364.75,361.38,357.36,357.26,361.77,360.55,351.78,349.28,348.09,347.84,353.29,363.37,351.41,L7
2002-11-08 21:47:44+00:00,392.03,387.13,376.13,375.18,374.20,376.41,375.95,381.22,384.42,387.82,384.77,385.50,385.95,381.96,384.51,379.59,382.64,382.95,387.06,384.74,389.56,385.60,386.54,386.39,384.74,385.83,385.47,384.29,382.49,380.39,380.25,381.31,378.06,379.27,370.35,365.18,360.20,361.69,364.02,371.88,372.52,372.81,374.26,370.16,367.70,367.81,373.20,367.60,375.08,367.05,373.67,369.32,368.51,370.06,367.44,370.94,370.87,372.83,376.20,380.20,373.15,380.41,377.51,379.06,380.93,376.85,375.34,369.84,369.32,363.22,365.02,361.47,364.73,356.56,356.03,355.33,350.49,350.15,348.19,346.62,348.83,350.99,347.37,355.72,352.98,359.86,360.60,360.56,358.90,365.65,363.02,362.85,358.53,364.75,361.38,357.36,357.26,361.77,360.55,351.78,349.61,348.43,347.84,353.29,360.31,337.35,L7
