dates,nzd0575-0000,nzd0575-0001,nzd0575-0002,nzd0575-0003,nzd0575-0004,nzd0575-0005,nzd0575-0006,nzd0575-0007,nzd0575-0008,nzd0575-0009,nzd0575-0010,nzd0575-0011,nzd0575-0012,nzd0575-0013,nzd0575-0014,nzd0575-0015,nzd0575-0016,nzd0575-0017,nzd0575-0018,nzd0575-0019,nzd0575-0020,nzd0575-0021,nzd0575-0022,nzd0575-0023,nzd0575-0024,nzd0575-0025,nzd0575-0026,nzd0575-0027,nzd0575-0028,nzd0575-0029,nzd0575-0030,nzd0575-0031,nzd0575-0032,nzd0575-0033,nzd0575-0034,nzd0575-0035,nzd0575-0036,nzd0575-0037,nzd0575-0038,nzd0575-0039,nzd0575-0040,nzd0575-0041,nzd0575-0042,nzd0575-0043,nzd0575-0044,nzd0575-0045,nzd0575-0046,nzd0575-0047,nzd0575-0048,nzd0575-0049,nzd0575-0050,nzd0575-0051,nzd0575-0052,nzd0575-0053,nzd0575-0054,nzd0575-0055,nzd0575-0056,nzd0575-0057,nzd0575-0058,nzd0575-0059,nzd0575-0060,nzd0575-0061,nzd0575-0062,nzd0575-0063,nzd0575-0064,nzd0575-0065,nzd0575-0066,nzd0575-0067,nzd0575-0068,nzd0575-0069,satname
2000-03-05 22:06:00+00:00,337.16,338.17,339.43,337.41,335.79,311.55,300.68,284.22,283.12,306.45,298.43,284.62,275.75,279.73,275.09,283.31,280.97,282.86,278.06,282.26,279.88,274.06,273.42,269.29,283.13,275.58,,,,,,325.23,281.42,282.83,284.09,281.56,286.59,284.67,285.34,282.05,284.11,286.24,287.95,,,278.93,275.42,275.37,277.15,275.93,277.89,279.70,276.06,279.91,275.23,278.86,268.55,265.79,267.93,264.14,256.79,264.94,262.67,266.99,265.19,274.58,261.13,263.17,250.37,263.37,L7
2000-03-21 22:06:01+00:00,345.45,351.68,349.87,349.80,354.75,325.73,322.15,299.48,296.56,315.23,315.48,295.60,286.97,294.38,292.97,296.75,296.07,294.72,289.65,293.57,284.31,292.47,282.60,290.61,282.84,278.94,285.92,276.77,273.25,288.02,279.32,283.76,287.39,291.63,289.44,292.42,291.43,293.76,290.66,294.20,289.08,293.68,289.84,299.14,289.99,297.82,284.97,295.01,284.63,291.03,284.71,288.61,283.38,286.07,286.25,279.11,275.29,268.33,282.02,267.33,276.60,270.33,278.21,278.18,281.33,278.27,279.74,273.62,269.37,269.96,L7
2000-03-30 21:59:45+00:00,329.38,325.47,316.18,313.19,314.07,314.40,301.99,294.07,293.64,289.34,288.80,285.61,276.73,277.72,281.72,280.50,276.71,274.33,273.14,273.73,266.45,267.35,259.87,262.97,259.57,257.36,254.90,255.57,254.67,256.11,263.44,266.05,274.28,277.00,279.13,278.22,279.49,278.75,278.14,276.42,272.63,274.07,274.19,277.53,273.19,275.06,275.59,275.17,271.72,270.53,268.68,267.82,267.66,263.48,268.09,262.09,263.89,256.48,258.08,259.42,265.55,265.20,269.05,269.30,266.84,261.31,259.65,248.78,280.99,277.08,L7
2000-05-01 21:59:30+00:00,321.72,327.06,326.02,328.07,327.15,311.61,306.68,290.47,289.96,297.79,301.65,289.23,280.07,282.61,280.66,285.15,284.81,283.26,280.61,279.96,277.63,275.14,274.48,272.79,270.14,265.82,270.50,267.27,262.96,270.70,265.73,275.99,279.89,286.22,287.84,287.89,289.06,288.53,285.81,286.14,286.41,286.32,285.26,286.22,284.45,283.73,280.94,282.30,274.14,279.47,274.70,279.99,276.89,280.21,279.79,275.64,274.52,269.45,277.97,270.79,269.40,273.35,273.90,277.70,276.22,279.45,273.46,271.74,266.60,263.69,L7
2000-05-08 22:05:33+00:00,,375.60,362.05,355.56,333.57,326.13,326.68,318.43,316.78,305.34,307.82,300.39,295.30,297.77,299.95,295.75,296.89,295.62,296.19,294.31,294.42,288.30,291.48,291.15,287.33,283.34,281.39,284.11,282.97,286.90,288.58,291.81,,,,,308.20,306.03,304.85,308.45,301.70,296.90,297.32,292.91,296.76,296.11,291.38,296.58,295.06,294.47,,,,,294.19,282.24,287.88,286.75,283.28,279.01,283.85,279.38,283.22,284.93,279.45,271.99,264.78,279.64,283.94,289.39,L7
2000-05-24 22:05:22+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,304.58,,,303.27,308.67,309.73,308.14,305.43,,,,308.63,305.96,305.02,301.09,304.22,302.80,303.94,296.28,,,301.44,296.85,295.37,292.59,296.93,293.82,293.35,287.59,291.60,290.37,283.38,275.12,271.94,259.58,254.74,301.69,295.98,L7
2000-06-18 21:59:03+00:00,338.17,341.94,342.54,338.62,341.09,321.05,318.45,298.55,298.85,307.53,302.28,291.86,289.29,288.20,288.45,291.60,289.09,289.37,291.58,286.13,288.69,284.26,282.83,280.21,280.84,272.38,279.14,,,,275.96,278.51,,,296.72,295.20,307.69,306.56,300.64,287.14,,,,295.36,292.08,289.83,287.23,284.36,283.17,286.85,280.59,,,287.46,280.40,285.47,277.62,276.25,282.19,275.25,274.33,278.66,277.64,284.38,285.79,287.90,282.34,284.30,275.98,274.09,L7
2000-07-04 21:58:50+00:00,347.75,346.70,346.36,342.39,345.62,321.86,318.19,305.63,298.93,308.81,304.32,290.29,286.64,290.26,290.12,294.25,289.78,291.23,283.26,284.14,279.74,281.83,278.43,279.40,279.25,272.53,278.28,,,,275.43,279.76,,,,,291.06,288.09,291.04,288.37,,,,288.45,293.00,289.92,287.46,289.06,283.89,288.61,286.76,,,,,282.83,276.24,279.52,278.50,275.09,278.84,282.78,284.44,280.59,282.71,279.00,271.42,268.37,269.11,272.59,L7
2000-08-05 21:58:20+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,293.19,298.32,299.59,,,294.50,304.36,302.92,306.11,311.98,300.65,306.34,300.00,303.69,302.77,300.16,291.92,295.94,293.16,295.16,293.08,294.58,294.55,297.70,286.75,288.35,281.55,,301.15,297.63,286.39,292.64,289.11,287.00,280.51,299.62,294.60,297.35,295.53,294.78,L7
2000-08-12 22:04:29+00:00,309.91,312.17,311.49,309.19,310.31,293.95,288.05,279.03,279.86,283.24,281.85,271.68,269.13,270.48,267.37,271.04,266.84,270.91,260.83,269.74,265.71,267.94,260.69,264.74,264.78,255.82,261.77,252.35,257.84,258.11,256.34,258.42,266.13,267.42,269.86,274.42,275.72,278.98,270.21,280.17,,,,274.65,269.29,274.35,268.15,269.01,267.95,266.44,264.72,263.91,268.86,264.45,268.87,266.71,264.27,260.60,266.60,263.21,263.52,263.56,260.34,268.67,268.18,269.76,260.15,265.66,257.17,260.70,L7
2000-10-24 21:57:29+00:00,303.03,305.74,303.84,300.81,304.03,292.90,284.65,271.47,268.00,272.87,267.38,261.59,258.94,261.25,261.76,258.57,260.69,255.40,258.46,254.57,253.28,253.35,250.38,251.60,249.77,247.64,250.33,246.70,243.85,247.60,246.28,248.75,253.02,257.18,258.22,260.98,257.21,259.87,260.19,256.86,257.59,255.57,260.89,260.43,261.53,254.16,256.49,257.99,256.52,257.85,255.26,256.16,254.58,251.96,254.44,251.90,249.78,249.86,251.92,249.14,248.87,253.30,249.80,248.98,254.77,251.43,251.53,249.67,249.41,244.26,L7
2000-10-31 22:03:46+00:00,306.23,303.17,307.26,298.44,300.24,289.07,289.46,274.19,268.98,271.48,271.23,264.32,255.13,259.13,256.99,262.28,257.65,261.27,256.38,254.01,248.89,250.01,248.72,247.58,247.71,243.96,248.31,242.99,245.04,244.10,247.78,246.13,256.15,256.07,263.62,263.50,265.76,263.39,265.69,263.96,264.55,264.08,265.43,265.49,264.17,264.24,261.26,259.87,259.35,260.69,260.71,258.41,262.15,252.37,257.31,253.07,253.27,250.76,251.48,251.26,251.31,254.40,255.88,261.19,260.38,258.81,254.26,256.37,249.35,249.04,L7
2000-11-09 21:57:33+00:00,309.28,306.23,305.28,301.33,304.55,288.08,287.30,271.90,265.39,277.23,273.13,257.71,260.23,261.47,264.27,262.05,263.87,261.37,256.28,258.60,251.92,258.63,258.07,252.85,257.74,241.27,254.93,241.08,246.73,252.67,247.71,254.02,256.81,261.74,262.10,263.01,262.54,263.21,262.28,263.13,258.72,263.51,259.21,266.08,259.85,258.87,261.54,256.36,263.01,252.82,262.48,258.98,260.11,257.94,256.70,272.09,266.24,260.62,244.99,250.99,251.37,249.04,253.08,251.20,253.28,255.04,254.46,252.47,245.80,245.72,L7
2000-11-25 21:57:34+00:00,328.55,332.26,324.67,330.93,329.09,305.19,299.17,284.19,282.94,289.74,297.53,275.70,273.62,274.89,273.92,277.45,275.73,277.20,273.85,275.88,270.04,271.87,267.59,269.44,264.27,261.63,260.67,256.19,251.66,264.48,257.01,257.81,270.00,263.12,273.15,268.55,275.31,273.71,274.46,276.60,273.28,277.69,275.12,275.99,272.90,271.59,268.45,267.84,263.94,269.45,264.00,269.66,263.35,268.81,265.69,264.95,259.36,256.17,263.49,255.40,253.87,257.33,258.70,263.24,263.88,263.51,260.10,260.74,251.83,251.87,L7
2000-12-11 21:57:36+00:00,345.19,346.84,346.13,343.38,349.44,317.34,311.26,288.27,292.20,307.74,304.59,287.08,280.37,281.53,281.25,281.88,285.42,279.04,283.81,278.52,277.75,275.64,276.45,271.56,275.29,262.45,272.39,258.98,259.82,271.93,261.55,260.87,268.25,272.33,275.54,277.00,279.77,283.22,282.18,285.32,281.56,285.09,284.55,285.39,283.04,282.48,277.37,281.78,275.92,276.83,274.35,271.46,272.91,269.51,274.44,271.50,261.44,256.62,270.61,261.77,262.60,264.13,264.06,269.93,270.91,269.20,270.20,264.51,256.57,256.61,L7
2001-01-03 22:03:48+00:00,379.13,372.40,365.37,344.40,346.09,346.72,341.15,,,314.93,308.11,315.38,305.39,308.24,303.18,306.86,299.86,303.88,298.61,296.07,292.39,291.39,286.41,288.72,288.20,292.43,287.81,294.12,292.18,282.18,289.60,297.50,296.57,302.99,298.78,299.10,303.29,299.98,303.48,297.04,301.59,296.01,296.10,297.36,303.12,297.27,293.19,286.83,293.09,287.89,286.68,291.85,293.96,292.86,288.36,291.01,292.27,292.96,284.47,285.26,286.85,285.37,284.98,286.44,279.67,281.87,275.57,278.87,280.41,272.81,L7
2001-01-12 21:57:42+00:00,308.68,308.61,306.74,303.37,305.38,291.83,286.15,272.40,270.49,278.93,274.21,261.09,261.55,261.54,265.86,265.17,263.31,258.22,259.31,256.51,251.53,255.77,250.02,252.72,247.97,246.21,254.33,244.55,246.88,249.39,249.27,253.83,256.57,261.18,261.10,262.82,263.50,261.27,263.36,259.78,262.25,261.80,260.66,266.68,261.26,264.90,256.60,264.23,262.69,263.33,262.24,260.83,258.69,257.63,254.14,255.07,249.40,252.05,252.40,249.14,253.32,253.89,256.77,261.07,264.81,262.22,255.44,257.41,250.56,247.17,L7
2001-01-19 22:03:55+00:00,321.97,328.26,325.78,317.17,318.55,314.28,311.31,304.46,301.67,300.11,291.30,292.99,281.13,287.73,282.53,281.24,279.39,281.47,279.17,275.58,274.45,268.13,268.29,265.50,266.75,265.58,265.51,267.10,268.34,266.45,271.85,275.10,279.20,281.63,281.33,284.30,284.18,283.12,283.55,283.53,283.78,283.09,284.19,283.57,284.57,279.48,282.44,275.56,279.61,276.49,279.72,275.30,279.18,273.86,276.20,274.08,275.26,271.15,270.98,273.02,268.86,273.28,269.08,260.57,254.67,256.98,260.69,269.11,272.03,271.12,L7
2001-01-28 21:57:44+00:00,312.56,311.20,309.37,304.88,303.43,296.34,293.17,282.06,276.95,278.22,276.43,270.59,263.29,265.09,266.85,265.35,266.57,264.43,263.56,261.01,259.19,255.60,253.46,252.64,253.08,248.42,252.61,247.03,246.81,248.46,249.06,254.97,254.47,263.37,264.54,269.48,269.16,268.20,267.15,264.55,264.17,266.80,264.92,267.91,266.12,263.00,263.85,260.27,260.81,258.61,258.27,257.96,260.96,259.08,257.13,259.35,259.22,257.66,259.52,254.70,253.95,254.82,259.15,258.23,254.63,255.70,251.68,253.30,252.55,249.39,L7
2001-02-04 22:03:50+00:00,318.99,324.39,323.00,316.46,314.92,315.41,310.23,303.50,292.57,293.58,290.49,284.31,279.42,282.19,281.52,283.28,280.56,279.23,276.06,276.98,272.09,272.37,266.90,266.29,264.93,262.45,264.00,260.74,263.07,259.53,262.80,266.96,274.03,277.10,278.74,280.73,279.66,282.72,277.44,281.29,280.29,280.27,278.67,280.01,281.92,280.25,277.99,276.00,274.33,272.24,274.96,270.07,273.60,270.84,276.08,270.14,272.96,267.51,269.83,262.66,266.51,263.90,262.33,255.68,250.56,249.78,254.04,257.19,259.09,261.31,L7
2001-02-13 21:57:39+00:00,,359.76,352.16,336.95,321.79,323.74,316.61,321.53,313.34,296.31,291.74,289.34,285.50,287.18,286.66,291.76,288.89,284.92,283.06,282.44,278.17,273.56,267.71,271.53,267.90,275.69,266.48,269.86,269.35,256.19,266.94,267.85,279.40,283.26,284.45,,,,,,,,,,,,,,,,,,285.29,289.40,284.75,290.05,285.69,281.14,280.89,278.79,277.00,278.99,278.69,270.73,247.35,250.50,275.60,279.15,274.93,270.34,L7
2001-02-20 22:03:48+00:00,318.92,322.14,321.36,313.46,320.23,302.59,301.70,281.72,283.68,292.23,289.52,276.02,276.60,277.30,271.93,272.58,268.37,272.46,262.17,272.20,260.70,265.28,258.73,265.56,258.92,259.02,261.67,258.65,254.03,262.13,258.64,259.28,266.20,269.37,273.34,270.72,271.89,272.58,271.95,272.43,268.67,278.06,277.21,274.03,275.42,267.53,274.84,269.78,271.12,270.43,269.62,267.69,265.61,266.42,263.82,263.82,258.86,260.48,263.77,258.14,259.30,262.57,266.86,263.37,267.89,264.19,264.79,260.88,259.66,255.31,L7
2001-03-08 22:03:44+00:00,348.07,349.10,347.03,347.49,345.94,319.56,311.86,294.54,291.42,307.20,311.31,296.05,306.28,313.87,,292.76,291.29,,,290.71,284.52,281.44,277.17,276.37,282.49,262.47,280.59,262.01,269.45,274.47,274.51,270.90,282.09,281.54,286.81,287.33,287.86,288.12,289.03,288.88,289.57,288.69,287.74,285.27,283.77,281.94,283.39,277.62,284.76,279.53,284.76,277.44,286.23,281.22,285.27,,,,,,,,,,,,,,,,L7
2001-05-20 21:57:04+00:00,316.41,315.64,313.62,314.56,313.92,300.56,291.46,283.48,284.61,284.66,287.72,273.77,273.96,273.24,272.91,277.67,276.18,278.64,270.47,278.47,269.30,274.50,267.44,270.62,267.00,259.39,,,,,,,,,,279.34,279.90,273.11,282.03,272.57,,,,279.97,280.86,278.82,276.27,273.97,275.61,273.29,,,,,,275.24,272.63,275.61,274.57,268.67,,,274.78,277.04,278.37,273.65,270.73,269.23,262.78,270.93,L7
2001-05-27 22:03:12+00:00,,,,,,,,,,,,,,290.86,290.76,285.95,284.68,288.54,282.19,286.18,283.84,279.24,274.24,276.97,281.86,276.49,,,,,,,,,,291.58,293.35,296.15,294.25,,,,,294.79,289.84,291.86,292.11,293.79,292.19,294.18,,,,,,,,281.32,280.32,278.07,,,274.04,272.33,258.96,264.69,266.19,283.74,287.17,285.40,L7
2001-06-05 21:56:52+00:00,351.32,355.26,360.40,352.25,358.48,330.50,325.60,309.64,308.65,323.48,314.74,303.72,300.22,301.23,303.78,296.74,299.48,300.13,298.16,302.00,295.18,300.90,293.34,296.16,294.03,282.01,,,,,,,,,,,,296.52,307.98,301.18,,,,305.28,299.96,302.29,298.51,298.20,295.13,292.06,,,,,,,,286.15,290.47,284.95,,,294.49,300.13,296.84,290.04,292.09,288.19,276.77,278.92,L7
2001-06-21 21:56:41+00:00,345.89,350.47,351.68,350.23,358.54,325.74,318.24,299.77,305.22,312.79,312.18,289.19,294.22,286.37,297.83,295.04,297.14,290.11,287.59,285.65,280.51,283.81,282.42,280.18,289.37,269.43,292.40,272.98,272.61,286.57,,,288.76,294.96,289.60,291.55,291.19,293.90,291.46,295.93,294.54,301.55,288.74,293.36,281.24,286.07,280.55,276.85,282.99,277.88,292.28,282.48,287.94,285.84,282.68,283.01,274.89,267.24,285.70,270.02,281.09,277.60,279.29,284.22,284.38,288.18,,280.83,,,L7
2001-06-28 22:02:45+00:00,366.46,366.20,353.87,348.28,348.51,358.46,358.16,,,339.47,311.26,,321.77,317.24,316.24,310.14,302.38,308.48,313.79,305.86,306.72,301.54,299.54,295.81,288.42,303.70,,,,,,,,,,,307.12,307.40,315.58,,,,,309.83,305.80,309.53,296.90,311.78,304.68,307.76,,,,,,,,315.33,307.10,304.25,,,294.70,299.47,286.69,292.14,288.93,287.14,,,L7
2001-07-07 21:56:36+00:00,337.73,341.35,345.03,341.53,343.02,323.09,324.40,306.97,302.45,314.67,309.80,297.81,289.37,292.80,291.22,297.83,297.84,297.34,299.06,292.01,290.25,285.91,282.64,286.01,284.27,278.84,,,,,,,,,,,,298.03,297.06,297.68,,,,293.35,292.81,292.30,288.20,295.83,289.77,296.59,288.39,,,,,,,286.78,284.03,284.79,,,287.33,288.49,287.44,281.92,283.93,283.70,283.25,278.15,L7
2001-07-14 22:02:45+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,316.47,320.37,317.59,320.71,,,,318.82,318.29,316.15,315.18,310.45,313.82,307.78,,,,,,311.98,317.15,313.22,309.00,311.10,,,305.39,301.25,303.37,295.72,290.65,291.95,290.27,282.38,L7
2001-08-15 22:02:14+00:00,,,,,,,316.15,305.43,305.35,300.13,291.98,288.38,284.30,284.47,285.73,285.49,282.48,282.35,281.85,278.02,278.31,273.79,274.61,273.57,274.91,274.34,272.41,276.12,273.38,272.62,273.83,280.88,284.18,284.56,287.66,290.26,289.28,291.18,289.29,288.11,290.07,286.76,286.88,292.15,287.72,288.91,290.50,284.77,286.73,287.07,285.89,287.91,290.91,285.88,286.85,279.64,285.28,280.77,280.56,289.94,290.06,269.68,285.85,285.25,284.91,285.26,285.70,286.02,281.44,268.43,L7
