dates,nzd0096-0000,nzd0096-0001,nzd0096-0002,nzd0096-0003,nzd0096-0004,nzd0096-0005,nzd0096-0006,nzd0096-0007,nzd0096-0008,nzd0096-0009,nzd0096-0010,nzd0096-0011,nzd0096-0012,nzd0096-0013,nzd0096-0014,nzd0096-0015,nzd0096-0016,nzd0096-0017,nzd0096-0018,nzd0096-0019,nzd0096-0020,nzd0096-0021,nzd0096-0022,nzd0096-0023,nzd0096-0024,nzd0096-0025,nzd0096-0026,nzd0096-0027,nzd0096-0028,nzd0096-0029,nzd0096-0030,nzd0096-0031,nzd0096-0032,nzd0096-0033,nzd0096-0034,nzd0096-0035,nzd0096-0036,nzd0096-0037,nzd0096-0038,nzd0096-0039,nzd0096-0040,nzd0096-0041,nzd0096-0042,nzd0096-0043,nzd0096-0044,nzd0096-0045,nzd0096-0046,nzd0096-0047,nzd0096-0048,nzd0096-0049,nzd0096-0050,nzd0096-0051,nzd0096-0052,nzd0096-0053,nzd0096-0054,nzd0096-0055,nzd0096-0056,nzd0096-0057,nzd0096-0058,nzd0096-0059,nzd0096-0060,nzd0096-0061,nzd0096-0062,nzd0096-0063,nzd0096-0064,nzd0096-0065,nzd0096-0066,nzd0096-0067,nzd0096-0068,nzd0096-0069,nzd0096-0070,nzd0096-0071,nzd0096-0072,nzd0096-0073,nzd0096-0074,nzd0096-0075,nzd0096-0076,nzd0096-0077,nzd0096-0078,nzd0096-0079,nzd0096-0080,nzd0096-0081,nzd0096-0082,nzd0096-0083,nzd0096-0084,nzd0096-0085,nzd0096-0086,nzd0096-0087,nzd0096-0088,nzd0096-0089,nzd0096-0090,nzd0096-0091,nzd0096-0092,nzd0096-0093,nzd0096-0094,nzd0096-0095,nzd0096-0096,nzd0096-0097,nzd0096-0098,nzd0096-0099,nzd0096-0100,nzd0096-0101,nzd0096-0102,nzd0096-0103,nzd0096-0104,nzd0096-0105,nzd0096-0106,nzd0096-0107,nzd0096-0108,nzd0096-0109,nzd0096-0110,nzd0096-0111,nzd0096-0112,nzd0096-0113,nzd0096-0114,nzd0096-0115,nzd0096-0116,nzd0096-0117,nzd0096-0118,nzd0096-0119,nzd0096-0120,nzd0096-0121,nzd0096-0122,nzd0096-0123,nzd0096-0124,nzd0096-0125,nzd0096-0126,nzd0096-0127,nzd0096-0128,nzd0096-0129,nzd0096-0130,nzd0096-0131,nzd0096-0132,nzd0096-0133,nzd0096-0134,nzd0096-0135,nzd0096-0136,nzd0096-0137,nzd0096-0138,nzd0096-0139,nzd0096-0140,nzd0096-0141,nzd0096-0142,nzd0096-0143,nzd0096-0144,nzd0096-0145,nzd0096-0146,nzd0096-0147,nzd0096-0148,nzd0096-0149,nzd0096-0150,nzd0096-0151,nzd0096-0152,nzd0096-0153,nzd0096-0154,nzd0096-0155,nzd0096-0156,nzd0096-0157,nzd0096-0158,nzd0096-0159,satname
2002-02-14 22:06:53+00:00,393.83,391.91,387.40,387.27,390.47,388.32,,,,,,,375.53,368.28,372.61,364.78,357.22,,,,,,,359.28,363.59,,,357.47,360.83,367.36,369.84,,,,,,,372.63,,,382.59,382.12,,,,,,,,,396.87,395.84,395.77,405.49,406.96,398.50,392.67,392.41,391.48,386.69,391.27,392.32,394.30,386.12,378.33,384.84,386.06,384.99,388.92,374.95,368.24,366.55,365.83,330.27,350.22,350.34,349.11,343.37,348.23,355.73,353.25,354.23,351.26,354.72,348.99,352.71,352.59,351.63,346.73,339.82,334.25,328.32,328.40,335.28,338.41,324.22,311.49,311.48,315.79,318.67,306.71,307.88,309.49,299.98,292.27,294.09,277.40,240.32,181.51,,229.65,249.37,254.51,271.08,275.97,276.88,268.37,269.50,272.40,271.51,273.49,280.31,290.51,280.46,278.26,283.16,277.66,276.18,264.90,265.39,263.78,249.39,272.35,280.77,287.18,290.45,281.92,267.53,249.97,257.36,264.88,263.60,,273.04,273.99,279.72,289.97,292.44,299.47,302.27,306.60,311.08,323.90,318.26,309.35,309.58,315.79,327.59,331.33,354.36,L7
2002-03-18 22:06:46+00:00,387.26,374.23,373.37,381.63,378.52,379.37,,,,,,,353.20,350.24,355.64,352.60,350.91,,,,,,,341.75,348.23,,,323.98,336.60,355.19,350.27,,,,,,,358.48,,,367.38,372.60,,,,,,,,,379.79,367.43,371.32,383.09,366.72,383.90,389.00,383.42,374.92,381.39,373.37,376.03,381.28,381.19,371.53,365.29,370.89,376.26,372.94,362.42,357.24,362.86,348.98,325.35,325.27,333.06,328.06,320.20,334.60,343.89,344.82,341.76,343.48,344.02,344.75,342.46,342.86,343.19,337.14,335.11,325.42,325.99,325.44,322.39,328.98,318.28,309.76,310.48,302.57,301.22,306.43,306.52,300.97,296.76,285.19,267.30,257.24,242.61,215.96,223.60,249.34,263.54,255.67,244.06,256.36,267.22,263.28,263.40,265.62,265.89,266.08,265.64,273.99,273.86,270.86,267.22,263.09,263.45,243.32,256.14,,252.04,254.82,272.06,277.05,279.76,282.82,276.47,263.51,252.65,261.61,260.07,,,262.50,267.44,276.94,285.44,307.03,306.26,298.66,303.50,315.78,316.62,301.26,288.48,297.71,318.00,330.90,344.27,L7
2002-05-21 22:06:41+00:00,375.63,359.82,363.76,355.03,348.95,329.97,300.64,303.31,303.35,296.79,283.08,277.62,,332.20,326.26,319.85,,268.02,257.83,257.67,264.56,258.91,274.28,,321.36,213.27,227.22,,,,,209.95,233.15,236.02,237.82,234.05,241.80,,233.07,253.48,331.09,,281.21,259.24,268.41,277.78,,267.33,276.95,262.00,,332.92,,,364.68,365.56,,335.17,,355.55,,356.10,,347.87,352.22,347.51,349.76,,351.87,349.26,337.74,,,324.32,,,264.64,,308.69,314.25,325.75,316.14,313.91,310.33,312.85,312.72,307.12,312.79,311.10,312.31,315.42,310.86,303.98,295.96,,,,282.24,296.94,,,,247.33,250.58,259.80,255.75,233.45,,,225.31,239.92,242.19,251.74,253.41,238.29,223.64,235.08,245.71,245.61,236.50,234.70,240.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,323.78,L7
2002-07-17 22:00:08+00:00,,,394.93,357.11,,,,,,301.64,286.81,279.92,,332.66,338.93,357.34,365.20,,,,272.38,273.05,,332.20,317.33,228.74,243.18,,,388.61,386.25,,,,245.04,234.41,252.46,,277.35,,,394.70,,272.98,271.80,,,,,,413.55,367.74,399.84,401.53,372.62,372.16,371.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L7
2002-08-09 22:06:10+00:00,392.96,376.71,366.56,368.53,364.97,359.14,343.67,343.67,340.92,337.34,313.66,300.56,302.60,335.10,338.11,341.24,333.86,307.03,294.41,296.26,296.33,293.74,303.12,297.13,306.84,270.06,277.49,287.36,282.68,312.60,290.57,273.35,296.21,292.83,278.37,285.79,284.98,,294.59,315.49,329.10,313.86,325.36,315.15,321.97,331.40,319.52,327.88,327.10,312.87,321.40,,352.92,332.62,323.32,353.42,,352.63,,349.58,347.50,357.94,356.89,350.42,341.84,346.35,349.90,,356.16,347.22,348.97,,322.41,,,,286.58,,302.24,313.65,312.95,319.27,311.47,312.89,305.25,310.79,311.74,311.71,307.79,311.76,300.92,295.08,283.73,290.81,294.57,291.77,289.54,290.07,287.07,289.07,281.53,277.88,274.53,277.09,268.14,,,,,,,216.56,220.70,225.60,232.32,216.01,219.67,231.19,240.30,242.58,238.36,248.40,239.71,244.05,241.63,246.10,244.94,246.54,249.89,245.75,,,240.71,,,,,,,,,201.61,,,,,,,266.99,263.64,,,252.06,,,,,,,342.84,L7
2002-10-21 21:59:36+00:00,381.21,377.67,364.06,363.78,370.59,362.31,355.89,360.18,355.08,348.82,334.57,330.00,332.86,335.77,345.47,341.91,337.88,331.86,310.47,316.59,312.74,310.59,321.52,319.64,325.20,316.99,315.48,319.74,317.75,319.43,318.43,324.94,324.02,330.83,327.40,340.47,334.43,,334.05,342.92,335.85,339.43,345.83,345.92,348.64,354.90,346.23,358.15,355.93,353.73,355.02,347.53,351.58,356.89,349.37,346.47,346.45,363.23,347.68,354.83,356.43,358.61,358.33,355.28,350.47,350.95,349.40,354.77,358.18,352.11,347.44,342.74,325.99,285.29,,,284.99,296.57,306.00,315.55,310.11,316.90,319.93,329.25,321.08,320.48,316.51,314.91,310.46,301.43,298.38,290.47,287.25,292.40,294.06,290.86,293.37,292.16,288.64,291.09,284.69,279.90,274.36,269.62,261.21,,,,,,,211.65,211.02,217.97,220.66,219.56,232.68,234.56,243.36,241.51,236.06,249.75,245.44,247.06,243.14,241.11,233.51,241.59,246.98,249.98,248.39,234.70,235.54,235.98,234.31,241.16,229.24,,,218.11,226.24,209.65,,,238.34,241.36,230.31,246.52,259.48,244.65,245.26,247.89,250.08,249.96,252.83,260.59,274.02,291.08,296.25,333.84,L7
2002-12-31 22:06:20+00:00,405.43,392.41,376.65,372.25,373.30,382.02,376.04,378.74,380.57,373.48,370.28,367.80,372.57,364.53,364.77,349.70,333.23,331.62,343.69,356.39,346.08,319.03,325.78,339.72,347.43,355.26,,355.10,353.28,342.07,328.97,328.70,339.24,356.27,352.76,363.05,370.46,,365.59,368.46,367.15,368.27,364.66,375.72,384.03,,382.80,377.54,386.81,393.11,389.07,375.47,368.94,373.41,379.43,381.18,386.64,389.77,390.01,389.28,383.01,384.09,381.01,376.25,375.38,380.63,379.23,376.75,377.80,360.96,346.66,343.77,351.03,341.12,330.34,349.41,333.19,,,,,,,,,,332.22,328.71,327.66,330.26,326.89,325.88,321.81,320.97,321.39,321.23,320.08,317.49,313.06,304.96,293.16,291.76,290.77,287.55,277.52,262.53,241.70,,,223.47,232.00,,,266.07,277.93,276.72,282.56,271.95,267.53,262.38,256.94,261.35,268.21,268.05,260.54,262.03,264.04,265.84,272.71,269.26,268.60,261.46,254.71,244.06,243.29,253.41,254.44,253.73,234.29,245.52,250.99,239.07,225.86,242.46,257.87,262.53,258.97,261.71,268.20,262.18,261.09,269.74,276.02,274.51,285.82,280.00,282.58,291.61,301.10,334.75,L7
2003-01-25 22:00:18+00:00,411.38,413.50,399.74,370.38,364.04,378.92,377.73,370.65,373.39,375.52,372.59,373.01,361.89,368.77,369.38,367.05,361.53,341.73,332.85,348.89,353.77,341.99,332.23,326.15,330.73,335.68,335.17,346.30,336.18,358.36,352.26,329.99,312.52,337.44,362.43,358.13,357.44,362.86,382.22,376.01,363.74,366.54,367.03,368.90,382.76,,389.24,371.55,374.47,378.13,377.03,363.03,369.03,358.77,357.56,368.80,378.00,382.52,390.06,395.60,387.63,386.39,379.54,379.25,377.65,369.21,374.47,371.42,363.63,359.74,362.92,337.62,326.79,339.91,334.90,325.22,321.77,331.25,335.30,339.37,338.90,340.08,340.19,348.27,353.91,356.63,353.15,339.53,333.20,325.01,321.44,318.41,316.41,315.87,319.26,320.17,320.17,321.56,326.40,319.24,308.49,304.98,296.51,290.34,283.59,264.18,231.46,,,236.21,249.37,,,267.04,271.33,,,,,261.45,261.81,261.38,260.74,258.74,258.84,255.61,254.12,258.19,262.49,262.80,263.44,272.12,262.80,259.90,258.81,243.39,250.66,248.18,217.41,243.80,243.16,243.25,207.77,244.93,247.39,260.22,262.70,261.99,253.71,258.16,270.76,273.89,266.32,268.51,282.55,276.23,281.49,285.96,293.19,326.35,L7
2003-07-28 21:48:28+00:00,,,364.74,368.86,376.10,369.72,391.17,341.24,353.88,354.38,357.91,,351.39,361.46,360.68,359.14,352.48,307.97,,279.14,300.22,288.39,293.24,,,,,302.70,,,,261.34,282.27,297.60,,,,,,345.41,375.68,380.32,383.95,391.84,378.64,349.52,,,322.49,,,,350.50,310.98,,372.08,382.50,389.50,386.06,390.00,386.64,383.77,361.33,356.01,344.80,354.67,349.04,,332.18,350.50,368.57,354.76,,317.14,,286.08,297.28,,,321.30,321.26,337.20,326.23,331.83,332.87,331.21,318.02,303.40,312.82,318.17,313.64,307.72,300.57,310.29,304.78,305.92,299.27,301.91,317.80,327.06,328.26,329.48,312.41,279.75,279.50,290.26,284.75,268.12,256.50,,,166.75,213.37,248.33,268.42,265.58,276.25,272.96,267.56,261.52,272.85,277.24,272.20,246.84,233.41,234.40,244.38,262.49,276.51,282.97,283.46,281.21,275.86,267.55,290.08,,281.83,276.38,250.83,266.28,261.87,276.92,,255.56,257.63,261.99,253.15,,,,,,,,,,,,,,L5
2003-08-13 21:48:45+00:00,405.54,405.92,401.38,387.38,379.27,366.21,347.85,358.94,350.05,340.97,,,374.88,377.35,377.58,370.27,369.08,,300.44,303.54,307.32,306.58,311.94,338.62,331.16,,296.49,335.91,,368.25,370.05,,,,,,,,,,,,,,,,414.36,,,,406.78,402.77,386.25,334.96,,381.19,391.92,401.29,399.28,400.64,404.79,402.36,401.35,392.10,382.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,317.14,304.64,288.24,263.95,219.29,183.22,249.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,350.95,L5
2004-01-03 22:06:54+00:00,398.60,396.27,399.84,387.63,376.33,359.98,368.30,379.07,,,,,,,,372.95,372.62,,,341.85,320.11,313.82,337.33,352.54,350.19,352.15,,,,,,,,,370.49,377.44,380.54,375.97,377.43,377.64,353.97,350.24,364.37,379.32,,,,,,,,380.92,378.92,372.92,380.98,385.62,390.95,393.59,377.31,382.33,378.64,370.79,,,,,,,,351.32,350.58,350.04,346.45,334.75,329.73,320.76,330.93,333.20,342.82,348.47,335.02,,,,,,,,324.62,319.54,316.60,314.97,312.28,309.16,314.06,321.94,316.24,312.61,310.73,319.89,,,,,,,278.59,270.11,256.19,249.09,231.22,215.65,211.68,236.56,256.15,254.60,263.61,267.43,,,,,,,,254.08,258.56,264.32,267.63,,,,,,,,,,,,,,,,,,,,,,,,,283.83,292.69,294.62,,,,,L7
2004-05-26 22:07:09+00:00,421.89,410.82,,,,,,,,314.60,,,,334.58,340.21,354.23,366.00,,,,,,,,,,,,,403.24,396.72,,,,260.43,,,,391.01,,,,,,,,,,,,412.19,418.89,,412.61,412.96,407.04,403.62,,,,,,,,403.20,398.90,403.84,,368.66,344.23,344.31,355.54,352.59,366.92,,,,,,,,,347.43,352.31,367.19,336.24,327.20,346.21,346.82,341.78,331.42,311.01,308.17,337.02,,,,,,,,,,,,,,,,,269.59,263.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,342.35,L7
