dates,satname,nzd0096-0000,nzd0096-0001,nzd0096-0002,nzd0096-0003,nzd0096-0004,nzd0096-0005,nzd0096-0006,nzd0096-0007,nzd0096-0008,nzd0096-0009,nzd0096-0010,nzd0096-0011,nzd0096-0012,nzd0096-0013,nzd0096-0014,nzd0096-0015,nzd0096-0016,nzd0096-0017,nzd0096-0018,nzd0096-0019,nzd0096-0020,nzd0096-0021,nzd0096-0022,nzd0096-0023,nzd0096-0024,nzd0096-0025,nzd0096-0026,nzd0096-0027,nzd0096-0028,nzd0096-0029,nzd0096-0030,nzd0096-0031,nzd0096-0032,nzd0096-0033,nzd0096-0034,nzd0096-0035,nzd0096-0036,nzd0096-0037,nzd0096-0038,nzd0096-0039,nzd0096-0040,nzd0096-0041,nzd0096-0042,nzd0096-0043,nzd0096-0044,nzd0096-0045,nzd0096-0046,nzd0096-0047,nzd0096-0048,nzd0096-0049,nzd0096-0050,nzd0096-0051,nzd0096-0052,nzd0096-0053,nzd0096-0054,nzd0096-0055,nzd0096-0056,nzd0096-0057,nzd0096-0058,nzd0096-0059,nzd0096-0060,nzd0096-0061,nzd0096-0062,nzd0096-0063,nzd0096-0064,nzd0096-0065,nzd0096-0066,nzd0096-0067,nzd0096-0068,nzd0096-0069,nzd0096-0070,nzd0096-0071,nzd0096-0072,nzd0096-0073,nzd0096-0074,nzd0096-0075,nzd0096-0076,nzd0096-0077,nzd0096-0078,nzd0096-0079,nzd0096-0080,nzd0096-0081,nzd0096-0082,nzd0096-0083,nzd0096-0084,nzd0096-0085,nzd0096-0086,nzd0096-0087,nzd0096-0088,nzd0096-0089,nzd0096-0090,nzd0096-0091,nzd0096-0092,nzd0096-0093,nzd0096-0094,nzd0096-0095,nzd0096-0096,nzd0096-0097,nzd0096-0098,nzd0096-0099,nzd0096-0100,nzd0096-0101,nzd0096-0102,nzd0096-0103,nzd0096-0104,nzd0096-0105,nzd0096-0106,nzd0096-0107,nzd0096-0108,nzd0096-0109,nzd0096-0110,nzd0096-0111,nzd0096-0112,nzd0096-0113,nzd0096-0114,nzd0096-0115,nzd0096-0116,nzd0096-0117,nzd0096-0118,nzd0096-0119,nzd0096-0120,nzd0096-0121,nzd0096-0122,nzd0096-0123,nzd0096-0124,nzd0096-0125,nzd0096-0126,nzd0096-0127,nzd0096-0128,nzd0096-0129,nzd0096-0130,nzd0096-0131,nzd0096-0132,nzd0096-0133,nzd0096-0134,nzd0096-0135,nzd0096-0136,nzd0096-0137,nzd0096-0138,nzd0096-0139,nzd0096-0140,nzd0096-0141,nzd0096-0142,nzd0096-0143,nzd0096-0144,nzd0096-0145,nzd0096-0146,nzd0096-0147,nzd0096-0148,nzd0096-0149,nzd0096-0150,nzd0096-0151,nzd0096-0152,nzd0096-0153,nzd0096-0154,nzd0096-0155,nzd0096-0156,nzd0096-0157,nzd0096-0158,nzd0096-0159
2002-01-22 22:00:40+00:00,L7,400.52,400.70,415.01,414.79,409.93,399.70,398.52,396.21,395.61,393.14,394.51,389.55,394.65,390.88,388.39,387.10,384.65,380.23,368.71,367.27,372.52,370.27,376.59,374.70,377.56,370.37,368.09,382.96,377.71,389.13,388.78,387.14,381.23,380.30,388.79,389.26,391.33,393.46,392.70,379.56,383.38,397.79,407.58,412.84,419.64,421.41,416.97,411.96,410.40,405.82,406.57,404.81,407.66,404.38,397.79,394.37,395.91,398.84,395.98,400.49,405.49,406.97,405.01,398.35,397.87,409.21,401.32,392.35,383.84,380.50,381.94,390.61,379.43,364.34,369.12,366.70,362.71,358.65,363.59,368.70,370.11,368.34,365.20,369.06,364.35,363.62,359.99,361.60,359.90,357.51,352.12,349.58,351.83,355.20,346.95,326.70,335.53,337.03,329.10,328.35,328.68,317.83,316.51,315.64,312.24,303.90,281.56,248.94,203.88,,245.15,271.12,280.48,280.81,284.99,,,,,288.52,287.40,290.23,288.87,284.03,286.61,285.51,284.68,279.73,278.85,275.26,263.64,263.38,272.23,282.89,282.71,280.73,282.39,277.23,260.30,274.11,274.15,275.76,271.77,280.24,271.34,290.42,304.47,312.30,312.41,314.28,324.64,327.23,329.99,321.24,305.70,304.49,323.57,327.15,335.65,367.99
2002-02-14 22:06:53+00:00,L7,382.18,377.77,375.75,373.13,375.24,374.18,381.10,376.84,369.98,367.46,360.93,362.85,359.03,353.05,356.11,349.55,339.22,337.58,340.37,345.47,345.56,352.07,346.63,337.28,338.84,341.17,339.02,339.47,336.08,345.36,347.84,356.01,355.08,351.37,350.06,348.55,350.10,354.63,358.45,361.56,360.59,357.37,374.29,377.84,380.08,385.23,382.96,377.07,372.53,374.50,372.12,367.55,371.02,377.20,378.67,380.50,379.47,377.18,373.48,370.19,373.27,374.32,376.30,369.62,361.83,366.84,368.06,365.19,366.92,352.95,346.24,344.55,341.08,310.47,325.47,322.05,324.36,325.37,328.43,333.73,333.45,334.43,331.46,332.72,329.19,332.91,332.79,331.83,326.93,320.02,316.25,310.32,311.90,317.28,321.91,307.72,294.99,294.98,300.56,302.17,290.21,289.88,291.49,280.18,275.77,274.29,255.40,222.32,161.71,,213.15,231.37,239.28,254.58,259.47,260.38,251.87,249.70,254.40,251.71,253.69,258.31,265.76,255.71,256.26,258.41,255.66,251.43,240.15,240.64,235.49,231.39,254.35,265.54,269.18,268.45,259.92,247.73,225.22,237.56,245.08,243.80,241.89,251.04,255.99,263.22,274.74,277.21,279.67,284.27,291.37,295.85,299.15,298.46,292.85,291.58,297.79,307.79,311.53,329.61
2002-03-18 22:06:46+00:00,L7,382.55,368.52,368.66,375.92,372.37,373.66,367.97,365.50,370.38,368.23,357.16,356.16,346.53,344.09,348.97,346.45,343.64,346.55,342.77,344.68,343.25,345.52,342.15,332.86,338.23,337.79,335.17,316.71,326.60,346.30,341.38,,,347.84,358.31,362.35,362.46,351.21,349.67,360.41,358.49,362.60,363.61,373.08,379.34,382.72,378.93,378.95,369.57,373.50,369.79,356.00,361.32,371.66,355.29,376.63,383.67,377.27,367.65,374.72,366.10,368.76,374.01,374.52,364.86,358.02,363.62,368.26,364.05,353.53,348.35,353.97,338.98,317.35,315.27,321.63,318.06,312.93,326.60,335.00,336.82,333.76,335.48,335.13,336.75,334.46,334.86,335.19,329.14,327.11,318.15,318.72,318.77,315.12,322.31,311.61,303.09,303.81,296.42,294.55,299.76,299.25,293.70,288.76,278.52,259.30,248.35,235.34,207.96,215.60,242.67,256.27,249.52,237.39,249.69,260.55,256.61,255.40,258.35,257.89,258.08,256.75,263.99,263.86,261.97,257.22,254.20,253.45,233.32,246.14,,244.77,247.55,265.91,269.78,270.87,273.93,268.47,253.51,244.65,253.61,252.07,,,255.23,260.77,270.79,279.29,299.03,298.99,292.51,297.35,305.78,308.62,294.59,281.21,290.44,310.00,322.90,334.27
2002-05-21 22:06:41+00:00,L7,384.10,370.11,372.23,365.32,360.03,340.26,311.72,314.39,313.64,304.79,289.08,284.17,,343.28,338.26,330.93,,282.42,268.91,268.75,272.56,267.38,285.36,,339.36,229.27,239.22,243.93,235.42,300.54,214.46,230.52,249.15,254.02,249.82,247.14,252.88,243.91,244.15,269.48,347.09,261.55,295.61,273.64,282.81,293.78,,283.33,292.95,278.00,278.38,353.49,345.59,277.20,385.25,378.65,,346.25,,367.55,,369.19,,359.87,364.22,360.60,362.85,,367.87,365.26,353.74,,,338.72,298.26,313.21,282.64,,323.09,330.25,340.15,330.54,328.31,326.33,327.25,327.12,321.52,327.19,325.50,326.71,328.51,323.95,315.98,309.05,,,,294.24,308.02,,225.11,,260.42,264.98,271.80,270.15,249.45,,,239.71,251.92,255.28,262.82,265.41,250.29,235.64,247.08,260.11,258.70,250.90,249.10,256.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,341.78
2002-07-17 22:00:08+00:00,L7,447.53,436.17,407.05,371.82,,,,,,313.08,295.39,289.28,,348.51,356.10,373.19,383.93,,,,283.82,285.17,,355.09,343.08,251.63,260.35,,,411.50,409.14,,,,262.21,253.14,268.31,265.07,293.20,445.14,443.05,420.45,,293.58,292.40,,,,,,439.30,397.17,425.59,430.96,402.05,390.89,384.79,,,146.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-08-09 22:06:10+00:00,L7,376.14,356.28,349.74,348.10,342.97,338.71,321.67,321.67,320.49,321.45,301.74,287.56,278.77,313.10,314.28,319.24,307.86,278.43,272.41,274.26,280.44,276.92,281.12,265.35,271.09,238.28,253.66,261.36,246.93,280.82,258.79,232.49,264.43,257.08,254.54,259.79,262.98,249.82,272.59,283.71,297.32,278.11,296.76,286.55,293.37,299.62,287.74,296.10,295.32,281.09,285.65,251.50,317.17,291.76,282.46,327.42,,330.63,,325.75,321.50,331.94,330.89,326.59,318.01,320.35,323.90,,324.38,315.44,317.19,,286.66,254.13,127.71,127.07,250.83,,273.64,281.87,284.35,290.67,282.87,281.11,276.65,282.19,283.14,283.11,279.19,283.16,274.92,269.08,259.90,264.81,270.74,267.94,265.71,266.24,265.07,265.24,257.70,251.88,248.53,248.49,244.31,,,,,,,190.56,198.70,201.77,208.49,192.18,195.84,202.59,214.30,213.98,209.76,216.62,203.96,208.30,209.85,210.35,213.16,210.79,214.14,210.00,,,214.71,,,,,,149.47,,,173.01,,,,,,,238.39,237.64,,,216.31,,,,,,,307.09
2002-10-21 21:59:36+00:00,L7,367.33,360.81,350.18,346.92,352.44,345.45,337.74,342.03,338.22,335.71,324.74,319.27,313.19,317.62,325.80,323.76,316.43,308.26,292.32,298.44,299.63,296.71,303.37,293.42,295.70,290.77,295.81,298.29,288.25,293.21,292.21,291.23,297.80,301.33,307.73,319.02,316.28,309.31,315.90,316.70,309.63,309.93,322.23,322.32,325.04,328.68,320.01,331.93,329.71,327.51,325.52,313.82,322.08,323.18,315.66,325.02,330.72,345.08,326.23,335.16,334.98,337.16,336.88,335.61,330.80,329.50,327.95,331.17,331.96,325.89,321.22,316.52,296.49,261.69,224.27,188.39,255.49,275.12,282.40,289.33,286.51,293.30,296.33,303.03,297.48,296.88,292.91,291.31,286.86,277.83,276.93,269.02,267.58,270.95,274.39,271.19,273.70,272.49,270.49,271.42,265.02,258.45,252.91,246.02,241.54,,71.18,,,,,190.20,192.87,198.30,200.99,199.89,213.01,210.96,221.91,217.91,212.46,223.53,215.94,217.56,216.92,211.61,207.29,212.09,217.48,220.48,214.68,213.25,214.09,217.83,212.86,214.94,203.02,183.54,147.98,194.51,202.64,186.05,125.49,,216.89,221.69,212.16,228.37,235.88,223.20,227.11,229.74,220.58,226.36,233.16,239.14,252.57,267.48,272.65,304.34
2002-12-31 22:06:20+00:00,L7,398.84,384.41,370.06,364.25,364.68,374.02,367.42,370.12,372.57,367.26,365.61,362.71,363.24,355.91,355.44,341.08,323.05,320.42,335.07,347.77,339.86,312.44,317.16,327.28,333.43,342.82,346.63,344.92,339.28,329.63,316.53,312.70,326.80,342.27,343.43,352.87,361.84,361.75,356.97,356.02,354.71,354.27,353.46,364.52,372.83,383.41,370.36,365.10,374.37,380.67,375.07,359.47,354.94,357.41,363.43,371.00,379.17,381.15,379.83,379.95,372.83,373.91,370.83,366.92,366.05,370.45,369.05,365.55,365.36,348.52,334.22,331.33,337.03,329.92,316.34,333.41,319.19,,,,,,,,,,321.02,317.51,316.46,319.06,316.71,315.70,312.48,310.79,312.06,311.90,310.75,308.16,304.44,295.63,283.83,281.58,280.59,276.35,268.19,251.33,229.26,,,212.27,222.67,241.86,243.33,256.74,268.60,267.39,273.23,260.75,257.35,251.18,245.74,248.91,254.21,254.05,248.10,248.03,251.60,251.84,258.71,255.26,252.60,251.28,244.53,235.44,233.11,240.97,242.00,242.53,220.29,234.32,239.79,227.87,213.42,230.02,247.69,253.20,250.35,253.09,257.00,252.00,252.47,261.12,262.02,263.31,276.49,269.82,272.40,280.41,289.90,320.75
2003-01-25 22:00:18+00:00,L7,422.09,426.50,410.45,383.38,378.04,391.92,391.73,384.65,386.39,385.63,380.17,381.28,377.06,382.77,384.55,381.05,378.08,359.93,346.85,362.89,363.88,352.70,346.23,346.37,353.48,355.90,350.34,362.85,358.93,378.58,372.48,355.99,332.74,360.19,377.60,374.68,371.44,379.41,396.22,396.23,383.96,389.29,385.23,387.10,400.96,415.75,409.46,391.77,394.69,398.35,399.78,389.03,391.78,384.77,383.56,385.35,390.13,396.52,406.61,410.77,404.18,402.94,396.09,394.42,392.82,385.76,391.02,389.62,383.85,379.96,383.14,357.84,349.54,358.11,357.65,351.22,344.52,347.80,353.50,359.59,357.10,358.28,358.39,368.49,372.11,374.83,371.35,357.73,351.40,343.21,337.99,334.96,331.58,332.42,334.43,335.34,335.34,336.73,340.40,334.41,323.66,321.53,313.06,308.54,298.76,282.38,251.68,206.44,,254.41,264.54,272.39,276.59,282.21,286.50,,,,,279.65,280.01,281.60,283.49,281.49,279.06,278.36,274.34,280.94,285.24,285.55,289.44,288.67,279.35,273.90,275.36,263.61,270.88,266.38,240.16,262.00,261.36,261.45,227.99,265.15,263.94,275.39,276.70,275.99,271.91,274.71,284.76,287.89,289.07,286.71,297.72,292.78,298.04,304.16,311.39,349.10
2003-07-28 21:48:28+00:00,L5,,,352.62,354.15,360.25,355.01,375.32,325.39,339.17,342.94,349.33,,334.22,345.61,343.51,343.29,333.75,287.37,266.33,263.29,288.78,276.27,277.39,213.66,230.39,230.39,236.23,283.97,263.76,294.78,271.74,231.91,259.38,271.85,283.22,260.89,284.58,302.24,313.28,322.52,352.79,354.57,363.35,371.24,358.04,326.63,,306.80,299.60,292.25,292.86,272.03,324.75,281.55,275.58,353.35,368.77,373.65,367.33,372.83,367.91,365.04,342.60,338.84,327.63,335.94,330.31,,309.29,327.61,345.68,331.87,,296.54,,256.65,271.53,,,298.41,300.66,316.60,305.63,308.94,312.27,310.61,297.42,282.80,292.22,297.57,294.91,288.99,283.40,291.56,287.61,288.75,282.10,284.74,301.95,309.89,311.09,310.75,293.68,259.15,262.33,269.66,261.86,249.39,235.90,,103.85,148.02,197.52,231.16,251.25,248.41,259.08,252.36,248.83,240.92,252.25,254.35,246.45,221.09,210.52,208.65,221.49,236.74,250.76,257.22,254.03,262.48,257.13,251.70,271.35,270.54,258.94,255.78,225.08,245.68,241.27,256.32,231.18,232.67,238.90,244.82,237.30,,,,,,,,,,,,,
2003-08-13 21:48:45+00:00,L5,392.25,389.78,388.09,371.24,361.89,350.07,330.47,341.56,333.91,328.41,307.00,,356.05,359.97,358.75,352.89,348.53,,283.06,286.16,294.76,293.29,294.56,313.51,302.91,258.05,277.66,315.36,266.77,343.14,344.94,,,,,,,,,,,,,,,,389.25,,,,378.53,370.48,358.00,302.67,264.73,360.64,376.85,383.91,378.73,381.81,384.24,381.81,380.80,373.27,363.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,292.03,284.09,265.64,241.35,200.46,162.67,231.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,322.70
