dates,satname,nzd0412-0000,nzd0412-0001,nzd0412-0002,nzd0412-0003,nzd0412-0004,nzd0412-0005,nzd0412-0006,nzd0412-0007,nzd0412-0008,nzd0412-0009,nzd0412-0010,nzd0412-0011,nzd0412-0012,nzd0412-0013,nzd0412-0014,nzd0412-0015,nzd0412-0016,nzd0412-0017,nzd0412-0018,nzd0412-0019,nzd0412-0020,nzd0412-0021,nzd0412-0022,nzd0412-0023,nzd0412-0024,nzd0412-0025,nzd0412-0026,nzd0412-0027,nzd0412-0028,nzd0412-0029,nzd0412-0030,nzd0412-0031,nzd0412-0032,nzd0412-0033,nzd0412-0034,nzd0412-0035,nzd0412-0036,nzd0412-0037,nzd0412-0038,nzd0412-0039,nzd0412-0040,nzd0412-0041,nzd0412-0042,nzd0412-0043,nzd0412-0044,nzd0412-0045,nzd0412-0046,nzd0412-0047,nzd0412-0048,nzd0412-0049,nzd0412-0050,nzd0412-0051,nzd0412-0052,nzd0412-0053,nzd0412-0054,nzd0412-0055,nzd0412-0056,nzd0412-0057,nzd0412-0058,nzd0412-0059,nzd0412-0060,nzd0412-0061,nzd0412-0062,nzd0412-0063,nzd0412-0064,nzd0412-0065,nzd0412-0066,nzd0412-0067,nzd0412-0068,nzd0412-0069
2000-11-09 21:57:57+00:00,L7,347.97,338.46,330.84,330.57,331.31,331.47,328.50,324.69,316.70,322.33,326.95,329.39,336.18,345.43,344.91,341.82,335.95,337.03,341.22,335.81,333.98,336.25,333.16,337.88,338.08,340.74,342.63,340.01,337.17,336.07,335.65,328.76,328.65,328.12,336.10,334.52,335.15,330.07,333.49,335.72,344.04,352.61,354.75,351.97,344.86,348.29,347.46,355.05,344.11,334.90,321.24,322.59,314.47,310.52,331.84,344.38,319.04,316.13,316.74,319.80,330.11,336.33,338.03,339.94,349.83,342.69,341.78,322.53,319.31,427.33
2000-11-25 21:57:58+00:00,L7,343.48,336.44,331.31,325.41,326.18,318.47,317.36,312.73,314.31,313.75,317.57,323.08,332.56,336.59,337.12,333.50,333.01,335.42,335.99,333.67,337.38,337.78,335.97,333.14,329.49,329.67,332.43,339.65,337.10,334.68,327.48,318.15,320.17,324.25,330.32,332.06,331.87,333.97,338.65,329.87,332.19,335.03,336.61,342.86,340.34,335.24,328.98,332.97,331.95,321.49,313.41,312.16,300.52,300.01,315.20,330.02,303.35,308.08,314.02,311.87,315.43,323.40,317.36,323.97,342.36,,,,,
2001-05-20 21:57:28+00:00,L7,344.35,345.07,335.15,335.61,331.80,324.51,318.35,320.31,312.38,324.87,325.74,328.06,333.50,338.29,338.38,338.06,336.31,334.52,333.59,333.52,336.72,328.48,333.92,336.13,340.06,337.93,339.13,337.15,336.47,338.25,337.21,334.77,329.25,328.58,329.86,329.40,333.85,333.94,335.81,341.72,343.49,347.16,343.40,345.27,345.91,347.04,351.27,356.50,345.68,331.10,323.46,,,320.24,333.23,343.44,320.64,313.75,311.89,316.66,323.12,328.74,331.68,338.52,352.92,345.59,343.45,329.44,326.55,428.65
2001-06-05 21:57:16+00:00,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-07-07 21:57:00+00:00,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,304.45,408.01
2001-09-25 21:56:04+00:00,L7,329.50,324.68,324.27,319.57,318.76,312.25,310.78,308.83,306.44,308.08,312.60,315.23,326.64,330.75,331.77,321.67,318.36,324.17,315.82,319.62,322.19,322.60,327.61,322.68,324.41,320.07,320.67,326.09,320.11,315.21,310.55,306.16,311.47,311.08,315.98,315.71,315.38,315.46,319.33,316.18,323.99,326.75,334.46,332.50,337.71,335.99,325.99,321.43,326.58,307.23,294.24,299.06,290.52,283.02,300.75,313.00,291.25,291.24,288.66,292.37,304.35,304.95,307.54,322.77,327.42,322.38,325.24,312.46,314.66,396.11
2001-12-30 21:56:13+00:00,L7,344.72,342.09,340.35,330.35,325.99,323.20,322.21,312.53,312.21,313.00,312.69,316.15,331.23,337.36,339.65,333.17,334.03,328.48,332.96,332.22,334.04,330.99,324.41,326.54,327.30,332.35,330.70,331.75,327.70,330.99,324.09,321.46,320.20,319.68,315.78,320.71,324.34,328.82,329.17,330.68,330.92,337.45,333.85,338.69,337.93,345.02,341.70,350.68,346.02,328.76,319.20,318.02,308.13,305.39,318.56,333.21,302.98,305.54,306.43,306.39,315.96,323.12,328.41,336.19,350.95,,,,,
2002-02-16 21:56:30+00:00,L7,323.11,313.26,311.42,303.76,295.54,292.23,297.72,310.46,301.85,307.17,,325.87,329.68,328.47,,,322.93,318.56,,,,,320.39,320.06,312.58,313.79,310.13,315.62,312.27,310.39,312.48,312.19,306.03,299.10,300.48,309.56,309.87,316.36,316.95,317.25,320.13,318.00,325.27,321.70,323.14,330.15,329.75,328.56,321.14,304.00,295.36,284.66,288.50,284.08,287.90,303.28,290.35,297.76,288.89,294.28,312.19,316.56,313.69,325.79,335.37,,,,,
2002-03-20 21:56:24+00:00,L7,331.88,319.86,321.05,321.02,,,,,,,,,,,,,,,327.67,323.61,325.34,321.14,321.96,321.64,319.50,317.81,311.00,311.43,314.82,311.01,300.98,303.01,306.79,308.40,308.69,305.85,309.58,304.20,313.99,313.11,322.70,330.26,328.50,330.31,334.73,335.88,332.15,331.74,322.59,309.68,300.65,298.39,284.43,282.38,297.09,305.11,290.77,293.45,289.69,298.52,304.65,318.53,313.66,325.75,332.47,322.75,322.73,311.28,307.32,400.91
2002-05-07 21:56:27+00:00,L7,350.73,330.50,326.95,327.92,331.16,334.26,330.30,328.02,324.42,325.89,327.79,328.55,341.65,351.52,348.96,350.48,341.36,338.40,,,337.02,340.03,339.41,342.48,339.57,332.48,328.39,327.91,326.37,327.59,325.16,317.87,316.30,311.08,316.29,319.65,318.21,322.47,323.59,329.35,333.91,336.67,339.09,341.83,337.20,344.71,332.69,314.87,302.40,288.99,290.51,,,280.99,305.86,316.11,297.89,301.69,303.36,310.23,326.03,333.08,327.45,333.90,344.77,340.48,336.66,322.12,316.02,411.90
2002-10-14 21:55:19+00:00,L7,340.30,334.20,328.51,324.54,327.04,321.87,325.51,324.83,324.33,326.65,329.59,332.88,335.67,343.96,342.80,340.94,336.35,333.94,332.23,337.65,336.42,330.56,326.23,328.11,324.99,328.01,326.30,324.90,322.88,324.71,321.43,326.01,323.86,319.47,317.81,324.41,328.46,330.26,327.81,330.87,331.46,338.11,331.80,338.94,336.18,328.25,333.44,330.34,317.81,311.27,309.08,308.18,304.02,296.68,317.87,322.78,299.36,300.90,306.01,306.48,315.01,320.39,320.52,332.53,346.75,339.46,331.67,316.76,312.43,405.12
2002-10-30 21:55:25+00:00,L7,339.73,334.18,331.05,323.52,325.00,326.09,327.02,326.43,318.45,326.73,328.67,336.87,342.94,350.67,342.72,341.71,338.43,329.26,332.42,334.52,333.49,330.94,340.61,330.37,331.52,330.51,330.06,331.66,331.25,331.27,326.71,319.19,323.60,320.19,321.87,324.66,328.66,329.66,327.94,332.16,331.28,333.57,336.55,342.09,341.30,341.87,341.93,335.67,330.13,316.32,315.48,311.05,303.50,299.93,315.32,325.49,304.63,309.65,310.53,313.07,322.74,323.98,327.36,329.42,347.53,339.90,333.35,317.77,313.21,423.07
2003-04-24 21:56:22+00:00,L7,,,,,,,,,,,,,322.51,335.30,322.14,319.89,333.79,326.15,322.14,309.43,317.00,316.58,320.34,313.94,311.45,,,,242.37,,,131.43,121.62,126.45,130.55,94.41,92.05,118.23,151.66,257.97,,220.33,173.93,162.21,192.95,,,216.19,250.04,275.98,293.95,291.00,289.94,295.14,314.61,323.31,297.85,294.87,295.76,296.11,304.05,311.97,317.61,327.47,,,,,,
2003-05-10 21:56:22+00:00,L7,330.91,328.80,328.29,322.24,317.44,313.26,313.31,303.98,304.89,307.85,311.56,314.92,320.80,323.31,320.87,318.50,316.59,314.61,312.53,319.76,321.06,320.61,323.47,321.08,323.43,327.17,324.63,324.35,323.78,325.53,318.40,311.81,313.72,318.07,321.28,319.18,323.72,327.16,325.48,325.46,329.29,334.25,333.28,339.66,341.51,334.15,333.20,330.31,314.81,306.19,301.60,,,290.24,304.11,311.63,289.87,291.06,296.33,302.28,311.24,314.34,310.39,326.01,337.35,334.90,330.85,308.10,304.64,420.72
2003-07-21 21:44:09+00:00,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,310.17,309.36,311.19,312.30,308.93,308.37,312.75,319.15,333.33,331.42,330.32,320.28,324.88,319.47,317.94,318.53,298.65,,,,,,,,,,,,,,,,329.25,329.38,309.23,312.69,424.31
2003-07-29 21:56:05+00:00,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,333.64,326.42,320.48,317.92,319.18,328.82,328.89,329.12,331.77,333.92,,,,337.50,333.46,323.14,315.20,308.18,301.61,,,303.62,298.59,323.47,305.30,,,,300.71,306.31,310.83,323.73,335.77,337.65,331.65,312.19,307.57,417.32
2003-08-30 21:55:58+00:00,L7,328.02,332.84,331.66,326.93,319.62,319.64,315.19,311.86,,,,326.33,324.41,342.98,339.21,335.24,331.58,327.99,327.11,331.59,331.78,334.74,332.41,,,,332.13,332.36,324.48,324.72,323.07,327.70,321.61,324.27,321.69,320.16,322.63,322.34,,,331.73,334.28,336.13,333.88,332.26,336.24,342.19,340.66,339.97,313.54,311.78,307.45,309.86,,,316.23,300.67,308.29,306.29,305.61,313.22,312.99,315.22,328.87,340.71,340.35,340.45,329.49,326.58,
2003-10-17 21:55:51+00:00,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-11-18 21:56:15+00:00,L7,326.40,315.80,313.44,307.49,306.99,301.35,302.25,299.56,293.73,298.72,310.92,314.06,317.76,,,322.91,327.93,320.80,321.59,313.84,312.60,319.11,320.29,315.03,322.41,322.57,325.41,315.30,,317.27,309.92,312.54,309.01,310.72,311.11,313.67,318.73,313.59,314.94,317.28,316.72,315.75,317.81,,,325.83,317.24,326.42,320.74,305.52,298.49,291.17,281.85,275.69,297.55,306.82,287.91,289.71,,,303.52,306.84,306.05,319.66,,,,,,
2004-04-02 21:46:54+00:00,L5,343.35,337.48,338.00,337.11,335.77,330.27,322.86,325.40,324.61,324.84,329.63,336.73,342.63,352.73,354.21,347.93,344.70,348.28,349.57,345.96,347.34,342.34,341.63,344.17,341.98,341.82,338.92,341.37,348.55,347.36,344.50,339.70,339.91,338.83,338.70,332.57,330.19,326.88,334.67,335.30,338.22,342.38,351.78,355.61,356.63,354.38,348.06,341.52,332.53,325.68,317.22,312.81,314.58,307.94,321.14,334.76,319.12,315.66,319.28,325.04,333.33,335.99,334.69,340.34,353.06,344.93,338.62,324.47,321.35,410.54
2004-04-10 21:56:50+00:00,L7,,,322.97,317.80,318.78,317.93,312.44,316.24,310.83,319.30,321.20,324.22,333.02,340.41,341.40,,,327.45,327.18,321.79,325.47,334.52,331.61,331.99,328.92,328.93,324.36,332.47,326.25,323.19,,,318.63,320.43,320.63,320.71,325.87,323.10,324.66,327.13,330.01,332.96,335.85,340.30,338.19,,,,320.43,306.51,304.81,297.98,299.03,295.93,316.39,325.95,300.80,306.38,302.86,308.84,,,,334.24,344.63,337.73,339.32,322.65,317.40,409.45
2004-05-04 21:47:51+00:00,L5,348.16,348.63,352.80,333.57,330.36,326.39,331.37,330.96,325.48,328.10,343.66,345.44,350.83,360.78,361.21,354.69,358.49,355.67,345.74,344.90,351.20,347.41,349.29,345.44,344.89,348.30,352.03,354.36,352.90,345.32,347.25,343.05,335.77,330.79,329.05,330.20,334.14,339.57,338.89,340.26,345.48,354.82,355.79,356.99,353.35,360.56,359.39,348.91,340.89,317.91,314.04,314.80,308.62,316.46,319.18,336.96,327.96,323.10,323.10,323.90,340.20,345.01,347.30,347.90,357.41,352.20,343.16,328.10,318.29,423.65
2004-05-20 21:48:20+00:00,L5,,,,106.80,,,,,,,162.35,159.31,170.11,169.65,173.59,,,,150.78,144.86,182.24,,,,,,,,,,,,,,,,320.64,321.76,324.50,324.69,325.59,332.77,332.95,338.69,335.24,331.78,334.32,330.51,321.49,306.21,307.23,296.67,307.77,305.12,311.12,329.40,314.32,308.68,310.57,311.16,319.76,320.71,325.88,337.21,341.71,341.45,335.24,322.84,317.55,415.94
2004-06-05 21:48:48+00:00,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,328.86,333.96,337.53,337.22,338.50,339.44,343.20,337.01,338.36,340.45,337.98,332.79,312.43,303.09,306.49,308.41,317.20,324.10,333.53,311.75,305.77,300.10,307.58,317.80,321.16,319.72,332.69,341.42,345.42,341.76,325.42,331.70,425.22
2004-06-21 21:49:16+00:00,L5,300.42,318.41,309.28,311.13,298.99,282.74,289.06,300.05,290.97,290.27,295.81,299.54,314.76,322.29,324.07,303.08,328.56,314.18,315.98,317.17,318.57,325.68,315.31,320.41,325.76,311.36,323.28,313.53,323.94,320.72,,327.49,323.00,318.23,313.98,327.00,325.31,300.07,,325.43,337.49,346.97,333.94,340.93,343.38,334.33,337.82,343.48,319.77,308.80,297.29,309.93,297.91,305.71,317.74,334.28,306.75,306.13,309.74,302.50,320.46,323.99,317.32,332.92,337.06,338.20,342.20,329.75,328.49,415.69
2004-07-07 21:49:44+00:00,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,331.76,339.65,336.93,331.48,311.76,312.44,305.56,307.69,313.74,322.04,325.00,304.52,303.50,296.71,300.93,313.87,323.86,320.25,326.48,336.91,340.36,333.47,323.72,322.48,420.81
2004-08-08 21:50:26+00:00,L5,314.85,316.47,310.15,307.96,309.50,311.82,310.59,308.27,311.87,311.73,308.11,323.32,325.51,333.87,327.65,333.69,327.07,330.81,325.39,322.71,323.92,324.18,331.32,329.42,324.64,324.07,325.74,326.29,317.77,322.94,320.06,323.37,317.69,317.42,321.06,317.30,322.28,321.16,324.61,321.22,327.60,328.08,331.70,335.24,330.32,329.98,335.42,335.21,318.04,312.01,299.72,302.40,307.29,295.05,288.29,307.28,283.69,289.97,283.03,288.87,309.33,315.89,317.43,330.45,340.81,330.91,331.17,322.42,319.17,415.56
2004-09-01 21:56:21+00:00,L7,319.14,318.76,309.56,298.37,306.80,307.30,304.09,299.84,,,311.79,322.84,326.71,334.58,330.93,327.67,325.73,328.23,,,325.85,326.11,327.97,,,324.68,328.23,322.37,319.07,320.80,310.10,317.54,313.96,316.70,321.78,317.29,316.89,312.99,,,323.57,328.01,323.56,329.84,330.33,333.38,332.31,327.21,326.70,307.98,295.58,290.23,290.10,,,302.87,293.10,297.89,303.39,313.92,317.48,321.07,318.96,323.37,335.93,340.71,333.11,319.28,308.17,
2004-09-25 21:51:43+00:00,L5,336.31,336.40,331.23,328.91,330.54,320.19,321.53,322.66,320.76,321.97,334.77,337.48,349.28,353.54,349.62,347.91,347.82,347.87,350.63,346.21,346.84,343.69,344.25,345.71,344.46,340.54,340.69,344.47,349.51,346.98,340.49,338.40,340.07,339.81,334.53,332.55,337.37,335.41,331.16,334.16,333.97,342.32,353.13,358.47,358.79,350.84,343.31,338.79,333.91,309.83,312.66,310.26,303.26,294.23,321.66,336.78,311.40,315.62,319.38,317.88,330.84,337.71,339.67,341.77,353.68,350.52,342.49,326.18,320.42,419.04
2004-10-19 21:56:19+00:00,L7,,315.50,307.95,305.65,310.84,300.09,306.86,300.28,292.25,298.97,309.86,313.48,322.09,325.18,,,328.61,325.83,326.85,326.62,326.01,329.92,323.89,328.22,332.05,330.15,324.99,329.34,325.04,,,311.35,312.02,314.46,320.14,315.91,318.12,312.40,313.60,313.25,313.25,320.35,329.49,325.07,,,326.38,330.18,317.98,295.42,281.07,280.94,291.18,286.13,298.93,316.17,297.04,296.49,292.51,295.48,,,310.05,322.23,333.43,328.30,322.11,300.89,298.46,396.76
2004-10-27 21:52:23+00:00,L5,,,,320.37,321.50,320.88,315.97,316.17,320.31,332.27,334.10,344.01,345.20,344.54,345.94,341.80,335.55,330.85,330.46,335.41,349.72,347.14,343.81,338.30,342.91,343.95,343.00,325.29,326.52,323.80,321.45,318.79,317.27,318.90,323.47,333.30,332.51,330.96,333.50,330.21,335.15,343.36,335.00,334.09,333.56,338.73,338.63,338.37,332.76,315.90,320.12,321.77,308.68,307.26,325.08,340.70,312.20,307.67,308.98,311.50,322.02,326.20,328.61,335.43,342.59,348.92,343.69,,,
2004-11-04 21:56:31+00:00,L7,310.34,305.71,309.56,299.10,301.83,299.55,300.88,,,299.15,310.80,301.94,316.68,320.39,325.37,319.76,320.79,309.65,312.63,303.91,319.83,320.38,313.81,,318.39,317.38,311.59,319.96,318.66,,,,,,,,,,,,,,,,,,,,,,,,,,308.10,321.41,312.27,309.76,313.07,312.70,313.89,323.40,330.12,328.28,346.93,,,,,
2004-11-20 21:56:37+00:00,L7,318.21,321.43,320.63,314.59,313.20,310.35,313.08,309.17,309.67,,,323.12,334.25,337.90,339.75,339.09,336.99,335.88,335.46,335.86,339.21,339.05,339.15,334.91,,,328.18,332.01,332.15,330.36,326.22,327.15,325.80,327.48,327.22,324.74,327.66,334.75,334.04,,,333.68,336.24,344.30,336.38,340.96,343.61,350.14,340.51,323.93,304.59,,,,,,,,,,,,321.58,335.81,349.47,342.44,329.15,,,
2005-01-15 21:53:45+00:00,L5,320.90,318.80,319.00,315.36,318.16,316.57,313.31,317.14,317.75,319.91,326.05,321.49,327.12,332.85,332.62,328.80,328.08,329.45,334.19,340.28,343.51,341.19,344.40,343.85,339.45,337.55,324.40,321.50,324.93,322.00,316.48,315.78,316.38,322.77,326.54,326.91,327.99,335.20,333.24,335.13,337.13,327.63,334.30,335.94,331.86,328.38,327.93,323.23,323.81,311.48,301.49,302.68,298.89,311.61,328.26,322.97,307.01,306.10,299.70,299.16,309.08,311.20,311.87,327.07,342.32,338.02,333.43,321.62,314.51,423.92
