,dates,per0147-0000,per0147-0001,per0147-0002,per0147-0003,per0147-0004,per0147-0005,per0147-0006,per0147-0007,per0147-0008,per0147-0009,per0147-0010,per0147-0011,per0147-0012,per0147-0013,per0147-0014,per0147-0015,per0147-0016,per0147-0017,per0147-0018,per0147-0019,per0147-0020,per0147-0021,per0147-0022,per0147-0023,per0147-0024,per0147-0025,per0147-0026,per0147-0027,per0147-0028,per0147-0029,per0147-0030
76,1995-09-03 14:13:28+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,1995-10-21 14:10:58+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,1995-11-22 14:10:38+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,1996-03-29 14:19:13+00:00,,,,160.45524567768348,,,,,,,265.0079977100965,,,,,,154.7865782475425,148.29711009646277,140.38491322825155,,,,,,,,,,,,
80,1996-05-16 14:22:06+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,1996-06-01 14:23:00+00:00,,,,127.57062044339338,,,243.3238903152959,,,,,,,,,,,181.41552612887264,108.32173335151288,,319.2275698932425,,,,,,,,,,
82,1996-07-03 14:24:43+00:00,,,266.5760490050576,,,378.1795780132351,292.3278817527063,,,,297.0293658640238,,357.5943235727455,,,,,,,,286.71898804195115,,,,,,,,,,
83,1996-07-19 14:25:34+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,1996-08-20 14:27:14+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,1996-11-08 14:31:26+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,1996-11-15 14:37:56+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,1996-12-26 14:33:42+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,1997-01-18 14:40:58+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,1997-03-16 14:37:10+00:00,,172.78786172507935,,,337.3079592970948,,325.86874997030054,,194.74136691753557,,,,,,,,173.2923250363715,,115.37635165267892,,,,,,,23.30249972109349,,,,,
90,1997-04-01 14:37:46+00:00,,,,,,,351.62343250970497,,,,,,,,,,,,,,,,,,,,,,,,
91,1997-07-06 14:41:07+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,1997-07-22 14:41:40+00:00,,177.83827351716744,,,,,,136.38067997808668,,,,,,,262.13718123523023,,,,,,,,,,,,,,,,
93,1997-10-10 14:44:04+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,1997-11-11 14:44:54+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,1998-03-10 14:53:39+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,1998-03-19 14:47:36+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,1998-04-04 14:47:48+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,1998-04-11 14:54:04+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,1998-04-27 14:54:16+00:00,,,,,,,,,,,,,,,,,202.54352861602558,,,,,,,,,,,,,,
100,1998-06-23 14:48:54+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,1998-11-30 14:49:56+00:00,,,,,,,,,,,,,,,,,,159.03060769911477,,235.80178552333118,175.4563965099484,,220.44840439252837,,,,,,,,
102,1999-01-01 14:50:02+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,1999-01-08 14:56:10+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,1999-01-17 14:49:56+00:00,145.84263100321832,,,145.29969277088856,,,,149.68658976123845,,,322.6507764858627,,,229.91384445937499,,359.8352687412095,,,,,,,,,,,,,,,
105,1999-01-24 14:56:10+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,1999-02-02 14:50:03+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,1999-02-18 14:50:12+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,1999-03-06 14:50:05+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,1999-03-22 14:49:51+00:00,138.7606782005027,115.65513606558417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,1999-04-07 14:49:38+00:00,102.43891401871014,95.29868088962361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,1999-04-14 14:55:51+00:00,91.08269894976229,93.53323457440688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,1999-04-23 14:49:40+00:00,,,,125.64182004338858,,,,,,,,,390.6581538368385,258.7019058997424,223.0807152240231,340.6882718157704,,,,128.22256221353183,,,,,,,,,,,
113,1999-05-09 14:49:33+00:00,102.53284356078237,97.4740961629658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,1999-05-16 14:55:35+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,1999-05-25 14:49:08+00:00,59.23713225863394,59.48988485517132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,1999-06-01 14:55:13+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,1999-06-26 14:48:48+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,1999-07-28 14:48:39+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,1999-09-30 14:47:28+00:00,,,,128.42836535114847,,,383.76725327852597,,202.55037836578668,,359.4095828575352,389.0951546599816,,,,,,,,112.94869043650607,155.31561230434636,144.81146103351657,183.10715101385856,,,,,,379.60630562331613,,
120,1999-10-08 15:03:59+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,1999-10-24 15:03:48+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,1999-11-17 14:46:33+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,1999-11-25 15:03:43+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,1999-12-02 15:09:56+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,-3.332498768974185,,,,,
125,1999-12-03 14:46:05+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,1999-12-11 15:03:53+00:00,,,,,,,,,,,,,,,,,,,,,,0.25601718234915083,8.117143160947656,11.949307196195672,6.0308464855607875,6.828159978002082,1.8326073053294305,,,,
127,2000-01-04 14:46:01+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,2000-03-16 15:03:31+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,2000-03-31 14:51:32+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,2000-04-01 15:03:27+00:00,,,,,,,,,,,,,,,,,,,-7.34917531863141,3.6178469504195783,3.9205084119712375,3.156423898304718,24.28654513382575,28.205253344785604,13.431314192107848,10.534244752344538,-1.0047703234484233,-5.675973439639422,,,
131,2000-04-08 15:09:31+00:00,,,,,,,,,,,,,,,,,,,11.16215196629926,8.26369706483216,11.793788156093246,24.137624374645824,19.30930183921817,31.347801776958512,4.726999209513522,15.198956565753422,12.135804243818379,,,,
132,2000-04-25 14:46:07+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,2000-05-03 15:03:12+00:00,,,,,,,,,,,,,,,,,,,-1.4261652956147604,12.790426740734244,21.366410147713683,20.101199609450692,32.58736840730317,32.11518214525413,4.30723881119265,2.597981259660571,-2.9203808092243633,-3.6418610597480945,,,
134,2000-05-10 15:09:15+00:00,,,,,,,,,,,,,,,,,,,17.81976511186477,8.378342581543517,12.424374798212044,32.748121332361805,22.579236181165903,37.544469811271966,5.56806151152195,22.017402840677807,19.467009725529245,16.40659955928945,,,
135,2000-05-11 14:46:40+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,2000-06-04 15:02:49+00:00,,,,,,,414.4082411014382,,174.48623164926718,413.1944143604282,,,,,,,,,,,,,,,,,,,,,
137,2000-06-12 14:47:15+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,2000-07-06 15:02:32+00:00,,,,,,,,,,,332.19888531195573,366.3182944539313,308.3462280938131,,,,,,,,,,,,,,,,,,
139,2000-07-14 14:47:57+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,2000-08-07 15:02:02+00:00,,,,,,377.6678606982339,,,206.7071652504754,377.6319167825128,,367.3053586912843,322.77762657899547,,,,,,,,,,,,,,,,409.29186071093056,,
141,2000-08-15 14:48:35+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,2000-08-31 14:48:56+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,2000-10-10 15:01:17+00:00,,,,,,407.23218773237784,,,,,,,,,,,,,,,,,,,,,,,,,
144,2000-10-18 14:49:32+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,2000-10-26 15:01:15+00:00,,,,,,,,,,,,,,,,,,,16.59703692499735,31.852836164347732,32.53030192454029,28.94304044280669,46.28343950205803,44.50212972993412,12.455425285104633,6.228875614655092,4.559772407137796,-0.21006841607879068,,,-9.164085021367814
146,2000-11-18 15:07:27+00:00,,,,,,,,,,,,,,,,,,,10.703069631094639,16.887907319606796,28.721297734552596,62.02094546846594,65.83677155932286,60.54865935533653,30.804728007496074,28.454804794548732,22.54754845057704,21.7286002171083,,,7.097480648023015
147,2000-11-19 14:50:00+00:00,,,,,,,,,,,,,,,,,,,-0.694656344812759,5.996596265494392,19.706319471470273,56.61247134446355,54.127751209116255,49.96048525753917,24.665177832692,29.285092935171566,24.33862497424111,35.42969508923427,,,7.860369719866503
148,2000-12-13 15:01:20+00:00,,,,,,,,,,,,,,,223.95365615753775,,,,,,,,32.61776784430449,,,,,,271.3068440052187,228.68541410687365,
149,2001-01-30 15:01:27+00:00,,,,,,,,,,,,,,222.02588289058613,,,,,5.048483582708055,3.8613773883097435,9.894596994423647,20.56315230544237,21.84313730831091,21.902996262087868,17.222901599461622,18.903038439337227,11.388363430318618,5.6014096582175,,,
150,2001-02-07 14:50:58+00:00,,,,,,,,,,,,,,,,,,,,,,3.534656805074704,25.50921031786966,19.941544990857395,8.008420452684707,10.186672069234367,,,,,
151,2001-02-15 15:01:22+00:00,,,,,,,,,,,,,,,,,,,1.2269264407726588,4.303014278663122,16.674597338199135,18.104468194704324,27.17642586329438,24.24329403698516,21.84037940223811,17.280165913057466,12.86463939977129,8.094768676052018,6.327517411222661,-0.5428670456529934,
152,2001-03-03 15:01:17+00:00,,,,,,,,,,,,,,,,,,,10.308506746969114,,,,,,,,,,,,
153,2001-03-10 15:07:27+00:00,,,,,,,,,,,,,,,,,,,-7.367576938512345,4.07673656701718,10.982730292902637,7.992974950692462,19.602628509533677,27.227607599739475,15.039189478654176,11.245819284017987,1.381737193771281,-9.484481639140874,,,
154,2001-03-18 14:57:16+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,2001-03-19 15:01:09+00:00,,,,,,,,,,,,,,,,,,,9.499689003222553,20.82097469323299,21.672576037612398,19.56099515439984,32.61229406110631,32.29619597273233,25.710769463451076,23.12736905865762,17.298068936810417,15.137173268711926,13.73078774284184,6.919424798432192,4.307349247437959
156,2001-03-27 14:51:06+00:00,,,,,,,,,,,,,,,,,,,,-1.5583076985443045,8.998809144152059,15.41213958617297,16.558599934123045,23.146522446289836,,,,,,,
157,2001-04-03 14:57:08+00:00,,,,,,,,,,,,,,,,,,,,15.266094955096438,29.374206447593725,30.88963325547219,35.297663639633974,39.45345951303685,23.00088828534475,21.870367559879334,18.072416868080097,19.800104158044128,16.61695170884184,14.293375304886364,10.826674762857683
158,2001-04-04 15:00:59+00:00,,,,,,,,,,,,,,,,,,,6.7913521996420405,12.257570377663306,27.903825199901775,26.314518424565264,38.67415225380527,39.08689669767472,24.528971804085106,23.380480020122015,18.154781935103376,18.071478539459996,14.938250248239413,13.224237617447617,11.919928188359687
159,2001-04-11 15:07:14+00:00,,,,,,,,,,,,,,,,,,,,,21.1953683657526,36.83583036314724,32.92046179975353,33.420726922606754,15.923678154667016,30.28892767128024,30.16230561395033,30.903836057907128,26.127056735325617,9.497700516060533,
160,2001-04-12 14:51:13+00:00,,,,,,,,,,,,,,,,,,,,,18.18331160306888,32.200736548011434,25.94241537653742,33.48338795388161,22.58609485923097,28.038772372831765,28.860855067823078,21.553087112150603,18.938898286535142,,
161,2001-04-20 15:01:03+00:00,,,,,,,,,,,,,,,,,,,,,14.432402703939037,18.319096437924593,31.75215374469496,28.816843624359375,19.034264344957784,15.328579751099733,16.3041152785936,7.639321403114549,2.9071697950149282,-1.8673827419426123,-4.480403967475435
162,2001-04-28 14:51:06+00:00,,,,,,,,,,,,,,,,,,,,,,,31.85704014213847,27.57250818618605,,,,,,,
163,2001-05-06 15:00:59+00:00,,,,,,,400.8492616340379,,,394.61427410761814,,,,,,,,,,,,,,,,,,,,,7.812956605877803
164,2001-05-22 15:00:47+00:00,,,,,,,,172.2401622124675,224.8782290213454,,311.49971718407556,337.0756271598977,,,,,,,,40.835005931407295,,,,,,,,,,,
165,2001-05-30 14:51:16+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,2001-06-15 14:51:17+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,2001-06-23 15:00:21+00:00,,,,,,,405.54995233687504,,195.6250656059206,,406.8337556282821,,327.17291064043314,,,,,,,,,,,,,,,,,,
168,2001-07-01 14:51:19+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,2001-07-09 15:00:19+00:00,,,236.5237435952309,,,,,,220.9590431117061,,,,355.60779798401734,,266.1302596729448,,,,,,,,,,,,,,,,
170,2001-07-25 15:00:11+00:00,,,,,,,,,,,413.5620867066639,,,,294.5697896135618,,,,,,,,,,,,,,,,
171,2001-08-18 14:51:14+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,2001-10-05 14:50:52+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,2001-10-29 14:59:14+00:00,,,,,,,,188.23473617582704,,,,,,,,,,,,2.0937127563232476,15.181623927079528,15.224724350525577,30.29441570038879,39.39244110515414,15.373550872906215,16.199981016338057,16.685367021181076,8.33015181719119,10.452494547636903,4.660220182146894,4.170213842936054
174,2001-11-14 14:59:26+00:00,,,220.07220032535082,,,,,,,,,,,,,,,,0.5067832159719057,11.849151462068303,20.1814566940849,10.379078937945117,40.11245103402472,41.25813868536167,15.25501145583322,8.256237247076575,12.666181915783975,7.237369903342266,8.441147091752548,8.093776871793105,6.788827541922961
175,2001-11-21 15:05:39+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,2001-11-22 14:50:29+00:00,,,,,,,,,,,,,,,,,,,,,,,,,15.595463435890444,19.60328113978237,17.142461168187324,9.283931775136303,12.226086095866862,4.02467442159759,0.720502688746222
177,2002-01-08 15:05:52+00:00,,,,,,,,,,,,,,,,,,,,0.7029981912971603,,,,,,,,,,,
178,2002-01-09 14:50:00+00:00,,,,,,,,,,,,,,,,,,,,,,,-1.711722836917344,12.191202340153016,,,25.58577804079939,,-6.83055717956635,-7.097188959334012,
179,2002-01-17 14:59:45+00:00,,,,,,,,,,,,,,,,,,,0.8580547825674825,5.115713386930723,12.644155939030986,11.826632670675504,7.8358336132841595,4.531363734973731,12.715935216045217,32.25253499229553,30.725690147606326,27.946416404685408,22.119240765120505,13.310459687612326,7.766293566988993
180,2002-01-25 14:49:54+00:00,,,,,,,,,,,,,,,,,,,,,,,,,-2.3503669708465327,13.42018669362713,10.147167270031966,5.968462882927238,6.365211351563563,-3.28330196523929,-5.680572781868237
181,2002-02-09 15:06:02+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,2002-02-10 14:49:36+00:00,,,,,,,,,,,,,,,,,,,,,-1.965056174139863,-1.976056875283037,10.11584728084828,17.630336844881032,-3.0989527079892873,7.717862552793202,7.524000320902202,5.086061576564779,4.709579752641149,-1.1422762765391,7.295185067267793
183,2002-02-18 14:59:47+00:00,,,,,,,,,,,,,,,,,,,7.626594647951999,14.82374748276059,16.83928738228256,17.936481419840376,28.10987577772945,28.292944832173067,11.989843325065495,41.00023124232454,37.87487222383056,37.65573699865418,33.41293387213168,28.574606659983058,23.883044111251994
184,2002-02-26 14:49:14+00:00,,,,,,,,,,,,,,,,,,160.65801376757432,,,,,,,,,,,,,
185,2002-03-06 14:59:52+00:00,,,,,,,,,,,,,,,,,,,,2.3201268886428577,11.74503200747842,22.7848222357984,17.62588127889056,29.019283906492337,-6.336970548706582,15.16271590907146,19.650709305406004,14.650307514994488,14.679362531629382,8.973624396435882,15.670922729222532
186,2002-03-13 15:06:01+00:00,,,,,,,,,,,,,,,,,,,19.627211730772075,28.469762029078915,30.419701281601704,33.18472995878785,43.27863930805272,47.880889518286544,,45.420914470260655,38.00317064219384,38.8330559154194,38.78140435216254,36.42501523454469,31.600002283881803
187,2002-03-29 15:05:56+00:00,,,,,,,,,,,,,,,,,,,,,6.90638454850606,8.733206894557295,17.808670265389736,27.518369166422353,-3.0808908249919003,16.523873804886456,19.321011501297498,17.00360305550766,14.089514007605164,10.462816101359913,11.553559068435847
188,2002-04-07 14:59:45+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189,2002-04-15 14:48:32+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190,2002-05-09 14:59:45+00:00,,,,,,,,,,,,,,,,,,,-4.205446527010437,10.309557629079638,9.763836105813027,16.93339636874987,26.40992013960609,22.89641603668243,2.6142050659356815,23.011343904317826,26.96321843536903,24.434803780567417,23.273977111193506,17.057240085875073,19.79171185534449
191,2002-07-12 14:59:20+00:00,,,,,,,,,,390.89056726133094,392.7393596416966,324.3926171252867,,,,,,,268.8256385314557,,,,,,,,,,,,
192,2002-07-28 14:59:11+00:00,72.20373048148994,,,,,408.09594359077346,414.88886367798466,,259.24186493334645,389.40628887915267,404.47736455415867,,,,,,204.76048490002339,,276.7061285718022,,,,,,,,,,,,
193,2002-09-30 14:58:40+00:00,,44.187660811772254,,,,,409.20030605639334,,,,,,,,,,168.93910447689075,197.80252576033115,387.10869997544967,,,,,,,,,,,,
194,2002-11-01 14:58:46+00:00,,,,,,,,,,395.58724174019505,,,,,,,,,389.370225864573,,,,,,,,,,,,
195,2002-11-17 14:58:58+00:00,,,,,309.8749142422103,,398.4381692636451,,,393.28126459159813,404.3378649912972,305.2693954752149,,,,,,,392.78494237704825,,,,,-5.202839994347444,,,,,,,
196,2003-01-04 14:59:16+00:00,,,253.59424400119298,,,,384.72050209725603,,,391.64620881784157,383.48582768438723,,,,,,,,396.3333363070176,,,,,,,,,,,,
197,2003-01-27 15:05:37+00:00,,,,,307.3580950129305,,353.41452506390766,,,383.00558521704414,,,,,,,,,171.10114965871657,,,,,,,,,,,,
198,2003-02-05 14:59:34+00:00,,,,,,,,,,,,,,,,334.24498573053353,,,,,,,,,,,,,,,
