dates,nzd0179-0000,nzd0179-0001,nzd0179-0002,nzd0179-0003,nzd0179-0004,nzd0179-0005,nzd0179-0006,nzd0179-0007,nzd0179-0008,nzd0179-0009,nzd0179-0010,nzd0179-0011,nzd0179-0012,nzd0179-0013,nzd0179-0014,nzd0179-0015,nzd0179-0016,nzd0179-0017,nzd0179-0018,nzd0179-0019,nzd0179-0020,nzd0179-0021,nzd0179-0022,nzd0179-0023,nzd0179-0024,nzd0179-0025,nzd0179-0026,nzd0179-0027,nzd0179-0028,nzd0179-0029,satname
2003-08-30 21:54:22+00:00,,,354.97,345.85,350.69,362.73,362.62,365.09,367.74,369.40,368.72,357.42,357.63,354.13,363.33,364.42,362.35,366.90,368.26,365.84,361.17,365.76,356.86,347.70,358.79,363.88,373.15,379.58,381.12,388.47,L7
2003-09-07 21:43:00+00:00,,,,,,,,368.80,377.19,376.26,375.54,367.38,370.24,370.03,379.87,369.37,371.99,372.42,368.08,362.72,355.10,360.09,348.50,351.02,356.56,373.32,373.38,369.67,,,L5
2003-10-17 21:53:51+00:00,,,,,,,,,,,,,359.23,362.72,359.68,359.99,367.20,361.33,363.29,363.75,361.03,360.37,348.34,348.93,349.49,360.91,365.11,368.19,376.19,376.76,L7
2003-10-25 21:44:04+00:00,330.12,333.71,338.52,345.10,352.44,361.80,373.35,374.10,378.81,383.48,379.63,373.25,368.11,365.08,363.36,371.17,368.38,370.48,374.27,366.74,364.67,366.20,356.24,349.08,353.22,362.74,368.79,373.55,376.30,383.76,L5
2003-11-18 21:54:15+00:00,,337.31,345.28,348.71,353.85,362.79,362.54,366.87,363.32,370.75,370.31,362.38,360.53,355.86,356.96,359.44,364.38,365.87,,,,,,,,361.31,,372.05,370.71,374.96,L7
2003-12-04 21:54:19+00:00,331.27,342.86,349.37,351.19,356.53,364.81,366.57,367.94,370.96,377.96,373.61,367.55,362.06,357.80,364.47,363.70,366.13,365.93,368.07,364.97,358.62,364.69,345.85,351.91,351.62,361.68,361.71,362.66,366.11,375.09,L7
2004-02-06 21:54:44+00:00,,,,357.91,352.96,365.79,365.60,367.75,370.46,373.18,372.45,362.57,361.90,358.55,359.66,364.25,366.30,367.56,365.90,362.77,361.21,361.81,354.04,345.46,350.00,357.88,361.23,363.50,369.38,380.18,L7
2004-03-01 21:45:02+00:00,,,,320.99,357.74,373.91,375.67,375.44,375.41,382.31,379.39,369.51,365.83,362.18,365.70,370.50,370.48,375.91,369.72,365.52,362.15,363.58,352.30,352.32,357.05,350.29,368.13,376.18,373.91,375.01,L5
2004-03-09 21:55:15+00:00,,,,,355.36,354.35,352.47,355.95,355.52,358.69,357.87,350.38,346.82,342.47,347.29,349.08,350.29,353.95,358.15,354.55,352.44,357.74,348.70,350.60,354.70,359.95,362.62,366.84,381.51,,L7
2004-03-17 21:44:44+00:00,345.52,347.14,351.68,354.64,362.16,368.94,369.79,370.62,369.65,375.32,373.93,366.56,365.29,360.51,362.15,367.58,367.78,373.67,368.17,363.22,360.23,365.94,354.49,353.02,357.13,368.10,367.71,369.67,370.47,379.95,L5
2004-03-25 21:54:54+00:00,359.92,346.49,349.80,348.30,356.59,367.82,,,,,,356.86,361.86,363.58,364.92,367.62,370.17,371.80,369.36,367.09,364.25,365.15,,,,,,,374.31,388.97,L7
2004-04-02 21:45:18+00:00,352.15,359.73,360.60,367.44,369.29,375.02,382.19,377.57,380.76,384.28,379.48,376.94,368.35,365.89,366.91,373.88,374.58,374.14,379.01,363.73,363.98,366.66,357.33,352.16,354.14,366.63,367.12,366.70,368.61,375.31,L5
2004-04-18 21:45:49+00:00,349.41,347.79,345.67,351.14,359.16,368.31,374.50,369.46,372.38,376.33,376.70,369.53,363.76,362.07,362.33,367.91,367.91,369.11,372.40,366.42,365.98,368.93,357.59,353.45,360.71,365.53,365.34,363.77,364.61,376.93,L5
2004-05-12 21:54:49+00:00,340.50,342.14,343.35,352.71,354.23,367.17,374.12,371.62,372.89,379.12,375.91,370.21,365.39,361.13,364.93,367.78,,,,,,,,,,,,,,381.31,L7
2004-05-20 21:46:20+00:00,354.38,351.07,347.32,352.78,358.13,365.71,371.44,377.26,377.23,384.95,380.28,373.42,367.41,368.57,370.26,367.94,373.33,368.96,371.00,370.24,369.41,369.88,357.53,355.10,353.25,364.07,368.29,372.23,376.61,379.52,L5
2004-05-28 21:55:11+00:00,,,,355.10,363.26,369.27,375.02,375.47,375.36,379.91,378.90,370.64,368.27,362.49,368.02,369.07,371.05,374.81,373.21,366.71,363.74,370.25,356.28,357.65,362.53,368.48,370.84,372.92,377.36,382.82,L7
2004-06-21 21:47:16+00:00,358.72,353.96,353.17,359.34,365.31,377.53,377.23,374.28,376.48,383.70,378.89,373.87,368.77,367.54,402.45,392.40,384.89,372.97,377.65,368.59,363.15,363.69,354.39,348.44,351.77,362.58,367.67,369.05,374.61,383.75,L5
2004-07-07 21:47:45+00:00,360.76,359.73,359.55,362.19,370.43,374.65,377.90,381.00,379.40,385.29,380.66,374.25,371.49,367.65,366.62,367.67,374.90,372.09,371.55,368.06,366.15,366.17,356.78,356.31,358.11,359.82,,,,,L5
2004-07-23 21:48:09+00:00,360.81,356.44,349.93,358.91,367.77,374.24,378.85,374.34,378.65,384.05,378.50,374.46,377.37,372.76,378.09,376.71,380.39,376.36,382.14,374.57,372.14,374.77,360.65,357.32,364.28,366.87,372.91,376.45,381.89,391.86,L5
2004-08-16 21:54:50+00:00,343.61,337.44,336.91,341.49,341.55,350.51,351.20,350.80,356.34,360.25,361.62,352.58,343.87,346.26,343.86,353.62,350.20,355.82,350.37,346.00,349.56,346.14,340.85,334.66,341.78,351.70,350.90,351.00,353.29,360.09,L7
2004-09-25 21:50:07+00:00,348.10,349.55,349.96,352.31,360.53,365.96,378.43,375.81,379.37,385.18,382.40,374.25,366.55,366.90,365.96,372.09,372.39,375.04,378.58,363.96,365.96,370.16,359.43,359.66,362.62,371.07,368.69,366.32,366.57,417.69,L5
2004-10-27 21:50:23+00:00,351.96,338.72,339.86,340.32,353.70,367.00,364.36,370.06,375.11,377.98,375.81,385.13,367.53,363.36,362.64,370.73,367.22,374.04,369.58,364.74,357.68,362.93,356.66,356.88,356.08,361.19,364.08,367.71,369.77,381.80,L5
2004-11-04 21:54:55+00:00,347.09,340.59,342.16,349.80,353.31,359.44,364.79,358.61,365.39,369.56,369.42,366.88,351.91,360.49,357.00,358.24,361.16,359.40,362.75,356.69,359.29,359.41,349.38,351.56,351.02,359.35,361.70,363.27,371.91,374.67,L7
2005-01-15 21:52:09+00:00,378.82,362.55,361.02,367.67,370.44,374.78,383.60,379.19,385.46,385.45,381.71,375.14,372.46,369.89,371.91,377.10,374.30,379.63,381.37,372.36,372.28,374.16,376.66,369.27,369.45,372.37,376.98,382.25,389.80,401.06,L5
2005-02-08 21:55:35+00:00,325.36,329.21,329.53,335.51,341.11,346.30,351.57,349.00,352.16,354.61,,,,,,,,,,,,,,,342.62,353.49,353.96,353.08,359.19,362.05,L7
2005-02-24 21:55:41+00:00,343.25,338.41,344.40,347.37,353.84,362.54,363.87,368.94,365.99,372.26,369.81,358.30,361.16,,,,,,,,355.04,362.05,351.17,346.40,350.85,357.11,359.99,364.92,368.35,378.44,L7
2005-04-13 21:55:36+00:00,345.73,,,,,,371.47,369.76,367.05,378.09,367.60,360.73,360.65,351.99,361.71,361.05,363.45,365.44,367.61,362.89,365.69,364.71,357.94,356.80,356.51,363.72,374.21,,,,L7
2005-04-21 21:53:10+00:00,362.66,359.92,364.69,363.04,371.99,378.22,378.94,379.53,380.22,383.50,384.63,374.10,374.94,366.76,372.90,377.24,378.29,384.14,379.81,379.24,376.94,381.34,364.07,358.13,364.82,372.48,372.58,372.00,371.12,374.05,L5
2005-05-23 21:53:00+00:00,350.47,349.23,349.78,355.67,358.09,368.20,369.54,371.32,372.80,378.43,378.92,372.54,373.83,367.17,370.91,374.95,376.54,380.72,375.33,376.37,373.99,380.04,370.86,360.82,362.20,368.97,372.61,373.94,374.72,378.81,L5
2005-05-31 21:55:35+00:00,359.63,354.22,352.13,358.42,360.90,,,,,,,380.86,368.80,,,,,,,372.12,365.87,386.08,,,,,,,381.55,,L7
2005-06-08 21:53:33+00:00,362.79,354.14,351.90,363.29,365.05,372.97,381.67,376.45,384.47,383.04,382.20,379.31,377.90,378.91,377.74,383.48,383.19,385.66,389.76,376.86,376.83,378.31,379.58,367.65,372.03,378.08,379.26,383.42,389.98,387.87,L5
2005-08-03 21:55:25+00:00,340.51,341.32,,,,,,369.93,371.92,373.22,373.19,365.91,361.68,358.95,356.45,367.78,366.80,372.77,368.30,359.52,363.20,363.37,357.21,351.65,351.45,358.25,,,,,L7
2005-08-19 21:55:20+00:00,351.12,338.28,341.75,347.83,350.80,359.62,361.94,364.22,364.79,369.67,370.82,360.98,356.55,356.02,355.85,364.46,363.67,368.95,365.54,362.50,361.70,366.18,355.39,354.04,353.72,360.06,360.97,363.57,365.40,371.22,L7
2005-10-06 21:55:01+00:00,,,,,,,,,,,,,,363.28,,,,,,,,,,,,362.60,367.01,370.05,377.26,382.41,L7
2005-10-30 21:53:39+00:00,341.61,339.79,354.83,358.37,367.81,371.61,374.37,371.99,375.75,379.64,377.05,368.19,364.16,358.81,362.65,364.30,367.42,372.50,368.28,365.43,362.92,367.16,355.12,356.26,357.43,366.01,364.38,363.73,367.49,,L5
2005-12-09 21:55:38+00:00,343.97,339.90,341.34,344.46,,,,,,,,,,,,,,,,,,,,,,354.84,355.18,358.06,359.14,370.66,L7
2006-02-19 21:56:39+00:00,351.21,341.31,344.46,350.37,352.87,361.74,365.81,364.74,365.06,370.35,374.75,371.66,364.28,364.93,365.73,368.75,370.18,372.54,378.30,369.99,368.51,374.38,370.64,363.12,363.53,366.00,368.45,370.05,376.23,395.81,L5
2006-03-31 21:56:06+00:00,353.90,340.00,340.82,345.65,346.52,357.67,358.48,356.08,363.75,363.76,,,,,,,,,,,,,,,351.24,359.19,358.59,364.48,370.72,387.82,L7
2006-04-08 21:57:12+00:00,348.32,345.77,347.23,352.40,359.04,365.13,372.28,372.41,376.56,383.42,378.36,374.27,366.68,365.87,369.27,374.40,376.26,375.73,379.81,372.14,373.59,378.02,363.95,362.83,364.63,375.20,366.39,365.30,371.74,,L5
2006-05-26 21:57:54+00:00,,,,,,,,,,,,,,,,,,,,341.21,,,,,,,,,,,L5
2006-06-19 21:56:00+00:00,,,345.22,345.75,350.76,356.86,355.58,357.79,362.22,365.78,365.29,355.06,353.13,351.94,352.76,356.43,354.53,358.07,359.60,356.44,354.77,357.95,351.58,347.11,350.89,355.96,355.69,358.60,369.75,378.31,L7
2006-06-27 21:58:48+00:00,364.30,349.78,350.55,357.81,355.13,369.86,373.65,372.50,377.18,374.71,375.32,365.34,369.18,365.68,366.16,374.62,374.29,379.13,379.23,371.16,371.17,373.51,373.37,359.86,358.91,363.54,366.99,378.57,390.66,401.06,L5
2006-07-05 21:55:30+00:00,337.59,336.82,340.26,343.29,351.37,359.59,362.85,365.86,367.45,368.54,370.36,361.13,358.48,353.39,354.41,365.14,363.98,372.02,365.71,359.35,359.82,362.23,356.31,354.80,357.92,365.80,364.73,366.95,380.46,,L7
2006-07-13 21:59:02+00:00,369.95,353.57,356.57,356.74,360.83,372.01,372.89,378.23,371.86,379.19,375.17,371.65,366.70,363.78,366.37,367.73,374.79,371.96,371.79,371.02,368.19,372.87,365.50,366.87,366.12,363.14,369.90,382.18,393.50,402.72,L5
2006-07-21 21:55:45+00:00,337.44,335.65,341.24,,,,,370.18,361.38,367.69,365.59,360.39,354.83,351.52,354.78,357.99,362.68,363.07,363.63,359.59,356.70,365.17,351.04,357.07,359.09,,,,,,L7
2006-08-22 21:55:41+00:00,333.47,327.63,333.74,334.50,,,,,,377.87,362.96,356.14,350.87,349.93,351.17,354.06,356.87,358.14,358.87,357.21,355.28,356.42,347.39,365.53,,,,,,375.51,L7
2006-09-15 21:59:51+00:00,,,,,,,,,,389.70,371.72,368.12,355.86,354.33,356.88,358.95,356.72,358.11,358.60,360.84,363.36,361.03,353.00,348.64,362.01,365.13,364.86,373.05,379.85,381.31,L5
2006-09-23 21:55:06+00:00,336.24,338.50,338.51,347.43,349.52,359.31,364.29,361.33,365.70,369.44,369.33,368.24,356.34,360.79,361.88,359.57,370.77,366.55,366.71,365.13,363.98,366.77,362.43,359.21,362.13,367.29,368.92,376.83,384.39,383.42,L7
2006-10-09 21:55:24+00:00,346.62,340.94,340.35,,,,,,,380.57,363.11,361.29,353.53,358.27,355.31,360.85,362.26,362.56,366.77,363.69,,,,,,,,,,,L7
2006-11-26 21:56:05+00:00,,,342.65,343.98,354.17,361.23,362.23,364.36,363.25,369.05,362.65,358.05,362.90,351.00,360.96,360.70,366.84,365.99,366.56,363.38,361.77,363.95,357.03,357.65,358.52,359.73,363.42,369.94,381.27,385.43,L7
2007-01-05 22:00:52+00:00,,,,,362.89,368.37,369.63,375.30,372.64,380.21,380.41,367.69,370.61,365.69,366.03,375.67,376.87,383.88,377.37,377.30,382.23,382.76,,,,,,,,,L5
2007-01-29 21:55:57+00:00,336.78,340.67,339.43,,,,,,,390.24,360.81,354.83,352.82,350.08,350.92,353.92,359.35,361.11,359.87,358.09,357.16,366.35,353.78,,354.37,,,,,,L7
2007-02-15 21:54:49+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,433.03,L5
2007-03-02 21:56:07+00:00,346.64,342.67,343.73,346.11,350.60,360.22,363.05,363.58,368.59,374.01,371.62,366.23,359.10,362.55,360.17,362.67,368.63,364.10,369.68,364.56,364.45,370.74,364.58,363.58,368.54,370.49,371.87,374.51,380.88,394.15,L7
2007-03-18 21:56:09+00:00,339.89,337.47,341.41,345.19,348.84,359.24,360.69,359.49,362.66,366.55,367.88,356.14,357.01,353.69,356.13,363.16,359.59,364.68,362.66,359.95,357.45,361.09,360.32,355.19,361.68,364.96,364.24,370.29,375.93,388.41,L7
2007-04-19 21:56:31+00:00,358.37,354.29,350.02,355.35,356.26,,,,,,,382.25,364.77,353.29,363.75,364.81,371.71,370.46,369.73,368.55,367.97,391.63,,,,,,,389.11,398.70,L7
2007-05-05 21:56:27+00:00,354.74,348.57,348.06,352.94,354.09,364.03,369.15,362.08,371.48,368.93,,,,,,,,,,,,,,,362.68,363.25,362.73,370.76,382.11,397.64,L7
2007-06-22 21:55:53+00:00,,,,,,,,380.79,384.13,385.70,381.99,375.89,372.26,366.87,365.69,367.38,366.33,372.29,377.99,365.91,363.72,359.75,350.88,340.29,358.38,371.83,369.30,379.35,391.91,378.75,L7
2007-09-10 21:55:27+00:00,308.67,322.28,,,,,,,,,,,,,340.90,350.09,353.15,353.93,356.10,349.91,350.82,352.50,343.33,344.06,348.04,357.57,362.39,370.68,384.44,376.42,L7
2007-09-18 21:58:42+00:00,327.96,332.15,342.07,345.88,350.47,363.12,364.53,364.78,365.11,371.83,372.47,366.75,366.55,363.69,364.52,368.85,373.51,376.39,371.74,371.38,371.86,373.58,364.90,361.87,362.91,369.71,377.23,384.48,396.74,404.56,L5
2007-09-26 21:55:23+00:00,306.09,328.13,329.80,332.24,337.59,343.22,348.41,344.81,349.46,,,,,,,,,,,,,,,,350.90,359.42,360.73,366.96,377.05,379.44,L7
2007-10-28 21:55:58+00:00,323.20,326.55,330.03,338.48,343.07,354.24,358.88,357.52,366.66,362.23,370.83,359.11,355.46,359.44,360.10,362.25,357.06,363.24,365.60,367.20,360.07,367.42,359.25,353.66,360.35,366.48,373.89,383.81,397.30,406.68,L7
2007-12-31 21:55:59+00:00,,,,,,378.85,367.09,371.51,367.39,375.08,373.48,367.52,362.68,361.83,362.32,363.32,371.00,369.39,370.57,369.38,365.83,377.67,367.03,363.06,367.07,369.79,369.51,368.33,,,L7
2008-02-01 21:56:21+00:00,339.25,340.20,341.56,348.57,357.47,364.93,365.64,364.45,363.85,368.65,369.14,355.90,359.22,355.21,356.50,361.67,362.67,368.18,364.77,361.62,362.86,363.84,362.47,358.46,360.74,366.57,365.80,367.12,370.79,,L7
2008-03-04 21:55:48+00:00,,,,,,,327.10,,,,,,,,,,,,,,,341.52,364.47,363.31,362.05,347.45,345.37,,,,L7
2008-05-07 21:56:04+00:00,344.01,338.76,339.42,346.03,348.43,356.15,357.02,354.43,360.02,366.65,366.43,354.15,355.56,346.64,357.31,359.70,356.44,361.68,364.92,362.75,356.92,362.70,356.01,355.24,352.83,355.23,355.39,365.65,367.60,385.53,L7
2008-06-08 21:55:50+00:00,370.73,355.67,355.23,358.48,369.09,378.49,371.46,376.47,372.76,382.33,386.51,377.35,370.73,364.88,,,,,,,,,,366.00,369.09,364.97,373.48,373.69,387.50,,L7
2008-08-27 21:55:06+00:00,355.08,331.44,342.51,350.56,353.93,360.99,365.04,360.83,362.63,368.11,366.01,,,,,,,,,,,,,358.28,356.83,367.32,365.55,373.94,,,L7
2008-09-12 21:54:33+00:00,,,,,,,,352.95,361.04,362.31,362.18,364.54,351.54,352.67,351.06,361.32,363.47,371.50,369.27,359.78,368.09,364.23,365.73,367.56,367.60,376.54,385.48,381.60,,,L7
2008-10-14 21:54:18+00:00,,,,,345.94,353.68,354.54,351.49,351.61,356.11,357.34,346.00,347.31,,,,,,,,,,352.27,353.80,350.30,,,,,,L7
2008-12-09 21:49:42+00:00,345.87,348.53,349.19,352.10,358.76,362.86,366.42,362.75,362.38,366.75,365.89,357.70,355.26,352.24,353.93,362.10,365.98,367.83,366.70,360.75,363.67,371.95,360.85,365.03,367.44,378.03,379.33,378.00,384.58,393.82,L5
2008-12-25 21:50:10+00:00,354.75,351.00,353.41,361.81,367.97,377.89,378.83,374.95,377.10,378.12,380.15,370.64,366.19,365.77,366.57,376.13,372.95,380.48,378.22,377.64,379.67,381.83,374.42,378.28,377.63,383.60,383.36,389.44,397.80,395.52,L5
2009-03-23 21:56:15+00:00,343.92,343.93,344.70,348.27,353.35,361.39,362.79,358.62,361.75,,,,,,,,,,,,,,,,370.09,377.78,368.96,375.16,379.04,,L7
2009-04-08 21:55:56+00:00,341.96,332.98,334.64,338.39,342.61,349.08,352.82,347.13,350.85,354.05,352.68,348.51,345.66,341.10,346.36,349.37,350.69,358.09,359.18,356.29,355.03,358.33,355.54,352.72,356.38,359.09,357.26,360.94,370.06,372.60,L7
2009-05-10 21:56:03+00:00,339.30,336.46,338.65,337.64,346.95,355.09,354.06,,,,,,,,,,,,,,,,,,,,356.56,362.11,370.98,380.97,L7
2009-07-13 21:56:21+00:00,343.90,336.09,338.74,,,,,367.96,362.33,371.37,364.42,362.85,361.59,356.40,363.22,362.04,369.23,364.60,365.99,362.10,362.85,364.50,354.25,354.90,358.93,,,,,,L7
2009-10-17 21:56:13+00:00,,334.78,339.99,341.69,347.97,355.59,357.51,357.64,356.48,362.41,361.43,356.83,350.57,353.20,349.95,355.43,360.48,362.48,365.51,359.12,359.18,365.20,357.74,356.10,,,,,,,L7
2009-11-26 21:56:28+00:00,355.68,350.96,352.62,360.45,363.11,370.57,375.09,369.55,379.62,378.57,378.58,371.58,366.56,368.04,365.12,378.32,375.21,382.03,382.17,379.82,381.11,383.39,379.60,376.60,379.94,386.96,379.95,377.12,379.98,383.10,L5
2009-12-20 21:57:07+00:00,357.97,,,,,,,,,,,,,,,370.27,365.58,375.62,371.57,370.54,369.12,371.05,377.13,366.55,366.15,366.45,364.93,368.79,375.28,380.97,L7
2010-01-05 21:57:24+00:00,363.45,344.88,348.42,350.15,356.30,367.43,367.76,371.02,368.08,376.11,370.52,364.50,367.58,358.38,367.19,367.74,374.65,374.90,372.01,373.62,371.47,376.76,373.70,370.88,377.81,368.82,374.33,376.08,385.81,393.71,L7
2010-01-13 21:56:25+00:00,343.60,344.05,343.59,351.07,360.96,365.49,368.90,369.29,369.71,376.29,370.69,368.05,363.57,359.85,363.56,368.50,376.42,375.95,382.56,370.29,377.48,380.71,372.50,376.55,373.06,377.11,374.08,369.98,370.90,377.17,L5
2010-02-06 21:57:27+00:00,344.23,337.92,336.27,340.26,348.78,357.10,359.46,361.85,359.63,368.34,363.67,357.09,356.70,352.39,357.63,358.97,366.86,368.25,366.16,365.52,364.01,370.75,362.35,361.79,364.76,,,,,,L7
2010-03-26 21:57:49+00:00,,,359.75,351.88,359.41,365.25,369.59,369.49,370.29,374.53,372.72,366.26,363.35,362.18,364.66,373.28,375.02,380.04,381.63,375.11,377.88,382.42,368.15,372.24,370.76,377.40,367.51,367.91,373.48,384.59,L7
2010-04-27 21:57:49+00:00,343.39,345.35,345.11,347.93,353.78,,,,,,,,382.87,363.97,366.91,373.49,373.73,382.31,379.53,391.05,385.57,,,,,,,,375.53,384.90,L7
2010-05-13 21:57:45+00:00,338.64,332.61,335.71,340.20,,,,,,368.11,364.51,353.43,354.87,350.61,354.23,357.53,362.68,365.18,364.24,361.93,359.99,365.37,358.93,364.09,,,,,362.05,379.38,L7
