dates,nzd0514-0000,nzd0514-0001,nzd0514-0002,nzd0514-0003,nzd0514-0004,nzd0514-0005,nzd0514-0006,nzd0514-0007,nzd0514-0008,nzd0514-0009,nzd0514-0010,nzd0514-0011,nzd0514-0012,nzd0514-0013,nzd0514-0014,nzd0514-0015,nzd0514-0016,nzd0514-0017,nzd0514-0018,nzd0514-0019,nzd0514-0020,nzd0514-0021,nzd0514-0022,nzd0514-0023,nzd0514-0024,nzd0514-0025,nzd0514-0026,nzd0514-0027,nzd0514-0028,nzd0514-0029,nzd0514-0030,nzd0514-0031,nzd0514-0032,nzd0514-0033,nzd0514-0034,nzd0514-0035,nzd0514-0036,nzd0514-0037,nzd0514-0038,nzd0514-0039,nzd0514-0040,nzd0514-0041,nzd0514-0042,nzd0514-0043,nzd0514-0044,nzd0514-0045,nzd0514-0046,nzd0514-0047,nzd0514-0048,nzd0514-0049,satname
2000-06-25 22:06:19+00:00,297.75,294.02,,351.94,348.79,345.09,342.94,347.87,355.52,353.02,,331.10,343.75,336.89,346.32,342.11,349.45,347.21,343.64,338.81,338.60,335.17,354.48,360.70,358.58,359.18,359.43,358.50,344.50,349.26,339.89,332.10,324.48,327.20,330.11,333.34,323.15,320.77,317.38,309.37,311.90,327.26,327.59,338.41,337.65,325.76,318.66,333.51,345.52,342.99,L7
2000-07-27 22:05:48+00:00,292.26,298.79,316.23,333.41,334.91,340.77,336.62,336.68,330.02,340.82,341.17,326.83,330.80,329.13,331.58,325.41,328.52,329.48,332.26,325.74,334.02,334.68,344.04,340.71,340.12,343.91,360.08,368.66,361.57,347.25,334.46,327.63,328.60,332.46,322.96,322.57,320.93,315.26,311.09,306.33,309.02,314.93,313.13,319.71,328.10,326.29,322.64,324.70,337.52,338.25,L7
2000-09-20 22:11:14+00:00,316.73,309.75,325.30,332.22,323.83,319.83,318.16,318.37,322.18,340.84,342.57,,328.01,324.87,320.98,319.46,319.41,321.05,328.07,326.81,330.49,320.82,328.63,331.50,333.01,348.73,357.27,352.76,346.22,344.98,334.55,330.46,326.53,327.66,325.31,320.14,320.00,309.58,305.14,297.01,295.60,304.96,308.94,317.52,320.49,313.59,313.24,314.88,313.75,319.12,L7
2000-10-22 22:11:02+00:00,315.02,313.91,326.62,334.15,328.21,330.80,323.51,328.83,331.82,339.42,333.77,329.38,333.57,329.35,324.54,324.66,324.00,330.71,327.20,333.75,333.81,333.10,344.78,341.06,340.48,354.18,356.83,349.17,343.55,340.72,330.93,330.55,327.63,331.24,332.63,331.53,329.18,317.88,311.22,301.37,304.21,315.81,317.32,322.03,326.98,326.86,,,,,L7
2000-12-18 22:05:01+00:00,,,,336.03,337.29,335.72,322.39,323.05,324.92,333.35,333.74,324.38,331.93,331.65,324.30,325.21,331.37,332.51,332.34,329.32,326.86,332.76,339.02,338.54,336.26,339.06,348.28,346.85,340.64,340.22,335.36,328.36,322.79,329.77,325.95,322.26,319.86,315.71,309.56,309.92,310.44,305.80,307.73,311.28,314.95,313.76,314.14,315.02,315.11,324.62,L7
2001-01-03 22:05:00+00:00,335.43,342.58,347.07,348.05,350.50,344.40,332.85,335.77,341.00,349.04,346.65,341.54,343.33,334.25,336.86,339.05,339.19,343.31,345.11,339.83,342.77,348.67,349.32,350.11,351.92,346.56,355.90,360.36,357.65,348.41,340.86,336.03,333.92,335.03,336.31,327.19,325.66,319.17,314.78,316.55,321.11,322.30,317.65,322.93,328.69,322.03,325.25,327.62,329.05,337.39,L7
2001-02-27 22:11:06+00:00,342.73,349.52,359.20,363.93,355.76,354.86,343.39,347.82,356.79,367.62,356.52,349.06,354.40,354.03,346.11,342.50,355.29,,,,,,,,,,,,,,,,,,,,,,,324.53,322.05,328.91,331.97,338.32,340.07,337.17,335.89,330.26,327.88,339.46,L7
2001-04-16 22:10:54+00:00,320.03,331.88,329.03,345.77,340.32,339.69,335.07,338.25,342.47,348.23,341.38,331.94,331.70,333.03,338.29,339.04,340.86,334.99,338.30,342.70,345.42,345.52,346.09,348.68,349.76,349.46,359.67,349.11,350.67,343.85,332.09,329.13,331.05,330.30,336.01,334.70,327.98,320.68,315.91,317.03,313.29,317.18,319.82,326.04,331.64,324.63,317.70,315.66,320.38,331.01,L7
2001-05-02 22:10:51+00:00,318.35,340.10,348.76,355.30,355.75,349.68,338.46,344.80,345.91,350.94,342.60,338.49,346.57,342.85,342.74,343.85,348.55,348.55,349.41,349.30,348.94,342.68,353.21,357.18,357.70,358.35,357.10,361.86,360.31,356.63,338.03,337.76,337.69,334.11,342.11,341.18,339.87,327.97,326.87,329.30,327.72,329.53,329.11,333.45,330.99,331.61,324.10,327.08,335.45,344.60,L7
2001-06-19 22:10:17+00:00,,,,,,,,,,,,,,,,,,,349.56,347.18,336.20,343.69,345.07,352.53,354.01,349.54,338.52,357.75,345.27,338.89,318.81,329.84,318.95,315.36,320.94,327.05,315.60,,,295.08,305.69,307.14,305.79,309.57,,309.97,315.66,314.95,330.88,,L7
2001-06-28 22:03:56+00:00,309.13,,,,325.84,333.95,324.42,326.26,338.40,348.22,339.63,335.90,335.46,329.62,330.42,325.37,334.51,341.06,336.03,333.24,,,,,,,,,,,,,,,,,,,,,,,,320.22,324.33,310.67,314.87,308.39,338.14,357.22,L7
2001-08-15 22:03:26+00:00,322.22,325.24,339.14,346.23,339.73,340.81,333.58,334.73,333.64,343.80,324.80,320.65,332.69,332.21,336.13,339.77,340.98,342.63,337.84,324.66,322.49,329.30,342.45,350.38,345.45,336.72,332.18,342.87,347.14,334.34,316.67,320.89,319.60,326.23,322.51,314.72,315.05,309.41,300.01,292.28,298.36,305.54,313.20,323.30,327.09,324.74,330.70,324.21,324.91,332.35,L7
2001-08-31 22:03:17+00:00,,,,,349.03,350.00,353.01,351.42,358.18,363.95,356.75,,,352.67,335.01,327.09,330.47,338.11,338.68,339.23,339.57,329.55,338.21,358.42,368.05,365.13,364.24,358.83,349.14,350.05,335.10,325.71,324.98,331.67,330.52,313.33,304.52,303.42,301.78,312.94,313.67,309.09,298.77,322.62,,327.59,321.37,309.89,321.46,,L7
2002-01-29 22:09:33+00:00,354.05,344.78,339.59,341.29,339.93,334.85,333.16,317.60,333.62,333.39,326.41,328.84,337.46,330.60,321.69,319.56,327.89,322.06,322.22,319.61,326.08,333.57,333.81,341.55,347.25,346.30,354.38,358.15,350.43,343.71,339.95,325.49,326.96,325.02,328.91,330.13,321.74,319.24,306.33,308.20,315.13,317.65,331.57,338.61,334.56,338.43,343.20,337.91,336.56,331.63,L7
2002-03-11 22:03:31+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,341.48,,,,,L7
2002-03-18 22:09:33+00:00,327.92,344.62,346.84,348.82,346.91,345.81,329.71,325.98,326.82,329.03,313.97,317.82,323.09,322.38,318.86,324.33,321.10,317.94,319.03,321.65,322.98,327.05,327.25,332.66,332.38,339.36,345.56,341.14,336.75,324.37,322.69,318.87,315.74,317.88,313.64,310.57,318.89,312.36,295.76,303.64,303.42,308.18,318.99,329.50,330.05,328.69,328.27,324.92,329.51,331.97,L7
2002-04-12 22:03:25+00:00,352.90,349.62,347.58,348.24,347.05,340.03,332.37,331.06,327.75,328.00,312.31,317.06,323.11,320.80,314.71,319.70,330.49,321.36,312.67,326.08,332.69,330.66,330.00,330.26,341.99,341.85,331.79,339.22,341.80,332.66,326.01,321.54,322.25,329.24,334.18,324.43,321.42,315.81,305.16,304.85,304.93,316.34,325.46,334.68,342.39,342.87,334.83,326.95,331.81,332.37,L7
2002-05-05 22:09:37+00:00,324.24,343.35,353.75,349.85,346.64,336.90,323.93,322.56,313.58,320.98,321.29,316.13,320.97,320.36,314.11,314.32,314.58,318.83,320.78,314.65,321.43,325.55,319.57,326.86,329.01,329.25,336.09,340.25,328.07,324.48,316.67,306.03,308.49,309.08,313.60,316.14,312.32,306.66,300.42,293.01,299.55,302.32,312.78,311.38,317.00,310.10,308.12,297.45,309.00,306.35,L7
2002-05-14 22:03:19+00:00,330.73,342.25,347.92,351.41,346.96,342.90,331.96,326.94,330.42,327.64,323.66,323.25,329.17,323.75,310.65,311.92,329.56,326.27,316.06,314.40,314.89,321.82,321.92,324.09,322.16,316.18,323.37,329.08,,,,,300.40,,,,,,,,313.21,318.11,,,,,,,310.32,,L7
2002-05-30 22:03:13+00:00,329.77,333.82,338.59,340.77,336.82,339.55,334.74,331.92,327.50,332.16,332.21,328.56,334.69,328.16,336.00,340.29,330.36,319.34,320.07,329.70,332.62,327.44,338.64,331.95,345.15,335.85,339.73,346.77,338.89,333.52,331.84,328.00,321.07,320.80,324.43,319.78,321.85,316.49,316.00,319.56,322.45,321.95,333.69,344.14,338.45,336.93,343.50,349.82,342.50,333.51,L7
2002-06-15 22:03:07+00:00,286.05,,,338.95,332.98,,324.82,322.63,316.62,331.05,,,334.82,323.34,327.19,325.54,317.99,302.70,308.66,325.35,334.42,336.55,345.06,332.31,328.42,320.27,323.95,331.16,329.53,343.87,326.91,317.71,315.40,312.40,329.92,336.64,335.30,319.44,311.31,315.20,310.20,324.04,331.75,339.48,336.20,330.80,331.25,324.71,329.28,334.42,L7
2002-06-22 22:09:15+00:00,302.68,332.81,342.73,347.89,350.42,342.77,338.97,336.78,333.23,337.31,,331.06,340.49,333.25,324.46,336.27,338.75,310.45,315.44,326.84,339.70,346.00,347.85,343.48,339.99,335.22,334.49,333.58,345.66,351.10,341.24,319.70,317.67,324.54,328.62,343.41,345.27,330.37,321.86,323.56,324.90,328.61,339.18,345.97,342.16,338.94,336.22,334.68,337.62,336.05,L7
2002-09-10 22:08:43+00:00,333.34,329.33,328.74,332.41,333.45,329.99,318.91,320.65,329.25,328.26,320.70,315.80,321.33,321.45,320.22,318.64,315.86,315.03,319.55,323.37,317.61,321.95,321.69,321.44,322.30,328.36,338.45,344.89,346.25,341.00,329.88,326.67,325.90,323.42,328.73,327.04,329.28,327.07,314.48,315.80,308.91,315.12,326.92,334.91,336.00,342.84,336.89,332.15,333.05,330.38,L7
2003-02-01 22:09:21+00:00,340.88,323.79,323.64,328.25,334.62,336.62,335.28,333.26,334.27,330.22,323.04,315.62,325.49,330.20,323.33,323.22,330.69,325.41,319.72,326.74,322.88,322.23,328.37,327.97,333.66,340.14,349.58,351.39,348.43,341.11,332.28,336.51,335.81,341.07,351.51,348.32,341.10,333.44,324.15,327.68,339.86,345.73,347.71,349.80,349.86,358.52,356.90,338.76,336.70,332.98,L7
2003-08-05 22:02:59+00:00,323.72,338.65,344.34,348.25,347.11,347.20,337.20,,,,,,,,331.46,336.88,333.43,334.95,337.23,339.13,340.75,336.51,343.70,345.40,340.83,342.52,346.54,356.70,348.13,344.94,334.02,,,,,,331.30,321.79,318.39,323.02,325.31,328.50,326.44,333.37,335.60,330.34,325.44,320.82,331.99,329.95,L7
2003-08-12 22:09:11+00:00,377.41,355.08,350.13,,,,,,,,,,,327.18,327.56,331.46,339.72,333.34,327.41,337.12,342.73,341.74,341.11,355.73,354.23,344.51,354.61,358.58,,,,,,,,,324.51,326.42,317.61,322.10,323.47,330.72,,,337.37,,338.93,333.31,,,L7
2003-08-13 21:51:32+00:00,361.52,347.59,352.10,352.72,349.28,343.67,338.32,340.84,343.20,344.74,337.29,334.84,336.74,331.87,326.40,335.24,340.62,331.51,329.03,335.98,339.32,340.78,348.09,356.09,352.56,347.54,358.19,361.86,358.78,340.38,333.21,326.48,330.26,336.74,335.87,331.24,330.03,325.97,318.02,322.30,327.72,370.07,,,,,342.20,336.71,342.46,355.13,L5
2003-08-29 21:51:49+00:00,358.16,354.30,353.89,343.10,340.91,328.54,328.16,333.70,342.22,337.65,334.53,330.20,328.54,330.15,321.84,329.67,334.20,329.95,327.14,332.64,331.44,341.91,343.73,346.51,354.70,345.44,352.09,359.96,352.98,338.70,336.10,331.51,329.65,329.95,331.08,330.47,332.44,327.66,318.01,321.24,327.60,327.76,342.48,350.10,341.06,342.86,356.19,331.33,335.03,334.00,L5
2003-10-07 21:58:35+00:00,340.59,343.48,347.91,352.39,345.40,341.98,333.49,339.19,348.10,350.01,344.51,346.30,348.27,344.58,336.48,336.93,342.02,342.15,343.84,335.78,339.16,346.26,351.80,349.11,351.03,353.21,357.03,360.36,356.21,347.32,345.21,342.32,341.67,339.51,338.61,337.07,333.54,326.23,321.13,329.37,329.66,337.17,349.00,351.31,345.62,345.40,342.45,344.30,344.35,354.16,L5
2003-10-15 22:08:58+00:00,,330.47,344.64,346.07,343.20,333.06,322.82,329.62,334.82,341.63,334.30,333.80,339.48,334.90,324.58,324.26,330.29,,,,,,,,,,,,,,,,,,,,,324.31,316.18,320.41,,,,,,,,336.84,340.87,341.45,L7
2003-10-31 22:09:12+00:00,,,,,,318.88,310.65,318.74,323.75,327.65,317.83,316.79,320.91,315.73,313.06,308.65,317.33,317.35,315.66,313.22,,,,,,,,,,318.47,317.71,313.60,314.49,320.85,311.43,311.31,315.12,309.16,308.56,307.83,306.37,318.12,,,,,,,,324.61,L7
2003-11-16 22:09:23+00:00,,,,,,319.42,308.34,312.71,315.23,320.16,310.68,302.44,311.53,309.72,304.64,304.03,306.50,310.96,313.38,313.13,,,,,,,,,,310.25,309.53,306.34,308.50,309.09,304.57,302.40,303.39,299.57,298.37,301.34,298.17,307.87,,,,,,,316.25,306.02,L7
2003-11-17 21:52:57+00:00,331.59,337.24,353.62,350.29,354.16,352.03,336.07,338.23,343.30,352.13,335.69,329.76,335.69,333.16,332.24,327.75,326.66,329.95,331.35,334.45,340.75,332.80,341.10,346.73,349.63,355.02,353.63,360.19,355.07,347.28,340.06,340.87,335.06,329.85,324.60,322.63,319.95,315.40,311.56,317.76,323.15,330.20,334.77,347.97,354.99,348.72,346.40,351.34,355.73,356.45,L5
2003-12-10 21:59:17+00:00,,,352.77,356.64,350.10,352.92,341.74,334.16,340.70,344.14,334.60,319.04,329.15,329.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L5
2003-12-26 21:59:30+00:00,332.41,328.01,341.67,342.68,339.93,340.54,330.51,324.17,331.87,345.81,340.01,336.29,339.49,335.88,329.17,333.54,334.91,333.34,331.96,336.83,335.74,339.53,338.64,327.20,330.32,328.80,340.68,344.89,333.94,330.69,324.13,318.53,317.28,321.67,324.92,325.16,323.67,317.93,317.51,322.79,325.43,333.00,341.04,329.69,318.37,320.23,326.80,319.33,315.49,324.87,L5
2003-12-27 22:03:30+00:00,326.35,336.73,348.75,350.17,345.56,348.37,330.12,321.67,331.92,,,,,,,333.38,331.14,327.18,326.08,331.24,328.76,330.80,338.86,339.78,336.46,335.60,343.38,349.61,340.64,335.89,324.56,319.60,315.97,,,,,317.52,306.52,316.52,322.55,322.94,334.25,332.27,322.97,326.09,330.52,324.73,327.17,329.83,L7
2004-01-27 21:59:38+00:00,343.80,345.74,353.65,358.59,362.00,357.59,345.12,337.27,356.10,367.20,349.76,348.98,359.05,349.13,348.70,347.42,348.44,334.01,340.76,338.39,345.35,350.29,355.99,359.99,350.95,356.99,362.63,367.83,371.43,359.88,352.06,345.06,332.06,343.78,348.79,349.41,349.98,340.23,325.48,,,,,,,,,,,,L5
2004-03-31 21:59:59+00:00,331.70,336.06,350.23,353.27,351.48,347.11,333.27,334.46,342.34,355.64,346.86,336.10,338.31,337.07,341.37,345.37,339.41,339.36,338.17,332.49,333.67,339.81,336.64,337.22,341.68,344.30,344.54,353.50,348.57,339.90,331.43,332.44,328.25,326.70,331.35,330.35,325.95,319.52,312.06,316.02,319.51,318.90,321.16,331.30,333.52,327.65,325.66,323.88,329.84,342.76,L5
2004-04-08 22:10:00+00:00,343.13,340.46,349.30,357.02,349.57,,,,,,,,,,,319.79,334.01,339.86,339.96,344.12,345.95,345.03,345.43,347.84,355.36,357.13,362.32,362.00,355.71,350.59,,,,,,,,316.51,314.89,317.71,324.28,328.77,338.26,341.80,339.04,338.52,339.12,334.71,341.15,,L7
2004-04-24 22:09:55+00:00,,,,357.32,350.54,353.30,343.26,349.67,354.66,356.08,348.50,341.56,352.99,345.65,341.29,344.66,344.84,348.53,344.89,,,,,,,,,351.97,359.56,350.92,345.41,343.72,336.13,338.13,339.21,336.00,336.67,330.99,327.55,335.23,326.28,,,,,,,332.79,344.40,349.54,L7
2004-04-25 21:54:35+00:00,342.26,359.40,359.94,362.64,361.60,358.10,350.87,355.34,358.84,366.24,355.73,348.08,355.11,353.23,348.31,338.22,338.79,343.27,341.55,336.50,346.64,349.70,347.63,351.23,350.68,352.61,362.33,365.59,362.01,358.97,354.35,349.59,344.49,339.62,344.99,339.30,343.86,327.74,328.21,331.90,322.42,322.18,337.84,340.99,341.43,335.38,338.64,336.73,342.57,352.43,L5
2004-05-02 22:00:57+00:00,,,,,,,,,,384.87,,,,,338.66,314.30,356.04,,,,,,,,,,,,,,,,,,,320.93,334.09,322.85,328.85,329.87,324.55,325.70,,,,,,,,,L5
2004-05-03 22:03:47+00:00,336.36,342.96,348.74,353.87,347.07,348.02,345.60,343.60,350.66,351.39,340.36,334.45,337.80,338.66,331.16,335.10,336.84,341.42,,,,,,,338.54,349.50,357.51,360.55,354.86,352.29,341.49,338.30,336.62,328.15,329.81,333.67,333.85,327.80,,,,,,,,,,,,,L7
2004-05-18 22:01:26+00:00,350.49,349.86,355.70,359.50,355.21,351.58,347.18,346.31,349.41,351.73,347.07,342.62,339.06,341.66,337.03,343.19,348.48,340.52,347.55,345.61,343.10,344.94,356.36,357.93,357.80,357.77,366.81,373.78,356.35,352.05,345.43,337.10,344.14,328.54,334.58,345.08,337.86,332.70,327.23,326.77,328.06,331.71,343.86,348.14,346.06,352.00,348.41,346.28,342.33,346.11,L5
2004-05-19 22:03:47+00:00,,,,,,,,,,,,,,,,335.43,340.34,337.97,339.54,342.37,335.09,338.16,352.18,355.09,354.03,348.03,356.97,361.08,351.90,352.32,340.25,331.44,,,,,,319.21,315.86,316.45,321.97,327.33,335.51,342.20,337.11,339.74,342.35,339.17,342.47,338.02,L7
2004-05-26 22:09:57+00:00,301.86,345.39,355.15,353.11,351.38,355.77,352.41,353.52,356.78,358.45,353.53,350.11,,,,,,,,,,,341.01,351.90,358.74,357.39,359.71,363.78,357.43,351.60,343.58,343.04,338.72,330.02,331.01,343.48,,,,,,,,327.73,339.82,343.13,341.77,339.34,346.02,348.65,L7
2004-06-11 22:09:50+00:00,322.31,357.12,358.85,358.04,358.47,,,,,,,,,,,332.88,333.32,344.01,341.08,339.76,349.75,352.51,342.88,355.85,358.05,354.48,356.40,361.85,351.17,336.76,,,,,,,,318.63,324.50,327.74,326.88,325.33,329.39,340.24,346.15,336.91,337.30,339.75,337.40,,L7
2004-06-12 21:55:59+00:00,301.46,362.49,364.71,361.46,363.88,364.43,357.98,353.58,350.50,362.72,361.48,353.77,364.94,339.52,342.15,341.71,342.68,349.74,350.62,350.26,353.30,350.18,354.70,349.00,364.18,360.54,368.23,367.63,352.61,349.18,345.81,349.22,349.33,346.25,343.09,353.67,343.24,338.50,330.11,330.42,339.78,335.80,339.76,347.96,351.92,350.08,347.86,340.03,349.88,356.18,L5
2004-06-27 22:09:48+00:00,,,,342.34,336.04,342.62,334.35,342.09,345.50,346.53,,336.11,343.51,333.17,339.26,330.14,328.49,338.24,,,,,,,,,340.08,347.47,,,324.56,331.31,332.73,332.32,334.36,336.28,332.75,320.09,316.59,318.34,,,,,,,319.30,324.69,334.99,339.65,L7
2004-06-28 21:56:28+00:00,,,,,,,,,,,,,,,,365.35,291.44,325.53,,,,,,,,,,323.33,,,,,,,,,,,,302.12,309.33,311.48,359.98,338.45,329.45,,,,,,L5
2004-07-06 22:03:36+00:00,,,,,,343.84,338.85,342.57,340.25,350.00,338.28,335.54,338.38,334.68,333.15,327.70,328.73,337.79,339.38,338.75,341.32,339.32,351.56,,,,,,,324.45,329.86,334.80,333.64,336.28,335.88,337.50,333.22,322.13,311.48,318.32,321.23,326.19,329.26,336.97,,,,,,343.10,L7
2004-07-30 21:57:15+00:00,352.21,322.02,339.68,343.82,342.88,350.07,343.14,340.01,339.22,350.23,344.27,342.04,339.40,332.23,331.78,335.97,341.39,336.65,339.06,340.20,335.30,345.44,355.31,350.07,358.20,359.17,356.69,363.58,354.22,346.86,338.54,332.59,334.71,333.63,340.77,336.05,327.04,324.67,313.45,320.07,321.30,319.81,330.91,342.06,337.36,338.86,334.64,329.36,326.39,335.39,L5
2004-08-15 21:57:37+00:00,351.88,354.84,,,,,,,360.83,359.71,,,,,339.34,349.67,351.35,345.73,340.00,,,,,,,,,,,,,,,,,,,,,,324.21,323.51,329.93,348.62,,348.07,348.14,339.76,338.03,,L5
2004-09-08 22:03:17+00:00,327.71,334.91,343.56,344.62,342.14,341.88,338.78,337.50,334.32,349.33,349.24,335.33,335.51,333.82,340.90,340.39,343.09,337.48,330.96,330.38,,,,,,,345.70,350.61,343.48,341.52,346.58,339.80,329.08,322.55,326.63,332.45,331.98,322.19,314.65,309.32,318.48,,,,,,338.77,341.57,340.58,344.38,L7
2004-09-24 22:03:12+00:00,330.91,334.40,343.37,350.03,353.09,337.49,334.16,337.39,330.92,346.93,341.38,336.65,,,,,,,328.39,326.11,338.95,335.25,341.25,344.92,344.26,348.56,347.15,347.43,344.19,339.62,333.64,329.74,321.45,322.69,329.81,,,,,,304.83,306.63,312.47,326.56,327.87,325.52,326.42,329.65,333.79,340.80,L7
2004-10-18 21:59:11+00:00,340.09,342.55,351.81,355.87,353.14,350.30,345.08,345.61,352.48,359.41,342.23,338.65,340.80,346.14,346.02,342.38,340.06,338.67,346.48,354.35,350.15,343.68,338.10,344.28,345.41,353.59,358.91,358.31,354.85,351.65,342.24,339.95,337.71,341.17,339.60,337.16,335.18,330.13,324.26,328.27,329.71,332.14,330.79,334.27,333.51,336.79,338.21,336.31,341.80,349.71,L5
2004-11-02 22:09:40+00:00,333.81,338.17,346.14,351.26,346.79,344.69,338.42,342.94,338.87,340.72,338.81,334.81,339.06,338.70,,,,,,,,,,,347.43,349.61,356.36,365.01,359.70,347.86,341.08,341.73,335.86,331.72,331.13,328.66,326.70,,,,,,,,328.36,332.10,331.04,331.04,331.47,344.50,L7
2005-01-13 22:06:52+00:00,344.10,350.46,348.62,351.70,336.58,338.77,337.22,338.06,341.49,334.96,325.87,332.11,340.83,338.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,336.72,L5
