dates,satname,nzd0521-0000,nzd0521-0001,nzd0521-0002,nzd0521-0003,nzd0521-0004,nzd0521-0005,nzd0521-0006,nzd0521-0007,nzd0521-0008,nzd0521-0009,nzd0521-0010,nzd0521-0011,nzd0521-0012,nzd0521-0013,nzd0521-0014,nzd0521-0015,nzd0521-0016,nzd0521-0017,nzd0521-0018,nzd0521-0019,nzd0521-0020,nzd0521-0021,nzd0521-0022,nzd0521-0023,nzd0521-0024,nzd0521-0025,nzd0521-0026,nzd0521-0027,nzd0521-0028,nzd0521-0029,nzd0521-0030,nzd0521-0031,nzd0521-0032,nzd0521-0033,nzd0521-0034,nzd0521-0035,nzd0521-0036,nzd0521-0037,nzd0521-0038,nzd0521-0039,nzd0521-0040,nzd0521-0041,nzd0521-0042,nzd0521-0043,nzd0521-0044,nzd0521-0045,nzd0521-0046,nzd0521-0047,nzd0521-0048,nzd0521-0049,nzd0521-0050,nzd0521-0051,nzd0521-0052,nzd0521-0053,nzd0521-0054,nzd0521-0055,nzd0521-0056,nzd0521-0057,nzd0521-0058,nzd0521-0059,nzd0521-0060,nzd0521-0061,nzd0521-0062,nzd0521-0063,nzd0521-0064,nzd0521-0065,nzd0521-0066,nzd0521-0067,nzd0521-0068,nzd0521-0069,nzd0521-0070,nzd0521-0071,nzd0521-0072,nzd0521-0073,nzd0521-0074,nzd0521-0075,nzd0521-0076,nzd0521-0077,nzd0521-0078,nzd0521-0079,nzd0521-0080,nzd0521-0081,nzd0521-0082,nzd0521-0083,nzd0521-0084,nzd0521-0085,nzd0521-0086,nzd0521-0087,nzd0521-0088,nzd0521-0089,nzd0521-0090,nzd0521-0091,nzd0521-0092,nzd0521-0093,nzd0521-0094,nzd0521-0095,nzd0521-0096,nzd0521-0097,nzd0521-0098,nzd0521-0099,nzd0521-0100
2000-08-19 22:11:49+00:00,L7,307.39,292.47,378.67,374.32,351.70,353.37,345.41,346.26,357.99,373.34,366.81,371.37,391.44,373.10,560.21,637.20,505.12,,,,,,,,,,,607.09,,,,,446.53,,428.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,586.48,,,,,,,,,,,,,,,,,,,,
2000-09-20 22:11:14+00:00,L7,305.71,268.75,341.98,345.41,320.91,319.88,317.37,319.63,327.49,340.48,311.48,334.22,341.42,331.68,328.97,346.60,343.54,344.56,344.83,345.93,341.48,330.57,329.85,337.95,348.73,349.70,342.08,336.84,333.91,337.02,333.87,324.50,311.11,308.02,314.23,319.79,315.98,316.72,304.00,300.14,300.11,294.75,301.67,304.95,299.47,289.50,282.83,279.75,278.68,285.69,282.37,284.94,294.18,302.43,303.73,297.15,282.78,285.75,287.92,290.85,311.34,312.44,311.93,302.34,295.63,277.59,259.76,296.36,284.46,286.35,293.93,304.57,296.35,288.17,285.40,287.55,282.57,298.14,310.90,301.81,295.54,299.37,321.37,328.88,343.07,345.07,357.98,361.56,375.38,365.83,358.57,359.87,367.80,369.47,372.52,389.20,406.46,407.01,404.59,403.45,397.58
2000-12-18 22:05:01+00:00,L7,267.59,68.94,364.52,357.51,324.88,320.69,322.48,326.93,342.18,349.47,328.41,344.35,345.93,341.87,345.87,356.08,351.53,328.73,336.70,347.06,342.09,338.33,334.34,341.23,341.20,335.59,335.48,338.43,340.06,337.48,330.93,318.05,308.08,307.04,312.44,315.12,309.89,321.97,319.93,312.99,302.88,304.46,310.86,296.69,297.89,298.46,296.95,284.97,282.94,284.52,288.20,297.62,302.13,302.93,302.92,297.12,288.19,276.47,280.09,285.78,285.53,287.75,298.41,293.45,289.90,289.08,284.86,329.76,343.91,343.63,341.34,350.12,,297.69,231.36,306.30,290.09,302.38,310.17,312.36,307.26,310.74,323.61,323.01,320.07,339.85,339.38,349.36,354.32,347.05,346.72,359.42,373.83,389.96,393.71,410.74,417.09,408.41,398.37,394.77,394.84
2000-12-25 22:11:14+00:00,L7,283.87,350.29,382.61,375.15,346.14,340.61,335.20,344.01,352.32,364.77,347.90,364.82,362.13,352.97,363.50,375.62,361.75,353.16,358.73,357.58,353.51,357.06,357.63,355.85,356.88,352.44,351.61,359.11,360.62,351.96,341.04,333.11,323.87,323.36,328.68,334.79,332.96,341.31,331.88,325.97,312.58,307.43,318.34,314.44,308.58,303.81,301.99,293.69,292.79,296.87,303.90,304.63,311.21,313.21,316.32,307.62,295.60,287.09,289.10,296.38,300.92,300.59,305.50,310.95,312.46,306.02,,,360.14,356.94,351.56,352.82,,328.35,325.84,321.72,304.20,315.16,321.98,327.54,315.55,327.38,341.40,,,,,,,366.41,369.40,374.47,396.95,406.08,411.63,429.60,434.34,427.72,419.93,414.22,414.26
2001-01-03 22:05:00+00:00,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-02-20 22:05:00+00:00,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-04-16 22:10:54+00:00,L7,174.96,311.06,357.76,346.09,328.36,323.86,322.34,327.56,331.16,349.26,335.57,333.47,342.47,353.02,358.38,361.73,360.06,357.04,359.50,365.44,367.18,373.99,375.29,376.74,373.66,366.08,361.43,355.22,349.39,340.15,326.86,318.38,309.57,308.98,313.91,319.48,316.88,322.22,313.45,305.86,297.00,293.60,302.96,303.79,295.33,296.02,296.49,289.17,284.16,284.04,283.20,290.96,296.24,297.35,296.27,294.53,291.46,283.31,291.89,301.77,304.27,305.82,304.78,304.49,304.12,301.34,,323.08,317.65,309.10,308.41,302.34,317.46,318.61,316.77,306.22,291.50,308.19,324.71,323.27,321.85,324.07,342.29,346.28,348.80,349.58,360.27,358.61,357.96,356.39,354.18,360.56,375.97,396.11,404.89,413.45,412.46,404.72,398.29,390.20,385.25
2001-07-05 22:10:09+00:00,L7,,,,,,,,,,,,,,636.33,399.48,426.73,413.08,422.17,414.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-07-14 22:03:57+00:00,L7,607.23,599.25,609.54,625.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,294.94,,,,,,,,,,,,,,,,,,301.47,296.74,285.23,,,279.35,,263.69,280.77,288.37,307.83,302.76,,,,,,,,,,,,,342.77,345.97,347.03,,,,371.59,396.40,402.97,404.17,387.46,380.52,,369.25
2001-08-15 22:03:26+00:00,L7,241.51,70.69,345.77,343.06,328.26,323.98,319.45,322.13,331.29,350.83,335.94,347.06,352.40,347.13,345.54,351.87,351.89,350.96,354.03,359.99,358.86,360.45,360.02,366.99,362.41,359.62,355.68,349.06,344.72,341.27,329.91,312.72,305.51,297.44,300.69,308.62,303.53,304.73,302.08,298.83,284.73,279.05,293.24,285.36,281.97,276.61,277.95,268.71,268.56,276.22,273.88,281.35,281.13,282.59,286.12,279.32,262.86,266.92,276.17,283.41,283.08,286.21,304.19,298.59,285.05,284.41,291.99,294.00,289.63,279.95,279.93,305.94,,333.77,326.78,314.29,314.13,336.57,334.07,319.26,307.82,316.10,337.14,353.50,362.61,365.37,373.29,376.83,381.46,372.79,367.61,370.27,380.72,388.30,392.98,406.32,414.67,412.51,400.46,385.69,379.46
2001-08-31 22:03:17+00:00,L7,310.34,365.15,389.06,381.21,346.53,342.71,334.66,330.29,342.45,355.30,329.66,355.55,334.64,277.50,316.56,343.56,,354.34,346.27,332.07,333.59,337.27,350.94,363.44,361.21,351.88,338.72,317.26,345.81,349.62,326.31,318.42,318.35,311.91,309.62,313.36,299.78,302.19,296.12,295.85,293.17,293.98,309.65,306.30,298.83,300.98,301.57,288.28,281.14,284.63,292.56,301.28,313.80,312.31,310.18,291.98,268.24,278.20,282.63,289.67,300.56,301.41,300.70,299.87,302.96,307.78,306.62,300.74,302.96,292.56,291.84,306.52,,308.00,324.20,336.66,313.60,325.34,337.92,333.14,314.71,313.51,335.18,,,,389.14,393.75,390.61,381.91,377.68,374.37,385.71,398.35,393.67,395.13,420.07,428.02,428.18,411.52,397.00
2002-03-11 22:03:31+00:00,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-04-12 22:03:25+00:00,L7,409.86,419.80,415.89,405.62,356.80,360.97,341.42,346.16,356.31,380.18,365.68,387.35,423.70,362.21,362.46,367.29,376.85,368.80,363.88,368.76,360.98,354.38,355.38,360.61,361.89,362.39,358.14,359.38,357.08,353.43,345.14,332.24,323.38,313.87,312.79,314.19,313.87,317.62,311.34,299.68,291.59,293.55,294.63,291.60,294.26,293.62,295.76,288.78,291.86,291.99,295.34,302.59,304.89,307.53,305.81,304.90,297.57,297.65,305.92,307.33,311.06,311.00,316.62,326.76,329.77,325.73,,314.84,337.16,353.28,322.93,,365.98,355.91,362.44,361.69,341.31,349.06,356.35,,,,,371.47,365.12,360.31,362.00,357.94,362.23,354.15,344.07,338.74,365.01,381.39,404.92,422.20,438.54,433.11,429.17,417.79,431.33
2002-05-14 22:03:19+00:00,L7,364.46,383.75,403.05,383.18,358.26,362.23,353.85,355.70,365.92,390.43,385.81,398.10,420.40,371.09,376.11,389.17,388.46,382.02,354.14,350.99,376.60,392.42,395.86,376.36,371.85,360.02,361.96,360.91,360.07,341.68,346.41,333.64,320.83,317.00,320.27,326.70,318.34,325.51,317.15,304.91,300.62,292.45,303.79,298.51,293.33,309.28,301.53,308.65,304.94,300.20,311.67,319.11,318.30,368.96,355.24,322.56,301.47,290.50,291.46,299.56,312.02,325.72,333.68,337.06,342.60,369.19,385.99,385.21,370.96,364.05,366.51,369.23,362.67,369.31,370.34,364.67,349.28,360.81,376.16,369.12,357.94,359.43,376.81,404.45,389.87,368.78,368.83,371.60,363.08,366.41,360.90,357.25,376.41,406.02,411.68,422.48,438.77,444.89,440.18,428.95,424.00
2002-06-15 22:03:07+00:00,L7,317.90,356.94,384.47,367.86,350.54,347.14,337.42,336.43,348.39,366.99,361.98,377.45,372.08,353.29,356.80,373.16,,,354.69,349.60,358.75,364.72,362.17,357.39,349.07,348.84,343.20,347.40,343.19,336.50,316.57,311.72,296.81,290.26,287.44,298.00,301.44,307.38,294.60,284.48,275.03,279.18,294.14,292.19,291.00,307.03,312.84,293.30,285.05,288.65,296.05,310.64,310.20,303.35,301.70,297.50,287.99,286.93,290.25,294.26,305.59,308.18,313.09,319.65,332.70,341.32,347.63,,318.90,311.84,303.70,337.04,346.98,342.79,336.88,,,362.24,,,,,,,,355.48,353.23,347.76,351.97,350.45,349.09,358.90,378.81,,443.98,429.65,416.64,398.89,399.09,390.18,395.75
2002-07-01 22:03:02+00:00,L7,265.46,315.91,338.20,328.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,259.94,,,,289.93,293.60,285.02,311.90,321.19,304.36,307.06,292.65,272.83,,320.33,327.10,322.08,314.10,306.67,335.05,346.70,329.83,323.38,322.14,336.28,345.28,339.64,337.74,334.48,332.57,331.64,331.84,319.54,330.37,350.65,386.58,400.61,407.94,401.10,385.24,378.96,375.93,375.52
2002-07-08 22:09:12+00:00,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,379.69,380.82,372.20,366.45,,,,,,,,,,
2002-08-09 22:08:57+00:00,L7,412.44,362.52,398.98,392.70,372.36,371.14,360.41,357.24,366.72,382.25,386.67,405.63,430.00,364.74,359.79,352.04,348.64,364.94,368.64,351.44,348.58,358.56,366.18,372.56,367.28,363.30,372.32,371.92,372.91,373.45,359.25,344.52,308.13,299.20,312.99,328.66,328.19,313.43,310.59,300.72,292.00,289.81,298.62,302.38,301.18,303.62,308.98,302.80,301.83,306.55,316.48,322.59,330.25,326.08,316.79,314.22,312.71,303.12,304.90,316.58,318.72,323.31,339.81,344.58,345.60,351.11,348.63,378.04,361.59,,,,,350.89,347.04,343.09,342.16,355.95,362.92,355.85,337.03,339.86,361.73,355.26,353.88,357.98,360.53,371.80,380.21,383.60,384.26,386.33,404.21,406.37,408.68,429.11,431.52,441.67,437.71,426.61,405.01
2002-08-18 22:02:45+00:00,L7,81.08,312.14,354.49,351.38,324.66,323.83,314.33,319.66,335.97,341.23,337.15,346.87,345.26,337.17,336.69,344.65,340.47,340.11,340.81,332.69,334.10,331.20,344.24,330.83,335.37,339.91,352.74,353.08,350.67,333.62,324.92,301.49,290.11,279.73,283.01,286.10,286.22,,,,,,,281.53,274.65,278.87,278.47,269.57,263.39,271.40,286.86,296.68,298.79,302.31,310.72,300.17,293.78,284.65,281.95,,,,,,,,,,,,,,,343.51,334.73,324.80,311.37,343.17,351.86,347.85,332.46,327.99,343.78,345.76,351.23,350.33,349.52,350.62,357.46,361.13,368.49,377.15,379.60,382.12,398.20,409.93,414.07,414.06,409.63,399.04,389.84
2002-09-10 22:08:43+00:00,L7,309.27,332.71,382.16,368.17,348.06,344.85,334.53,341.02,351.15,364.67,353.85,377.81,367.03,349.36,353.50,360.71,358.39,355.94,350.39,347.40,347.71,344.36,340.59,349.24,361.53,365.37,364.05,356.55,351.31,342.85,330.40,321.28,306.07,296.59,299.07,301.70,302.09,310.43,305.91,294.83,285.57,281.91,292.37,300.80,299.17,299.61,299.45,296.53,293.42,293.43,302.20,307.72,308.34,311.09,312.13,309.08,311.41,298.98,302.67,309.57,323.03,332.38,333.75,339.12,338.82,333.21,338.53,371.85,359.05,344.88,,,,337.55,333.69,330.20,320.53,329.24,345.34,344.11,332.24,329.85,349.10,352.91,350.54,350.82,354.24,366.93,374.76,368.83,358.10,364.77,377.54,388.53,401.49,419.39,424.04,412.34,407.50,398.64,406.16
2003-02-01 22:09:21+00:00,L7,298.57,379.71,392.70,380.55,353.23,351.67,340.46,347.00,353.47,372.31,359.09,347.86,357.96,360.38,369.99,369.73,364.17,356.86,351.10,346.13,347.14,362.37,374.34,374.65,364.36,360.38,359.24,356.73,358.41,355.46,359.03,339.86,334.20,325.02,324.66,332.32,335.35,339.16,328.96,323.31,314.25,311.85,323.80,317.42,309.88,313.64,308.59,301.74,297.24,305.95,307.61,311.78,314.07,312.42,310.21,306.24,302.67,293.43,303.41,320.47,341.97,342.69,346.29,339.12,338.50,337.12,352.87,355.19,344.75,345.71,343.76,342.82,323.90,329.79,345.81,353.75,344.35,358.88,364.72,351.14,339.90,344.14,359.38,358.34,356.84,361.01,368.28,370.19,370.43,364.86,357.48,357.79,365.37,379.35,389.81,411.80,427.11,426.82,413.94,408.23,405.36
2003-05-01 22:03:22+00:00,L7,,,,,,,,,,383.02,370.36,,,,,,,,,,,,,,,,,,,,,334.74,324.76,322.71,327.50,337.82,327.92,338.44,322.36,316.71,311.24,303.31,317.14,323.01,322.21,316.18,315.87,318.01,311.17,309.31,313.02,318.47,320.00,317.83,314.19,306.07,301.62,303.35,312.11,324.50,339.71,345.20,347.36,338.23,341.45,340.28,353.24,358.71,358.49,351.13,356.34,368.46,361.52,357.60,368.46,359.22,356.32,377.88,374.97,364.74,358.41,361.25,376.16,381.87,381.69,383.92,379.44,374.66,366.71,360.01,356.87,359.44,355.83,385.08,406.35,423.36,430.02,430.71,416.24,405.44,404.29
2003-05-17 22:03:18+00:00,L7,,,,,,,,,,394.97,379.45,403.57,427.91,365.91,370.19,395.77,370.60,366.40,369.16,357.94,354.92,362.39,363.91,374.15,378.83,377.97,361.29,361.81,344.49,345.14,329.40,322.70,319.90,317.22,334.18,344.86,319.92,330.65,317.90,300.75,296.96,294.02,302.81,308.45,317.77,317.95,312.04,305.75,301.75,291.68,292.22,298.86,294.17,293.29,298.08,280.18,272.53,281.91,288.20,301.41,312.53,321.53,319.07,324.42,318.56,331.33,334.34,349.79,,,,,,,,,,,,,,,,391.10,383.87,375.27,369.20,365.92,361.72,354.35,346.88,357.62,382.31,419.63,428.72,438.91,441.61,424.36,407.54,400.48,400.81
2003-08-05 22:02:59+00:00,L7,,326.13,353.79,347.83,327.27,322.93,316.09,319.03,335.72,346.07,332.72,335.37,330.15,73.99,64.36,59.47,,,,335.74,338.67,339.12,339.39,343.93,339.20,340.70,339.06,335.74,331.66,327.42,317.74,305.93,299.35,293.18,,,,,,,,276.87,287.73,295.93,294.63,285.66,276.58,267.55,263.54,266.31,281.32,292.94,291.14,,,,,,,291.03,296.77,315.90,326.52,317.60,291.08,297.86,317.00,344.13,335.73,,,,,278.89,305.54,314.03,307.69,330.13,336.54,328.45,319.43,320.79,332.87,345.39,344.70,,,,,,,338.08,358.40,367.74,388.48,394.81,398.17,377.87,359.68,360.93,363.26
2003-08-13 21:51:32+00:00,L5,425.50,415.53,426.04,410.87,378.57,371.11,364.49,357.25,373.49,396.58,383.55,396.64,433.26,376.20,398.31,408.15,386.52,374.39,375.35,370.62,365.63,367.53,365.89,368.65,369.53,385.00,368.56,362.39,359.06,352.43,345.84,333.13,331.33,328.52,332.86,336.63,332.19,341.27,330.32,319.27,313.18,312.40,328.15,328.52,324.58,338.05,315.47,287.03,293.13,305.60,315.42,323.86,324.50,328.81,320.54,319.88,317.28,311.08,324.68,336.33,351.70,356.30,359.64,353.31,342.74,334.72,363.80,378.68,372.15,361.67,365.38,373.34,375.22,373.96,353.09,373.43,368.07,383.14,397.05,386.64,355.94,355.72,380.95,388.84,390.13,402.56,408.02,407.79,396.07,381.57,369.64,375.22,394.22,407.02,412.55,416.86,430.13,425.64,404.82,396.89,403.44
2003-08-29 21:51:49+00:00,L5,438.22,404.73,422.79,406.32,371.02,368.17,357.86,356.75,374.27,394.32,376.02,390.75,434.90,383.29,370.34,372.66,365.35,363.50,388.00,363.90,355.13,362.33,358.16,358.78,361.82,374.49,377.50,372.28,363.17,353.82,341.85,332.00,314.50,309.52,317.75,330.09,330.64,344.20,330.77,309.71,302.30,301.78,315.73,315.92,310.30,308.90,306.95,297.83,295.45,296.40,305.32,311.21,317.26,314.50,314.10,317.98,314.74,302.98,321.55,335.40,337.56,341.34,353.34,350.70,356.37,358.31,361.75,371.40,366.15,353.11,353.43,367.73,372.57,376.20,360.34,358.54,348.02,368.00,369.27,362.55,346.84,349.34,368.88,393.35,393.68,401.30,399.43,393.27,390.82,382.38,378.87,372.93,384.71,390.44,398.96,412.50,424.40,416.76,410.20,401.33,399.46
2003-10-07 21:58:35+00:00,L5,342.03,337.62,390.61,377.20,351.77,342.56,336.79,340.09,349.70,367.12,351.85,403.18,376.47,356.21,362.42,365.00,358.16,352.90,349.66,349.58,356.96,361.29,359.57,357.98,357.05,354.83,358.32,355.82,354.26,352.95,338.27,328.74,316.89,312.65,307.16,310.80,310.59,321.80,313.49,310.80,303.91,304.02,315.92,312.15,300.20,297.61,300.18,296.85,285.47,288.39,289.80,297.97,304.15,305.54,308.89,307.29,305.53,306.14,317.24,336.17,340.92,342.26,340.97,340.38,344.83,355.70,361.23,377.28,367.63,361.49,355.46,365.67,372.95,364.15,377.37,358.36,347.99,367.62,367.68,353.87,339.74,345.13,371.08,379.86,368.20,369.59,375.39,375.96,380.96,374.64,366.32,362.72,371.15,378.84,384.28,403.95,410.75,405.16,398.30,391.84,391.06
2003-10-15 22:08:58+00:00,L7,,,,,,,,,,,,,,,349.44,361.46,356.73,354.79,348.85,343.27,346.53,356.54,357.92,360.23,358.64,356.03,354.60,353.53,351.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,299.54,296.91,307.49,324.73,330.79,341.87,341.34,334.58,343.19,350.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
