dates,nzd0241-0000,nzd0241-0001,nzd0241-0002,nzd0241-0003,nzd0241-0004,nzd0241-0005,nzd0241-0006,nzd0241-0007,nzd0241-0008,nzd0241-0009,nzd0241-0010,nzd0241-0011,nzd0241-0012,nzd0241-0013,nzd0241-0014,nzd0241-0015,nzd0241-0016,nzd0241-0017,nzd0241-0018,nzd0241-0019,nzd0241-0020,nzd0241-0021,nzd0241-0022,nzd0241-0023,nzd0241-0024,nzd0241-0025,nzd0241-0026,nzd0241-0027,nzd0241-0028,nzd0241-0029,nzd0241-0030,nzd0241-0031,nzd0241-0032,nzd0241-0033,nzd0241-0034,nzd0241-0035,nzd0241-0036,nzd0241-0037,nzd0241-0038,nzd0241-0039,nzd0241-0040,nzd0241-0041,nzd0241-0042,nzd0241-0043,nzd0241-0044,satname
2002-08-27 21:54:00+00:00,,,,,,,,,,,,,135.56,160.17,189.22,231.55,,353.42,384.87,,435.62,466.72,489.07,498.50,498.17,484.06,471.34,,,457.53,451.88,444.88,422.06,405.06,407.12,414.51,424.18,417.89,416.22,413.87,415.99,411.82,407.59,388.92,399.00,L7
2002-10-14 21:53:43+00:00,,,,,,,,,455.53,,438.36,,135.56,177.33,215.44,231.55,371.93,353.42,384.87,,435.62,466.72,499.88,504.51,516.36,484.06,471.34,532.03,,457.53,465.48,445.47,430.39,421.89,421.72,426.99,419.96,424.08,432.93,432.48,425.78,416.83,412.81,398.37,400.54,L7
2002-12-01 21:54:16+00:00,,,,,,,,,455.53,,438.36,,114.01,171.43,214.18,242.24,371.93,353.35,393.02,428.51,444.81,464.95,493.05,497.67,503.60,481.38,472.45,504.20,484.35,467.81,460.63,445.14,431.15,418.67,416.70,421.85,413.51,417.13,428.15,424.82,418.49,410.61,405.29,393.13,394.43,L7
2003-01-18 21:54:30+00:00,,,,,,,,,455.53,,438.36,,114.90,165.32,207.59,242.24,371.93,351.64,395.38,432.04,452.18,469.65,493.88,494.97,497.01,481.00,477.66,499.93,485.71,471.39,462.22,447.74,430.70,416.42,416.70,420.28,413.69,416.82,427.32,422.75,416.49,407.97,402.34,393.50,395.40,L7
2003-04-08 21:54:47+00:00,,,,,,,,,455.53,,438.36,,108.14,155.93,213.71,252.92,371.93,357.70,403.56,425.66,459.12,479.24,497.01,490.53,489.47,476.50,477.61,492.40,480.25,474.98,466.25,454.09,438.64,423.75,417.76,419.55,413.28,420.28,430.88,425.43,414.69,402.78,399.80,396.98,397.95,L7
2003-04-24 21:54:46+00:00,,,315.80,,,,,,,,,86.78,105.79,133.64,199.74,252.92,,359.94,400.06,420.49,457.00,481.90,490.19,481.81,478.08,480.19,476.31,477.38,477.59,472.40,463.58,458.06,441.49,424.12,412.57,413.25,415.37,420.21,423.09,414.69,405.46,394.66,395.88,396.81,401.64,L7
2003-10-17 21:54:15+00:00,,,315.80,,,,,,,,,86.78,98.74,105.36,,,,366.66,420.00,434.34,465.53,491.67,487.84,476.87,477.81,472.76,466.35,474.48,476.78,461.94,468.40,461.95,454.22,440.22,415.57,414.27,424.08,429.99,418.48,408.15,398.65,389.36,402.33,407.13,416.85,L7
2003-10-25 21:44:04+00:00,,,,,,,,,,,,,,,,,,383.71,431.57,453.46,474.61,485.33,491.16,481.20,472.94,462.57,467.48,472.66,474.78,454.20,436.06,436.10,441.91,419.11,416.69,420.81,421.27,415.39,424.49,406.44,394.41,393.60,387.19,387.80,389.07,L5
2003-11-18 21:54:39+00:00,,229.45,287.26,,,,,162.63,,,,,,,,,,399.02,430.31,451.60,470.75,481.66,484.89,476.40,469.31,463.11,466.88,470.53,468.69,454.20,436.06,444.36,440.92,420.91,421.36,422.00,420.72,417.04,421.86,411.44,404.14,399.05,387.19,387.80,393.85,L7
2003-11-26 21:44:30+00:00,,229.45,287.26,,,,,162.63,,,,,,138.99,,,346.45,399.02,422.66,444.13,464.42,473.60,474.02,466.96,464.72,461.51,464.11,464.87,461.72,446.76,435.38,437.73,431.92,411.64,413.00,412.46,407.18,410.76,414.80,407.19,399.95,395.07,386.72,382.16,387.40,L5
2003-12-04 21:54:43+00:00,,229.45,287.26,,,,,162.63,,,,,87.17,138.99,,,355.17,399.02,422.66,444.31,465.61,472.98,472.62,465.27,463.97,463.62,465.78,465.61,459.93,447.64,441.02,437.73,431.92,414.73,415.73,414.13,409.52,411.86,416.08,408.45,401.79,396.97,392.05,382.16,387.40,L7
2004-02-22 21:55:07+00:00,,229.45,287.26,,,,,162.63,,,,,87.17,144.52,,,355.17,399.02,418.51,441.64,463.18,470.20,472.62,465.27,463.97,462.78,463.20,463.66,456.71,444.02,440.15,435.05,426.58,412.74,413.31,412.44,409.52,411.86,414.57,406.60,400.72,395.71,391.29,382.51,383.93,L7
2004-03-09 21:55:15+00:00,,229.45,287.26,,,,,162.63,,,,,87.17,163.66,,,363.83,402.41,420.95,443.80,463.72,470.72,473.39,467.06,465.52,462.78,463.20,462.90,456.52,445.24,442.64,436.99,426.58,413.89,414.53,414.35,412.19,412.55,414.57,406.60,400.72,396.18,393.33,388.29,388.99,L7
2004-03-17 21:45:08+00:00,,229.45,287.26,,,,,162.63,,,,,87.17,169.05,,,364.12,401.03,421.26,443.67,462.72,470.13,472.44,465.53,464.05,460.66,459.72,459.68,454.44,444.45,441.50,436.67,425.57,413.28,414.08,414.25,412.12,411.14,413.06,404.84,399.77,395.88,393.09,389.63,389.34,L5
2004-03-25 21:55:18+00:00,207.68,246.45,287.26,,,,,162.63,,,,,87.17,180.03,,335.27,363.65,398.02,420.44,442.77,461.46,468.43,472.44,465.53,464.05,458.39,455.79,456.07,452.62,443.76,439.25,434.44,424.26,411.52,411.97,412.70,412.12,411.14,410.37,402.18,396.99,394.73,392.90,389.96,389.33,L7
2004-04-18 21:45:49+00:00,207.68,246.45,287.26,,,,,162.63,,,,,87.17,185.00,,333.39,365.33,399.69,417.97,441.39,460.42,465.69,471.09,465.04,463.47,458.58,454.65,453.75,450.33,443.75,440.73,434.27,419.56,411.79,411.83,411.82,412.42,411.41,411.52,403.01,398.12,396.29,395.01,393.41,391.78,L5
2004-05-04 21:46:16+00:00,207.68,246.45,287.26,,,,,162.63,,,,,87.17,185.00,,333.39,361.12,399.10,418.00,440.21,459.23,463.80,467.77,461.81,459.59,454.81,450.31,451.10,448.30,441.96,439.54,432.78,417.88,409.74,409.05,410.00,410.17,407.47,405.53,398.97,393.09,396.63,396.13,394.34,392.17,L5
2004-05-12 21:55:13+00:00,207.68,246.45,287.26,,,,,162.63,,,,,87.17,185.00,,342.82,361.12,399.10,421.46,440.40,458.09,463.30,466.59,460.17,457.16,452.46,448.65,450.29,446.40,441.96,439.54,432.78,417.37,408.23,408.40,410.88,410.43,407.52,404.03,397.53,391.99,396.79,396.13,394.34,389.97,L7
2004-08-24 21:49:18+00:00,200.64,260.65,295.25,,,,,,,,252.36,,,205.24,,343.10,365.81,397.75,427.03,441.20,455.77,459.59,466.29,463.78,458.17,446.82,441.38,441.17,441.45,440.69,435.23,424.98,417.88,407.03,406.28,410.00,410.69,403.93,396.19,390.94,385.29,395.02,395.64,394.18,391.08,L5
2004-09-09 21:49:43+00:00,200.64,260.65,295.25,,,,,,,,252.36,99.49,182.73,217.55,,349.99,370.83,402.00,428.92,440.88,454.78,457.41,465.35,464.70,456.83,451.18,446.68,440.42,438.58,437.96,430.19,420.08,414.71,407.66,407.24,409.02,408.06,401.40,398.43,393.81,388.57,395.75,394.58,389.05,388.68,L5
2004-09-25 21:50:07+00:00,193.60,257.85,295.25,,,,,,,,252.36,94.32,170.69,234.76,292.59,354.21,378.36,408.89,433.29,441.79,454.02,455.40,463.14,463.89,457.67,455.48,453.41,443.02,435.62,433.60,426.61,413.85,410.48,408.21,408.98,408.29,404.76,398.98,397.93,394.91,390.89,397.04,393.46,384.61,387.14,L5
2004-10-27 21:50:47+00:00,193.60,257.85,295.25,,,,,,,,252.36,94.32,170.69,247.20,292.59,359.88,377.04,407.21,431.21,439.44,449.44,451.90,458.58,460.45,456.73,456.44,453.64,441.00,430.16,425.07,418.65,408.56,405.78,404.47,407.57,406.40,400.09,394.63,394.26,392.80,386.64,391.06,385.30,374.72,380.24,L5
2005-01-23 21:55:25+00:00,193.60,257.85,295.25,,,,,,,,252.36,94.32,174.75,253.41,292.59,359.28,387.34,416.14,434.15,441.74,450.00,452.00,462.06,467.09,464.36,464.56,459.63,442.72,426.05,422.63,416.67,408.66,401.96,407.43,411.16,404.75,397.78,395.40,400.72,399.90,395.87,389.30,385.30,374.72,385.62,L7
2005-02-08 21:55:35+00:00,193.60,257.85,295.25,,,,,,,,252.36,94.32,174.75,246.87,275.16,359.28,383.81,414.08,434.15,441.74,450.00,454.41,464.87,468.11,465.48,464.21,458.88,444.71,431.79,426.34,419.49,412.17,401.96,407.43,409.84,404.22,397.86,395.85,401.89,399.50,395.48,389.63,386.99,378.44,387.71,L7
2005-02-16 21:52:37+00:00,193.60,257.85,295.25,,,,,,,163.72,233.53,94.32,174.75,246.87,275.16,364.90,383.81,415.43,432.27,443.22,453.93,458.10,468.35,470.01,466.06,462.19,456.13,444.95,432.97,428.14,422.43,414.29,402.36,407.44,411.28,405.34,396.26,396.61,401.63,398.72,394.37,391.59,392.37,383.07,390.21,L5
2005-02-24 21:55:41+00:00,,,,,,,,,,163.72,214.70,94.32,171.99,249.81,287.87,371.90,385.42,416.95,433.64,448.42,458.63,463.38,472.91,470.80,467.84,463.58,456.02,449.75,439.41,432.21,422.99,418.04,402.36,406.81,411.52,405.74,396.33,397.23,404.54,400.05,394.96,395.63,395.13,386.77,393.03,L7
2005-03-04 21:52:52+00:00,,,,,,,,,,154.54,203.68,94.32,171.99,259.06,301.07,370.50,384.50,413.93,432.08,448.66,458.49,464.18,472.59,469.88,466.02,462.25,454.44,449.31,439.16,432.11,422.22,417.18,402.78,405.45,411.80,405.45,394.62,395.62,403.36,398.89,394.30,397.30,396.99,387.70,392.02,L5
2005-03-12 21:55:44+00:00,,,,,,,,,,154.54,203.68,97.83,184.50,267.76,309.84,368.84,380.51,411.24,430.75,448.58,459.86,464.99,472.74,467.96,466.00,459.92,451.57,449.65,440.02,432.87,424.28,418.70,402.95,401.68,409.57,403.79,392.75,394.18,401.87,396.75,392.69,397.53,397.89,389.25,391.54,L7
2005-04-05 21:53:07+00:00,,,,,,,,,,154.54,203.68,125.77,212.36,278.39,317.27,366.27,374.35,409.37,428.08,447.63,460.22,466.38,473.94,468.51,464.11,457.55,449.99,449.13,441.30,434.00,426.63,419.44,402.28,400.10,409.27,404.21,392.30,393.76,401.15,395.99,391.75,398.98,399.89,391.95,392.47,L5
2005-04-13 21:55:36+00:00,,,,,,,,,,154.54,187.66,162.39,223.56,282.47,319.24,361.31,374.35,411.13,429.20,447.63,460.57,466.38,473.94,468.51,462.39,456.60,449.77,447.28,440.47,433.18,425.97,419.11,402.12,399.91,409.27,404.21,392.30,392.82,399.75,394.87,392.96,399.82,399.50,390.19,391.27,L7
2005-08-19 21:55:20+00:00,,,,,,,,,,145.36,174.14,190.45,250.28,303.69,333.44,357.59,380.52,409.39,429.34,448.60,461.70,467.55,474.85,464.08,458.05,455.36,451.47,447.02,440.46,433.55,425.20,417.89,404.06,399.13,409.16,403.94,390.29,388.85,397.16,393.93,395.03,403.26,399.37,392.07,390.96,L7
2005-08-27 21:54:08+00:00,,,,,,,,199.56,,145.36,200.59,209.37,274.62,307.18,331.13,348.18,375.75,405.27,424.86,441.35,456.54,465.01,476.61,468.68,455.78,449.95,450.43,443.47,436.14,429.87,425.52,418.51,404.23,397.47,403.76,402.17,390.86,389.88,394.96,390.94,391.46,398.50,397.19,391.55,389.14,L5
2005-10-30 21:54:03+00:00,,,,,,,,199.56,,,248.00,276.08,289.74,299.70,314.23,331.74,363.94,390.22,409.80,429.67,455.48,470.33,489.42,489.72,477.50,459.87,460.43,449.63,438.27,425.71,423.27,418.45,403.96,401.02,400.69,404.46,406.03,402.91,399.90,390.34,382.05,385.99,391.10,393.49,387.24,L5
2006-01-10 21:55:52+00:00,,,,,,,,199.56,,,248.00,276.08,281.15,296.48,314.27,334.93,364.38,388.70,408.69,429.53,455.73,470.01,488.71,488.31,477.50,459.87,461.46,453.01,441.59,430.50,425.36,416.56,402.80,400.87,403.47,405.93,406.28,402.91,399.90,391.95,387.75,391.37,395.55,394.84,389.26,L7
2006-02-03 21:56:19+00:00,,,,,,,,199.56,,,248.00,276.08,276.07,301.15,320.87,342.07,367.95,395.37,412.68,431.25,454.79,470.67,490.75,491.33,480.86,465.10,464.51,456.32,446.22,435.75,430.59,419.21,405.08,402.13,405.20,407.47,406.32,405.14,400.78,396.29,396.25,396.79,400.68,398.33,391.71,L5
2006-02-19 21:56:39+00:00,,,,,,,,211.01,,,248.00,283.80,272.79,298.17,321.38,342.06,369.71,396.95,412.66,429.61,453.40,472.86,491.56,493.28,482.40,467.06,468.10,461.08,449.80,441.85,438.32,419.72,403.07,402.37,408.79,409.13,406.97,408.03,404.96,399.85,404.27,403.57,406.62,398.67,389.97,L5
2006-03-15 21:56:08+00:00,,,,,,,,222.47,,189.61,231.95,268.45,270.11,302.27,326.46,348.70,372.97,402.24,416.93,435.00,457.69,473.95,491.10,490.68,484.63,474.26,471.67,466.51,453.93,446.67,441.12,421.98,403.68,402.36,411.88,411.13,406.46,406.84,407.58,404.46,410.75,409.00,411.58,400.97,393.46,L7
2006-03-31 21:56:06+00:00,,,,,,,,222.47,,182.03,226.65,259.68,268.29,302.27,326.46,348.70,375.23,401.45,418.50,436.25,457.78,472.68,489.43,489.06,482.90,473.08,470.39,464.81,453.93,446.67,442.14,424.59,406.74,403.39,410.80,408.87,404.93,405.92,408.37,406.00,410.55,409.00,411.58,399.66,393.61,L7
2006-04-16 21:56:02+00:00,,,,,,,,222.47,,175.13,222.55,255.96,269.13,305.63,329.82,348.70,375.23,401.45,418.68,435.26,456.81,470.89,487.01,487.26,482.31,472.23,469.55,464.15,453.65,446.67,442.14,424.59,407.83,404.01,409.85,407.61,404.38,404.76,408.70,406.32,409.27,407.82,411.58,399.66,394.25,L7
2006-05-18 21:56:06+00:00,,,,,,,,222.47,,168.00,244.62,252.81,278.10,316.04,343.21,363.61,386.06,407.43,422.30,435.30,452.05,465.76,485.84,486.77,481.15,471.39,467.29,463.40,454.28,450.32,441.96,425.55,410.02,403.37,410.15,406.77,403.14,405.54,409.02,408.81,413.35,411.17,411.81,400.53,398.19,L7
2006-11-02 22:00:20+00:00,,,,,,,,,,215.98,315.38,,326.28,334.83,360.31,364.54,382.44,394.19,412.49,427.51,436.44,452.78,471.41,465.93,461.23,463.18,451.17,443.24,435.38,431.76,417.55,411.61,407.17,405.56,413.28,408.99,410.22,416.51,412.34,408.20,406.29,401.85,400.58,398.80,401.66,L5
2007-01-13 21:56:14+00:00,,,,,,,266.84,,,301.73,317.57,,322.44,328.52,339.95,352.70,364.68,380.09,401.70,444.62,451.04,460.45,472.46,473.26,467.59,467.81,457.26,433.77,424.88,427.11,428.97,430.29,426.88,419.87,413.08,412.68,418.93,430.56,426.88,413.94,405.75,397.51,412.03,404.29,401.10,L7
2007-02-14 21:56:27+00:00,,,,,,,266.84,,,301.73,309.83,,322.44,328.52,347.06,349.39,357.40,374.38,394.48,437.70,450.18,458.81,468.78,469.18,464.05,464.61,457.26,433.77,424.04,424.07,428.17,431.65,423.94,413.84,406.55,410.63,418.90,428.89,425.74,413.94,405.75,401.64,408.66,397.72,395.80,L7
2007-03-02 21:56:31+00:00,,,,,,,266.84,211.74,,301.38,306.80,,322.29,344.19,354.53,354.20,360.20,375.99,395.09,437.70,450.18,458.81,470.49,469.16,465.09,465.43,458.89,441.80,428.23,426.39,429.91,434.24,423.51,413.84,406.55,410.41,418.71,428.59,425.10,414.24,408.28,403.87,407.65,397.43,396.76,L7
2007-04-19 21:56:31+00:00,,,,,,,225.36,209.99,,288.03,306.80,,326.97,349.07,356.73,359.90,366.05,379.57,396.50,432.65,446.19,454.92,468.05,466.81,465.09,465.43,461.41,446.61,433.40,429.20,429.72,434.26,422.82,411.46,406.91,410.97,419.60,428.59,425.10,414.37,410.15,405.41,408.04,401.10,401.24,L7
2007-09-10 21:55:51+00:00,,,,,,,183.88,208.24,,235.51,,239.40,336.31,358.82,363.31,382.71,389.43,386.10,401.50,417.49,434.25,435.08,448.09,447.21,450.26,444.24,451.93,444.80,438.25,427.59,414.12,419.86,409.02,404.31,408.01,406.15,412.54,403.15,404.53,405.72,404.79,401.13,401.69,406.55,407.38,L7
2007-09-26 21:55:47+00:00,,,,,,,183.88,208.24,,243.18,281.91,261.14,321.21,346.55,356.32,378.62,389.19,393.65,411.59,432.90,445.71,435.08,448.09,447.21,456.66,450.12,451.98,445.91,438.11,427.19,418.85,422.18,410.35,407.62,410.06,406.15,412.54,406.95,409.53,404.24,403.69,398.64,400.01,405.76,405.61,L7
2007-10-12 21:55:47+00:00,,,,,,,183.88,208.24,,240.29,268.76,265.97,313.97,339.09,350.25,372.20,384.17,393.65,411.59,432.90,445.15,440.09,450.17,448.93,453.46,448.59,449.13,442.51,435.51,424.51,416.23,422.18,410.35,405.48,406.86,405.74,409.03,404.75,407.77,402.67,401.29,396.19,397.86,402.33,405.61,L7
2007-12-31 21:56:23+00:00,,,,,,57.21,,,,237.73,268.76,265.97,302.80,329.23,343.72,378.00,390.81,397.45,410.97,442.17,454.10,449.23,457.06,457.26,461.41,456.48,444.93,437.94,431.05,423.28,422.07,424.57,411.64,405.11,413.12,411.48,406.43,406.74,408.64,398.69,397.09,391.59,408.37,399.53,402.04,L7
2008-02-01 21:56:21+00:00,,,,,,57.21,,,,237.73,268.76,265.97,302.80,329.23,353.11,373.93,384.55,390.38,401.19,442.17,454.10,446.46,455.49,456.62,460.07,453.56,442.18,431.79,424.88,420.43,422.68,424.25,411.64,405.11,412.58,411.44,408.24,407.08,408.27,400.74,399.96,397.15,409.02,400.00,399.93,L7
2008-08-27 21:55:06+00:00,,,,,,,,,,,256.48,247.51,265.65,283.15,318.46,346.00,375.13,424.29,411.77,404.32,400.40,410.85,,,435.60,437.62,432.67,432.75,419.16,405.76,400.22,394.38,387.67,377.67,374.26,,,398.31,401.17,391.43,379.62,375.45,374.79,380.14,386.45,L7
2008-10-30 21:54:58+00:00,,,,,,,,,,245.42,266.02,264.24,277.20,291.54,320.49,348.69,374.89,405.43,404.53,401.00,403.51,410.85,,448.92,444.67,443.50,435.71,430.54,417.88,407.56,403.63,402.69,389.85,376.22,371.37,,,391.03,394.86,386.84,383.57,384.74,385.25,390.37,391.61,L7
2009-03-23 21:56:15+00:00,,,,,,,,,,245.42,275.56,275.08,296.65,312.81,337.31,369.65,393.71,404.53,408.69,406.46,420.89,454.28,459.87,448.92,453.73,450.21,439.78,432.21,423.60,418.83,418.65,422.19,405.19,382.98,379.59,394.35,,383.76,406.15,394.50,390.82,394.82,399.75,403.56,401.18,L7
2009-11-26 21:56:28+00:00,,,,,55.49,91.93,,193.98,,276.63,,336.33,338.29,345.17,354.61,368.25,389.40,402.86,418.69,424.43,428.74,434.05,454.66,459.28,464.49,447.54,428.76,419.13,420.32,416.12,408.43,401.71,402.61,409.21,412.53,402.06,397.84,403.88,405.05,390.64,388.76,386.48,381.51,363.68,358.66,L5
2009-12-12 21:56:37+00:00,,,,,55.49,90.04,124.13,180.27,,266.15,,336.33,338.29,345.17,354.61,368.25,389.40,402.86,418.69,424.43,428.74,434.05,454.66,459.28,464.49,444.45,426.76,419.61,418.39,414.94,402.98,397.57,397.31,401.49,408.17,401.31,396.25,398.29,398.68,388.94,385.25,381.56,378.70,364.06,361.66,L5
2009-12-20 21:57:07+00:00,,,,,70.70,97.63,124.13,180.39,,272.94,319.26,340.51,345.62,357.03,366.43,378.42,396.13,402.86,418.69,424.43,438.06,439.78,454.65,463.16,468.13,449.75,426.86,419.78,418.31,419.13,402.98,397.57,397.31,401.84,405.56,397.95,393.79,396.26,396.65,387.54,385.86,385.30,379.34,364.06,361.66,L7
2010-01-05 21:57:24+00:00,,,,,70.70,97.63,124.13,180.39,,272.94,328.97,340.76,342.83,351.02,363.85,376.36,392.56,402.04,423.75,430.94,438.06,439.78,454.63,467.99,466.56,450.73,429.56,422.48,423.66,423.28,408.99,403.84,400.69,401.84,405.56,403.00,396.75,399.46,397.16,388.65,388.35,385.92,379.60,366.17,367.69,L7
2010-01-13 21:56:49+00:00,,,,,70.70,97.63,120.48,173.72,,272.25,323.84,339.97,346.09,353.14,364.10,376.08,392.16,402.71,426.79,435.58,439.21,439.31,454.31,469.08,467.12,452.92,432.26,423.62,424.88,423.75,409.90,405.85,401.64,404.08,408.76,404.79,398.63,400.47,397.36,388.86,388.44,385.85,379.23,367.52,372.25,L5
2010-01-29 21:56:53+00:00,,,,,70.70,97.63,120.48,163.54,,270.51,318.59,336.08,342.56,350.85,363.39,376.77,392.67,405.45,428.35,436.87,439.49,439.49,455.20,468.28,467.86,454.88,436.58,426.95,427.89,425.79,412.97,408.14,402.15,404.46,408.70,404.24,398.53,400.96,399.04,391.12,389.48,386.68,380.37,371.57,376.44,L5
2010-05-13 21:58:09+00:00,,,,,70.70,97.63,118.27,163.54,,270.51,318.59,336.08,342.56,354.59,364.50,376.46,392.65,406.08,428.20,436.72,438.13,436.73,452.35,464.03,467.86,454.88,437.17,427.29,428.47,427.37,415.62,411.47,403.51,403.15,407.41,405.03,399.78,400.96,399.04,390.21,388.66,386.25,381.58,374.43,379.35,L7
2010-07-16 21:58:15+00:00,,,,,,,113.84,122.81,490.72,263.54,302.84,320.51,340.48,355.90,357.19,372.41,390.31,408.71,429.97,439.95,439.18,436.96,447.38,447.37,470.83,464.71,443.80,434.97,432.11,434.29,434.65,430.52,410.54,402.59,407.31,410.51,406.50,403.41,407.42,393.58,384.35,381.60,386.91,388.25,399.18,L7
2010-10-28 21:55:51+00:00,,,289.46,,,,208.91,339.01,422.60,372.48,380.42,364.36,353.28,359.77,357.40,372.46,394.24,416.06,438.25,444.35,441.90,438.83,442.04,442.09,434.77,440.30,443.66,438.71,433.38,433.44,439.35,425.24,408.62,400.52,403.52,411.62,410.87,399.56,402.17,394.65,388.29,376.99,387.31,388.74,402.18,L5
2010-11-05 21:58:37+00:00,,,289.46,,,,208.91,322.38,394.16,364.55,372.06,361.28,356.53,360.51,358.46,373.94,394.96,416.06,438.25,444.35,443.36,438.76,443.25,441.37,438.59,444.95,445.75,439.51,434.63,430.41,432.05,425.24,408.62,397.12,400.11,408.22,407.21,395.88,403.83,397.37,392.24,383.39,388.61,388.74,402.18,L7
2010-11-21 21:58:50+00:00,,,289.46,,176.83,,295.16,318.96,378.20,361.65,372.06,361.28,356.32,356.36,355.83,373.96,395.20,419.17,440.23,448.03,447.65,444.24,446.29,440.89,438.59,444.95,446.80,441.95,435.56,426.13,428.88,421.16,406.01,397.43,400.14,405.92,406.85,395.88,403.83,404.65,396.67,387.03,389.38,390.44,401.36,L7
