dates,nzd0418-0000,nzd0418-0001,nzd0418-0002,nzd0418-0003,nzd0418-0004,nzd0418-0005,nzd0418-0006,nzd0418-0007,nzd0418-0008,nzd0418-0009,nzd0418-0010,nzd0418-0011,nzd0418-0012,nzd0418-0013,nzd0418-0014,nzd0418-0015,nzd0418-0016,nzd0418-0017,nzd0418-0018,nzd0418-0019,nzd0418-0020,nzd0418-0021,nzd0418-0022,nzd0418-0023,nzd0418-0024,nzd0418-0025,nzd0418-0026,nzd0418-0027,nzd0418-0028,nzd0418-0029,nzd0418-0030,nzd0418-0031,nzd0418-0032,nzd0418-0033,nzd0418-0034,nzd0418-0035,nzd0418-0036,nzd0418-0037,nzd0418-0038,nzd0418-0039,nzd0418-0040,nzd0418-0041,nzd0418-0042,nzd0418-0043,nzd0418-0044,nzd0418-0045,nzd0418-0046,nzd0418-0047,nzd0418-0048,nzd0418-0049,nzd0418-0050,nzd0418-0051,nzd0418-0052,nzd0418-0053,nzd0418-0054,nzd0418-0055,nzd0418-0056,nzd0418-0057,nzd0418-0058,nzd0418-0059,nzd0418-0060,nzd0418-0061,nzd0418-0062,nzd0418-0063,nzd0418-0064,nzd0418-0065,nzd0418-0066,nzd0418-0067,nzd0418-0068,nzd0418-0069,nzd0418-0070,nzd0418-0071,nzd0418-0072,nzd0418-0073,nzd0418-0074,nzd0418-0075,nzd0418-0076,nzd0418-0077,nzd0418-0078,nzd0418-0079,nzd0418-0080,nzd0418-0081,nzd0418-0082,satname
2001-09-07 22:08:34+00:00,400.42,389.91,398.68,447.32,435.32,416.24,398.47,382.72,387.31,397.92,398.08,399.99,404.96,401.79,395.93,393.22,382.85,371.02,368.86,365.57,369.73,374.48,373.31,372.31,369.99,371.02,365.14,358.45,352.69,348.25,346.05,348.37,347.89,350.70,354.27,360.79,358.04,358.25,357.45,362.18,362.59,365.37,360.47,362.97,351.51,357.18,351.89,343.71,343.04,350.67,352.86,360.23,368.27,365.40,376.61,360.73,356.18,356.20,361.17,357.29,320.56,318.92,333.52,343.50,351.27,357.72,363.10,359.97,371.99,376.87,372.83,370.34,375.69,374.39,381.21,387.43,374.89,381.81,368.57,361.42,357.77,364.42,377.40,L7
2001-09-23 22:08:26+00:00,391.00,386.23,388.89,432.78,412.86,409.44,391.16,387.99,382.63,395.97,404.88,399.49,395.14,395.48,388.12,375.04,377.16,383.09,369.30,366.41,370.12,371.17,381.70,382.68,369.95,371.24,369.87,368.32,361.20,349.08,340.07,338.33,337.71,340.24,352.90,358.97,352.95,364.07,359.13,368.09,366.81,360.73,362.17,356.35,352.07,351.94,347.18,359.53,355.83,358.40,353.75,355.14,362.45,364.14,361.57,331.68,335.00,322.00,332.60,336.92,328.43,321.15,338.11,349.69,346.15,354.27,358.20,357.87,365.85,372.47,389.51,384.59,383.79,374.00,378.21,380.36,373.83,365.68,339.61,340.39,323.95,336.82,357.11,L7
2001-12-12 22:08:38+00:00,379.97,373.21,373.56,403.24,413.88,403.32,390.94,382.02,373.98,370.62,381.70,383.18,376.15,372.93,367.20,363.56,365.22,356.06,362.81,361.17,355.31,354.95,355.17,356.17,353.30,343.52,347.84,341.47,338.72,335.82,332.44,333.09,327.76,326.04,327.84,326.07,335.53,338.39,346.52,345.67,348.06,344.96,342.82,341.53,344.10,342.79,349.08,353.95,361.07,362.73,359.04,330.88,,,,,,,338.23,351.08,302.38,307.15,318.78,329.93,333.13,343.88,346.07,352.82,358.08,375.89,384.42,387.44,387.38,385.37,348.14,,,,,,,340.34,367.94,L7
2002-04-03 22:08:45+00:00,381.66,383.70,388.72,438.14,417.99,432.56,420.24,428.93,423.81,403.11,402.59,406.75,388.10,389.20,401.45,406.47,381.25,380.97,375.87,382.63,384.10,388.46,395.96,393.94,374.69,381.87,370.04,369.41,370.69,368.40,375.50,372.74,374.67,,373.10,,377.68,,372.06,376.18,381.35,371.95,373.48,379.62,378.99,384.24,392.17,397.82,405.22,409.37,404.95,393.21,395.84,404.40,399.44,393.62,,,,428.51,,333.22,346.59,365.20,354.77,366.16,383.95,383.27,402.60,419.34,427.85,432.68,434.58,425.76,416.17,413.82,413.31,404.89,401.46,,,,434.37,L7
2002-06-06 22:08:34+00:00,,,,407.62,414.21,414.00,406.02,407.01,406.19,391.12,403.60,400.83,406.76,399.16,388.34,386.33,383.83,375.13,372.81,377.20,378.28,370.46,362.16,358.86,366.21,351.20,359.16,353.24,358.10,354.74,,,343.53,327.73,345.14,341.13,341.42,343.88,345.19,357.39,359.95,357.67,,,,,,,,,,,,,,,,,,,308.79,304.99,330.24,341.25,344.12,,,,,,,,,,,,,,,,,,,L7
2002-08-25 22:08:00+00:00,,,,400.99,401.63,407.58,402.27,417.12,,,,,381.07,373.43,367.93,369.75,371.54,369.32,378.08,382.65,372.05,370.56,375.09,372.90,376.82,376.98,367.07,360.18,352.39,347.05,348.56,345.47,356.39,352.74,349.56,343.47,352.01,353.50,360.90,366.88,,,,,,,,,,,,,,,,,,,,,317.06,320.43,337.72,,,,,,,,,,,,,,,,,,,,,L7
2002-10-28 22:07:46+00:00,,,,441.72,430.88,426.46,417.50,407.02,402.61,400.42,393.27,395.64,400.68,401.00,403.34,396.69,388.37,379.79,372.38,376.94,375.02,378.05,379.48,376.09,369.56,372.90,360.29,354.28,346.19,351.19,346.19,345.56,351.84,351.72,355.24,350.46,350.52,356.06,350.85,359.12,363.02,358.49,353.40,364.89,372.42,378.09,381.11,377.21,380.04,381.69,373.48,371.32,371.14,366.67,370.66,379.46,,,,432.23,319.05,312.38,331.71,344.45,343.36,346.13,372.51,379.14,394.58,406.95,407.67,407.43,407.92,394.86,393.65,389.57,376.16,376.07,387.36,,,,439.74,L7
2002-11-29 22:08:13+00:00,383.53,389.46,383.20,430.78,423.12,421.18,417.01,414.72,409.21,396.41,392.89,392.09,393.97,389.43,387.43,385.88,383.03,380.82,380.50,377.64,373.28,370.13,369.59,369.77,365.58,368.32,364.91,365.34,352.91,345.39,343.69,346.10,347.03,352.09,350.92,355.35,355.21,351.95,358.41,358.39,364.24,365.19,367.09,367.24,366.61,364.07,366.09,364.91,370.20,378.07,381.06,391.55,395.53,394.18,384.95,363.94,378.59,,,408.11,315.79,317.91,328.61,346.07,350.14,363.70,370.80,373.82,381.04,392.36,395.33,397.43,402.98,403.82,411.39,411.91,405.29,390.02,371.82,383.46,,404.27,429.21,L7
2002-12-31 22:08:20+00:00,373.10,380.78,381.82,424.41,427.18,419.28,417.70,416.50,410.54,402.79,,,,,,,,,,,,,,,,,,,,,,358.46,355.59,352.05,351.77,347.18,346.97,344.49,349.25,346.78,354.95,364.95,366.20,364.62,362.25,366.35,368.08,372.58,373.74,372.11,374.96,386.52,388.99,388.74,391.08,385.37,375.36,,,392.04,308.41,309.76,320.67,335.54,353.96,365.88,366.53,373.86,383.37,397.79,402.83,400.53,397.64,400.28,403.30,406.70,399.05,396.38,393.20,381.26,,394.90,405.90,L7
2003-02-01 22:08:33+00:00,370.89,369.54,369.17,414.36,422.05,408.98,408.91,409.42,402.57,394.68,391.37,383.82,379.53,386.44,382.68,372.81,369.78,365.80,367.23,374.18,366.89,369.21,367.42,362.14,365.25,358.69,361.47,352.43,359.24,369.15,364.73,371.21,367.00,361.36,355.68,350.74,350.05,347.88,347.34,345.99,349.46,352.69,353.57,351.92,356.80,357.12,357.09,362.65,358.11,358.97,362.38,369.44,367.34,369.21,372.90,369.91,365.27,314.17,347.11,382.87,312.04,307.81,319.86,332.97,340.23,352.19,355.68,367.25,373.48,383.86,392.98,387.56,384.20,387.58,387.19,386.63,378.72,378.19,377.79,371.64,315.28,363.64,401.68,L7
2003-05-24 22:08:40+00:00,,,,442.93,439.02,435.58,430.44,425.51,421.26,422.19,413.91,411.46,404.62,404.40,404.59,400.75,392.30,390.72,387.79,391.54,394.88,395.77,393.16,394.93,389.13,389.23,387.68,387.44,385.76,387.19,385.74,379.24,374.31,377.28,378.21,388.23,393.74,384.81,387.70,388.82,394.34,395.52,400.30,402.75,402.77,404.62,400.90,,,,,,,,,,,,,,348.71,347.37,365.91,375.85,380.87,397.97,407.11,409.97,417.10,425.64,,,,,,,,,,,,,,L7
2003-08-20 21:57:03+00:00,,,,434.62,421.90,412.58,417.32,416.43,415.17,407.84,401.92,401.12,405.05,392.76,383.81,374.04,371.43,371.18,376.72,371.10,377.69,374.83,376.93,371.87,373.57,372.67,372.35,376.80,371.82,379.96,378.47,378.31,377.96,377.56,375.94,378.05,371.98,376.88,370.15,375.65,385.94,389.83,386.68,394.00,392.38,398.66,387.44,,,,,,,,,,,,,,340.58,329.90,350.57,367.27,374.75,381.34,404.85,400.37,412.05,412.34,,,,,,,,,,,,,,L5
2003-08-28 22:08:21+00:00,390.39,387.18,387.44,433.70,436.81,427.99,422.45,423.19,415.32,406.43,410.85,403.46,401.52,395.44,386.38,377.99,374.50,369.70,375.11,375.94,369.26,371.58,370.99,363.25,366.84,365.20,375.92,369.63,371.58,366.22,370.99,373.11,372.52,375.60,369.07,372.70,377.05,370.75,368.59,375.03,384.38,385.79,383.09,382.93,385.96,388.86,389.96,399.98,401.18,,,,,,,,,,,,334.12,328.23,347.96,367.12,374.52,384.41,388.30,399.05,402.32,418.96,430.46,427.72,,,,,,,,,,,,L7
2003-11-16 22:08:35+00:00,370.91,369.44,374.38,429.34,421.30,417.37,417.16,402.49,399.60,401.18,391.86,396.44,401.40,392.46,391.02,387.23,387.96,393.45,401.30,392.32,385.57,385.67,385.54,378.19,371.68,362.76,348.08,341.77,343.54,342.15,345.91,348.40,351.26,354.91,353.97,360.86,354.00,367.55,374.77,381.28,383.52,390.24,392.62,382.10,374.69,373.93,371.76,369.20,381.90,390.07,390.17,385.94,384.48,384.17,381.88,,399.69,389.84,390.35,377.90,330.64,334.38,352.12,369.92,377.49,384.46,385.13,381.05,390.39,398.93,399.68,409.28,415.03,410.81,408.49,400.80,393.29,387.42,,406.29,392.14,393.19,391.37,L7
2003-12-02 22:08:38+00:00,359.35,357.01,354.04,420.92,418.34,421.37,410.50,397.04,389.29,387.23,384.45,381.60,379.58,377.98,383.39,384.77,375.13,372.67,381.90,384.32,378.32,376.30,377.63,380.90,376.67,364.53,358.20,352.47,340.48,343.68,339.14,344.80,348.61,356.12,357.63,362.65,359.08,365.87,367.11,361.55,365.30,370.58,373.10,365.05,365.93,370.52,367.80,362.81,368.35,379.29,385.32,370.47,341.57,339.71,365.93,361.31,370.65,372.76,373.20,364.96,330.31,326.33,330.47,344.40,359.43,366.72,368.54,375.40,388.56,391.81,393.25,395.94,404.00,407.72,391.46,360.94,347.22,370.99,369.20,375.30,374.83,374.48,380.67,L7
2003-12-10 21:58:29+00:00,357.00,357.46,360.97,443.49,439.80,435.71,423.12,408.67,405.51,393.12,389.43,389.59,383.87,383.40,392.31,390.79,392.65,394.94,395.09,405.48,402.47,391.48,383.92,384.09,377.87,366.63,361.63,351.54,348.47,350.76,353.23,361.07,363.22,370.61,375.52,374.59,375.02,372.71,375.47,379.57,380.96,382.16,382.58,385.88,391.62,384.25,376.83,378.58,384.01,388.11,391.38,377.30,334.18,370.02,373.95,380.31,385.79,386.24,389.54,391.29,337.01,336.02,351.21,364.02,368.00,378.66,390.97,399.61,398.24,402.93,409.06,410.95,413.65,414.66,397.37,362.55,378.15,379.12,392.07,391.34,387.73,390.37,404.98,L5
2004-01-03 22:08:54+00:00,363.22,359.22,352.53,431.88,436.80,432.94,424.63,416.40,409.73,400.77,401.73,399.30,395.68,391.90,385.24,383.61,385.27,382.30,383.44,395.88,391.01,392.94,392.04,374.72,365.23,357.99,358.43,352.38,350.82,351.49,348.90,352.57,357.88,356.42,359.39,356.73,360.70,361.23,367.82,372.13,383.01,383.76,380.45,385.44,381.56,384.96,377.41,376.07,379.49,379.21,374.23,339.16,349.23,352.02,361.25,369.13,373.51,380.69,379.61,380.67,325.14,329.01,344.70,365.91,368.06,376.93,388.19,391.47,398.70,401.15,406.49,407.07,404.35,399.03,358.31,365.45,362.89,366.39,376.99,379.32,381.66,380.34,395.63,L7
2004-01-19 22:08:59+00:00,362.29,356.41,352.19,418.29,431.63,424.13,420.18,412.85,406.78,390.61,390.53,393.77,386.46,385.21,381.23,378.93,378.56,378.70,384.73,385.90,381.58,381.17,377.55,368.48,375.55,363.42,362.77,354.42,357.42,355.12,356.23,354.40,359.63,363.19,366.59,354.85,369.69,364.35,363.73,359.35,366.15,370.49,378.48,381.88,385.47,388.52,400.20,406.84,403.89,382.29,341.90,,,,,,365.66,374.68,369.45,371.88,327.94,323.97,335.97,347.02,358.86,378.41,385.23,399.62,405.69,427.54,437.27,431.62,408.06,368.09,,,,,,370.37,375.91,369.56,386.99,L7
2004-01-27 21:58:50+00:00,366.09,370.23,376.81,430.49,419.37,420.81,421.79,422.06,416.92,410.88,407.42,400.22,403.61,392.88,389.53,387.44,386.55,394.00,393.11,392.41,403.40,402.97,403.67,397.05,385.74,381.19,377.56,378.05,371.17,365.86,362.86,359.10,364.39,360.97,367.89,379.23,373.71,377.55,370.61,375.19,389.91,398.44,406.08,408.88,413.06,415.75,414.51,430.17,,,,,410.64,378.60,356.26,360.65,363.31,361.44,356.46,368.92,340.92,331.04,347.55,376.08,387.42,399.28,411.98,422.74,432.01,443.99,486.14,,,,,430.00,390.07,361.70,369.53,368.90,363.08,358.09,385.89,L5
2004-03-23 22:09:16+00:00,,,,450.94,448.07,443.06,445.47,439.68,427.10,424.23,417.52,413.89,412.13,401.16,387.73,392.77,395.82,396.88,393.90,395.68,401.20,402.51,402.49,393.83,397.73,388.72,384.23,382.71,373.33,374.10,374.33,383.30,392.68,392.88,390.94,398.75,392.39,392.48,392.28,390.22,382.02,,,,,,,,,,,,,,,,,,,,355.81,352.43,359.89,359.79,,,,,,,,,,,,,,,,,,,,L7
2004-04-08 22:09:12+00:00,,,,435.65,428.39,428.11,426.34,419.35,414.79,407.81,401.86,400.52,394.81,389.98,385.96,387.43,383.97,384.66,382.93,381.86,383.02,381.21,382.55,380.23,367.86,369.72,364.75,364.65,359.61,356.89,360.12,358.48,361.07,365.56,369.12,374.41,380.59,390.57,391.77,397.51,405.03,,,,,,,,,,,,,,,,,,,,355.30,352.16,368.08,,,,,,,,,,,,,,,,,,,,,L7
2004-04-24 22:09:07+00:00,388.22,388.41,387.97,440.83,435.67,431.04,431.14,429.27,418.41,414.03,404.23,396.56,394.71,396.14,394.46,392.94,391.30,394.64,392.80,393.75,388.89,390.29,391.35,387.43,385.31,381.31,374.10,370.55,369.80,367.63,367.10,367.40,371.11,373.31,375.20,385.31,383.88,398.97,403.17,406.57,413.87,415.71,426.86,433.39,439.75,440.43,432.38,428.18,402.79,408.22,411.41,,403.41,396.40,386.12,378.38,371.51,358.96,344.60,350.18,362.15,363.57,384.20,395.11,404.83,426.11,439.57,450.96,454.67,456.18,458.02,431.60,434.05,432.39,,424.92,407.70,391.35,381.94,377.15,361.13,347.96,377.48,L7
2004-05-02 22:00:09+00:00,387.08,389.29,384.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349.25,343.84,,,,,,,,,,,,,,,,,,,,,336.93,349.70,360.28,L5
2004-05-18 22:00:38+00:00,,,,461.69,472.77,455.02,450.98,447.19,443.33,425.15,424.60,421.10,422.63,423.88,419.63,416.19,418.46,414.01,411.78,418.39,412.60,401.99,402.06,402.90,398.42,394.00,400.56,396.45,393.38,391.46,395.99,404.12,404.41,409.44,405.73,401.23,408.81,415.30,413.27,411.31,417.89,427.82,431.88,442.56,452.88,465.19,451.72,398.98,,,,,,,,,,,,,379.40,373.59,388.95,404.45,415.98,434.05,449.35,466.72,480.98,459.14,425.10,,,,,,,,,,,,,L5
2004-05-26 22:09:09+00:00,,,,,,430.47,428.43,425.86,438.64,,409.61,,,,,,,,,,,,,412.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L7
