dates,satname,nzd0532-0000,nzd0532-0001,nzd0532-0002,nzd0532-0003,nzd0532-0004,nzd0532-0005,nzd0532-0006,nzd0532-0007,nzd0532-0008,nzd0532-0009,nzd0532-0010,nzd0532-0011,nzd0532-0012,nzd0532-0013,nzd0532-0014,nzd0532-0015,nzd0532-0016,nzd0532-0017,nzd0532-0018,nzd0532-0019,nzd0532-0020,nzd0532-0021,nzd0532-0022,nzd0532-0023,nzd0532-0024,nzd0532-0025,nzd0532-0026,nzd0532-0027,nzd0532-0028,nzd0532-0029,nzd0532-0030,nzd0532-0031,nzd0532-0032,nzd0532-0033,nzd0532-0034,nzd0532-0035,nzd0532-0036,nzd0532-0037,nzd0532-0038,nzd0532-0039,nzd0532-0040,nzd0532-0041,nzd0532-0042,nzd0532-0043,nzd0532-0044,nzd0532-0045,nzd0532-0046,nzd0532-0047,nzd0532-0048,nzd0532-0049,nzd0532-0050,nzd0532-0051,nzd0532-0052,nzd0532-0053,nzd0532-0054,nzd0532-0055,nzd0532-0056,nzd0532-0057,nzd0532-0058,nzd0532-0059,nzd0532-0060,nzd0532-0061,nzd0532-0062,nzd0532-0063,nzd0532-0064,nzd0532-0065,nzd0532-0066,nzd0532-0067,nzd0532-0068,nzd0532-0069,nzd0532-0070,nzd0532-0071,nzd0532-0072,nzd0532-0073,nzd0532-0074,nzd0532-0075,nzd0532-0076,nzd0532-0077,nzd0532-0078,nzd0532-0079,nzd0532-0080,nzd0532-0081,nzd0532-0082,nzd0532-0083,nzd0532-0084,nzd0532-0085,nzd0532-0086,nzd0532-0087,nzd0532-0088
2000-09-27 22:17:24+00:00,L7,325.42,299.67,310.58,312.25,312.84,313.52,310.97,307.18,318.68,330.45,332.62,327.64,325.89,328.68,330.56,334.58,337.33,333.47,329.37,332.66,330.06,328.31,323.50,332.71,349.47,350.59,353.25,345.87,340.03,333.94,327.71,324.08,320.26,314.84,315.74,315.08,317.19,325.39,327.13,331.59,331.23,329.45,324.85,326.25,325.45,332.41,331.64,328.90,323.24,315.74,316.39,309.32,311.03,307.59,304.92,295.92,289.02,283.50,279.15,274.57,276.03,276.61,275.47,274.59,274.07,274.19,277.24,277.14,279.06,278.61,281.32,283.29,283.87,280.85,279.54,284.15,285.34,285.13,284.43,279.24,276.66,271.59,275.94,279.87,289.78,293.51,289.61,286.91,286.41
2000-12-25 22:11:14+00:00,L7,322.53,305.13,309.18,308.28,308.40,297.22,289.00,274.74,297.76,323.41,325.11,324.62,320.81,321.76,321.26,325.49,326.34,323.08,,,,,,,,,,,,,,,,,,,,,,,,328.36,318.95,317.57,325.28,330.51,320.12,320.03,315.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-01-10 22:11:15+00:00,L7,342.89,327.38,326.06,331.97,333.41,333.94,332.32,327.60,341.78,351.35,352.22,349.73,344.30,349.47,348.46,349.12,351.26,353.68,351.49,345.48,352.37,347.17,349.17,348.57,355.45,358.42,353.76,355.19,350.43,346.71,342.86,336.27,338.44,333.40,331.85,337.46,339.54,342.94,349.67,351.31,355.98,353.39,347.91,348.17,344.09,346.98,349.75,342.14,338.99,334.96,333.98,330.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-03-22 22:17:09+00:00,L7,326.96,310.01,315.11,322.74,320.84,318.21,316.58,308.54,319.99,335.21,342.58,336.47,336.72,338.07,335.02,336.29,340.25,343.18,336.14,338.97,335.99,338.11,343.53,346.93,351.78,350.39,348.86,346.13,341.02,338.28,334.06,326.22,322.37,317.29,314.81,320.79,328.34,333.85,336.27,339.46,338.44,333.10,329.81,333.88,332.97,345.68,338.72,332.93,325.99,319.26,318.73,313.77,309.93,307.36,305.44,298.15,294.71,288.16,284.22,282.25,278.16,276.11,277.29,277.97,279.37,281.67,282.98,287.09,285.00,283.98,285.34,285.62,286.03,285.65,284.74,288.91,289.40,290.61,289.84,285.07,283.41,279.18,282.49,288.16,299.53,300.94,300.59,293.62,295.09
2001-03-31 22:10:55+00:00,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-04-07 22:17:01+00:00,L7,325.51,303.61,319.93,318.59,316.13,311.92,311.33,305.60,321.21,332.00,338.11,328.70,324.63,327.34,331.95,336.63,339.54,336.69,337.14,338.42,338.62,336.41,337.06,339.78,352.53,351.60,354.86,351.24,344.30,341.14,333.71,328.20,327.69,319.31,312.79,317.75,319.63,323.52,330.71,331.75,332.90,335.74,327.89,324.59,327.92,336.39,335.09,330.49,323.79,317.27,318.05,313.10,308.00,304.64,304.06,297.91,291.97,285.92,283.43,278.44,278.40,275.37,276.25,276.91,278.62,280.23,282.69,285.22,285.01,283.56,286.09,286.71,286.25,284.78,282.69,286.54,285.99,287.38,284.83,282.38,277.87,279.17,280.42,288.13,290.55,298.48,294.45,292.44,296.09
2001-04-16 22:10:54+00:00,L7,331.29,310.87,320.36,320.47,316.60,323.35,311.63,305.06,317.54,328.65,336.05,334.82,326.53,333.80,337.31,340.68,342.41,342.24,338.47,342.84,344.33,344.95,340.14,344.64,351.02,353.61,345.88,343.39,334.47,336.81,325.30,322.52,320.28,320.56,316.08,320.64,323.52,330.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-07-05 22:10:09+00:00,L7,353.41,299.40,328.43,326.34,324.35,321.83,321.39,314.67,328.38,340.58,344.68,333.73,336.55,344.39,342.94,343.11,337.21,338.43,338.71,335.53,333.79,334.49,339.73,339.94,,,353.94,344.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-08-13 22:15:49+00:00,L7,326.70,298.09,315.21,318.45,317.41,322.51,318.71,318.91,325.82,338.12,339.72,335.63,335.77,335.45,342.78,339.53,337.31,339.97,338.96,337.73,340.51,334.79,335.63,,,359.48,358.64,353.42,345.48,337.07,333.36,329.36,327.55,320.47,322.71,322.96,327.75,330.91,335.95,338.61,342.20,339.24,333.98,335.12,338.44,342.46,339.53,331.43,329.24,324.76,319.75,314.05,313.66,309.34,313.58,303.28,297.26,292.56,292.92,283.78,281.52,280.45,280.49,279.18,277.29,279.08,280.36,287.19,287.65,285.48,287.70,288.94,290.15,288.98,284.54,289.21,288.95,291.60,288.50,285.71,276.49,277.35,278.22,287.71,294.03,304.48,299.90,298.64,296.96
2001-09-07 22:09:22+00:00,L7,,,368.47,396.70,395.66,,,,283.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-11-01 22:15:17+00:00,L7,324.60,306.05,315.04,318.48,317.12,315.26,313.21,309.31,320.98,337.92,339.10,334.86,330.83,332.89,338.10,338.87,340.09,341.55,336.90,335.62,335.92,333.25,330.80,334.58,347.04,346.87,345.56,342.99,343.88,337.26,326.04,320.83,324.73,319.58,312.69,315.00,318.16,320.13,320.26,326.98,330.19,329.76,324.50,323.66,332.58,337.41,333.56,326.94,319.89,314.77,316.29,310.30,309.16,304.84,305.87,297.26,291.12,283.22,279.58,274.40,271.31,271.21,269.41,271.06,275.05,275.18,277.49,279.62,278.69,277.84,278.50,279.39,279.56,275.89,278.19,281.22,282.27,283.46,281.84,,,269.08,274.08,278.31,287.27,292.19,293.82,292.96,288.67
2001-11-26 22:09:21+00:00,L7,346.94,316.84,320.16,318.98,324.31,322.72,311.05,313.66,324.84,337.49,342.31,334.79,335.47,337.69,344.59,344.89,346.45,349.90,343.20,343.57,345.11,340.40,340.90,346.18,360.76,366.21,366.65,363.21,357.37,353.76,346.16,340.94,331.37,328.37,326.24,324.43,329.58,331.79,335.67,336.29,338.68,339.27,339.72,338.90,338.60,340.19,339.56,334.97,328.35,325.36,317.45,319.26,321.75,302.43,302.65,292.77,287.50,281.41,278.16,274.61,269.07,269.39,266.50,265.94,268.81,270.92,272.24,275.71,276.26,273.51,275.54,277.90,276.82,274.36,274.22,275.19,278.75,279.55,278.26,275.03,270.61,,,,297.72,298.30,298.85,291.78,288.62
2001-12-19 22:15:37+00:00,L7,359.45,347.91,362.08,363.27,361.86,355.15,352.51,346.37,353.86,366.88,367.82,362.20,359.41,361.58,362.91,365.10,361.86,365.75,363.90,364.12,362.94,362.37,359.78,366.67,373.50,381.29,379.33,373.98,367.78,362.37,355.01,348.85,341.24,341.22,341.93,345.68,353.78,356.57,361.83,359.49,363.67,359.45,355.89,353.98,358.07,365.39,365.82,360.13,354.16,347.60,348.87,343.71,339.09,336.27,331.94,325.61,315.94,311.82,309.70,309.21,301.53,298.87,302.83,306.29,306.79,307.44,318.46,319.95,320.58,321.03,321.88,324.68,322.78,325.17,322.94,337.98,345.14,345.94,343.58,342.46,333.63,328.47,326.25,331.19,338.14,345.22,344.49,336.38,339.20
2002-04-03 22:09:32+00:00,L7,,,,,,,337.96,338.25,347.36,358.94,360.75,354.81,357.18,362.83,358.17,361.26,362.56,367.02,367.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-05-21 22:09:29+00:00,L7,339.17,293.64,313.28,317.00,312.81,312.77,309.95,305.70,312.36,325.82,329.33,329.55,327.81,330.02,331.43,339.08,338.54,341.97,330.17,336.20,336.25,331.16,336.63,339.65,348.32,350.26,352.15,350.05,340.96,336.42,329.28,325.81,320.71,316.79,314.72,316.29,313.38,321.55,325.40,326.75,324.69,,279.85,261.65,,182.29,138.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-07-31 22:15:11+00:00,L7,342.34,310.76,330.99,328.60,329.12,327.79,329.69,327.51,339.39,357.09,355.30,342.22,340.10,341.83,347.38,,,,,,,,,,,,,,,,,,,329.83,,,,,,,,,,,,,,,,,336.70,334.09,327.95,328.37,328.75,324.03,313.79,308.65,303.26,297.03,292.88,291.78,297.56,297.71,294.92,292.99,300.69,305.01,307.82,302.74,303.14,304.83,305.09,306.62,307.00,311.55,313.36,314.21,312.78,314.69,314.57,313.20,307.07,311.08,322.45,340.88,331.56,328.39,329.12
2002-08-09 22:08:57+00:00,L7,373.60,408.29,401.70,337.30,334.18,329.20,330.04,323.17,342.97,343.20,351.27,334.49,329.33,334.27,333.70,324.23,319.79,323.89,321.78,331.78,334.98,333.44,341.73,349.81,363.98,361.97,353.95,346.39,324.93,307.60,279.78,237.85,208.61,191.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-09-26 22:08:32+00:00,L7,351.42,333.70,328.06,332.30,322.43,331.63,326.93,329.47,333.16,354.75,353.83,351.05,344.41,347.63,342.67,349.34,357.02,359.33,344.05,340.67,320.93,316.60,296.82,,208.73,219.96,233.61,190.99,,115.48,84.77,43.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-10-19 22:14:44+00:00,L7,322.85,299.51,309.49,312.02,310.77,305.60,301.47,301.28,309.04,325.85,332.49,327.04,319.23,325.57,329.59,339.38,338.29,339.72,337.66,343.68,342.57,337.42,341.87,342.63,351.21,350.99,353.65,353.74,349.28,346.54,336.49,330.62,327.67,322.82,316.80,324.66,322.94,333.53,337.92,340.03,339.83,332.54,333.22,,,,,,,,,,,,,,,,,,,,,276.24,273.19,271.12,272.81,277.35,278.15,274.25,276.82,280.19,280.52,282.54,276.40,282.61,281.13,285.17,282.77,279.62,275.87,275.96,276.02,287.41,288.69,296.14,293.56,285.66,286.17
2002-10-28 22:08:34+00:00,L7,341.39,324.90,323.14,328.54,321.34,321.50,317.50,316.49,327.52,338.36,342.61,336.34,334.47,335.14,337.60,338.94,340.14,348.39,345.45,345.18,344.21,343.41,340.69,345.58,356.79,361.48,355.39,353.71,343.20,336.22,333.49,326.83,322.99,320.37,320.34,325.36,333.65,335.96,336.33,338.60,342.89,342.61,339.44,340.75,341.61,346.43,346.05,338.41,332.67,332.50,328.31,330.27,333.36,338.05,330.08,321.05,324.69,314.86,326.18,352.16,321.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-11-13 22:08:42+00:00,L7,330.07,319.39,321.91,318.38,318.81,317.35,317.57,314.13,328.83,338.63,337.96,333.15,336.28,337.61,338.28,339.70,344.13,344.00,339.93,333.72,,,,,,,,,,,,,,,,,312.54,314.70,308.67,310.83,284.89,232.32,209.58,200.50,184.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-12-31 22:09:08+00:00,L7,310.21,294.41,298.55,301.89,300.15,300.79,295.24,289.82,301.86,318.83,314.89,312.82,305.07,315.96,320.92,321.93,322.88,323.10,324.34,321.75,322.28,327.36,323.70,332.69,338.28,341.07,344.92,343.82,338.59,326.80,319.55,313.62,309.89,307.30,306.67,308.86,312.63,314.88,310.57,297.08,283.03,234.83,195.30,166.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-03-21 22:09:27+00:00,L7,366.50,378.24,381.09,388.27,389.33,381.79,368.60,362.48,376.44,387.43,380.39,380.53,375.70,377.09,374.71,371.25,365.38,362.31,360.55,354.47,347.06,328.21,309.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-04-13 22:15:43+00:00,L7,332.25,307.97,315.65,321.21,317.89,312.71,309.39,311.69,319.54,334.29,334.68,329.37,329.43,336.18,338.71,343.34,344.89,344.62,343.01,344.04,346.93,343.38,345.10,346.19,356.99,358.70,361.48,355.80,354.07,348.21,340.40,333.87,327.18,323.38,322.45,321.08,329.36,333.68,340.40,341.08,345.76,341.04,341.17,332.78,344.02,345.31,332.90,325.66,320.67,317.51,311.01,306.20,308.20,306.44,302.71,297.19,286.16,281.03,281.45,273.97,271.37,271.26,271.99,271.65,274.10,274.48,279.56,282.51,280.82,278.45,279.21,283.91,283.52,281.65,278.06,286.11,287.55,290.35,286.34,285.24,280.37,277.95,281.71,286.57,292.46,295.95,298.40,291.68,295.97
2003-05-15 22:15:40+00:00,L7,339.79,297.09,313.84,316.99,311.22,306.76,302.34,300.58,310.73,323.43,326.78,325.28,327.50,333.09,331.22,332.60,336.98,340.50,338.20,341.27,343.07,338.03,334.46,340.74,343.89,349.83,346.04,346.13,339.61,337.75,333.49,324.68,304.92,,,312.94,324.84,333.12,336.47,332.79,336.66,332.37,328.55,326.84,333.01,333.91,325.59,316.25,311.19,304.90,295.22,296.45,290.53,291.02,289.84,288.33,283.64,276.23,270.88,266.61,268.97,269.30,267.44,262.03,257.17,256.67,262.62,249.24,268.81,268.46,273.03,280.86,277.20,277.88,273.43,281.73,286.25,288.41,287.25,280.68,277.51,276.63,280.84,289.09,295.29,300.20,299.20,294.99,298.59
2003-08-11 22:03:51+00:00,L5,339.50,306.25,329.84,331.64,331.93,328.75,322.33,319.37,329.03,347.34,347.36,343.35,345.13,347.37,346.73,344.99,348.11,351.44,355.93,351.71,356.30,345.26,342.95,350.25,356.14,367.60,366.80,362.07,351.74,346.15,339.25,340.57,334.04,330.36,332.79,330.68,332.38,340.17,343.79,342.91,347.30,344.99,337.73,335.74,335.96,347.22,347.20,334.72,331.89,328.11,327.46,324.10,323.30,316.53,317.07,311.98,303.69,294.68,290.10,284.99,280.71,280.41,284.16,282.73,282.57,280.42,287.11,291.05,289.81,284.71,284.80,286.20,284.68,284.95,281.25,288.35,289.29,293.28,294.83,290.62,291.44,286.65,290.34,295.34,308.43,313.00,309.40,308.36,306.72
2003-08-12 22:09:11+00:00,L7,178.08,,,,,,,,,,,,,,,355.58,357.62,355.49,358.11,352.03,357.03,355.67,345.10,345.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-08-27 22:04:09+00:00,L5,341.14,320.32,325.56,324.62,320.94,319.40,317.91,307.52,317.88,334.99,338.38,344.98,337.60,339.04,337.49,338.73,338.02,337.53,334.81,329.56,337.38,334.98,334.87,339.90,349.78,353.67,356.07,353.75,350.37,343.77,331.37,327.27,326.47,319.00,315.37,,,319.63,337.77,341.71,346.29,338.40,339.72,333.88,342.88,347.23,340.56,331.80,331.13,326.78,326.49,318.14,318.78,313.63,311.27,300.35,293.43,288.08,284.25,279.84,276.20,277.25,273.80,272.84,275.49,272.51,277.28,278.45,281.89,280.37,282.79,281.02,281.38,277.99,278.39,280.30,285.35,285.12,284.17,279.28,277.40,270.65,275.03,278.71,292.65,298.28,295.61,297.81,301.54
2003-08-28 22:09:09+00:00,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,345.29,350.33,351.22,354.30,352.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-10-07 21:58:35+00:00,L5,334.60,304.11,308.36,311.77,312.69,312.14,307.89,300.96,320.30,336.32,339.66,331.24,328.23,330.61,334.08,333.28,334.80,339.44,338.90,335.19,336.38,332.55,334.63,341.38,349.18,354.32,353.58,352.66,349.77,341.28,332.62,324.50,321.02,317.76,316.99,325.12,327.13,332.98,332.21,332.63,337.92,329.96,331.44,333.23,333.99,336.66,337.28,323.77,319.76,314.50,311.92,309.35,309.20,308.75,306.03,295.46,285.71,283.45,281.97,275.69,273.52,272.40,267.80,267.86,265.85,272.56,270.41,270.97,273.86,275.36,277.40,279.68,282.18,276.93,275.59,279.84,282.96,285.30,284.10,280.45,278.02,273.00,273.94,280.04,291.63,295.65,294.33,292.39,295.11
2003-12-18 22:09:36+00:00,L7,325.84,309.79,310.55,308.81,310.88,,,,,,,,,,,,,,,,,,,,346.27,353.28,350.23,349.53,343.44,332.48,328.45,322.61,317.68,317.70,313.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,279.52,286.49,293.97,293.92,289.40,288.32
2004-02-03 22:05:50+00:00,L5,316.93,306.07,306.41,315.10,313.17,309.41,308.70,310.00,313.68,330.57,336.12,328.10,324.28,328.25,329.63,332.04,332.97,335.09,339.98,336.09,337.39,335.86,335.84,343.54,355.24,356.36,355.18,350.44,345.92,345.60,338.33,331.69,325.58,323.42,317.40,318.76,326.86,329.66,333.67,337.23,339.29,335.81,324.31,327.08,336.24,337.04,333.26,328.36,321.33,315.65,316.11,310.14,305.55,311.41,287.54,282.10,273.25,269.69,270.26,264.79,260.92,260.61,262.07,263.42,265.30,260.85,269.81,276.74,276.40,275.70,276.02,281.11,283.41,282.65,280.96,283.23,276.46,280.26,277.24,271.68,265.35,267.77,269.64,288.65,294.75,300.74,303.29,303.89,301.36
2004-03-31 21:59:59+00:00,L5,333.09,317.15,323.79,321.63,323.72,319.71,321.83,310.03,321.43,332.72,342.05,338.56,338.17,337.52,334.60,338.23,342.08,345.93,347.21,345.19,345.97,341.47,341.78,344.95,359.37,366.30,360.39,356.38,351.51,349.05,341.87,334.61,326.76,318.07,317.89,319.51,319.54,329.78,334.11,336.09,339.06,335.13,337.51,332.83,338.04,339.44,340.11,330.84,325.20,325.31,317.53,315.96,312.57,309.81,311.75,297.74,288.00,279.04,277.82,272.45,267.19,266.39,268.55,275.01,274.09,272.87,272.80,277.53,274.96,272.16,275.82,278.26,278.34,273.98,275.02,284.74,287.40,292.19,285.65,280.12,277.73,277.58,279.25,287.60,296.10,299.06,301.44,301.50,302.53
2004-04-23 22:06:53+00:00,L5,344.58,329.90,339.80,341.98,334.37,337.13,334.22,330.29,342.65,359.00,361.32,355.24,352.71,356.86,358.07,360.84,363.09,359.00,359.55,360.88,367.28,357.46,354.36,357.85,364.77,375.79,375.90,372.63,365.32,360.15,359.79,350.30,341.91,339.72,337.45,338.57,347.68,353.29,354.50,361.40,359.89,357.63,349.91,350.38,354.55,359.55,364.90,355.78,350.45,347.54,335.40,336.72,334.68,336.49,328.64,323.11,313.55,312.83,307.06,303.31,295.24,298.38,300.32,305.08,303.38,299.90,301.98,310.08,314.89,311.95,311.43,310.01,306.28,305.06,300.02,310.50,312.50,314.01,309.32,318.93,329.77,323.34,316.91,319.16,331.67,351.95,339.35,327.79,329.45
2004-04-24 22:09:55+00:00,L7,137.76,225.30,208.76,221.47,181.05,,,243.45,266.33,280.11,278.38,264.65,270.72,273.50,274.03,289.90,,,,,273.84,267.37,270.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
