dates,satname,nzd0379-0000,nzd0379-0001,nzd0379-0002,nzd0379-0003,nzd0379-0004,nzd0379-0005,nzd0379-0006,nzd0379-0007,nzd0379-0008,nzd0379-0009,nzd0379-0010,nzd0379-0011,nzd0379-0012,nzd0379-0013,nzd0379-0014,nzd0379-0015,nzd0379-0016,nzd0379-0017,nzd0379-0018,nzd0379-0019,nzd0379-0020,nzd0379-0021,nzd0379-0022,nzd0379-0023,nzd0379-0024,nzd0379-0025,nzd0379-0026,nzd0379-0027,nzd0379-0028,nzd0379-0029,nzd0379-0030,nzd0379-0031,nzd0379-0032,nzd0379-0033,nzd0379-0034,nzd0379-0035,nzd0379-0036,nzd0379-0037,nzd0379-0038,nzd0379-0039,nzd0379-0040
2001-01-03 22:03:48+00:00,L7,,,,,,,,,,379.08,379.66,376.79,379.75,385.37,382.34,380.68,378.32,386.52,397.55,401.10,388.07,384.88,386.81,396.02,394.48,391.12,397.34,393.63,398.80,406.87,388.75,394.82,393.05,396.67,397.85,406.83,406.61,377.20,394.80,394.56,392.45
2001-01-10 22:10:03+00:00,L7,345.54,337.24,335.45,334.33,333.67,336.66,347.01,358.38,359.78,357.94,352.61,351.23,349.45,353.46,351.42,352.04,357.16,354.57,364.64,358.11,356.20,349.20,349.96,361.50,362.45,364.12,363.54,373.27,371.07,378.41,361.04,364.47,364.91,367.80,372.26,372.64,375.15,350.40,356.78,355.45,357.72
2001-03-08 22:03:44+00:00,L7,333.76,335.71,333.34,327.78,327.93,329.46,334.98,345.98,345.28,343.78,340.53,338.89,338.38,341.79,339.91,344.38,342.96,343.11,344.12,339.81,340.42,335.58,340.95,344.68,349.66,350.69,346.39,347.11,357.75,359.93,351.99,352.09,357.73,360.67,357.02,361.05,362.71,347.55,342.71,352.95,346.48
2001-03-31 22:09:43+00:00,L7,473.70,484.99,449.53,441.56,367.56,373.75,373.28,385.06,386.85,385.52,382.83,383.72,388.82,392.50,391.30,392.35,397.11,398.36,399.21,402.93,396.23,390.65,394.56,404.33,412.31,409.51,398.59,396.50,403.34,409.58,397.48,401.49,409.38,406.30,406.27,405.89,416.32,398.21,404.64,399.31,403.59
2001-05-27 22:03:12+00:00,L7,478.52,443.73,444.61,446.29,379.52,,376.17,373.63,388.45,386.84,381.12,373.79,378.44,,384.00,394.28,396.99,,,385.54,385.44,377.96,378.88,386.82,389.76,389.15,382.73,386.40,395.54,404.63,399.57,395.22,395.59,398.38,399.45,398.54,398.82,386.46,401.09,393.78,383.62
2001-07-05 22:08:57+00:00,L7,,,,,,,346.53,353.72,361.23,363.48,358.25,355.69,,,355.82,357.21,353.23,,,,,344.79,346.53,353.42,362.98,352.61,,356.03,358.10,,361.68,363.75,372.26,373.72,367.51,377.62,374.26,358.18,363.80,355.06,225.22
2001-07-14 22:02:45+00:00,L7,471.22,392.82,407.17,404.60,375.05,,374.77,379.50,371.99,383.45,372.79,363.06,,,375.94,374.56,375.06,,,,,370.55,364.75,379.12,380.52,375.22,,376.28,379.77,,373.00,387.74,391.86,392.89,389.66,389.71,392.26,375.39,384.49,383.70,221.81
2001-08-15 22:02:14+00:00,L7,456.61,352.44,354.23,352.61,342.76,342.62,353.50,354.53,362.53,358.77,353.89,348.31,353.14,354.93,350.07,357.36,356.49,352.71,361.96,366.24,356.65,349.47,350.53,359.48,366.86,370.29,353.67,354.67,357.38,365.95,356.09,364.86,372.79,370.11,374.15,375.02,375.85,342.10,368.61,363.44,355.06
2001-08-31 22:02:05+00:00,L7,454.74,337.96,334.03,336.28,330.51,338.55,335.75,340.94,344.66,342.65,343.12,338.24,340.66,344.62,347.47,341.19,346.91,352.16,357.02,363.36,349.15,341.24,340.40,348.71,361.14,354.80,355.78,346.99,355.84,366.75,354.47,355.88,361.96,362.97,369.23,371.18,371.38,350.56,350.71,355.27,349.19
2001-10-02 22:01:40+00:00,L7,430.57,337.57,336.77,338.66,333.30,341.86,341.87,352.36,353.11,349.23,351.25,351.25,352.47,352.60,349.12,356.12,355.03,357.46,354.79,355.61,354.27,350.23,361.27,366.45,376.52,375.68,365.34,364.40,359.68,367.43,360.12,363.50,367.51,375.77,377.68,380.20,381.88,355.77,371.85,368.84,370.39
2001-11-03 22:01:46+00:00,L7,429.85,346.62,344.37,338.19,338.42,344.01,352.74,358.47,357.01,356.31,351.00,352.64,355.04,360.18,363.41,362.24,354.06,354.65,359.60,365.28,357.49,358.26,361.42,367.26,368.17,362.02,356.65,360.12,372.17,371.83,355.49,361.58,372.31,370.06,369.29,373.16,378.66,356.36,363.26,367.77,365.30
2001-12-21 22:02:05+00:00,L7,499.79,447.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,404.57,441.13,451.47,459.84,443.91,421.58,427.99,413.87,403.38,399.88,394.98
2002-01-29 22:08:21+00:00,L7,343.79,349.59,331.71,325.74,325.38,339.00,339.91,351.92,349.78,350.31,348.60,346.25,355.33,354.35,357.33,349.82,353.99,354.87,,,,,,,,,,,,,,,,,,,,,365.94,364.21,364.26
2002-02-14 22:08:29+00:00,L7,427.27,359.97,350.55,344.31,344.78,350.98,365.50,377.04,369.46,371.09,361.87,357.20,360.07,366.46,363.06,367.96,371.45,375.05,376.95,382.73,376.05,366.50,370.03,370.87,381.70,375.88,375.59,379.14,381.16,392.60,374.62,376.76,380.15,384.65,382.77,388.24,389.36,365.35,375.42,373.42,372.82
2002-04-03 22:08:21+00:00,L7,,,,,,,,,,,,,382.29,389.54,393.87,395.23,391.01,385.80,396.43,400.29,391.52,387.46,401.56,402.66,406.82,406.12,399.01,400.21,413.65,414.97,403.24,404.18,415.17,414.67,410.03,411.81,411.19,396.09,398.46,406.40,406.36
2002-05-30 22:02:01+00:00,L7,,,,,,,371.44,375.21,387.31,379.64,376.86,378.25,,,380.70,377.75,371.70,,,,,374.23,376.01,381.60,388.54,379.48,,390.93,392.28,398.62,381.53,379.70,385.65,383.61,386.32,387.61,396.48,368.54,385.78,387.72,220.95
2002-06-06 22:08:10+00:00,L7,459.61,355.36,350.78,347.60,343.67,340.60,343.01,345.12,346.45,361.09,362.68,355.38,,,356.20,346.35,347.85,,,370.25,,352.48,357.68,358.76,366.15,358.68,357.85,364.30,359.05,361.51,354.96,361.51,365.73,365.43,359.33,369.57,373.69,357.51,363.26,358.73,234.46
2002-07-24 22:07:50+00:00,L7,454.20,,,342.79,334.52,333.00,338.91,351.51,347.16,348.49,350.69,341.26,338.56,332.30,340.80,345.51,347.60,352.84,355.19,352.55,345.71,343.28,339.44,348.80,354.92,361.62,362.98,360.16,358.39,357.51,348.07,355.25,351.90,355.41,358.81,362.95,364.75,350.75,351.89,358.05,231.83
2002-08-25 22:07:36+00:00,L7,449.00,371.24,358.56,353.48,337.22,344.43,348.83,361.98,364.62,361.03,355.02,348.73,350.14,352.80,358.40,360.22,346.63,355.30,359.15,363.24,356.73,348.34,347.06,352.74,370.72,369.81,365.08,363.31,365.03,373.15,361.19,371.79,376.37,379.73,376.18,374.27,383.81,361.18,363.84,366.13,359.58
2002-10-05 22:01:07+00:00,L7,426.66,346.26,333.55,324.63,328.10,333.84,336.19,347.66,346.02,342.06,332.10,334.68,336.82,342.73,338.47,334.80,335.40,337.90,335.05,340.73,340.50,340.30,342.90,341.76,350.61,348.54,344.21,344.01,352.13,347.64,336.74,334.76,343.39,347.98,347.19,348.86,352.65,347.16,339.33,336.42,336.02
2002-11-13 22:07:30+00:00,L7,426.28,395.64,370.13,357.10,352.73,347.67,370.02,380.14,383.08,374.51,372.62,365.61,366.33,372.52,368.61,375.57,378.49,373.94,366.56,364.80,364.97,361.20,369.64,382.77,386.40,389.18,387.16,386.38,386.55,397.80,373.67,374.62,380.16,378.04,384.76,392.15,393.54,358.31,372.30,377.82,383.86
2002-11-29 22:07:49+00:00,L7,354.74,378.86,354.10,351.87,351.52,357.41,363.96,368.24,370.68,367.82,368.41,354.84,355.57,364.19,364.35,361.42,365.92,372.24,380.51,374.76,370.68,367.18,369.40,377.36,380.44,380.54,377.86,375.29,377.24,374.82,364.84,361.05,366.34,370.10,374.04,380.03,383.82,365.19,372.33,380.98,371.53
2002-12-31 22:07:56+00:00,L7,339.84,350.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-02-01 22:08:09+00:00,L7,331.97,342.09,336.62,328.85,324.71,327.66,339.24,345.87,337.52,327.83,326.60,329.27,329.13,339.05,340.88,346.48,349.17,352.80,350.03,344.19,342.07,336.23,341.85,342.54,356.52,355.50,350.20,344.92,352.68,361.76,354.71,354.29,355.76,359.86,360.20,359.37,363.92,354.47,354.72,355.48,355.26
2003-02-26 22:02:04+00:00,L7,429.48,352.50,349.18,343.48,342.26,343.64,351.42,362.58,357.99,347.18,347.06,344.29,347.24,353.06,355.43,359.14,363.73,366.29,360.14,363.06,356.14,350.51,346.64,355.35,362.08,363.29,360.73,362.63,376.66,377.06,367.58,367.40,371.55,373.96,372.58,374.40,378.56,359.06,374.92,383.48,371.74
2003-03-05 22:08:19+00:00,L7,430.18,369.86,394.62,350.88,348.71,356.06,371.37,377.94,374.66,365.69,367.18,356.69,359.81,363.02,363.99,369.14,378.86,379.40,378.70,378.11,370.66,356.23,375.68,373.29,382.28,381.61,377.11,382.32,387.17,397.84,376.19,374.87,379.27,382.24,382.57,381.68,386.10,369.95,381.31,390.77,381.52
2003-03-21 22:08:15+00:00,L7,470.93,414.09,420.36,373.86,368.20,374.94,377.78,387.75,385.66,374.85,371.71,365.59,375.20,382.29,377.03,388.71,393.33,390.88,390.69,387.51,382.10,379.29,382.70,389.72,395.29,391.50,389.83,393.97,402.92,407.11,392.43,396.91,394.15,399.99,396.95,399.58,405.32,388.90,396.46,400.52,407.39
2003-05-24 22:08:16+00:00,L7,469.49,389.73,389.51,382.27,356.86,364.39,368.15,371.54,375.58,373.66,369.19,360.14,362.63,362.49,368.67,364.75,374.08,379.64,374.33,373.86,369.11,364.25,369.53,376.32,389.05,382.64,370.08,362.61,373.53,378.26,367.55,370.30,378.98,378.90,378.14,373.54,383.84,386.48,387.74,391.16,390.03
2003-07-20 22:01:56+00:00,L7,,,,,,,369.81,370.84,372.91,377.40,372.14,361.50,,,374.78,207.35,,,,,,373.54,367.90,362.27,367.63,378.84,,370.07,205.96,,,,,371.05,375.57,382.78,389.32,377.64,385.50,383.42,222.63
2003-07-28 21:50:04+00:00,L5,461.03,349.81,361.54,356.02,345.52,,334.55,335.66,341.07,338.12,345.91,337.32,338.01,343.06,342.45,348.69,346.17,,,,,344.43,341.91,346.37,351.59,337.22,344.98,338.27,350.95,,346.53,340.16,351.26,350.98,344.79,353.35,360.84,345.78,351.71,344.37,224.60
2003-08-28 22:07:57+00:00,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-08-29 21:50:38+00:00,L5,444.91,355.91,371.15,355.85,345.27,342.77,353.20,358.78,361.73,360.51,350.90,342.70,350.45,347.82,351.41,347.49,349.72,365.10,366.36,366.00,358.19,345.13,344.19,351.32,353.44,359.77,358.23,354.89,360.17,367.45,357.57,364.35,375.23,373.48,366.44,366.31,378.40,353.88,360.67,359.77,349.82
2003-09-14 21:50:54+00:00,L5,444.63,394.17,371.02,365.57,359.09,361.99,365.57,375.44,366.23,368.12,364.40,357.08,355.22,369.84,357.10,365.58,368.86,372.71,376.09,373.12,372.38,366.91,365.29,361.43,371.49,371.14,365.45,367.02,378.91,378.19,367.18,370.10,377.50,380.89,381.36,382.56,390.16,372.39,373.37,362.88,355.79
2003-11-17 21:51:45+00:00,L5,423.36,389.08,386.63,362.43,357.28,361.82,378.47,383.10,385.04,377.45,376.17,368.77,367.62,362.50,362.47,365.22,364.90,366.74,368.90,377.05,372.84,368.21,373.29,383.19,388.86,393.74,389.24,386.32,378.27,384.94,364.36,361.70,381.53,394.87,400.47,398.18,395.86,371.77,375.42,375.12,377.84
2003-11-25 22:02:05+00:00,L7,,,,340.12,338.53,346.00,346.91,357.13,352.40,348.26,352.25,343.41,,,,,,358.06,358.75,366.13,356.76,349.90,356.83,365.97,366.73,374.35,,,,,,361.85,365.93,371.23,375.52,380.88,382.85,356.75,356.48,,
2003-12-02 22:08:15+00:00,L7,349.40,355.12,302.68,209.74,96.57,,349.38,,,,,,,,343.15,348.03,,,,,,347.99,345.26,350.80,358.82,355.75,,353.38,367.39,,,,,348.09,372.51,370.25,382.02,360.42,349.66,350.27,346.90
2003-12-10 21:58:05+00:00,L5,345.80,359.42,,,,,,,,,,,,,,,,,,371.47,368.86,366.55,357.81,360.00,362.49,364.20,365.33,362.07,370.83,381.05,364.15,370.51,380.07,,,,,,,,
2004-01-03 22:08:30+00:00,L7,353.25,352.28,346.58,,,,,,354.28,348.23,354.87,350.19,346.81,345.50,352.77,357.48,354.61,353.36,,,,,355.99,359.77,367.53,370.90,363.93,367.24,372.00,370.83,362.55,,,,,371.38,379.91,364.41,363.70,367.52,366.56
2004-01-19 22:08:35+00:00,L7,,,,,,,,,,,,,,,,,,,,,,,626.25,654.31,615.39,630.93,,,,,,,,,,,,,,,
2004-01-20 21:52:13+00:00,L5,336.94,338.23,331.93,330.67,324.15,321.57,328.11,333.65,326.28,318.39,326.67,334.30,330.69,326.55,334.80,340.91,343.92,348.02,361.62,366.62,356.96,345.41,353.85,352.70,357.63,362.49,355.15,352.85,356.84,353.92,346.30,344.04,353.09,358.70,352.57,358.78,355.97,350.43,349.18,351.73,352.53
2004-02-05 21:52:16+00:00,L5,419.22,347.71,341.25,336.79,339.12,339.31,351.59,352.44,348.47,334.17,336.83,332.42,339.19,345.09,343.43,349.90,351.05,351.06,351.02,342.65,,330.85,326.83,324.98,332.52,324.71,330.97,356.60,363.32,366.38,351.43,356.99,362.39,364.04,355.31,360.12,362.33,350.87,,,
2004-04-08 22:08:48+00:00,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-04-25 21:53:23+00:00,L5,455.56,408.23,434.50,414.90,368.92,374.23,377.35,374.58,384.23,382.04,380.75,373.61,373.64,379.74,375.53,382.74,385.13,383.04,378.55,381.74,381.81,373.25,371.10,376.95,387.07,388.87,381.30,378.76,380.05,389.56,379.76,383.56,389.35,400.98,400.13,411.84,415.11,396.07,404.65,407.91,400.34
2004-05-18 22:00:14+00:00,L5,,,,,,,362.02,364.43,365.87,362.85,363.12,358.58,369.82,365.24,369.03,371.27,374.33,369.60,373.66,369.51,366.11,358.05,361.22,370.98,377.70,376.90,371.22,381.20,389.13,392.61,376.54,381.57,377.35,386.94,390.18,384.90,387.47,353.24,375.33,383.61,235.64
2004-05-19 22:02:35+00:00,L7,240.85,211.34,161.74,95.17,,,,364.57,368.73,366.95,367.31,362.19,356.35,361.19,365.69,373.97,,,,,364.74,358.35,366.67,370.64,372.70,372.53,366.20,371.35,382.83,,,,,,385.92,380.02,391.38,364.58,381.64,383.55,230.34
2004-05-26 22:08:45+00:00,L7,,,,,,,383.11,389.37,,,,,385.00,380.27,382.42,388.89,391.65,388.86,383.61,390.95,388.91,382.47,,,,392.93,392.16,395.04,398.69,404.19,383.79,395.36,391.28,407.87,405.07,,,,,420.28,414.86
2004-06-11 22:08:38+00:00,L7,,,,,,,,,,,,,,,,,,,,,,336.64,329.78,346.25,372.92,363.78,,,,,,351.74,368.36,362.43,384.33,393.68,396.45,377.78,391.40,389.10,
2004-07-13 22:08:34+00:00,L7,,,,,,360.22,372.39,367.16,368.51,364.94,362.07,366.39,,,363.94,369.73,,,,374.11,,363.12,367.31,380.67,383.62,378.74,373.15,378.75,387.83,,,,384.71,386.43,386.74,393.04,393.97,366.17,382.62,371.89,249.52
2004-07-22 22:02:20+00:00,L7,462.55,401.05,436.33,386.45,375.80,,382.86,380.58,370.03,366.96,,,,,,356.72,358.11,,,,,353.30,354.12,368.50,,,,,,,378.23,377.02,380.30,383.03,379.29,380.08,387.64,,,,
2004-07-29 22:08:26+00:00,L7,,,,,350.43,349.34,351.96,351.04,333.99,327.64,,,,,169.68,,,,,,,324.40,331.18,335.38,346.94,354.48,,322.51,,,,341.97,347.90,343.32,345.98,355.68,362.87,330.78,336.07,353.99,330.51
2004-08-23 22:02:11+00:00,L7,468.51,405.05,,136.21,89.91,,,,382.65,382.53,379.10,371.37,362.28,359.63,360.73,370.27,373.87,,,,,,363.14,370.23,387.18,376.49,379.66,376.20,383.90,392.99,381.95,,,,,387.60,394.94,366.37,373.68,390.07,395.44
2004-09-08 22:02:05+00:00,L7,,,,,367.14,372.42,378.07,379.72,375.54,380.55,379.73,367.61,362.77,,,,,,380.92,385.14,371.82,371.15,379.69,375.10,383.44,377.85,,,,,,387.62,389.37,394.26,382.40,387.47,389.78,368.81,376.60,383.14,
2004-09-24 22:02:01+00:00,L7,449.33,347.31,,,,,,353.00,351.32,353.98,352.03,347.80,344.05,342.14,340.58,341.99,,,,,,350.84,347.82,351.69,360.60,364.66,356.46,353.01,367.98,368.66,,,,,365.02,361.74,365.23,350.19,360.96,361.71,367.36
2004-10-01 22:08:09+00:00,L7,409.34,355.01,359.87,354.79,351.15,355.10,360.65,355.34,362.65,365.63,365.60,,,,,345.77,348.42,351.71,,,,,,,,,,,,371.53,365.25,364.31,373.65,389.91,382.20,381.90,387.23,359.94,,,
2004-10-02 21:57:38+00:00,L5,442.12,380.09,389.30,368.01,364.13,363.13,368.94,369.37,377.55,379.82,375.70,366.25,355.70,356.72,350.17,347.39,339.38,346.77,362.17,348.98,,334.80,345.27,352.45,364.12,358.76,361.21,364.32,376.37,390.55,366.02,366.27,380.95,389.98,380.16,383.99,380.08,361.22,375.52,381.60,375.92
2004-10-17 22:08:14+00:00,L7,426.23,394.38,,,,,,366.19,366.78,372.72,360.96,353.72,350.36,350.96,348.63,355.39,359.91,,,,,365.77,371.14,376.09,377.30,374.86,365.15,363.48,373.60,387.33,,,,,383.85,379.17,381.30,362.92,369.22,377.53,374.97
2004-11-02 22:08:28+00:00,L7,444.60,399.36,405.82,398.49,392.76,367.52,373.55,379.66,389.22,388.35,384.90,385.06,,,,,378.81,388.75,387.07,389.92,385.95,380.66,381.54,387.63,398.48,,,,,405.60,385.68,391.06,388.63,403.16,404.93,405.42,412.08,391.26,397.91,,
2004-11-10 22:04:35+00:00,L5,350.76,340.40,345.20,344.19,342.49,339.17,339.24,347.93,348.73,351.91,341.41,336.10,327.73,342.67,346.65,348.09,353.86,357.69,372.67,361.25,350.18,346.55,349.03,357.78,357.82,353.57,361.41,357.33,372.30,376.58,360.91,364.46,356.50,365.28,368.79,369.39,371.54,346.42,351.26,365.41,369.25
2004-11-18 22:08:33+00:00,L7,471.06,,,,,,374.08,375.12,386.81,391.17,388.64,386.12,379.50,372.09,372.51,375.62,,,,,392.34,387.11,386.52,399.01,403.94,394.06,394.55,393.13,393.10,412.57,,,,,404.03,402.09,417.66,390.57,386.90,389.29,393.23
2004-11-26 22:04:53+00:00,L5,326.68,318.56,318.36,317.33,320.13,317.00,318.48,330.31,347.33,346.06,335.06,339.94,337.89,338.56,327.27,317.45,315.47,327.85,333.14,327.69,323.98,342.77,343.84,346.00,350.12,359.41,344.89,345.08,339.67,336.53,327.25,327.68,333.34,335.16,351.33,362.35,354.99,347.19,340.58,338.50,341.50
2005-01-29 22:05:53+00:00,L5,,,,,,,,,,380.64,359.62,368.31,363.28,368.38,338.39,329.63,336.23,341.35,343.11,358.31,345.39,351.73,352.65,358.32,372.75,370.43,368.84,351.35,347.54,349.22,330.40,344.32,339.09,359.42,374.69,378.08,363.28,359.43,353.52,362.22,374.02
2005-02-23 22:00:07+00:00,L5,436.50,351.83,341.83,339.06,335.73,336.72,338.72,350.85,348.31,344.16,338.84,333.55,334.95,335.44,336.46,336.10,347.70,347.37,345.45,346.90,343.51,338.14,339.92,349.04,355.86,357.03,350.13,351.91,347.39,360.48,,,,,,,,,,,
