dates,nzd0427-0000,nzd0427-0001,nzd0427-0002,nzd0427-0003,nzd0427-0004,nzd0427-0005,nzd0427-0006,nzd0427-0007,nzd0427-0008,nzd0427-0009,nzd0427-0010,nzd0427-0011,nzd0427-0012,nzd0427-0013,nzd0427-0014,nzd0427-0015,nzd0427-0016,nzd0427-0017,nzd0427-0018,nzd0427-0019,nzd0427-0020,nzd0427-0021,nzd0427-0022,nzd0427-0023,nzd0427-0024,nzd0427-0025,nzd0427-0026,nzd0427-0027,nzd0427-0028,nzd0427-0029,nzd0427-0030,nzd0427-0031,nzd0427-0032,nzd0427-0033,nzd0427-0034,nzd0427-0035,nzd0427-0036,nzd0427-0037,nzd0427-0038,nzd0427-0039,nzd0427-0040,nzd0427-0041,nzd0427-0042,nzd0427-0043,nzd0427-0044,nzd0427-0045,nzd0427-0046,nzd0427-0047,nzd0427-0048,nzd0427-0049,nzd0427-0050,nzd0427-0051,nzd0427-0052,nzd0427-0053,nzd0427-0054,nzd0427-0055,nzd0427-0056,nzd0427-0057,nzd0427-0058,nzd0427-0059,nzd0427-0060,satname
2001-02-27 22:10:18+00:00,373.42,352.30,338.38,327.55,330.00,331.51,337.15,342.47,344.85,364.24,367.90,388.82,410.33,427.60,420.87,417.75,418.79,422.43,427.06,430.78,428.84,421.34,416.98,412.04,408.39,402.84,401.90,403.28,405.22,406.07,407.82,409.32,415.22,410.73,408.43,402.13,400.27,398.52,395.40,399.06,398.03,396.55,396.90,398.98,395.63,396.17,395.08,393.46,395.03,395.10,394.46,394.14,389.79,391.47,392.16,384.01,375.47,370.02,364.12,358.70,359.67,L7
2001-03-15 22:10:15+00:00,373.42,372.12,338.38,323.80,326.91,328.68,334.68,343.29,349.47,365.09,369.98,390.09,410.62,429.65,423.95,420.61,421.96,425.76,431.19,435.37,433.10,427.21,424.04,419.00,415.84,409.90,410.02,410.13,412.07,413.59,416.13,417.49,424.38,419.39,416.71,409.97,406.27,404.19,400.83,405.26,403.95,402.26,403.94,406.86,404.67,402.43,402.36,400.08,403.07,403.24,403.68,397.77,389.79,391.47,392.16,384.01,375.47,370.02,366.75,363.74,360.99,L7
2001-03-31 22:10:07+00:00,373.42,398.15,335.30,318.03,321.82,320.95,328.20,340.30,350.22,367.04,369.66,387.05,406.17,427.61,424.57,421.92,424.38,428.06,435.77,441.76,440.58,435.62,431.29,428.64,426.08,421.42,421.65,421.48,420.85,421.79,425.37,427.31,431.57,425.68,423.02,418.41,413.77,409.87,407.92,409.69,410.19,407.96,410.05,413.23,411.38,408.92,408.96,407.25,410.75,410.07,409.97,403.76,395.66,396.59,396.06,385.94,378.44,372.88,370.91,369.45,366.54,L7
2001-05-02 22:10:03+00:00,373.42,403.92,335.30,318.03,321.82,320.95,328.20,340.30,350.22,358.63,365.93,384.23,402.07,425.84,422.72,419.57,421.90,425.02,432.71,438.89,437.47,433.56,429.25,427.31,425.51,421.77,422.58,421.61,421.52,423.11,426.09,427.82,432.60,426.80,424.66,419.34,414.01,410.80,409.28,409.75,410.00,408.41,411.05,413.93,412.26,409.69,409.71,407.72,409.03,408.88,408.32,403.58,395.77,396.40,394.96,384.49,377.23,371.39,368.32,366.33,364.21,L7
2001-06-03 22:09:40+00:00,379.37,422.94,336.27,319.35,324.98,320.27,325.02,337.07,350.81,356.29,364.91,382.20,399.96,423.61,420.78,417.03,419.46,423.35,430.87,438.80,438.45,437.87,435.18,434.99,433.80,429.71,430.67,428.72,428.02,430.10,431.52,432.63,437.30,430.61,427.09,420.59,415.99,413.10,412.18,409.91,412.36,410.27,412.38,415.54,414.58,410.59,411.44,409.09,411.12,411.90,410.92,405.37,396.72,397.18,395.34,384.30,378.19,372.11,368.84,367.02,365.22,L7
2001-07-05 22:09:21+00:00,379.37,422.94,336.27,319.35,324.98,320.27,325.02,337.07,350.81,356.29,364.91,382.20,399.96,423.61,420.78,417.03,419.46,423.35,430.87,438.80,438.45,437.87,435.18,434.99,433.80,429.71,430.67,428.72,428.02,430.10,431.52,432.63,437.30,430.61,431.79,425.73,419.87,416.76,415.83,415.00,417.48,414.63,417.43,419.63,417.95,415.29,415.40,414.02,411.12,416.08,414.11,410.54,404.99,405.75,401.49,392.48,378.19,379.13,373.40,370.80,368.82,L7
2001-09-07 22:08:34+00:00,,422.98,327.95,308.95,302.71,303.61,309.39,322.46,348.45,342.27,361.72,381.38,399.16,424.98,421.99,418.40,420.69,423.61,428.47,434.11,433.75,435.25,434.39,434.59,436.01,433.04,436.81,433.41,437.68,442.98,446.96,448.48,455.50,448.45,447.86,440.84,429.69,426.23,423.62,421.81,427.31,425.22,430.97,432.96,429.93,425.08,423.59,422.86,419.81,425.01,424.00,418.69,417.23,417.65,410.76,400.94,382.32,387.20,378.78,375.46,371.42,L7
2001-09-23 22:08:26+00:00,389.47,406.56,321.81,300.31,289.70,286.90,291.24,299.22,326.98,326.79,351.39,373.07,392.66,418.11,411.77,410.25,412.26,415.40,417.33,422.30,423.14,424.17,425.17,424.33,426.89,425.03,429.12,427.76,433.84,439.09,443.60,445.76,451.27,446.09,445.91,439.20,428.88,424.62,421.11,417.23,422.93,421.17,425.64,426.68,422.11,418.77,416.67,416.50,408.92,416.01,415.18,415.40,413.87,414.85,408.99,398.66,383.64,385.28,377.29,372.23,374.70,L7
2002-02-14 22:08:53+00:00,377.81,343.96,314.81,293.32,275.32,267.57,271.10,278.02,293.53,312.73,332.18,360.18,386.60,409.53,403.70,404.35,404.86,409.26,410.20,412.52,414.23,414.99,418.23,416.31,420.19,421.70,424.98,426.98,435.02,442.27,446.72,450.92,456.03,453.51,446.83,439.22,432.71,426.04,419.33,415.82,418.31,418.06,418.67,420.79,417.17,410.55,408.08,406.81,407.58,406.78,410.21,408.29,409.79,408.96,406.47,397.02,388.96,383.03,379.55,377.08,381.45,L7
2002-03-02 22:08:56+00:00,377.81,343.96,314.81,293.32,269.57,258.97,262.34,271.05,287.07,305.59,325.94,352.92,381.04,403.38,398.05,399.68,401.28,405.88,405.02,409.49,409.76,411.47,415.34,413.42,418.04,418.50,422.27,423.62,430.72,437.42,440.77,443.80,449.02,445.20,439.73,432.73,428.37,422.56,416.74,414.52,415.90,415.43,416.64,418.33,414.72,407.00,406.53,404.80,404.93,399.91,410.21,408.29,409.79,408.96,406.47,397.02,388.96,383.03,379.55,377.08,381.45,L7
2002-04-03 22:08:45+00:00,375.15,336.19,312.60,299.24,268.57,246.83,246.48,255.66,274.22,292.43,315.22,340.34,371.76,392.39,392.12,397.06,399.69,405.25,406.91,411.10,411.19,412.62,413.43,413.09,417.80,418.80,423.22,426.15,429.74,438.04,441.97,444.10,449.67,443.87,437.57,432.70,430.15,425.38,418.97,418.54,417.80,416.45,418.59,419.01,415.59,409.39,411.36,409.12,407.91,402.78,413.75,412.97,413.16,411.54,409.79,398.35,390.43,384.65,379.76,375.44,374.78,L7
2002-06-06 22:08:34+00:00,375.15,336.19,312.60,299.24,268.57,256.82,250.85,255.66,274.22,292.43,315.22,340.34,371.76,392.39,392.12,397.06,399.69,405.25,406.91,411.10,411.19,412.62,413.43,413.09,417.80,418.80,423.22,426.15,429.74,438.04,441.97,444.10,449.67,443.87,437.57,432.70,430.15,425.38,418.97,418.54,417.80,416.45,418.59,419.01,415.59,409.39,411.36,409.12,407.91,402.78,413.75,412.97,413.16,411.54,409.79,398.35,390.43,384.65,379.76,375.44,374.78,L7
2002-07-24 22:08:14+00:00,375.15,336.19,312.60,299.24,268.57,256.82,250.85,255.66,274.22,292.43,321.46,338.87,363.90,386.40,392.12,397.06,399.69,405.25,406.91,411.10,411.19,412.62,413.43,413.09,417.80,418.80,423.22,426.15,429.74,438.04,441.97,444.10,449.67,443.87,437.57,432.70,430.15,425.38,418.97,418.54,417.80,416.45,418.59,419.01,415.59,409.39,411.36,409.12,407.91,402.78,413.75,412.97,413.16,411.54,409.79,398.35,390.43,384.65,379.76,375.44,374.78,L7
2002-09-10 22:07:55+00:00,385.84,353.14,329.03,315.55,301.25,276.51,259.40,255.39,274.03,291.61,328.17,336.92,374.21,382.53,374.56,403.71,406.80,414.82,420.91,401.83,407.25,407.58,409.07,405.12,405.50,403.80,414.36,417.29,423.29,434.40,444.26,443.39,447.34,440.30,435.33,435.81,428.93,424.34,414.31,407.11,409.73,407.89,410.77,409.50,403.26,398.66,397.71,397.49,393.75,393.31,394.99,396.00,400.51,405.25,407.22,393.73,386.48,383.35,377.87,368.15,366.26,L7
2002-12-31 22:08:20+00:00,387.53,366.09,333.67,313.94,296.94,289.26,316.05,317.19,310.55,317.56,338.63,345.99,378.86,388.77,381.71,410.86,416.36,415.57,421.53,402.40,407.21,408.06,411.81,412.80,410.36,417.48,424.17,428.01,438.64,444.37,454.24,457.67,458.11,448.81,443.10,434.31,425.70,422.27,416.80,408.62,411.07,412.00,408.14,401.45,395.56,390.00,386.79,384.39,382.95,379.47,379.73,384.66,389.50,393.90,392.33,383.69,371.83,372.96,364.88,358.52,360.74,L7
2003-02-01 22:08:33+00:00,387.53,366.09,336.01,318.35,305.46,294.79,309.11,307.71,300.27,299.48,311.78,337.84,387.16,395.26,382.58,398.63,402.23,404.51,410.67,404.24,405.70,409.27,410.17,411.17,411.79,419.14,423.64,431.10,441.27,447.04,455.01,463.63,463.54,456.21,449.25,441.07,435.24,427.60,421.94,414.04,412.80,411.11,405.52,398.05,391.54,388.02,384.11,381.92,381.79,378.71,378.00,382.82,386.73,388.33,385.19,376.63,366.72,363.42,356.07,352.07,354.41,L7
2003-08-20 21:57:03+00:00,,,,293.09,274.23,268.25,272.25,279.95,283.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L5
2003-08-28 22:08:21+00:00,385.57,357.30,326.21,303.26,277.81,268.76,268.52,274.98,283.27,309.20,316.84,334.13,360.93,389.28,394.77,402.35,403.00,411.53,430.74,,,440.39,439.63,453.52,450.69,455.08,445.00,441.83,443.90,443.63,448.58,461.02,466.47,463.59,465.68,457.56,463.13,,,442.27,436.85,433.40,424.10,415.52,411.54,402.86,396.92,391.01,386.67,381.88,380.63,388.21,393.53,,,364.15,360.50,353.66,344.92,331.57,327.82,L7
2003-11-24 21:58:27+00:00,379.27,356.57,334.32,304.62,279.40,270.15,265.83,266.98,273.45,285.31,294.26,316.43,338.89,368.49,371.72,378.75,385.52,393.48,411.37,394.81,407.24,424.64,431.72,446.38,446.01,450.82,447.72,448.88,452.52,451.51,453.35,468.81,468.14,470.39,469.62,466.13,464.91,458.16,457.77,447.66,440.33,431.40,421.40,411.87,405.50,399.46,396.34,390.28,389.15,388.72,389.18,392.16,396.69,395.78,391.40,375.18,367.93,358.35,345.74,337.87,334.17,L5
2003-12-02 22:08:38+00:00,374.10,352.77,333.91,306.88,282.62,267.77,263.68,262.44,267.86,277.95,287.08,305.87,327.43,359.78,362.95,366.69,374.57,384.36,399.93,391.36,407.24,415.24,423.61,435.38,441.37,446.12,443.36,444.20,448.29,449.14,452.11,464.21,463.40,463.92,463.83,462.71,464.91,458.16,448.12,443.77,434.56,425.67,417.29,407.47,399.93,393.45,391.76,388.52,385.80,387.58,386.81,386.86,388.34,395.78,391.40,373.04,364.55,356.35,340.42,331.50,329.59,L7
2003-12-10 21:58:29+00:00,371.11,350.77,331.42,307.87,284.15,269.59,262.48,259.86,265.01,273.48,283.76,303.72,325.88,357.90,362.04,366.37,372.74,383.90,398.82,394.62,407.76,415.43,424.43,435.66,441.08,446.17,444.70,447.89,452.21,452.44,456.25,468.05,468.06,468.07,468.58,466.35,464.52,455.66,448.67,444.12,436.01,427.36,418.08,408.33,402.53,397.49,394.71,392.32,391.44,392.42,391.16,391.03,389.39,391.29,388.33,374.72,365.05,357.09,341.14,335.16,335.26,L5
2004-01-19 22:08:59+00:00,373.07,352.82,333.64,310.56,286.21,271.27,263.54,260.40,265.94,276.04,286.77,305.91,327.08,358.26,362.04,367.42,373.71,383.85,399.68,399.03,407.76,415.43,425.68,436.91,442.88,450.26,449.32,454.60,457.25,457.52,460.44,472.18,472.92,470.60,472.19,470.36,469.04,455.66,448.67,449.34,441.12,433.77,424.49,414.75,408.72,403.76,399.41,397.84,397.06,398.78,395.51,397.44,395.90,398.31,388.33,380.85,370.42,363.16,348.43,341.61,334.99,L7
2004-01-27 21:58:50+00:00,372.46,352.94,334.20,311.15,286.50,270.84,262.92,259.52,264.72,273.32,285.22,304.09,327.10,357.30,361.67,366.72,373.19,382.95,397.56,398.50,407.55,414.81,425.11,436.30,442.65,449.62,449.31,454.16,456.54,458.22,461.36,471.33,474.11,472.08,472.94,470.26,469.88,458.92,451.18,450.65,441.12,433.77,424.49,414.75,408.72,403.76,399.41,397.84,397.06,399.25,397.05,398.70,397.95,400.23,394.68,382.93,372.35,366.12,352.66,345.24,338.18,L5
2004-02-04 22:09:05+00:00,372.46,352.94,334.20,311.15,286.50,270.84,263.65,261.46,264.79,274.83,286.92,304.09,327.10,356.64,361.12,366.07,371.44,381.64,395.46,396.84,404.94,413.11,422.67,435.93,442.10,449.85,450.80,454.16,456.54,458.74,461.65,472.84,474.91,473.31,473.27,469.96,470.32,460.43,453.23,451.84,443.11,433.77,424.49,417.19,410.45,403.76,399.41,398.98,398.66,400.07,397.91,400.14,399.54,401.22,395.60,384.54,373.80,366.72,355.16,345.24,338.18,L7
2004-03-23 22:09:16+00:00,369.83,352.07,335.80,314.31,289.98,271.67,262.03,256.95,258.63,269.10,281.93,298.09,320.34,351.20,354.38,360.03,366.18,376.66,389.58,396.84,404.94,407.65,419.85,433.00,440.67,448.98,451.77,456.63,459.06,461.26,463.83,474.81,476.32,474.93,474.54,472.03,471.76,460.43,453.23,453.44,444.36,433.86,424.59,417.52,410.23,403.98,400.03,400.58,401.05,403.11,400.79,399.75,400.55,401.22,391.92,385.63,375.86,366.84,355.67,347.55,340.89,L7
2004-04-08 22:09:12+00:00,369.83,352.07,335.80,314.31,289.98,271.67,263.08,257.17,259.38,269.10,281.93,298.09,320.34,351.20,354.38,360.03,366.18,376.66,389.58,396.84,404.94,407.65,419.85,433.00,440.67,448.98,451.77,456.63,459.06,461.26,463.83,474.81,476.32,474.93,474.54,472.03,471.76,460.43,453.23,453.44,444.36,433.86,424.59,417.52,410.23,403.98,400.03,400.58,401.05,403.11,400.79,399.75,400.55,401.22,391.92,385.63,375.86,366.84,355.67,347.55,340.89,L7
2004-04-24 22:09:07+00:00,375.78,352.07,335.80,314.31,289.98,271.67,263.08,257.17,261.81,270.41,283.04,299.54,322.34,351.93,354.38,360.03,367.07,378.17,390.43,397.30,406.23,409.43,420.09,431.60,439.59,446.70,450.90,455.64,458.86,462.13,465.11,474.81,476.32,475.64,474.13,471.23,470.84,461.84,455.10,453.38,444.88,435.58,427.84,419.66,412.09,405.92,402.75,400.58,401.05,403.11,400.64,399.61,400.06,401.28,393.43,385.24,376.21,368.00,357.58,350.54,344.04,L7
2004-05-02 22:00:09+00:00,375.78,352.07,335.80,314.31,292.63,272.64,263.32,256.57,261.20,269.38,281.82,297.67,320.47,349.92,350.85,357.08,365.26,376.05,388.34,393.65,403.01,406.40,418.33,429.19,435.99,443.82,448.43,452.50,455.76,459.65,461.25,474.81,476.32,474.25,473.33,470.76,470.40,461.16,454.59,452.39,443.95,435.65,426.34,417.85,411.54,404.16,399.74,400.58,401.05,403.11,400.64,399.61,400.06,401.28,393.43,385.24,376.21,368.00,353.53,350.54,344.04,L5
2004-05-18 22:00:38+00:00,375.78,352.07,335.80,314.31,292.63,272.64,263.32,256.57,261.20,269.38,281.82,301.05,322.25,350.99,352.09,357.23,365.32,376.05,388.34,393.65,403.01,406.40,418.33,429.19,435.99,443.82,448.43,452.50,455.76,459.65,461.25,474.81,476.32,474.25,473.33,470.76,470.40,461.16,454.59,452.39,443.95,435.65,426.34,417.85,411.54,404.16,399.74,400.58,401.05,403.11,400.64,399.61,400.06,401.28,393.43,385.24,376.21,368.00,353.53,350.54,344.04,L5
2004-07-29 22:08:50+00:00,405.49,,350.58,333.94,310.34,289.78,274.38,261.95,266.09,274.75,286.71,305.99,325.43,351.10,350.34,353.29,362.93,374.08,384.03,385.58,398.48,403.71,411.89,423.08,427.57,435.99,445.52,442.18,447.51,457.17,456.82,481.91,479.70,475.05,471.56,467.36,468.84,463.39,459.14,452.52,446.29,439.24,429.84,422.24,416.23,404.52,399.15,404.67,406.66,405.00,401.39,397.62,403.13,403.38,392.17,382.85,378.70,366.98,352.69,356.93,353.50,L7
2004-10-01 22:08:33+00:00,405.49,,350.58,333.94,310.34,279.28,270.47,252.00,261.79,267.11,280.70,306.71,327.26,352.29,351.51,352.86,363.88,371.09,380.80,384.26,395.48,401.37,410.16,417.79,421.95,434.45,443.97,450.42,457.30,464.71,464.80,492.29,494.91,475.95,469.31,461.37,456.69,452.71,449.02,444.18,442.92,439.24,427.44,417.72,413.17,405.54,399.78,390.77,383.26,380.27,389.92,385.25,383.24,382.78,377.77,363.70,358.11,376.16,345.38,356.73,359.56,L7
2004-11-26 22:05:17+00:00,,337.84,333.30,316.97,295.25,273.52,266.13,245.16,243.82,254.81,271.73,294.64,318.13,346.80,351.35,350.56,356.55,361.68,373.95,385.75,389.29,398.65,401.75,410.33,425.17,441.09,449.02,461.06,467.98,476.69,479.93,488.90,489.62,484.19,481.28,465.02,453.75,448.78,444.94,442.09,444.46,443.88,423.81,413.41,405.80,405.17,394.26,385.52,376.73,374.13,371.19,371.32,369.93,362.91,354.86,345.98,338.43,331.32,333.62,327.88,336.71,L5
2005-01-29 22:06:17+00:00,,337.84,316.02,300.00,275.71,259.25,251.97,245.16,243.82,254.81,271.73,294.64,318.13,346.80,334.87,350.56,356.55,361.68,373.95,385.75,389.29,398.65,401.75,410.33,425.17,441.09,449.02,461.06,467.98,476.69,479.93,488.90,489.62,484.19,481.28,465.02,453.75,448.78,444.94,442.09,444.46,443.88,423.81,413.41,400.58,412.65,394.26,385.70,362.44,374.13,371.19,362.66,352.52,362.91,354.86,345.98,338.43,321.10,333.62,319.11,336.71,L5
2005-02-14 22:06:33+00:00,,333.70,307.12,285.38,271.53,256.21,248.57,243.10,242.04,254.11,270.27,292.57,318.73,344.78,335.41,348.20,355.51,361.39,366.96,378.24,382.32,389.67,395.50,400.38,412.48,428.84,440.90,453.02,461.35,470.40,476.36,482.71,488.15,483.54,477.29,463.35,456.80,453.94,449.31,445.79,447.50,445.72,428.24,421.32,406.24,411.33,397.80,388.76,369.69,377.18,375.17,363.69,352.12,357.31,351.98,342.60,339.32,324.30,328.57,319.17,328.12,L5
2005-03-02 22:06:47+00:00,,333.70,307.12,285.38,271.53,256.21,248.57,243.10,242.04,254.11,270.27,292.57,318.73,344.78,335.41,348.20,355.51,361.39,365.86,376.32,381.18,388.75,395.30,400.54,409.87,424.72,435.52,447.10,456.11,465.15,471.72,477.41,485.25,481.75,474.77,463.52,461.91,459.50,454.64,451.86,450.92,446.01,431.47,423.78,409.43,410.81,398.92,389.66,372.98,378.09,375.20,364.45,354.89,358.81,355.24,345.19,339.42,324.84,326.21,317.02,322.79,L5
2005-03-26 22:09:40+00:00,,333.70,307.12,290.22,277.02,259.82,249.26,244.95,245.40,257.86,272.73,297.49,320.61,346.55,338.98,349.78,353.24,360.90,367.46,376.95,381.18,388.75,395.30,403.79,413.73,428.42,436.42,448.98,456.06,466.70,472.76,479.38,486.40,484.44,478.05,469.08,468.48,459.50,454.64,460.06,458.84,453.74,438.06,431.48,415.65,414.69,403.19,393.24,378.04,382.02,377.59,366.59,358.91,361.74,355.24,345.19,341.65,329.19,329.46,320.92,325.82,L7
2005-04-27 22:09:33+00:00,,333.70,307.12,290.22,277.02,260.33,248.00,244.88,244.91,258.25,271.75,295.04,317.97,344.04,333.27,346.08,349.41,359.61,366.04,375.03,378.85,385.80,392.77,403.79,413.73,423.86,431.74,444.51,451.83,462.28,468.08,474.91,483.33,483.01,480.14,473.91,475.34,469.76,465.82,467.89,458.84,453.74,441.91,438.58,420.97,419.20,405.82,395.84,380.34,383.66,377.41,366.74,358.91,361.49,356.12,347.82,343.64,329.19,325.81,318.06,319.02,L7
2005-05-29 22:09:33+00:00,398.61,351.69,323.87,302.64,292.24,269.98,255.01,245.47,242.40,257.17,269.73,299.90,322.79,346.68,330.74,349.01,349.94,360.13,363.13,371.08,373.06,378.84,388.84,401.61,409.92,419.97,428.01,440.93,450.01,460.63,466.98,472.26,483.08,482.52,476.66,472.44,476.32,471.46,468.17,472.32,463.64,457.02,447.55,445.48,424.82,422.49,410.40,398.95,382.37,387.57,381.19,365.94,356.59,361.39,356.46,348.07,344.72,328.66,326.68,319.52,319.46,L7
2005-07-08 22:07:39+00:00,398.61,351.69,331.99,310.60,298.70,279.22,265.08,254.71,246.04,258.92,271.34,299.90,322.79,346.68,330.74,349.01,349.94,360.13,363.13,371.08,373.06,378.84,388.84,401.61,409.92,419.97,428.01,440.93,450.01,460.63,466.98,472.26,483.08,482.52,476.66,472.44,476.32,471.46,468.17,472.32,463.64,457.02,447.55,445.48,424.82,422.49,410.40,398.95,382.37,387.57,381.19,365.94,356.59,361.39,356.46,348.07,344.72,328.66,326.68,319.52,319.46,L5
