dates,satname,nzd0369-0000,nzd0369-0001,nzd0369-0002,nzd0369-0003,nzd0369-0004,nzd0369-0005,nzd0369-0006,nzd0369-0007,nzd0369-0008,nzd0369-0009,nzd0369-0010,nzd0369-0011,nzd0369-0012,nzd0369-0013,nzd0369-0014,nzd0369-0015,nzd0369-0016,nzd0369-0017,nzd0369-0018,nzd0369-0019,nzd0369-0020,nzd0369-0021,nzd0369-0022,nzd0369-0023,nzd0369-0024,nzd0369-0025,nzd0369-0026,nzd0369-0027,nzd0369-0028,nzd0369-0029,nzd0369-0030,nzd0369-0031,nzd0369-0032,nzd0369-0033,nzd0369-0034,nzd0369-0035,nzd0369-0036,nzd0369-0037,nzd0369-0038,nzd0369-0039,nzd0369-0040,nzd0369-0041,nzd0369-0042,nzd0369-0043,nzd0369-0044,nzd0369-0045,nzd0369-0046,nzd0369-0047,nzd0369-0048,nzd0369-0049,nzd0369-0050,nzd0369-0051,nzd0369-0052,nzd0369-0053,nzd0369-0054,nzd0369-0055,nzd0369-0056,nzd0369-0057,nzd0369-0058,nzd0369-0059,nzd0369-0060,nzd0369-0061,nzd0369-0062,nzd0369-0063,nzd0369-0064,nzd0369-0065,nzd0369-0066,nzd0369-0067,nzd0369-0068,nzd0369-0069,nzd0369-0070,nzd0369-0071,nzd0369-0072,nzd0369-0073,nzd0369-0074,nzd0369-0075,nzd0369-0076,nzd0369-0077,nzd0369-0078,nzd0369-0079,nzd0369-0080,nzd0369-0081,nzd0369-0082,nzd0369-0083,nzd0369-0084,nzd0369-0085,nzd0369-0086,nzd0369-0087,nzd0369-0088,nzd0369-0089,nzd0369-0090,nzd0369-0091,nzd0369-0092,nzd0369-0093,nzd0369-0094,nzd0369-0095,nzd0369-0096,nzd0369-0097,nzd0369-0098,nzd0369-0099,nzd0369-0100,nzd0369-0101,nzd0369-0102,nzd0369-0103,nzd0369-0104,nzd0369-0105,nzd0369-0106,nzd0369-0107,nzd0369-0108,nzd0369-0109,nzd0369-0110,nzd0369-0111,nzd0369-0112,nzd0369-0113,nzd0369-0114,nzd0369-0115,nzd0369-0116,nzd0369-0117,nzd0369-0118,nzd0369-0119,nzd0369-0120,nzd0369-0121,nzd0369-0122,nzd0369-0123,nzd0369-0124,nzd0369-0125,nzd0369-0126,nzd0369-0127,nzd0369-0128,nzd0369-0129,nzd0369-0130,nzd0369-0131,nzd0369-0132,nzd0369-0133,nzd0369-0134,nzd0369-0135,nzd0369-0136,nzd0369-0137,nzd0369-0138,nzd0369-0139,nzd0369-0140,nzd0369-0141,nzd0369-0142,nzd0369-0143,nzd0369-0144,nzd0369-0145,nzd0369-0146,nzd0369-0147,nzd0369-0148,nzd0369-0149,nzd0369-0150,nzd0369-0151,nzd0369-0152
2000-02-11 21:59:57+00:00,L7,,,,,,,,,,,,,,,,,,,351.98,350.07,348.74,351.07,348.34,341.71,348.92,339.24,328.28,337.52,339.67,342.59,332.72,327.43,337.40,330.48,321.69,305.31,305.93,307.80,310.20,333.84,333.20,334.14,337.07,329.72,339.79,345.87,348.71,348.68,342.11,341.98,331.64,339.29,338.87,336.31,334.83,326.76,332.29,344.15,351.64,343.87,334.71,339.23,335.49,342.00,325.86,329.21,334.01,334.10,326.00,315.60,318.17,319.38,329.05,337.71,332.88,330.23,328.21,322.90,313.04,311.81,305.55,310.67,321.60,329.23,336.08,333.65,332.39,334.50,335.40,328.86,331.50,338.23,334.66,336.27,338.37,337.04,339.14,327.47,332.27,334.13,338.68,343.15,348.81,344.83,344.08,341.49,352.19,352.04,345.37,341.07,351.96,362.52,352.53,349.58,352.78,344.90,326.40,333.22,332.73,336.89,349.35,349.57,348.28,353.78,345.67,340.65,341.17,336.49,339.21,341.56,338.68,344.71,344.54,345.47,338.84,336.51,333.50,336.35,334.06,333.91,333.57,335.44,349.69,346.97,334.39,331.67,334.10,335.71,337.22,338.50,344.43,352.16,363.25
2000-02-27 21:59:52+00:00,L7,347.17,343.92,344.48,345.90,344.68,350.56,359.14,359.59,363.86,372.54,368.06,367.40,368.82,366.97,362.12,353.42,343.95,353.86,356.91,366.17,357.93,364.89,356.63,358.76,364.90,351.75,330.93,338.66,343.96,341.31,338.41,330.61,342.69,336.57,327.34,308.56,313.98,316.13,319.86,339.73,342.02,345.72,353.66,333.13,343.34,345.42,354.58,352.44,347.24,345.92,335.63,348.47,351.25,348.71,345.34,333.21,339.70,351.68,361.26,355.88,341.62,339.76,328.54,344.75,331.31,328.10,326.74,329.65,327.71,329.52,330.72,334.34,338.20,345.25,339.81,337.37,334.74,328.44,320.68,312.37,312.60,318.03,330.40,333.87,339.87,340.87,339.75,339.83,338.84,333.75,341.41,343.20,341.70,344.78,346.37,344.72,345.52,333.50,334.06,347.80,352.25,353.99,353.82,354.27,357.09,354.37,353.94,360.06,352.54,347.05,354.77,358.70,352.60,353.68,362.85,350.44,337.39,344.95,347.86,348.57,355.47,348.82,342.05,343.55,341.39,344.49,342.42,339.51,340.23,346.42,350.66,355.24,356.50,356.92,349.14,343.93,344.05,346.16,339.34,334.05,335.24,340.19,358.95,359.30,350.95,341.71,344.42,347.28,346.40,352.09,361.47,364.76,377.40
2000-03-14 21:59:47+00:00,L7,344.55,339.93,340.18,345.35,342.34,346.15,350.05,349.70,353.67,359.95,351.43,347.92,356.40,357.92,349.24,349.83,342.40,347.12,355.25,350.07,347.70,351.25,346.19,345.88,346.69,348.51,333.07,335.69,340.87,339.71,333.73,327.94,335.29,327.17,317.13,300.25,303.03,305.73,307.91,332.56,331.57,334.95,340.64,332.13,333.60,337.16,352.08,348.36,342.92,335.37,325.47,336.60,343.74,339.50,335.28,321.51,328.86,335.74,353.86,348.38,,318.87,324.62,330.00,318.29,314.80,313.46,316.43,318.58,312.98,316.19,323.04,329.38,332.57,329.54,323.17,320.95,313.55,310.60,304.67,306.12,311.51,331.37,332.70,334.76,332.63,328.57,330.42,331.06,328.79,338.04,338.79,333.28,339.49,335.62,331.92,338.29,325.73,324.41,332.10,335.29,340.50,339.48,340.23,332.24,339.33,346.94,352.25,335.43,332.44,340.85,352.95,343.63,340.82,348.34,340.54,321.17,328.26,331.23,335.39,342.80,333.93,332.73,333.65,326.36,329.30,330.67,328.11,,,,,,,,,,,,,,335.93,337.80,338.54,335.88,326.89,333.41,338.76,339.74,339.02,348.64,352.34,362.46
2000-03-30 21:59:45+00:00,L7,359.91,351.65,349.87,356.58,352.63,360.15,364.82,367.34,373.14,374.90,375.15,374.99,376.70,372.23,362.75,361.21,354.25,361.54,368.14,359.80,358.57,362.99,356.33,358.97,363.09,357.59,344.84,348.38,353.76,350.92,349.45,340.25,346.28,344.80,334.48,310.08,313.80,316.62,323.73,341.49,341.12,346.74,353.87,340.66,344.72,348.90,361.98,357.87,351.75,346.51,337.82,351.93,351.36,346.53,340.30,331.85,337.79,349.46,367.74,357.46,346.37,339.48,337.84,342.27,324.68,318.74,316.92,321.53,325.76,324.98,330.65,335.77,338.24,342.93,346.95,344.31,335.46,332.92,326.38,325.66,318.54,325.09,335.50,337.93,339.38,342.80,338.39,340.36,344.45,347.43,352.94,356.73,350.59,355.54,352.81,346.04,353.88,339.08,337.81,343.84,350.56,351.78,354.04,362.37,365.28,359.02,370.19,366.06,352.40,351.53,355.73,362.76,353.32,349.20,356.46,347.47,332.31,338.81,348.07,355.92,362.42,353.58,354.27,355.42,351.49,351.86,354.06,347.25,350.70,349.02,347.75,350.87,351.55,350.78,351.33,354.22,352.78,355.08,346.16,343.88,346.44,350.47,358.80,357.35,352.91,343.27,346.14,351.46,347.95,351.81,362.65,364.57,376.96
2000-04-15 21:59:31+00:00,L7,389.96,353.94,352.18,357.79,352.32,360.97,361.95,366.81,372.80,378.30,378.60,371.94,373.27,390.49,380.16,,,,,380.37,378.86,400.02,391.79,375.45,378.49,368.75,346.27,344.37,,348.68,348.92,345.88,351.26,347.66,344.33,313.70,313.28,310.40,321.92,355.61,363.26,373.25,400.73,400.08,348.56,363.23,399.10,413.53,390.42,356.41,345.64,365.79,411.18,390.69,399.75,335.47,343.06,351.08,393.90,392.76,386.32,355.22,333.15,333.88,329.24,323.90,324.72,329.18,332.38,327.72,328.59,337.31,344.53,361.63,343.57,342.60,342.81,330.68,323.32,317.38,315.49,323.95,334.40,336.64,340.13,342.56,343.75,343.17,349.03,343.61,347.72,354.03,348.90,352.82,353.75,346.13,359.64,336.02,337.09,349.33,356.06,355.60,356.78,357.52,360.46,356.76,360.54,360.52,352.20,351.13,357.30,365.65,356.10,348.01,362.85,352.94,339.37,335.57,346.14,348.83,355.66,353.28,352.40,346.55,344.21,346.68,347.84,347.15,349.28,348.80,346.48,354.60,355.68,357.70,356.34,351.61,352.03,354.31,350.00,347.80,344.51,349.00,359.39,360.90,352.72,344.68,347.10,352.30,348.68,358.26,364.42,370.18,380.21
2000-05-01 21:59:30+00:00,L7,391.22,360.22,353.82,360.89,353.61,362.34,365.91,366.74,370.83,376.35,375.36,372.88,377.24,396.28,382.33,,,373.99,386.63,386.50,377.46,390.82,396.16,376.80,373.44,370.10,347.52,344.16,,348.26,348.44,346.22,356.05,358.27,342.09,312.50,313.82,311.82,323.09,364.57,362.51,378.53,403.63,,350.02,,403.58,414.16,,351.49,346.97,364.96,414.11,388.18,401.21,336.48,339.59,366.92,404.38,395.90,387.58,348.93,327.65,335.34,325.32,324.46,330.89,331.42,331.53,326.53,330.67,336.78,345.10,351.40,343.74,342.22,343.01,331.41,324.15,320.98,321.43,326.45,338.76,341.26,349.85,348.50,351.21,346.98,353.53,348.68,348.63,359.07,354.30,360.95,358.76,348.60,360.26,338.98,337.46,349.22,355.56,355.17,357.41,361.34,363.77,361.74,364.99,363.79,361.10,355.14,360.09,366.28,353.45,350.83,359.77,348.94,335.60,339.55,349.85,347.80,353.77,353.11,352.43,354.78,352.85,357.50,351.04,351.12,352.61,354.53,352.03,359.62,360.18,360.72,359.94,358.69,360.10,357.39,348.18,345.69,345.76,350.33,361.81,365.71,353.40,344.55,347.17,352.72,351.96,363.66,368.92,376.67,387.34
2000-05-17 21:59:19+00:00,L7,340.70,335.78,335.97,338.71,336.92,343.60,,349.12,353.40,365.60,358.85,355.72,355.95,357.31,346.29,349.32,337.37,346.18,352.01,350.16,349.01,353.70,352.21,347.55,348.27,340.37,325.76,329.76,335.69,328.92,327.63,323.00,330.23,317.49,,274.97,284.20,282.30,296.27,318.00,321.86,333.73,337.89,316.38,326.18,,351.79,345.95,,333.36,324.15,335.52,338.72,326.42,318.37,299.71,323.70,,,,,,,,,,,,,,297.98,308.61,,327.68,,317.62,320.20,,,300.90,288.34,295.23,,320.56,327.34,324.61,,205.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,327.58,330.90,336.49,346.15,340.00,342.49,330.80,334.01,336.40,334.43,332.45,,329.54,339.28,344.97,336.18,330.77,333.70,340.52,340.84,346.42,352.24,,73.30
2000-06-02 21:59:07+00:00,L7,,,,,,,,,,,,,,,,,,365.19,372.86,359.93,357.29,362.70,360.70,352.78,361.47,346.92,333.62,337.20,344.00,336.99,338.83,330.67,340.27,330.60,313.92,297.51,307.00,307.74,318.41,342.25,341.86,348.05,359.03,336.75,341.23,351.52,367.47,366.15,357.67,346.35,335.94,359.95,356.11,350.99,340.86,333.29,336.80,350.04,369.13,363.14,341.72,332.36,322.36,330.24,321.82,311.86,310.68,317.67,325.20,318.86,326.99,334.78,340.57,345.67,343.11,338.42,323.92,330.74,326.08,320.38,309.85,314.06,330.01,338.29,343.12,345.34,335.62,331.90,339.86,346.42,,358.62,351.54,350.45,338.04,337.54,349.08,336.69,335.26,343.24,352.53,352.58,353.53,363.07,349.19,350.38,365.33,358.26,349.46,349.37,351.64,355.88,349.49,350.49,347.24,333.15,325.00,330.32,343.11,346.79,352.78,347.34,341.10,346.69,342.91,346.67,345.54,347.01,343.26,347.68,341.85,350.24,349.62,344.99,349.22,349.68,349.41,349.85,351.40,349.51,343.28,345.04,350.78,359.96,353.83,345.96,348.21,351.57,351.52,356.25,362.95,366.87,381.13
2000-06-18 21:59:03+00:00,L7,335.67,330.94,329.92,334.15,332.33,336.63,,346.84,349.49,357.89,353.75,351.47,352.21,351.28,335.62,341.66,325.01,333.89,343.30,345.16,343.57,346.40,344.87,340.50,343.16,333.36,318.61,320.57,325.55,323.62,323.14,311.98,322.71,309.63,291.98,271.94,277.21,266.42,,317.48,318.01,325.27,330.62,315.58,319.61,,,334.66,,325.53,316.52,326.90,330.90,322.53,315.20,288.95,319.28,334.46,,,,,,,,,,,294.06,287.11,297.11,304.41,,324.77,,,,,,,,,,312.41,,318.38,314.44,315.67,,,,333.92,325.67,,,,,,,,,,,334.20,310.99,318.00,337.97,,315.94,314.78,320.31,,177.68,,,,,,,,,322.49,,,322.51,,,,325.98,327.42,331.01,337.63,,338.58,337.69,326.14,326.58,330.48,333.22,328.24,,,332.87,341.65,332.49,328.28,,334.29,336.52,338.90,348.79,358.77,
2000-08-05 21:58:20+00:00,L7,341.73,337.19,334.90,340.42,337.29,348.06,353.96,354.12,354.95,360.35,356.65,354.41,356.30,355.28,342.75,347.90,335.15,337.59,351.06,351.84,349.82,351.42,347.55,342.40,346.06,333.87,325.93,324.92,330.65,330.17,328.43,322.83,328.47,319.32,304.25,291.30,295.69,298.99,303.47,328.80,326.64,330.51,339.17,318.92,331.27,334.45,348.25,343.93,339.29,332.31,325.26,335.52,341.07,334.36,330.30,317.03,328.75,344.26,352.22,342.52,323.57,314.41,307.40,317.26,308.33,306.76,307.53,313.78,318.06,313.82,316.06,322.31,331.65,339.95,332.68,328.03,328.25,,,310.40,303.86,310.12,322.53,330.05,334.97,331.20,330.69,334.74,336.52,334.02,,342.02,336.93,337.50,332.05,334.66,333.42,321.07,323.48,328.55,343.91,344.01,349.34,342.63,332.85,333.97,345.75,349.13,334.63,329.81,340.31,339.06,336.77,333.58,335.76,323.55,,,327.07,330.42,336.13,330.63,334.73,338.87,336.34,340.12,336.00,335.61,341.46,342.81,340.28,346.44,348.39,344.20,344.25,334.26,338.86,346.87,335.58,339.40,,336.89,347.91,347.55,338.32,333.34,336.60,338.34,341.67,347.40,356.06,358.88,364.97
