dates,nzd0528-0000,nzd0528-0001,nzd0528-0002,nzd0528-0003,nzd0528-0004,nzd0528-0005,nzd0528-0006,nzd0528-0007,nzd0528-0008,nzd0528-0009,nzd0528-0010,nzd0528-0011,nzd0528-0012,nzd0528-0013,nzd0528-0014,nzd0528-0015,nzd0528-0016,nzd0528-0017,nzd0528-0018,nzd0528-0019,nzd0528-0020,nzd0528-0021,nzd0528-0022,nzd0528-0023,nzd0528-0024,nzd0528-0025,nzd0528-0026,nzd0528-0027,nzd0528-0028,nzd0528-0029,nzd0528-0030,nzd0528-0031,nzd0528-0032,nzd0528-0033,nzd0528-0034,nzd0528-0035,nzd0528-0036,nzd0528-0037,nzd0528-0038,nzd0528-0039,nzd0528-0040,nzd0528-0041,nzd0528-0042,nzd0528-0043,nzd0528-0044,nzd0528-0045,nzd0528-0046,nzd0528-0047,nzd0528-0048,nzd0528-0049,nzd0528-0050,nzd0528-0051,nzd0528-0052,nzd0528-0053,nzd0528-0054,nzd0528-0055,nzd0528-0056,satname
2003-08-05 22:02:59+00:00,321.28,301.94,351.31,352.94,350.61,357.74,355.05,351.43,359.95,358.45,362.30,353.75,348.65,,,,,,,,,,,332.57,330.89,337.74,333.25,328.32,333.54,355.52,369.43,365.88,352.33,353.25,361.98,365.50,356.71,,,,,,,,,,342.38,342.02,339.87,342.48,352.21,350.97,357.49,356.21,348.37,340.47,360.01,L7
2003-08-13 21:51:32+00:00,342.71,329.07,353.71,349.42,358.67,365.51,364.18,365.81,371.27,376.28,373.03,359.65,354.76,354.31,360.61,358.25,350.21,351.13,350.25,354.06,350.35,354.04,350.60,350.41,358.61,359.60,346.15,343.84,354.54,360.79,368.69,373.33,364.20,364.51,370.94,376.13,370.27,360.90,365.43,365.60,369.43,371.46,360.48,363.85,352.84,345.83,350.39,350.81,345.36,348.82,353.77,366.91,368.45,363.58,351.36,358.52,367.50,L5
2003-08-29 21:51:49+00:00,329.27,309.21,332.69,338.49,349.37,356.64,358.60,353.31,361.73,371.23,370.20,359.28,352.06,348.88,353.17,355.05,349.04,347.00,347.47,354.64,352.19,352.91,,,,,,,,,,,,,,,,,,,,,,,,,349.01,349.84,342.61,338.88,342.60,352.12,367.12,366.43,362.12,357.20,349.22,L5
2003-10-07 21:58:35+00:00,341.76,333.10,342.32,351.22,360.70,361.40,356.77,353.78,352.65,351.83,347.99,345.22,347.99,348.19,342.84,343.00,341.34,341.48,348.92,352.99,357.46,359.65,358.57,351.34,355.07,355.15,345.54,348.74,352.96,365.17,367.48,368.58,372.83,371.46,372.62,365.84,362.12,362.86,363.68,359.17,360.69,357.35,354.52,351.33,357.29,360.43,366.23,368.22,370.05,359.03,361.74,359.59,360.23,351.81,362.53,367.68,371.46,L5
2003-10-15 22:08:58+00:00,340.47,336.01,348.01,350.52,357.81,358.67,358.41,351.31,349.27,352.56,353.28,346.39,346.42,,,,,,,,,343.98,342.86,341.66,344.75,350.25,342.66,347.93,350.58,359.85,361.15,357.97,360.86,362.31,359.38,352.46,347.77,347.61,,,,,,,,331.00,335.34,342.66,338.10,339.91,346.93,354.87,355.78,351.84,369.29,375.93,374.96,L7
2003-11-16 22:09:23+00:00,315.88,304.31,327.59,327.64,,,,,,,,,,,,,,,,,,,,,,321.87,326.77,311.13,,,,,,,,328.48,334.63,338.26,344.43,342.61,,,,,,,,330.50,335.02,339.01,349.86,348.26,350.91,354.29,355.99,358.69,368.81,L7
2003-12-26 21:59:30+00:00,338.30,332.40,341.80,350.60,361.46,365.73,355.81,350.27,350.46,347.05,347.99,342.90,344.34,344.11,343.53,344.52,342.14,345.30,345.77,353.27,359.47,362.69,362.91,357.86,355.82,362.06,337.03,331.78,338.14,346.93,350.05,356.90,360.65,365.78,362.30,358.46,348.44,353.12,353.41,349.71,358.18,362.49,363.88,351.94,345.35,354.88,368.00,367.35,357.84,352.36,350.68,354.89,355.09,366.44,367.24,369.72,375.52,L5
2004-01-04 21:53:21+00:00,340.51,346.52,358.30,366.63,374.50,370.15,364.34,352.72,350.02,357.37,357.07,350.37,351.52,350.11,338.55,342.03,346.99,349.71,354.20,355.53,358.45,354.25,355.19,358.69,348.20,352.62,341.27,345.43,348.74,357.06,353.18,354.69,357.57,367.70,366.01,355.85,352.51,353.61,351.17,342.56,339.62,352.88,351.79,349.10,342.17,338.71,350.40,354.57,352.66,354.97,361.05,362.59,363.55,368.79,371.42,377.30,,L5
2004-03-23 22:10:04+00:00,334.61,327.93,345.55,359.23,363.78,366.83,356.74,348.84,350.29,349.05,346.72,,,,,,,,343.74,350.11,349.54,350.34,355.49,356.37,355.99,356.28,342.67,339.92,344.07,357.14,356.29,362.62,356.57,353.06,347.65,351.65,,,,,,,347.78,338.00,335.13,342.71,349.91,350.90,346.42,353.49,364.81,364.85,367.38,363.58,363.75,368.27,369.76,L7
2004-04-08 22:10:00+00:00,,,,,,,,337.30,341.51,342.76,341.78,345.43,339.13,328.68,319.34,327.71,338.57,342.78,339.63,342.58,340.12,345.37,347.28,346.22,346.54,348.31,336.06,,,,,,,351.18,342.11,336.41,331.92,335.00,339.25,334.75,338.88,348.49,334.63,331.16,321.22,332.05,340.64,346.92,349.85,355.70,,,,,,,378.37,L7
2004-05-02 22:00:57+00:00,351.52,,,,,,,,,,,,,,,,341.77,345.12,341.58,340.06,344.54,338.44,331.19,342.18,351.72,356.17,,,342.02,350.53,340.98,328.76,329.67,344.39,346.80,354.29,355.93,351.00,355.99,358.08,351.87,350.77,338.86,330.48,338.23,346.40,355.62,357.79,357.66,354.33,355.30,349.19,346.83,352.89,370.85,382.81,392.04,L5
2004-05-03 22:03:47+00:00,,,,,,,,,,346.11,352.23,346.82,339.56,341.97,340.22,341.95,338.29,345.82,348.43,351.33,350.70,348.45,347.77,349.72,350.26,352.25,,,,,,,,,344.62,355.17,355.80,353.57,358.14,367.53,357.44,353.90,345.93,337.36,337.69,352.83,361.68,359.49,355.80,,,,,,,,410.64,L7
2004-05-18 22:01:26+00:00,349.82,349.59,376.11,370.18,367.23,370.81,371.27,369.35,370.75,367.81,361.12,360.60,360.05,362.24,359.40,357.93,357.55,354.18,358.31,364.76,365.87,364.04,370.59,365.31,363.71,377.04,370.93,364.24,367.27,367.91,369.26,378.51,374.37,362.80,358.30,362.46,359.94,363.29,366.06,373.95,370.35,365.90,357.00,351.58,355.35,,,,,,,,,,,,,L5
2004-05-26 22:09:57+00:00,309.90,285.62,359.87,356.90,364.09,366.56,362.38,,,,,,,,353.35,355.32,350.69,341.63,341.57,341.42,346.11,353.36,355.69,353.08,357.29,358.66,349.71,349.97,344.32,361.99,370.16,369.10,370.62,,,,,,,359.43,360.63,357.64,350.33,339.43,351.19,359.74,,,,,,,,,,,,L7
2004-06-04 22:03:43+00:00,,,,,351.34,357.55,,,,362.72,349.06,347.44,347.88,352.64,,,,,,,,345.54,,,,,,,,,348.02,360.88,356.04,352.13,358.54,,361.60,356.53,353.33,355.28,348.24,348.26,342.49,343.88,342.26,,,,,,,,,357.20,350.32,,364.10,L7
2004-06-12 21:55:59+00:00,315.83,290.32,361.98,,364.44,365.39,359.68,366.83,370.29,368.93,357.97,355.45,356.55,366.69,362.25,354.16,351.73,355.15,350.37,354.55,354.47,356.05,352.57,358.66,363.03,359.15,360.28,367.04,357.29,361.13,371.56,365.69,367.35,367.92,363.95,361.68,363.42,367.06,366.88,371.26,362.76,357.84,362.88,352.51,348.80,356.02,361.21,357.05,357.51,370.24,373.42,371.29,366.16,371.65,380.21,388.39,388.94,L5
2004-06-27 22:09:48+00:00,307.69,290.38,344.73,,,359.08,360.29,355.72,342.30,349.85,351.40,351.26,343.46,343.29,,,,,,,,338.10,345.56,340.92,341.52,344.92,336.85,341.67,341.72,342.61,366.47,358.36,350.42,348.46,351.73,,358.97,359.34,352.21,,,,,,,344.22,347.41,347.66,346.58,353.73,369.90,364.53,361.10,358.87,369.42,381.29,380.44,L7
2004-07-06 22:03:36+00:00,299.02,279.67,357.99,,,,,,,,,,,,,336.62,,,,,,355.86,358.29,356.01,356.48,361.59,350.91,352.13,340.79,352.95,360.78,,,,,,,,,357.73,351.96,350.62,352.67,351.25,343.65,352.72,357.51,362.86,360.46,363.39,371.88,371.71,369.38,,,,,L7
2004-07-29 22:09:38+00:00,,,,,,,,347.90,353.22,352.57,354.57,355.61,358.00,354.54,339.47,343.49,350.57,345.94,347.15,344.33,344.31,349.63,351.43,350.98,349.30,356.45,351.90,,,,,,351.90,351.96,360.68,367.47,363.24,352.21,354.23,368.00,366.59,361.41,351.81,353.85,346.54,351.29,358.12,355.06,353.05,356.02,,,,,,,367.87,L7
2004-07-30 21:57:15+00:00,327.04,328.60,365.27,369.62,376.11,370.49,368.95,369.06,363.02,366.49,367.38,372.60,380.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L5
2004-08-15 21:57:37+00:00,,350.80,368.25,,,,,,,,,,,,,,,,,,,,,,,,,,,377.22,383.85,,,,,,370.53,378.49,,,,,,,,,,,,,,,,,,,385.31,L5
2004-09-08 22:03:17+00:00,324.46,329.21,,,,,,,,,,,,,,,,,,,,,,,360.83,361.31,362.05,354.94,,,,,,,,,,352.45,355.08,359.41,360.51,356.74,352.64,340.38,342.89,360.08,370.09,372.88,368.61,370.29,376.70,,,,,,,L7
2004-09-24 22:03:12+00:00,,,,,349.56,349.93,338.66,332.50,334.08,338.02,342.91,341.45,340.57,336.04,337.84,347.17,351.08,345.35,342.32,337.38,340.02,342.13,,,,,,,,351.86,352.20,346.75,350.30,346.86,357.00,357.40,352.20,352.18,350.34,349.88,344.56,351.37,345.57,343.15,341.44,,,,,,,,370.05,374.58,,,,L7
2004-10-10 22:03:07+00:00,,,,,341.93,342.81,338.99,334.21,330.67,334.58,336.29,332.67,328.65,333.06,336.01,337.74,340.61,343.93,342.55,335.39,338.67,341.77,,,,,,,,346.21,349.72,349.97,346.99,348.76,353.42,351.82,339.46,340.11,343.32,348.20,345.34,337.59,341.93,335.79,337.00,,,,,,,,,345.58,342.62,341.78,351.37,L7
2004-11-19 21:59:42+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,320.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,L5
2005-01-13 22:06:52+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,382.59,389.14,369.46,372.06,380.14,388.81,L5
2005-02-14 22:07:21+00:00,346.03,337.90,345.42,353.61,364.09,363.52,362.74,352.70,352.30,352.75,356.01,360.15,358.84,357.43,345.75,352.43,351.23,352.83,360.87,359.10,352.51,361.59,362.70,366.38,371.07,374.08,359.21,359.19,359.70,371.28,370.60,370.42,359.38,355.02,368.44,367.97,362.51,354.07,356.49,361.17,363.35,364.74,359.10,351.77,356.37,357.43,366.59,362.71,359.96,364.06,374.62,375.59,377.12,384.12,387.21,391.94,391.19,L5
2005-03-03 22:04:17+00:00,324.21,332.42,,,,,,,,,,337.02,339.65,337.02,333.70,335.61,339.44,341.68,345.13,339.01,343.80,347.43,348.48,348.31,351.16,354.20,346.84,345.19,,,,,,,,353.96,356.44,361.34,362.68,364.13,363.51,355.19,354.56,346.22,340.46,340.45,347.14,350.47,347.52,354.28,366.87,,,,,,,L7
2005-03-18 22:07:46+00:00,,,,,,,,,,,,,,,,,,,,,,350.06,357.34,346.47,347.55,348.79,344.02,336.07,337.89,358.15,358.10,359.33,359.94,360.24,364.88,364.51,373.85,368.42,363.32,364.40,365.98,364.52,366.45,357.20,347.04,348.25,356.84,345.34,350.21,353.78,361.51,362.80,363.61,363.06,356.11,367.16,365.93,L5
2005-04-04 22:04:14+00:00,313.47,326.61,338.55,343.77,346.64,,,,,,,,,,,340.27,346.36,347.82,348.19,339.52,336.14,338.54,339.50,342.81,351.04,356.95,354.00,346.52,348.51,357.15,,,,,,,,,,352.81,349.58,350.54,349.58,344.36,342.10,338.84,342.24,346.04,349.45,354.19,358.12,365.23,372.70,,,,,L7
2005-04-27 22:10:21+00:00,327.10,328.22,346.01,351.38,358.37,360.22,358.88,351.69,350.07,342.89,340.50,337.64,345.97,351.24,353.78,350.63,341.15,347.04,351.50,,,,,,,,342.39,344.16,348.70,351.31,350.99,361.99,370.65,366.36,356.33,353.00,351.32,360.09,366.93,363.33,352.17,349.94,343.88,,,,,,,,357.25,363.83,362.19,369.43,405.06,377.83,338.17,L7
2005-06-14 22:10:13+00:00,326.57,357.88,298.95,,,,,,,,371.64,373.89,347.94,367.40,355.39,355.39,365.08,,,358.12,352.78,357.32,355.64,,,,,349.15,,337.24,,,,,,361.02,364.29,370.91,364.48,367.33,369.59,363.75,,,,345.26,362.53,355.63,355.39,,,,,,,,,L7
2005-06-15 22:02:10+00:00,318.91,290.76,338.32,,,365.15,369.69,362.40,365.18,372.15,371.50,369.86,365.20,363.18,364.60,359.43,363.29,348.82,359.72,348.73,352.58,355.30,357.67,350.37,331.08,348.76,348.31,342.10,345.53,361.99,380.42,,365.07,377.39,376.93,,373.61,373.81,381.77,379.85,361.25,362.55,356.47,353.01,357.61,359.43,362.33,355.43,354.78,360.86,372.29,380.81,376.23,383.14,381.35,,,L5
2005-06-22 22:08:22+00:00,279.81,273.30,353.37,349.56,359.38,363.23,367.38,367.28,375.23,376.61,366.06,360.67,351.75,352.39,355.75,357.03,353.11,355.69,358.34,351.25,350.67,356.01,368.27,359.66,352.01,357.62,353.30,356.22,363.19,365.63,371.87,373.45,370.83,376.22,377.22,,370.87,371.51,371.25,359.98,353.35,350.42,353.61,354.63,360.87,365.84,364.96,367.16,349.23,355.44,364.10,385.29,390.76,391.31,382.24,385.21,390.55,L5
2005-06-23 22:04:01+00:00,281.35,266.23,339.57,,,355.61,,,,,,,,,,,348.46,350.96,353.92,335.81,338.71,344.34,350.28,351.34,342.61,352.06,346.13,345.48,346.36,358.66,367.08,,,,,,,,,358.54,349.40,348.23,343.46,344.57,344.21,358.99,359.89,356.21,349.70,357.03,,,,372.99,,,,L7
2005-07-08 22:08:27+00:00,296.39,276.21,362.73,361.65,359.29,369.18,361.41,359.15,357.55,350.07,357.30,353.63,357.87,360.69,360.42,353.81,357.96,355.48,358.39,360.87,350.07,345.80,347.52,347.51,353.00,356.16,341.51,348.30,344.12,361.36,370.75,371.74,364.14,359.93,361.59,357.51,370.96,371.42,379.35,363.80,371.16,376.55,372.78,354.70,343.72,350.64,361.56,371.50,354.76,362.26,366.38,380.32,374.27,368.16,359.24,368.97,374.39,L5
2005-07-09 22:04:02+00:00,293.29,321.83,,,,,,,,,,,357.65,359.62,,,,,,356.97,352.49,352.04,361.86,358.50,356.96,350.16,347.35,349.40,,,,,,,,,364.44,358.87,358.96,359.25,372.65,370.14,365.39,355.22,,352.70,363.07,364.18,360.47,364.34,361.48,,,,,,,L7
2005-07-16 22:10:12+00:00,306.78,331.45,370.31,367.36,367.64,373.58,368.46,365.63,367.52,362.03,364.35,360.85,359.13,357.43,357.25,362.24,365.67,,,,,,,,336.82,341.53,341.73,342.17,,374.04,375.16,371.70,371.87,362.85,362.76,368.46,360.60,360.45,365.88,370.40,375.95,,,,,,,353.84,358.47,365.11,372.86,366.26,365.20,363.58,363.05,366.30,379.31,L7
2005-08-09 22:08:46+00:00,318.06,313.94,339.88,344.97,362.70,370.12,370.18,364.57,370.93,387.53,378.32,361.49,358.29,353.48,352.78,356.12,354.86,347.89,348.33,348.05,340.76,340.82,341.88,345.19,350.89,356.06,351.44,350.17,352.14,370.00,370.65,371.44,372.86,378.28,376.27,376.36,360.80,351.07,353.93,366.51,367.65,357.71,353.18,353.08,345.70,348.10,353.84,350.52,355.55,364.30,365.10,373.55,377.28,382.53,382.49,389.66,400.30,L5
2005-08-17 22:10:06+00:00,291.02,280.88,330.30,335.40,342.12,349.93,350.08,348.63,353.92,363.79,,,,,,,,,,331.61,329.73,334.45,335.28,333.03,337.21,349.92,342.03,339.32,343.57,354.18,352.42,359.19,360.50,360.52,357.52,354.74,,,,,,,345.90,339.17,336.98,340.30,348.70,342.34,336.21,339.16,351.54,358.56,369.34,367.13,369.87,371.45,374.99,L7
