dates,satname,nzd0528-0000,nzd0528-0001,nzd0528-0002,nzd0528-0003,nzd0528-0004,nzd0528-0005,nzd0528-0006,nzd0528-0007,nzd0528-0008,nzd0528-0009,nzd0528-0010,nzd0528-0011,nzd0528-0012,nzd0528-0013,nzd0528-0014,nzd0528-0015,nzd0528-0016,nzd0528-0017,nzd0528-0018,nzd0528-0019,nzd0528-0020,nzd0528-0021,nzd0528-0022,nzd0528-0023,nzd0528-0024,nzd0528-0025,nzd0528-0026,nzd0528-0027,nzd0528-0028,nzd0528-0029,nzd0528-0030,nzd0528-0031,nzd0528-0032,nzd0528-0033,nzd0528-0034,nzd0528-0035,nzd0528-0036,nzd0528-0037,nzd0528-0038,nzd0528-0039,nzd0528-0040,nzd0528-0041,nzd0528-0042,nzd0528-0043,nzd0528-0044,nzd0528-0045,nzd0528-0046,nzd0528-0047,nzd0528-0048,nzd0528-0049,nzd0528-0050,nzd0528-0051,nzd0528-0052,nzd0528-0053,nzd0528-0054,nzd0528-0055,nzd0528-0056
2002-07-08 22:09:12+00:00,L7,307.99,299.78,349.87,,,368.93,,,,,,,,,,,,,,,,,,,337.73,348.72,342.94,338.51,,286.24,350.21,,349.88,345.40,353.58,363.75,365.38,375.52,,351.09,346.95,,,,,344.18,356.42,359.16,352.43,352.04,,,,,403.63,,
2002-09-10 22:08:43+00:00,L7,338.11,324.81,339.26,348.12,359.11,361.56,357.77,354.25,350.97,348.11,349.97,346.19,345.51,339.23,333.92,335.52,331.16,331.93,340.73,343.68,347.21,354.88,348.10,345.13,346.01,347.37,343.63,343.18,348.17,355.87,351.83,347.78,345.02,351.32,357.71,358.81,352.09,357.60,357.78,350.65,346.35,339.99,336.05,334.66,347.05,357.70,356.99,361.08,355.38,358.10,370.89,378.94,373.25,371.99,370.69,379.50,404.07
2003-02-01 22:09:21+00:00,L7,354.78,340.14,352.29,365.97,371.53,374.72,364.35,358.56,354.77,349.81,350.72,350.52,350.28,344.94,344.52,345.97,346.26,351.90,357.60,357.72,353.77,356.38,360.07,360.25,358.59,364.30,358.42,351.75,351.23,362.11,361.52,360.96,361.75,370.06,365.95,358.15,356.68,359.95,368.88,372.50,365.53,363.99,356.94,350.96,351.68,359.47,372.83,379.24,372.93,369.01,381.49,387.35,385.00,386.88,387.64,382.85,380.64
2003-05-01 22:03:22+00:00,L7,319.85,325.57,340.03,346.22,359.63,367.47,360.73,356.67,352.98,346.65,354.52,355.33,357.42,348.97,345.33,352.75,347.58,344.96,353.10,351.00,351.43,357.46,357.41,358.51,357.00,355.73,351.01,356.34,361.92,367.03,369.58,367.84,363.31,358.98,369.66,374.05,360.98,349.31,346.37,345.77,359.87,364.62,357.45,347.15,347.19,353.16,360.45,358.49,356.98,363.26,372.52,378.77,374.88,374.11,368.04,367.62,368.70
2003-08-05 22:02:59+00:00,L7,304.61,292.56,344.49,344.12,343.79,351.49,349.28,344.29,353.95,351.31,355.16,346.25,341.83,,,,,,,,,,,328.82,326.84,333.99,326.11,319.50,323.54,340.52,354.43,357.55,341.62,342.54,351.27,355.50,346.71,,,,,,,,,,332.38,333.20,329.87,333.66,338.57,340.97,348.67,346.84,338.37,329.76,350.64
2003-08-13 21:51:32+00:00,L5,362.93,340.45,361.98,360.13,366.94,373.09,371.18,374.48,378.55,384.95,381.70,368.75,363.03,363.89,369.28,368.36,363.21,360.71,358.92,358.61,357.09,362.71,357.88,354.96,363.53,364.15,354.82,354.55,366.67,378.99,386.89,383.44,377.20,377.51,383.94,388.26,382.40,374.90,378.43,378.60,382.43,383.59,375.65,375.98,365.84,357.96,362.52,361.52,357.49,359.53,370.32,379.04,379.16,374.96,363.49,371.52,378.88
2003-08-29 21:51:49+00:00,L5,350.16,320.96,341.24,349.55,357.92,364.47,365.83,362.26,369.25,380.18,379.15,368.68,360.61,358.77,362.12,365.49,362.47,356.89,356.42,359.34,359.15,361.86,,,,,,,,,,,,,,,,,,,,,,,,,361.54,360.90,355.14,349.94,359.69,364.65,378.18,378.18,374.65,370.63,360.97
2003-10-07 21:58:35+00:00,L5,343.54,334.10,343.05,352.16,361.43,362.07,357.39,354.54,353.29,352.59,348.75,346.02,348.72,349.03,343.60,343.89,342.48,342.32,349.68,353.39,358.05,360.41,359.21,351.74,355.50,355.55,346.30,349.68,354.03,366.77,369.08,369.47,373.97,372.60,373.76,366.91,363.19,364.09,364.82,360.31,361.83,358.42,355.85,352.40,358.43,361.50,367.30,369.16,371.12,359.97,363.19,360.66,361.17,352.81,363.60,368.82,372.46
2003-10-15 22:08:58+00:00,L7,341.36,336.51,348.37,350.99,358.17,359.00,358.72,351.69,349.59,352.94,353.66,346.79,346.78,,,,,,,,,344.36,343.18,341.86,344.97,350.45,343.04,348.40,351.11,360.65,361.95,358.41,361.43,362.88,359.95,352.99,348.30,348.23,,,,,,,,331.53,335.87,343.13,338.63,340.38,347.66,355.40,356.25,352.34,369.82,376.50,375.46
2003-11-16 22:09:23+00:00,L7,304.99,298.18,323.14,321.88,,,,,,,,,,,,,,,,,,,,,295.63,319.42,322.10,305.37,,50.76,,,,,,321.95,328.10,330.72,337.43,335.61,,,,,,,,324.74,328.49,333.25,340.95,341.73,345.15,348.16,349.46,351.69,362.69
2003-12-26 21:59:30+00:00,L5,348.74,338.28,346.07,356.13,365.73,369.65,359.43,354.75,354.22,351.53,352.47,347.60,348.61,349.06,348.01,349.74,348.85,350.25,350.25,355.62,362.95,367.17,366.67,360.21,358.36,364.41,341.51,337.31,344.41,356.33,359.45,362.12,367.36,372.49,369.01,364.73,354.71,360.35,360.12,356.42,364.89,368.76,371.71,358.21,352.06,361.15,374.27,372.88,364.11,357.89,359.23,361.16,360.62,372.31,373.51,376.43,381.40
2004-01-04 21:53:21+00:00,L5,344.73,348.90,360.03,368.87,376.23,371.73,365.80,354.53,351.54,359.18,358.88,352.27,353.25,352.11,340.36,344.14,349.70,351.71,356.01,356.48,359.86,356.06,356.71,359.64,349.23,353.57,343.08,347.67,351.27,360.86,356.98,356.80,360.28,370.41,368.72,358.38,355.04,356.53,353.88,345.27,342.33,355.41,354.96,351.63,344.88,341.24,352.93,356.81,355.19,357.21,364.50,365.12,365.79,371.16,373.95,380.01,
2004-03-23 22:10:04+00:00,L7,350.39,336.80,352.00,367.58,370.23,372.75,362.20,355.60,355.97,355.81,353.48,,,,,,,,350.50,353.66,354.80,357.10,361.17,359.92,359.83,359.83,349.43,348.27,353.54,371.34,370.49,370.51,366.71,363.20,357.79,361.12,,,,,,,359.61,347.47,345.27,352.18,359.38,359.25,355.89,361.84,377.72,374.32,375.73,372.46,373.22,378.41,378.64
2004-04-08 22:10:00+00:00,L7,,,,,,,,343.59,346.79,349.05,348.07,352.03,345.13,335.63,325.63,335.04,348.00,349.73,345.92,345.88,345.01,351.66,352.56,349.52,350.11,351.61,342.35,,,,,,,360.61,351.54,345.21,340.72,345.15,348.68,344.18,348.31,357.29,345.63,339.96,330.65,340.85,349.44,354.68,358.65,363.46,,,,,,,386.62
2004-05-02 22:00:57+00:00,L5,354.63,420.62,451.96,447.77,413.02,,,560.77,594.41,587.19,574.17,560.12,485.68,468.96,421.86,,343.77,346.59,342.91,340.76,345.58,339.77,332.31,342.88,352.48,356.87,,,343.89,353.33,343.78,330.32,331.67,346.39,348.80,356.16,357.80,353.15,357.99,360.08,353.87,352.64,341.19,332.35,340.23,348.27,357.49,359.44,359.53,355.98,357.85,351.06,348.48,354.64,372.72,384.81,393.79
2004-05-03 22:03:47+00:00,L7,,,,,,,,,,350.97,357.09,351.92,344.20,347.34,345.08,347.62,345.58,351.19,353.29,353.88,354.48,353.31,351.85,352.27,353.02,354.80,,,,,,,,,351.91,361.97,362.60,361.42,365.43,374.82,364.73,360.70,354.43,344.16,344.98,359.63,368.48,365.49,362.60,,,,,,,,417.02
2004-05-18 22:01:26+00:00,L5,364.04,357.59,381.93,377.71,373.05,376.14,376.19,375.45,375.87,373.91,367.22,367.00,365.87,368.98,365.50,365.04,366.69,360.92,364.41,367.96,370.61,370.14,375.71,368.51,367.17,380.24,377.03,371.77,375.80,380.71,382.06,385.62,383.51,371.94,367.44,370.99,368.47,373.14,375.20,383.09,379.49,374.43,367.67,360.11,364.49,,,,,,,,,,,,
2004-05-26 22:09:57+00:00,L7,302.34,281.37,356.78,352.90,361.00,363.73,359.76,,,,,,,,350.11,351.54,345.83,338.05,338.33,339.72,343.59,350.12,352.97,351.38,355.45,356.96,346.47,345.97,339.79,355.19,363.36,365.32,365.76,,,,,,,354.57,355.77,353.11,344.66,334.90,346.33,355.21,,,,,,,,,,,
2004-06-04 22:03:43+00:00,L7,,,,,360.79,366.22,,,,372.62,358.96,357.84,357.33,363.59,,,,,,,,355.44,,,,,,,,,368.82,372.44,370.90,366.99,373.40,,375.47,372.53,368.19,370.14,363.10,362.13,359.82,357.75,357.12,,,,,,,,,370.20,364.19,,377.10
2004-06-12 21:55:59+00:00,L5,305.61,284.57,357.80,,360.26,361.56,356.14,362.45,366.61,364.55,353.59,350.85,352.37,361.85,357.87,349.05,345.16,350.31,345.99,352.25,351.06,351.67,348.89,356.36,360.54,356.85,355.90,361.63,351.16,351.93,362.36,360.58,360.78,361.35,357.38,355.55,357.29,359.98,360.31,364.69,356.19,351.71,355.21,346.38,342.23,349.89,355.08,351.64,351.38,364.83,365.06,365.16,360.75,365.90,374.08,381.82,383.19
2004-06-27 22:09:48+00:00,L7,291.02,281.01,337.91,,,352.83,354.52,348.58,336.30,342.71,344.26,343.76,336.64,335.40,,263.69,243.53,,,,,330.96,339.56,337.17,337.47,341.17,329.71,332.85,331.72,327.61,351.47,350.03,339.71,337.75,341.02,,348.97,347.80,341.50,,,,,,,334.22,337.41,338.84,336.58,344.91,356.26,354.53,352.28,349.49,359.42,370.58,371.07
2004-07-06 22:03:36+00:00,L7,302.35,281.54,359.35,,,,,,,,,,,,,338.29,,,,,,357.29,359.49,356.76,357.29,362.34,352.34,353.89,342.79,355.95,363.78,,,,,,,,,359.87,354.10,352.62,355.17,353.25,345.79,354.72,359.51,364.62,362.46,365.15,374.61,373.71,371.14,,,,
2004-07-29 22:09:38+00:00,L7,,,,,,,,347.42,352.82,352.09,354.09,355.11,357.55,354.01,338.99,342.93,349.86,345.41,346.67,344.08,343.94,349.15,351.03,350.73,349.03,356.20,351.42,,,,,,351.19,351.25,359.97,366.80,362.57,351.44,353.52,367.29,365.88,360.74,350.98,353.18,345.83,350.62,357.45,354.47,352.38,355.43,,,,,,,367.24
2004-07-30 21:57:15+00:00,L5,338.37,334.97,369.91,375.62,380.75,374.74,372.87,373.92,367.10,371.35,372.24,377.70,385.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-08-15 21:57:37+00:00,L5,,358.42,373.80,,,,,,,,,,,,,,,,,,,,,,,,,,,389.42,396.05,,,,,,378.66,387.87,,,,,,,,,,,,,,,,,,,392.94
2004-09-08 22:03:17+00:00,L7,312.24,322.34,,,,,,,,,,,,,,,,,,,,,,,357.86,358.56,356.81,348.47,,,,,,,,,,343.99,347.22,351.55,352.65,349.41,343.47,333.05,335.03,352.75,362.76,366.41,361.28,363.82,366.70,,,,,,
2004-09-24 22:03:12+00:00,L7,,,,,344.56,345.35,334.43,327.26,329.68,332.78,337.67,335.95,335.57,330.25,332.60,341.06,343.22,339.56,337.08,334.63,335.95,336.89,,,,,,,,340.86,341.20,340.64,342.44,339.00,349.14,350.07,344.87,343.72,342.48,342.02,336.70,344.04,336.40,335.82,333.58,,,,,,,,363.58,367.71,,,
2004-10-10 22:03:07+00:00,L7,,,,,339.75,340.81,337.14,331.92,328.75,332.29,334.00,330.27,326.47,330.53,333.72,335.07,337.18,341.40,340.26,334.19,336.89,339.48,,,,,,,,341.41,344.92,347.30,343.56,345.33,349.99,348.62,336.26,336.42,339.89,344.77,341.91,334.39,337.93,332.59,333.57,,,,,,,,,342.58,339.42,338.35,348.37
2004-11-19 21:59:42+00:00,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,303.38,249.10,,,,,,409.48,430.73,,293.08,,,,,,,,,,,,,,,,,
2005-01-13 22:06:52+00:00,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,390.72,396.32,377.09,380.19,388.85,396.43
2005-02-14 22:07:21+00:00,L5,339.81,334.40,342.87,350.32,361.54,361.19,360.59,350.03,350.06,350.08,353.34,357.35,356.29,354.48,343.08,349.32,347.23,349.88,358.20,357.70,350.44,358.92,360.46,364.98,369.56,372.68,356.54,355.90,355.97,365.68,365.00,367.31,355.38,351.02,364.44,364.24,358.78,349.76,352.49,357.17,359.35,361.01,354.43,348.04,352.37,353.70,362.86,359.42,356.23,360.77,369.53,371.86,373.83,380.62,383.48,387.94,387.69
2005-03-03 22:04:17+00:00,L7,313.32,326.29,,,,,,,,,,332.12,335.20,331.86,329.03,330.17,332.44,336.52,340.46,336.56,340.17,342.76,344.56,345.86,348.51,351.75,342.17,339.43,,,,,,,,347.43,349.91,353.80,355.68,357.13,356.51,348.66,346.39,339.69,333.46,333.92,340.61,344.71,340.99,348.52,357.96,,,,,,
2005-03-18 22:07:46+00:00,L5,,,,,,,,,,,,,,,,,,,,,,345.68,353.66,344.17,345.06,346.49,339.64,330.66,331.76,348.95,348.90,354.22,353.37,353.67,358.31,358.38,367.72,361.34,356.75,357.83,359.41,358.39,358.78,351.07,340.47,342.12,350.71,339.93,344.08,348.37,353.15,356.67,358.20,357.31,349.98,360.59,360.18
2005-04-04 22:04:14+00:00,L7,303.91,321.23,334.64,338.71,342.73,,,,,,,,,,,335.49,340.22,343.29,344.09,337.37,332.95,334.44,336.06,340.66,348.72,354.80,349.90,341.46,342.78,348.55,,,,,,,,,,346.67,343.44,344.81,342.41,338.63,335.96,333.11,336.51,340.98,343.72,349.13,350.30,359.50,367.64,,,,
2005-04-27 22:10:21+00:00,L7,340.88,335.97,351.65,358.67,364.01,365.39,363.65,357.59,355.03,348.79,346.40,343.84,351.61,357.77,359.68,357.52,350.01,353.57,357.40,,,,,,,,348.29,351.45,356.97,363.71,363.39,368.88,379.51,375.22,365.19,361.27,359.59,369.63,375.79,372.19,361.03,358.21,354.21,,,,,,,,368.52,372.10,369.48,377.18,413.33,386.69,345.92
2005-06-14 22:10:13+00:00,L7,317.68,352.88,295.31,,,,,,,,367.83,369.89,344.30,363.19,351.58,350.95,359.37,,,356.12,349.82,353.51,352.44,,,,,344.44,,329.24,294.93,,,,,355.69,358.96,364.76,358.77,361.62,363.88,358.42,,,,339.93,357.20,350.92,350.06,,,,,,,,
2005-06-15 22:02:10+00:00,L5,307.35,284.26,333.59,,,360.82,365.69,357.45,361.02,367.20,366.55,364.66,360.47,357.71,359.65,353.65,355.86,343.35,354.77,346.13,348.73,350.35,353.51,347.77,328.27,346.16,343.36,335.98,338.60,351.59,370.02,,357.64,369.96,369.50,,366.68,365.81,374.34,372.42,353.82,355.62,347.80,346.08,350.18,352.50,355.40,349.31,347.85,354.74,362.84,373.88,370.11,376.64,374.42,,
2005-06-22 22:08:22+00:00,L5,300.03,284.67,361.64,360.27,367.65,370.81,374.38,375.95,382.51,385.28,374.73,369.77,360.02,361.97,364.42,367.14,366.11,365.27,367.01,355.80,357.41,364.68,375.55,364.21,356.93,362.17,361.97,366.93,375.32,383.83,390.07,383.56,383.83,389.22,390.22,,383.00,385.51,384.25,372.98,366.35,362.55,368.78,366.76,373.87,377.97,377.09,377.87,361.36,366.15,380.65,397.42,401.47,402.68,394.37,398.21,401.92
2005-06-23 22:04:01+00:00,L7,304.02,278.98,348.84,,,364.11,,,,,,,,,,,363.03,361.70,363.63,340.91,346.27,354.05,358.44,356.44,348.12,357.16,355.84,357.48,359.96,379.06,387.48,,,,,,,,,373.11,363.97,361.83,360.46,358.17,358.78,372.59,373.49,368.21,363.30,369.03,,,,385.74,,,
2005-07-08 22:08:27+00:00,L5,311.50,284.71,368.91,369.65,365.47,374.85,366.64,365.63,362.99,356.55,363.78,360.43,364.05,367.85,366.90,361.37,367.67,362.64,364.87,364.27,355.11,352.28,352.96,350.91,356.68,359.56,347.99,356.30,353.19,374.96,384.35,379.30,373.85,369.64,371.30,366.58,380.03,381.88,389.06,373.51,380.87,385.62,384.11,363.77,353.43,359.71,370.63,379.50,363.83,370.26,378.74,389.39,382.27,376.66,368.31,378.68,382.89
2005-07-09 22:04:02+00:00,L7,304.62,328.21,309.16,,249.27,,,,,,,,362.29,364.99,,,,,,359.52,356.27,356.90,365.94,361.05,359.72,352.71,352.21,355.40,,,,,,,,,371.24,366.72,366.25,366.54,379.94,376.94,373.89,362.02,,359.50,369.87,370.18,367.27,370.34,370.75,,,,,,
2005-07-16 22:10:12+00:00,L7,291.67,322.95,364.13,359.36,361.46,367.91,363.23,359.15,362.08,355.55,357.87,354.05,352.95,350.27,350.77,354.68,355.96,,,,,,,,333.14,338.13,335.25,334.17,,360.44,361.56,364.14,362.16,353.14,353.05,359.39,351.53,349.99,356.17,360.69,366.24,,,,,,,345.84,349.40,357.11,360.50,357.19,357.20,355.08,353.98,356.59,370.81
2005-08-09 22:08:46+00:00,L5,325.62,318.19,342.97,348.97,365.79,372.95,372.80,367.81,373.65,390.77,381.56,364.89,361.38,357.06,356.02,359.90,359.72,351.47,351.57,349.75,343.28,344.06,344.60,346.89,352.73,357.76,354.68,354.17,356.67,376.80,377.45,375.22,377.72,383.14,381.13,380.89,365.33,356.30,358.79,371.37,372.51,362.24,358.85,357.61,350.56,352.63,358.37,354.52,360.08,368.30,371.28,378.08,381.28,386.78,387.02,394.52,404.55
2005-08-17 22:10:06+00:00,L7,289.24,279.88,329.57,334.46,341.39,349.26,349.46,347.87,353.28,363.03,,,,,,,,,,331.21,329.14,333.69,334.64,332.63,336.78,349.52,341.27,338.38,342.50,352.58,350.82,358.30,359.36,359.38,356.38,353.67,,,,,,,344.57,338.10,335.84,339.23,347.63,341.40,335.14,338.22,350.09,357.49,368.40,366.13,368.80,370.31,373.99
