dates,nzd0531-0000,nzd0531-0001,nzd0531-0002,nzd0531-0003,nzd0531-0004,nzd0531-0005,nzd0531-0006,nzd0531-0007,nzd0531-0008,nzd0531-0009,nzd0531-0010,nzd0531-0011,nzd0531-0012,nzd0531-0013,nzd0531-0014,nzd0531-0015,nzd0531-0016,nzd0531-0017,nzd0531-0018,nzd0531-0019,nzd0531-0020,nzd0531-0021,nzd0531-0022,nzd0531-0023,nzd0531-0024,nzd0531-0025,nzd0531-0026,nzd0531-0027,nzd0531-0028,nzd0531-0029,nzd0531-0030,nzd0531-0031,nzd0531-0032,nzd0531-0033,nzd0531-0034,nzd0531-0035,nzd0531-0036,nzd0531-0037,nzd0531-0038,nzd0531-0039,nzd0531-0040,nzd0531-0041,nzd0531-0042,nzd0531-0043,nzd0531-0044,nzd0531-0045,nzd0531-0046,nzd0531-0047,nzd0531-0048,nzd0531-0049,nzd0531-0050,nzd0531-0051,nzd0531-0052,satname
2001-07-14 22:03:57+00:00,391.02,405.76,408.52,412.13,413.72,418.38,420.29,411.51,406.42,398.07,395.66,390.05,387.42,383.68,,,,414.23,425.28,427.71,429.59,441.29,441.15,439.57,431.97,431.64,429.32,419.73,421.76,416.54,414.45,417.70,421.39,412.90,409.83,408.64,407.90,404.27,401.72,404.96,410.51,406.87,399.96,401.99,400.80,401.79,415.43,410.48,398.67,394.30,378.59,380.64,380.87,L7
2001-08-15 22:03:26+00:00,395.00,398.38,403.86,399.75,402.55,405.49,403.72,395.69,392.12,385.16,379.46,361.74,361.91,358.33,,,,389.11,398.45,404.88,413.96,416.62,434.56,435.22,427.69,424.88,416.47,410.17,407.37,407.41,407.64,407.98,412.37,396.70,393.29,395.16,394.55,394.54,388.66,396.06,401.73,394.60,388.31,381.87,390.45,387.79,396.08,386.13,370.58,372.01,353.13,347.48,351.29,L7
2002-01-29 22:09:33+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,426.42,418.03,416.10,418.43,397.14,395.05,382.44,379.54,L7
2002-04-03 22:09:32+00:00,,,,,,,,,,354.30,352.69,338.17,,,,,,355.96,,395.68,374.94,420.83,426.20,429.62,428.47,421.34,410.20,405.83,405.46,405.84,428.15,434.77,430.20,420.63,412.79,417.56,423.70,416.68,396.14,395.74,403.56,406.19,404.34,406.24,407.20,410.03,423.50,423.97,406.33,397.99,386.37,378.84,376.89,L7
2002-05-05 22:09:37+00:00,394.95,390.17,386.83,379.56,375.69,378.69,371.93,366.60,359.25,356.76,351.62,342.37,334.22,339.44,,350.09,,365.94,382.79,384.74,379.53,396.06,405.91,411.79,401.74,391.56,,374.41,391.20,401.76,408.71,412.09,416.49,412.58,411.13,405.81,401.57,393.29,389.64,405.50,410.90,394.29,384.18,387.80,379.65,385.55,,,,,,,,L7
2002-05-14 22:03:19+00:00,404.69,406.61,397.18,396.76,393.92,383.82,374.68,369.13,365.35,364.08,360.33,362.07,366.04,364.67,370.28,380.88,380.49,387.71,397.86,405.13,413.52,438.70,442.44,438.76,424.97,414.21,408.77,415.19,423.45,433.67,440.98,451.29,453.39,447.60,441.24,441.09,432.74,431.66,433.62,425.18,405.87,407.06,408.97,409.86,416.28,422.55,423.84,430.15,425.14,413.80,405.29,391.77,383.41,L7
2002-06-15 22:03:07+00:00,388.17,400.65,399.85,395.13,384.08,380.12,381.60,373.84,370.14,366.37,361.64,357.32,348.85,349.37,349.54,353.56,354.41,365.81,374.82,380.73,389.99,408.23,415.18,414.99,418.23,423.55,423.68,420.77,421.86,420.97,425.34,434.56,437.89,425.96,429.71,427.59,422.05,420.61,419.76,411.31,408.46,410.76,404.33,406.91,411.07,414.58,421.35,419.88,411.17,407.67,399.45,381.66,376.03,L7
2002-06-22 22:09:15+00:00,363.21,381.84,383.84,377.20,373.48,368.43,359.44,360.91,353.98,350.07,343.11,340.80,335.17,338.90,,338.68,341.01,344.37,351.11,360.75,378.09,389.41,398.66,391.75,394.07,402.29,401.38,399.36,399.09,403.31,405.06,409.93,414.13,412.26,408.80,402.18,398.32,398.66,395.96,399.02,396.94,399.28,395.32,393.33,391.80,393.60,401.27,405.60,397.53,385.84,376.23,360.98,354.97,L7
2002-07-01 22:03:02+00:00,380.92,390.06,391.50,378.73,379.50,380.78,373.98,373.52,369.84,359.16,356.31,365.08,339.35,346.79,,,357.48,351.21,359.28,357.05,373.69,395.64,398.96,403.17,409.96,420.00,,,,,,,,,,,,,,,,,,,,,,,,,,,401.76,L7
2002-07-08 22:09:12+00:00,392.37,393.44,399.96,391.71,391.70,382.66,379.76,378.01,375.05,374.15,364.46,369.74,366.81,347.45,367.20,364.51,361.55,367.47,376.65,391.42,399.70,414.42,429.80,426.97,432.31,439.56,437.92,437.64,438.35,439.46,434.18,452.12,453.05,436.65,436.51,428.93,427.91,430.12,427.37,427.81,424.83,427.09,422.19,416.91,426.36,430.99,431.55,423.81,419.01,407.27,406.94,376.23,375.53,L7
2002-08-09 22:08:57+00:00,365.09,372.76,359.99,363.59,359.36,349.33,344.64,346.52,350.29,356.10,360.99,368.35,362.80,359.56,355.98,361.57,364.10,375.61,385.82,403.00,421.17,427.48,425.44,422.72,428.94,428.09,422.39,424.29,418.05,412.59,414.57,433.91,434.21,418.71,421.45,417.37,408.86,408.61,415.67,401.75,,372.73,399.97,413.67,416.66,418.22,402.10,401.45,402.75,350.73,,,,L7
2002-09-10 22:08:43+00:00,363.60,369.13,366.84,367.51,356.20,349.65,344.62,341.41,338.76,344.22,344.81,346.25,351.16,349.61,354.63,359.36,366.02,370.65,379.51,388.22,398.92,406.58,406.00,401.16,404.16,412.38,411.06,411.80,411.54,410.39,412.20,419.82,415.85,409.61,405.65,401.72,405.22,404.14,408.59,403.92,401.09,409.98,415.64,416.31,415.06,412.26,399.74,403.09,400.58,383.38,379.69,366.78,367.23,L7
2003-02-01 22:09:21+00:00,395.09,381.85,372.31,378.11,370.62,361.43,355.77,352.51,350.25,349.30,349.72,356.35,360.44,358.99,356.96,360.01,365.08,372.74,373.98,388.27,407.29,414.26,417.96,410.66,412.87,414.47,417.99,424.60,421.16,414.42,420.24,419.23,414.11,408.58,411.19,406.01,399.68,404.29,409.15,407.55,396.65,405.64,418.50,421.21,431.31,427.54,419.46,418.86,415.37,386.50,381.61,372.36,373.93,L7
2003-05-01 22:03:22+00:00,382.71,386.19,383.95,389.86,380.68,366.34,356.95,350.93,350.85,349.77,350.13,354.46,354.10,348.04,355.05,356.33,361.71,378.77,380.61,391.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L7
2003-05-17 22:03:18+00:00,387.89,385.71,377.90,376.75,378.06,368.88,357.67,357.44,357.13,348.51,351.12,360.08,358.43,354.03,353.74,353.47,356.12,362.00,365.72,385.25,397.89,409.72,414.66,415.51,428.98,438.95,436.96,432.64,418.54,407.98,400.91,396.44,393.80,382.63,396.77,,,,,,,,,,,,,,,,,,,L7
2003-08-05 22:02:59+00:00,361.40,357.97,370.17,374.95,372.61,375.92,373.00,360.38,354.61,356.13,356.11,352.62,,,,,,,382.15,387.20,386.73,395.12,399.84,400.70,389.48,394.06,388.33,384.17,383.31,,,,,,373.56,,,,,,,,,,,,,,,,,,,L7
2003-08-13 21:51:32+00:00,376.05,370.55,375.24,388.06,381.93,365.91,356.99,351.16,348.36,348.35,356.11,361.41,362.44,362.15,362.37,362.65,367.88,371.75,372.73,383.03,398.56,405.89,406.80,399.87,401.53,406.83,416.42,418.85,407.86,405.81,409.11,422.51,421.28,407.42,394.98,390.88,396.43,409.35,411.56,407.35,403.82,414.87,428.00,434.61,434.45,439.65,436.67,440.44,435.91,403.74,393.33,389.50,384.24,L5
2003-10-07 21:58:35+00:00,415.26,401.14,374.39,369.62,355.97,350.33,348.33,342.46,341.02,347.08,344.79,351.15,359.12,359.56,359.72,362.13,369.18,379.18,394.67,405.16,413.70,411.25,414.09,410.91,410.09,407.71,407.86,408.38,400.59,401.54,405.87,415.93,425.07,419.60,411.54,408.11,404.18,406.60,405.67,410.25,411.14,422.86,422.97,429.36,429.74,435.70,443.22,448.72,436.85,426.29,417.27,405.08,399.95,L5
2003-10-15 22:08:58+00:00,,367.33,354.10,352.49,346.51,345.76,345.13,342.02,336.79,339.10,341.07,340.09,342.25,337.42,,,,,,,,,,,,,,,,,,,,,,,397.03,400.98,399.12,403.51,402.69,411.98,414.58,423.29,425.00,431.38,,,,,405.33,397.94,396.48,L7
2003-12-26 21:59:30+00:00,,,,,,351.02,340.46,333.34,329.00,331.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,434.88,441.11,440.90,416.08,399.52,387.10,371.15,L5
2004-03-16 22:03:52+00:00,,,,,,,,,,,,,,,,,,,,,,,,,374.98,,,,,,,381.61,390.98,393.20,390.35,389.45,391.63,392.84,399.38,,,,,,,,426.71,425.95,417.42,415.77,,,,L7
2004-03-23 22:10:04+00:00,380.38,372.20,352.05,344.45,340.74,337.55,330.40,325.07,321.09,325.73,326.43,335.24,339.44,,,,,341.59,355.74,368.65,385.47,392.73,395.99,386.33,389.81,385.88,391.77,394.97,397.11,391.75,,,,,383.22,379.03,385.30,393.49,405.28,400.93,393.96,402.94,418.50,417.62,418.11,,,,,,,,,L7
2004-04-25 21:54:35+00:00,,,,335.29,323.40,,,,,,,377.48,,352.02,,,,,,,,,,,,,,,,,,,,360.26,418.19,,,,,,,,,,,,,,,,,,,L5
2004-05-02 22:00:57+00:00,365.99,376.28,378.40,,,,393.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L5
2004-05-03 22:03:47+00:00,367.99,379.46,374.54,,,,,,,336.14,335.17,345.74,351.13,352.62,348.85,349.59,354.85,364.73,373.14,385.33,392.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L7
2004-05-26 22:09:57+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,399.05,395.36,,,,,,,,,,,,,,,,,,,L7
2004-06-04 22:03:43+00:00,,,,,,,,333.39,329.38,325.25,328.13,341.28,344.87,342.32,342.59,343.26,352.12,366.53,,,,,,,404.56,395.86,388.48,389.48,392.73,389.76,399.99,405.06,405.10,401.20,,,,,,403.45,392.39,413.03,427.44,433.77,438.66,440.29,431.36,436.16,437.20,,,,,L7
2004-06-12 21:55:59+00:00,389.61,379.15,383.76,377.56,368.62,360.38,365.97,360.00,360.14,348.39,359.86,357.58,355.28,343.91,357.50,376.19,371.78,384.92,396.38,407.62,410.82,421.66,418.05,407.86,410.71,413.47,400.82,390.78,391.43,394.18,406.99,412.59,418.38,406.78,406.72,412.76,,,,,,,,,,,,,,,,,,L5
2004-06-27 22:09:48+00:00,,350.87,358.19,354.86,354.47,355.77,358.78,354.99,350.06,348.65,343.46,342.46,340.78,347.26,350.52,,,,,380.80,383.27,397.00,401.39,392.97,386.78,385.78,381.77,380.38,374.49,375.39,372.85,379.47,,,,386.70,384.42,386.44,382.49,393.26,409.99,408.32,409.24,410.53,411.96,423.80,430.12,,,,398.42,388.61,388.21,L7
2004-07-06 22:03:36+00:00,383.70,375.83,366.20,372.85,372.67,360.55,353.39,,,,,,,352.51,355.71,357.53,362.48,371.35,383.43,388.98,399.26,414.14,418.04,404.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L7
2004-07-29 22:09:38+00:00,370.34,364.29,363.98,357.08,356.87,349.10,,,,,330.43,330.01,327.49,332.47,330.31,337.52,341.56,350.08,361.14,372.98,379.30,394.41,395.37,386.99,,,,372.42,374.64,373.20,373.98,378.52,375.78,375.41,372.65,369.25,375.74,374.68,,,,,,,,,,,,,,,,L7
2004-07-30 21:57:15+00:00,,,,377.54,370.84,359.47,347.54,347.02,343.71,342.30,339.58,352.10,352.54,352.09,352.54,352.12,353.99,360.42,372.72,392.32,402.06,411.12,415.28,406.51,403.94,404.72,402.88,397.32,402.11,404.48,405.06,393.87,401.05,393.18,390.79,,,,,,,,,,,,,,,,,,,L5
2004-09-08 22:03:17+00:00,386.69,383.45,381.26,362.53,341.63,343.23,,,,,,,339.77,349.65,367.17,373.88,371.50,374.29,381.97,388.64,391.44,399.12,406.85,,,,,,,390.60,396.10,397.33,400.62,392.06,387.49,386.97,400.78,395.37,390.09,,,,,,415.03,417.00,425.17,425.88,409.44,412.94,398.94,394.95,391.93,L7
2004-09-23 22:04:50+00:00,,,,,,,,,,,,,,,,,,,,403.05,403.25,406.23,415.21,414.43,402.56,397.12,377.08,382.61,386.98,390.53,389.25,384.54,392.39,386.50,383.27,394.07,392.31,,,,,,,,,406.44,419.14,418.98,402.94,,,,,L5
2004-09-24 22:03:12+00:00,,,,,,,,338.41,329.68,324.92,323.29,326.24,330.62,335.07,338.05,341.44,354.49,374.54,,,,,,,390.90,393.49,385.70,381.09,380.45,377.56,373.17,371.19,376.02,368.42,,,,,,380.13,394.09,398.33,397.72,388.46,392.68,399.64,414.77,410.88,402.63,,,,,L7
2004-10-01 22:09:21+00:00,359.09,351.14,346.71,337.66,324.13,318.13,314.04,315.79,310.90,308.28,311.30,329.14,,,,,360.25,372.78,382.07,385.71,391.36,402.38,404.34,392.02,391.92,387.51,383.17,379.12,373.89,,,,,366.27,368.17,367.44,356.58,358.32,364.64,370.03,371.61,382.02,398.61,396.69,,,,,396.55,377.95,382.52,377.10,375.31,L7
2004-10-17 22:09:26+00:00,373.15,361.55,346.81,348.66,344.24,336.46,332.22,321.68,,,,,332.74,339.72,348.35,361.08,375.39,386.84,390.34,397.55,407.47,416.60,415.71,407.74,399.38,,,,,381.59,386.88,383.57,387.49,381.07,376.11,375.49,370.47,374.76,377.18,379.70,379.21,,,,408.78,,,,,,,,,L7
2004-11-19 21:59:42+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,415.23,409.31,,,,415.89,,,,,,,,,,,,,,,,,,,,,,L5
2005-01-13 22:06:52+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,393.65,390.76,393.16,400.40,390.94,376.01,387.75,396.06,399.20,410.38,405.42,412.98,423.79,416.11,395.81,395.72,388.81,390.52,L5
2005-02-14 22:07:21+00:00,353.13,354.44,347.21,343.73,347.92,347.44,339.44,340.70,340.91,333.71,321.70,324.74,340.98,346.14,351.35,355.09,358.62,384.11,389.52,397.17,406.65,414.29,419.69,408.70,402.65,403.82,390.16,382.12,395.91,394.62,397.90,400.85,404.61,403.36,400.39,396.69,387.68,386.46,387.03,394.60,398.87,389.33,391.78,392.24,395.86,398.06,407.29,406.58,403.48,407.72,397.70,395.18,395.76,L5
2005-03-03 22:04:17+00:00,360.44,356.19,348.44,346.60,342.02,339.44,,,,,,323.29,335.10,336.62,344.49,350.24,360.15,370.88,380.16,384.00,395.09,406.08,408.38,,,,,,384.33,387.66,389.33,385.05,388.62,387.57,382.42,375.01,379.38,372.34,,,,,,,383.52,394.90,407.49,411.57,390.76,388.94,383.46,377.72,382.66,L7
2005-04-04 22:04:14+00:00,342.92,343.69,348.38,344.15,329.48,327.41,328.68,,,,,,,,332.71,339.06,345.15,361.14,373.69,383.04,398.78,404.65,406.33,402.79,394.68,,,,,,384.79,385.18,389.01,380.29,379.91,380.53,388.52,382.91,385.92,384.04,,,,,,393.82,398.35,399.92,386.07,382.51,383.13,380.28,383.87,L7
2005-04-20 22:04:08+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,383.35,L7
2005-04-27 22:10:21+00:00,350.74,,,,,315.78,306.59,311.18,311.27,310.47,312.14,317.88,323.29,326.19,326.34,329.55,340.20,348.24,357.61,,,,,395.74,397.03,391.42,386.42,384.43,379.72,383.64,383.41,380.88,382.94,374.02,370.93,,,,370.66,372.99,366.59,380.57,387.76,392.80,395.74,390.76,392.80,395.18,389.08,383.35,,,,L7
2005-06-14 22:10:13+00:00,388.32,358.39,362.57,364.35,363.33,361.75,345.75,354.98,,,,,340.62,350.47,,,,375.28,389.69,397.02,411.75,423.91,424.42,420.07,430.41,,,,,399.96,,411.54,401.54,395.02,392.53,385.98,382.91,381.76,371.18,371.26,410.71,,,,424.18,424.72,444.57,434.78,415.54,416.90,404.40,406.40,395.92,L7
2005-06-22 22:08:22+00:00,376.51,368.40,351.64,351.25,354.43,346.38,342.14,327.77,315.65,320.87,318.45,328.31,327.04,330.98,338.42,341.37,353.86,370.37,370.22,390.22,417.55,427.06,426.02,425.72,428.69,423.05,421.09,422.88,415.30,403.65,402.79,402.94,403.55,395.62,397.26,392.24,388.43,393.41,391.16,390.39,379.67,399.28,411.94,415.95,413.34,414.38,410.79,409.17,406.26,391.97,390.36,386.87,390.19,L5
2005-06-23 22:04:01+00:00,376.19,362.68,352.73,350.17,346.88,341.73,335.51,321.80,,,,,,,,344.42,351.97,363.52,367.98,385.78,411.08,418.33,418.93,416.65,413.17,,,,,,,404.83,406.69,398.89,394.14,387.06,380.11,378.26,388.39,385.29,374.20,,,,,,413.85,418.68,406.75,388.89,387.03,384.03,383.51,L7
2005-06-30 22:10:11+00:00,,,,,,,,,,,,,,,,,,385.65,,,,,394.77,399.65,390.57,388.05,382.26,378.23,377.62,383.65,384.34,379.23,384.04,376.89,369.12,,,,,,,390.59,384.64,397.06,391.63,407.54,422.73,426.40,395.17,,,,,L7
2005-07-08 22:08:27+00:00,365.84,367.15,364.57,370.75,368.58,341.13,337.00,330.29,323.58,325.07,324.25,336.27,337.30,338.68,350.80,357.20,367.95,373.44,369.78,377.66,401.50,414.63,422.65,409.67,410.13,412.33,412.01,412.83,404.70,405.10,405.31,402.86,408.65,392.08,380.11,375.63,371.28,376.05,384.74,380.70,365.97,390.53,399.68,408.27,413.44,408.00,412.67,414.12,406.80,386.00,384.35,375.10,362.15,L5
2005-07-09 22:04:02+00:00,370.46,369.61,364.60,366.49,355.33,,,,,,,,330.98,337.01,339.65,349.81,355.86,366.82,381.11,391.50,408.62,414.91,418.00,,,,,,,397.49,399.75,398.36,400.70,387.70,390.04,387.61,381.48,389.37,,,,,,,412.42,416.43,418.95,418.78,406.66,398.83,396.29,390.59,385.75,L7
2005-07-16 22:10:12+00:00,,,,341.64,340.52,340.27,337.68,335.63,329.16,326.17,324.46,318.85,318.73,324.77,335.02,341.63,346.81,,,,,386.86,390.71,389.48,383.27,382.84,375.04,373.14,371.31,370.53,367.06,371.31,375.84,365.89,,,,349.60,355.28,360.20,383.43,381.05,377.73,380.85,384.53,396.18,411.42,410.40,388.73,,,,361.05,L7
2005-08-09 22:08:46+00:00,341.36,347.39,352.43,354.01,342.98,338.15,331.50,329.79,333.47,334.60,332.93,340.31,344.08,341.11,338.53,339.61,351.52,361.40,365.15,379.06,388.67,408.73,409.07,405.62,400.53,400.28,398.55,403.69,402.43,392.53,385.10,394.33,394.74,388.89,386.36,380.15,373.41,377.09,389.11,387.18,389.14,398.08,407.49,415.74,416.20,399.83,409.84,407.19,396.39,384.77,378.67,368.18,379.98,L5
2005-08-17 22:10:06+00:00,331.24,324.62,329.21,330.16,327.53,319.72,314.98,314.49,315.16,310.12,311.37,314.64,321.21,325.48,,,,351.45,350.90,369.67,388.67,398.00,404.56,394.29,388.81,390.34,384.60,384.41,384.76,380.06,,,,,384.15,377.34,378.52,373.19,372.61,369.08,376.56,386.30,390.36,396.35,397.54,,,,,386.36,375.77,379.87,369.46,L7
2005-08-26 22:03:51+00:00,326.24,328.79,335.17,325.42,326.73,,,,,,,318.77,322.20,327.81,328.92,338.74,348.19,362.77,372.18,377.77,378.30,396.76,,,,,,,375.19,373.98,374.59,377.58,381.12,374.86,374.73,372.85,371.90,365.91,,,,,,385.83,385.80,390.73,402.90,398.60,391.28,387.32,377.17,369.12,,L7
2005-09-10 22:08:55+00:00,,,,,,,,,,,,,,,,,358.31,373.12,376.88,390.25,404.21,408.34,417.48,411.43,404.74,406.66,399.85,398.14,388.84,391.47,394.66,399.88,394.82,388.97,387.81,387.11,390.60,385.61,384.23,391.45,405.88,404.80,402.24,400.40,405.39,410.15,420.27,419.40,404.98,404.38,394.13,390.74,389.45,L5
2005-10-13 22:03:42+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363.32,366.14,370.40,370.47,363.98,362.27,373.93,363.97,362.96,379.59,,,,,,382.52,397.93,394.51,381.05,378.53,368.73,369.08,361.21,L7
2005-11-06 22:02:46+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,409.88,403.78,395.21,389.31,384.23,394.55,L5
2005-11-13 22:09:08+00:00,358.45,359.05,343.85,340.47,339.17,335.77,325.54,334.59,332.26,329.66,324.05,327.44,335.26,340.15,348.13,354.56,346.18,351.85,367.87,380.41,397.33,401.32,401.52,398.84,401.05,398.40,397.33,395.94,394.87,392.26,393.05,389.28,377.65,369.77,364.65,367.90,364.28,369.13,366.45,377.28,391.70,396.12,395.77,396.96,397.99,401.37,411.82,404.40,394.34,388.02,383.61,375.06,377.51,L5
2006-01-01 22:04:22+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,385.80,383.51,373.67,375.85,383.74,377.27,367.77,381.37,391.87,,,,,,,,,,,L7
2006-03-22 22:04:42+00:00,,,,317.86,319.69,322.83,319.59,320.86,315.29,318.45,318.66,316.86,314.85,316.46,,,,,,,,383.02,391.71,389.73,383.69,384.98,385.10,379.47,372.39,370.77,373.00,,,,,,,362.34,361.16,370.55,384.65,390.07,387.15,395.01,392.87,399.54,,,,,,,382.62,L7
2006-03-29 22:10:52+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,387.70,379.00,381.24,372.04,L7
2006-04-22 22:12:36+00:00,370.51,364.41,358.28,341.22,338.35,342.44,345.98,339.78,335.67,333.66,329.21,329.79,334.56,339.54,351.34,356.58,362.24,374.85,388.57,385.79,386.25,395.39,402.25,400.35,394.70,394.33,391.82,385.38,394.13,397.30,400.29,405.43,410.02,406.43,397.30,399.17,381.60,374.06,372.03,385.02,396.84,395.57,393.38,405.23,411.39,422.49,437.43,435.00,419.72,415.03,390.31,383.61,388.78,L5
2006-04-30 22:10:50+00:00,,,,326.18,320.00,306.44,302.89,303.74,301.28,303.53,298.39,306.54,305.63,308.06,311.15,313.59,326.14,,,,,364.96,370.35,362.70,,,,,,,,,,,,,,,,,,,,,,,388.89,394.18,,,,,370.19,L7
2006-06-01 22:10:50+00:00,,,,334.41,338.45,335.69,327.79,322.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L7
