dates,nzd0400-0000,nzd0400-0001,nzd0400-0002,nzd0400-0003,nzd0400-0004,nzd0400-0005,nzd0400-0006,nzd0400-0007,nzd0400-0008,nzd0400-0009,nzd0400-0010,nzd0400-0011,nzd0400-0012,nzd0400-0013,nzd0400-0014,nzd0400-0015,nzd0400-0016,nzd0400-0017,nzd0400-0018,nzd0400-0019,nzd0400-0020,nzd0400-0021,nzd0400-0022,nzd0400-0023,nzd0400-0024,nzd0400-0025,nzd0400-0026,nzd0400-0027,nzd0400-0028,nzd0400-0029,nzd0400-0030,nzd0400-0031,nzd0400-0032,nzd0400-0033,nzd0400-0034,nzd0400-0035,nzd0400-0036,nzd0400-0037,nzd0400-0038,nzd0400-0039,nzd0400-0040,nzd0400-0041,nzd0400-0042,nzd0400-0043,nzd0400-0044,nzd0400-0045,nzd0400-0046,nzd0400-0047,nzd0400-0048,nzd0400-0049,nzd0400-0050,nzd0400-0051,nzd0400-0052,nzd0400-0053,nzd0400-0054,nzd0400-0055,nzd0400-0056,nzd0400-0057,nzd0400-0058,nzd0400-0059,nzd0400-0060,nzd0400-0061,nzd0400-0062,nzd0400-0063,nzd0400-0064,nzd0400-0065,nzd0400-0066,nzd0400-0067,nzd0400-0068,nzd0400-0069,nzd0400-0070,nzd0400-0071,nzd0400-0072,nzd0400-0073,nzd0400-0074,nzd0400-0075,nzd0400-0076,nzd0400-0077,nzd0400-0078,nzd0400-0079,nzd0400-0080,nzd0400-0081,nzd0400-0082,nzd0400-0083,nzd0400-0084,nzd0400-0085,nzd0400-0086,nzd0400-0087,nzd0400-0088,nzd0400-0089,nzd0400-0090,nzd0400-0091,nzd0400-0092,nzd0400-0093,nzd0400-0094,nzd0400-0095,nzd0400-0096,nzd0400-0097,nzd0400-0098,nzd0400-0099,nzd0400-0100,nzd0400-0101,nzd0400-0102,nzd0400-0103,nzd0400-0104,nzd0400-0105,nzd0400-0106,nzd0400-0107,nzd0400-0108,nzd0400-0109,nzd0400-0110,nzd0400-0111,nzd0400-0112,nzd0400-0113,nzd0400-0114,nzd0400-0115,nzd0400-0116,nzd0400-0117,satname
2000-06-25 22:05:31+00:00,84.27,303.30,308.48,328.60,313.08,327.77,290.50,293.70,280.67,279.57,274.51,273.49,275.96,280.87,290.50,298.90,302.97,298.42,300.03,301.41,307.36,309.67,320.68,330.19,339.97,348.05,352.00,359.91,363.95,369.57,377.20,368.08,355.55,346.57,343.57,343.07,339.80,336.35,333.30,329.95,326.86,326.20,327.33,329.83,327.69,325.75,326.52,321.64,313.97,312.76,309.50,307.14,306.64,307.01,305.39,306.46,306.03,286.25,282.50,283.01,285.12,286.96,285.66,289.06,286.71,292.01,298.70,308.02,313.15,313.59,321.35,328.79,338.80,341.73,345.92,350.84,354.10,357.27,358.57,357.36,358.46,362.65,362.81,358.81,363.38,362.92,368.27,369.24,369.65,364.98,366.31,370.74,373.30,377.87,381.90,386.16,388.82,386.86,385.35,387.32,385.52,381.07,382.24,380.21,381.24,382.29,383.10,382.18,383.54,376.40,371.12,368.51,364.06,368.05,368.19,370.10,359.46,352.41,L7
2000-07-11 22:05:17+00:00,84.27,303.30,308.48,328.60,313.08,337.10,290.50,293.70,280.67,279.57,274.51,273.49,275.96,280.87,290.50,298.90,302.97,298.42,300.03,301.41,307.36,309.67,320.68,330.19,339.97,348.05,352.00,359.91,363.95,369.57,377.20,368.08,355.55,346.57,343.57,343.07,339.80,336.35,333.30,329.95,326.86,326.20,327.33,329.83,327.69,325.75,326.52,321.64,320.29,312.76,309.50,307.14,306.64,312.10,311.70,306.46,306.03,286.25,282.50,283.01,285.12,286.96,285.66,289.06,286.71,292.01,298.70,308.02,313.15,313.59,321.35,328.79,338.80,341.73,345.92,350.84,354.10,357.27,358.57,357.36,358.46,362.65,362.81,358.81,363.38,362.92,368.27,369.24,369.65,364.98,366.31,370.74,373.30,377.87,381.90,386.16,388.82,386.86,385.35,387.32,385.52,381.07,382.24,380.21,381.24,382.29,383.10,382.18,383.54,376.40,371.12,368.51,364.06,368.05,368.19,370.10,359.46,352.41,L7
2000-08-03 22:11:07+00:00,84.27,292.86,298.69,325.60,311.71,344.75,289.77,296.52,283.83,283.34,278.45,278.39,280.95,285.11,293.59,300.25,304.79,299.21,298.52,299.61,304.01,304.97,315.06,324.41,336.19,345.05,348.47,355.92,363.47,369.42,377.18,367.83,353.99,346.60,344.57,343.99,341.90,338.16,334.61,329.86,327.21,325.93,326.25,328.79,328.08,326.76,327.65,324.10,322.85,315.01,310.50,307.39,306.09,311.90,310.54,306.89,308.30,288.40,284.03,284.00,285.91,289.15,287.86,292.25,286.09,291.19,298.94,308.27,315.62,315.39,320.98,328.03,340.98,346.40,348.96,350.65,354.93,358.54,360.14,358.88,360.35,364.86,363.41,359.49,365.24,365.43,369.85,370.28,371.62,365.97,366.28,370.03,373.56,379.30,383.82,387.05,387.61,386.07,384.81,386.88,386.15,382.44,383.50,381.95,382.63,382.74,384.68,382.19,384.36,379.34,372.39,368.57,364.04,366.49,367.28,370.98,361.35,352.79,L7
2000-08-19 22:11:01+00:00,84.27,285.09,298.69,325.60,311.71,344.75,290.83,296.74,281.91,287.08,281.84,282.42,286.88,290.64,298.71,303.84,304.94,298.36,296.61,295.78,299.88,300.40,310.35,321.03,335.01,344.27,347.61,354.54,362.78,369.15,376.52,365.97,351.34,345.50,344.38,344.01,343.02,341.60,337.14,329.92,327.35,327.12,326.14,328.43,328.57,327.89,328.39,326.13,324.38,315.26,311.24,308.17,306.70,312.76,309.77,305.91,308.17,287.89,283.20,283.49,285.85,288.65,287.70,292.25,290.81,293.91,298.31,308.80,316.46,316.04,323.62,331.57,344.32,351.85,353.00,353.52,355.56,358.43,360.75,360.48,363.03,366.83,365.11,361.15,363.90,362.89,368.21,369.53,369.98,363.93,364.92,368.49,372.96,379.66,383.73,386.59,386.77,385.61,383.99,385.42,383.41,383.19,384.43,382.56,382.57,383.07,382.65,380.50,383.98,379.31,372.21,368.39,364.04,366.49,367.28,370.98,361.35,352.79,L7
2000-09-13 22:04:25+00:00,84.27,285.09,294.15,323.17,318.59,343.72,306.03,303.80,293.97,291.96,284.58,283.44,287.32,292.38,299.20,304.31,305.69,298.05,294.35,293.19,295.93,297.57,307.50,318.22,330.57,340.33,344.48,350.34,357.69,364.10,371.44,362.48,347.02,342.27,341.77,341.80,340.99,339.58,335.62,327.56,323.91,322.98,323.10,326.24,326.17,324.97,325.24,321.70,321.28,313.13,308.21,305.58,304.05,309.85,307.70,304.64,306.17,285.80,280.11,281.00,283.12,285.20,285.21,292.25,284.36,288.83,294.69,304.36,312.31,312.74,320.10,326.84,339.17,351.85,353.00,351.41,353.69,356.60,358.70,357.92,359.79,364.30,362.69,359.12,362.55,362.15,367.37,368.49,367.12,362.97,363.73,366.77,371.14,376.75,381.12,384.19,384.29,382.03,380.33,381.48,379.50,380.21,381.79,380.49,380.35,381.72,380.66,378.43,382.13,377.27,370.99,367.82,362.84,364.88,365.75,368.34,357.05,347.50,L7
2000-09-20 22:10:27+00:00,79.95,267.07,288.42,320.53,323.49,351.33,323.52,313.00,305.76,303.55,295.25,292.77,293.95,300.58,308.51,310.82,310.33,302.64,296.06,291.52,294.00,295.56,304.94,316.24,326.69,335.13,340.52,346.60,354.84,361.59,368.94,359.20,343.36,339.49,339.36,340.49,341.57,339.71,335.24,326.26,322.18,321.48,321.31,323.84,323.40,322.67,322.39,318.51,318.99,310.04,305.78,303.60,303.72,308.27,305.31,302.93,304.83,285.45,280.16,280.86,281.95,283.02,284.38,291.94,283.30,286.66,293.23,300.42,310.22,310.00,316.87,324.02,336.02,348.43,350.84,350.07,352.40,355.43,357.97,357.37,359.74,364.10,362.31,359.05,363.69,361.02,367.02,367.94,366.23,362.47,364.01,366.67,369.74,374.91,378.71,381.59,383.54,382.17,380.17,380.35,379.52,381.42,383.06,382.15,381.17,382.25,380.40,378.58,383.97,378.51,370.86,367.85,361.89,363.90,363.67,365.87,355.75,343.35,L7
2000-11-07 22:10:17+00:00,79.95,257.26,285.48,324.02,338.87,359.69,342.29,325.70,320.68,314.76,304.88,301.95,300.14,302.06,307.72,310.30,311.08,304.54,298.67,293.25,294.60,295.46,301.99,312.19,321.56,328.57,334.65,342.51,351.45,358.72,365.47,355.96,340.00,336.43,335.80,337.76,340.31,339.16,336.35,326.93,322.52,320.98,319.70,321.16,319.37,319.38,319.19,313.91,314.49,304.56,300.87,300.58,303.20,308.54,306.21,302.36,304.39,286.31,280.57,280.87,281.44,282.55,283.85,291.28,284.25,286.39,289.20,297.25,306.94,309.57,315.96,322.78,333.87,346.14,346.74,347.22,350.32,352.87,355.36,354.64,357.59,361.59,358.36,355.60,359.51,358.86,365.04,367.65,365.19,361.58,362.91,364.61,367.72,373.30,376.76,378.78,380.16,378.92,377.67,377.76,377.26,380.26,382.71,382.33,380.87,381.06,377.70,376.30,383.57,378.45,369.57,365.54,358.21,358.49,360.40,360.96,349.71,336.74,L7
2000-12-02 22:04:09+00:00,70.50,248.42,280.23,320.59,352.89,361.55,344.35,336.09,332.19,322.74,312.18,308.22,306.65,308.75,312.44,312.41,310.66,304.06,299.90,295.15,295.44,294.60,300.15,308.93,317.69,324.11,330.59,340.04,347.86,353.50,359.92,345.38,329.80,331.63,332.42,334.47,338.66,339.40,335.51,325.07,319.49,318.49,316.64,318.28,316.43,316.60,316.23,310.60,314.03,303.53,298.14,296.02,298.49,304.22,301.14,298.73,301.86,286.61,280.86,280.76,281.70,283.10,285.64,292.73,284.36,287.88,291.54,297.76,307.50,311.48,317.53,324.10,334.06,344.03,344.87,349.17,352.30,353.57,356.23,357.31,360.56,362.44,358.52,356.54,359.92,360.09,364.69,367.43,365.02,363.37,364.91,365.47,370.55,374.83,376.44,377.95,377.93,375.99,373.85,373.28,372.49,377.78,380.26,380.30,377.51,378.97,375.10,375.20,382.70,377.42,368.70,363.71,356.90,357.55,358.46,356.32,342.94,331.07,L7
2001-01-10 22:10:27+00:00,71.33,294.69,308.83,331.45,355.68,352.93,346.53,339.06,334.68,328.70,321.93,316.64,312.70,311.93,312.85,313.70,314.32,307.11,302.71,300.27,297.04,297.60,301.99,309.79,315.31,321.41,329.81,337.79,347.10,352.91,361.00,340.15,323.92,325.92,327.91,331.59,338.76,339.86,335.85,324.51,317.85,315.94,314.94,315.61,313.18,313.66,313.34,308.25,304.34,300.86,295.51,292.02,293.70,293.07,291.89,296.47,299.15,283.53,280.59,280.88,282.07,284.65,285.67,292.12,284.45,285.40,291.93,301.74,312.92,316.42,318.80,322.63,330.15,339.65,340.99,346.65,348.72,351.86,355.06,356.61,358.39,360.06,356.77,354.64,355.92,356.56,360.87,363.16,360.45,359.92,360.95,361.82,367.57,373.03,373.80,375.90,375.47,373.68,371.67,370.43,369.97,374.05,376.22,375.81,373.22,374.80,370.49,372.00,380.48,376.26,366.76,362.46,355.98,356.94,358.58,353.29,339.87,328.25,L7
2001-03-08 22:04:08+00:00,71.33,318.33,327.73,347.35,360.20,354.30,347.55,341.45,336.71,330.89,324.96,318.94,313.32,310.23,311.52,312.56,314.60,308.46,305.08,302.30,299.00,299.22,302.62,309.62,314.58,320.05,330.36,339.88,346.60,352.93,361.81,333.72,320.77,322.58,324.80,327.92,332.50,332.03,330.27,321.19,313.47,311.44,310.78,311.77,309.34,308.52,308.78,303.52,299.93,297.44,290.46,287.58,288.38,288.64,290.36,294.26,295.64,280.20,278.71,278.97,280.09,283.11,284.99,290.70,284.36,286.17,291.90,304.36,313.10,318.64,322.65,326.09,328.19,333.28,332.58,344.65,349.20,353.19,355.72,356.62,357.05,357.63,355.42,353.76,354.64,356.39,359.35,361.15,357.79,359.89,360.73,362.50,367.04,370.34,370.56,373.37,374.17,372.39,370.45,369.10,368.46,372.38,374.82,374.57,372.92,374.86,370.37,372.05,379.43,374.27,365.42,360.79,355.53,358.18,360.41,355.97,342.31,331.62,L7
2001-03-15 22:10:15+00:00,71.33,318.33,344.98,358.65,378.37,359.90,353.10,344.39,338.00,336.98,334.74,328.81,320.14,312.93,312.38,313.68,316.26,312.51,311.93,310.54,308.75,307.76,309.10,314.36,319.11,322.12,331.29,344.24,353.40,359.47,368.66,341.03,328.13,323.91,324.65,326.83,330.33,329.16,327.26,317.33,311.08,310.49,308.35,310.61,309.22,308.82,310.76,307.75,302.82,299.34,294.48,289.57,290.15,291.07,290.54,295.12,290.84,281.59,281.52,276.30,282.90,285.95,288.18,290.94,291.28,292.69,296.74,308.93,317.31,323.46,326.76,331.09,333.46,336.06,336.09,348.89,354.06,358.31,361.25,363.14,364.86,363.48,360.23,359.16,359.41,358.93,360.22,361.39,359.47,360.29,362.10,364.35,369.38,373.46,373.80,375.16,376.48,376.74,375.21,374.19,373.56,375.58,378.25,377.75,376.29,377.02,373.16,375.28,381.62,376.85,367.13,360.95,356.65,360.23,362.43,357.54,344.51,335.06,L7
2001-03-31 22:10:07+00:00,,367.79,374.72,401.60,394.53,371.62,361.72,352.06,343.28,337.64,336.79,334.23,327.83,317.82,313.81,312.81,314.10,311.99,314.08,316.63,316.46,317.13,316.93,319.94,324.22,326.59,335.13,346.92,357.23,364.47,374.52,348.82,336.30,330.20,325.34,325.46,327.81,327.68,326.89,315.58,310.19,312.35,309.13,312.24,311.42,310.90,313.14,310.92,308.01,305.51,301.18,294.44,291.66,294.51,295.31,299.96,295.68,286.06,286.28,278.86,287.38,290.34,291.83,293.91,294.88,297.88,304.36,316.74,324.28,330.45,335.94,340.10,341.90,344.28,345.69,353.50,360.87,366.01,369.99,371.53,372.92,371.06,367.65,365.97,364.10,365.55,365.54,366.29,363.87,364.02,363.98,366.45,374.60,379.34,378.50,378.44,380.10,380.39,378.81,377.95,376.15,378.05,380.87,380.75,380.50,381.31,378.73,379.56,386.06,379.83,371.25,364.59,360.46,363.81,365.98,361.46,347.51,340.03,L7
2001-05-11 22:03:45+00:00,,367.79,374.72,401.60,403.23,376.20,364.32,353.12,343.94,338.75,339.97,337.10,331.45,322.77,318.24,314.53,314.47,312.17,315.31,319.10,319.48,321.06,320.94,323.38,328.48,331.36,336.69,347.23,359.86,369.04,378.56,356.30,342.76,335.37,328.69,327.42,327.69,325.08,322.40,310.60,305.28,309.73,307.65,311.44,312.31,311.54,314.40,312.18,310.85,308.26,304.25,296.24,292.28,295.38,295.88,301.08,296.94,288.27,287.50,279.04,287.92,290.01,291.91,293.94,294.00,297.49,307.34,318.36,324.97,332.06,338.25,342.46,343.86,346.34,349.90,356.25,363.02,369.52,373.27,374.53,376.51,375.53,372.91,370.86,368.51,368.61,368.90,370.61,367.78,366.99,365.62,367.22,374.11,379.90,379.42,380.07,383.67,384.05,382.47,381.10,378.43,378.95,381.20,380.50,380.59,382.03,380.13,380.81,387.62,381.62,374.98,368.04,364.21,368.73,368.86,364.38,351.28,343.83,L7
2001-05-27 22:03:36+00:00,,367.79,374.72,401.60,403.23,376.20,364.32,353.12,343.94,338.75,339.97,337.10,331.45,322.77,318.24,314.53,314.47,312.17,315.31,319.10,319.48,321.06,320.94,323.38,328.48,331.36,337.81,348.15,361.20,370.32,378.95,363.36,349.23,335.37,328.69,327.15,326.05,322.16,320.73,310.75,305.34,308.74,306.73,310.69,312.67,312.08,314.37,312.18,310.85,308.26,304.25,296.24,292.28,295.38,295.88,301.08,296.94,288.27,287.50,279.04,287.92,290.01,291.91,293.94,294.00,297.49,307.34,318.36,324.97,332.06,338.25,341.69,343.96,346.31,349.90,357.62,364.34,370.81,374.96,376.36,378.71,378.19,375.95,373.83,372.07,371.84,371.60,372.00,369.06,368.38,369.81,371.10,372.14,380.65,380.49,381.69,387.24,387.89,387.47,386.02,378.81,377.38,380.45,380.11,379.71,381.91,380.49,381.09,388.48,383.34,376.31,368.04,364.21,368.73,368.86,364.38,351.28,343.83,L7
