dates,satname,nzd0353-0000,nzd0353-0001,nzd0353-0002,nzd0353-0003,nzd0353-0004,nzd0353-0005,nzd0353-0006,nzd0353-0007,nzd0353-0008,nzd0353-0009,nzd0353-0010,nzd0353-0011,nzd0353-0012,nzd0353-0013,nzd0353-0014,nzd0353-0015,nzd0353-0016,nzd0353-0017,nzd0353-0018,nzd0353-0019,nzd0353-0020,nzd0353-0021,nzd0353-0022,nzd0353-0023,nzd0353-0024,nzd0353-0025,nzd0353-0026,nzd0353-0027,nzd0353-0028,nzd0353-0029,nzd0353-0030,nzd0353-0031,nzd0353-0032,nzd0353-0033,nzd0353-0034,nzd0353-0035,nzd0353-0036,nzd0353-0037,nzd0353-0038,nzd0353-0039,nzd0353-0040,nzd0353-0041,nzd0353-0042,nzd0353-0043,nzd0353-0044,nzd0353-0045,nzd0353-0046,nzd0353-0047,nzd0353-0048,nzd0353-0049,nzd0353-0050,nzd0353-0051,nzd0353-0052,nzd0353-0053,nzd0353-0054,nzd0353-0055,nzd0353-0056,nzd0353-0057,nzd0353-0058,nzd0353-0059,nzd0353-0060,nzd0353-0061,nzd0353-0062,nzd0353-0063,nzd0353-0064,nzd0353-0065,nzd0353-0066,nzd0353-0067,nzd0353-0068,nzd0353-0069,nzd0353-0070,nzd0353-0071,nzd0353-0072,nzd0353-0073,nzd0353-0074,nzd0353-0075,nzd0353-0076,nzd0353-0077,nzd0353-0078,nzd0353-0079,nzd0353-0080,nzd0353-0081,nzd0353-0082,nzd0353-0083,nzd0353-0084,nzd0353-0085,nzd0353-0086,nzd0353-0087,nzd0353-0088,nzd0353-0089,nzd0353-0090,nzd0353-0091,nzd0353-0092,nzd0353-0093,nzd0353-0094,nzd0353-0095,nzd0353-0096,nzd0353-0097,nzd0353-0098,nzd0353-0099,nzd0353-0100,nzd0353-0101,nzd0353-0102,nzd0353-0103,nzd0353-0104,nzd0353-0105,nzd0353-0106,nzd0353-0107,nzd0353-0108,nzd0353-0109,nzd0353-0110,nzd0353-0111,nzd0353-0112,nzd0353-0113,nzd0353-0114,nzd0353-0115,nzd0353-0116,nzd0353-0117,nzd0353-0118,nzd0353-0119,nzd0353-0120,nzd0353-0121,nzd0353-0122,nzd0353-0123,nzd0353-0124,nzd0353-0125,nzd0353-0126,nzd0353-0127,nzd0353-0128,nzd0353-0129,nzd0353-0130,nzd0353-0131,nzd0353-0132,nzd0353-0133,nzd0353-0134,nzd0353-0135,nzd0353-0136,nzd0353-0137,nzd0353-0138,nzd0353-0139,nzd0353-0140,nzd0353-0141,nzd0353-0142,nzd0353-0143,nzd0353-0144,nzd0353-0145,nzd0353-0146,nzd0353-0147,nzd0353-0148,nzd0353-0149,nzd0353-0150,nzd0353-0151,nzd0353-0152,nzd0353-0153,nzd0353-0154,nzd0353-0155,nzd0353-0156,nzd0353-0157,nzd0353-0158,nzd0353-0159,nzd0353-0160,nzd0353-0161,nzd0353-0162
2000-05-01 21:59:30+00:00,L7,343.64,342.19,341.47,337.70,337.72,332.97,331.87,322.85,320.07,324.46,332.73,335.75,334.79,336.72,345.56,344.89,350.29,353.46,353.55,353.24,354.54,352.16,353.47,350.67,352.51,350.44,348.12,342.30,345.31,346.76,340.57,337.15,339.06,346.91,338.01,342.15,344.67,341.56,340.12,,331.42,330.09,334.59,336.41,337.55,331.81,329.89,328.10,323.56,283.21,326.97,319.36,318.03,318.26,316.77,314.04,312.42,309.59,317.90,316.74,320.59,323.10,317.48,319.73,320.41,319.58,313.66,308.93,315.81,309.94,311.80,309.59,314.73,314.09,312.70,321.38,319.87,318.56,305.61,308.43,305.50,306.75,299.50,292.56,285.69,287.03,285.07,283.88,287.50,282.45,281.87,285.07,280.65,282.31,282.94,292.97,292.76,294.63,292.39,295.91,292.08,301.51,294.90,297.21,303.99,304.97,309.03,310.91,315.87,316.94,320.83,328.08,335.32,341.79,344.81,349.62,354.28,358.60,362.58,368.42,375.29,384.85,392.10,391.86,383.20,379.81,374.93,373.13,375.59,366.31,366.13,362.88,360.52,353.18,352.85,354.05,345.06,337.69,334.81,333.81,330.21,325.58,323.34,316.55,307.37,306.64,322.48,320.86,324.52,320.10,324.22,323.77,331.39,337.64,340.28,343.67,351.29,343.08,343.67,350.22,341.69,349.10,364.54
2000-05-17 21:59:19+00:00,L7,337.03,334.53,337.71,324.29,332.92,326.75,329.33,326.70,325.39,321.38,325.78,334.26,337.98,337.91,337.20,341.45,344.36,339.82,346.74,346.40,338.89,348.53,343.87,343.75,340.23,347.12,343.61,336.99,328.94,337.82,338.15,335.08,346.33,335.76,337.17,335.38,332.24,333.50,329.68,,,317.78,326.06,323.72,327.35,320.06,307.89,321.19,286.67,323.79,322.47,320.19,312.72,311.66,309.64,300.90,305.04,310.07,310.85,310.89,306.20,309.43,307.05,305.39,313.98,309.25,311.00,312.16,307.11,308.06,304.92,306.57,308.87,308.12,307.93,315.40,319.80,307.05,304.89,303.49,292.84,289.73,289.19,276.85,283.98,280.40,277.69,270.13,270.16,278.10,280.05,268.85,277.00,268.11,266.33,271.51,283.44,284.90,290.36,287.61,286.33,290.20,289.22,294.14,289.72,290.39,299.51,303.16,309.75,311.32,318.37,322.34,326.50,332.86,342.03,349.78,,,358.51,364.32,375.02,380.64,376.41,374.64,380.04,379.28,,,368.23,359.64,357.58,350.10,355.59,347.45,348.16,343.52,339.09,330.83,326.61,330.30,322.12,317.62,306.86,299.51,303.15,302.74,307.57,309.56,312.62,313.00,305.81,313.84,314.32,326.10,330.73,342.13,333.67,332.48,333.74,334.58,330.79,332.27,350.76
2000-05-26 21:53:00+00:00,L7,,,,,,,,,,,,,,,,,,220.20,211.97,187.42,186.28,196.47,190.93,205.21,331.74,322.11,214.44,304.64,326.27,185.65,325.81,337.21,337.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,302.48,,,311.54,313.59,324.20,328.54,221.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-06-18 21:59:03+00:00,L7,,,,,,288.94,293.75,294.68,288.11,299.98,297.55,295.38,294.68,197.22,197.95,197.44,197.05,210.46,208.17,188.87,192.96,193.08,177.54,201.94,185.59,188.94,210.07,277.61,293.61,180.24,176.02,184.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300.28,301.29,308.99,311.99,315.61,,,,,,,,,,,,,,,,,,302.55,307.10,315.32,296.15,116.43,,,,,,,,,,,,,,,,,72.08,,303.90,306.21,271.86,305.91,301.95,,
2000-07-04 21:58:50+00:00,L7,368.94,371.71,465.46,,,,,,,,,,627.33,,,,362.56,380.62,591.78,296.74,333.66,,,,,,,,,,,317.05,,,,,,498.46,433.88,,,305.99,320.62,343.22,,,335.56,240.66,,,300.64,285.36,280.75,279.84,306.86,280.48,,290.23,,,,,,,294.22,304.15,299.42,289.34,259.19,,284.58,,299.44,,,275.94,302.63,271.58,,,297.90,,,,,244.42,257.19,248.32,,272.37,273.87,267.17,276.56,264.70,,269.95,266.24,270.07,250.58,,,346.65,,,425.29,,291.40,308.40,306.83,329.91,,333.16,331.38,343.15,348.59,381.72,393.72,397.32,385.32,462.59,405.10,390.99,407.11,,,,,,,,,,,,,,,,,,,,,,,,555.64,634.62,639.60,600.19,622.60,312.05,331.30,318.81,432.79,442.48,473.04,393.05,387.04,355.97,344.42,360.67,382.66
2000-07-13 21:52:31+00:00,L7,,,,,,,,,,,,,,,,,,220.02,215.52,191.97,184.81,199.14,348.90,338.10,343.33,346.89,208.98,281.03,339.70,335.84,343.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349.55,344.38,,,,,,,,,,,,,,,,,199.86,357.29,355.85,351.37,337.24,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-07-29 21:52:14+00:00,L7,,,,,,,,,,,,,319.42,329.46,201.15,190.40,210.31,213.76,214.44,190.92,193.87,199.03,207.66,205.35,189.81,195.31,211.64,300.23,313.82,319.70,316.83,323.18,315.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,328.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-08-05 21:58:20+00:00,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,285.94,,,,282.55,295.14,,,,,,,,,,,,,,,,,,,272.43,266.26,276.14,255.91,263.22,257.20,251.10,267.48,253.76,260.80,249.32,250.10,261.14,257.64,259.42,257.87,259.78,264.49,265.38,263.24,269.52,279.35,280.78,277.47,280.59,291.00,297.95,303.61,300.10,312.25,325.90,320.90,323.31,331.73,338.08,,,350.17,354.48,368.41,369.34,368.79,359.97,362.94,363.72,359.33,346.65,336.02,340.52,334.11,333.86,338.25,325.90,326.89,322.17,317.50,315.67,308.32,308.09,294.94,283.85,283.84,279.51,279.59,293.70,291.58,302.00,301.83,295.08,287.64,302.01,310.06,315.80,316.55,320.73,324.62,317.22,318.50,326.65,328.43,344.30
2000-08-14 21:52:08+00:00,L7,324.05,319.85,315.42,310.63,314.35,307.57,318.51,310.85,311.32,308.73,315.91,313.94,321.29,323.43,318.48,326.23,318.94,326.44,310.38,321.67,322.49,317.93,322.92,328.14,320.64,317.02,314.11,308.29,307.70,310.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,281.29,295.64,298.83,305.64,313.35,319.77,327.69,325.18,328.65,336.02,338.98,343.20,346.04,365.51,375.30,370.60,340.57,352.31,356.13,342.95,347.68,336.24,332.62,324.42,327.41,332.98,321.42,320.41,313.32,316.48,308.21,304.33,303.80,289.56,290.36,287.20,291.80,288.66,296.10,295.85,296.00,296.46,286.39,302.42,314.18,312.72,321.49,311.82,319.81,318.73,323.54,324.22,333.49,328.89,345.21
2000-10-24 21:57:29+00:00,L7,,,,,,,,,,,,,,,,,315.09,315.94,312.31,314.57,311.15,308.11,312.15,320.54,317.30,308.55,309.66,299.45,304.93,313.27,313.38,320.08,321.85,320.82,313.32,316.16,317.58,307.93,299.87,296.27,288.28,294.56,302.50,339.20,349.89,,223.17,298.06,276.97,267.55,269.06,645.15,580.88,639.14,587.87,262.18,258.78,258.34,,,,,,,,,,,,,,,,,263.96,271.41,274.64,269.67,265.60,261.65,,,,,,,,,,,,,,,,,,,,,247.09,235.07,257.69,247.77,257.18,258.35,268.90,275.28,276.07,282.20,290.65,284.13,301.23,,,,,,,,,338.76,342.69,361.28,334.41,342.28,336.86,331.47,333.18,327.46,327.23,323.75,322.83,319.56,323.37,317.77,314.09,316.22,314.41,309.27,308.77,301.85,296.12,287.71,276.87,271.70,274.66,272.38,279.74,273.57,274.55,276.61,288.75,294.49,299.82,314.89,313.08,311.16,327.14,326.84,326.33,323.80,329.99
