dates,satname,nzd0320-0000,nzd0320-0001,nzd0320-0002,nzd0320-0003,nzd0320-0004,nzd0320-0005,nzd0320-0006,nzd0320-0007,nzd0320-0008,nzd0320-0009,nzd0320-0010,nzd0320-0011,nzd0320-0012,nzd0320-0013,nzd0320-0014,nzd0320-0015,nzd0320-0016,nzd0320-0017,nzd0320-0018,nzd0320-0019,nzd0320-0020,nzd0320-0021,nzd0320-0022,nzd0320-0023
2004-01-19 22:08:11+00:00,L7,379.04,373.67,377.01,388.32,402.08,,354.16,351.66,338.45,,,,,,,,,319.03,334.49,358.90,353.90,310.64,313.65,332.07
2004-03-23 22:08:28+00:00,L7,387.54,383.07,389.43,403.76,420.10,410.51,383.89,366.48,347.80,344.96,358.25,,,,,,,,360.65,397.88,395.50,,337.32,361.00
2004-04-08 22:08:24+00:00,L7,,,,,,419.83,422.55,415.25,363.49,363.65,357.18,365.85,374.94,372.61,360.75,343.05,,,,,,,,
2004-04-09 21:52:31+00:00,L5,416.40,401.37,396.94,406.70,424.26,434.81,446.37,445.77,396.39,407.13,409.22,408.21,399.31,385.28,372.07,378.02,384.88,370.34,407.41,427.37,421.77,414.37,387.86,399.03
2004-05-03 22:02:11+00:00,L7,,300.77,,,,,321.28,334.53,121.49,123.04,109.74,,344.46,343.04,329.46,309.67,316.88,310.74,324.66,353.50,354.22,295.45,309.99,329.11
2004-05-18 21:59:50+00:00,L5,405.95,395.33,391.69,394.39,398.87,389.88,360.43,373.96,360.83,360.11,353.95,355.85,370.25,373.92,349.66,334.20,333.70,334.21,343.93,383.60,390.92,346.49,344.74,365.27
2004-05-19 22:02:11+00:00,L7,,,,,,,,,364.07,356.31,349.80,349.41,365.07,,,,,,337.31,384.36,383.53,348.42,331.62,356.05
2004-05-26 22:08:21+00:00,L7,,,,425.20,451.64,459.14,464.06,452.79,471.69,466.93,456.83,460.97,446.27,431.13,,,,,,,,,,
2004-06-12 21:54:23+00:00,L5,426.71,,,,,,,,,,,,,,,,352.30,338.55,,403.49,402.26,395.21,371.27,377.60
2004-06-28 21:54:52+00:00,L5,419.81,401.34,396.00,397.19,390.91,356.29,,370.42,363.51,370.41,368.80,366.96,357.55,366.98,352.23,338.44,330.77,336.81,333.42,387.11,386.96,,349.97,363.36
2004-07-14 21:55:18+00:00,L5,393.77,380.70,382.98,384.82,374.83,346.70,,373.25,348.79,341.64,350.03,348.19,355.31,352.19,338.80,344.63,344.93,337.08,321.75,366.68,373.77,366.37,348.18,349.70
2004-07-22 22:01:56+00:00,L7,421.69,411.97,411.28,413.18,420.82,427.64,,440.29,126.71,152.10,154.31,132.91,,379.08,360.58,364.56,379.66,365.86,,422.66,413.37,409.71,374.35,392.46
2004-08-07 22:01:48+00:00,L7,417.17,413.67,414.91,,,,,,,,,399.06,389.71,382.85,354.44,340.06,,,,426.40,417.57,,,
2004-08-15 21:56:01+00:00,L5,390.69,379.92,377.65,385.39,391.29,384.60,336.26,328.36,328.61,331.30,334.12,334.17,339.26,340.54,325.83,314.15,320.55,318.00,325.68,356.59,356.16,,314.75,334.41
2004-08-22 22:02:24+00:00,L5,402.26,391.75,388.29,396.27,402.32,409.19,401.35,400.13,396.80,389.49,388.26,374.23,369.03,361.60,349.74,352.64,352.61,367.98,388.03,407.40,405.05,400.66,377.28,369.99
2004-08-23 22:01:47+00:00,L7,,,,,,,419.02,414.81,407.38,408.74,411.35,397.26,383.95,383.14,360.18,365.20,366.89,385.53,400.12,,,,,
2004-09-08 22:01:41+00:00,L7,412.06,403.43,398.67,,,,402.13,395.05,395.79,404.49,404.66,398.71,397.38,,,,,387.17,398.19,414.10,411.84,406.48,377.80,387.58
2004-09-24 22:01:37+00:00,L7,,,,,,395.96,389.03,379.27,372.53,367.48,366.61,369.43,370.18,364.32,345.21,337.13,342.13,345.40,,,,,,
2004-10-10 22:01:32+00:00,L7,394.69,386.75,,,,,,,328.65,332.43,345.25,352.16,358.77,355.97,337.86,320.18,324.63,331.46,341.15,367.77,371.31,,325.00,
2005-02-14 22:05:45+00:00,L5,415.72,406.13,404.15,412.27,424.35,430.16,426.32,407.47,408.57,421.09,384.69,408.25,410.87,403.30,359.08,356.32,370.40,373.66,405.71,422.99,420.96,408.91,393.86,396.64
2005-02-15 22:02:37+00:00,L7,412.72,407.58,404.34,413.41,422.43,431.16,429.42,418.50,417.48,,,,431.38,421.85,,374.26,392.16,382.77,407.84,420.68,419.63,418.00,392.29,399.75
2005-04-04 22:02:39+00:00,L7,406.65,394.50,390.78,406.64,,,,,,412.93,417.03,404.53,372.57,372.05,360.17,361.80,349.85,347.74,,396.40,392.48,380.57,358.90,362.32
2005-04-11 22:08:47+00:00,L7,404.09,390.15,385.33,393.55,399.14,396.23,398.06,401.81,,84.21,154.82,121.90,,,,,349.39,345.80,367.45,406.66,398.02,369.33,343.94,360.04
2005-04-12 22:00:06+00:00,L5,417.40,406.55,391.21,395.53,400.48,399.72,403.85,406.43,408.20,415.18,423.63,416.33,412.63,399.17,400.87,385.44,363.70,349.38,378.68,411.17,404.72,399.20,372.31,377.90
2005-04-28 22:00:11+00:00,L5,404.32,392.73,387.56,390.40,400.51,393.17,391.45,393.61,399.29,409.89,418.30,423.87,416.44,412.17,416.78,420.87,418.14,402.54,395.10,418.00,411.56,409.06,394.27,393.55
2005-05-05 22:06:25+00:00,L5,392.39,383.22,380.95,372.76,379.12,370.25,355.65,363.29,376.11,380.82,396.23,394.58,379.17,372.50,353.15,352.48,349.39,339.38,332.95,365.83,371.62,346.84,336.02,348.69
2005-05-06 22:02:37+00:00,L7,380.70,377.11,369.96,365.62,389.64,,,,,389.61,392.96,396.74,384.34,377.18,360.79,360.31,346.96,332.00,332.46,362.10,366.18,334.87,326.30,339.77
2005-05-30 22:00:27+00:00,L5,401.14,389.64,385.33,390.15,394.37,386.88,377.78,385.41,384.40,389.36,395.40,403.38,410.82,419.40,413.73,414.01,411.44,396.27,403.24,428.22,416.45,414.00,410.95,414.01
2005-06-07 22:02:31+00:00,L7,386.27,386.56,,,,,,365.46,371.41,377.47,382.79,388.50,376.38,370.13,360.61,356.95,351.64,349.46,341.16,370.91,382.33,,,
2005-06-15 22:00:34+00:00,L5,407.60,391.90,386.84,396.33,414.39,436.13,407.58,405.47,403.51,408.72,415.32,423.63,426.95,428.02,426.55,416.41,415.74,412.12,412.15,435.46,432.69,420.40,423.58,426.59
2005-06-23 22:02:25+00:00,L7,381.07,372.98,362.74,369.66,376.98,369.18,356.95,381.57,382.53,164.23,,,375.76,373.65,362.87,358.84,357.17,351.11,341.30,369.75,377.81,357.18,354.63,358.79
2005-06-30 22:08:35+00:00,L7,403.39,383.03,383.99,393.01,401.03,396.37,,389.74,386.02,399.94,403.63,120.93,77.17,,,,,,,425.27,417.35,405.83,396.83,401.91
2005-07-09 22:02:26+00:00,L7,401.61,382.66,375.70,385.80,393.76,395.59,379.62,373.03,371.78,380.86,386.72,394.30,77.01,,,371.01,373.80,362.89,382.23,408.98,408.18,398.46,373.83,373.17
2005-08-01 22:08:35+00:00,L7,,,,,,,,,,,,,,363.18,,429.93,354.61,341.72,332.82,362.49,371.96,389.79,372.14,386.25
2005-08-17 22:08:30+00:00,L7,,,,,,,,,,373.06,370.56,373.80,369.47,369.33,358.88,349.15,355.13,343.65,349.26,,,,,
2005-09-02 22:08:22+00:00,L7,383.49,373.35,369.85,373.80,,,,,,,,,,364.48,342.37,335.36,334.99,332.65,345.39,368.85,370.39,326.58,329.17,341.46
2005-09-11 22:02:05+00:00,L7,,,,403.11,423.08,438.52,413.43,432.33,408.48,403.31,406.18,411.68,407.95,410.23,405.02,405.64,403.42,,,,,418.26,393.46,404.66
2005-09-19 22:01:08+00:00,L5,371.88,363.05,353.58,354.92,357.35,337.24,309.19,315.80,334.57,329.92,331.97,338.49,345.52,342.18,328.28,314.34,311.20,313.85,322.87,346.95,348.54,308.51,312.31,331.71
2005-10-13 22:02:06+00:00,L7,404.75,386.31,385.70,390.77,409.16,404.47,388.51,387.62,372.72,368.29,366.02,362.69,371.07,369.52,354.34,345.49,,,,406.29,397.91,386.76,353.07,366.40
2005-11-21 22:08:43+00:00,L7,241.38,227.19,,,410.89,,,,,,,,,369.04,359.38,,,,,,,,,
2005-11-22 22:01:34+00:00,L5,402.02,390.86,388.50,397.93,418.72,423.26,413.93,391.92,401.83,398.96,405.16,413.38,403.18,385.67,373.33,380.49,385.18,383.46,397.08,412.93,406.77,405.06,382.11,387.90
2005-12-23 22:08:51+00:00,L7,,,,354.66,,,,547.56,538.04,527.00,529.44,528.85,246.74,,,,,,,,,,,
2006-02-02 22:03:01+00:00,L7,404.30,386.28,388.73,397.22,409.19,410.79,393.78,405.65,370.04,393.12,400.45,404.00,399.77,,,,380.32,386.47,403.75,422.60,411.04,406.80,394.36,404.01
2006-02-18 22:03:05+00:00,L7,407.43,387.77,391.35,,,,,,381.16,382.64,392.75,404.14,410.67,404.25,398.39,386.35,373.29,364.13,396.51,416.99,406.52,409.08,,
2006-02-25 22:09:16+00:00,L7,380.80,379.60,369.79,395.62,,,,,,,,,,360.88,349.21,349.00,353.10,356.74,366.09,385.93,381.62,367.43,349.67,362.57
2006-02-26 22:03:47+00:00,L5,380.62,372.29,,,,,,,,,,,,,,,,,,,,,,
2006-03-13 22:09:17+00:00,L7,,,,,,,,,335.22,336.78,352.04,350.89,362.87,362.53,344.05,341.61,351.38,,,,,,,
2006-06-01 22:09:14+00:00,L7,,,,411.07,413.32,411.59,425.54,416.40,425.41,435.99,441.65,440.51,430.97,417.77,,,,,,,,,,405.01
2006-06-25 22:11:56+00:00,L5,420.38,407.23,393.23,393.34,389.44,376.28,345.29,350.48,343.84,339.13,348.72,356.68,379.43,374.75,350.31,335.62,336.51,340.46,341.62,385.79,390.34,344.10,345.12,352.60
2006-06-26 22:02:56+00:00,L7,410.75,388.49,393.38,394.12,398.58,381.07,,359.33,348.54,350.00,351.48,111.49,,,355.19,334.83,332.23,328.84,333.62,392.15,388.58,354.75,347.93,358.63
2006-07-12 22:02:49+00:00,L7,,382.02,379.75,382.12,387.13,365.28,310.15,335.21,325.28,327.32,189.10,134.62,100.70,,341.06,317.89,322.59,324.19,334.90,371.83,377.84,,,
2006-08-04 22:08:52+00:00,L7,411.43,405.51,397.55,409.96,426.01,432.79,431.75,417.14,418.45,138.68,156.48,119.67,,,,,362.54,360.45,390.47,415.41,410.25,398.44,378.86,394.36
2006-08-13 22:02:41+00:00,L7,405.95,390.86,396.31,,,,,,409.32,402.14,390.53,380.85,379.01,376.41,356.23,340.83,351.59,341.62,,416.21,411.26,408.66,,
2006-08-21 22:06:31+00:00,L5,384.67,375.57,375.86,377.74,386.11,383.69,364.42,332.25,347.91,333.90,337.20,334.26,340.18,342.67,329.01,306.77,313.67,314.33,320.98,361.94,361.92,326.29,317.87,340.79
2006-08-28 22:12:47+00:00,L5,410.30,405.02,396.64,397.97,410.19,411.44,403.82,404.94,395.09,390.43,381.55,380.02,374.99,377.99,364.63,367.41,372.48,370.00,398.96,418.41,406.69,402.12,373.92,387.68
2006-08-29 22:02:38+00:00,L7,413.67,403.86,396.17,400.54,409.62,407.70,401.61,401.37,400.38,401.62,391.49,390.51,,,,,373.88,371.74,404.18,426.77,420.95,415.54,382.16,396.81
2006-09-22 22:06:54+00:00,L5,375.06,369.55,366.01,367.32,373.22,370.73,355.82,357.84,355.92,344.61,334.91,340.77,346.12,332.08,326.17,313.79,321.89,321.52,330.46,356.23,347.07,304.43,317.04,335.17
2006-10-08 22:07:05+00:00,L5,358.76,350.21,347.13,352.76,365.15,368.45,351.17,350.52,352.44,347.37,337.01,347.36,352.87,345.07,325.52,314.08,316.55,322.35,324.81,347.79,342.84,299.12,304.29,323.99
2006-10-16 22:02:31+00:00,L7,386.94,373.49,374.58,368.73,,,,,,371.89,358.28,366.92,368.37,364.98,347.95,343.83,345.61,343.64,,409.96,400.05,382.02,355.96,361.57
2006-10-24 22:07:14+00:00,L5,373.04,362.98,355.55,361.90,374.95,380.24,365.42,359.30,351.56,340.54,345.94,346.35,340.18,338.94,316.74,306.00,322.23,322.24,325.41,357.52,355.29,337.16,328.90,336.81
2006-10-31 22:13:29+00:00,L5,392.57,377.25,373.20,376.51,389.88,401.72,407.67,399.89,402.67,409.71,414.68,410.18,400.41,388.76,,,,,,,,,,
2006-11-01 22:02:46+00:00,L7,393.96,380.93,378.07,383.57,395.03,397.54,391.81,384.92,384.06,375.08,,,,369.67,357.10,357.96,366.72,363.20,393.24,413.90,401.90,399.15,373.29,380.32
2006-12-11 22:08:04+00:00,L5,401.97,390.49,383.98,387.38,400.14,395.44,403.40,410.50,399.17,410.56,411.11,414.52,414.08,403.30,382.11,373.58,405.01,408.95,417.88,427.23,428.95,417.36,396.39,409.05
2007-01-04 22:03:13+00:00,L7,379.20,374.15,364.77,369.24,386.39,388.00,385.69,399.90,,,,,358.72,358.67,338.88,327.16,340.66,342.09,346.17,386.51,375.43,341.17,332.34,342.79
2007-03-25 22:03:32+00:00,L7,397.61,381.76,375.19,376.25,381.96,386.01,386.50,387.61,395.06,396.27,404.01,412.02,400.50,387.60,,,,,411.48,426.69,419.82,411.95,388.55,404.94
2007-05-12 22:03:23+00:00,L7,383.66,377.40,367.08,367.09,373.14,375.64,372.10,,124.66,148.60,,382.39,381.49,379.31,362.38,369.11,374.57,370.57,380.90,413.17,401.81,397.99,376.42,375.59
2007-05-28 22:03:16+00:00,L7,,,,,,,,,,,,110.12,76.34,366.47,355.06,,,,,396.24,399.20,381.78,371.67,
2007-09-08 22:09:02+00:00,L7,387.60,382.83,381.59,384.49,390.97,390.00,355.56,360.07,342.84,343.19,354.65,,,,,,,,349.52,379.74,380.24,364.75,355.40,357.40
2007-09-09 22:06:09+00:00,L5,378.53,369.51,363.18,364.18,371.60,369.60,342.95,341.16,324.15,328.13,337.24,343.47,349.21,350.93,336.53,322.63,322.89,329.87,328.51,364.54,364.09,337.78,335.94,345.25
2007-09-17 22:02:48+00:00,L7,405.71,388.05,387.42,395.88,408.18,409.00,402.06,388.18,396.36,391.42,382.49,384.44,380.55,380.52,,,,356.70,390.16,411.49,403.21,397.35,380.20,390.39
2007-10-02 22:12:06+00:00,L5,401.70,390.99,390.54,399.01,390.13,383.24,391.58,346.90,384.87,364.05,362.02,366.62,370.33,369.60,361.68,358.08,361.37,349.98,,421.80,405.41,403.16,375.86,385.35
2007-11-20 22:03:10+00:00,L7,401.39,382.80,383.38,396.65,408.41,417.78,418.08,404.60,391.20,388.07,378.46,377.87,,,,,361.63,349.21,395.35,411.13,402.17,393.72,377.54,384.91
