dates,satname,nzd0363-0000,nzd0363-0001,nzd0363-0002,nzd0363-0003,nzd0363-0004,nzd0363-0005,nzd0363-0006,nzd0363-0007,nzd0363-0008,nzd0363-0009,nzd0363-0010,nzd0363-0011,nzd0363-0012,nzd0363-0013,nzd0363-0014,nzd0363-0015,nzd0363-0016,nzd0363-0017,nzd0363-0018,nzd0363-0019,nzd0363-0020,nzd0363-0021,nzd0363-0022,nzd0363-0023,nzd0363-0024,nzd0363-0025,nzd0363-0026,nzd0363-0027,nzd0363-0028,nzd0363-0029,nzd0363-0030,nzd0363-0031,nzd0363-0032,nzd0363-0033,nzd0363-0034,nzd0363-0035,nzd0363-0036,nzd0363-0037,nzd0363-0038,nzd0363-0039
2000-05-31 22:11:30+00:00,L7,,371.52,377.09,374.53,366.62,365.99,372.45,369.61,372.19,363.51,356.34,357.01,353.73,352.18,352.37,355.46,347.77,343.01,341.97,340.14,340.75,333.77,334.28,335.06,337.93,340.01,342.59,344.40,344.23,336.36,337.03,348.30,365.42,,430.46,,,,,
2000-08-03 22:10:43+00:00,L7,,,,,,,421.44,416.20,409.63,418.67,423.61,418.63,396.79,387.89,376.26,378.01,386.49,405.24,413.42,398.33,401.51,424.23,393.85,388.72,389.24,413.42,374.03,423.77,,363.43,361.48,373.64,380.92,375.64,367.37,403.91,441.74,373.28,431.57,463.21
2000-08-19 22:10:38+00:00,L7,,,416.41,408.62,405.19,415.45,416.43,409.52,403.35,402.82,404.08,402.26,394.01,379.29,374.36,375.76,378.47,383.74,385.59,380.72,378.92,384.28,385.64,388.13,386.76,377.05,371.42,369.52,373.12,370.33,373.54,366.70,370.71,376.92,378.57,381.41,364.30,340.67,,439.01
2000-09-13 22:04:02+00:00,L7,358.62,366.59,360.96,357.70,347.61,347.46,348.12,346.11,348.61,344.45,344.12,336.79,336.52,333.54,330.47,330.97,326.76,328.32,334.60,331.05,326.42,327.13,322.92,327.54,328.58,328.98,326.17,322.10,325.36,330.93,328.22,324.98,327.26,326.61,328.52,306.33,273.04,254.17,253.20,260.62
2000-09-20 22:10:03+00:00,L7,430.68,432.50,411.74,404.38,398.45,402.64,408.31,401.69,399.55,394.02,392.90,399.38,397.20,389.37,391.92,394.76,387.71,394.70,386.16,370.71,373.06,383.37,379.02,384.20,384.82,378.30,385.46,386.06,383.95,384.17,381.19,376.28,372.87,368.82,378.01,403.07,,284.39,,403.26
2000-11-07 22:09:53+00:00,L7,392.13,401.35,403.34,395.74,386.43,370.73,367.25,369.97,375.06,374.20,378.94,382.78,372.84,373.41,364.38,354.80,351.45,353.43,355.08,356.13,349.08,350.45,349.29,354.64,352.93,352.25,356.24,356.98,364.63,373.08,374.17,366.67,363.23,357.45,350.01,335.88,316.54,294.74,268.35,
2001-01-10 22:10:03+00:00,L7,375.05,380.63,383.93,386.16,378.42,364.99,360.24,352.81,353.97,358.31,359.80,369.09,371.26,361.57,356.65,352.62,352.08,344.47,343.39,340.58,339.16,343.49,342.81,341.90,344.53,347.34,342.74,336.42,335.07,336.71,339.28,345.98,346.02,340.57,332.03,,243.59,233.48,227.22,
2001-02-20 22:03:48+00:00,L7,388.62,394.03,391.26,393.74,390.97,387.10,379.62,374.80,373.26,370.27,375.41,379.76,376.76,380.19,401.44,395.38,409.89,397.08,378.40,368.77,358.22,355.09,354.90,362.29,362.61,357.67,354.84,356.43,354.08,354.08,348.15,348.14,351.87,355.45,345.27,299.75,253.45,231.76,241.74,
2001-03-08 22:03:44+00:00,L7,365.87,375.00,372.15,370.50,362.06,357.30,354.24,348.39,345.65,347.61,351.26,355.78,354.18,349.10,348.14,346.35,343.78,344.89,343.22,342.56,336.93,336.03,331.27,334.81,336.02,336.75,336.27,335.47,336.15,335.21,330.90,333.47,334.24,331.48,327.67,285.70,233.21,215.66,214.72,225.27
2001-03-15 22:09:51+00:00,L7,516.95,,430.83,417.85,424.44,440.73,449.16,437.98,416.89,400.20,400.55,396.57,411.94,406.74,398.31,402.11,404.93,405.44,409.51,412.05,418.72,429.04,425.66,407.46,405.44,417.30,420.96,414.49,404.26,387.57,382.26,391.66,398.35,390.88,415.89,434.84,,,425.11,457.47
2001-03-31 22:09:43+00:00,L7,,443.96,440.75,,434.89,445.69,458.32,460.72,457.82,436.48,418.01,419.77,402.60,414.77,401.95,401.75,404.63,415.19,408.49,410.46,422.14,430.00,437.32,452.43,449.54,432.40,433.76,435.46,444.21,447.00,454.54,,397.78,423.44,462.32,464.05,462.72,467.55,466.90,465.52
2001-04-16 22:09:42+00:00,L7,414.21,418.10,418.47,413.88,408.32,407.59,404.66,400.66,404.15,407.83,404.57,394.52,394.50,397.26,390.60,392.48,397.30,396.50,397.66,398.38,402.98,401.29,405.42,401.24,397.33,401.93,405.77,392.95,394.01,396.44,392.62,388.62,386.86,386.26,376.71,367.42,359.90,356.80,364.32,373.78
2001-05-27 22:03:12+00:00,L7,,,,,,,,432.91,434.49,445.48,448.48,455.06,422.11,386.68,377.93,393.96,384.50,393.50,385.96,391.80,409.36,421.67,422.60,415.26,420.82,436.91,432.13,428.33,441.53,434.21,421.36,419.03,422.59,432.26,433.41,437.36,438.82,448.09,467.86,483.76
2001-06-03 22:09:16+00:00,L7,,,,,181.06,,,,,,366.94,,,,,,,,,,,,,,364.30,369.60,355.67,349.96,350.39,352.02,352.50,352.75,357.30,357.47,353.83,347.45,342.61,341.23,347.89,
2001-06-19 22:09:05+00:00,L7,381.89,380.19,379.00,378.80,383.66,378.66,374.68,368.72,376.60,380.32,372.07,375.55,373.46,373.19,366.96,364.44,369.86,371.22,370.23,372.59,372.42,378.15,381.53,380.06,371.98,378.80,378.70,370.94,365.60,369.53,370.00,371.10,373.63,380.75,385.39,386.89,391.51,,338.31,
2001-07-05 22:08:57+00:00,L7,392.94,393.76,391.86,389.47,,,,371.72,371.43,370.41,370.07,367.82,368.59,367.80,364.22,365.53,363.08,366.09,359.93,368.37,366.59,366.13,361.28,362.33,362.22,363.94,367.37,364.56,360.41,362.58,,,,,,,,,,
2001-07-14 22:02:45+00:00,L7,,,,,417.50,408.01,404.71,404.90,406.72,402.20,399.04,398.74,408.09,409.18,412.57,422.74,416.15,393.63,398.84,403.08,402.31,404.79,408.38,400.02,402.41,417.56,424.82,422.49,419.57,427.07,417.27,416.34,417.22,404.99,407.44,395.10,392.99,405.31,423.88,441.48
2001-08-15 22:02:14+00:00,L7,396.43,399.66,400.57,395.96,388.41,378.73,377.70,372.58,367.82,362.79,363.93,366.21,368.99,367.42,364.73,359.94,360.68,364.39,364.24,367.67,364.83,364.44,362.79,362.72,363.06,366.98,371.47,372.66,369.65,368.00,366.44,361.80,362.92,364.03,360.26,364.62,370.50,377.36,387.71,403.46
2001-08-31 22:02:05+00:00,L7,377.99,382.47,382.00,380.86,380.25,379.43,370.01,366.77,360.06,352.39,350.46,353.86,353.65,352.76,351.39,350.44,348.08,352.28,353.13,351.64,352.54,351.58,349.73,348.77,352.25,355.08,354.81,357.33,355.39,355.30,357.52,350.21,348.49,344.85,349.62,347.25,348.11,355.17,365.08,375.50
2001-09-23 22:08:02+00:00,L7,431.35,433.63,425.38,417.76,420.98,423.49,418.89,415.77,413.95,403.96,397.38,390.10,397.11,391.73,393.08,396.80,393.29,389.93,388.27,386.47,394.00,397.46,395.77,393.44,394.60,397.86,399.05,399.40,399.20,395.55,392.82,396.07,398.10,377.53,371.92,358.17,364.61,369.78,398.82,408.99
2001-10-02 22:01:40+00:00,L7,393.68,396.10,390.44,384.40,379.74,375.92,375.08,371.56,366.80,359.95,356.18,355.52,355.45,354.92,353.91,353.31,354.30,353.61,351.37,351.51,349.14,349.63,348.65,350.12,350.11,355.25,354.13,353.12,353.42,351.41,350.89,352.30,353.97,351.06,347.89,349.27,348.85,347.82,361.40,378.18
2001-11-03 22:01:46+00:00,L7,395.58,398.43,390.55,381.69,376.88,374.10,374.28,372.90,366.85,366.31,360.56,353.60,350.75,345.86,347.53,348.34,341.71,345.33,345.08,346.39,343.50,345.88,342.53,343.51,347.25,347.69,348.01,347.21,349.64,349.72,353.01,350.49,348.85,346.13,343.65,338.87,345.04,345.35,353.18,365.06
2001-12-21 22:02:05+00:00,L7,538.40,,488.91,470.62,462.93,459.67,433.81,424.70,462.79,446.01,448.91,431.92,378.01,406.90,421.13,433.87,447.20,430.31,433.82,405.11,428.93,421.19,420.58,413.25,411.74,411.94,423.75,413.12,398.93,385.86,427.55,428.58,438.95,435.33,419.35,411.69,399.25,410.83,,476.91
2002-02-07 22:02:17+00:00,L7,395.47,409.95,421.71,413.38,397.77,387.19,382.96,381.25,377.07,370.69,372.08,375.93,373.28,366.44,361.87,365.12,367.42,366.90,366.03,366.01,362.11,358.55,357.14,358.20,363.03,363.59,359.85,359.67,365.01,364.50,360.85,357.27,369.12,370.82,366.46,366.21,361.83,354.87,360.23,375.11
2002-02-14 22:08:29+00:00,L7,393.28,408.52,428.19,416.16,397.71,388.32,386.38,380.48,378.40,371.86,368.52,377.61,378.81,371.30,367.98,367.97,373.75,371.68,375.85,375.95,366.39,361.42,362.10,365.08,365.56,365.88,364.22,363.45,366.57,370.05,362.40,359.33,374.98,377.63,373.40,365.80,363.42,356.00,361.52,376.85
2002-03-02 22:08:32+00:00,L7,,,,,,401.71,400.37,391.36,389.85,383.95,378.96,370.79,368.50,373.90,371.56,368.19,362.26,370.67,374.35,368.76,360.22,358.97,359.43,361.66,375.82,376.65,370.43,368.33,363.04,360.53,367.75,369.99,368.04,370.83,378.91,380.79,366.90,364.32,370.21,393.93
2002-04-03 22:08:21+00:00,L7,,501.22,506.86,,485.82,491.42,450.47,434.23,426.28,418.07,426.85,397.03,435.26,454.97,,410.16,402.97,415.26,422.23,419.55,423.72,420.99,441.64,456.52,442.67,,433.59,443.57,469.14,471.40,,393.72,405.63,410.42,430.68,462.74,476.95,475.93,487.31,
2002-05-30 22:02:01+00:00,L7,,,,,,,,414.60,405.42,396.39,382.81,379.72,374.74,382.68,378.03,376.75,391.17,421.61,425.55,433.31,408.71,377.54,379.35,386.41,382.45,378.99,377.70,375.32,400.23,391.97,394.39,375.50,378.82,373.27,375.44,388.78,391.82,380.09,405.37,425.71
2002-07-17 22:01:44+00:00,L7,523.46,513.37,406.47,407.83,445.04,,,,446.22,464.81,385.39,373.52,370.66,366.26,,362.98,365.78,369.83,,,360.49,359.88,366.04,364.25,404.08,404.81,400.32,419.22,429.10,424.84,420.11,416.84,426.49,440.09,,370.60,362.16,379.86,418.73,447.56
2002-07-24 22:07:50+00:00,L7,379.38,386.92,379.13,369.40,361.26,363.58,364.97,354.96,347.98,347.91,347.42,343.74,344.13,340.69,338.24,336.12,332.22,336.36,337.27,333.08,327.50,328.35,329.89,327.65,327.90,327.73,331.46,337.63,337.37,339.36,345.13,340.60,340.65,345.60,349.76,343.12,340.28,338.00,347.68,346.25
2002-08-18 22:01:33+00:00,L7,379.43,386.47,383.25,375.83,368.33,359.73,356.12,358.95,355.80,354.08,356.32,353.97,345.80,339.09,339.76,336.20,334.14,336.16,336.66,337.22,336.50,339.17,340.10,337.93,337.00,336.65,340.46,338.41,341.66,344.28,349.99,349.72,346.15,339.65,340.62,343.53,347.41,352.77,354.22,362.03
2002-08-25 22:07:36+00:00,L7,,,,,373.11,370.31,366.91,365.48,362.77,361.22,363.82,365.57,359.11,354.22,350.38,351.30,352.19,351.69,345.90,346.94,342.26,345.39,341.90,341.10,342.94,348.50,347.10,348.85,348.47,348.35,348.61,349.95,355.61,357.72,354.86,356.05,349.69,350.09,369.27,378.23
2002-10-05 22:01:07+00:00,L7,357.15,357.78,355.34,350.56,353.26,341.36,338.24,341.03,345.77,339.47,346.54,338.19,332.55,324.37,323.02,326.30,324.12,322.28,324.12,322.91,320.00,320.92,319.33,322.92,324.29,322.62,319.21,323.58,324.80,324.76,326.83,327.28,327.20,322.93,327.20,327.66,329.91,325.42,334.18,334.02
2002-12-31 22:07:56+00:00,L7,,,,,,,,,,,,,,,,,345.94,345.29,341.75,344.01,342.56,343.97,342.12,343.41,345.99,349.08,349.99,352.50,351.85,352.09,354.70,352.58,356.13,351.78,351.03,349.30,349.56,347.53,352.30,355.64
2003-02-01 22:08:09+00:00,L7,363.88,371.06,370.63,369.98,366.43,362.30,355.64,347.02,340.87,344.38,345.11,345.82,350.90,353.27,347.73,344.69,336.28,334.47,337.35,335.47,331.76,330.87,329.58,331.55,333.42,335.37,338.56,339.02,337.95,338.59,341.65,345.33,348.43,347.55,347.86,346.02,345.31,346.04,351.70,353.50
2003-02-26 22:02:04+00:00,L7,381.88,383.64,386.07,385.07,387.09,386.09,387.79,378.16,371.02,359.35,363.29,368.07,370.62,385.24,388.25,478.38,,372.52,367.82,362.71,371.57,362.96,348.63,368.45,375.13,368.77,374.47,363.47,362.29,364.72,,,379.80,415.79,407.19,393.15,403.34,399.38,391.52,394.64
2003-03-05 22:08:19+00:00,L7,393.01,395.65,400.90,400.93,398.17,398.92,397.30,393.11,387.08,377.28,372.06,369.28,366.02,378.28,394.69,391.34,374.28,365.74,366.89,363.98,365.84,363.93,359.01,351.40,362.63,379.94,379.45,370.14,364.47,364.55,370.53,375.23,383.55,388.09,384.60,379.32,378.49,378.77,391.81,407.19
2003-03-21 22:08:15+00:00,L7,400.19,406.09,421.71,422.46,417.68,419.57,419.31,413.22,402.31,391.02,388.58,380.50,383.43,378.17,381.88,412.84,403.55,382.28,399.09,395.32,382.06,380.45,379.45,383.08,366.18,385.34,401.57,412.49,384.01,377.70,390.97,395.23,406.40,415.65,419.42,417.67,421.74,445.31,411.86,423.16
2003-05-24 22:08:16+00:00,L7,,,421.41,417.46,413.34,410.87,,427.67,410.69,400.30,397.65,390.97,387.49,388.59,383.89,390.22,417.60,412.95,390.90,392.21,378.76,381.43,387.36,394.82,380.11,379.65,384.83,393.01,407.77,409.18,409.54,402.08,398.54,411.71,397.92,394.91,411.67,427.90,441.99,462.15
2003-07-20 22:01:56+00:00,L7,430.58,433.48,422.97,415.91,407.39,,,395.16,394.57,,,,,384.44,380.91,385.80,380.78,386.19,379.32,375.94,374.88,363.41,370.15,373.46,371.38,,,,,,380.06,383.38,385.03,382.82,383.80,383.42,388.10,394.35,418.35,430.31
2003-07-28 21:50:04+00:00,L5,370.22,376.46,373.51,377.94,366.24,360.40,355.98,352.72,349.43,343.03,350.94,351.92,348.40,344.85,344.16,342.19,342.02,338.25,340.11,339.71,331.07,328.96,329.35,335.36,335.60,336.10,337.72,340.83,339.58,337.53,341.29,340.16,341.56,340.60,338.08,337.82,331.01,330.59,346.25,347.85
2003-08-12 22:07:59+00:00,L7,376.24,368.19,375.23,369.96,,,,,,,,334.56,340.26,340.51,338.14,330.95,325.08,331.40,330.03,325.13,326.40,,,,,,,329.27,327.57,331.78,333.43,331.57,330.79,329.40,322.45,321.44,314.50,,,
2003-08-28 22:07:57+00:00,L7,377.81,391.14,,,,,,,353.50,350.56,353.66,347.50,347.71,344.50,349.51,349.20,345.98,337.25,,,,,,,,,,,,,,,,,,,,,,
2003-08-29 21:50:38+00:00,L5,400.44,403.18,399.54,383.16,375.50,373.27,368.89,370.45,369.51,370.65,369.17,365.78,356.62,361.66,361.36,359.00,356.42,349.39,348.81,348.56,346.20,345.68,343.01,342.17,335.55,336.15,337.87,340.07,352.37,355.88,358.20,359.46,362.73,361.67,355.25,343.70,340.22,346.79,358.90,361.14
2003-09-05 21:56:55+00:00,L5,403.74,403.39,402.80,396.64,388.90,381.46,374.86,383.73,382.62,382.04,382.38,380.46,372.58,367.35,364.12,371.89,372.47,369.12,360.64,363.24,358.29,357.71,354.62,355.28,350.52,345.53,347.83,355.34,350.27,355.16,360.14,361.90,362.34,366.74,366.74,363.35,357.97,356.78,365.90,369.02
2003-09-14 21:50:54+00:00,L5,425.14,415.57,400.67,393.81,390.83,390.49,385.41,376.40,378.84,378.82,376.49,378.78,372.09,369.89,364.62,372.36,377.92,375.53,367.69,361.43,357.79,359.43,363.42,364.52,359.96,351.68,346.44,351.34,348.87,357.73,367.02,377.06,384.36,379.17,376.45,378.84,362.48,357.81,370.72,381.16
2003-10-23 21:57:36+00:00,L5,377.40,370.80,364.69,347.01,341.69,337.64,336.62,341.36,337.96,338.06,339.01,342.60,341.61,339.64,339.11,337.92,337.71,338.51,343.39,333.57,325.50,324.16,319.35,322.05,327.21,325.36,325.92,337.81,337.71,338.80,338.92,336.76,338.56,339.20,342.74,327.99,323.74,322.13,324.55,317.65
2003-11-17 21:51:45+00:00,L5,420.50,430.54,422.83,419.45,409.54,405.32,408.57,405.40,402.16,406.22,419.67,415.65,421.02,396.04,393.71,381.86,376.22,393.41,384.24,376.00,394.27,415.36,398.03,376.41,381.60,381.87,392.22,388.84,389.46,373.54,374.74,377.96,397.79,383.95,382.15,387.17,386.93,391.56,424.95,
2003-11-25 22:02:05+00:00,L7,378.52,383.91,383.47,380.65,363.03,354.82,365.42,,,,,359.42,360.14,355.39,354.04,349.05,346.24,346.07,350.92,341.52,347.74,355.21,345.44,333.11,,,,,341.22,341.78,343.68,348.03,348.96,351.99,346.26,342.51,344.64,337.16,354.89,
2003-12-02 22:08:15+00:00,L7,,,,,,381.04,394.14,400.21,393.21,403.59,415.19,412.80,417.03,415.37,416.20,,,,,,,399.92,393.30,364.87,364.87,376.76,378.83,371.42,367.79,369.50,372.97,379.97,,,,,,,399.17,430.84
2003-12-03 21:51:55+00:00,L5,393.54,399.42,405.17,404.77,388.41,379.32,383.55,388.64,388.21,383.49,392.57,391.06,391.32,394.27,383.08,374.84,366.08,364.82,372.30,365.71,369.49,377.50,372.26,355.08,357.68,361.35,358.97,360.35,354.40,357.78,362.57,362.82,364.40,377.20,378.92,371.29,370.09,366.73,387.59,408.30
2003-12-10 21:58:05+00:00,L5,383.20,389.47,399.77,389.48,384.62,373.59,372.65,384.39,387.49,388.88,396.39,397.09,401.92,401.81,383.11,374.45,360.64,363.59,366.66,359.71,358.01,371.99,374.60,358.55,350.37,359.32,366.60,365.04,364.70,369.67,360.72,357.05,359.21,364.35,363.90,364.60,358.92,358.62,377.22,398.21
2003-12-27 22:02:18+00:00,L7,387.86,386.84,394.92,394.83,385.74,381.24,380.98,,,,,385.62,385.56,391.79,390.49,386.75,380.32,376.09,370.62,365.20,363.54,359.50,367.62,,,,,370.53,368.24,356.54,359.57,364.54,365.66,361.94,369.62,375.23,375.19,365.43,378.47,
2004-01-04 21:52:10+00:00,L5,388.56,379.41,377.50,379.16,372.26,369.13,368.18,360.89,361.46,371.57,370.52,372.85,379.55,376.02,378.25,372.70,377.94,370.97,365.79,359.39,350.26,349.34,347.65,349.39,344.32,342.65,339.57,347.62,354.02,348.10,353.05,350.29,351.80,345.33,346.78,348.97,351.65,344.08,352.00,359.74
2004-01-19 22:08:35+00:00,L7,370.21,372.28,,,,,,354.56,346.45,346.74,347.54,355.29,353.41,362.29,357.85,357.52,361.11,359.05,,,,,,,337.70,335.75,336.22,337.44,335.90,338.12,342.09,338.37,338.58,337.88,,,,,,
2004-04-08 22:08:48+00:00,L7,403.46,399.67,386.11,377.37,374.18,374.06,375.39,371.72,378.39,,,,,,,366.09,361.95,360.66,363.48,366.50,366.87,366.55,365.40,366.16,359.93,,,,,,,376.49,371.15,372.83,379.80,378.38,376.84,376.84,396.14,417.53
2004-04-16 21:59:19+00:00,L5,397.66,394.63,368.68,355.46,355.45,358.66,355.03,353.67,344.28,345.81,351.47,355.86,352.12,353.75,358.42,358.35,354.23,357.03,348.52,350.73,350.79,353.22,347.53,344.01,342.94,344.26,347.89,345.01,348.73,353.08,360.52,366.75,369.76,367.94,355.89,356.30,355.97,355.49,364.37,366.18
2004-04-17 22:02:32+00:00,L7,,,372.10,368.51,361.64,362.78,361.37,354.48,348.59,345.99,350.59,347.57,349.01,,,,,,349.07,352.05,354.83,353.16,348.91,345.99,344.31,336.29,337.68,340.29,346.22,,,,,,360.88,359.08,362.65,361.57,377.44,373.14
2004-04-25 21:53:23+00:00,L5,,415.99,421.12,403.24,395.57,405.00,418.14,423.31,432.50,394.16,388.34,396.62,393.46,385.88,396.48,393.69,399.75,393.01,392.51,417.17,424.05,442.31,459.39,394.01,389.18,390.08,384.23,382.08,394.82,392.19,390.54,397.66,406.39,406.47,416.74,429.62,432.43,434.99,454.83,465.53
2004-05-18 22:00:14+00:00,L5,406.56,399.16,388.87,387.49,379.41,378.61,373.99,372.84,374.80,370.98,360.22,355.73,361.93,363.53,359.57,365.65,365.92,366.27,367.21,366.41,365.59,362.63,359.81,358.87,352.97,347.15,345.38,346.06,350.28,352.91,355.50,356.25,358.62,361.25,363.34,361.46,358.36,363.97,376.07,386.18
2004-05-19 22:02:35+00:00,L7,393.38,390.56,382.36,378.32,374.05,368.41,367.94,363.59,367.06,359.15,,,,,,347.96,349.83,353.54,355.65,356.73,356.46,349.02,354.56,353.77,348.49,345.05,,,,,,353.92,355.74,355.63,356.28,359.91,357.34,356.40,376.34,379.16
2004-05-26 22:08:45+00:00,L7,450.99,446.54,418.85,411.55,408.34,412.48,,,,,,,392.25,395.70,397.93,398.02,403.96,405.66,418.90,412.96,415.12,421.80,,,,,,,394.27,383.10,389.95,399.45,404.80,392.91,409.98,427.78,430.12,420.72,,
2004-06-11 22:08:38+00:00,L7,,419.77,412.87,404.38,398.34,,,390.02,393.03,391.12,385.99,385.85,,,,,,,383.16,388.30,391.45,383.02,382.23,383.91,389.66,378.95,371.12,371.48,,,,,,,389.54,389.33,391.20,395.93,412.13,420.58
2004-06-12 21:54:47+00:00,L5,421.72,414.05,406.40,402.96,392.25,383.91,376.11,367.17,371.68,366.47,371.31,366.48,376.75,374.15,375.88,375.91,376.82,373.01,375.74,375.70,366.97,364.07,368.35,370.41,369.21,362.78,357.33,357.35,362.69,368.12,370.08,367.35,372.49,378.60,379.78,375.69,374.19,371.13,382.90,394.41
2004-07-13 22:08:34+00:00,L7,,,,,383.24,379.48,371.73,370.97,369.01,367.73,369.48,372.84,370.53,372.18,381.57,,,,,,,359.90,357.26,354.42,354.45,354.30,354.68,354.74,355.43,354.65,361.79,,,,,,,367.12,374.56,376.18
2004-07-14 21:55:43+00:00,L5,,382.63,369.61,371.11,374.28,376.79,368.01,357.74,363.58,356.80,354.12,360.53,365.98,373.34,360.07,362.54,354.44,350.26,346.63,343.21,339.59,338.19,333.12,335.88,329.96,314.65,314.82,325.11,322.41,311.92,322.58,320.38,303.51,318.77,330.27,326.58,317.62,283.25,298.36,296.11
2004-07-22 22:02:20+00:00,L7,,,,,389.80,,,,,369.53,374.30,373.30,373.06,373.54,382.08,376.60,378.98,379.52,366.54,367.42,364.67,,,,,361.79,354.84,358.05,362.50,364.41,375.69,364.10,373.59,367.18,369.43,410.89,,,,
2004-08-22 22:02:48+00:00,L5,421.33,411.13,418.21,406.09,388.29,380.93,391.07,402.39,410.10,408.56,402.27,393.99,400.14,385.30,378.93,386.39,405.49,425.35,431.37,,374.96,366.12,373.14,373.41,376.30,369.47,361.54,364.62,372.08,375.23,372.64,374.12,383.20,392.99,388.44,381.92,,,,
2004-08-23 22:02:11+00:00,L7,,,406.11,401.79,386.31,381.52,395.30,399.70,410.26,420.56,417.77,407.25,410.98,,,,,,421.14,414.34,392.42,380.85,380.95,380.32,378.57,374.59,369.89,371.95,378.53,386.58,,,,,403.13,411.80,416.64,394.86,417.70,410.57
2004-09-08 22:02:05+00:00,L7,486.78,477.57,475.47,427.30,408.79,400.94,388.18,396.29,,,,,407.88,401.23,388.58,370.13,392.67,409.63,419.90,427.56,426.91,430.55,423.44,,,,,,383.70,404.53,410.46,384.50,388.37,394.98,406.21,418.70,425.07,410.08,434.53,
