dates,satname,nzd0347-0000,nzd0347-0001,nzd0347-0002,nzd0347-0003,nzd0347-0004,nzd0347-0005,nzd0347-0006,nzd0347-0007,nzd0347-0008,nzd0347-0009,nzd0347-0010,nzd0347-0011,nzd0347-0012,nzd0347-0013,nzd0347-0014,nzd0347-0015,nzd0347-0016,nzd0347-0017,nzd0347-0018,nzd0347-0019,nzd0347-0020,nzd0347-0021,nzd0347-0022,nzd0347-0023,nzd0347-0024,nzd0347-0025,nzd0347-0026,nzd0347-0027,nzd0347-0028,nzd0347-0029,nzd0347-0030,nzd0347-0031,nzd0347-0032,nzd0347-0033,nzd0347-0034,nzd0347-0035,nzd0347-0036,nzd0347-0037,nzd0347-0038,nzd0347-0039,nzd0347-0040,nzd0347-0041,nzd0347-0042,nzd0347-0043,nzd0347-0044,nzd0347-0045,nzd0347-0046,nzd0347-0047,nzd0347-0048,nzd0347-0049,nzd0347-0050,nzd0347-0051,nzd0347-0052,nzd0347-0053,nzd0347-0054,nzd0347-0055,nzd0347-0056,nzd0347-0057,nzd0347-0058,nzd0347-0059,nzd0347-0060,nzd0347-0061,nzd0347-0062,nzd0347-0063,nzd0347-0064,nzd0347-0065,nzd0347-0066,nzd0347-0067,nzd0347-0068,nzd0347-0069,nzd0347-0070
2001-05-13 21:50:57+00:00,L7,327.34,316.67,306.97,317.56,331.83,327.05,332.58,335.71,345.53,359.44,361.74,351.13,336.66,334.68,325.97,316.47,310.72,327.91,333.44,337.38,336.64,345.65,349.01,346.95,346.56,346.23,342.51,341.62,338.47,332.62,339.37,358.91,353.46,343.47,344.62,351.55,349.26,346.54,343.23,347.54,347.86,350.95,352.48,342.10,332.15,335.02,329.17,325.10,337.85,344.12,351.60,341.25,339.40,345.28,343.28,337.40,343.07,354.50,350.62,346.48,351.74,353.93,350.29,350.43,352.27,340.37,330.83,327.19,324.63,329.15,338.07
2001-06-14 21:50:38+00:00,L7,331.16,321.03,309.70,311.44,333.95,342.53,346.13,348.46,354.86,375.13,374.03,366.67,341.12,342.34,333.88,336.75,340.37,338.81,342.67,332.34,337.25,356.55,356.70,362.32,360.59,363.82,347.75,350.18,350.52,347.83,362.80,380.16,355.15,343.03,343.51,354.06,357.95,349.07,367.97,362.35,361.08,360.26,357.09,350.62,342.68,344.00,337.48,338.71,348.82,354.17,350.85,348.94,345.46,346.64,347.94,344.82,344.25,364.36,358.98,355.65,356.36,360.96,360.51,358.98,362.08,347.48,337.58,333.66,333.80,335.97,341.32
2001-07-16 21:50:23+00:00,L7,329.83,319.37,317.92,312.14,328.07,335.31,329.34,340.26,364.45,358.02,360.19,351.01,339.21,332.14,323.96,328.03,323.01,337.61,341.69,336.17,329.36,335.59,348.31,356.06,357.15,352.72,339.92,342.36,346.41,333.54,346.19,380.31,361.96,347.83,333.82,353.55,360.85,358.30,363.58,365.58,363.71,363.06,365.11,341.90,337.24,337.95,339.18,334.73,336.54,351.78,354.32,338.74,346.92,351.90,342.13,333.61,351.41,360.96,,,,,,,,,,,,,
2001-09-18 21:49:29+00:00,L7,352.67,336.17,328.13,329.70,345.22,346.90,350.39,351.29,360.30,367.17,361.22,355.36,347.88,356.38,343.45,333.83,333.85,335.37,346.65,358.57,349.25,359.38,361.72,373.42,377.89,375.99,361.15,349.42,349.06,352.08,358.45,371.78,367.70,356.18,355.38,355.67,369.60,364.25,366.00,373.50,374.04,377.62,368.32,354.18,358.23,363.54,367.37,360.79,344.46,347.38,363.36,363.57,361.56,366.22,364.34,356.71,357.35,364.84,370.52,368.88,368.91,366.41,365.08,365.29,368.75,358.72,344.78,337.30,336.94,340.16,347.89
2001-10-04 21:49:17+00:00,L7,353.89,336.29,320.44,317.21,339.02,342.98,351.88,364.93,365.21,368.30,362.15,356.62,345.04,344.22,342.64,330.09,329.04,335.06,337.94,341.40,347.47,354.54,353.31,369.65,365.33,368.33,348.20,340.82,342.92,344.38,359.47,372.49,363.88,354.29,354.69,357.08,363.92,353.93,357.37,363.34,364.31,362.79,358.58,351.60,347.31,350.72,352.73,353.72,347.71,344.84,359.28,359.12,356.60,361.50,355.45,350.40,356.70,365.37,365.51,365.95,362.64,362.41,362.51,363.24,364.78,349.33,333.18,331.96,334.18,335.36,342.68
2002-02-25 21:49:59+00:00,L7,,,,,,,,,,,,,,,,319.49,319.96,328.78,349.40,358.48,349.02,353.48,362.18,376.44,377.77,377.20,360.42,349.48,348.95,347.84,368.44,391.43,375.12,365.25,361.23,366.30,377.01,374.19,375.25,379.93,379.35,378.92,379.42,375.50,367.15,365.93,360.53,357.67,361.69,369.20,374.78,371.39,365.19,371.61,362.37,359.08,366.20,373.79,380.66,383.15,380.39,376.31,371.36,375.14,379.98,368.66,352.54,351.37,356.08,359.98,365.55
2002-07-19 21:49:21+00:00,L7,338.37,315.18,316.51,330.29,342.53,342.32,345.07,349.71,362.26,368.45,367.75,352.02,347.79,356.06,355.50,339.92,328.51,335.24,346.59,346.38,347.14,351.80,350.64,362.84,360.23,356.54,341.51,336.68,339.85,339.48,354.38,367.50,373.20,363.55,355.00,356.64,362.61,367.64,367.14,355.70,371.06,379.69,370.84,353.32,347.98,344.58,344.49,332.43,332.31,348.41,363.30,359.28,359.41,363.16,352.58,343.75,,,355.27,360.62,355.81,354.66,355.06,363.68,371.43,356.75,345.75,341.21,339.50,344.08,347.02
2002-08-20 21:49:10+00:00,L7,346.28,328.07,321.93,327.99,341.76,333.59,340.09,343.33,354.58,369.20,367.71,354.11,347.21,357.72,352.67,345.05,333.27,333.08,342.08,345.83,355.90,363.57,363.75,371.06,363.18,367.16,354.39,344.95,347.59,344.20,355.44,378.96,375.29,366.49,357.69,357.27,361.16,362.44,364.39,370.90,373.93,363.92,360.11,363.09,357.71,343.84,343.26,344.28,344.70,355.07,,,,358.40,344.46,347.27,,,353.36,360.38,364.43,359.60,362.43,362.50,372.38,362.74,350.12,343.21,341.98,342.49,351.49
2002-10-16 21:42:36+00:00,L7,349.62,328.35,311.98,322.09,339.79,342.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-10-23 21:48:51+00:00,L7,353.39,325.96,316.05,323.34,340.99,344.09,351.23,349.52,352.49,354.80,349.80,340.30,334.57,333.28,332.23,325.36,325.39,334.27,337.71,338.74,340.18,340.73,350.31,357.08,357.83,360.78,343.44,339.73,340.11,340.42,350.64,367.77,361.15,353.44,348.19,353.19,363.14,361.14,364.57,362.68,364.41,366.77,356.81,351.04,341.00,335.74,337.51,336.97,341.97,348.48,355.09,351.12,351.50,355.96,349.27,345.83,346.03,351.72,353.92,358.29,353.60,352.69,352.05,352.54,357.62,348.25,337.76,331.60,330.36,332.51,335.76
2002-12-26 21:49:23+00:00,L7,328.72,312.72,298.87,303.03,320.69,328.71,326.50,333.54,340.43,344.01,331.65,331.04,319.52,320.76,311.63,302.40,304.58,314.52,321.35,321.13,320.64,327.17,336.46,342.77,341.68,342.69,323.49,322.79,325.72,324.40,337.48,356.78,338.29,332.69,335.83,336.19,341.40,341.03,336.66,341.28,346.56,340.86,333.06,330.45,326.89,326.98,329.28,326.55,330.87,340.01,348.16,342.15,339.10,342.54,335.82,328.44,337.46,341.50,336.32,344.04,344.81,344.05,342.87,341.92,354.80,343.78,330.16,324.95,324.44,321.21,327.43
2003-01-27 21:49:33+00:00,L7,336.00,318.65,312.68,319.49,336.95,337.89,340.14,340.40,353.50,359.39,354.97,350.21,336.65,329.59,324.15,324.52,332.19,333.66,342.20,337.62,334.82,350.59,345.21,351.18,356.42,356.69,340.79,333.25,340.22,343.91,352.86,375.15,357.12,348.17,348.36,346.08,358.00,350.87,350.05,358.31,361.44,358.71,354.09,342.72,333.79,326.57,327.15,329.26,335.35,341.69,348.49,345.93,343.58,348.75,337.99,333.75,342.49,348.72,340.84,343.03,346.28,348.20,350.69,353.67,357.16,348.69,336.46,332.05,332.37,336.82,338.48
2003-03-16 21:49:46+00:00,L7,358.83,344.38,332.84,332.82,369.16,365.82,354.84,360.25,371.87,373.66,370.18,370.43,359.05,363.65,356.61,347.41,348.91,347.39,356.35,354.03,353.20,367.93,363.28,374.83,379.20,373.11,365.85,368.20,367.21,366.37,369.25,387.38,391.45,377.68,362.27,366.28,370.53,369.04,368.13,374.40,376.17,375.38,373.68,362.58,355.12,352.04,361.02,372.20,371.62,371.03,371.44,367.65,367.03,367.24,363.98,357.59,352.42,367.57,355.57,360.77,368.74,375.83,367.20,370.41,372.13,373.00,356.77,355.59,352.09,356.74,370.24
2003-05-03 21:49:49+00:00,L7,354.85,333.66,321.07,326.31,339.54,342.16,350.33,357.72,355.93,364.35,367.54,353.33,344.39,351.62,343.22,334.70,339.71,347.20,343.13,346.11,351.75,357.14,358.55,362.61,361.01,361.32,360.48,363.55,358.74,357.07,365.45,382.25,370.67,352.64,351.87,358.56,362.94,356.24,358.21,359.75,363.17,359.00,361.77,356.63,352.57,343.92,345.14,342.30,348.50,359.31,360.47,353.80,352.55,357.47,354.11,342.48,348.19,357.95,353.44,351.70,351.50,361.07,360.40,361.60,363.64,356.41,346.48,342.26,340.71,342.52,344.07
2003-07-30 21:37:45+00:00,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,348.00,,,,,,,,,,,,,,,366.36,355.84,347.21,336.19,345.70,345.58,338.51,334.99,345.58,357.55,350.01,344.57,355.60,339.40,338.19,339.79,347.31,353.21,350.31,353.17,354.41,351.72,356.50,364.84,351.54,340.02,331.87,334.25,335.36,338.94
2003-10-18 21:39:00+00:00,L5,336.39,327.14,318.88,318.28,331.75,336.28,336.64,344.86,358.63,363.27,357.43,352.80,347.90,349.22,335.38,317.68,332.25,330.40,331.89,337.21,336.87,348.43,347.58,350.09,354.86,352.59,343.09,355.32,355.16,351.28,361.47,388.35,370.38,362.96,349.02,340.66,357.70,349.76,359.41,349.33,349.46,354.13,342.59,345.81,341.95,343.02,341.40,335.81,334.21,341.39,356.17,347.32,344.60,347.72,337.95,337.62,341.83,355.19,359.05,351.74,351.73,352.80,352.12,349.89,357.08,351.70,339.19,335.35,338.30,346.61,348.77
2003-11-19 21:39:26+00:00,L5,345.09,334.18,325.17,328.26,346.28,348.79,361.23,360.65,356.89,359.90,350.35,353.33,346.65,343.35,338.54,335.04,342.03,348.90,350.64,344.01,348.84,366.09,361.82,368.45,368.70,369.55,362.05,358.68,366.01,364.55,378.01,378.34,370.47,360.22,353.23,350.91,356.62,347.35,349.40,353.27,351.01,354.11,355.55,359.36,352.78,352.09,363.01,346.75,337.28,357.96,370.48,367.64,359.84,359.78,332.82,324.32,330.39,349.98,349.06,353.01,354.96,356.57,355.31,369.50,369.65,358.48,345.39,342.68,345.00,350.34,361.14
2003-11-28 21:33:21+00:00,L5,323.41,311.36,300.25,303.21,317.35,320.76,326.37,331.95,340.94,341.51,334.09,,,,,,,,,,,,,342.05,338.31,,,,,,,,,,,,,,,,,,,,,,328.79,333.60,324.59,331.98,347.90,346.67,342.27,342.78,327.40,308.68,256.68,,,,,,,,,,,,,,
2003-12-13 21:49:49+00:00,L7,349.84,326.28,314.44,325.71,332.98,339.17,342.02,,,,350.71,347.53,337.20,334.41,327.89,322.56,335.49,343.31,349.29,346.44,344.74,365.56,355.09,359.31,351.62,354.25,350.42,347.71,355.16,351.04,359.92,,,,,,356.17,351.84,350.15,355.92,358.00,360.06,362.08,354.37,342.35,343.82,339.96,336.48,335.74,343.61,352.79,352.82,346.38,,,,,352.39,350.24,350.52,,,,,,,,,,,
2004-01-22 21:39:52+00:00,L5,351.42,328.95,321.05,328.16,341.80,345.35,352.63,360.30,370.94,365.98,360.08,361.32,355.57,350.63,340.61,331.78,331.80,353.82,358.28,351.39,343.19,364.65,371.06,367.54,364.44,365.14,357.85,359.11,367.79,371.89,384.64,399.40,369.54,366.79,358.40,360.69,365.14,357.61,354.33,350.99,359.40,362.70,359.16,349.02,341.08,347.53,353.29,353.54,357.06,358.84,371.14,361.98,358.65,361.05,349.71,339.47,349.95,358.03,348.72,349.52,353.88,355.46,353.55,357.03,364.73,357.80,351.42,351.87,351.36,354.50,358.95
2004-02-16 21:33:48+00:00,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-02-23 21:40:02+00:00,L5,331.55,315.05,308.64,316.95,326.49,329.84,332.11,334.78,345.90,355.82,358.46,343.62,331.14,326.39,319.89,311.77,310.91,323.60,331.44,330.74,328.40,340.50,341.43,336.85,341.19,347.98,339.49,338.53,341.99,350.60,359.56,365.45,346.52,345.84,323.96,,357.40,352.78,344.80,346.84,349.10,354.01,353.94,341.56,330.91,329.91,329.79,330.83,332.02,342.37,352.09,347.74,343.51,334.51,334.35,333.02,349.79,353.95,346.88,341.16,336.75,337.58,339.45,345.29,346.11,339.22,328.60,322.18,328.17,335.56,340.64
2004-03-19 21:33:59+00:00,L5,147.57,124.66,94.64,72.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-04-03 21:50:18+00:00,L7,358.07,342.66,329.87,333.53,347.51,354.23,355.46,365.26,377.68,387.14,388.91,374.71,362.76,362.06,,,,,,,344.80,367.67,372.69,373.59,369.53,370.04,361.33,361.90,367.39,367.81,374.58,395.07,378.39,373.23,366.68,370.00,376.59,372.29,374.99,379.20,,,,,358.37,360.44,358.88,349.97,351.06,367.04,366.70,363.26,370.63,368.63,351.09,358.21,364.81,366.62,361.92,362.03,,,,373.39,375.35,366.62,352.05,348.67,348.66,353.43,359.18
2004-06-22 21:50:04+00:00,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,566.23,,,,,,,,628.08,,,,,521.01,577.99,,,,,,,,,,,,,,,,
2004-07-08 21:50:02+00:00,L7,,,,,,,324.38,333.69,355.00,364.15,364.85,345.53,329.45,322.12,325.69,318.55,320.80,331.04,335.91,333.79,340.74,354.43,348.85,345.31,351.79,345.34,342.66,,,,351.66,370.12,357.27,349.16,344.37,339.85,346.51,346.26,349.84,351.36,351.68,356.62,351.98,351.33,338.10,333.77,334.48,333.74,335.64,,,,,340.03,334.97,331.85,,,346.10,346.32,347.07,352.95,354.75,344.02,358.97,346.28,333.94,332.93,,,
2004-08-25 21:49:49+00:00,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-09-10 21:49:43+00:00,L7,360.09,344.01,326.56,325.33,345.27,348.76,351.74,353.25,365.17,375.84,371.30,357.39,354.58,367.43,363.87,353.28,337.27,341.59,346.79,,,,,368.77,370.94,373.47,359.58,354.29,354.49,348.77,361.13,385.98,382.53,374.89,361.75,358.13,365.08,367.92,378.95,379.85,375.96,369.94,371.11,,,,356.21,350.50,344.95,361.17,366.01,359.68,355.94,364.94,353.20,344.37,347.48,366.62,365.37,370.26,365.56,362.24,370.83,,,,351.53,347.73,349.17,353.48,359.59
2004-09-18 21:44:58+00:00,L5,323.42,316.12,298.80,302.48,313.46,317.53,327.59,335.75,345.31,349.07,,,,,,,,,,,,332.01,335.41,347.95,350.90,351.64,335.97,330.67,334.22,331.79,353.61,366.97,350.97,342.43,,295.52,335.45,327.28,300.15,341.44,343.90,342.83,344.28,334.49,327.90,332.82,337.70,330.44,329.18,335.94,339.52,338.53,335.57,343.84,337.15,325.69,326.74,331.28,336.99,341.42,342.88,340.27,342.43,344.38,350.66,346.26,333.21,326.17,325.28,332.12,335.30
2004-10-12 21:49:36+00:00,L7,358.22,342.27,323.83,327.38,340.76,347.26,348.25,,,,,,353.80,352.01,351.43,341.46,335.65,341.09,347.56,349.77,352.85,362.24,357.29,368.44,373.75,380.29,362.47,351.15,357.17,355.32,369.54,,,,,,,352.65,367.41,375.03,379.70,375.08,361.68,350.44,359.95,358.23,358.77,351.36,345.59,361.53,367.34,364.54,365.33,370.86,,,,,365.95,362.59,361.88,359.22,362.79,366.06,370.40,361.22,350.46,347.65,347.90,352.28,361.04
2004-10-20 21:45:40+00:00,L5,340.79,319.44,309.18,307.31,330.13,334.75,340.47,343.75,356.75,364.47,355.85,346.61,341.49,343.06,336.31,326.44,316.26,321.32,337.87,334.84,336.82,342.99,346.95,350.38,351.65,361.93,341.84,339.55,340.33,344.33,358.82,372.16,363.37,347.65,343.30,350.39,357.30,357.08,358.50,367.14,357.34,357.63,343.33,334.47,343.84,341.30,335.16,336.55,334.15,340.12,354.16,344.86,347.19,351.09,337.42,338.81,339.89,350.65,351.50,350.74,347.37,343.54,341.17,353.63,352.78,349.21,336.60,327.55,326.38,338.26,344.60
2004-10-28 21:49:52+00:00,L7,353.17,332.45,321.56,321.83,334.30,335.29,342.11,363.93,377.50,375.95,366.56,351.33,353.30,352.00,341.34,331.11,332.71,337.23,341.49,341.11,344.48,,,,,356.79,330.42,329.17,332.02,330.72,345.53,364.34,347.88,342.19,321.93,341.31,350.37,354.94,357.89,362.61,366.83,368.99,350.91,341.50,349.88,,,,342.38,353.08,363.88,360.61,361.86,365.68,354.98,348.91,348.09,361.39,359.26,363.02,359.04,358.97,359.41,362.70,,,,333.21,341.57,344.54,349.44
2004-11-13 21:49:59+00:00,L7,,,,,,,341.27,364.22,377.85,376.96,360.73,356.47,350.30,350.06,345.51,334.97,331.53,332.64,348.67,342.07,347.19,351.26,351.62,364.56,368.30,371.09,349.91,,,,358.36,383.27,372.83,357.86,352.14,356.77,366.54,366.35,365.90,363.67,377.73,369.62,351.84,345.66,353.16,354.21,347.65,344.73,346.00,,,,,361.06,344.87,343.85,347.69,353.71,352.80,352.41,349.00,353.20,355.69,359.35,365.47,356.84,340.53,335.68,,,
2005-01-08 21:47:04+00:00,L5,360.01,326.40,313.19,322.24,342.35,351.20,354.29,364.47,373.66,370.22,361.05,353.42,345.20,357.18,347.90,347.90,350.72,341.27,353.37,351.88,355.31,359.88,353.97,357.72,361.41,367.99,355.40,345.61,342.66,339.62,354.55,380.68,377.28,361.84,363.22,369.41,378.63,373.78,373.71,373.12,377.71,378.66,380.70,378.16,352.79,344.63,344.97,343.28,339.25,351.94,362.87,363.19,357.66,362.37,360.13,358.76,364.19,365.54,361.72,365.22,365.30,368.25,367.84,373.24,360.33,358.39,339.88,335.96,337.61,343.78,355.13
2005-02-09 21:47:31+00:00,L5,344.69,323.11,322.55,337.41,355.11,359.83,360.73,360.20,360.90,360.31,347.00,347.41,344.34,348.02,340.34,329.41,331.70,340.76,345.01,348.48,357.92,367.09,367.52,372.19,374.35,369.78,354.18,349.50,351.49,352.77,364.74,367.18,369.15,353.59,351.90,357.27,368.94,367.72,359.64,366.81,369.25,365.66,364.99,358.65,355.12,360.41,352.33,348.42,353.92,367.14,381.54,370.76,365.15,360.88,339.45,340.17,343.12,347.71,341.53,344.58,354.93,354.60,353.36,368.70,368.06,363.37,344.11,339.92,340.72,344.60,352.21
2005-02-17 21:50:40+00:00,L7,337.99,321.95,320.61,332.54,349.04,351.43,353.80,355.98,,,,,344.92,341.03,331.47,329.56,328.37,336.87,345.09,344.35,345.76,354.71,357.58,364.79,368.08,365.24,349.95,347.57,347.87,349.06,358.96,381.53,,,,,,,360.60,368.67,369.03,367.70,361.54,346.58,341.46,344.56,350.21,345.12,343.39,352.65,366.53,360.99,358.29,355.70,342.64,,,,336.74,346.24,356.06,351.15,353.18,359.91,358.75,354.88,338.13,335.18,336.27,338.02,348.44
2005-04-06 21:50:40+00:00,L7,354.76,343.81,329.50,328.25,340.94,,,,,374.18,374.44,361.99,354.60,358.48,351.31,336.53,333.70,351.16,358.56,362.94,353.14,362.01,361.30,370.44,372.70,373.66,364.96,359.95,359.19,,,,387.19,388.93,379.05,368.69,366.11,358.25,360.24,362.31,368.51,376.98,367.56,351.13,351.85,356.15,353.61,350.25,356.29,365.63,369.08,366.21,,,,344.02,348.45,359.39,357.82,360.12,361.74,365.64,367.37,372.66,375.09,364.40,349.79,346.95,349.52,353.04,
2005-04-22 21:50:35+00:00,L7,349.45,336.85,323.78,,,,,340.58,357.11,366.06,362.45,356.88,342.83,346.90,340.23,330.87,326.55,347.97,348.35,345.04,344.20,353.28,352.11,362.14,364.19,364.24,348.52,351.54,,,,387.97,384.79,371.03,359.54,347.58,360.46,353.61,359.03,354.99,366.83,367.54,350.65,351.37,349.40,346.46,341.16,345.78,357.53,360.87,,,,,345.21,344.67,341.53,347.48,350.31,349.15,348.22,349.53,357.74,361.22,366.83,356.51,342.96,338.93,341.37,,
2005-05-08 21:50:39+00:00,L7,341.09,327.76,317.77,,,,,335.26,,,,,,,,,,,,,,,,,,365.21,344.10,,,,,,,,,,,,,,,357.96,354.75,356.02,339.66,336.45,341.50,343.22,344.68,349.57,359.81,,,342.96,341.15,336.16,338.54,348.56,348.81,344.94,345.70,348.55,351.19,355.85,366.33,357.97,345.07,339.50,340.07,,
