dates,nzd0347-0000,nzd0347-0001,nzd0347-0002,nzd0347-0003,nzd0347-0004,nzd0347-0005,nzd0347-0006,nzd0347-0007,nzd0347-0008,nzd0347-0009,nzd0347-0010,nzd0347-0011,nzd0347-0012,nzd0347-0013,nzd0347-0014,nzd0347-0015,nzd0347-0016,nzd0347-0017,nzd0347-0018,nzd0347-0019,nzd0347-0020,nzd0347-0021,nzd0347-0022,nzd0347-0023,nzd0347-0024,nzd0347-0025,nzd0347-0026,nzd0347-0027,nzd0347-0028,nzd0347-0029,nzd0347-0030,nzd0347-0031,nzd0347-0032,nzd0347-0033,nzd0347-0034,nzd0347-0035,nzd0347-0036,nzd0347-0037,nzd0347-0038,nzd0347-0039,nzd0347-0040,nzd0347-0041,nzd0347-0042,nzd0347-0043,nzd0347-0044,nzd0347-0045,nzd0347-0046,nzd0347-0047,nzd0347-0048,nzd0347-0049,nzd0347-0050,nzd0347-0051,nzd0347-0052,nzd0347-0053,nzd0347-0054,nzd0347-0055,nzd0347-0056,nzd0347-0057,nzd0347-0058,nzd0347-0059,nzd0347-0060,nzd0347-0061,nzd0347-0062,nzd0347-0063,nzd0347-0064,nzd0347-0065,nzd0347-0066,nzd0347-0067,nzd0347-0068,nzd0347-0069,nzd0347-0070,satname
2001-05-13 21:50:57+00:00,339.85,323.40,316.29,320.60,334.70,340.98,348.16,352.71,363.29,369.88,367.23,362.83,347.43,344.08,336.88,328.31,327.37,341.14,347.63,345.75,344.65,354.39,358.35,360.05,359.49,360.70,352.67,350.09,351.58,342.55,353.33,374.76,365.19,353.13,353.71,358.03,361.09,353.43,355.39,360.23,360.39,361.87,360.24,354.20,341.37,345.99,344.70,340.61,347.10,356.41,361.88,353.63,351.82,355.84,351.89,347.63,355.75,364.10,361.01,358.11,360.99,364.15,363.07,361.21,362.41,350.51,340.09,337.12,335.54,339.24,349.65,L7
2001-06-14 21:50:38+00:00,337.87,324.00,316.62,319.17,335.49,341.24,347.63,351.48,360.80,371.73,370.82,365.51,347.89,344.86,338.21,331.40,331.75,341.74,348.13,345.21,345.63,355.31,358.66,362.20,360.75,361.68,352.79,351.93,352.33,345.24,358.64,378.41,364.96,351.89,352.91,358.54,360.46,355.26,361.12,361.78,361.78,362.66,361.37,354.63,343.23,347.15,344.16,340.79,348.66,356.61,360.47,352.69,351.30,355.23,352.54,347.47,353.38,364.75,361.00,357.97,360.33,363.82,363.01,361.19,362.96,350.34,339.93,336.72,335.64,339.01,348.20,L7
2001-07-16 21:50:23+00:00,331.56,320.28,312.52,313.85,329.78,335.21,337.85,343.38,356.02,365.88,366.92,358.37,342.62,339.60,330.58,327.35,326.52,336.99,341.89,337.43,336.41,346.43,352.51,357.45,356.34,355.63,346.09,347.91,347.62,339.19,351.82,374.79,361.49,348.52,345.62,356.32,358.01,352.70,358.38,358.67,358.11,359.85,360.18,349.36,339.66,341.16,337.76,335.02,342.29,351.59,355.13,345.72,345.29,350.76,346.45,340.30,347.89,360.51,357.74,354.81,357.81,361.05,360.91,359.61,361.97,348.47,337.73,334.14,333.27,336.49,345.49,L7
2001-09-18 21:49:29+00:00,334.92,322.83,315.01,316.38,332.01,336.63,339.27,343.76,355.78,365.14,364.78,356.77,342.47,341.87,332.15,327.56,326.90,335.66,341.84,340.80,338.06,348.16,353.49,359.64,359.72,358.78,348.30,347.35,347.05,341.02,352.15,373.10,361.53,348.96,346.58,355.10,359.53,354.26,359.11,360.88,360.55,362.54,361.06,349.53,342.62,344.84,342.88,339.38,342.09,349.89,355.85,348.43,347.84,352.85,349.28,342.66,348.92,360.38,359.86,357.33,359.51,361.39,360.70,359.87,362.30,349.78,338.50,333.93,333.03,336.16,344.73,L7
2001-10-04 21:49:17+00:00,338.15,325.12,315.97,316.57,333.25,337.76,341.46,347.39,357.45,365.75,364.43,356.83,343.00,342.35,333.98,328.07,327.35,335.65,341.28,340.97,339.70,349.29,353.54,361.39,360.73,360.45,348.35,346.34,346.44,341.64,353.45,373.09,362.02,349.94,348.01,355.53,360.33,354.27,358.88,361.36,361.24,362.66,360.71,349.94,343.47,345.88,344.59,341.84,343.08,349.12,356.50,350.28,349.35,354.38,350.37,344.03,350.29,361.29,361.08,359.13,360.22,361.67,361.16,360.64,362.91,349.79,337.51,333.62,333.36,336.10,344.43,L7
2002-02-25 21:49:59+00:00,351.35,334.81,322.87,322.03,340.19,342.86,348.69,355.41,360.31,365.49,359.44,353.74,343.76,347.85,340.79,321.69,321.50,327.46,339.05,348.01,343.40,350.99,354.26,367.56,368.48,368.66,352.10,341.76,342.17,343.89,356.51,372.45,362.17,352.46,351.49,353.57,365.69,359.92,361.72,368.05,368.36,368.30,364.56,355.94,353.36,355.57,355.72,352.90,347.74,349.00,360.63,359.88,357.15,360.83,356.51,350.22,355.27,362.39,367.42,368.17,365.84,363.89,360.71,362.71,365.05,353.29,339.01,335.72,337.22,339.56,345.92,L7
2002-07-19 21:49:21+00:00,335.66,313.18,314.51,328.29,339.82,339.40,341.62,345.91,358.81,365.28,364.58,348.85,343.99,352.61,352.33,321.25,315.78,324.26,340.25,345.79,340.93,346.00,349.77,361.89,361.85,359.72,344.76,336.44,337.76,337.85,353.66,371.01,364.86,355.95,350.37,353.02,363.61,365.10,365.00,362.00,369.39,372.67,369.31,358.21,351.75,349.06,346.31,338.85,342.11,352.16,361.89,358.69,356.83,359.63,351.66,344.26,355.63,361.46,361.32,365.68,361.46,359.28,355.46,362.26,367.25,354.95,342.95,340.09,340.64,344.28,347.84,L7
2002-08-20 21:49:10+00:00,336.75,317.52,315.12,325.03,336.57,331.95,335.49,338.72,351.33,362.32,361.23,346.56,339.70,349.80,347.58,325.61,318.04,323.92,337.58,342.99,342.89,349.05,351.62,361.67,359.27,359.17,345.35,336.47,338.23,337.51,350.98,370.09,364.40,355.89,349.53,350.86,360.17,361.75,362.17,362.51,368.45,366.94,363.79,357.21,351.28,344.69,342.67,338.04,340.90,350.32,361.89,358.69,356.83,355.95,346.80,342.24,355.63,361.46,355.86,361.29,359.64,356.77,354.51,359.31,365.39,354.27,342.71,338.51,338.06,340.41,345.48,L7
2002-10-16 21:42:36+00:00,339.61,320.08,313.02,323.00,336.22,333.93,335.49,338.72,351.33,362.32,361.23,346.56,339.70,349.80,347.58,335.39,323.80,327.66,337.84,340.53,345.52,352.11,351.63,360.45,355.70,355.85,342.75,335.25,338.15,336.97,348.41,366.14,366.45,357.93,349.84,349.86,356.69,360.16,360.56,358.42,367.62,366.24,360.60,353.01,347.97,339.01,338.67,333.15,334.40,346.17,360.38,356.57,357.17,354.28,343.64,339.51,,,348.75,355.30,354.55,351.93,352.25,357.09,364.81,353.25,342.74,337.01,334.74,336.79,342.17,L7
2002-10-23 21:48:51+00:00,343.49,321.86,314.09,323.40,337.84,336.93,341.46,343.12,352.44,360.48,358.09,345.14,338.79,345.02,343.13,332.78,325.06,330.53,338.46,340.51,344.36,348.89,351.76,359.99,357.03,358.11,343.51,337.31,339.37,338.62,349.82,367.41,365.48,357.16,349.96,351.70,359.37,360.99,362.43,360.34,367.05,366.98,359.84,352.88,346.15,338.45,338.82,334.96,337.34,347.51,358.66,354.70,355.04,355.51,346.02,342.23,347.74,353.72,351.04,356.83,354.80,352.72,352.85,356.19,363.14,352.25,341.61,335.74,333.90,336.03,340.76,L7
2002-12-26 21:49:23+00:00,342.47,321.47,312.48,320.76,336.35,337.38,340.81,344.12,352.53,359.20,354.31,344.45,337.37,342.05,338.09,328.27,323.03,329.36,337.01,338.09,341.04,345.89,350.36,358.52,355.81,356.87,340.78,336.11,338.39,337.19,349.57,367.84,362.08,354.13,349.26,350.91,357.14,358.12,358.26,357.70,364.06,362.88,355.27,349.54,343.46,337.85,338.70,335.12,337.51,348.06,358.65,353.75,352.39,355.10,345.59,341.40,347.46,353.27,349.79,355.90,354.73,352.82,353.19,355.24,364.15,352.96,341.01,335.31,334.15,335.16,340.51,L7
2003-01-27 21:49:33+00:00,342.00,322.16,311.71,318.60,335.23,336.49,339.58,341.80,350.34,356.93,351.12,344.00,334.59,335.43,330.25,324.42,323.95,328.97,335.92,335.90,337.96,345.58,349.00,355.61,354.86,356.91,340.60,335.25,338.48,338.29,349.19,369.75,358.06,350.29,347.60,348.27,355.99,353.93,353.99,358.36,361.65,357.63,351.08,346.89,339.91,333.35,334.37,334.33,338.28,346.38,353.71,349.30,347.12,351.50,341.95,338.90,344.90,350.70,346.18,351.50,352.35,351.20,352.09,352.74,360.58,350.95,338.69,333.02,332.37,333.34,338.38,L7
2003-03-16 21:49:46+00:00,344.22,325.21,313.68,319.35,340.43,342.63,342.81,345.53,354.21,357.63,351.31,347.66,337.05,336.45,330.82,324.56,327.40,332.12,339.07,337.59,336.90,346.32,348.53,356.13,358.47,358.01,343.13,340.70,343.03,343.53,352.22,371.40,361.60,352.63,348.33,350.07,358.00,355.27,354.59,358.92,361.89,360.14,354.16,346.43,338.95,335.07,338.48,340.98,344.74,350.02,355.49,351.43,350.06,353.29,346.52,341.09,344.31,352.04,346.38,351.27,353.07,354.93,352.87,354.33,360.06,353.10,340.02,335.78,334.51,336.49,342.61,L7
2003-05-03 21:49:49+00:00,344.13,327.01,316.02,320.07,341.12,343.14,342.36,347.33,354.84,359.81,355.54,350.71,339.25,340.81,333.36,326.67,330.75,335.15,340.21,339.26,339.60,350.24,350.41,357.31,359.08,357.95,347.22,346.48,347.51,347.53,355.72,374.80,363.73,352.20,349.04,351.18,357.78,353.89,352.83,358.03,361.43,358.02,355.24,347.66,341.69,336.95,340.22,342.15,346.25,352.55,356.64,351.92,350.18,353.46,347.57,340.06,344.68,353.39,346.08,349.45,352.37,356.86,354.75,356.40,361.34,354.93,342.04,338.28,336.90,338.78,344.46,L7
2003-07-30 21:37:45+00:00,352.41,335.76,323.69,326.30,349.92,349.22,346.94,352.79,358.26,363.84,363.70,356.71,345.52,352.00,344.75,335.42,338.67,342.13,344.57,345.64,347.71,358.11,356.49,363.56,365.34,362.45,354.73,361.45,358.54,357.84,362.18,379.18,374.86,359.52,351.90,356.78,362.60,358.77,359.04,363.19,365.80,363.29,360.60,352.09,344.79,343.84,347.20,347.62,349.04,355.02,359.26,353.53,351.73,355.88,349.33,342.19,343.18,353.39,350.45,350.88,354.18,360.39,355.55,358.94,362.26,356.10,344.38,339.86,338.45,340.65,346.47,L5
2003-10-18 21:39:00+00:00,348.90,332.82,322.40,324.72,338.93,342.76,347.67,355.89,361.46,367.64,366.32,356.90,350.75,354.60,343.13,330.37,340.16,342.63,341.35,344.94,347.85,356.07,356.35,360.18,361.48,360.50,351.94,362.72,360.24,357.04,367.30,389.48,375.12,361.98,354.28,353.79,363.38,355.88,361.88,357.41,359.19,361.35,354.73,351.30,344.90,345.63,345.46,340.29,340.36,350.28,359.71,351.90,348.49,355.38,345.15,341.07,344.79,355.26,356.76,352.67,353.66,357.51,356.53,357.64,363.79,355.00,343.32,337.91,339.40,343.28,345.86,L5
2003-11-19 21:39:26+00:00,342.81,332.19,323.56,324.80,341.09,344.76,351.57,355.65,360.39,364.00,356.31,355.48,350.17,348.92,339.38,329.00,339.77,342.06,343.68,342.68,345.09,359.33,356.77,361.68,364.01,363.30,351.71,359.07,362.65,359.73,372.15,385.98,373.33,364.23,353.54,348.42,359.10,350.37,356.34,353.11,352.04,358.91,351.95,351.46,344.26,347.60,350.66,341.02,336.02,349.02,362.17,355.70,350.26,355.20,337.35,334.15,338.05,351.66,354.49,352.35,354.00,355.26,353.88,359.40,364.76,354.74,342.20,337.30,339.95,344.94,350.52,L5
2003-11-28 21:33:21+00:00,340.58,328.37,318.91,320.73,337.41,341.33,348.56,353.69,359.30,361.45,353.84,355.48,350.17,348.92,339.38,329.00,339.77,342.06,343.68,342.68,345.09,359.33,356.77,360.08,360.01,363.30,351.71,359.07,362.65,359.73,372.15,385.98,373.33,364.23,353.54,348.42,359.10,350.37,356.34,353.11,352.04,358.91,351.95,351.46,344.26,347.60,348.16,342.13,335.51,347.94,362.02,356.62,350.88,355.80,337.64,331.20,338.05,351.66,354.49,352.35,354.00,355.26,353.88,359.40,364.76,354.74,342.20,337.30,339.95,344.94,350.52,L5
2003-12-13 21:49:49+00:00,344.93,329.35,319.29,323.47,338.34,342.98,349.52,353.69,359.30,361.45,355.44,356.00,349.65,347.54,338.71,330.30,341.80,345.65,348.72,346.65,347.89,364.12,358.92,362.26,360.10,363.21,353.29,358.00,362.87,359.21,371.24,385.98,373.33,364.23,353.54,348.42,360.65,353.23,356.81,356.42,356.40,361.24,356.26,354.09,345.57,348.56,348.04,342.52,336.75,348.70,361.93,357.49,351.32,355.80,337.64,331.20,338.05,354.22,355.46,353.80,354.00,355.26,353.88,359.40,364.76,354.74,342.20,337.30,339.95,344.94,350.52,L7
2004-01-22 21:39:52+00:00,345.71,328.89,319.27,324.03,338.52,342.90,349.49,354.44,361.39,361.83,355.76,356.58,350.23,347.49,338.44,329.86,338.48,346.94,350.36,347.19,346.02,363.61,361.31,362.72,360.42,363.00,353.72,357.63,363.46,361.81,373.84,389.36,370.86,363.99,354.16,351.42,361.18,353.76,355.59,354.50,356.59,361.01,356.39,352.59,344.22,347.87,348.52,343.96,339.82,349.96,363.00,357.81,352.19,356.25,339.60,332.30,340.38,354.38,353.60,352.46,353.33,354.71,353.05,358.12,363.94,354.75,343.90,340.34,342.11,346.58,351.81,L5
2004-02-23 21:40:02+00:00,344.57,327.48,318.39,323.75,337.73,342.03,348.13,352.55,360.15,362.33,357.63,355.69,348.45,345.13,336.43,328.09,334.82,343.97,348.27,345.36,344.07,360.45,358.80,359.82,358.52,361.56,353.75,355.27,360.62,360.85,372.69,385.70,367.33,361.77,348.74,351.42,361.78,354.84,354.79,354.24,356.37,360.40,357.64,353.20,344.79,346.45,347.33,344.12,340.47,350.98,363.76,358.98,353.29,354.20,340.22,333.27,345.20,357.87,354.19,352.36,351.54,352.67,352.69,357.81,362.21,354.38,343.22,340.09,343.09,349.34,355.19,L5
2004-04-03 21:50:18+00:00,345.21,328.70,319.08,324.20,337.84,342.39,347.55,352.57,361.16,364.71,360.60,357.11,348.74,346.04,336.43,328.09,334.82,343.97,348.27,345.36,342.58,360.15,359.61,360.29,358.71,361.36,353.62,354.88,360.25,360.70,371.25,385.29,367.02,361.77,350.22,353.20,362.85,356.44,356.76,357.09,356.37,360.40,357.64,353.20,345.74,347.38,347.78,343.76,341.03,351.99,362.80,358.31,354.71,354.86,340.72,335.81,347.33,357.58,353.98,352.57,351.54,352.67,352.69,358.99,362.55,354.73,343.30,340.12,342.27,348.05,353.70,L7
2004-07-08 21:50:02+00:00,345.59,327.84,318.80,325.16,337.17,341.60,342.14,349.61,363.38,369.19,368.99,357.21,345.83,341.30,333.45,325.85,326.32,340.88,346.60,342.69,340.13,357.60,359.30,356.74,357.58,357.97,351.06,351.75,357.63,362.19,368.53,383.51,364.03,359.75,349.27,355.09,362.14,357.92,356.72,357.78,356.94,361.83,358.57,351.08,342.81,343.64,344.84,342.75,344.52,354.66,361.77,356.23,356.42,351.97,343.22,341.49,353.42,357.87,351.69,350.49,349.95,352.44,353.97,355.78,362.29,353.40,342.24,339.64,341.19,346.16,351.11,L7
2004-09-10 21:49:43+00:00,352.44,338.44,323.32,324.53,339.75,344.34,341.38,348.00,363.47,373.43,372.74,356.93,346.20,348.05,346.62,337.91,331.03,338.15,343.19,341.22,341.93,360.26,359.99,360.28,361.98,360.85,352.70,351.45,354.29,352.48,360.18,381.24,370.00,363.28,355.32,353.51,360.90,360.45,366.10,368.43,365.19,364.85,362.92,358.26,347.55,346.37,348.03,342.91,342.44,357.46,359.20,354.82,357.82,355.59,344.71,342.71,349.50,358.87,355.84,357.71,357.88,359.06,364.62,357.86,366.16,355.53,344.02,341.29,341.76,345.71,350.94,L7
2004-09-18 21:44:58+00:00,345.33,332.89,317.04,319.08,333.55,338.17,340.38,347.64,361.38,369.59,372.74,356.93,346.20,348.05,346.62,337.91,331.03,338.15,343.19,341.22,341.93,353.42,354.36,359.45,361.29,360.62,350.32,347.09,350.17,347.83,360.79,380.13,367.94,360.52,355.32,353.51,356.34,353.84,366.10,363.37,360.35,360.08,358.96,349.98,343.25,344.25,347.25,341.60,340.55,352.86,355.41,351.96,352.52,354.90,344.51,340.53,344.48,352.67,353.06,355.44,355.45,355.20,360.23,356.14,364.27,355.44,343.12,339.31,339.04,344.18,349.00,L5
2004-10-12 21:49:36+00:00,345.72,333.01,315.27,317.27,331.64,336.21,338.90,345.96,359.77,367.24,369.91,353.30,343.68,345.13,345.11,335.70,329.18,336.02,341.53,341.50,346.49,351.94,349.56,358.45,362.61,363.45,350.84,343.84,347.10,343.96,359.82,378.96,368.66,360.10,354.89,350.99,352.39,349.15,363.89,362.55,363.44,361.83,357.89,347.64,344.07,343.83,347.45,342.17,339.37,351.35,355.98,352.72,351.02,355.75,344.94,337.87,338.82,350.95,354.31,355.81,355.06,354.34,358.53,354.05,363.04,354.03,342.95,339.28,339.14,344.18,350.04,L7
2004-10-20 21:45:40+00:00,347.09,331.54,315.67,316.70,333.87,338.65,341.87,349.06,362.33,369.59,369.28,355.12,346.78,347.93,345.95,336.70,329.27,335.39,343.66,342.75,347.01,352.31,351.52,359.27,362.67,365.39,350.98,345.38,348.01,346.33,362.05,380.58,370.99,360.31,355.09,355.21,356.05,352.56,364.97,365.29,364.04,363.08,356.80,346.78,346.29,345.63,346.94,343.00,339.86,351.15,358.33,353.37,352.21,357.25,345.34,340.91,342.65,354.91,355.84,356.74,355.61,354.12,357.50,356.75,363.79,355.87,343.63,338.88,338.76,345.75,352.00,L5
2004-10-28 21:49:52+00:00,347.37,331.03,316.15,317.03,333.01,336.96,340.91,350.71,364.16,369.76,367.22,352.80,346.76,347.54,343.93,334.39,328.76,334.66,342.13,341.16,345.11,352.31,351.52,359.27,362.67,363.11,346.82,341.19,343.87,342.39,358.38,376.13,365.04,355.48,345.42,350.24,354.03,352.27,362.68,364.15,363.82,363.28,355.13,344.84,346.18,345.63,346.94,343.00,339.70,350.60,358.43,353.87,353.37,357.74,346.45,341.49,342.84,355.15,355.62,357.06,355.39,354.20,356.90,356.93,363.79,355.87,343.63,337.20,338.30,344.40,350.29,L7
2004-11-13 21:49:59+00:00,347.37,331.03,316.15,317.03,333.01,336.96,340.23,352.03,365.60,370.19,364.99,352.60,346.42,347.11,343.41,333.63,328.37,333.54,342.44,340.55,344.66,351.30,350.74,359.38,362.89,363.64,346.73,341.19,343.87,342.39,357.71,376.47,365.41,355.03,345.83,350.53,355.50,353.78,362.59,363.59,365.30,363.61,354.16,344.36,346.76,346.60,346.44,342.66,340.18,350.60,358.43,353.87,353.37,357.55,345.60,341.17,343.01,353.93,354.65,355.86,353.91,353.52,356.06,356.61,363.11,355.13,342.49,336.45,338.30,344.40,350.29,L7
2005-01-08 21:47:04+00:00,347.78,329.01,314.42,316.66,332.88,337.51,341.31,353.06,364.98,367.78,360.13,350.08,344.94,349.23,343.70,334.80,329.63,331.83,341.93,340.65,343.79,348.88,348.25,358.03,361.34,364.17,346.21,340.24,341.98,340.45,355.20,374.51,364.64,353.42,345.50,351.97,358.12,355.52,363.84,364.50,366.83,364.25,356.07,346.10,346.65,345.49,345.45,341.52,338.85,349.13,357.35,353.73,352.69,357.81,347.23,342.50,344.85,353.89,354.37,356.22,354.00,353.36,355.00,358.33,358.91,353.45,340.75,334.54,336.37,342.33,348.94,L5
2005-02-09 21:47:31+00:00,346.75,327.73,315.14,319.19,335.46,340.07,343.08,353.25,363.64,366.02,357.14,348.83,344.03,348.30,342.53,333.28,329.17,332.42,341.68,341.26,345.40,351.22,350.77,359.36,362.56,364.31,346.72,340.97,342.75,341.69,355.79,372.71,364.46,352.69,345.76,351.97,359.11,356.59,362.68,364.33,366.68,363.91,356.73,347.34,347.34,347.33,345.88,341.95,340.35,351.11,360.17,355.58,353.98,357.59,345.60,341.53,344.01,352.32,352.25,354.28,353.60,353.03,354.19,359.17,359.56,354.30,340.67,334.73,336.35,341.96,348.66,L5
