dates,nzd0106-0000,nzd0106-0001,nzd0106-0002,nzd0106-0003,nzd0106-0004,nzd0106-0005,nzd0106-0006,nzd0106-0007,nzd0106-0008,nzd0106-0009,nzd0106-0010,nzd0106-0011,nzd0106-0012,nzd0106-0013,nzd0106-0014,nzd0106-0015,nzd0106-0016,nzd0106-0017,nzd0106-0018,nzd0106-0019,nzd0106-0020,nzd0106-0021,nzd0106-0022,nzd0106-0023,nzd0106-0024,nzd0106-0025,nzd0106-0026,nzd0106-0027,nzd0106-0028,nzd0106-0029,nzd0106-0030,nzd0106-0031,nzd0106-0032,nzd0106-0033,nzd0106-0034,nzd0106-0035,nzd0106-0036,nzd0106-0037,nzd0106-0038,nzd0106-0039,nzd0106-0040,nzd0106-0041,nzd0106-0042,nzd0106-0043,nzd0106-0044,nzd0106-0045,nzd0106-0046,nzd0106-0047,nzd0106-0048,nzd0106-0049,nzd0106-0050,nzd0106-0051,nzd0106-0052,nzd0106-0053,nzd0106-0054,nzd0106-0055,nzd0106-0056,nzd0106-0057,nzd0106-0058,nzd0106-0059,nzd0106-0060,nzd0106-0061,nzd0106-0062,nzd0106-0063,nzd0106-0064,nzd0106-0065,nzd0106-0066,nzd0106-0067,nzd0106-0068,nzd0106-0069,nzd0106-0070,nzd0106-0071,nzd0106-0072,nzd0106-0073,nzd0106-0074,nzd0106-0075,nzd0106-0076,nzd0106-0077,nzd0106-0078,nzd0106-0079,nzd0106-0080,nzd0106-0081,nzd0106-0082,nzd0106-0083,nzd0106-0084,nzd0106-0085,nzd0106-0086,nzd0106-0087,nzd0106-0088,nzd0106-0089,nzd0106-0090,nzd0106-0091,nzd0106-0092,nzd0106-0093,nzd0106-0094,nzd0106-0095,nzd0106-0096,nzd0106-0097,nzd0106-0098,nzd0106-0099,nzd0106-0100,nzd0106-0101,nzd0106-0102,nzd0106-0103,nzd0106-0104,nzd0106-0105,nzd0106-0106,nzd0106-0107,nzd0106-0108,nzd0106-0109,nzd0106-0110,nzd0106-0111,nzd0106-0112,nzd0106-0113,nzd0106-0114,nzd0106-0115,nzd0106-0116,nzd0106-0117,nzd0106-0118,nzd0106-0119,nzd0106-0120,nzd0106-0121,nzd0106-0122,nzd0106-0123,nzd0106-0124,nzd0106-0125,satname
2002-07-17 22:00:08+00:00,549.78,454.92,401.79,383.02,376.87,363.07,352.85,349.77,343.23,337.28,337.32,339.12,346.82,350.22,348.21,352.14,356.19,359.24,360.78,358.29,354.51,354.18,352.62,350.51,353.26,351.68,352.01,355.32,359.80,356.85,363.60,368.84,368.31,368.65,367.54,368.84,368.51,370.68,368.40,368.74,369.53,369.10,369.79,374.14,375.24,377.49,375.69,378.26,377.85,377.73,376.11,375.19,374.17,381.81,382.78,369.25,371.05,368.47,361.58,359.12,360.40,357.60,351.79,354.22,357.60,363.12,367.20,369.79,366.69,370.72,371.58,369.56,374.24,377.36,377.08,379.62,382.12,374.65,363.36,361.27,362.68,364.20,368.85,366.70,366.43,374.11,378.86,375.93,372.51,366.30,372.56,370.84,367.71,369.22,379.51,378.37,376.87,374.10,371.22,372.65,368.23,369.90,372.26,373.82,377.77,382.64,382.38,385.47,382.91,382.57,379.36,376.47,372.64,376.97,380.59,375.49,371.13,369.30,372.29,370.93,365.81,370.69,378.12,386.62,392.28,395.96,L7
2002-08-18 21:59:57+00:00,,,,,,,344.58,341.84,334.68,328.63,337.87,334.85,342.67,346.49,341.18,348.21,351.17,352.81,356.12,353.94,350.67,349.88,345.49,343.59,348.69,344.14,344.91,349.31,351.92,349.44,358.49,359.15,359.03,358.04,360.43,361.89,361.63,359.45,357.34,358.87,363.29,356.45,357.74,366.39,366.02,371.44,370.34,371.06,368.77,369.55,364.51,362.16,361.39,354.83,354.29,355.71,357.63,358.26,353.57,349.38,354.07,349.50,343.62,348.14,350.52,355.97,358.52,364.57,362.60,366.83,368.74,366.78,369.01,368.54,365.77,368.51,374.60,368.38,354.51,354.40,360.17,356.80,362.74,362.71,356.19,370.55,374.39,364.43,366.13,359.65,356.22,370.31,363.63,363.48,375.00,373.88,372.25,372.89,369.38,371.08,360.02,366.12,375.25,378.18,381.76,384.96,381.27,376.97,374.57,375.77,375.00,371.24,370.19,375.29,375.33,369.37,368.31,366.38,369.60,370.60,359.07,368.88,377.82,384.77,383.93,372.80,L7
2002-09-19 21:59:35+00:00,,,,,,,344.58,341.84,334.68,336.75,337.32,334.94,341.62,347.25,343.50,347.47,352.64,352.48,354.82,354.21,350.82,350.25,346.37,344.67,349.75,346.11,347.21,350.90,352.05,350.32,359.16,359.52,359.67,359.95,360.75,362.12,361.81,360.66,358.93,359.32,363.62,357.13,358.73,367.68,363.42,371.12,370.20,371.99,369.79,370.71,367.15,362.21,361.69,358.35,356.98,357.62,358.13,357.16,354.05,349.77,356.25,349.59,344.81,348.60,352.01,356.86,360.41,365.70,362.66,366.35,367.05,366.80,370.16,370.39,366.63,367.88,373.25,367.34,353.77,354.36,360.97,355.26,361.60,361.95,359.97,371.95,373.12,364.65,366.71,359.95,356.96,365.76,364.94,364.37,373.16,371.87,371.46,372.17,368.82,370.89,362.00,367.21,375.00,377.81,381.01,382.96,379.06,374.47,372.78,374.53,373.83,370.10,370.07,374.82,375.01,369.49,368.33,368.02,370.02,367.55,359.46,368.23,369.71,368.65,375.15,368.62,L7
2002-11-06 21:59:41+00:00,,,,,,,,,334.08,339.64,340.17,334.91,340.84,347.04,344.01,349.84,353.24,353.68,354.14,352.44,350.34,349.88,345.05,347.10,349.09,349.32,350.96,353.00,353.17,353.51,358.45,358.53,359.48,362.46,361.70,362.45,363.08,359.84,359.17,359.24,361.19,357.60,358.98,364.45,363.66,368.04,368.92,370.51,368.40,369.57,366.88,361.44,360.54,359.88,355.78,357.30,356.17,356.30,355.00,350.35,356.98,348.29,347.05,348.89,352.06,357.33,362.44,366.85,362.98,366.11,367.92,369.78,372.98,372.64,369.79,370.48,372.39,368.19,354.96,355.48,361.53,358.62,362.55,363.99,362.27,374.24,374.69,365.03,370.04,365.19,359.13,364.54,367.13,368.60,376.12,373.65,372.31,371.41,371.86,373.72,364.59,367.93,376.85,380.66,384.36,385.66,381.00,374.81,372.08,373.88,372.41,367.90,369.66,375.73,375.12,369.40,370.57,370.78,372.39,372.32,359.85,367.57,361.60,352.53,366.37,364.45,L7
2002-11-22 21:59:57+00:00,518.11,460.31,434.02,427.47,388.98,370.53,367.24,353.81,348.86,348.17,348.70,340.20,344.57,351.22,348.73,356.47,357.92,359.92,358.53,356.53,356.27,353.52,350.00,351.09,352.42,353.09,356.32,357.22,358.09,360.27,362.91,362.98,363.98,366.07,366.20,366.09,367.06,364.00,364.74,363.28,365.38,362.52,363.75,368.61,368.08,371.89,371.85,374.39,372.22,374.17,371.98,367.71,366.02,367.14,362.43,361.63,360.03,360.88,358.73,353.96,360.92,351.84,351.13,354.45,356.61,363.69,367.06,372.81,367.72,369.89,370.96,369.78,372.98,372.64,369.79,370.48,372.39,368.19,354.96,355.48,361.53,358.62,362.55,363.99,362.27,374.24,374.69,365.03,370.04,365.19,363.80,369.01,370.98,374.46,379.29,376.18,373.33,374.89,378.21,380.16,372.01,373.27,380.56,384.00,387.36,388.27,384.83,379.40,376.73,377.37,374.09,370.43,372.12,378.43,378.62,372.88,375.00,375.65,377.18,379.24,378.07,379.97,374.49,367.46,377.50,375.75,L7
2003-01-25 22:00:18+00:00,518.11,460.31,434.02,408.44,388.98,370.53,360.61,346.85,345.49,347.90,349.57,342.25,343.49,351.98,350.54,356.91,357.97,359.42,357.23,356.50,356.21,353.82,349.28,351.58,351.49,354.19,357.30,354.88,357.75,361.79,363.01,362.83,364.38,365.53,367.97,365.67,367.60,364.99,365.20,364.45,365.52,362.96,364.89,368.95,369.27,371.29,372.63,374.73,372.88,374.90,373.15,368.12,366.30,367.14,362.43,362.40,360.41,360.51,358.58,354.72,360.86,352.54,352.33,355.51,357.89,364.66,367.59,373.47,368.12,369.08,368.70,369.53,373.37,371.96,367.55,368.00,368.73,365.34,356.17,355.97,362.83,357.98,358.97,365.00,362.97,372.84,371.38,364.70,368.76,361.42,362.85,367.93,370.04,376.75,377.86,373.83,371.42,373.07,377.96,380.59,374.10,375.04,382.63,385.93,388.04,386.65,384.22,377.55,375.30,374.04,372.12,369.93,372.27,379.90,380.67,373.96,376.23,375.47,374.60,377.07,377.43,375.93,373.90,371.38,378.76,374.25,L7
2003-08-05 22:00:11+00:00,,,,,,,,338.01,344.34,342.19,336.45,342.61,348.96,357.15,356.69,,,,357.12,359.24,356.78,355.42,352.48,351.85,351.68,351.20,356.18,363.49,,,363.89,368.44,370.30,369.97,376.60,374.27,368.01,363.31,361.56,365.79,,,376.30,370.95,373.89,375.97,370.97,380.49,375.79,379.82,375.38,375.31,373.81,,,374.65,362.33,367.31,362.73,359.86,361.47,358.21,352.47,359.15,360.83,366.02,,,378.30,373.08,377.97,373.31,371.02,376.70,378.22,374.70,369.65,363.00,359.40,,,,375.60,369.72,372.74,379.59,384.99,373.76,372.22,372.60,366.47,368.70,372.69,,,382.44,373.82,374.26,373.36,373.01,375.76,381.26,381.84,386.28,386.68,385.81,384.37,,,386.98,376.22,373.87,371.79,375.89,381.13,374.08,367.93,371.24,373.28,375.58,381.82,,,,,,L7
2003-08-13 21:48:45+00:00,,,396.50,395.02,372.09,350.64,343.35,335.14,339.33,338.02,333.28,341.87,348.67,354.13,353.69,352.79,352.86,347.92,353.40,353.23,353.11,350.66,349.23,352.63,351.99,353.47,354.95,358.77,358.37,358.82,358.27,363.38,365.43,364.63,367.63,367.72,369.15,366.47,363.60,364.15,367.52,365.63,368.66,364.22,368.67,369.48,371.00,373.79,376.69,378.17,375.42,373.30,373.85,373.00,357.22,365.36,355.89,360.31,357.25,355.67,357.16,355.96,353.37,356.44,361.69,366.36,369.55,366.88,371.00,366.76,370.98,368.18,366.74,372.89,378.88,378.26,370.12,361.55,359.71,359.77,357.74,365.20,366.53,365.39,368.12,374.79,379.76,375.79,376.38,374.50,369.58,369.95,370.72,369.25,376.81,376.34,370.38,371.51,372.20,371.97,375.52,380.37,380.54,383.74,384.53,384.13,383.41,375.94,370.13,375.94,368.65,367.10,365.31,371.82,375.80,372.05,370.48,372.89,374.55,375.85,380.76,375.03,370.92,371.69,375.51,367.38,L5
2003-11-17 21:50:09+00:00,,,396.50,395.02,372.09,350.64,343.35,346.35,345.72,343.71,343.19,349.28,355.69,354.76,353.69,352.79,352.86,347.92,353.40,353.23,353.11,350.66,349.23,352.63,351.99,353.47,354.95,358.77,358.47,359.76,359.63,370.17,373.10,372.87,374.91,374.53,376.21,371.18,364.94,365.32,367.63,367.09,369.32,367.74,377.90,378.67,378.89,381.90,383.64,383.59,376.05,374.43,374.16,372.69,362.67,364.98,363.95,367.58,366.63,365.27,365.10,364.33,361.74,357.92,360.83,367.12,370.86,370.85,371.96,375.42,378.50,375.50,376.90,381.21,383.53,383.18,372.63,362.34,361.47,364.25,365.86,369.66,372.63,374.94,376.81,382.15,387.60,384.50,382.82,374.09,369.00,369.82,370.60,370.44,378.19,377.38,380.06,379.54,379.77,379.27,381.60,385.12,386.17,383.92,385.30,385.23,383.68,379.11,374.53,376.37,376.32,375.97,375.66,381.02,382.80,377.95,375.29,372.36,374.20,374.09,377.58,371.48,370.92,371.69,375.51,367.38,L5
2003-12-03 21:50:19+00:00,,,396.50,395.02,372.09,360.08,360.10,355.37,350.42,350.27,348.58,353.24,356.20,355.38,354.88,356.21,355.71,355.79,361.38,363.62,362.49,361.77,357.37,360.54,360.56,355.95,357.78,362.75,360.54,360.11,363.18,374.58,377.05,377.03,378.44,379.82,380.00,371.26,366.31,368.16,370.53,369.63,371.91,375.86,384.25,384.97,385.51,387.73,388.25,387.19,380.16,377.06,379.02,374.26,368.40,368.53,372.27,372.38,372.35,373.00,371.59,370.71,363.17,359.50,362.34,367.44,371.43,373.68,376.78,382.49,384.06,382.39,383.32,386.36,386.52,382.87,377.51,367.16,365.60,368.13,370.66,373.34,379.56,380.14,380.80,387.35,393.48,388.85,385.25,374.65,370.31,370.70,371.94,376.60,383.59,384.92,385.44,387.31,387.30,386.86,388.77,391.47,390.06,388.58,390.27,389.64,387.47,383.72,378.33,380.45,380.66,380.94,380.13,385.75,386.87,382.42,377.19,373.35,374.12,373.44,376.38,371.19,372.08,378.46,383.50,392.60,L5
2004-05-03 22:00:59+00:00,,,,,,369.52,376.84,375.61,361.51,352.52,351.45,354.00,363.72,356.64,350.74,354.19,353.53,360.19,365.67,370.20,365.69,367.56,358.81,361.02,377.72,360.91,355.88,361.45,357.91,358.21,364.15,375.90,378.03,381.31,378.84,381.83,380.32,376.06,369.02,366.55,367.19,366.46,371.01,379.12,386.88,388.02,388.44,388.16,388.35,396.21,384.91,380.83,376.21,374.89,373.99,366.62,377.59,374.79,376.16,376.14,374.20,372.42,372.96,362.56,362.99,364.65,367.53,373.30,375.83,387.12,386.10,385.71,388.46,388.90,384.07,387.49,384.89,372.77,366.44,366.60,371.29,370.11,381.34,382.74,384.81,388.75,395.26,390.02,383.82,374.79,371.03,371.46,373.15,380.27,386.98,393.50,400.49,403.12,402.39,401.74,402.03,402.57,399.57,393.42,396.02,395.14,391.52,387.61,382.44,384.97,392.67,394.79,394.95,399.68,397.94,392.78,383.90,373.82,373.70,371.03,372.00,369.27,373.24,385.23,391.50,417.82,L7
2004-07-06 22:00:48+00:00,,,,,,,,,,332.50,326.58,332.76,359.21,367.54,355.88,357.63,356.36,364.98,363.10,362.47,350.13,351.14,355.88,354.22,362.37,367.02,355.46,357.05,359.92,365.19,363.69,356.14,356.73,365.07,358.02,361.64,359.26,,,355.29,357.52,356.12,362.68,362.35,361.02,363.15,365.28,361.15,365.41,,,,360.22,,,356.44,355.46,355.49,353.58,347.73,350.55,353.97,363.50,365.96,370.24,369.89,368.76,377.69,371.49,371.89,371.64,363.92,365.57,376.91,376.96,390.46,380.68,381.74,366.56,365.36,367.48,367.94,366.80,358.42,367.50,366.45,371.39,366.25,363.19,,,,,,,,,,,,,384.75,386.68,388.11,389.86,390.76,389.54,388.07,385.82,385.95,383.35,375.17,379.21,,,388.65,390.47,374.89,378.48,382.87,,,,,,,L7
2004-07-30 21:54:28+00:00,,450.20,338.96,379.35,,373.93,370.74,363.26,353.41,341.45,334.00,337.69,355.39,360.61,355.92,357.41,360.65,366.22,366.80,363.85,356.89,359.76,355.71,354.23,357.05,359.15,355.89,357.93,361.76,365.27,367.27,364.02,367.96,371.51,365.41,368.48,362.13,364.25,364.78,359.39,365.17,366.64,371.21,371.48,372.72,374.36,376.11,369.44,371.30,374.76,377.88,371.55,365.10,380.58,375.91,367.94,367.00,365.05,363.15,358.12,356.00,356.01,360.12,363.92,366.34,369.71,371.67,377.75,377.16,375.10,374.35,372.64,371.85,377.82,376.85,385.35,381.01,377.69,368.04,370.15,369.55,370.74,373.42,368.30,375.57,378.80,382.12,379.21,370.99,382.24,377.24,375.18,375.50,378.33,385.97,387.57,385.37,380.61,386.53,390.19,383.87,383.38,385.57,389.89,392.62,393.38,393.62,392.74,391.76,391.84,388.43,383.05,385.33,387.92,384.38,385.37,384.87,376.63,378.13,379.48,382.26,385.81,388.43,395.00,386.61,378.02,L5
