dates,satname,nzd0106-0000,nzd0106-0001,nzd0106-0002,nzd0106-0003,nzd0106-0004,nzd0106-0005,nzd0106-0006,nzd0106-0007,nzd0106-0008,nzd0106-0009,nzd0106-0010,nzd0106-0011,nzd0106-0012,nzd0106-0013,nzd0106-0014,nzd0106-0015,nzd0106-0016,nzd0106-0017,nzd0106-0018,nzd0106-0019,nzd0106-0020,nzd0106-0021,nzd0106-0022,nzd0106-0023,nzd0106-0024,nzd0106-0025,nzd0106-0026,nzd0106-0027,nzd0106-0028,nzd0106-0029,nzd0106-0030,nzd0106-0031,nzd0106-0032,nzd0106-0033,nzd0106-0034,nzd0106-0035,nzd0106-0036,nzd0106-0037,nzd0106-0038,nzd0106-0039,nzd0106-0040,nzd0106-0041,nzd0106-0042,nzd0106-0043,nzd0106-0044,nzd0106-0045,nzd0106-0046,nzd0106-0047,nzd0106-0048,nzd0106-0049,nzd0106-0050,nzd0106-0051,nzd0106-0052,nzd0106-0053,nzd0106-0054,nzd0106-0055,nzd0106-0056,nzd0106-0057,nzd0106-0058,nzd0106-0059,nzd0106-0060,nzd0106-0061,nzd0106-0062,nzd0106-0063,nzd0106-0064,nzd0106-0065,nzd0106-0066,nzd0106-0067,nzd0106-0068,nzd0106-0069,nzd0106-0070,nzd0106-0071,nzd0106-0072,nzd0106-0073,nzd0106-0074,nzd0106-0075,nzd0106-0076,nzd0106-0077,nzd0106-0078,nzd0106-0079,nzd0106-0080,nzd0106-0081,nzd0106-0082,nzd0106-0083,nzd0106-0084,nzd0106-0085,nzd0106-0086,nzd0106-0087,nzd0106-0088,nzd0106-0089,nzd0106-0090,nzd0106-0091,nzd0106-0092,nzd0106-0093,nzd0106-0094,nzd0106-0095,nzd0106-0096,nzd0106-0097,nzd0106-0098,nzd0106-0099,nzd0106-0100,nzd0106-0101,nzd0106-0102,nzd0106-0103,nzd0106-0104,nzd0106-0105,nzd0106-0106,nzd0106-0107,nzd0106-0108,nzd0106-0109,nzd0106-0110,nzd0106-0111,nzd0106-0112,nzd0106-0113,nzd0106-0114,nzd0106-0115,nzd0106-0116,nzd0106-0117,nzd0106-0118,nzd0106-0119,nzd0106-0120,nzd0106-0121,nzd0106-0122,nzd0106-0123,nzd0106-0124,nzd0106-0125
2002-07-17 22:00:08+00:00,L7,,,,,,,,,,,,345.43,359.74,359.30,351.94,363.65,363.54,368.34,370.43,363.25,360.59,358.28,357.31,354.09,359.28,353.73,356.99,357.98,365.85,362.20,367.41,368.48,364.69,370.36,366.41,372.48,369.83,365.51,365.67,364.71,370.27,368.21,368.32,372.84,373.68,378.37,373.63,378.37,374.91,376.54,372.63,371.40,370.22,,,363.10,366.06,367.95,362.99,356.25,361.00,357.35,353.49,354.38,359.46,365.45,367.77,373.18,367.63,375.35,378.85,375.95,380.61,382.51,384.05,384.45,380.36,379.73,362.68,361.80,365.72,371.60,379.15,372.11,371.17,379.70,385.75,376.65,377.85,382.73,377.34,376.13,375.81,376.06,391.54,389.58,386.64,381.83,379.45,380.98,378.06,380.91,378.71,382.15,388.67,401.35,398.40,397.31,389.55,394.77,389.33,382.71,382.06,383.50,385.23,381.99,379.46,378.07,384.05,388.51,,,,,,
2002-08-18 21:59:57+00:00,L7,,,,,,,,,,,359.10,347.37,351.46,361.26,354.14,,,,,,,363.28,356.49,355.37,359.81,359.57,362.50,366.80,365.97,369.11,371.09,369.86,375.23,370.11,377.74,374.30,373.26,373.22,370.64,372.85,373.31,366.34,368.80,375.82,378.20,382.80,385.35,383.57,382.47,382.40,376.23,372.76,372.39,372.23,368.79,366.62,365.08,368.40,361.41,362.23,368.99,356.38,354.84,360.27,364.13,368.67,371.45,379.34,372.18,376.14,382.30,381.80,380.81,374.75,371.52,379.16,384.11,382.95,367.22,364.98,377.14,372.78,371.60,378.71,356.72,336.98,337.47,367.67,382.35,377.34,358.90,,,,,100.95,119.56,86.40,,,360.00,374.85,397.38,402.45,404.38,399.34,392.92,377.48,379.31,379.43,382.79,377.31,382.61,388.33,384.79,374.30,,,,,,,,,,
2002-09-19 21:59:35+00:00,L7,,,,,,,,,,351.20,343.14,342.13,344.80,356.43,357.37,353.59,363.18,358.74,359.13,361.65,358.73,357.70,356.60,354.82,359.25,359.60,361.71,361.99,360.05,362.49,367.02,366.47,367.93,371.99,367.56,368.26,368.51,369.41,369.03,366.55,369.72,365.38,367.62,375.31,364.53,376.34,375.78,380.18,378.14,379.34,378.75,368.62,368.62,369.46,365.99,367.29,364.19,361.28,360.92,356.81,368.62,353.64,354.71,355.82,364.08,367.13,373.65,376.70,367.91,369.99,367.82,373.21,379.97,381.36,376.13,374.45,372.98,370.54,357.88,359.68,368.41,359.10,363.26,366.59,377.18,380.61,377.48,372.23,376.89,369.30,366.03,368.12,373.00,373.05,375.80,372.92,373.51,374.74,373.55,375.94,374.25,376.32,379.31,381.75,383.85,382.01,377.87,372.01,372.18,374.79,374.33,370.47,374.81,378.85,379.92,374.92,373.81,376.74,376.29,367.78,366.18,373.90,367.93,357.96,373.28,372.89
2002-11-06 21:59:41+00:00,L7,,,,,,,,,315.90,317.75,322.83,315.09,316.83,321.55,322.95,326.29,326.99,328.50,327.42,326.98,325.69,329.76,321.20,334.49,327.52,335.79,334.05,334.73,332.23,334.51,337.05,338.07,339.57,346.88,343.88,342.89,350.22,340.72,341.72,342.35,339.60,340.85,341.55,341.43,347.71,343.41,349.69,349.41,347.58,349.49,349.38,342.49,340.41,342.95,336.72,340.95,336.94,337.06,342.81,334.89,338.06,331.51,334.63,333.88,331.95,339.47,348.27,349.57,351.80,350.56,351.49,357.66,360.04,360.09,357.83,356.53,357.80,349.05,341.55,343.61,342.46,343.64,343.81,348.93,352.79,357.80,355.38,353.94,355.72,344.03,345.66,343.92,348.30,351.25,356.00,354.46,353.94,354.50,357.96,359.94,355.52,348.40,359.61,363.91,368.16,367.53,362.97,360.03,354.40,352.52,349.18,346.82,346.76,360.38,359.29,353.99,354.15,353.24,352.53,,,,,,,
2002-11-22 21:59:57+00:00,L7,432.11,402.98,391.02,393.07,367.48,354.89,351.60,340.58,347.99,350.90,358.63,345.70,345.19,352.29,351.98,359.16,354.77,363.00,356.06,353.15,356.88,353.74,352.62,351.39,351.39,350.96,360.57,359.77,360.54,365.79,367.50,367.55,367.62,366.18,370.96,368.38,368.63,366.28,371.39,365.12,369.84,366.53,367.17,373.77,371.42,374.07,370.33,375.57,373.17,378.22,378.07,378.45,373.61,371.72,368.05,365.73,364.02,364.85,361.39,355.15,363.49,357.44,353.13,363.45,357.65,371.94,368.35,379.45,375.24,373.56,369.87,,,,,,,,,,,,,,,,,,,,365.27,366.78,370.21,376.40,374.47,372.30,368.18,376.29,384.06,387.20,387.36,381.41,383.92,385.88,387.86,387.24,387.82,386.31,384.58,382.28,371.75,371.95,370.50,376.92,379.39,375.34,375.99,377.97,379.28,378.77,381.96,378.04,373.05,370.10,372.99,367.94
2003-01-25 22:00:18+00:00,L7,432.37,424.48,383.24,392.60,,,355.42,341.12,340.20,348.42,354.52,351.32,350.31,358.73,356.61,360.61,358.95,361.98,360.83,358.74,355.55,355.78,348.90,352.20,350.63,354.42,357.09,342.25,,,,,362.72,363.63,371.57,366.94,368.55,366.46,363.58,366.56,367.56,366.05,369.69,371.35,375.63,371.70,,,,,,,,,,363.26,364.75,362.12,358.80,356.35,357.01,358.41,355.50,355.99,361.04,365.49,365.65,371.68,366.43,368.11,363.88,370.94,378.16,376.36,370.74,369.19,363.33,364.33,363.52,360.31,367.72,363.72,361.63,371.77,370.27,371.82,371.45,370.95,367.42,362.35,367.79,367.43,368.64,380.84,381.84,376.98,376.72,372.03,374.75,379.28,384.52,386.09,385.86,388.58,388.88,390.06,391.94,384.85,379.40,375.59,376.98,377.80,379.59,387.44,391.83,384.21,380.95,373.92,370.30,377.99,377.49,369.18,374.04,380.36,382.73,373.02
2003-08-05 22:00:11+00:00,L7,,,,,,,,341.24,348.16,345.69,340.27,346.43,352.46,360.97,360.51,,,,360.94,363.06,360.98,358.92,356.68,355.67,355.18,355.40,360.38,366.99,,,367.12,371.67,373.80,373.47,379.83,377.27,371.51,366.81,365.38,369.29,,,380.12,373.75,377.39,379.20,374.20,383.99,379.29,383.32,378.88,378.81,377.31,,,377.88,365.13,370.81,365.73,363.09,364.70,360.31,355.97,362.38,365.03,370.22,,,381.10,375.88,381.20,376.81,374.52,379.70,382.04,379.37,371.75,366.50,362.90,,,,378.40,373.54,375.97,382.82,388.81,377.58,376.89,377.27,370.67,372.52,375.69,,,385.24,375.82,376.47,376.59,376.01,379.26,384.49,384.64,389.08,389.48,388.61,387.37,,,389.19,378.43,375.97,374.59,378.89,384.36,376.88,370.93,374.24,376.28,379.08,385.32,,,,,
2003-08-13 21:48:45+00:00,L5,366.72,370.74,365.00,369.82,356.34,339.19,331.90,322.58,322.87,323.35,318.66,329.67,337.89,339.66,339.24,340.19,340.26,336.47,338.23,335.77,336.83,335.40,333.38,341.96,341.79,343.14,341.12,343.56,345.77,343.07,342.97,348.64,350.05,348.79,348.98,352.16,359.79,359.12,354.19,352.01,358.52,354.18,349.57,349.08,352.96,353.29,361.33,356.59,367.08,366.03,364.96,360.79,363.38,360.40,346.72,346.37,341.05,342.82,342.77,341.78,343.16,347.41,343.77,344.04,349.96,354.10,356.95,354.28,355.29,352.04,354.29,352.55,351.95,360.08,368.08,367.82,364.29,349.60,349.53,350.77,349.34,351.20,349.06,349.61,353.81,360.31,363.09,366.38,366.53,362.41,360.09,359.75,359.74,357.80,366.31,361.83,360.95,362.13,361.35,361.93,364.78,369.78,370.85,372.79,373.98,374.06,373.45,367.54,362.26,358.27,354.46,354.02,350.42,358.75,360.78,361.63,364.02,365.54,366.83,365.62,369.21,364.53,360.42,362.69,364.06,353.38
2003-11-17 21:50:09+00:00,L5,,,,,,,,371.69,361.94,358.27,366.46,367.55,372.89,359.47,,,,,,,,,,,,,,,362.37,365.45,365.27,386.65,391.62,392.51,392.39,390.87,393.49,383.79,371.08,370.84,370.46,372.00,374.08,377.33,399.52,399.98,397.61,401.30,400.71,397.58,380.47,379.87,377.97,376.19,371.28,367.14,382.61,385.29,388.11,387.41,383.89,382.98,381.65,363.80,362.91,372.45,375.96,378.61,376.42,395.27,396.46,393.30,400.39,400.57,396.29,397.23,379.55,367.09,368.15,371.44,376.50,378.34,387.36,397.49,397.12,399.79,406.73,405.35,399.94,377.49,371.63,373.01,373.09,375.07,382.73,381.99,401.21,397.59,397.83,396.57,396.93,397.54,399.96,386.82,389.37,389.96,386.92,384.80,381.31,379.24,393.64,395.62,398.89,402.14,399.72,392.28,387.63,374.01,376.21,373.73,374.37,371.09,,,,
2003-12-03 21:50:19+00:00,L5,637.67,598.91,529.88,496.35,,380.97,388.29,392.13,375.98,380.45,376.21,376.59,368.22,368.71,368.70,372.22,371.16,375.11,388.79,395.85,393.85,394.49,386.24,387.82,388.22,373.51,376.03,381.19,377.27,376.56,383.50,397.52,399.41,400.03,398.71,404.70,401.88,382.00,381.86,387.18,385.31,386.17,391.16,408.61,413.78,413.55,415.05,415.71,412.59,408.50,403.01,395.46,404.11,390.00,390.36,388.89,405.63,397.27,398.51,405.88,400.76,396.13,377.94,373.92,379.47,381.00,385.17,391.94,399.63,412.08,410.42,413.58,413.08,410.80,406.93,395.96,398.44,392.12,388.47,384.89,388.67,394.71,408.76,407.21,402.43,412.61,422.55,413.35,406.55,390.32,386.83,384.81,384.93,400.38,404.89,415.94,407.57,417.28,419.57,418.62,420.80,420.21,410.10,410.95,413.60,411.25,407.84,401.34,393.80,399.33,400.33,402.17,401.94,408.92,408.77,404.21,391.88,385.33,382.89,382.00,383.29,381.13,383.74,394.23,402.95,431.82
2004-05-03 22:00:59+00:00,L7,,,,,,,,,,338.17,332.76,338.94,,,350.41,355.57,355.30,362.89,360.19,362.18,356.93,356.81,350.77,351.85,,,355.14,357.88,357.30,361.63,361.52,361.37,362.40,370.74,363.25,366.50,364.93,,,360.96,362.38,362.30,368.86,366.88,366.69,368.38,370.51,366.82,371.08,,,,365.89,,,361.67,359.99,361.16,358.44,352.96,355.78,349.76,,,,363.71,364.66,372.55,366.91,369.47,369.26,369.59,371.24,371.89,370.08,,,,362.05,360.03,364.16,363.05,363.36,364.60,372.73,371.68,377.57,372.43,370.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-07-06 22:00:48+00:00,L7,,,,,,,,,,,,,346.21,353.36,353.34,350.89,348.62,359.06,358.01,354.76,,,352.19,348.58,349.37,351.42,346.99,348.90,353.74,357.76,359.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,353.78,350.50,353.96,354.64,367.27,364.06,374.03,370.19,368.45,367.25,,,375.65,375.84,373.13,372.88,368.74,363.75,364.40,364.92,363.06,364.38,,,,,,,,,,,,,,,,,,,372.75,376.28,377.71,379.46,380.36,378.40,377.67,376.07,377.74,375.14,367.37,368.81,,,378.25,379.33,363.75,367.34,369.87,,,,,,
2004-07-30 21:54:28+00:00,L5,608.28,480.20,361.46,397.35,,382.11,378.92,370.18,361.59,357.90,349.59,350.80,359.08,361.85,364.19,365.98,378.22,376.90,382.38,374.78,372.66,375.89,364.38,362.43,359.23,360.29,365.74,367.18,374.43,376.68,381.35,378.82,386.69,385.45,379.73,381.75,372.50,371.75,372.96,370.99,379.26,385.34,387.91,386.60,391.92,392.49,393.86,385.23,384.69,382.26,385.38,379.05,377.47,389.58,383.41,386.36,384.54,382.11,379.15,375.42,368.37,364.60,364.24,368.80,371.43,378.36,386.50,386.88,394.50,387.50,386.69,388.87,385.62,386.08,384.82,390.24,385.85,381.13,378.49,386.17,379.70,386.33,392.64,386.35,390.56,398.07,401.02,400.35,388.78,392.24,386.24,383.36,381.93,386.51,393.47,393.57,389.66,385.35,393.45,396.62,391.37,388.92,390.46,397.68,401.37,401.99,404.14,403.40,403.34,402.46,398.25,395.43,397.46,394.35,391.30,388.09,385.70,384.80,384.22,383.59,389.76,393.31,395.93,401.43,394.79,388.02
2004-10-18 21:56:23+00:00,L5,,,,,,,,,345.74,345.04,355.15,351.97,358.62,365.72,365.72,365.30,359.57,364.05,361.48,359.50,359.15,361.29,371.84,369.33,372.91,366.29,372.13,370.57,363.92,361.04,365.60,366.64,367.89,371.62,386.11,382.03,379.64,379.84,381.11,378.16,369.18,370.74,375.06,374.49,379.03,378.49,390.47,391.57,393.06,388.40,388.60,387.46,381.98,374.87,369.90,374.78,369.32,368.39,366.96,385.76,374.14,365.98,369.97,373.63,373.58,372.31,373.38,379.28,376.85,373.08,376.33,376.62,382.53,385.87,386.93,386.63,384.73,378.24,370.21,367.60,371.21,372.17,368.50,369.41,374.31,389.86,393.10,392.59,385.72,382.03,383.51,379.16,369.92,372.63,387.13,379.26,372.58,373.79,385.92,391.17,392.59,384.58,388.48,394.69,396.26,397.92,388.68,393.39,392.92,384.53,379.92,374.79,374.30,389.81,396.18,387.37,384.72,384.34,385.57,380.63,375.30,380.59,379.66,373.14,371.25,367.38
