dates,nzd0106-0000,nzd0106-0001,nzd0106-0002,nzd0106-0003,nzd0106-0004,nzd0106-0005,nzd0106-0006,nzd0106-0007,nzd0106-0008,nzd0106-0009,nzd0106-0010,nzd0106-0011,nzd0106-0012,nzd0106-0013,nzd0106-0014,nzd0106-0015,nzd0106-0016,nzd0106-0017,nzd0106-0018,nzd0106-0019,nzd0106-0020,nzd0106-0021,nzd0106-0022,nzd0106-0023,nzd0106-0024,nzd0106-0025,nzd0106-0026,nzd0106-0027,nzd0106-0028,nzd0106-0029,nzd0106-0030,nzd0106-0031,nzd0106-0032,nzd0106-0033,nzd0106-0034,nzd0106-0035,nzd0106-0036,nzd0106-0037,nzd0106-0038,nzd0106-0039,nzd0106-0040,nzd0106-0041,nzd0106-0042,nzd0106-0043,nzd0106-0044,nzd0106-0045,nzd0106-0046,nzd0106-0047,nzd0106-0048,nzd0106-0049,nzd0106-0050,nzd0106-0051,nzd0106-0052,nzd0106-0053,nzd0106-0054,nzd0106-0055,nzd0106-0056,nzd0106-0057,nzd0106-0058,nzd0106-0059,nzd0106-0060,nzd0106-0061,nzd0106-0062,nzd0106-0063,nzd0106-0064,nzd0106-0065,nzd0106-0066,nzd0106-0067,nzd0106-0068,nzd0106-0069,nzd0106-0070,nzd0106-0071,nzd0106-0072,nzd0106-0073,nzd0106-0074,nzd0106-0075,nzd0106-0076,nzd0106-0077,nzd0106-0078,nzd0106-0079,nzd0106-0080,nzd0106-0081,nzd0106-0082,nzd0106-0083,nzd0106-0084,nzd0106-0085,nzd0106-0086,nzd0106-0087,nzd0106-0088,nzd0106-0089,nzd0106-0090,nzd0106-0091,nzd0106-0092,nzd0106-0093,nzd0106-0094,nzd0106-0095,nzd0106-0096,nzd0106-0097,nzd0106-0098,nzd0106-0099,nzd0106-0100,nzd0106-0101,nzd0106-0102,nzd0106-0103,nzd0106-0104,nzd0106-0105,nzd0106-0106,nzd0106-0107,nzd0106-0108,nzd0106-0109,nzd0106-0110,nzd0106-0111,nzd0106-0112,nzd0106-0113,nzd0106-0114,nzd0106-0115,nzd0106-0116,nzd0106-0117,nzd0106-0118,nzd0106-0119,nzd0106-0120,nzd0106-0121,nzd0106-0122,nzd0106-0123,nzd0106-0124,nzd0106-0125,satname
2002-07-17 22:00:08+00:00,,,,,,,,,,,,339.61,353.92,352.90,344.83,356.12,355.54,361.23,362.90,355.25,352.59,352.46,350.20,346.98,352.17,346.62,349.88,350.87,359.45,355.80,362.08,362.66,358.29,364.54,360.84,367.15,364.91,359.94,359.27,359.14,365.35,361.81,362.50,367.51,367.86,371.26,364.49,372.55,369.09,368.54,367.30,365.58,363.11,,,357.77,358.95,362.62,357.66,350.68,355.18,352.43,348.16,348.56,353.64,358.34,361.37,367.85,362.71,368.24,371.74,370.13,376.04,376.69,377.65,376.45,372.36,371.73,355.57,355.40,359.32,365.20,372.75,365.71,364.06,372.59,378.64,370.83,371.45,375.62,369.34,369.73,369.41,369.66,385.72,384.25,380.82,375.43,373.05,374.58,371.66,375.09,373.38,376.82,382.85,394.24,392.00,390.91,383.15,389.44,383.51,375.60,374.95,376.39,379.41,376.66,373.64,372.25,378.72,382.69,,,,,,,L7
2002-08-18 21:59:57+00:00,,,,,,,,,,,342.53,331.55,335.64,343.86,334.81,,,,,,,347.46,337.16,336.04,340.48,340.24,343.17,347.47,348.57,351.71,356.59,354.04,357.83,354.29,362.61,359.80,359.88,358.09,353.24,357.72,359.93,348.94,352.98,361.32,362.38,363.47,360.49,367.75,366.65,360.65,361.73,356.94,353.06,354.83,351.39,352.12,345.75,353.90,346.91,347.10,353.17,343.00,340.34,344.45,348.31,349.34,354.05,364.84,358.80,356.81,362.97,365.98,368.38,358.93,354.12,357.41,362.36,361.20,347.89,347.58,359.74,355.38,354.20,361.31,337.39,,,351.85,364.95,358.01,337.15,,,,,,,,,,342.60,359.03,382.88,387.95,388.56,380.01,375.52,360.08,361.91,364.93,366.97,357.98,363.28,369.00,368.97,359.80,,,,,,,,,,,L7
2002-09-19 21:59:35+00:00,,,,,,,,,,343.60,335.90,335.22,337.89,348.83,348.93,344.65,353.68,350.30,350.19,352.15,349.23,350.79,348.16,346.38,350.81,351.16,353.27,353.55,352.45,354.89,360.69,359.56,360.33,365.08,360.95,361.93,362.66,362.80,361.43,359.94,363.87,357.78,360.71,368.98,357.62,367.90,364.92,373.27,371.23,369.84,372.42,361.71,360.18,361.86,358.39,360.96,355.75,354.95,354.59,350.20,361.71,347.79,348.38,348.91,357.17,358.69,366.05,370.37,362.06,361.55,359.38,366.30,374.54,374.45,368.53,364.95,363.48,361.04,349.44,352.08,360.81,351.50,355.66,358.99,368.74,372.17,369.04,365.32,369.29,360.86,356.53,360.52,365.40,365.45,368.89,366.59,366.60,367.14,365.95,368.34,366.65,369.41,372.98,375.42,376.94,373.57,370.27,364.41,364.58,368.46,367.42,362.03,366.37,370.41,373.01,368.59,366.90,369.83,369.96,360.87,358.58,365.46,360.33,351.63,365.68,367.46,L7
2002-11-06 21:59:41+00:00,,,,,,,,,338.12,337.75,341.88,333.27,335.01,341.55,345.17,349.82,351.99,350.72,350.95,351.98,350.69,347.94,343.42,356.71,349.74,358.01,356.27,356.95,352.23,354.51,353.72,356.25,359.57,365.06,361.27,359.56,365.60,358.11,361.72,359.74,354.98,360.85,359.73,358.10,365.89,365.63,378.26,367.59,365.76,374.49,366.05,360.67,362.63,362.95,356.72,357.62,359.16,353.73,359.48,352.28,356.24,346.89,351.30,352.06,350.13,361.69,368.27,366.24,367.18,372.78,373.71,375.84,374.33,378.27,377.83,381.53,382.80,374.05,363.77,363.61,362.46,363.64,363.81,368.93,375.01,380.02,377.60,372.12,375.72,366.25,370.66,363.92,368.30,371.25,374.18,371.13,372.12,374.50,377.96,379.94,375.52,366.58,376.28,380.58,386.34,389.75,382.97,380.03,374.40,369.19,367.36,369.04,368.98,382.60,377.47,370.66,372.33,371.42,369.20,,,,,,,,L7
2002-11-22 21:59:57+00:00,,445.98,434.02,427.47,393.94,376.39,370.71,359.69,367.10,368.10,375.01,361.34,360.83,369.49,371.09,379.40,376.27,382.11,376.30,374.65,378.38,369.38,371.73,370.50,370.50,370.07,379.68,378.88,377.74,382.99,381.83,383.19,384.82,381.82,385.92,382.71,381.86,381.24,388.59,380.08,383.07,383.73,382.81,388.10,387.06,393.18,394.90,391.21,388.81,399.72,392.40,394.09,392.72,388.92,385.25,380.06,383.13,379.18,375.72,370.11,379.13,370.67,367.46,379.09,373.29,391.05,385.55,393.78,388.47,392.67,388.98,,,,,,,,,,,,,,,,,,,,386.77,383.98,387.41,393.60,390.11,386.63,383.82,393.49,401.26,404.40,404.56,397.05,398.25,400.21,403.50,406.35,405.02,403.51,401.78,396.61,387.39,391.06,389.61,396.03,395.03,389.67,391.63,393.61,393.61,394.41,399.16,397.15,390.25,384.43,390.19,380.23,L7
2003-01-25 22:00:18+00:00,428.37,420.48,,389.40,,,353.64,339.34,338.42,346.82,353.00,349.87,348.86,357.13,354.83,358.73,356.95,360.20,358.95,356.74,353.55,354.33,347.12,350.42,348.85,352.64,355.31,340.47,,,,,361.12,362.18,370.18,365.61,367.32,365.07,361.98,365.17,366.33,364.45,368.24,370.02,374.18,369.92,,,,,,,,,,361.93,362.97,360.79,357.47,354.96,355.56,357.18,354.17,354.54,359.59,363.71,364.05,370.35,365.20,366.33,362.10,369.49,377.02,374.91,369.14,367.19,361.33,362.33,361.74,358.71,366.12,362.12,360.03,370.17,368.49,370.04,369.67,369.50,365.82,360.57,365.79,365.83,367.04,379.24,380.39,375.65,375.27,370.43,373.15,377.68,382.92,384.64,384.53,387.25,387.43,388.28,390.34,383.25,377.80,374.26,375.53,376.02,377.81,385.66,390.38,382.88,379.50,372.47,368.97,376.54,375.89,367.40,372.44,379.03,381.13,371.88,L7
2003-08-05 22:00:11+00:00,,,,,,,,336.57,343.49,341.49,336.27,342.61,348.64,356.77,355.84,,,,356.00,357.81,355.73,355.10,352.01,351.00,350.51,350.73,355.71,362.32,,,363.62,367.85,369.60,369.65,376.18,373.77,368.28,363.16,361.18,365.64,,,376.30,370.25,373.57,374.53,368.20,380.17,375.47,378.07,375.38,374.99,372.64,,,374.38,360.46,367.31,362.23,359.44,360.88,357.08,352.47,358.56,361.21,365.55,,,377.87,371.21,376.53,372.99,371.52,375.88,377.84,374.12,366.50,361.25,358.23,,,,374.20,369.34,371.30,378.15,384.14,373.76,372.69,372.60,365.42,368.32,371.49,,,381.74,372.00,372.27,372.39,371.81,375.06,380.67,381.14,385.58,385.66,383.94,383.17,,,385.69,374.61,371.30,369.92,374.22,380.54,373.38,367.11,370.42,372.78,375.26,381.12,,,,,,L7
2003-08-13 21:48:45+00:00,398.22,402.24,396.50,395.02,375.72,354.94,345.90,336.58,336.87,335.95,330.66,341.12,349.34,352.26,353.24,355.01,356.01,350.47,353.05,351.52,352.58,346.85,347.38,355.96,355.79,357.14,355.12,357.56,358.37,355.67,353.47,360.09,362.65,360.24,359.94,362.66,369.48,370.08,366.79,362.97,368.21,366.78,361.02,359.58,364.41,367.29,379.33,368.04,378.53,381.78,375.46,372.24,377.38,373.00,359.32,356.87,355.05,353.32,353.27,352.74,354.61,357.10,354.27,355.49,361.41,368.10,369.55,364.78,364.98,366.04,368.29,364.00,360.95,371.53,380.68,383.57,380.04,365.35,363.53,363.37,361.94,363.80,361.66,362.21,367.81,374.31,377.09,377.83,379.13,376.41,375.84,372.35,372.34,370.40,377.76,372.33,372.40,374.73,373.95,374.53,377.38,381.23,381.35,383.29,385.43,388.06,386.05,380.14,374.86,368.77,365.91,368.02,364.42,372.75,372.23,372.13,375.47,376.99,377.33,377.07,381.81,378.53,373.02,373.19,376.66,362.38,L5
2003-11-17 21:50:09+00:00,,,,,,,,367.47,357.72,354.47,362.84,364.10,369.44,355.67,,,,,,,,,,,,,,,358.57,361.65,362.10,383.20,387.82,389.06,389.09,387.70,390.57,380.49,367.28,367.54,367.54,368.20,370.63,374.16,396.07,395.76,392.18,397.85,397.26,392.83,377.30,376.42,373.75,372.39,367.48,363.97,378.39,382.12,384.94,384.11,380.44,380.06,378.48,360.35,359.46,368.23,372.16,375.44,373.50,391.05,392.24,389.85,397.68,397.12,392.49,392.48,374.80,362.34,363.93,367.64,372.70,374.54,383.56,393.69,392.90,395.57,402.51,401.90,396.14,373.27,366.88,369.21,369.29,371.27,379.28,378.82,397.76,393.79,394.03,392.77,393.13,394.09,396.79,383.65,385.92,385.74,383.12,381.00,377.51,376.07,390.19,391.40,394.67,397.92,396.27,389.11,384.18,370.56,373.04,370.28,370.57,366.87,,,,,L5
2003-12-03 21:50:19+00:00,,,,,,365.22,374.29,378.13,361.98,367.85,364.21,365.14,356.77,356.11,354.70,357.40,355.41,361.11,373.97,380.10,378.10,383.04,372.24,373.82,374.22,359.51,362.03,367.19,364.67,363.96,373.00,386.07,386.81,388.58,387.75,394.20,392.19,371.04,369.26,376.22,375.62,373.57,379.71,398.11,402.33,399.55,397.05,404.26,401.14,392.75,392.51,384.01,390.11,377.40,377.76,378.39,391.63,386.77,388.01,394.92,389.31,386.44,367.44,362.47,368.02,367.00,372.57,381.44,389.94,398.08,396.42,402.13,404.08,399.35,394.33,380.21,382.69,376.37,374.47,372.29,376.07,382.11,396.16,394.61,388.43,398.61,408.55,401.90,393.95,376.32,371.08,372.21,372.33,387.78,393.44,405.44,396.12,404.68,406.97,406.02,408.20,408.76,399.60,400.45,402.15,397.25,395.24,388.74,381.20,388.83,388.88,388.17,387.94,394.92,397.32,393.71,380.43,373.88,372.39,370.55,370.69,367.13,371.14,383.73,390.35,,L5
2004-05-03 22:00:59+00:00,,,,,,,,,,331.37,326.28,332.76,,,342.85,347.57,346.80,355.33,352.19,353.68,348.43,350.63,343.21,344.29,,,347.58,350.32,350.50,354.83,355.85,355.19,355.60,364.56,357.34,360.83,359.70,,,355.05,357.15,355.50,362.68,361.21,360.51,360.82,360.80,360.64,364.90,,,,358.33,,,356.00,352.43,355.49,352.77,347.05,349.60,344.53,,,,356.15,357.86,366.88,361.68,361.91,361.70,363.41,366.38,365.71,363.28,,,,354.49,353.23,357.36,356.25,356.56,357.80,365.17,364.12,370.01,366.25,363.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L7
2004-07-06 22:00:48+00:00,,,,,,,,,,,,,360.39,368.96,370.67,369.24,368.12,376.39,376.36,374.26,,,369.52,365.91,366.70,368.75,364.32,366.23,369.34,373.36,372.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,365.78,363.50,368.14,368.82,384.60,379.66,387.03,382.19,385.78,384.58,,,389.83,391.44,392.63,392.38,388.24,381.08,380.00,380.52,378.66,379.98,,,,,,,,,,,,,,,,,,,386.93,389.28,390.71,393.64,397.69,394.00,393.27,391.67,390.74,389.32,384.70,386.14,,,391.25,393.51,377.93,380.34,384.05,,,,,,,L7
2004-07-30 21:54:28+00:00,,,338.96,379.35,,370.86,368.92,360.18,351.59,348.90,341.02,342.62,350.90,352.85,354.19,355.39,366.97,366.90,371.79,363.53,361.41,367.71,354.38,352.43,349.23,350.29,355.74,357.18,365.43,367.68,373.85,370.64,377.69,377.27,371.90,374.25,365.58,363.92,363.96,363.16,372.34,376.34,379.73,379.10,383.74,382.49,381.00,377.05,376.51,371.01,377.88,370.87,367.47,380.58,374.41,378.86,374.54,374.61,371.65,367.59,360.19,357.68,356.74,360.62,363.25,368.36,377.50,379.38,387.58,377.50,376.69,380.69,379.19,377.90,375.82,378.99,374.60,369.88,368.49,377.17,370.70,377.33,383.64,377.35,380.56,388.07,391.02,392.17,379.78,382.24,374.99,374.36,372.93,377.51,385.29,386.07,381.48,376.35,384.45,387.62,382.37,380.74,382.96,390.18,393.19,391.99,395.14,394.40,394.34,394.96,390.07,385.43,387.46,384.35,383.12,380.59,377.52,376.62,376.72,375.41,380.76,383.31,386.93,393.93,385.79,381.59,L5
2004-10-18 21:56:23+00:00,,,,,,,,,367.07,364.24,373.44,369.42,376.07,384.92,387.05,387.89,383.57,385.38,384.07,383.50,383.15,378.74,393.17,390.66,394.24,387.62,393.46,391.90,383.12,380.24,381.60,384.09,387.09,389.07,402.81,398.03,394.41,396.54,400.31,394.86,383.95,389.94,392.51,390.49,396.48,399.82,417.90,409.02,410.51,412.40,404.60,404.91,403.31,394.07,389.10,390.78,390.65,384.39,382.96,402.46,391.59,380.75,385.97,391.08,391.03,393.64,392.58,395.28,391.62,394.41,397.66,394.07,396.24,403.32,406.13,410.63,408.73,402.24,391.54,386.80,390.41,391.37,387.70,388.61,395.64,411.19,414.43,410.04,404.92,403.36,407.51,398.36,389.12,391.83,404.58,395.26,390.03,392.99,405.12,410.37,411.79,402.03,404.48,410.69,413.71,419.25,407.88,412.59,412.12,400.53,397.37,396.12,395.63,411.14,413.63,403.37,402.17,401.79,401.57,398.08,394.50,401.92,398.86,389.14,390.45,381.09,L5
