dates,nzd0230-0000,nzd0230-0001,nzd0230-0002,nzd0230-0003,nzd0230-0004,nzd0230-0005,nzd0230-0006,nzd0230-0007,nzd0230-0008,nzd0230-0009,nzd0230-0010,nzd0230-0011,nzd0230-0012,nzd0230-0013,nzd0230-0014,nzd0230-0015,nzd0230-0016,nzd0230-0017,nzd0230-0018,nzd0230-0019,nzd0230-0020,nzd0230-0021,nzd0230-0022,nzd0230-0023,nzd0230-0024,nzd0230-0025,nzd0230-0026,nzd0230-0027,nzd0230-0028,nzd0230-0029,nzd0230-0030,nzd0230-0031,nzd0230-0032,nzd0230-0033,nzd0230-0034,nzd0230-0035,nzd0230-0036,nzd0230-0037,nzd0230-0038,nzd0230-0039,nzd0230-0040,nzd0230-0041,nzd0230-0042,nzd0230-0043,nzd0230-0044,nzd0230-0045,nzd0230-0046,nzd0230-0047,nzd0230-0048,nzd0230-0049,nzd0230-0050,nzd0230-0051,nzd0230-0052,nzd0230-0053,nzd0230-0054,nzd0230-0055,nzd0230-0056,nzd0230-0057,nzd0230-0058,nzd0230-0059,satname
2000-08-14 21:50:56+00:00,379.37,378.52,379.27,376.49,374.38,372.62,365.26,364.53,364.02,366.69,368.59,369.35,368.18,369.64,368.54,366.64,364.54,365.94,365.73,363.18,361.31,362.68,360.43,358.56,359.62,361.94,365.97,365.45,358.40,355.12,356.13,360.23,365.11,367.14,368.84,373.05,374.44,376.02,372.45,369.77,365.22,365.10,364.87,364.04,361.27,370.29,372.31,385.64,377.44,362.67,330.04,398.35,431.47,,450.46,416.05,,,359.97,342.24,L7
2000-11-02 21:50:13+00:00,376.93,375.27,377.61,375.59,375.65,371.95,365.64,363.99,364.01,365.24,366.37,366.52,367.58,368.48,367.41,366.95,365.36,366.39,366.32,363.50,362.57,363.37,360.54,359.23,360.76,361.31,364.76,364.31,357.32,353.88,354.95,357.96,363.99,367.10,370.98,377.23,377.11,379.44,374.11,369.84,363.38,360.66,359.54,356.13,350.80,359.92,366.82,360.74,347.67,361.56,365.07,,468.53,,455.95,405.04,,168.83,,311.84,L7
2000-12-20 21:50:16+00:00,370.62,368.16,369.78,370.23,367.79,363.21,359.24,359.71,359.60,360.62,363.29,360.72,361.58,363.13,362.48,361.64,361.79,362.45,362.14,360.19,358.61,358.50,355.84,355.11,356.37,356.98,361.72,361.91,355.62,352.58,352.81,356.41,362.75,365.79,368.38,375.26,373.72,375.99,370.96,364.91,359.41,355.59,354.22,349.05,342.89,351.33,350.19,346.70,335.03,368.77,380.00,392.40,451.47,433.68,443.95,405.04,310.70,168.83,364.30,302.16,L7
2001-01-05 21:50:16+00:00,368.37,366.24,369.78,370.23,367.79,363.21,359.24,359.71,359.60,360.62,363.29,360.72,361.58,363.13,360.21,360.04,361.09,360.84,359.90,357.62,355.72,356.78,354.82,353.40,353.43,354.57,360.93,360.76,353.73,351.80,352.65,356.72,362.62,365.80,368.05,374.56,373.95,374.85,370.82,364.83,358.40,353.76,352.10,346.38,340.37,348.57,346.31,343.49,335.52,368.06,383.87,393.76,444.97,434.04,439.13,363.99,324.93,168.83,358.45,302.99,L7
2001-03-03 21:44:00+00:00,362.29,359.01,360.37,362.18,359.18,354.48,352.89,355.79,352.49,353.07,357.82,354.71,351.16,352.17,354.34,355.12,357.74,355.60,354.64,353.98,350.89,352.71,352.86,350.12,349.46,350.62,357.10,356.62,352.30,350.54,351.04,355.94,361.95,365.28,366.90,373.14,373.50,373.40,369.34,361.24,355.53,349.79,347.40,340.51,335.79,342.47,344.93,343.62,339.61,372.20,385.92,400.23,443.75,438.98,434.23,359.04,335.92,168.83,365.86,302.99,L7
2001-03-10 21:50:10+00:00,366.55,362.74,364.35,365.71,362.90,358.00,355.81,358.05,354.93,356.11,361.11,358.41,354.91,354.94,356.52,357.07,358.90,357.19,356.19,355.35,353.06,355.35,355.26,352.86,351.81,353.17,359.82,358.91,354.79,352.84,352.93,358.29,364.44,367.54,369.39,375.66,376.29,375.75,371.45,363.79,357.22,352.61,349.76,343.86,340.01,345.75,348.09,348.21,344.61,378.19,393.69,409.20,450.67,448.48,431.84,356.70,335.92,164.87,374.47,302.99,L7
2001-04-04 21:43:43+00:00,368.98,364.27,365.86,366.88,364.18,360.10,357.15,358.52,356.68,358.15,362.49,359.76,356.82,356.82,358.05,358.12,359.37,358.58,357.36,356.54,354.64,356.85,356.68,354.04,353.25,354.62,360.78,360.11,355.63,354.02,354.56,359.84,365.73,368.43,370.38,376.38,376.84,375.90,371.81,364.57,357.64,352.37,349.80,343.44,339.02,344.26,345.54,345.77,344.76,373.78,387.00,403.67,450.67,448.48,429.34,356.03,351.25,164.87,374.74,307.94,L7
2001-04-20 21:43:46+00:00,369.76,364.93,366.01,366.58,363.06,360.37,356.90,357.93,356.57,358.04,361.95,359.76,357.18,357.82,358.64,358.51,359.36,358.65,357.19,356.59,354.47,356.74,356.76,353.57,353.15,355.01,361.15,360.06,355.38,354.09,354.85,360.08,365.82,368.62,370.75,376.11,376.69,376.01,371.95,364.61,356.94,351.15,348.93,342.73,338.67,344.05,344.63,345.02,345.09,370.62,383.34,396.94,450.67,448.48,424.66,356.34,356.82,164.87,374.31,315.24,L7
2001-06-07 21:43:18+00:00,372.85,368.29,368.37,368.60,364.92,362.03,357.79,358.16,357.63,359.44,363.92,362.00,357.81,360.28,361.56,360.06,359.00,358.65,357.25,356.45,353.95,356.74,357.10,354.05,354.15,356.25,362.29,360.89,356.21,355.12,356.31,361.28,367.57,369.23,371.57,375.34,376.96,375.45,371.32,363.52,355.91,350.06,347.87,341.55,338.42,342.70,340.93,342.39,344.66,372.13,386.38,396.94,446.20,448.48,419.44,346.60,356.82,160.91,374.31,316.09,L7
2001-07-25 21:42:54+00:00,380.11,375.62,373.49,372.43,370.52,367.02,362.11,361.51,360.42,362.57,366.60,366.26,362.67,364.59,366.55,364.77,362.12,363.13,361.47,361.09,359.25,362.05,362.08,357.66,358.31,360.07,365.14,363.06,358.64,357.29,358.69,363.59,370.10,371.11,374.14,376.72,379.43,377.54,372.84,365.00,356.90,351.34,349.15,343.52,342.66,345.45,343.37,346.16,352.27,372.54,382.94,398.53,459.21,462.92,413.80,352.51,378.08,160.91,382.25,333.61,L7
2001-08-26 21:42:25+00:00,379.09,375.46,374.22,372.80,370.52,366.82,362.35,361.90,360.83,362.70,366.70,366.50,363.41,365.16,366.24,364.76,362.22,362.91,361.49,360.87,359.29,361.45,361.43,357.48,358.40,360.23,365.03,362.97,358.84,357.26,358.67,362.81,369.10,370.56,374.00,376.79,378.81,376.76,371.83,363.81,355.59,348.50,347.03,341.19,340.73,345.45,343.37,346.16,352.27,372.54,382.94,398.53,459.21,462.92,413.80,352.51,378.08,160.91,382.25,333.61,L7
2001-09-18 21:48:17+00:00,378.34,375.30,374.84,373.66,370.28,367.22,362.59,361.23,360.87,362.69,366.16,366.33,364.63,366.26,366.81,364.90,362.55,362.95,360.94,360.36,359.54,360.17,360.13,355.92,357.80,359.67,364.24,362.45,357.61,356.29,358.19,361.87,367.94,369.98,373.78,376.02,377.26,375.78,370.59,361.56,353.21,343.37,343.84,337.32,336.69,340.95,335.99,339.06,341.98,356.80,363.78,382.11,501.43,500.26,429.33,382.36,388.17,167.12,374.01,341.70,L7
2001-09-27 21:42:05+00:00,378.40,375.02,374.45,373.58,369.99,366.94,362.03,360.81,360.48,362.39,365.82,366.01,364.29,365.72,366.16,364.14,362.16,362.36,360.85,360.10,358.86,359.85,360.00,355.97,357.80,359.56,364.33,362.98,358.02,356.70,358.74,363.22,368.99,371.44,374.40,376.58,377.32,376.16,370.61,361.85,353.51,343.74,344.20,337.96,336.64,339.33,333.83,336.20,338.00,354.10,359.70,387.80,479.40,488.28,446.61,413.83,388.17,167.12,363.81,339.04,L7
2001-10-13 21:41:51+00:00,378.76,376.36,375.59,374.10,370.54,366.88,361.78,360.74,360.17,361.99,365.57,365.88,364.38,365.79,365.66,363.79,361.45,361.32,360.47,359.58,357.51,359.03,359.34,354.63,356.86,358.82,363.93,362.18,357.86,356.20,358.39,362.68,368.92,371.86,374.52,376.55,377.17,375.78,369.82,360.26,351.69,341.80,342.12,336.69,335.63,337.00,329.42,332.40,331.06,349.94,353.68,394.45,463.19,474.55,468.23,448.66,373.08,167.12,348.97,337.98,L7
2001-10-20 21:48:09+00:00,380.24,378.25,377.16,376.53,374.02,369.24,363.63,362.51,361.13,362.85,367.14,367.86,365.96,366.28,366.08,364.09,362.91,361.75,361.12,360.79,358.99,360.18,360.12,356.88,358.15,359.83,364.95,363.37,359.92,357.81,359.41,363.95,370.83,373.57,376.51,379.07,378.59,376.82,371.32,360.27,352.86,343.85,344.22,339.20,338.76,335.09,328.63,337.28,331.02,355.93,351.11,413.27,459.14,467.35,491.42,474.05,367.06,167.12,337.36,345.72,L7
2002-02-25 21:48:47+00:00,379.74,376.54,374.99,375.39,371.29,367.54,360.88,360.32,359.24,361.81,364.83,365.05,363.94,362.35,362.38,360.90,361.17,359.83,359.61,360.16,356.67,358.59,358.74,356.05,356.40,358.71,364.53,363.42,359.93,357.91,359.88,365.99,372.88,376.32,377.47,380.43,379.18,377.39,372.12,360.10,352.91,344.31,343.75,338.48,334.48,326.96,323.88,335.80,336.25,365.68,367.65,418.93,457.85,462.04,476.24,473.17,413.29,167.12,337.36,353.25,L7
2002-03-22 21:42:28+00:00,380.20,377.18,375.20,375.31,372.53,368.61,361.22,360.09,359.04,362.12,364.68,365.06,364.40,362.81,363.42,362.03,361.22,360.65,360.56,360.95,357.68,359.88,359.65,356.76,357.29,359.70,365.42,363.75,360.71,358.90,361.28,367.45,373.49,376.43,376.67,379.58,377.82,376.20,371.11,359.28,351.11,342.08,340.60,334.56,329.24,318.57,319.70,336.06,343.10,371.52,378.97,427.00,447.52,449.06,462.10,474.75,428.29,,337.36,360.23,L7
2002-04-07 21:42:28+00:00,378.55,377.03,375.13,374.43,371.92,368.35,360.95,359.57,358.66,361.89,363.52,364.51,363.82,362.04,362.84,362.00,360.67,360.26,360.04,360.42,357.91,359.58,359.14,356.18,356.79,359.26,364.87,363.03,360.38,358.44,360.76,366.39,371.44,374.23,375.51,378.42,376.96,373.81,369.85,356.89,348.76,338.69,336.25,328.71,323.58,311.22,316.48,338.10,350.41,377.72,388.40,432.53,445.06,433.96,445.37,457.58,430.98,,331.30,368.60,L7
2002-04-14 21:48:38+00:00,377.12,375.98,374.51,375.28,371.66,368.15,361.41,359.94,358.14,361.91,362.85,365.37,363.80,361.39,363.00,362.71,362.28,361.44,360.63,360.74,359.80,360.14,359.51,356.82,357.49,359.96,365.48,363.57,360.08,358.90,361.15,366.99,371.80,373.53,375.80,377.99,376.59,373.81,369.34,356.47,348.93,338.85,336.00,327.42,322.91,309.18,320.78,347.72,364.27,393.07,411.24,439.68,449.49,430.68,430.50,447.31,448.25,158.14,,385.51,L7
2002-05-16 21:48:34+00:00,377.57,376.87,376.68,376.14,372.30,368.67,362.20,360.05,358.84,362.42,362.97,365.29,365.06,362.53,364.67,364.60,362.76,364.03,363.21,361.88,360.66,361.56,361.47,357.81,359.22,361.10,366.34,364.43,360.37,359.25,361.95,367.76,372.00,373.64,375.45,377.09,376.20,374.09,367.94,356.47,347.47,336.77,332.79,323.11,319.02,315.13,325.16,344.64,368.61,397.43,411.24,440.04,450.32,425.66,415.80,444.28,448.25,158.14,,388.04,L7
2002-06-01 21:48:28+00:00,377.86,376.36,376.91,376.52,372.87,369.14,363.02,360.97,359.45,362.70,364.03,365.72,365.68,363.69,365.42,365.16,363.11,365.00,364.09,362.74,361.18,362.68,362.74,359.15,360.34,361.97,367.31,364.43,360.37,359.25,361.95,367.76,372.00,373.64,375.45,377.09,376.20,374.09,367.94,356.47,347.47,336.77,332.79,323.11,319.02,315.13,325.16,344.64,368.61,397.43,411.24,440.04,450.32,425.66,415.80,444.28,448.25,158.14,,388.04,L7
2002-08-20 21:47:58+00:00,377.68,375.44,376.20,376.13,372.73,368.80,363.27,361.19,360.20,363.24,364.67,366.24,366.20,364.64,365.74,365.46,363.82,365.60,364.60,362.83,361.61,363.16,362.84,359.42,360.40,362.07,367.14,364.47,360.13,358.71,361.29,366.79,371.31,372.73,374.66,376.74,374.98,372.72,366.58,354.77,345.85,335.45,331.10,322.20,318.49,315.10,322.89,340.30,368.61,397.43,411.24,440.04,450.32,425.66,415.80,444.28,448.25,158.14,,388.04,L7
2002-08-29 21:41:39+00:00,377.59,376.08,376.87,377.00,374.54,370.14,365.32,362.80,360.97,363.86,366.18,367.89,367.88,366.51,367.14,366.85,365.39,367.31,366.41,363.80,363.52,364.49,364.50,361.23,362.10,363.45,368.52,365.77,361.14,359.73,361.71,367.45,372.20,372.79,375.00,376.62,374.37,371.84,365.50,354.11,344.85,335.10,331.31,322.37,322.44,319.46,326.48,342.92,372.42,395.02,409.23,439.30,449.14,418.10,415.89,435.82,444.49,158.14,,389.59,L7
2002-10-23 21:47:39+00:00,376.82,374.78,375.67,375.90,374.69,369.25,365.77,364.04,362.53,363.44,368.33,368.56,368.40,368.57,368.56,368.26,367.67,370.13,369.62,366.21,364.93,366.84,366.91,363.03,363.23,364.56,369.54,366.07,360.39,358.69,360.04,366.75,372.88,373.50,374.87,376.00,373.20,371.03,362.85,352.25,341.26,335.59,332.59,324.62,326.18,325.04,334.61,339.29,512.44,,,,,,450.67,438.58,,369.64,410.30,383.96,L7
2002-11-08 21:47:44+00:00,374.68,373.25,373.48,373.86,373.58,367.73,364.15,362.51,360.88,361.81,367.04,367.70,367.38,367.41,367.26,367.27,367.46,369.15,368.46,364.98,365.06,367.03,366.46,362.51,363.04,363.98,369.07,366.15,360.24,358.39,359.61,365.83,372.84,373.34,374.56,375.97,373.36,369.93,361.43,351.09,340.54,335.82,332.54,325.65,325.79,322.77,336.17,339.29,517.90,397.15,417.56,460.04,,,451.73,442.96,,369.64,419.25,391.87,L7
2003-01-11 21:48:14+00:00,367.66,367.01,366.46,366.85,367.19,360.84,358.42,356.92,355.47,357.25,363.29,365.04,363.44,364.35,363.97,364.58,366.05,365.20,365.08,361.87,363.60,364.69,363.20,359.63,359.98,361.65,366.10,363.95,357.33,356.16,357.33,362.94,370.51,371.37,371.52,372.45,369.05,364.73,356.10,345.43,335.46,330.42,327.72,320.02,317.97,318.73,328.92,339.29,513.02,397.15,417.56,464.31,463.85,,447.75,458.89,434.56,396.53,409.37,391.87,L7
2003-02-21 21:42:20+00:00,366.01,367.42,365.33,365.50,366.45,359.38,358.04,355.84,353.15,355.14,362.42,364.51,362.56,363.09,363.03,364.35,366.04,364.84,365.32,362.62,363.94,364.83,364.10,360.10,360.69,362.90,366.33,364.24,357.52,357.09,357.59,364.26,371.88,372.12,372.49,372.12,370.23,365.37,356.34,346.09,335.12,330.24,328.24,317.45,315.91,319.99,337.63,355.62,514.10,397.15,417.56,477.12,463.85,,448.80,460.18,449.60,403.65,411.77,392.61,L7
2003-03-16 21:48:34+00:00,364.58,365.43,361.92,360.32,360.84,355.08,353.62,350.39,348.82,351.20,358.44,361.48,359.45,359.31,359.50,361.95,363.95,361.84,362.69,360.61,361.71,362.74,360.20,356.97,357.68,360.69,363.98,362.22,356.49,355.81,356.83,362.86,370.64,369.93,370.32,370.73,368.68,363.36,354.31,344.00,332.03,329.35,326.32,309.06,304.61,315.62,337.63,355.62,510.40,432.06,433.68,477.12,463.39,451.18,445.89,454.28,449.60,400.51,402.90,378.21,L7
2003-04-10 21:42:26+00:00,367.13,366.37,362.39,360.95,361.11,355.93,353.77,351.01,349.20,351.25,358.04,361.56,358.47,358.42,359.23,361.78,363.52,362.13,362.22,360.54,360.78,362.14,359.76,357.50,357.99,360.87,364.44,362.62,357.12,356.05,357.08,363.44,370.78,370.58,370.68,371.11,368.37,362.93,354.63,343.67,331.80,328.84,325.87,308.75,303.44,315.62,337.63,355.62,509.12,448.44,443.23,477.41,468.12,454.33,444.28,449.52,449.60,396.54,397.81,371.57,L7
2003-04-26 21:42:25+00:00,370.56,368.55,363.97,362.15,362.19,357.62,354.99,351.76,349.37,352.30,358.65,362.81,360.78,360.44,360.44,362.45,364.09,362.82,362.33,360.60,360.60,362.44,360.42,358.38,359.06,361.74,365.23,363.77,358.78,357.43,358.19,364.35,371.47,371.47,370.79,371.62,368.21,362.19,354.38,342.67,331.47,327.30,324.29,305.64,299.97,313.72,340.85,,508.45,448.44,443.23,477.41,468.12,454.33,443.01,451.70,449.60,403.26,395.31,368.47,L7
2003-05-03 21:48:37+00:00,373.06,370.26,365.89,363.52,362.82,359.10,355.78,352.27,350.75,353.68,359.61,363.48,361.89,361.32,360.72,363.04,364.68,363.50,363.36,361.26,361.67,363.01,361.41,358.86,359.68,362.22,365.78,363.89,359.17,357.87,358.50,364.94,371.64,371.80,371.65,372.17,369.04,362.41,354.38,342.67,331.47,327.30,324.29,305.64,299.97,313.72,340.85,,508.45,448.44,443.23,477.41,468.12,454.33,443.01,451.70,449.60,403.26,395.31,368.47,L7
2003-05-28 21:42:22+00:00,377.46,373.87,369.29,366.24,364.77,361.80,358.06,354.41,353.17,356.20,361.42,365.36,364.23,363.37,362.89,365.46,365.93,365.58,365.23,363.13,362.89,364.26,363.16,360.94,361.14,364.17,367.33,365.39,360.77,359.84,358.61,365.40,371.46,371.64,371.37,371.55,368.22,361.89,354.10,341.91,330.23,325.41,322.28,299.61,293.90,,,,504.73,474.09,456.07,483.20,468.12,454.33,440.56,452.79,449.60,403.26,387.09,358.04,L7
2003-07-23 21:30:14+00:00,381.55,378.18,372.89,369.80,367.76,365.07,361.37,356.64,356.95,360.10,364.12,368.04,367.05,366.69,365.81,368.23,368.90,369.45,368.73,366.61,366.21,367.49,366.54,363.57,363.10,366.05,369.99,367.81,363.08,362.35,361.68,368.76,373.50,374.20,373.90,374.15,371.25,364.38,356.55,343.10,331.04,327.08,324.30,298.20,293.98,,,,505.22,474.09,456.07,490.52,470.25,454.33,440.82,440.15,464.63,396.55,386.25,358.04,L5
2003-07-30 21:36:33+00:00,381.55,377.48,372.43,369.85,367.79,364.84,360.70,356.83,357.21,360.06,364.27,368.42,367.46,366.93,366.22,368.17,368.92,369.66,369.31,367.06,366.14,366.90,366.07,363.28,362.51,365.29,369.26,367.12,362.78,361.96,361.27,367.86,373.30,374.44,374.34,374.59,370.55,363.57,356.55,343.10,331.04,327.08,324.30,298.20,293.98,,,,505.22,474.09,456.07,490.52,470.25,454.33,440.82,440.15,464.63,396.55,386.25,358.04,L5
2003-08-24 21:30:48+00:00,382.63,377.30,373.39,370.33,368.20,366.07,360.79,357.30,358.41,361.02,364.67,368.37,367.10,366.89,366.58,367.84,368.21,369.05,368.43,366.77,365.51,366.85,365.74,363.17,362.25,364.70,369.53,367.02,363.17,361.84,360.83,366.84,372.64,373.85,373.60,374.22,369.59,362.41,354.45,340.75,323.39,326.78,323.83,294.88,288.19,,,,499.16,474.09,456.07,478.29,470.25,454.33,435.24,428.19,,385.88,369.89,340.01,L5
2003-11-04 21:42:03+00:00,383.72,378.40,376.84,374.70,374.32,371.15,365.40,361.87,364.66,366.87,368.95,372.04,370.73,371.25,371.27,371.38,370.49,372.42,371.54,370.31,369.02,370.75,369.73,368.15,365.81,367.97,372.94,370.42,364.73,364.17,363.06,368.40,375.25,377.62,376.73,376.39,371.19,362.40,354.79,340.18,305.49,,330.73,335.21,340.00,353.95,349.41,349.48,,458.78,,,,,,,,427.45,354.36,315.72,L7
2003-11-19 21:38:14+00:00,380.85,375.67,374.04,373.46,372.13,370.15,364.00,360.29,363.31,366.95,369.39,372.43,368.53,368.86,368.86,368.77,368.09,370.12,369.45,367.86,367.17,368.63,369.29,367.07,365.20,367.45,371.63,369.58,365.09,364.39,361.21,366.63,373.39,375.36,374.52,373.20,368.79,363.32,355.23,340.94,321.19,338.23,334.68,336.67,336.19,347.59,345.41,345.66,,444.30,435.88,,,568.79,,,,414.68,351.55,319.84,L5
2003-11-20 21:42:19+00:00,379.43,374.70,372.60,371.71,370.18,368.12,363.21,360.29,363.31,366.95,369.39,372.43,366.84,367.93,367.85,367.70,366.94,369.02,368.26,366.31,365.34,367.48,367.48,364.99,363.39,366.37,371.63,369.58,365.09,364.39,360.44,366.20,373.21,375.50,374.03,372.42,367.75,361.53,352.70,338.84,321.19,338.23,334.68,336.67,335.86,346.90,343.70,346.45,425.94,441.87,431.80,508.87,,555.59,,,,413.68,351.70,318.30,L7
2003-11-28 21:32:10+00:00,375.56,371.14,369.17,368.45,366.21,364.08,359.89,356.79,360.18,363.84,367.42,369.93,364.13,365.71,365.53,364.97,363.77,365.52,365.33,363.41,362.55,364.81,364.81,361.19,360.13,364.00,369.09,366.26,362.98,362.19,360.43,366.54,372.81,374.06,373.34,371.56,367.10,359.77,350.38,338.21,324.32,335.63,334.73,339.78,339.59,341.19,344.54,350.83,397.77,441.87,431.80,508.87,,555.59,,,,405.38,360.44,318.30,L5
2003-12-05 21:38:22+00:00,374.43,370.16,365.78,366.07,363.19,361.35,356.51,353.44,356.28,359.40,363.85,366.60,362.83,364.34,364.52,363.96,362.81,364.52,363.57,361.55,360.94,364.56,362.35,358.35,357.28,360.35,365.44,362.62,359.55,359.38,359.22,366.06,372.54,374.17,372.77,370.21,366.11,357.09,347.50,334.60,319.94,324.52,328.32,334.50,338.19,339.17,342.39,350.69,390.50,441.87,431.80,498.95,517.12,542.70,494.32,440.55,,403.42,358.55,317.00,L5
2003-12-30 21:32:24+00:00,373.78,369.83,365.88,366.22,363.04,361.54,357.04,354.22,355.77,358.67,362.95,365.23,362.17,363.73,364.09,363.30,362.44,364.11,363.44,360.99,360.81,364.40,362.26,358.26,357.35,360.48,365.16,361.88,358.67,358.58,358.93,366.11,372.08,373.53,372.82,370.14,365.76,356.78,347.26,335.02,321.59,324.01,327.43,332.65,338.01,337.42,341.69,351.12,383.86,439.28,431.80,502.56,512.34,542.70,512.72,467.51,,400.55,359.15,320.05,L5
