dates,nzd0230-0000,nzd0230-0001,nzd0230-0002,nzd0230-0003,nzd0230-0004,nzd0230-0005,nzd0230-0006,nzd0230-0007,nzd0230-0008,nzd0230-0009,nzd0230-0010,nzd0230-0011,nzd0230-0012,nzd0230-0013,nzd0230-0014,nzd0230-0015,nzd0230-0016,nzd0230-0017,nzd0230-0018,nzd0230-0019,nzd0230-0020,nzd0230-0021,nzd0230-0022,nzd0230-0023,nzd0230-0024,nzd0230-0025,nzd0230-0026,nzd0230-0027,nzd0230-0028,nzd0230-0029,nzd0230-0030,nzd0230-0031,nzd0230-0032,nzd0230-0033,nzd0230-0034,nzd0230-0035,nzd0230-0036,nzd0230-0037,nzd0230-0038,nzd0230-0039,nzd0230-0040,nzd0230-0041,nzd0230-0042,nzd0230-0043,nzd0230-0044,nzd0230-0045,nzd0230-0046,nzd0230-0047,nzd0230-0048,nzd0230-0049,nzd0230-0050,nzd0230-0051,nzd0230-0052,nzd0230-0053,nzd0230-0054,nzd0230-0055,nzd0230-0056,nzd0230-0057,nzd0230-0058,nzd0230-0059,satname
2000-08-14 21:50:56+00:00,383.99,382.48,380.84,380.68,379.56,374.68,368.92,367.26,368.51,370.49,371.15,371.13,372.86,374.88,370.74,368.21,368.60,372.08,372.47,365.43,364.15,366.23,362.23,360.67,362.88,363.12,370.35,369.50,363.45,359.81,362.30,364.43,372.92,371.34,376.36,379.12,379.75,380.88,375.01,374.38,368.69,370.00,369.10,367.24,361.40,367.76,,,,,,,,,,,,,,,L7
2000-11-02 21:50:13+00:00,357.60,352.67,358.28,361.05,362.23,356.76,355.55,356.97,354.18,351.99,353.26,351.95,354.43,354.18,355.48,359.28,361.50,358.67,356.80,357.40,357.54,356.73,354.72,350.72,355.07,353.31,356.83,355.86,351.20,347.95,347.60,351.48,355.05,362.86,365.59,375.34,374.46,378.01,373.20,365.30,358.07,351.32,349.98,345.02,340.20,352.09,366.82,360.74,347.67,361.56,365.07,,468.53,,455.95,405.04,,168.83,,311.84,L7
2000-12-20 21:50:16+00:00,356.43,352.63,354.07,357.90,348.70,345.24,345.05,349.35,347.85,348.01,357.08,349.88,345.27,346.73,351.80,348.41,353.41,351.62,352.18,352.40,349.43,347.14,346.26,347.08,345.81,348.46,352.61,354.72,352.20,349.98,348.53,353.32,360.27,363.18,363.20,371.31,366.94,369.08,364.66,355.06,351.48,345.45,343.58,334.89,327.07,334.15,333.57,332.66,322.40,375.98,394.94,392.40,434.41,433.68,431.95,,310.70,,364.30,292.48,L7
2001-01-05 21:50:16+00:00,359.37,358.57,,,,,,,,,,,,,351.16,353.62,358.27,354.38,350.93,347.35,344.18,349.92,350.73,346.56,341.65,344.94,357.77,356.17,348.07,349.45,352.17,357.66,362.26,365.83,367.05,372.45,374.66,371.41,370.40,364.57,355.37,348.28,345.75,338.38,332.82,340.27,338.53,337.07,336.49,366.65,391.60,395.12,431.98,434.40,429.50,322.94,339.16,,352.60,304.66,L7
2001-03-03 21:44:00+00:00,375.78,372.16,368.75,367.60,366.61,361.45,358.06,361.06,355.43,359.20,363.12,362.30,353.77,355.59,358.92,359.18,357.77,357.73,358.66,358.75,352.41,357.06,359.72,356.12,355.29,355.77,361.18,359.75,357.72,354.76,355.84,361.32,370.23,369.26,371.77,373.48,377.93,375.09,369.11,360.03,357.21,354.12,350.30,343.75,343.06,343.38,340.79,344.00,351.88,384.62,392.05,413.17,440.10,448.85,419.51,349.14,357.91,,380.69,,L7
2001-03-10 21:50:10+00:00,383.57,377.68,376.29,376.28,374.05,368.53,364.56,364.82,362.26,365.23,370.96,369.51,366.16,363.26,365.25,364.86,363.53,363.56,362.39,360.85,361.72,365.89,364.89,363.81,361.21,363.35,370.71,368.05,364.77,362.04,360.51,367.65,374.41,376.55,379.35,385.71,387.46,385.14,379.86,373.97,363.97,363.87,359.20,357.27,356.91,358.87,360.74,366.57,364.60,402.14,424.77,436.12,478.33,476.98,422.29,349.68,,160.91,400.27,,L7
2001-04-04 21:43:43+00:00,381.11,371.92,371.92,371.59,369.31,368.53,362.52,360.41,363.68,366.32,368.04,365.16,364.48,364.33,365.66,363.35,361.76,365.49,363.18,362.47,362.59,364.33,363.78,359.96,360.46,361.91,365.59,366.11,359.80,359.91,362.73,367.59,372.15,372.89,375.33,379.98,379.57,376.67,373.65,368.50,359.74,351.18,349.97,341.30,334.06,336.82,332.78,333.59,345.54,351.73,353.55,381.55,,,416.84,353.34,397.24,,375.82,322.78,L7
2001-04-20 21:43:46+00:00,374.46,368.88,366.75,365.06,357.45,361.73,355.68,354.94,356.04,357.46,359.25,359.77,358.99,362.86,362.23,360.88,359.27,359.10,356.16,356.90,353.39,356.12,357.23,350.77,352.57,357.36,363.39,359.77,353.91,354.54,356.59,361.56,366.34,369.79,372.94,374.53,375.80,376.68,372.77,364.87,352.77,343.81,343.71,338.51,336.60,342.74,339.17,340.48,347.05,351.66,361.38,363.29,,,396.56,357.89,379.10,,372.20,344.43,L7
2001-06-07 21:43:18+00:00,379.25,376.18,372.44,373.19,373.41,366.67,360.84,358.39,360.55,360.43,365.07,365.39,358.19,368.92,375.90,370.14,,,,,,,,,362.03,361.97,364.81,361.64,356.99,355.19,357.77,359.84,367.35,367.08,371.32,369.92,376.38,374.11,368.79,357.62,350.82,343.72,342.56,336.75,,,,,,,,,,,,,,,,,L7
2001-07-25 21:42:54+00:00,386.49,386.88,384.82,380.89,382.26,375.19,370.99,369.42,364.57,366.80,373.18,375.46,374.42,372.55,371.35,370.20,368.27,369.75,366.95,366.47,366.12,366.87,364.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L7
2001-08-26 21:42:25+00:00,372.96,374.52,378.55,374.97,370.53,365.66,363.80,364.29,363.26,363.49,367.31,367.91,367.85,368.58,364.34,364.70,362.74,361.85,361.59,359.76,359.50,358.41,358.15,356.72,358.84,361.03,364.51,362.53,359.83,357.13,358.56,358.90,364.13,367.81,373.32,377.09,375.72,372.88,366.79,357.84,349.03,334.30,336.43,329.54,333.01,,,,,,,,,,,,,,,,L7
2001-09-18 21:48:17+00:00,375.78,373.39,374.56,376.24,368.71,365.53,361.69,359.91,357.11,361.63,364.12,364.31,363.86,360.32,361.38,360.13,360.73,358.57,356.80,356.19,356.12,355.13,356.70,356.25,355.09,356.08,362.89,362.21,357.54,354.70,355.32,361.48,369.73,372.31,375.97,378.60,378.85,378.56,370.93,358.97,353.67,343.84,346.54,340.51,343.10,343.28,336.03,343.11,333.34,367.02,376.42,401.49,501.43,500.26,474.59,435.85,,167.12,,357.90,L7
2001-09-27 21:42:05+00:00,378.75,373.34,372.14,373.13,368.24,365.26,358.66,358.29,358.15,360.62,363.80,364.06,362.23,362.51,362.28,359.59,360.18,359.39,360.43,358.78,355.45,358.21,359.32,356.14,357.82,358.98,364.79,365.60,360.04,358.74,361.45,369.94,374.24,378.74,377.50,379.35,377.61,378.06,370.70,363.31,355.01,345.60,346.01,341.13,336.43,334.49,327.35,327.62,326.05,345.98,347.46,404.85,457.38,476.31,498.44,508.22,,,343.41,331.04,L7
2001-10-13 21:41:51+00:00,383.64,381.35,379.86,375.22,373.16,368.15,360.83,359.92,361.50,363.51,366.24,364.26,365.13,364.79,362.13,360.88,357.51,359.28,360.92,359.38,354.46,359.43,359.83,353.26,354.79,357.53,363.21,361.35,358.85,356.89,360.63,364.35,371.71,375.41,376.05,379.81,378.63,374.36,368.95,358.94,348.86,339.52,337.46,333.68,329.02,327.51,315.14,318.38,317.80,335.11,329.44,408.16,430.77,447.08,503.34,492.68,367.06,,331.30,318.53,L7
2001-10-20 21:48:09+00:00,384.80,382.12,377.78,382.06,381.85,378.25,368.61,367.32,362.80,363.45,370.29,373.61,370.01,366.32,365.21,363.00,368.06,361.64,360.00,364.16,362.28,363.02,361.90,362.01,360.34,363.38,369.49,366.89,366.28,364.20,362.71,369.20,377.81,380.10,384.87,389.67,384.37,382.98,381.74,364.91,359.75,356.14,356.35,353.58,352.23,,335.99,360.02,346.89,375.62,,438.60,446.98,445.75,489.32,459.45,,,,375.42,L7
2002-02-25 21:48:47+00:00,375.73,372.49,370.62,370.28,364.50,360.49,354.60,356.15,356.65,359.84,359.72,359.01,358.49,357.80,360.89,360.92,359.39,360.29,359.90,362.31,355.05,357.17,355.93,352.60,353.98,357.60,362.28,361.05,356.92,355.03,359.31,364.98,370.91,375.03,372.98,374.72,376.43,372.99,368.29,354.39,347.28,336.44,332.41,323.50,311.62,302.57,304.90,329.86,357.19,404.67,417.28,441.53,452.67,440.78,415.52,469.66,459.53,,,383.37,L7
2002-03-22 21:42:28+00:00,378.09,376.59,375.62,375.86,374.92,370.92,363.41,358.77,356.12,363.17,363.36,364.34,366.13,362.61,366.59,365.77,360.94,362.67,361.57,360.12,361.16,361.55,361.26,359.79,359.53,361.01,367.32,363.88,361.48,359.62,362.32,368.76,372.79,372.86,371.97,374.36,372.04,372.62,365.86,354.84,344.66,332.69,330.79,320.91,316.92,309.73,315.10,344.42,367.57,396.22,421.71,441.84,449.80,435.38,403.90,443.72,458.29,,,392.80,L7
2002-04-07 21:42:28+00:00,370.50,372.62,371.76,368.73,365.15,363.92,357.31,355.67,356.23,359.48,357.99,361.31,359.33,358.70,359.39,359.42,357.43,357.43,357.79,356.13,356.59,356.72,356.77,353.22,355.32,356.76,362.05,362.00,358.39,356.47,358.85,364.66,363.99,367.74,371.67,373.55,373.31,366.08,364.41,351.37,343.23,328.66,324.26,311.87,308.12,305.07,311.28,337.83,362.58,376.97,385.19,,,400.82,414.75,422.40,439.02,,,372.87,L7
2002-04-14 21:48:38+00:00,376.48,376.06,376.79,379.47,371.90,367.15,363.13,361.77,358.91,363.63,362.91,368.57,365.06,361.54,362.94,364.44,365.60,365.16,363.88,360.96,363.91,362.22,361.70,356.46,358.29,361.05,366.27,364.01,357.35,359.20,362.57,367.36,373.48,371.93,377.49,377.63,376.80,374.37,366.40,356.82,349.75,340.33,336.21,327.26,325.65,319.34,336.62,366.45,387.10,411.86,420.79,436.75,448.49,,429.03,441.34,436.16,158.14,,403.10,L7
2002-05-16 21:48:34+00:00,387.05,386.61,388.59,386.36,385.04,380.89,372.55,367.91,366.30,366.00,370.86,373.24,376.30,371.98,373.55,372.47,370.45,374.61,372.93,369.87,366.61,370.15,371.67,366.98,368.96,369.09,373.78,371.21,367.70,365.91,366.70,373.06,378.85,380.62,383.16,385.19,382.40,384.37,374.74,364.95,352.41,345.71,340.30,332.01,332.81,338.95,357.92,,,,,,,,,,,,,,L7
2002-06-01 21:48:28+00:00,379.29,373.76,378.11,378.41,375.69,371.46,367.10,365.54,362.50,364.09,369.31,367.88,368.77,369.50,369.15,367.94,364.83,369.84,368.49,367.05,363.74,368.28,369.10,365.84,365.96,366.32,372.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L7
2002-08-20 21:47:58+00:00,376.63,369.92,371.94,373.78,371.91,366.74,364.77,362.54,364.67,366.48,368.55,369.31,369.29,370.37,367.65,367.23,368.08,369.19,367.66,363.35,364.18,366.00,363.42,361.06,360.74,362.66,366.13,364.65,358.95,356.01,357.96,361.92,367.81,368.22,370.68,374.97,368.91,365.92,359.79,346.22,337.78,328.87,322.64,317.66,315.84,314.95,311.50,322.96,,,,,,,,,,,,,L7
2002-08-29 21:41:39+00:00,375.12,377.01,375.29,376.37,377.19,369.87,368.94,367.42,362.04,364.18,370.26,370.55,370.27,370.85,370.73,370.71,370.40,372.27,372.57,369.12,368.43,366.50,367.57,365.29,365.92,367.25,371.93,368.84,362.96,361.17,361.87,368.94,376.29,375.34,375.03,374.03,372.75,367.69,361.79,350.48,341.26,334.32,333.65,324.51,335.31,328.72,,,,,,,,,,,,,,,L7
2002-10-23 21:47:39+00:00,366.02,366.62,364.42,364.58,363.63,357.30,355.50,356.81,357.15,356.47,362.66,361.84,357.38,360.16,361.73,362.93,364.58,364.75,366.44,361.64,361.70,363.25,362.80,355.97,354.55,357.49,363.73,359.59,351.95,351.68,353.65,363.07,368.58,369.81,370.62,369.80,368.75,366.15,355.09,347.33,333.59,333.45,333.78,324.31,320.77,317.53,334.41,355.62,512.44,,,,,,450.67,438.58,,369.64,410.30,383.96,L7
2002-11-08 21:47:44+00:00,363.94,365.57,362.54,363.65,368.01,360.15,356.07,354.85,352.62,353.62,360.59,363.41,362.26,361.59,360.76,362.35,366.40,364.27,362.70,358.84,365.72,367.97,364.22,359.94,362.11,361.10,366.73,366.45,359.65,357.19,357.89,362.15,372.68,372.70,373.29,375.87,373.97,365.53,355.74,346.48,337.67,336.73,332.31,329.75,324.24,313.72,340.85,,523.36,397.15,417.56,460.04,,,452.79,447.34,,,428.20,399.78,L7
2003-01-11 21:48:14+00:00,356.57,355.94,358.09,355.89,355.21,350.15,346.80,343.00,340.85,345.48,354.39,360.11,357.99,358.77,358.97,359.67,360.80,355.52,356.05,356.41,357.98,359.71,358.01,355.87,356.57,359.77,361.98,360.20,353.16,354.73,355.28,358.63,367.17,370.78,367.99,367.59,360.87,358.36,348.09,336.62,326.99,318.71,316.22,303.85,293.67,,,,503.25,,,468.58,463.85,,439.79,490.74,434.56,423.42,389.61,,L7
2003-02-21 21:42:20+00:00,368.39,371.94,366.31,366.99,368.21,359.45,362.89,357.12,353.08,355.96,364.18,366.63,364.88,364.08,362.95,366.11,368.04,367.41,368.83,367.10,365.86,366.70,367.90,363.45,364.32,368.89,367.28,366.11,359.86,360.68,359.26,368.51,374.68,371.98,375.50,373.29,374.82,369.10,360.99,349.52,336.07,327.99,325.26,304.85,305.56,,,,517.34,,,502.74,,,451.96,464.05,464.63,417.88,418.98,394.08,L7
2003-03-16 21:48:34+00:00,368.00,367.09,358.25,350.48,349.14,348.35,346.83,340.19,340.40,344.48,350.36,355.41,354.74,351.94,353.07,358.67,359.92,357.27,359.44,359.08,357.27,356.08,348.09,349.63,350.87,356.19,360.18,358.77,357.82,354.76,358.09,361.95,370.10,364.39,364.19,367.10,365.01,357.64,351.63,340.05,325.83,329.89,324.01,282.52,278.80,,,,495.60,466.98,449.80,,462.94,451.18,434.26,430.70,,391.11,367.43,335.03,L7
2003-04-10 21:42:26+00:00,379.86,371.07,364.73,364.10,362.45,360.16,354.52,354.09,351.13,351.48,356.04,361.98,353.55,354.00,357.89,360.92,361.38,363.54,359.88,360.16,356.15,359.16,357.53,360.16,359.53,361.79,366.76,364.58,360.30,357.23,358.31,366.36,371.45,373.83,372.47,372.99,366.77,360.78,356.22,342.04,330.63,326.25,323.64,307.23,297.59,,,,502.71,481.20,462.33,478.29,477.56,457.47,436.23,425.69,,380.65,372.34,345.00,L7
2003-04-26 21:42:25+00:00,386.58,379.71,373.88,371.77,370.15,367.44,362.84,361.31,358.16,362.76,366.34,369.32,371.24,372.23,368.97,366.97,367.99,368.91,367.11,362.01,360.64,365.00,366.77,361.23,360.94,362.70,368.47,366.54,361.87,359.99,360.32,368.52,372.73,375.15,371.29,372.88,367.81,361.75,353.58,341.31,331.62,324.20,,,,,,,,,,,,,,,,,,,L7
2003-05-03 21:48:37+00:00,388.10,380.50,377.43,371.78,366.56,367.99,360.51,355.31,358.99,361.97,365.36,367.51,368.59,366.64,362.41,366.61,368.24,367.60,369.51,365.23,368.10,366.43,367.32,361.73,363.40,365.08,369.04,364.57,361.50,360.48,360.38,368.45,372.65,373.74,376.79,375.45,374.05,363.72,,,,,,,,,,,,,,,,,,,,,,,L7
2003-05-28 21:42:22+00:00,394.71,390.83,386.33,382.66,381.64,379.06,372.01,369.84,369.56,371.24,373.27,376.55,378.59,375.93,375.98,379.27,375.17,378.82,375.81,371.95,374.24,376.76,376.52,374.50,372.37,374.79,377.59,376.93,370.90,371.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L7
2003-07-23 21:30:14+00:00,385.24,386.11,383.27,380.85,376.17,373.05,369.97,358.63,367.33,372.80,373.32,378.85,377.75,382.02,379.43,379.03,381.55,382.57,380.52,380.76,381.18,382.30,381.65,374.30,370.24,372.90,380.62,377.17,369.32,372.32,373.75,378.77,379.36,386.09,383.14,383.21,379.04,373.27,360.35,342.56,,,,,,,,,,,,,,,,,,,,,L5
2003-07-30 21:36:33+00:00,381.49,372.61,369.25,370.19,367.99,363.23,356.05,358.18,359.00,359.79,365.28,371.08,370.31,368.59,369.02,367.78,369.05,371.20,373.42,370.19,365.68,362.78,362.81,361.26,358.42,360.00,364.14,362.29,360.68,359.24,358.78,362.46,372.11,375.93,376.97,377.18,366.37,358.72,,,,,,,,,,,,,,,,,,,,,,,L5
2003-08-24 21:30:48+00:00,377.06,370.51,373.96,370.85,371.48,369.26,363.57,360.83,362.75,363.64,367.40,366.25,362.01,363.79,365.87,363.51,362.36,362.49,361.71,364.79,360.85,366.27,365.21,362.56,362.21,364.17,369.43,365.29,362.97,359.64,356.20,361.37,370.08,367.80,370.37,370.71,368.08,360.99,350.45,337.80,305.49,,,,,,,,,,,,,,,,,,,,L5
2003-11-04 21:42:03+00:00,380.11,371.93,371.37,368.97,,,,,,,365.50,367.48,364.98,365.91,366.06,367.32,364.33,367.00,366.26,363.87,363.15,365.64,362.46,,,,,,359.76,358.65,363.51,370.99,379.45,380.65,376.44,374.47,371.29,356.62,353.57,,,,330.73,335.21,340.00,353.95,349.41,349.48,,458.78,,,,,,,,427.45,354.36,315.72,L7
2003-11-19 21:38:14+00:00,366.46,362.00,360.05,367.24,363.35,366.16,358.39,353.98,357.92,367.30,371.58,374.38,357.52,356.94,356.81,355.74,356.05,358.64,359.00,355.60,357.90,358.01,367.09,362.74,362.78,365.39,366.35,366.24,366.90,365.45,353.81,359.58,365.94,366.33,365.70,360.43,359.15,366.99,356.55,342.47,336.88,338.23,338.62,338.13,332.39,341.22,341.41,341.84,,429.83,435.88,,,568.79,,,,401.91,348.73,323.96,L5
2003-11-20 21:42:19+00:00,370.97,368.90,363.94,361.22,360.43,357.94,359.30,,,,,,356.74,362.31,361.76,361.24,360.08,362.44,361.10,356.99,354.40,360.59,356.60,354.58,354.32,360.98,,,,,356.56,364.01,372.33,376.18,371.54,368.52,362.55,352.61,342.56,332.51,,,,,335.18,345.53,340.27,348.02,425.94,436.99,427.72,508.87,,542.39,,,,411.69,352.02,315.23,L7
2003-11-28 21:32:10+00:00,367.62,365.92,362.35,359.83,357.84,354.86,352.05,352.35,353.90,355.66,361.42,361.53,359.61,360.42,359.73,360.15,353.00,354.32,355.30,351.66,354.70,358.07,357.88,351.70,352.83,360.54,364.91,360.33,358.23,357.86,360.38,368.59,370.40,365.42,369.25,366.41,363.22,349.21,338.77,335.72,330.60,333.03,334.83,346.00,350.79,324.06,347.07,363.99,369.61,,,,,,,,,380.49,386.66,,L5
2003-12-05 21:38:22+00:00,366.48,363.26,342.02,349.38,345.04,344.96,336.26,336.64,336.76,337.21,342.46,346.61,353.70,354.76,357.52,356.92,356.09,357.49,351.26,348.57,349.69,362.79,345.13,341.31,340.14,338.50,347.19,344.42,339.02,342.52,350.74,362.70,370.67,374.95,368.79,360.79,359.14,338.28,330.23,316.52,306.80,302.29,309.10,318.65,332.58,331.07,333.81,350.10,375.96,,,489.03,517.12,516.93,494.32,440.55,,395.57,351.00,313.11,L5
2003-12-30 21:32:24+00:00,368.57,367.21,366.75,367.44,361.99,362.85,360.74,358.92,352.70,354.30,356.64,355.69,356.94,358.79,360.62,358.03,359.49,360.88,362.42,356.51,359.78,363.17,361.50,357.65,357.89,361.37,363.48,357.41,352.50,352.96,356.61,366.53,368.37,368.38,373.21,369.55,362.98,354.35,345.58,337.59,328.18,322.50,323.89,325.25,337.15,328.69,338.15,353.28,363.93,431.53,,509.79,507.56,,531.12,494.47,,386.20,362.14,332.24,L5
2004-01-15 21:32:26+00:00,371.91,,,,,,,,,,,,,,359.89,361.44,364.58,362.30,365.60,360.54,362.26,366.64,367.39,364.23,361.84,,,,,,,,,,,,,,,,,,,,,331.81,340.88,351.93,407.70,430.00,,506.19,516.00,507.56,536.48,514.15,414.27,389.27,360.64,328.39,L5
2004-01-22 21:38:40+00:00,364.64,365.17,362.67,363.27,357.18,353.19,355.14,342.04,344.05,342.77,342.72,349.58,351.91,345.99,345.44,343.51,342.95,349.70,353.70,350.28,354.93,360.52,360.93,359.84,359.08,364.41,354.94,349.07,339.67,336.48,347.10,357.58,366.09,373.30,371.75,367.58,361.90,351.80,345.20,330.97,316.83,315.65,318.65,318.50,,,333.79,365.91,371.22,,,,,,,,,,,,L5
2004-01-23 21:42:42+00:00,362.98,365.61,362.97,357.89,358.15,355.77,352.30,349.33,346.67,348.17,,,,,,,359.92,358.13,354.05,352.39,355.85,354.59,355.67,353.60,352.80,357.32,359.22,354.75,346.35,,,,,369.41,369.83,363.63,361.29,352.10,341.53,327.07,323.34,327.84,,,,,343.36,,415.04,,,,499.88,498.98,522.23,,,,,364.95,L7
2004-02-23 21:38:50+00:00,,,,,,,,,,,,,345.96,348.01,352.10,353.85,351.87,352.04,346.08,347.88,351.32,349.67,350.98,341.21,338.23,335.65,340.56,337.65,334.37,336.49,341.45,360.68,366.05,361.94,359.64,357.71,352.04,338.50,322.17,311.76,302.62,305.46,300.80,306.10,322.45,317.73,342.74,396.82,380.71,,,,,,,,,,,,L5
2004-02-24 21:42:45+00:00,368.47,372.46,,,,,,,352.70,357.21,363.67,364.45,364.49,366.36,362.20,360.98,364.12,359.92,355.62,351.69,351.61,357.87,,,,,,363.04,358.67,360.08,360.19,370.87,380.32,374.37,374.59,370.68,363.04,,,,,326.16,332.02,335.87,336.58,331.42,345.18,421.33,420.51,386.15,,,,,503.75,516.67,389.44,409.16,391.36,362.49,L7
2004-03-18 21:49:07+00:00,364.92,359.89,361.34,363.34,365.23,,,,,,,,,357.79,363.23,362.06,362.44,363.82,362.68,363.09,359.41,363.69,360.86,357.91,365.53,,,,,,,363.40,370.24,370.01,369.42,364.62,358.58,353.12,339.54,332.83,,,,,,325.80,343.51,374.52,376.15,401.82,400.12,466.44,,,,,,407.26,345.73,,L7
2004-03-27 21:42:57+00:00,,,,365.68,361.89,361.13,354.19,356.13,359.43,359.78,360.76,363.50,363.90,360.89,363.58,365.07,367.51,,,,,,,354.71,355.02,355.34,357.88,354.81,353.90,350.28,356.93,364.70,373.23,,,,,350.41,343.30,322.26,318.49,313.00,319.28,320.00,330.78,339.24,354.95,,,,,,536.77,560.97,538.79,518.76,403.71,404.69,381.43,,L7
