dates,satname,nzd0200-0000,nzd0200-0001,nzd0200-0002,nzd0200-0003,nzd0200-0004,nzd0200-0005,nzd0200-0006,nzd0200-0007,nzd0200-0008,nzd0200-0009,nzd0200-0010,nzd0200-0011,nzd0200-0012,nzd0200-0013,nzd0200-0014,nzd0200-0015,nzd0200-0016,nzd0200-0017,nzd0200-0018,nzd0200-0019,nzd0200-0020,nzd0200-0021,nzd0200-0022,nzd0200-0023,nzd0200-0024,nzd0200-0025,nzd0200-0026,nzd0200-0027,nzd0200-0028,nzd0200-0029,nzd0200-0030,nzd0200-0031,nzd0200-0032,nzd0200-0033,nzd0200-0034,nzd0200-0035,nzd0200-0036,nzd0200-0037,nzd0200-0038,nzd0200-0039,nzd0200-0040,nzd0200-0041,nzd0200-0042,nzd0200-0043,nzd0200-0044,nzd0200-0045,nzd0200-0046,nzd0200-0047,nzd0200-0048,nzd0200-0049,nzd0200-0050,nzd0200-0051,nzd0200-0052,nzd0200-0053,nzd0200-0054,nzd0200-0055,nzd0200-0056,nzd0200-0057,nzd0200-0058,nzd0200-0059,nzd0200-0060,nzd0200-0061,nzd0200-0062,nzd0200-0063,nzd0200-0064,nzd0200-0065,nzd0200-0066,nzd0200-0067,nzd0200-0068,nzd0200-0069,nzd0200-0070,nzd0200-0071,nzd0200-0072,nzd0200-0073,nzd0200-0074,nzd0200-0075,nzd0200-0076,nzd0200-0077,nzd0200-0078,nzd0200-0079,nzd0200-0080,nzd0200-0081,nzd0200-0082,nzd0200-0083,nzd0200-0084,nzd0200-0085,nzd0200-0086,nzd0200-0087,nzd0200-0088,nzd0200-0089,nzd0200-0090,nzd0200-0091,nzd0200-0092,nzd0200-0093,nzd0200-0094,nzd0200-0095,nzd0200-0096,nzd0200-0097,nzd0200-0098,nzd0200-0099,nzd0200-0100,nzd0200-0101,nzd0200-0102,nzd0200-0103,nzd0200-0104,nzd0200-0105,nzd0200-0106,nzd0200-0107,nzd0200-0108,nzd0200-0109,nzd0200-0110,nzd0200-0111,nzd0200-0112,nzd0200-0113
2000-07-11 22:03:41+00:00,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,468.27,466.57,460.27,272.63,259.70,272.28,436.58,454.30
2000-08-05 21:57:08+00:00,L7,,,,,,,,,,,,458.67,453.03,440.30,438.39,425.63,422.70,416.93,408.35,411.69,403.39,395.15,376.23,390.60,394.70,410.76,413.14,403.09,391.46,412.69,401.85,411.25,411.23,429.46,434.42,448.69,441.20,426.16,448.21,429.63,421.88,421.95,431.61,440.60,460.53,469.47,467.92,468.19,457.97,442.91,467.97,472.80,475.97,485.45,485.12,491.25,489.15,481.63,483.32,468.06,,,,,,,,,,,,,,,,,164.11,195.17,470.42,451.69,488.33,481.92,481.82,475.22,495.15,505.24,501.48,493.85,485.50,491.72,472.11,490.84,498.27,494.92,499.21,491.19,482.76,501.07,499.22,480.59,487.07,490.42,499.40,473.00,468.63,428.44,452.02,458.15,464.57,461.98,464.12,458.24,455.81,448.58
2000-09-13 22:02:50+00:00,L7,366.04,365.19,375.86,383.23,367.88,371.63,365.50,370.02,364.78,366.87,375.48,380.77,375.82,372.95,366.27,373.30,370.16,366.33,364.66,374.69,376.12,371.35,355.70,360.52,364.45,362.34,358.81,344.71,339.75,353.52,330.71,365.79,348.96,335.45,345.88,354.72,368.14,371.84,371.85,358.43,345.76,348.36,338.38,337.35,360.75,379.37,381.33,382.61,372.47,374.28,388.22,371.99,389.59,370.82,378.12,361.94,377.97,376.34,390.37,382.22,385.17,372.69,361.94,378.73,376.22,374.74,375.69,395.56,380.27,384.87,381.47,369.13,383.84,379.61,397.14,390.72,375.73,381.82,376.08,366.95,371.41,375.73,405.72,395.38,381.32,405.47,415.01,404.84,396.90,412.52,404.33,410.07,421.38,409.63,413.93,414.52,424.87,398.85,408.60,402.63,393.97,363.63,388.24,405.78,399.26,389.88,391.53,386.46,396.93,380.74,281.35,380.61,364.16,362.66
2000-09-22 21:56:29+00:00,L7,393.36,410.56,454.09,469.68,457.77,443.24,449.28,449.43,442.65,432.46,437.67,456.77,447.79,435.30,439.88,441.10,445.64,444.68,441.23,423.05,420.21,430.06,427.78,412.22,419.06,424.85,417.80,407.98,413.65,430.12,439.43,441.98,431.83,433.33,444.34,450.03,449.06,447.61,,441.85,437.67,440.51,436.30,436.21,466.16,484.80,481.44,485.37,474.36,466.87,493.30,484.78,483.73,483.71,473.16,476.99,490.90,488.83,489.26,473.99,471.31,471.48,482.58,483.10,486.53,485.43,487.00,482.12,493.78,504.33,517.28,507.38,489.54,471.84,471.01,,,,,,,,,,,,,,,490.52,480.17,488.82,498.31,509.60,513.67,522.64,500.84,505.87,484.41,472.60,486.13,488.08,505.71,503.84,488.86,449.46,473.13,466.56,460.30,464.58,451.10,449.60,457.85,464.12
2000-10-15 22:02:20+00:00,L7,363.72,361.33,372.13,369.29,358.90,369.29,373.79,379.71,363.43,363.64,370.03,370.95,370.89,367.79,363.08,361.73,363.70,363.32,361.72,363.92,363.48,358.81,343.50,353.25,355.25,352.11,347.86,340.32,330.33,339.83,326.83,354.20,340.00,332.10,345.67,349.51,362.84,364.49,362.74,356.94,348.48,347.40,340.50,347.60,371.86,380.78,387.73,391.11,373.52,374.64,392.17,388.94,393.99,380.06,377.38,384.05,388.56,396.75,391.10,384.49,390.15,381.59,394.37,386.54,385.56,384.69,383.13,394.28,378.83,395.26,393.60,384.22,391.59,386.08,385.75,377.47,378.51,377.21,375.07,376.10,383.67,385.93,403.61,389.02,400.56,408.94,411.56,400.12,398.63,413.79,413.41,415.44,417.35,405.66,407.58,409.09,410.76,403.91,403.78,389.84,380.61,362.53,387.51,397.26,389.81,383.75,386.95,387.01,384.01,380.24,375.53,381.50,378.95,381.86
2001-01-03 22:02:36+00:00,L7,429.26,443.02,446.19,425.15,447.26,488.26,533.77,529.33,506.59,486.17,474.30,450.42,447.11,426.03,457.61,459.79,448.76,454.36,448.79,452.16,441.45,462.45,466.40,445.22,436.50,457.79,438.96,405.01,401.64,414.88,451.13,474.60,467.00,467.53,474.11,462.48,467.84,461.55,473.05,456.78,461.07,454.25,458.76,486.22,545.14,524.61,515.11,489.85,497.47,511.83,543.00,521.14,516.46,494.96,486.91,493.12,501.88,501.05,501.85,505.10,515.69,512.05,508.35,499.09,500.00,498.86,557.68,578.17,499.56,513.10,522.97,522.39,540.39,505.59,508.91,503.48,497.82,507.19,511.08,484.93,518.74,508.68,513.32,512.13,500.93,502.66,499.63,507.68,526.31,565.74,549.23,517.02,529.72,534.70,541.55,528.45,495.17,503.27,502.91,516.09,542.54,557.59,558.28,535.20,506.73,498.58,507.21,497.13,482.65,478.05,483.54,485.02,494.29,489.13
2001-01-12 21:56:30+00:00,L7,369.97,368.54,374.88,362.97,365.19,403.00,430.88,432.72,417.36,405.61,387.02,395.46,383.20,379.37,375.81,378.70,381.21,372.22,,,,,,,,,,,,,,363.89,353.91,337.99,356.77,373.72,390.20,380.29,381.76,367.73,361.92,347.19,350.90,359.45,390.21,405.02,400.45,398.65,383.01,388.17,410.60,393.91,408.18,395.02,385.65,395.40,397.73,400.46,401.26,397.23,398.82,388.58,405.14,395.47,384.78,400.13,404.51,425.19,431.84,433.51,402.10,410.78,412.97,425.96,432.39,421.02,410.69,416.98,419.60,405.71,423.84,421.09,431.29,427.17,445.56,428.40,422.29,423.93,442.74,454.33,449.56,437.67,436.16,442.04,446.44,443.52,431.15,428.38,420.52,419.95,432.35,432.79,444.86,431.65,404.69,403.55,402.93,400.38,399.81,,,,,
2001-02-04 22:02:38+00:00,L7,,,,,414.00,455.90,478.90,475.47,455.66,444.67,446.86,441.26,416.87,403.95,406.36,409.65,419.07,,,,,,,,,,,,390.18,388.70,400.54,427.02,422.03,422.73,431.37,430.65,437.70,427.60,436.25,422.37,428.12,419.23,417.31,427.37,455.01,465.83,466.45,466.14,456.37,455.93,487.51,473.35,470.11,472.16,450.64,440.93,452.80,466.49,462.37,452.09,463.02,466.04,468.97,458.78,455.12,460.43,475.17,481.52,484.93,485.05,485.66,482.86,483.55,482.31,480.31,466.80,451.46,452.39,458.63,446.24,475.15,467.67,475.25,467.34,485.97,488.94,478.44,469.99,476.50,508.89,495.86,488.21,481.59,484.56,,,,,,,,,,,,,,,,,,429.29,445.73,446.84
2001-02-20 22:02:36+00:00,L7,371.99,367.79,372.93,388.12,391.84,438.20,443.78,447.29,440.92,426.86,419.54,404.95,384.42,379.70,381.01,387.74,396.58,391.51,383.46,385.50,389.22,387.47,386.36,387.81,391.06,402.18,392.50,381.70,369.23,379.56,369.20,407.60,394.98,394.97,400.89,401.80,407.03,413.55,416.52,401.13,392.34,401.07,403.35,392.83,416.29,436.72,443.01,440.38,422.90,425.63,436.21,420.56,437.77,439.19,424.17,422.62,428.25,434.81,438.65,435.78,434.85,419.31,428.58,436.41,432.28,442.30,451.54,459.34,457.24,457.62,452.39,447.98,448.12,446.86,443.24,440.63,435.56,431.13,433.71,424.21,453.22,447.52,452.72,444.25,453.94,466.13,460.54,459.64,456.32,477.58,472.44,465.28,466.96,458.53,455.34,457.78,457.12,454.91,448.36,445.03,450.96,450.87,467.58,467.09,448.64,424.67,431.06,428.07,428.26,425.50,410.43,417.69,418.87,416.54
2001-03-01 21:56:21+00:00,L7,395.51,392.91,399.69,416.90,436.65,467.55,497.10,514.51,504.60,475.11,471.90,471.96,438.65,421.68,424.82,442.53,439.59,448.38,443.15,445.25,442.11,451.51,450.14,442.42,441.28,438.14,423.82,420.15,415.92,429.99,423.56,452.92,449.19,454.03,467.51,459.27,465.21,458.80,463.97,441.42,442.27,457.72,453.83,445.32,481.70,523.91,529.66,520.15,490.56,482.50,502.60,486.59,497.03,515.45,494.78,469.96,470.55,488.40,508.99,517.69,477.90,478.36,521.61,513.48,523.46,490.92,497.59,497.18,532.01,521.14,516.91,507.13,502.35,491.63,491.28,483.11,474.93,484.05,493.30,467.75,498.46,503.13,506.17,484.47,499.08,509.53,502.32,496.29,506.45,528.61,526.73,539.80,517.31,509.44,509.48,517.69,503.74,502.68,486.19,489.04,514.18,538.40,535.91,524.67,518.89,490.71,480.45,475.53,469.49,466.40,460.19,451.66,472.94,462.59
2001-03-24 22:02:23+00:00,L7,362.57,354.12,351.35,363.20,376.94,410.87,419.92,424.97,415.90,408.87,,,389.05,371.78,366.62,372.28,374.97,373.04,370.77,375.18,379.68,379.57,371.48,376.50,377.77,381.22,375.76,365.18,358.68,376.80,366.82,385.00,371.87,379.58,383.01,391.21,395.21,394.38,395.01,382.83,372.95,380.20,374.68,379.56,411.90,416.57,409.75,420.57,405.70,418.05,439.03,410.67,418.13,419.82,413.98,416.50,411.53,416.12,416.02,415.60,423.43,417.00,427.25,423.87,419.10,424.14,421.13,429.52,430.45,431.44,430.32,426.86,428.39,419.13,424.28,410.87,401.48,411.22,414.93,402.01,422.22,418.91,427.98,423.06,435.21,445.03,443.20,428.88,430.84,447.91,447.89,446.27,444.33,440.65,440.64,437.13,441.62,433.73,423.37,423.80,425.29,407.73,433.32,436.60,421.98,414.97,420.32,417.12,412.86,406.96,401.10,400.14,394.39,393.85
2001-06-12 22:01:48+00:00,L7,,,,,,,,,,,,461.14,429.13,415.51,422.90,430.13,416.04,403.77,392.43,,139.70,,,,,,,,,,,,,,,,,,,,,,,,,489.97,493.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-06-21 21:55:29+00:00,L7,338.76,324.80,331.61,,,,,438.28,419.31,408.52,393.88,392.65,372.22,367.13,368.14,369.00,362.39,363.52,357.24,,369.28,371.28,364.60,363.39,369.84,374.76,381.15,372.83,357.33,364.40,351.54,359.69,,,,,,,,,,,,,,407.53,408.71,416.11,394.74,414.27,434.29,410.31,421.19,412.62,412.23,339.61,330.39,409.23,,411.60,419.26,144.95,430.76,417.90,209.93,427.55,424.08,432.03,322.79,337.03,306.59,314.90,331.96,356.43,438.51,434.67,404.35,272.94,317.31,401.34,433.75,432.46,432.57,415.12,449.55,465.10,446.41,436.29,435.76,442.38,446.21,453.74,442.33,440.45,445.93,443.99,444.71,443.94,427.80,409.73,408.67,391.85,218.37,283.58,343.85,310.60,272.09,273.97,265.80,267.87,265.61,271.63,251.03,275.06
2001-08-08 21:55:01+00:00,L7,336.51,319.01,,,,,,451.99,437.93,414.95,409.84,403.71,385.44,388.61,371.99,377.50,382.17,383.52,375.33,377.93,377.17,377.55,331.88,,382.14,375.01,383.01,379.07,370.05,386.24,398.83,419.12,404.00,403.85,403.99,389.57,406.04,405.10,410.74,400.59,405.00,391.57,409.69,415.08,445.56,453.19,441.28,443.91,433.39,447.81,470.85,462.66,460.48,460.41,448.04,445.61,440.99,438.39,444.56,435.55,446.94,436.34,447.99,451.10,453.46,460.70,456.68,450.91,446.17,451.49,444.74,441.02,444.12,455.66,448.32,445.21,443.20,456.97,462.81,431.02,449.06,437.49,445.18,448.65,478.42,483.03,480.19,483.44,469.61,479.65,469.81,470.19,469.05,469.94,467.67,466.98,465.37,470.08,459.68,442.16,,425.51,430.04,284.98,338.40,303.31,437.35,436.24,259.62,273.93,267.62,273.78,254.06,420.18
2001-08-15 22:01:02+00:00,L7,347.46,323.36,338.83,358.46,395.24,452.65,463.99,475.23,468.17,448.07,429.22,417.32,414.88,409.01,404.23,405.56,405.05,402.60,377.22,386.40,381.78,394.88,376.12,383.93,370.90,376.52,,389.30,386.47,404.94,407.88,427.40,397.29,408.25,424.49,432.65,426.22,420.66,431.54,410.89,417.65,413.65,405.22,426.27,447.07,456.24,442.94,438.20,448.53,451.51,486.88,463.66,472.56,465.20,448.78,451.32,454.82,456.41,456.14,451.77,457.60,460.27,460.63,456.28,460.21,468.21,455.51,452.93,460.88,472.34,454.53,443.92,447.51,459.58,454.51,464.06,461.09,459.52,464.52,441.35,454.97,446.87,444.18,448.19,475.98,484.02,493.03,496.03,483.77,,473.27,466.57,468.98,464.03,467.55,462.58,472.65,483.01,475.77,456.49,456.99,458.76,453.97,455.13,457.98,432.60,432.40,438.56,435.00,432.40,437.39,432.12,431.62,433.31
2001-08-24 21:54:48+00:00,L7,346.63,332.07,333.88,354.82,,,481.52,477.04,471.16,451.27,408.06,414.08,400.17,386.39,370.86,371.52,,,,,,,,,,,,,,,407.11,419.83,409.78,385.96,413.75,413.22,434.81,,,391.80,423.42,423.62,410.35,400.16,320.14,368.71,348.83,371.20,333.83,375.68,383.49,463.22,446.31,460.62,445.38,437.13,429.91,444.38,447.99,450.26,462.93,437.47,441.34,451.81,475.74,473.73,475.11,488.97,479.19,487.30,451.28,454.18,457.74,452.19,456.34,474.30,470.36,471.87,489.01,429.31,445.35,445.26,444.45,442.05,473.43,484.80,487.67,490.19,487.47,498.38,459.56,462.43,480.47,492.89,500.88,502.41,538.88,530.71,506.58,494.02,478.66,476.40,489.57,477.68,460.44,,,,,,,,,
2001-09-09 21:54:36+00:00,L7,373.89,351.84,370.39,401.78,452.42,508.97,530.38,536.39,518.78,495.60,471.15,472.85,467.82,438.31,441.90,430.29,419.92,415.90,426.27,420.28,426.11,437.85,427.34,435.70,436.72,449.73,438.05,434.03,424.23,434.30,441.97,465.87,466.28,457.77,473.84,467.10,455.91,453.04,465.14,466.71,469.35,462.86,457.05,482.82,504.72,506.51,492.78,491.27,499.40,525.35,544.55,519.28,523.92,515.67,507.72,508.98,503.14,497.87,497.97,498.94,501.64,496.57,518.92,519.36,514.35,520.22,522.60,533.30,529.36,526.37,510.54,494.69,494.31,498.20,513.14,515.66,502.54,527.98,526.27,489.44,514.60,499.65,483.63,490.60,526.91,533.61,532.10,531.50,528.36,542.12,522.59,534.62,538.35,527.47,525.31,525.58,531.48,527.64,519.02,501.96,,364.89,524.30,530.64,501.08,466.60,494.91,492.69,487.83,485.46,481.51,464.67,483.12,488.67
2001-09-25 21:54:28+00:00,L7,381.42,372.51,388.16,401.22,427.47,479.50,511.11,534.49,528.91,496.65,468.81,463.87,458.41,438.29,436.76,433.12,428.41,424.34,422.33,428.12,426.52,443.84,428.40,410.87,414.86,413.77,423.70,429.02,426.76,433.15,437.21,452.55,447.73,456.12,468.37,457.03,460.45,452.27,465.19,457.37,461.26,450.37,456.15,467.10,488.97,502.29,494.77,498.45,487.05,508.04,513.07,507.52,509.04,516.59,502.23,490.44,488.75,496.80,493.11,486.83,495.30,489.98,494.29,501.33,507.66,513.47,518.64,519.65,509.60,514.93,515.29,500.27,482.53,484.54,504.51,501.61,497.01,507.28,514.46,492.08,514.41,503.18,479.94,467.43,501.32,522.81,518.08,521.69,522.55,537.77,528.72,527.08,526.07,520.64,526.96,524.44,509.08,519.32,505.12,489.33,496.49,492.09,502.10,489.73,496.86,464.01,490.45,490.01,477.18,474.04,473.28,459.08,471.49,471.55
