dates,nzd0200-0000,nzd0200-0001,nzd0200-0002,nzd0200-0003,nzd0200-0004,nzd0200-0005,nzd0200-0006,nzd0200-0007,nzd0200-0008,nzd0200-0009,nzd0200-0010,nzd0200-0011,nzd0200-0012,nzd0200-0013,nzd0200-0014,nzd0200-0015,nzd0200-0016,nzd0200-0017,nzd0200-0018,nzd0200-0019,nzd0200-0020,nzd0200-0021,nzd0200-0022,nzd0200-0023,nzd0200-0024,nzd0200-0025,nzd0200-0026,nzd0200-0027,nzd0200-0028,nzd0200-0029,nzd0200-0030,nzd0200-0031,nzd0200-0032,nzd0200-0033,nzd0200-0034,nzd0200-0035,nzd0200-0036,nzd0200-0037,nzd0200-0038,nzd0200-0039,nzd0200-0040,nzd0200-0041,nzd0200-0042,nzd0200-0043,nzd0200-0044,nzd0200-0045,nzd0200-0046,nzd0200-0047,nzd0200-0048,nzd0200-0049,nzd0200-0050,nzd0200-0051,nzd0200-0052,nzd0200-0053,nzd0200-0054,nzd0200-0055,nzd0200-0056,nzd0200-0057,nzd0200-0058,nzd0200-0059,nzd0200-0060,nzd0200-0061,nzd0200-0062,nzd0200-0063,nzd0200-0064,nzd0200-0065,nzd0200-0066,nzd0200-0067,nzd0200-0068,nzd0200-0069,nzd0200-0070,nzd0200-0071,nzd0200-0072,nzd0200-0073,nzd0200-0074,nzd0200-0075,nzd0200-0076,nzd0200-0077,nzd0200-0078,nzd0200-0079,nzd0200-0080,nzd0200-0081,nzd0200-0082,nzd0200-0083,nzd0200-0084,nzd0200-0085,nzd0200-0086,nzd0200-0087,nzd0200-0088,nzd0200-0089,nzd0200-0090,nzd0200-0091,nzd0200-0092,nzd0200-0093,nzd0200-0094,nzd0200-0095,nzd0200-0096,nzd0200-0097,nzd0200-0098,nzd0200-0099,nzd0200-0100,nzd0200-0101,nzd0200-0102,nzd0200-0103,nzd0200-0104,nzd0200-0105,nzd0200-0106,nzd0200-0107,nzd0200-0108,nzd0200-0109,nzd0200-0110,nzd0200-0111,nzd0200-0112,nzd0200-0113,satname
2000-07-11 22:03:41+00:00,449.13,458.42,458.96,453.58,429.89,430.08,438.41,411.97,407.53,412.45,414.20,418.91,418.57,425.36,416.83,414.05,411.12,403.17,392.75,419.27,399.06,402.86,397.74,393.00,394.62,392.56,393.44,389.47,379.91,387.85,387.54,410.39,395.20,399.21,407.16,413.65,412.02,410.41,429.33,411.01,410.58,,414.58,406.58,439.34,460.31,449.01,458.48,435.90,455.76,477.58,459.05,459.61,464.44,458.05,457.92,458.40,463.98,463.52,433.27,443.89,457.91,471.33,458.57,461.79,452.51,458.40,465.68,468.70,472.43,461.59,452.08,456.27,462.59,463.51,452.12,441.49,427.55,436.72,428.72,459.85,453.23,459.12,453.91,480.34,486.12,476.90,467.72,460.65,474.32,465.08,472.11,475.88,479.31,478.15,474.06,471.70,481.08,477.28,466.59,464.21,467.32,444.24,462.75,435.10,428.10,441.94,441.14,434.42,,424.19,434.52,426.70,439.60,L7
2000-08-05 21:57:08+00:00,449.13,458.42,458.96,453.58,429.89,430.08,438.41,411.97,407.53,412.45,414.20,424.06,423.00,424.91,418.03,412.75,409.83,402.42,392.47,407.11,396.79,396.75,387.58,388.21,390.92,393.67,394.42,388.69,378.61,389.28,385.53,406.88,395.02,401.99,409.78,418.22,415.12,410.16,429.20,411.94,406.66,402.81,411.93,412.42,438.77,451.49,447.30,452.17,435.77,438.17,461.61,456.19,459.48,464.00,459.63,461.59,461.21,461.69,461.19,435.26,443.89,457.91,471.33,458.57,461.79,452.51,458.40,465.68,468.70,472.43,461.59,452.08,456.27,462.59,463.51,452.12,441.49,427.55,440.17,428.93,461.90,455.35,460.31,454.64,477.83,485.05,478.71,468.99,461.49,471.86,459.98,470.91,475.90,475.58,476.24,472.33,469.01,478.81,478.68,462.42,462.24,465.47,455.07,457.23,437.34,417.11,436.36,437.88,435.54,435.18,430.75,432.98,425.24,433.66,L7
2000-09-13 22:02:50+00:00,409.04,408.19,412.72,426.23,410.88,408.49,408.50,404.60,398.12,403.14,410.07,423.27,422.13,422.44,415.32,411.45,407.26,399.54,388.85,400.94,394.04,393.20,382.90,382.40,388.24,390.23,392.22,385.55,377.57,389.11,381.95,405.74,393.13,396.37,405.23,421.01,411.16,407.25,418.89,401.78,392.68,394.01,395.33,399.31,420.98,436.82,434.96,435.74,425.56,418.93,438.43,440.41,447.25,461.80,447.50,458.81,457.33,449.24,449.03,426.74,430.82,434.37,469.68,467.95,439.60,437.51,443.43,453.94,471.93,472.43,449.22,436.40,445.86,442.60,451.82,439.85,427.04,430.49,436.01,424.19,461.90,455.35,455.88,449.04,464.45,475.91,472.00,463.70,456.10,466.41,456.82,466.45,473.02,472.00,473.56,468.62,467.19,471.72,467.61,456.83,456.68,465.47,454.29,457.27,440.72,422.36,438.06,437.93,438.78,433.76,430.75,432.72,426.09,428.81,L7
2000-09-22 21:56:29+00:00,387.37,395.54,421.55,434.12,420.49,414.01,415.06,408.89,403.32,404.54,411.05,425.23,423.11,420.86,416.09,413.23,410.78,404.42,395.18,401.39,395.96,396.42,387.14,384.22,390.71,394.28,393.43,385.89,380.64,392.57,387.91,409.30,396.72,399.02,405.23,423.08,414.59,411.17,418.89,408.22,399.77,401.61,399.76,402.39,426.81,441.75,441.23,443.06,432.60,425.69,447.50,444.58,451.18,459.88,447.00,455.64,459.30,450.52,450.79,429.55,435.01,437.51,462.30,465.15,446.02,437.51,447.41,454.07,469.02,473.84,449.22,436.40,449.35,443.12,449.00,439.85,427.04,430.49,436.01,424.19,461.90,455.35,455.88,449.04,464.45,475.91,472.00,463.70,456.10,465.52,455.96,465.39,472.54,472.88,474.94,473.89,469.18,471.91,465.88,453.85,455.75,461.94,456.77,459.94,443.71,422.22,438.43,437.01,436.45,432.97,426.47,428.64,424.14,429.23,L7
2000-10-15 22:02:20+00:00,392.59,397.25,416.31,425.62,413.07,410.34,414.41,410.92,402.09,403.10,409.58,421.80,419.32,416.94,412.17,409.56,407.85,402.49,394.52,399.40,394.48,395.07,385.48,383.97,389.17,391.09,390.21,383.21,377.17,389.40,387.91,409.30,396.72,399.02,399.22,423.08,410.88,408.31,411.41,402.77,395.38,396.49,394.78,398.52,422.91,438.31,437.69,439.90,427.66,422.76,443.50,441.32,445.64,449.76,440.94,447.58,451.44,449.43,448.29,429.90,432.78,433.37,452.76,465.15,440.74,432.74,442.42,449.98,469.02,473.84,445.14,434.74,446.71,438.69,443.02,430.29,422.10,428.46,432.57,422.44,461.90,447.83,452.16,443.78,459.54,470.38,466.66,458.85,452.47,463.04,455.42,463.62,469.90,469.54,471.58,473.89,465.06,468.44,460.20,448.92,450.16,461.94,454.72,457.36,442.59,422.39,437.72,436.55,435.57,431.58,425.53,428.65,426.44,429.20,L7
2001-01-03 22:02:36+00:00,395.09,402.02,418.07,418.84,414.95,410.34,414.41,417.94,405.91,418.28,410.01,424.49,419.78,409.32,407.97,406.50,411.04,403.88,405.80,405.95,401.61,404.41,394.89,393.21,394.75,402.33,396.16,381.07,376.22,391.18,397.36,417.80,408.44,409.23,390.32,434.57,418.67,408.59,411.41,402.77,395.38,396.49,394.78,398.52,422.91,438.31,437.69,444.56,427.66,422.76,443.50,437.71,441.88,446.18,436.53,447.21,452.65,450.28,452.54,436.89,431.16,426.81,444.30,470.72,434.32,415.00,433.49,442.21,469.50,481.55,428.70,426.08,443.52,442.78,447.70,439.79,412.40,444.34,443.16,428.25,479.03,455.62,458.26,437.02,452.82,463.91,464.06,459.95,460.17,460.22,450.59,465.57,466.91,472.26,476.55,480.78,463.85,463.95,460.76,444.50,446.64,459.25,469.53,454.67,452.02,420.97,439.90,442.91,440.72,434.48,432.37,432.35,430.36,432.71,L7
2001-01-12 21:56:30+00:00,394.80,400.06,413.49,412.40,409.73,413.58,424.44,427.55,413.84,419.81,409.34,423.03,416.64,407.29,405.09,404.49,409.03,401.10,405.80,405.95,401.61,404.41,394.89,393.21,394.75,402.33,396.16,381.07,376.22,391.18,397.36,417.80,408.44,409.23,386.37,423.79,416.88,406.48,409.07,399.32,392.74,390.68,390.74,395.44,421.10,437.33,434.97,444.56,423.47,420.57,441.65,433.68,438.69,439.31,431.09,440.17,444.83,446.71,448.73,434.64,428.15,423.17,439.14,470.72,427.86,416.81,432.16,443.87,464.84,473.42,427.72,430.44,442.99,444.15,449.37,440.17,418.60,444.60,444.13,428.48,468.53,452.90,456.92,439.63,456.10,461.54,459.77,457.48,461.42,463.78,455.12,464.87,465.49,471.96,476.26,478.06,461.78,462.76,457.43,444.32,449.47,459.90,471.33,455.75,452.02,422.22,434.75,438.48,437.24,434.48,432.37,432.35,431.91,430.63,L7
2001-02-04 22:02:38+00:00,394.80,400.06,413.49,412.40,410.11,421.70,434.94,436.74,421.86,423.67,416.50,423.04,413.15,403.77,401.73,404.35,410.96,401.32,409.35,408.70,404.51,410.92,404.35,398.05,398.48,403.94,396.11,379.75,379.01,389.87,402.12,425.13,414.95,411.90,389.42,423.09,418.84,409.82,410.44,400.91,397.48,393.63,391.94,396.86,424.06,441.48,438.75,448.21,427.21,427.24,449.63,437.86,440.57,441.07,428.26,432.67,440.83,448.25,449.30,436.32,434.78,431.34,446.10,466.24,432.91,427.28,440.37,451.00,469.36,475.83,441.71,442.95,450.62,450.18,454.19,445.16,426.38,445.68,446.65,431.45,470.91,454.43,459.10,442.01,458.33,462.35,458.64,456.78,463.68,471.28,463.93,467.82,466.22,474.30,477.03,480.37,461.42,460.46,452.90,440.84,446.76,458.03,472.42,458.13,454.57,426.24,437.13,439.91,437.14,434.30,430.72,431.44,436.00,435.16,L7
2001-02-20 22:02:36+00:00,395.67,399.35,410.73,413.02,411.50,428.45,441.08,443.16,429.04,427.55,421.01,423.88,412.05,403.33,401.78,405.08,411.91,403.56,408.37,408.26,404.82,410.43,405.55,400.20,400.73,407.32,399.59,384.34,380.88,392.15,401.13,425.36,415.16,413.32,395.92,423.04,420.15,413.94,416.45,404.45,400.62,398.87,398.51,400.86,427.44,446.29,444.12,451.57,431.16,431.64,452.06,439.64,443.60,446.29,432.24,436.26,443.91,451.13,452.58,441.83,438.79,434.00,448.19,464.03,437.47,435.09,446.89,457.06,472.54,477.79,449.44,450.67,455.80,453.70,456.63,448.40,433.02,448.85,450.10,434.91,473.49,458.64,462.03,447.26,462.27,467.64,462.96,461.92,467.12,476.99,470.02,471.45,471.01,476.85,479.02,481.45,464.70,465.13,456.14,447.28,454.32,466.85,478.61,466.64,460.10,431.53,442.64,443.54,441.26,439.26,434.05,434.75,440.14,437.66,L7
2001-03-01 21:56:21+00:00,393.45,396.24,407.27,411.38,412.73,432.16,446.89,451.16,437.96,431.85,426.40,428.25,413.94,404.19,403.43,408.79,413.93,409.12,412.25,412.51,409.50,415.36,410.79,405.32,405.79,410.76,401.71,388.39,384.24,395.68,402.32,428.25,418.91,417.91,405.93,427.16,424.35,418.70,422.18,408.09,404.69,405.40,404.22,405.02,433.00,454.75,444.12,459.18,437.46,436.72,457.09,444.16,449.59,455.27,438.99,439.32,445.80,453.49,457.33,450.04,442.50,438.15,457.88,464.03,437.47,442.20,451.95,460.60,479.89,482.46,458.13,457.02,459.82,456.53,459.05,451.48,437.81,451.25,453.64,437.41,475.42,463.50,466.46,451.27,465.34,471.44,466.71,464.64,470.55,482.18,475.93,478.08,475.44,478.62,480.74,484.93,468.40,467.87,458.56,451.68,461.23,480.13,483.51,473.25,466.83,438.84,445.88,445.48,442.66,440.72,435.60,434.54,441.54,438.59,L7
2001-03-24 22:02:23+00:00,397.89,397.01,399.67,403.33,411.87,441.14,460.56,465.61,449.98,441.44,431.70,429.21,414.21,402.79,401.16,406.98,413.30,407.84,412.18,415.00,411.67,418.56,415.69,411.64,409.79,415.71,406.38,393.07,386.25,398.10,408.12,433.34,425.41,428.80,412.41,426.48,427.90,421.39,426.38,410.28,408.02,409.14,409.93,411.86,441.00,461.94,448.34,466.14,441.84,443.99,464.52,448.84,452.41,456.78,444.27,441.41,444.74,459.27,461.58,457.61,448.36,444.98,460.82,462.91,442.23,450.77,458.68,467.67,482.65,482.48,466.66,467.11,468.30,464.27,465.50,454.65,442.44,455.85,459.59,442.75,474.11,463.61,469.93,456.22,473.37,477.42,471.02,468.41,475.73,491.69,487.48,486.00,480.45,483.77,485.70,487.91,470.07,473.35,461.00,457.73,469.72,481.95,494.83,480.49,474.17,447.73,453.38,453.07,448.38,448.39,443.12,441.28,451.36,445.54,L7
2001-06-12 22:01:48+00:00,396.86,396.28,398.44,402.27,414.15,448.76,470.05,474.93,460.55,448.79,438.69,436.01,416.35,403.43,403.92,411.17,414.60,407.28,409.67,420.40,417.82,426.12,425.31,418.86,416.88,425.06,413.63,398.88,391.53,403.02,408.12,433.34,425.41,428.80,419.86,426.48,433.82,426.87,432.36,415.05,413.18,414.74,415.95,416.84,446.96,468.60,457.88,473.28,447.64,449.99,471.12,452.95,458.19,464.26,449.78,445.02,448.11,461.82,465.46,462.80,453.26,449.79,466.24,462.91,446.57,457.24,465.92,474.48,482.65,482.48,473.41,474.24,474.20,470.75,472.23,461.89,448.48,461.09,465.81,447.31,474.11,470.00,475.36,462.92,478.95,482.28,475.31,473.23,482.03,499.40,494.43,491.21,485.20,488.92,491.89,487.91,475.19,477.79,465.70,464.87,480.20,481.95,504.49,489.50,483.46,453.89,458.19,456.85,451.81,453.63,448.22,443.80,454.04,448.83,L7
2001-06-21 21:55:29+00:00,395.29,392.47,394.25,402.27,414.15,448.76,470.05,476.93,460.63,448.99,438.07,435.77,415.39,403.46,404.02,410.36,412.64,406.07,407.01,420.40,413.95,422.46,421.51,415.07,413.96,421.48,414.44,400.97,391.91,403.53,406.80,426.47,425.41,428.80,419.86,426.48,433.82,426.87,432.36,415.05,413.18,414.74,415.95,416.84,446.96,468.22,457.80,471.87,446.94,452.15,473.10,453.95,458.11,463.77,451.63,445.02,448.11,462.65,465.46,464.00,454.55,449.79,468.44,461.21,446.57,459.25,467.06,475.52,482.65,482.48,473.41,474.24,474.20,470.75,474.37,463.96,448.08,461.09,465.81,447.69,475.29,471.59,475.21,461.90,481.70,486.78,477.14,474.91,482.37,498.01,494.50,492.81,486.17,490.34,493.96,488.70,477.06,481.88,466.34,463.58,477.57,475.61,504.49,489.50,483.46,453.89,458.19,456.85,451.81,453.63,448.22,443.80,454.04,448.83,L7
2001-08-08 21:55:01+00:00,383.87,374.53,386.75,408.74,421.14,455.45,472.93,478.21,463.28,446.41,438.50,435.51,411.78,402.69,401.20,408.49,407.25,405.91,399.02,408.22,405.17,410.58,400.44,412.53,407.62,409.46,408.35,400.89,391.34,406.94,404.79,420.07,417.26,422.11,426.10,422.71,430.62,430.21,435.56,418.74,417.14,421.64,426.72,424.53,455.19,473.78,461.37,471.02,452.26,460.45,479.40,460.96,464.02,472.30,461.44,455.00,454.16,464.75,471.65,470.60,460.02,454.09,474.04,456.57,461.83,468.67,473.00,476.60,485.14,481.75,477.42,475.35,475.35,469.65,471.93,462.44,451.45,465.44,470.79,448.07,474.14,470.70,472.47,462.65,486.04,496.56,486.08,483.71,482.60,498.03,495.42,497.86,490.80,491.16,491.17,487.51,482.06,488.43,468.62,464.75,481.77,470.23,491.21,499.32,486.37,462.78,461.89,458.84,460.07,456.15,447.11,446.36,457.73,442.89,L7
2001-08-15 22:01:02+00:00,376.80,365.00,376.14,408.74,413.17,453.46,469.20,476.71,463.23,445.83,435.62,431.62,411.58,402.95,400.99,407.43,406.29,404.80,395.26,402.95,400.67,407.21,395.53,405.91,400.83,403.31,408.35,398.20,389.78,405.75,404.31,420.62,412.37,418.31,424.88,423.80,428.84,427.40,433.73,416.27,416.22,419.02,421.22,423.68,452.37,470.25,457.30,464.55,450.64,457.96,479.64,460.41,464.69,470.12,458.33,453.07,453.09,462.16,467.11,466.27,458.76,454.12,470.80,455.61,459.93,467.73,469.09,471.65,477.57,478.67,471.64,467.62,468.34,466.44,468.02,461.86,452.20,462.82,468.09,445.95,469.95,465.73,466.90,459.39,483.36,493.47,486.38,484.76,481.79,498.03,490.72,491.64,486.16,485.44,486.04,482.36,479.63,486.32,468.96,462.38,475.38,467.12,481.96,499.32,477.47,453.74,454.56,453.34,452.00,448.41,442.88,441.00,448.95,439.53,L7
