dates,satname,nzd0366-0000,nzd0366-0001,nzd0366-0002,nzd0366-0003,nzd0366-0004,nzd0366-0005,nzd0366-0006,nzd0366-0007,nzd0366-0008,nzd0366-0009,nzd0366-0010,nzd0366-0011,nzd0366-0012,nzd0366-0013,nzd0366-0014,nzd0366-0015,nzd0366-0016,nzd0366-0017,nzd0366-0018,nzd0366-0019,nzd0366-0020,nzd0366-0021,nzd0366-0022,nzd0366-0023,nzd0366-0024,nzd0366-0025,nzd0366-0026,nzd0366-0027,nzd0366-0028,nzd0366-0029,nzd0366-0030,nzd0366-0031,nzd0366-0032,nzd0366-0033,nzd0366-0034,nzd0366-0035,nzd0366-0036,nzd0366-0037,nzd0366-0038,nzd0366-0039,nzd0366-0040,nzd0366-0041,nzd0366-0042,nzd0366-0043,nzd0366-0044,nzd0366-0045,nzd0366-0046,nzd0366-0047,nzd0366-0048,nzd0366-0049,nzd0366-0050,nzd0366-0051,nzd0366-0052,nzd0366-0053,nzd0366-0054,nzd0366-0055,nzd0366-0056,nzd0366-0057
2000-12-25 22:10:02+00:00,L7,235.61,224.13,271.15,314.01,350.59,359.99,375.04,404.89,419.01,424.22,427.52,416.77,410.05,387.39,381.95,375.22,363.66,355.37,350.32,348.84,344.52,344.53,340.83,338.18,339.53,338.25,340.16,343.62,344.72,344.08,343.48,342.47,338.88,340.40,338.42,333.32,332.97,324.57,322.02,323.15,325.53,326.22,330.01,338.40,342.92,341.12,346.83,349.04,349.12,348.59,351.29,355.65,356.92,354.41,348.39,339.12,295.20,277.59
2001-01-10 22:10:03+00:00,L7,247.09,228.62,263.41,327.57,357.33,364.89,391.65,415.63,429.84,435.97,432.45,435.77,430.38,425.71,415.81,409.73,399.81,391.37,378.31,364.85,361.98,355.13,353.67,352.90,353.93,353.78,355.76,358.62,357.42,355.75,358.44,358.09,359.22,356.47,352.43,355.04,347.35,341.82,339.84,335.06,335.46,339.99,345.72,354.05,358.58,358.82,363.66,370.90,365.38,370.24,372.32,373.82,375.96,373.08,369.17,355.76,336.78,323.04
2001-01-19 22:03:55+00:00,L7,,,,,,,399.96,428.37,449.84,449.44,443.45,440.51,439.84,437.05,431.28,416.61,414.73,403.98,403.84,403.58,396.40,389.68,388.72,378.80,381.02,388.02,386.64,386.21,386.28,389.03,392.96,395.64,396.85,398.70,,,,,,,,,,387.71,393.22,387.88,390.97,391.22,395.23,403.96,410.24,411.32,408.33,405.54,398.04,389.82,381.74,385.64
2001-02-20 22:03:48+00:00,L7,251.03,232.26,282.55,330.00,364.76,372.21,393.48,414.11,427.35,440.14,439.20,429.29,426.40,423.94,413.35,410.49,412.71,402.53,399.78,391.75,387.23,377.95,372.65,369.35,372.71,379.02,383.27,385.58,382.34,378.94,379.87,378.71,379.35,376.60,373.08,374.12,372.23,366.13,365.76,361.75,356.35,354.90,361.78,365.13,369.42,374.11,377.59,378.71,377.99,381.40,383.74,388.33,391.99,394.98,390.88,386.54,349.23,337.91
2001-03-08 22:03:44+00:00,L7,246.39,226.83,186.28,312.03,346.69,356.13,374.65,394.23,416.66,422.68,423.06,414.98,414.45,409.04,383.69,388.53,393.69,378.48,366.43,363.28,358.00,351.00,345.64,341.47,342.10,342.56,346.23,356.64,353.00,356.41,350.43,351.04,349.60,345.34,342.74,340.90,337.67,339.50,339.86,335.52,336.74,336.04,338.66,346.46,350.61,356.28,360.49,358.01,360.37,359.73,358.71,362.43,365.14,365.26,360.12,346.83,315.98,273.57
2001-03-15 22:09:51+00:00,L7,598.99,569.24,562.97,544.15,409.62,416.12,441.60,455.42,,,,447.55,444.23,437.08,423.08,430.68,423.79,417.55,416.83,421.83,425.73,444.59,445.83,412.70,405.49,402.51,420.19,416.01,438.08,446.02,453.60,461.57,453.17,427.18,412.85,407.88,415.22,426.12,444.07,453.13,421.90,406.15,396.08,401.87,422.29,425.92,428.15,431.60,422.46,417.21,414.00,424.88,444.10,454.97,461.13,445.50,487.15,487.89
2001-03-31 22:09:43+00:00,L7,613.65,619.03,615.98,581.75,574.87,424.08,,,627.49,,,,,436.80,443.29,442.76,449.85,421.13,438.93,442.72,445.82,454.26,461.39,458.65,450.26,432.70,429.65,444.39,449.50,459.71,466.29,475.82,467.53,467.30,470.54,471.74,461.45,465.50,463.41,479.16,482.16,466.98,,,446.63,434.60,442.58,442.26,446.61,435.59,428.69,440.32,452.43,481.14,494.00,496.49,500.72,542.59
2001-04-16 22:09:42+00:00,L7,557.74,533.26,489.60,427.93,388.54,393.91,415.08,440.75,469.58,475.70,475.14,468.31,458.68,442.82,429.86,425.06,424.97,423.96,414.31,409.35,398.67,393.70,398.20,398.11,406.19,404.83,399.75,403.05,402.88,397.12,397.10,393.79,394.51,395.66,395.29,396.84,393.63,386.65,390.12,392.49,400.61,401.33,398.18,398.11,400.56,402.02,401.79,400.72,403.46,407.38,408.51,409.65,407.95,410.50,414.44,419.45,411.75,417.51
2001-05-27 22:03:12+00:00,L7,,,,,,,,,,,,,,,,,,384.33,,448.38,420.94,459.79,,373.41,,444.94,456.30,473.92,489.26,497.24,,408.72,389.04,386.98,385.05,393.48,395.14,,,,,,,,,,,,,,,,,,,,,
2001-06-03 22:09:16+00:00,L7,479.63,643.61,635.37,500.31,515.80,,,,,,,,,,,403.82,,,406.74,,,,,,,,,,373.07,,,,,,,355.98,354.38,349.27,349.71,348.32,346.73,340.04,,,,,,,,,,377.80,374.87,374.98,370.09,365.21,347.66,348.95
2001-06-19 22:09:05+00:00,L7,489.13,448.88,207.30,294.36,357.29,371.32,384.61,410.65,429.85,443.79,445.47,446.95,440.65,429.94,416.05,405.05,394.64,380.06,371.20,373.31,372.87,374.59,371.37,365.26,361.16,363.91,370.52,373.02,374.70,375.22,372.73,372.30,364.98,359.92,354.40,358.36,359.77,353.21,350.02,354.03,350.45,352.08,357.44,366.84,365.87,372.04,376.21,378.16,383.41,382.63,382.79,383.38,381.50,385.36,383.27,371.42,358.57,354.88
2001-07-05 22:08:57+00:00,L7,262.47,237.42,197.17,179.07,350.61,365.73,386.65,416.95,435.88,447.98,450.73,451.07,438.61,422.08,409.51,401.55,390.41,381.09,376.34,364.61,366.92,367.79,364.30,368.10,365.75,368.17,367.75,366.37,374.58,370.01,373.65,371.25,367.80,369.16,368.96,366.96,360.54,353.48,352.20,350.18,353.06,353.66,352.19,354.38,355.82,366.19,369.13,367.85,371.32,376.48,,,,,,,,
2001-07-14 22:02:45+00:00,L7,,,,,,,,,,483.05,494.96,509.18,516.02,489.24,472.03,469.91,439.41,440.53,445.95,443.59,416.43,420.26,399.62,405.14,417.19,413.42,415.86,416.34,411.17,411.80,415.58,414.79,,482.17,412.57,409.02,399.59,387.51,382.79,395.29,406.25,396.45,394.78,391.28,401.82,413.78,415.29,416.80,413.79,415.47,434.34,450.01,,193.84,59.79,,,
2001-08-15 22:02:14+00:00,L7,260.68,240.94,208.70,310.89,354.28,370.00,386.44,415.64,445.71,464.25,454.51,446.13,440.47,432.65,423.69,407.32,396.13,381.19,374.26,373.26,384.97,392.37,396.89,396.95,390.62,380.53,372.16,369.42,373.84,381.69,381.06,379.80,377.87,381.14,378.79,376.96,372.04,370.62,365.14,357.40,353.87,362.45,368.66,373.42,371.72,372.97,371.49,375.58,380.52,384.65,383.69,383.57,384.87,390.83,389.48,390.71,379.13,376.44
2001-08-31 22:02:05+00:00,L7,264.44,236.71,201.06,259.76,347.43,355.00,380.27,411.29,437.15,449.86,453.01,438.87,425.06,401.82,391.30,381.97,376.05,370.95,365.19,358.47,356.03,354.43,364.39,367.18,374.30,373.09,372.64,366.63,359.21,354.52,357.20,361.74,357.69,353.12,353.55,354.80,355.48,349.85,346.53,345.53,346.04,342.67,343.63,352.94,360.58,362.48,364.89,361.79,363.81,369.31,373.20,374.17,373.19,371.14,365.84,364.79,354.68,354.97
2001-09-23 22:08:02+00:00,L7,582.13,582.73,583.12,568.87,539.05,422.12,418.21,443.91,480.87,499.59,497.98,484.54,471.29,477.37,413.29,413.52,425.05,425.53,406.85,382.61,383.35,387.25,403.25,409.00,416.50,420.83,435.68,434.60,421.71,420.39,414.41,418.62,414.87,414.19,411.98,403.51,401.07,402.76,394.56,394.73,399.93,408.21,391.63,397.31,403.70,394.92,405.27,423.99,430.46,419.30,409.18,407.59,414.00,420.18,422.34,419.21,431.03,484.36
2001-10-02 22:01:40+00:00,L7,259.64,234.89,194.23,276.20,346.64,366.27,384.68,411.90,438.59,451.00,453.89,444.40,427.70,415.94,388.02,383.64,380.26,373.04,364.13,358.93,360.08,361.05,365.93,366.20,370.03,378.10,377.35,376.09,370.12,364.28,365.63,363.60,362.72,360.60,358.54,355.44,350.31,349.91,347.90,347.54,351.32,353.97,356.60,358.78,356.93,358.83,368.30,373.49,380.58,378.85,376.74,371.64,368.88,374.62,378.73,372.09,360.60,358.74
2001-11-03 22:01:46+00:00,L7,254.76,234.82,209.53,311.11,352.17,376.27,393.85,404.15,419.47,436.77,444.13,451.61,441.65,420.78,408.84,393.88,380.40,367.68,360.87,357.74,359.69,357.90,359.59,366.67,363.33,364.65,371.89,372.12,373.95,372.24,366.50,361.54,356.08,352.73,353.37,353.04,355.18,348.81,345.69,344.49,348.37,355.46,359.97,357.25,358.09,362.15,364.31,365.85,367.94,371.86,374.25,374.17,373.49,371.58,367.31,363.42,353.30,363.78
2001-12-21 22:02:05+00:00,L7,609.30,607.37,594.57,568.28,567.15,,421.39,442.81,459.47,491.26,506.66,514.73,512.51,505.14,486.46,482.65,460.51,455.63,439.43,435.59,430.36,427.50,425.00,430.69,432.41,431.63,454.18,470.96,478.33,483.54,474.15,458.74,451.47,451.24,450.34,440.33,428.05,427.04,428.82,432.30,420.55,434.35,446.86,446.69,440.82,431.64,435.04,428.91,434.85,435.31,418.39,433.40,460.83,470.25,461.39,458.21,475.45,521.82
2002-02-14 22:08:29+00:00,L7,388.89,409.17,208.01,351.79,363.61,370.16,382.97,398.81,414.59,439.37,445.65,450.61,458.91,452.87,442.23,436.71,430.34,396.65,394.34,394.76,394.11,388.93,386.27,395.00,398.63,396.84,400.70,409.55,410.43,417.53,413.43,393.25,378.06,376.82,379.65,380.27,368.26,371.53,369.76,372.02,378.40,376.28,374.43,381.22,382.35,382.20,384.85,381.22,381.08,381.54,384.47,382.39,382.78,389.49,391.35,386.25,376.84,366.68
2002-05-30 22:02:01+00:00,L7,,,,,,,,,,,,587.55,,446.57,456.69,443.35,427.23,424.26,414.74,406.54,415.39,429.26,416.89,419.66,423.13,419.67,408.71,415.03,420.58,418.19,420.83,433.71,430.47,423.78,407.49,398.92,399.19,398.56,400.05,407.02,418.40,419.27,388.20,390.50,413.34,422.20,418.88,421.51,422.57,421.80,411.14,415.41,,,,,,
2002-07-17 22:01:44+00:00,L7,,,,,,,,,435.76,454.10,475.92,503.57,515.03,,451.55,441.28,424.08,420.26,416.30,407.19,399.90,393.88,447.06,456.69,459.39,466.02,464.25,468.76,477.85,497.28,,,,,,380.86,382.70,380.26,387.02,392.06,408.17,382.77,,463.60,472.02,,,,474.55,484.37,486.61,489.14,492.40,491.62,493.33,504.97,518.89,518.31
2002-07-24 22:07:50+00:00,L7,257.82,238.23,194.90,161.84,331.30,357.65,382.72,390.12,411.54,420.77,433.90,434.41,430.59,425.73,421.98,406.12,399.01,391.19,384.35,373.47,367.13,363.41,366.68,365.52,368.52,373.94,375.43,373.15,372.09,376.12,377.03,378.81,365.51,353.80,353.67,350.89,347.73,341.70,342.47,340.43,340.68,342.98,345.74,353.55,353.44,362.50,366.86,363.11,366.52,367.10,371.04,371.78,370.62,368.94,362.97,349.88,323.16,302.45
2002-08-18 22:01:33+00:00,L7,,235.53,219.20,279.50,342.57,375.77,381.10,396.45,410.57,425.57,431.35,435.76,436.43,432.06,428.28,417.09,405.85,395.35,382.04,372.12,371.97,368.17,369.19,371.43,377.00,379.23,381.09,389.30,391.58,389.14,388.60,397.28,399.57,397.95,389.96,376.03,362.54,349.71,339.01,337.02,344.18,345.27,347.76,350.91,354.70,366.08,372.42,372.78,374.97,372.59,373.26,367.81,364.96,366.21,361.75,355.77,342.84,325.96
2002-08-25 22:07:36+00:00,L7,,,,333.62,365.13,377.10,386.95,396.67,415.36,429.95,433.40,435.31,436.74,438.51,434.64,423.58,413.75,404.20,381.90,374.01,372.00,374.20,376.07,377.84,384.68,385.21,381.70,383.83,381.03,389.86,390.42,399.97,399.67,392.90,392.03,385.28,373.81,364.91,359.70,350.69,346.76,348.17,353.57,353.58,366.12,370.86,373.83,375.67,373.15,378.09,381.29,,,,,,,
2002-10-05 22:01:07+00:00,L7,247.48,223.80,172.91,152.24,327.11,345.93,359.21,376.76,388.70,405.32,407.16,407.61,403.44,403.31,400.99,385.95,376.34,373.99,360.57,349.50,343.70,340.83,341.82,344.00,349.50,353.81,359.45,360.33,355.24,355.69,352.63,353.07,353.07,348.20,347.65,351.23,345.31,346.50,346.32,345.44,344.66,344.76,345.08,347.07,346.56,344.50,348.10,348.23,347.59,355.63,354.10,355.47,356.08,355.42,347.74,332.13,297.76,273.79
2002-12-31 22:07:56+00:00,L7,,,,,,,,,,,,,,,408.35,398.53,397.57,390.03,383.82,380.04,377.00,377.59,372.73,368.44,370.63,366.31,367.74,367.98,370.14,368.20,377.49,384.97,385.63,384.65,385.14,381.67,383.14,375.34,374.39,368.24,369.62,369.68,369.33,366.63,370.79,373.99,376.15,377.43,381.46,380.41,375.77,378.90,377.75,377.65,372.78,364.63,346.48,322.69
2003-02-26 22:02:04+00:00,L7,401.56,400.50,397.30,337.58,364.01,375.42,377.16,389.82,413.22,438.24,440.35,430.25,415.10,413.69,413.27,415.23,407.05,387.79,379.97,384.23,389.71,391.66,390.65,392.84,397.35,397.97,405.60,406.87,407.59,404.40,400.46,406.21,408.93,397.52,403.64,409.77,400.34,403.94,413.63,423.86,425.98,433.61,431.45,441.07,440.83,428.28,400.70,392.75,396.92,395.64,396.93,396.76,393.41,390.13,382.71,378.39,373.93,381.82
2003-03-05 22:08:19+00:00,L7,513.24,450.86,449.50,446.64,369.18,378.45,381.06,389.30,414.56,431.81,445.75,435.26,418.40,410.86,410.09,414.25,410.34,402.40,379.11,378.98,384.41,387.02,387.50,388.30,393.72,396.98,399.65,399.64,402.21,399.92,400.12,405.09,402.25,401.35,404.74,408.50,407.73,403.34,411.46,422.56,422.08,424.10,425.99,424.58,434.69,431.42,420.47,410.32,408.70,406.78,407.40,404.04,402.09,399.34,394.84,391.34,388.56,399.39
2003-03-21 22:08:15+00:00,L7,575.86,547.81,513.72,515.81,523.59,389.07,390.59,401.74,426.52,458.62,459.02,453.91,424.71,416.36,420.34,420.44,412.58,411.12,388.14,388.91,381.60,388.19,398.81,396.25,402.23,406.26,407.91,406.54,406.78,406.92,403.80,408.28,405.89,407.44,414.44,414.04,415.18,423.27,428.91,437.69,448.48,445.63,463.39,434.93,442.04,446.48,447.45,432.56,429.53,426.59,428.80,422.70,417.87,415.79,416.87,418.52,424.27,462.41
2003-05-24 22:08:16+00:00,L7,,,,,,,,,,446.27,449.56,449.36,437.20,437.52,428.09,404.34,402.73,408.43,415.44,403.97,397.78,392.07,392.40,395.60,399.01,408.06,416.32,419.86,425.77,418.70,424.14,420.28,399.80,400.73,399.70,405.15,413.06,418.81,415.79,420.96,422.53,435.50,434.63,438.46,442.27,447.84,451.76,449.66,449.62,432.69,451.24,447.27,440.44,445.60,,,,
2003-07-20 22:01:56+00:00,L7,,,,,,,,,,,,443.75,455.97,448.88,,,,,,,,391.52,405.48,408.87,409.03,403.09,400.67,395.92,393.67,395.11,390.47,403.74,402.33,404.13,,,,,,,414.05,417.08,412.95,420.63,425.07,434.61,438.05,435.36,422.42,419.85,423.72,422.85,426.39,427.36,,,,
2003-07-28 21:50:04+00:00,L5,460.05,402.42,199.96,269.96,339.13,350.51,361.17,384.24,395.67,408.19,413.69,413.13,411.70,410.57,399.59,390.03,380.03,373.71,371.70,365.14,353.03,350.59,357.39,362.19,365.94,364.36,362.10,364.20,363.06,364.85,352.86,358.17,362.10,358.25,361.83,362.32,361.82,368.24,374.22,377.27,379.79,383.60,388.12,391.60,388.85,378.74,381.06,380.85,384.44,376.88,377.48,375.59,368.96,371.78,370.74,363.30,348.33,341.64
2003-08-28 22:07:57+00:00,L7,417.48,234.75,185.38,276.37,317.20,,,,,,,,415.21,413.12,405.96,400.28,387.30,373.69,365.62,362.46,355.66,353.63,351.63,349.73,353.72,361.22,,,,,,,,351.93,351.71,351.03,350.04,354.14,354.17,360.22,371.50,380.32,384.17,381.44,379.45,381.17,,,,,,,381.68,379.57,369.70,361.41,351.02,336.24
2003-08-29 21:50:38+00:00,L5,451.11,237.59,216.25,300.88,331.01,356.49,380.73,394.80,410.24,430.55,428.58,427.92,431.81,434.61,433.65,422.87,405.45,386.06,375.85,373.94,370.48,364.52,366.98,363.23,368.50,371.77,378.89,388.97,384.93,380.40,377.72,375.46,366.28,364.70,368.08,368.69,370.87,372.56,368.84,368.24,383.31,389.35,395.39,396.78,396.60,397.18,400.85,394.78,393.34,395.48,397.47,401.74,397.73,394.36,394.51,385.92,375.45,378.78
2003-09-05 21:56:55+00:00,L5,428.55,236.00,206.21,287.18,332.29,359.70,381.24,403.04,423.79,437.59,443.27,436.01,437.36,439.48,437.58,429.08,416.22,405.99,393.91,381.59,375.54,375.35,372.44,364.99,361.86,364.96,368.98,372.56,382.19,385.20,385.16,380.56,377.11,385.59,382.12,382.10,381.73,380.04,381.99,374.10,374.48,380.65,386.93,385.94,388.04,394.26,396.26,402.41,404.26,403.90,405.08,405.12,412.77,411.67,401.42,388.81,385.49,378.47
2003-09-14 21:50:54+00:00,L5,432.87,379.34,340.33,317.41,345.33,371.55,383.33,408.68,424.57,427.16,436.45,445.63,444.04,447.02,450.50,438.39,424.56,404.65,398.29,387.43,379.83,373.28,373.66,366.37,364.67,366.07,373.52,375.57,377.32,379.75,385.85,388.96,394.02,394.26,387.56,379.31,381.85,380.95,384.28,382.88,381.93,382.60,385.14,394.06,400.72,406.30,406.32,407.76,406.86,410.45,412.74,414.60,419.61,421.97,414.14,402.34,391.21,401.70
2003-10-23 21:57:36+00:00,L5,247.07,213.35,165.55,251.68,316.68,336.77,363.25,373.05,386.16,396.84,404.89,402.42,394.05,396.43,395.04,390.89,380.95,371.09,360.39,351.71,348.43,343.96,342.34,335.95,332.42,330.78,329.28,333.16,319.57,323.10,329.53,330.04,327.35,326.16,332.70,337.04,338.42,342.91,344.78,343.72,347.42,349.19,358.90,357.81,359.49,361.66,365.65,355.92,357.14,362.49,362.13,363.66,365.72,358.80,353.63,347.16,326.33,299.48
