dates,nzd0366-0000,nzd0366-0001,nzd0366-0002,nzd0366-0003,nzd0366-0004,nzd0366-0005,nzd0366-0006,nzd0366-0007,nzd0366-0008,nzd0366-0009,nzd0366-0010,nzd0366-0011,nzd0366-0012,nzd0366-0013,nzd0366-0014,nzd0366-0015,nzd0366-0016,nzd0366-0017,nzd0366-0018,nzd0366-0019,nzd0366-0020,nzd0366-0021,nzd0366-0022,nzd0366-0023,nzd0366-0024,nzd0366-0025,nzd0366-0026,nzd0366-0027,nzd0366-0028,nzd0366-0029,nzd0366-0030,nzd0366-0031,nzd0366-0032,nzd0366-0033,nzd0366-0034,nzd0366-0035,nzd0366-0036,nzd0366-0037,nzd0366-0038,nzd0366-0039,nzd0366-0040,nzd0366-0041,nzd0366-0042,nzd0366-0043,nzd0366-0044,nzd0366-0045,nzd0366-0046,nzd0366-0047,nzd0366-0048,nzd0366-0049,nzd0366-0050,nzd0366-0051,nzd0366-0052,nzd0366-0053,nzd0366-0054,nzd0366-0055,nzd0366-0056,nzd0366-0057,satname
2001-02-20 22:03:48+00:00,303.03,273.86,292.45,343.87,387.87,398.21,416.59,437.22,446.26,469.85,465.20,459.00,449.51,449.94,439.35,431.29,433.51,423.33,417.11,407.75,404.56,398.75,393.45,388.26,395.82,402.13,406.38,406.38,405.45,402.05,402.98,401.82,402.46,397.40,393.88,397.23,398.23,392.13,386.56,382.55,382.35,380.90,384.89,388.24,395.42,403.82,407.30,408.42,407.70,411.11,413.45,414.33,417.99,420.98,420.59,416.25,378.94,372.58,L7
2001-03-08 22:03:44+00:00,330.89,294.43,,334.56,384.25,398.38,412.21,431.79,447.39,470.97,465.31,463.27,452.01,451.29,425.94,422.33,427.49,412.28,394.60,389.28,386.17,384.80,379.44,372.20,379.66,380.12,383.79,390.44,390.56,393.97,387.99,388.60,387.16,379.14,376.54,378.46,379.92,381.75,373.66,369.32,378.99,378.29,376.22,384.02,392.86,404.57,408.78,406.30,408.66,408.02,407.00,404.68,407.39,407.51,408.41,395.12,364.27,,L7
2001-03-15 22:09:51+00:00,555.49,,,,390.29,394.37,422.27,436.09,,,,422.69,424.90,415.33,401.33,413.28,406.39,400.15,402.33,408.45,411.23,,,396.88,386.16,383.18,400.86,398.61,418.75,426.69,,,,409.78,395.45,388.55,393.47,404.37,,,400.15,384.40,376.75,382.54,400.54,401.06,403.29,406.74,397.60,392.35,389.14,403.13,422.35,433.22,436.27,420.64,,,L7
2001-03-31 22:09:43+00:00,566.65,,,,,400.58,,,,,,,,413.30,419.79,423.96,431.05,402.33,423.26,428.26,430.15,,,,429.37,411.81,408.76,425.59,428.61,438.82,,,,448.50,,,,442.00,,,,,,,423.13,407.74,415.72,415.40,419.75,408.73,401.83,416.82,428.93,457.64,467.14,,,,L7
2001-04-16 22:09:42+00:00,540.74,,,,380.98,385.41,407.52,433.19,463.40,465.99,466.64,458.60,451.12,434.32,421.36,418.26,418.17,417.16,408.64,404.12,393.00,386.90,391.40,391.93,398.63,397.27,392.19,396.25,395.32,,389.54,386.23,386.95,388.86,388.49,389.28,385.13,378.15,383.32,385.69,392.11,392.83,390.62,390.55,392.06,392.31,392.08,391.01,393.75,397.67,398.80,401.15,399.45,402.00,404.73,409.74,402.04,406.18,L7
2001-05-27 22:03:12+00:00,,,,,,,,,,,,,,,,,,367.33,,435.30,406.77,,,357.96,,426.05,437.41,,,478.35,,389.83,370.15,369.98,368.05,374.59,373.89,,,,,,,,,,,,,,,,,,,,,,L7
2001-06-03 22:09:16+00:00,540.63,,,,,,,,,,,,,,,428.22,,,427.07,,,,,,,,,,400.18,,,,,,,383.09,384.88,379.77,374.11,372.72,377.23,370.54,,,,,,,,,,408.30,405.37,405.48,404.95,400.07,382.52,389.62,L7
2001-06-19 22:09:05+00:00,554.63,,219.78,311.83,386.40,404.07,413.72,439.76,453.67,481.22,478.22,484.38,469.76,462.69,448.80,431.25,420.84,406.26,393.03,,394.70,400.79,397.57,389.08,390.27,393.02,399.63,399.22,403.81,404.33,401.84,401.41,394.09,386.12,380.60,387.47,392.52,385.96,376.22,380.23,383.20,384.83,386.55,395.95,398.62,409.47,413.64,415.59,420.84,420.06,420.22,416.13,414.25,418.11,420.70,408.85,396.00,398.55,L7
2001-07-05 22:08:57+00:00,,285.42,208.60,,377.28,395.73,413.32,443.62,457.70,482.27,480.73,485.36,465.28,452.08,439.51,425.55,414.41,405.09,396.34,,386.92,391.79,388.30,389.92,392.42,394.84,394.42,390.37,401.25,396.68,400.32,397.92,394.47,393.16,392.96,393.63,390.54,383.48,376.20,374.18,383.06,383.66,378.86,381.05,385.82,400.48,403.42,402.14,405.61,410.77,,,,,,,,,L7
2001-07-14 22:02:45+00:00,,,,,,,,,,464.76,478.96,490.89,501.80,473.24,456.03,457.11,426.61,427.73,435.28,433.74,405.76,407.46,386.82,393.50,402.97,399.20,401.64,403.54,396.95,397.58,401.36,400.57,,,399.77,394.80,383.59,371.51,369.99,382.49,390.25,380.45,380.56,377.06,385.82,395.49,397.00,398.51,395.50,397.18,416.05,434.01,,,,,,,L7
2001-08-15 22:02:14+00:00,,260.94,213.46,317.56,365.39,382.50,397.55,426.75,454.80,478.54,467.01,460.42,451.58,445.15,436.19,417.32,406.13,391.19,382.59,380.95,393.30,402.37,406.89,406.04,401.73,391.64,383.27,379.42,384.95,392.80,392.17,390.91,388.98,391.14,388.79,388.07,384.54,383.12,375.14,367.40,366.37,374.95,379.77,384.53,384.22,387.26,385.78,389.87,394.81,398.94,397.98,396.07,397.37,403.33,403.77,405.00,393.42,393.11,L7
2001-08-31 22:02:05+00:00,,282.31,211.92,,372.76,383.50,405.60,436.62,457.88,482.43,481.51,471.44,450.39,430.32,419.80,404.77,398.85,393.75,384.19,376.01,375.03,377.23,387.19,387.91,399.63,398.42,397.97,389.43,384.54,379.85,382.53,387.07,383.02,375.92,376.35,380.13,383.98,378.35,369.33,368.33,374.54,371.17,368.96,378.27,389.08,395.05,397.46,394.36,396.38,401.88,405.77,402.67,401.69,399.64,398.41,397.36,387.25,392.97,L7
2001-09-23 22:08:02+00:00,535.13,,,,,398.62,397.32,423.02,463.78,472.73,474.48,457.68,450.40,453.87,389.79,394.72,406.25,406.73,391.18,368.15,367.68,368.45,384.45,391.91,395.61,399.94,414.79,415.80,400.82,399.50,393.52,397.73,393.98,395.39,393.18,382.62,377.57,379.26,375.76,375.93,376.43,384.71,370.74,376.42,380.20,368.06,378.41,397.13,403.60,392.44,382.32,384.09,390.50,396.68,395.48,392.35,404.17,,L7
2001-10-02 22:01:40+00:00,,282.49,205.56,292.07,373.08,396.02,411.12,438.34,460.23,485.00,483.64,478.40,454.14,445.69,417.77,407.44,404.06,396.84,383.96,377.24,379.91,384.85,389.73,387.84,396.47,404.54,403.79,399.89,396.56,390.72,392.07,390.04,389.16,384.40,382.34,381.88,380.06,379.66,371.70,371.34,381.07,383.72,383.04,385.22,386.68,392.83,402.30,407.49,414.58,412.85,410.74,401.39,398.63,404.37,412.73,406.09,394.60,398.41,L7
2001-11-03 22:01:46+00:00,,253.62,214.01,317.38,362.61,388.02,404.29,414.59,428.02,450.20,455.88,465.04,452.09,432.53,420.59,403.28,389.80,377.08,368.70,364.97,367.52,367.30,368.99,375.22,373.77,375.09,382.33,381.52,384.39,382.68,376.94,371.98,366.52,362.13,362.77,363.48,366.93,360.56,355.09,353.89,360.12,367.21,370.41,367.69,369.84,375.58,377.74,379.28,381.37,385.29,387.68,385.92,385.24,383.33,380.74,376.85,366.73,379.45,L7
2001-12-21 22:02:05+00:00,565.80,,,,,,402.06,423.48,443.65,466.40,484.91,489.87,493.18,483.39,464.71,465.25,443.11,438.23,424.93,422.21,415.86,410.10,407.60,414.87,413.08,412.30,434.85,453.56,459.00,464.21,454.82,439.41,,,,421.00,406.30,405.29,411.42,414.90,398.80,412.60,,427.36,419.07,406.78,410.18,404.05,409.99,410.45,393.53,411.65,,,436.53,433.35,,,L7
2002-02-14 22:08:29+00:00,,,211.82,357.12,372.50,380.16,391.86,407.70,421.86,450.80,455.65,462.04,467.80,462.87,452.23,444.71,438.34,404.65,401.01,400.91,400.78,396.93,394.27,402.27,407.52,405.73,409.59,417.55,419.32,426.42,422.32,402.14,386.95,384.82,387.65,389.16,378.26,381.53,377.76,380.02,388.40,386.28,383.32,390.11,392.35,393.63,396.28,392.65,392.51,392.97,395.90,392.39,392.78,399.49,402.78,397.68,388.27,380.01,L7
2002-05-30 22:02:01+00:00,,,,,,,,,,,,,,434.07,444.19,433.35,417.23,414.26,406.41,398.85,407.06,419.26,406.89,410.57,412.02,408.56,397.60,405.03,409.47,407.08,409.72,422.60,419.36,413.78,397.49,387.81,386.69,386.06,390.05,397.02,405.90,406.77,377.09,379.39,400.84,407.91,404.59,407.22,408.28,407.51,396.85,402.91,,,,,,,L7
2002-07-17 22:01:44+00:00,,,,,,,,,418.12,426.39,451.67,475.86,493.47,,427.30,421.88,404.68,400.86,400.13,392.27,383.73,374.48,427.66,439.05,437.83,444.46,,,,,,,,,,359.30,358.45,356.01,367.62,372.66,383.92,358.52,,,,,,,446.84,,,,,,,,,,L7
2002-07-24 22:07:50+00:00,,286.63,206.42,,358.19,387.90,409.61,417.01,433.54,455.34,464.15,468.98,457.48,455.98,452.23,430.32,423.21,415.39,404.52,392.09,387.30,387.61,390.88,387.52,395.41,400.83,402.32,397.35,398.98,403.01,403.92,405.70,392.40,378.00,377.87,377.78,377.98,371.95,366.67,364.63,370.93,373.23,372.63,380.44,383.69,397.07,401.43,397.68,401.09,401.67,405.61,402.03,400.87,399.19,397.54,384.45,357.73,342.78,L7
2002-08-18 22:01:33+00:00,,252.73,223.30,,352.13,386.52,390.66,406.01,418.39,437.86,442.10,448.05,445.99,442.81,439.03,425.69,414.45,403.95,389.21,378.74,379.14,376.77,377.79,379.25,386.56,388.79,390.65,397.90,401.14,398.70,398.16,406.84,409.13,406.55,398.56,385.59,373.29,360.46,347.61,345.62,354.93,356.02,357.32,360.47,365.45,378.37,384.71,385.07,387.26,384.88,385.55,378.56,375.71,376.96,374.04,368.06,355.13,340.29,L7
2002-08-25 22:07:36+00:00,,,,339.09,374.24,387.35,396.06,405.78,422.81,441.66,443.65,447.02,445.85,448.76,444.89,431.78,421.95,412.40,388.73,380.32,378.83,382.40,384.27,385.29,393.79,394.32,390.81,392.03,390.14,398.97,399.53,409.08,408.78,401.10,400.23,394.39,384.06,375.16,367.90,358.89,357.01,358.42,362.68,362.69,376.37,382.57,385.54,387.38,384.86,389.80,393.00,,,,,,,,L7
2002-10-05 22:01:07+00:00,,,189.67,,366.22,389.93,398.32,415.87,420.70,455.61,451.16,457.90,442.55,447.31,444.99,421.15,411.54,409.19,389.90,376.58,373.03,376.03,377.02,376.00,388.61,392.92,398.56,395.53,394.35,394.80,391.74,392.18,392.18,383.40,382.85,390.34,389.31,390.50,381.52,380.64,388.66,388.76,384.19,386.18,390.56,394.79,398.39,398.52,397.88,405.92,404.39,399.47,400.08,399.42,398.03,382.42,348.05,332.46,L7
2002-12-31 22:07:56+00:00,,,,,,,,,,,,,,,436.60,421.13,420.17,412.63,402.65,397.42,395.83,400.19,395.33,388.99,395.74,391.42,392.85,390.58,395.25,393.31,402.60,410.08,410.74,407.25,407.74,406.78,411.39,403.59,396.99,390.84,397.87,397.93,394.44,391.74,399.04,406.28,408.44,409.72,413.75,412.70,408.06,407.15,406.00,405.90,405.07,396.92,378.77,360.36,L7
2003-02-26 22:02:04+00:00,,,,343.31,373.57,386.17,386.72,399.38,421.04,450.53,451.10,442.54,424.66,424.44,424.02,423.83,415.65,396.39,387.14,390.85,396.88,400.26,399.25,400.66,406.91,407.53,415.16,415.47,417.15,413.96,410.02,415.77,418.49,406.12,412.24,419.33,411.09,414.69,422.23,432.46,436.73,444.36,441.01,450.63,451.58,440.57,412.99,405.04,409.21,407.93,409.22,407.51,404.16,400.88,395.00,390.68,386.22,396.15,L7
2003-03-05 22:08:19+00:00,532.24,,,,377.62,387.95,389.50,397.74,421.47,442.67,455.25,446.12,426.84,420.36,419.59,421.85,417.94,410.00,385.44,384.83,390.74,394.62,395.10,395.21,402.16,405.42,408.09,407.24,410.65,408.36,408.56,413.53,410.69,408.95,412.34,416.94,417.23,412.84,419.06,430.16,431.58,433.60,434.43,433.02,444.19,442.28,431.33,421.18,419.56,417.64,418.26,413.54,411.59,408.84,405.70,402.20,399.42,412.06,L7
2003-03-21 22:08:15+00:00,567.86,,,,,385.07,387.03,398.18,423.61,454.05,455.02,449.34,421.15,412.36,416.34,417.24,409.38,407.92,385.47,386.45,378.93,384.99,395.61,393.34,398.67,402.70,404.35,403.34,403.22,403.36,400.24,404.72,402.33,404.24,411.24,410.48,411.18,419.27,425.71,434.49,444.48,441.63,459.83,431.37,438.04,441.91,442.88,427.99,424.96,422.02,424.23,418.70,413.87,411.79,412.30,413.95,419.70,,L7
2003-05-24 22:08:16+00:00,,,,,,,,,,439.41,443.56,442.50,431.87,431.52,422.09,399.54,397.93,403.63,411.44,400.28,393.78,387.27,387.60,391.24,393.68,402.73,410.99,415.06,420.44,413.37,418.81,414.95,394.47,395.93,394.90,399.82,407.06,412.81,410.99,416.16,416.53,429.50,429.30,433.13,436.27,440.98,444.90,442.80,442.76,425.83,444.38,441.27,434.44,439.60,,,,,L7
2003-07-20 22:01:56+00:00,,,,,,,,,,,,418.61,436.41,426.88,,,,,,,,373.92,387.88,392.87,389.47,383.53,381.11,378.32,374.11,375.55,370.91,384.18,382.77,386.53,,,,,,,392.05,395.08,393.39,401.07,403.07,409.47,412.91,410.22,397.28,394.71,398.58,400.85,404.39,405.36,,,,,L7
2003-07-28 21:50:04+00:00,521.05,,211.58,286.23,366.24,381.01,388.28,411.35,417.85,443.05,444.19,447.99,438.81,441.07,430.09,414.43,404.43,398.11,392.03,383.91,373.36,374.99,381.79,384.37,393.05,391.47,389.21,388.60,390.17,391.96,379.97,385.28,389.21,382.65,386.23,389.43,392.32,398.74,398.62,401.67,410.29,414.10,415.23,418.71,419.35,413.60,415.92,415.71,419.30,411.74,412.34,406.09,399.46,402.28,405.60,398.16,383.19,382.31,L5
2003-08-28 22:07:57+00:00,479.98,284.75,197.28,293.04,344.98,,,,,,,,442.99,444.37,437.21,425.28,412.30,398.69,386.45,381.69,376.49,378.63,376.63,372.46,381.50,389.00,,,,,,,,376.93,376.71,378.81,381.29,385.39,379.17,385.22,402.75,411.57,411.95,409.22,410.70,416.88,,,,,,,412.93,410.82,405.41,397.12,386.73,377.91,L7
2003-08-29 21:50:38+00:00,479.61,260.39,221.68,308.48,343.68,370.74,393.40,407.47,420.60,446.84,442.83,444.21,444.48,448.86,447.90,434.27,416.85,397.46,385.35,382.71,379.98,375.92,378.38,373.59,381.17,384.44,391.56,400.37,397.60,393.07,390.39,388.13,378.95,376.10,379.48,381.36,385.12,386.81,380.24,379.64,397.56,403.60,408.06,409.45,410.85,413.47,417.14,411.07,409.63,411.77,413.76,415.99,411.98,408.61,410.80,402.21,391.74,397.78,L5
2003-09-05 21:56:55+00:00,,232.40,205.35,285.98,330.29,357.45,379.24,401.04,422.15,435.02,441.02,433.44,435.36,437.23,435.33,427.28,414.42,404.19,392.41,380.21,374.04,373.55,370.64,363.35,359.86,362.96,366.98,370.76,380.19,383.20,383.16,378.56,375.11,383.79,380.32,380.10,379.48,377.79,380.19,372.30,372.23,378.40,384.93,383.94,385.79,391.69,393.69,399.84,401.69,401.33,402.51,402.87,410.52,409.42,398.85,386.24,382.92,375.47,L5
2003-09-14 21:50:54+00:00,,,,313.94,339.55,365.05,377.55,402.90,419.84,419.73,429.95,438.20,438.26,440.52,444.00,433.19,419.36,399.45,393.96,383.43,375.50,368.08,368.46,361.64,358.89,360.29,367.74,370.37,371.54,373.97,380.07,383.18,388.24,389.06,382.36,373.53,375.35,374.45,379.08,377.68,375.43,376.10,379.36,388.28,394.22,398.87,398.89,400.33,399.43,403.02,405.31,408.10,413.11,415.47,406.71,394.91,383.78,393.03,L5
2003-10-23 21:57:36+00:00,,269.35,178.88,,347.79,371.77,394.36,404.16,411.61,436.84,439.89,442.42,425.16,431.43,430.04,418.89,408.95,399.09,383.72,373.25,371.76,371.96,370.34,361.40,363.53,361.89,360.39,361.16,350.68,354.21,360.64,361.15,358.46,354.16,360.70,368.15,373.42,377.91,372.78,371.72,382.42,384.19,390.01,388.92,394.49,401.66,405.65,395.92,397.14,402.49,402.13,398.66,400.72,393.80,393.63,387.16,366.33,,L5
2003-11-16 22:08:11+00:00,,,,,,,403.29,405.78,,,428.91,419.74,416.54,420.73,437.20,442.55,433.16,411.06,400.76,,,,,,,,,342.13,340.53,341.20,342.09,346.78,379.99,357.72,358.36,354.14,356.76,348.10,346.63,351.22,,,,,,,,,,,,,,,,,,,L7
2003-11-17 21:51:45+00:00,492.71,,,,,383.80,398.74,405.28,,448.09,438.22,432.76,428.69,435.41,453.76,454.47,449.14,438.72,419.70,399.01,378.20,364.42,356.74,365.15,363.54,354.16,353.09,355.18,349.03,351.66,351.00,359.26,387.55,379.47,383.45,382.53,386.92,394.39,401.07,406.59,399.90,402.75,411.39,409.89,410.81,410.67,420.43,410.15,403.87,404.44,413.35,414.43,437.91,,,419.72,433.59,,L5
2003-11-25 22:02:05+00:00,,253.33,171.15,238.51,341.66,369.92,382.83,398.49,412.18,432.90,431.22,434.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,392.47,395.67,400.03,402.02,,,,,,,L7
