dates,nzd0390-0000,nzd0390-0001,nzd0390-0002,nzd0390-0003,nzd0390-0004,nzd0390-0005,nzd0390-0006,nzd0390-0007,nzd0390-0008,nzd0390-0009,nzd0390-0010,nzd0390-0011,nzd0390-0012,nzd0390-0013,nzd0390-0014,nzd0390-0015,nzd0390-0016,nzd0390-0017,nzd0390-0018,nzd0390-0019,nzd0390-0020,nzd0390-0021,nzd0390-0022,nzd0390-0023,nzd0390-0024,nzd0390-0025,nzd0390-0026,nzd0390-0027,nzd0390-0028,nzd0390-0029,nzd0390-0030,nzd0390-0031,nzd0390-0032,nzd0390-0033,nzd0390-0034,nzd0390-0035,nzd0390-0036,nzd0390-0037,nzd0390-0038,nzd0390-0039,nzd0390-0040,nzd0390-0041,nzd0390-0042,nzd0390-0043,nzd0390-0044,nzd0390-0045,nzd0390-0046,nzd0390-0047,nzd0390-0048,nzd0390-0049,nzd0390-0050,nzd0390-0051,nzd0390-0052,nzd0390-0053,nzd0390-0054,nzd0390-0055,nzd0390-0056,nzd0390-0057,nzd0390-0058,nzd0390-0059,nzd0390-0060,nzd0390-0061,nzd0390-0062,nzd0390-0063,nzd0390-0064,nzd0390-0065,nzd0390-0066,nzd0390-0067,nzd0390-0068,nzd0390-0069,nzd0390-0070,nzd0390-0071,nzd0390-0072,nzd0390-0073,nzd0390-0074,nzd0390-0075,nzd0390-0076,nzd0390-0077,nzd0390-0078,nzd0390-0079,nzd0390-0080,nzd0390-0081,nzd0390-0082,nzd0390-0083,nzd0390-0084,nzd0390-0085,nzd0390-0086,nzd0390-0087,nzd0390-0088,nzd0390-0089,nzd0390-0090,nzd0390-0091,nzd0390-0092,nzd0390-0093,nzd0390-0094,nzd0390-0095,nzd0390-0096,nzd0390-0097,nzd0390-0098,nzd0390-0099,nzd0390-0100,nzd0390-0101,nzd0390-0102,nzd0390-0103,nzd0390-0104,nzd0390-0105,nzd0390-0106,nzd0390-0107,nzd0390-0108,nzd0390-0109,nzd0390-0110,nzd0390-0111,nzd0390-0112,nzd0390-0113,nzd0390-0114,nzd0390-0115,nzd0390-0116,nzd0390-0117,nzd0390-0118,nzd0390-0119,nzd0390-0120,nzd0390-0121,nzd0390-0122,nzd0390-0123,nzd0390-0124,nzd0390-0125,nzd0390-0126,nzd0390-0127,nzd0390-0128,nzd0390-0129,nzd0390-0130,nzd0390-0131,nzd0390-0132,nzd0390-0133,nzd0390-0134,nzd0390-0135,nzd0390-0136,nzd0390-0137,nzd0390-0138,nzd0390-0139,nzd0390-0140,nzd0390-0141,nzd0390-0142,satname
2000-03-30 21:59:45+00:00,319.28,320.44,330.39,341.99,340.55,339.18,338.84,343.16,346.92,346.06,343.27,339.89,333.77,333.55,334.26,337.36,341.22,344.79,345.65,344.60,344.36,342.97,347.32,349.38,351.65,354.94,356.25,359.77,361.53,365.14,364.60,360.92,361.00,361.29,357.13,356.83,356.38,357.95,362.32,366.20,365.25,364.91,360.65,357.51,353.88,352.94,351.34,350.93,352.80,355.44,356.92,353.81,352.29,353.02,351.86,350.43,352.32,355.07,355.93,356.65,359.88,361.68,367.58,370.62,368.21,372.25,371.58,370.92,370.09,370.03,366.78,370.94,370.69,376.18,371.40,367.25,369.68,376.34,373.45,370.90,370.15,371.67,373.06,371.21,368.19,361.86,363.12,362.77,370.29,372.23,376.27,381.12,374.32,370.68,369.15,367.94,365.41,365.47,366.40,369.71,373.16,371.12,374.56,373.36,373.35,370.35,370.64,372.37,369.08,368.38,364.70,363.47,358.67,356.01,354.66,353.64,353.10,356.02,352.06,355.21,353.82,348.73,350.98,347.89,342.34,341.14,334.48,332.80,330.27,330.30,338.04,338.35,334.34,337.02,338.12,337.14,344.82,346.35,344.07,354.25,360.72,342.69,347.50,L7
2000-04-15 21:59:31+00:00,319.28,320.44,333.30,343.36,342.04,341.51,341.69,345.14,348.36,347.40,344.44,340.87,334.44,334.47,334.73,337.96,341.57,345.40,345.64,344.34,344.12,343.66,347.63,349.44,351.67,354.38,355.76,360.00,361.41,364.96,364.93,361.26,361.24,361.27,357.77,357.71,357.42,358.45,362.93,367.14,366.12,365.56,360.79,358.55,355.13,354.21,353.29,352.73,354.02,356.68,357.87,354.86,353.22,353.75,352.66,351.50,353.01,355.86,356.72,357.20,359.66,361.52,366.95,370.91,368.97,373.49,372.82,371.83,370.61,370.44,367.90,371.84,372.42,377.30,371.37,368.75,369.96,376.35,373.42,371.63,370.98,372.34,372.51,371.69,369.14,363.79,363.91,363.36,370.50,372.73,376.04,381.16,374.88,371.88,369.52,368.25,365.85,366.05,367.25,370.60,374.04,371.77,374.20,374.00,374.30,371.32,371.37,372.99,370.20,369.46,365.80,364.72,360.29,357.75,355.94,354.65,353.89,356.41,353.01,355.51,354.55,350.05,351.86,348.27,343.94,342.39,335.23,333.88,331.92,331.92,338.37,338.43,334.63,337.54,338.89,337.52,344.38,347.21,344.88,354.84,360.79,343.67,347.51,L7
2000-05-01 21:59:30+00:00,320.03,324.52,335.76,345.23,343.83,344.22,344.33,347.23,350.08,349.27,346.19,341.93,336.62,336.39,336.35,339.24,343.16,346.58,346.70,344.66,344.36,344.58,347.14,349.41,351.65,353.75,355.50,359.52,360.96,364.94,365.00,359.93,360.05,360.54,358.71,358.17,358.88,359.20,363.27,367.72,366.69,365.11,361.08,358.80,355.30,354.33,353.61,352.72,353.83,356.65,358.53,355.11,353.65,353.33,352.25,351.09,352.06,355.06,356.31,357.48,359.85,361.04,365.73,370.67,368.07,373.48,372.55,370.46,370.64,370.28,367.81,371.46,373.37,376.40,371.10,368.95,369.95,376.41,372.96,371.42,371.13,372.55,371.73,370.63,368.53,360.06,364.88,362.80,371.26,373.96,376.85,381.17,375.35,372.95,370.08,367.70,365.26,366.10,367.40,370.73,373.01,371.39,374.71,374.18,374.36,371.45,371.02,372.49,370.59,369.61,365.94,364.82,361.87,359.08,358.23,356.53,355.76,357.16,354.49,356.30,355.15,351.01,352.54,348.62,344.78,343.81,337.77,336.33,334.20,334.51,339.73,339.80,335.48,338.33,339.58,338.04,344.53,347.29,345.37,354.89,361.87,344.45,347.81,L7
2000-06-18 21:59:03+00:00,318.87,323.26,335.76,344.68,343.32,344.07,344.51,347.92,351.02,350.34,347.29,341.60,335.87,335.74,334.74,338.30,341.89,344.74,344.83,342.41,342.14,343.08,346.00,347.94,350.28,353.27,354.64,358.17,360.12,363.54,363.81,359.60,358.77,359.69,358.68,357.91,358.20,358.93,362.69,367.08,366.47,365.36,361.36,359.16,355.40,354.98,353.81,353.60,353.61,356.76,359.08,355.38,353.50,353.05,352.25,351.40,352.28,356.17,356.85,357.74,359.86,362.31,365.47,370.51,367.31,373.48,372.09,370.30,370.70,370.73,368.52,371.86,374.74,376.29,371.28,368.65,370.14,376.55,373.59,371.90,371.30,372.67,371.14,370.90,369.74,360.45,364.63,362.67,372.70,375.40,377.81,381.09,375.05,373.43,370.13,367.47,365.37,366.86,368.02,371.03,373.23,371.97,374.98,374.58,373.91,371.70,370.34,372.85,370.51,370.35,366.42,365.80,363.25,359.63,358.80,357.74,356.53,357.39,354.31,356.06,354.89,351.75,352.59,348.35,345.93,345.30,338.90,337.30,335.41,336.12,339.53,340.01,335.90,338.65,340.19,338.42,344.51,347.35,346.52,356.09,361.82,347.52,348.33,L7
2000-08-05 21:58:20+00:00,320.65,327.97,340.31,347.82,346.56,346.91,347.93,351.35,353.10,352.21,349.61,342.55,337.02,336.48,335.06,339.01,343.34,344.96,346.19,343.11,342.75,344.13,345.43,347.98,350.66,352.86,353.57,358.18,361.39,364.44,364.80,361.25,359.55,361.03,361.16,359.54,359.89,360.52,363.34,367.94,368.17,366.98,363.14,361.63,358.27,357.22,355.83,354.86,354.38,357.66,359.83,356.23,354.15,354.21,353.53,351.48,352.68,355.87,358.47,358.92,360.20,363.42,364.77,370.18,369.12,374.28,374.71,372.53,373.00,372.70,370.28,374.36,377.50,376.65,373.40,372.21,372.50,376.88,374.11,373.99,373.24,373.61,372.46,372.58,374.07,361.85,368.46,363.99,374.13,377.92,380.37,382.65,375.21,375.78,373.60,370.61,369.14,368.42,371.51,373.32,374.87,375.96,376.47,377.31,377.03,374.55,373.20,375.06,374.10,374.50,371.44,369.66,368.17,363.07,362.77,361.07,358.27,359.27,356.67,357.03,356.38,354.43,354.79,349.64,347.89,348.49,345.08,341.63,341.04,340.79,341.89,341.78,338.77,339.75,342.67,340.27,346.23,348.85,348.60,355.91,362.53,348.23,348.02,L7
2000-09-06 21:57:58+00:00,330.51,337.39,356.32,359.14,358.90,359.49,359.98,359.34,359.47,356.89,352.16,344.30,339.07,338.62,338.23,342.30,347.70,349.44,348.47,346.59,345.85,347.32,349.86,352.48,353.49,355.40,356.49,360.93,364.39,367.64,366.76,364.72,363.62,365.50,366.61,364.58,365.92,365.19,367.27,372.74,374.15,372.98,369.78,369.72,366.45,364.98,365.43,361.51,362.50,363.44,366.17,362.77,360.27,357.16,356.59,355.97,356.35,359.72,361.15,364.03,368.07,371.83,371.50,375.00,376.50,379.95,378.83,377.80,377.18,377.22,374.29,378.34,381.51,380.26,378.37,380.13,378.19,380.54,376.79,376.23,377.10,377.46,376.78,378.60,378.54,372.97,376.99,373.37,376.35,380.92,383.62,387.94,381.92,382.68,379.80,375.74,372.52,373.45,377.10,379.27,380.83,382.97,382.37,383.08,384.49,382.48,381.81,382.23,382.19,382.29,379.40,375.68,375.22,372.51,371.80,369.69,366.08,366.02,364.95,365.94,364.67,362.48,362.50,358.44,358.66,356.23,354.59,349.23,350.85,351.01,350.26,350.76,347.82,346.75,348.40,347.96,355.58,357.94,355.97,360.53,368.21,356.04,353.34,L7
2000-10-08 21:57:36+00:00,330.00,349.42,353.99,358.06,355.54,355.83,357.30,356.94,357.42,355.09,349.79,343.09,339.03,338.75,337.75,342.20,348.73,350.04,349.47,346.63,346.62,347.62,350.50,353.45,354.15,355.17,357.82,361.59,364.42,366.45,367.04,364.66,363.92,365.56,366.81,366.13,366.79,366.92,368.15,373.32,374.01,373.13,369.97,370.63,367.41,365.20,365.39,361.55,363.78,364.09,366.71,362.74,360.60,356.67,357.24,356.29,356.65,358.26,359.80,363.98,365.77,369.84,368.94,373.77,375.10,379.04,378.35,377.91,377.57,376.47,374.61,376.77,383.12,379.64,378.48,378.91,376.96,378.31,375.85,376.79,375.74,376.72,377.05,377.87,378.56,372.69,375.27,372.50,375.20,381.12,382.42,386.97,382.03,382.83,378.46,375.30,373.45,373.03,377.47,379.35,380.40,382.03,381.54,382.37,383.83,382.58,381.54,381.42,382.80,381.89,379.57,376.49,375.35,371.41,371.34,368.66,365.80,365.70,366.34,365.36,363.95,362.76,362.91,360.06,358.77,355.74,352.48,348.31,348.45,348.58,348.23,348.89,346.43,346.25,347.06,347.99,355.81,358.80,356.49,360.43,367.59,355.16,353.02,L7
2000-11-25 21:57:34+00:00,321.28,341.92,346.80,346.70,349.53,348.05,350.03,350.05,352.68,350.39,344.35,339.72,336.67,334.63,334.15,338.55,346.14,347.30,345.83,344.67,344.90,344.79,347.28,349.85,351.45,352.78,356.12,360.19,362.34,363.66,363.30,363.91,361.21,363.61,364.08,363.56,362.65,364.82,364.78,369.84,371.12,371.16,368.49,367.69,364.59,361.73,360.78,358.24,362.17,361.93,365.62,361.57,357.86,353.64,352.55,350.47,353.29,354.27,357.31,361.00,363.99,368.64,368.39,368.87,369.95,370.78,371.65,373.21,372.26,372.79,371.41,372.19,376.81,375.28,375.91,373.38,374.50,371.51,369.87,369.86,370.12,369.97,375.72,374.35,374.95,369.62,369.89,368.56,368.52,373.94,378.83,381.22,376.75,376.58,373.30,372.88,370.65,368.38,372.85,375.44,376.96,379.91,378.36,376.45,379.79,377.86,378.31,378.98,380.03,377.68,377.23,372.66,370.68,365.89,365.97,364.20,361.87,362.60,361.51,360.89,359.70,356.53,357.74,356.11,351.82,348.00,346.00,341.94,341.46,340.80,342.58,343.61,343.24,341.93,342.72,345.79,354.74,356.31,353.47,356.75,363.94,349.20,350.12,L7
2000-12-11 21:57:36+00:00,320.11,341.03,344.59,341.13,346.39,346.20,349.04,350.15,351.39,350.06,345.02,340.63,337.56,335.68,336.45,339.00,345.67,347.91,346.42,344.67,345.00,345.38,347.08,349.18,351.99,352.77,355.93,359.36,360.11,361.74,361.12,362.04,360.60,362.15,362.26,362.70,361.65,363.35,364.10,370.37,370.60,368.66,367.20,365.80,362.97,359.70,358.36,357.03,360.11,358.98,364.28,359.86,357.59,352.77,353.13,351.73,352.90,352.16,355.79,359.34,362.25,366.91,367.52,368.47,368.63,368.34,369.92,369.98,369.37,371.01,370.08,370.63,373.30,373.34,373.86,370.80,370.38,367.70,366.99,366.96,367.50,366.71,370.65,371.20,370.43,367.18,365.61,365.37,365.12,369.46,375.73,375.74,373.69,372.63,369.24,367.65,367.99,365.81,368.40,371.78,373.77,376.66,374.26,372.13,378.02,374.68,375.65,374.43,374.15,370.59,371.70,369.21,366.89,360.92,361.39,359.43,358.86,357.81,357.09,357.87,357.13,352.02,354.15,353.18,347.95,344.59,340.67,336.62,338.38,335.48,339.00,339.49,340.35,337.52,340.04,341.69,352.27,354.08,350.09,353.96,361.50,345.20,346.96,L7
2001-02-13 21:57:39+00:00,320.11,341.03,344.59,338.14,343.22,342.87,345.23,347.81,349.77,349.04,343.76,341.49,338.17,336.22,336.84,336.14,342.03,344.74,343.54,341.54,343.43,343.18,344.04,346.67,350.01,350.30,355.25,357.76,356.70,357.95,356.16,357.57,356.36,356.87,356.22,358.81,357.15,359.84,360.00,367.01,365.30,362.62,360.33,357.07,361.07,358.96,357.32,347.37,349.39,352.33,358.75,354.06,352.17,348.40,347.32,344.27,345.17,352.29,354.50,358.16,361.64,365.00,366.77,354.95,366.49,365.70,367.28,367.09,366.35,368.18,367.95,368.33,371.43,371.94,371.50,359.34,358.24,358.27,356.70,359.44,358.12,357.88,362.55,360.49,358.23,363.84,361.25,362.36,362.01,365.11,371.27,371.50,371.13,369.16,356.92,356.10,364.49,363.85,354.58,368.55,362.32,372.97,361.80,359.64,374.41,361.15,363.34,362.19,360.19,356.81,357.36,365.57,352.81,348.80,349.71,346.24,346.67,344.11,345.53,354.70,346.15,339.43,342.67,343.84,339.33,334.99,328.32,325.72,326.70,321.79,332.61,333.38,326.38,327.64,331.22,331.88,339.79,350.42,339.54,346.44,356.09,332.22,338.27,L7
2001-03-17 21:57:52+00:00,314.28,335.96,337.69,329.21,338.42,338.57,341.89,346.10,347.62,346.62,342.71,340.87,337.45,336.31,336.13,335.12,341.10,343.28,342.06,339.33,342.00,341.09,341.75,343.90,347.79,346.82,352.27,355.76,353.81,353.94,353.08,354.24,353.45,354.40,353.73,356.26,354.43,357.63,357.78,365.47,362.70,359.90,357.15,353.60,359.86,356.52,354.79,346.04,347.37,350.58,357.55,353.32,351.19,347.48,347.06,342.72,343.51,350.01,354.40,358.67,359.17,361.50,364.68,351.24,363.52,363.88,366.80,365.59,365.84,367.25,368.06,367.46,371.43,373.47,372.16,355.83,355.08,355.86,354.71,358.14,355.39,355.60,359.06,357.14,353.82,364.10,360.20,361.58,361.03,364.34,370.51,368.55,369.38,366.44,353.28,352.52,367.09,366.12,355.38,369.74,363.14,374.17,362.55,361.03,376.11,363.04,365.96,364.10,361.70,357.09,358.50,365.62,354.40,351.07,350.03,347.82,348.51,346.60,347.85,356.53,347.88,342.70,344.02,345.17,339.82,336.44,328.59,326.23,326.80,322.78,334.09,334.53,327.11,329.32,333.02,332.42,340.72,351.93,340.64,347.95,358.67,334.52,338.63,L7
