dates,satname,nzd0390-0000,nzd0390-0001,nzd0390-0002,nzd0390-0003,nzd0390-0004,nzd0390-0005,nzd0390-0006,nzd0390-0007,nzd0390-0008,nzd0390-0009,nzd0390-0010,nzd0390-0011,nzd0390-0012,nzd0390-0013,nzd0390-0014,nzd0390-0015,nzd0390-0016,nzd0390-0017,nzd0390-0018,nzd0390-0019,nzd0390-0020,nzd0390-0021,nzd0390-0022,nzd0390-0023,nzd0390-0024,nzd0390-0025,nzd0390-0026,nzd0390-0027,nzd0390-0028,nzd0390-0029,nzd0390-0030,nzd0390-0031,nzd0390-0032,nzd0390-0033,nzd0390-0034,nzd0390-0035,nzd0390-0036,nzd0390-0037,nzd0390-0038,nzd0390-0039,nzd0390-0040,nzd0390-0041,nzd0390-0042,nzd0390-0043,nzd0390-0044,nzd0390-0045,nzd0390-0046,nzd0390-0047,nzd0390-0048,nzd0390-0049,nzd0390-0050,nzd0390-0051,nzd0390-0052,nzd0390-0053,nzd0390-0054,nzd0390-0055,nzd0390-0056,nzd0390-0057,nzd0390-0058,nzd0390-0059,nzd0390-0060,nzd0390-0061,nzd0390-0062,nzd0390-0063,nzd0390-0064,nzd0390-0065,nzd0390-0066,nzd0390-0067,nzd0390-0068,nzd0390-0069,nzd0390-0070,nzd0390-0071,nzd0390-0072,nzd0390-0073,nzd0390-0074,nzd0390-0075,nzd0390-0076,nzd0390-0077,nzd0390-0078,nzd0390-0079,nzd0390-0080,nzd0390-0081,nzd0390-0082,nzd0390-0083,nzd0390-0084,nzd0390-0085,nzd0390-0086,nzd0390-0087,nzd0390-0088,nzd0390-0089,nzd0390-0090,nzd0390-0091,nzd0390-0092,nzd0390-0093,nzd0390-0094,nzd0390-0095,nzd0390-0096,nzd0390-0097,nzd0390-0098,nzd0390-0099,nzd0390-0100,nzd0390-0101,nzd0390-0102,nzd0390-0103,nzd0390-0104,nzd0390-0105,nzd0390-0106,nzd0390-0107,nzd0390-0108,nzd0390-0109,nzd0390-0110,nzd0390-0111,nzd0390-0112,nzd0390-0113,nzd0390-0114,nzd0390-0115,nzd0390-0116,nzd0390-0117,nzd0390-0118,nzd0390-0119,nzd0390-0120,nzd0390-0121,nzd0390-0122,nzd0390-0123,nzd0390-0124,nzd0390-0125,nzd0390-0126,nzd0390-0127,nzd0390-0128,nzd0390-0129,nzd0390-0130,nzd0390-0131,nzd0390-0132,nzd0390-0133,nzd0390-0134,nzd0390-0135,nzd0390-0136,nzd0390-0137,nzd0390-0138,nzd0390-0139,nzd0390-0140,nzd0390-0141,nzd0390-0142
2000-03-30 21:59:45+00:00,L7,333.55,311.28,356.80,364.38,367.92,364.89,363.78,365.67,364.01,361.23,358.35,353.43,344.25,343.01,344.09,345.30,351.75,355.41,351.63,352.48,350.24,347.05,350.59,353.23,355.00,359.60,358.98,365.68,368.71,372.78,369.10,369.01,365.70,366.63,367.22,361.27,366.12,366.95,369.25,372.75,372.55,374.26,369.55,370.09,366.07,364.93,362.93,364.23,363.88,365.13,369.04,364.98,360.89,361.29,357.44,356.92,358.98,364.75,365.61,366.84,373.11,374.77,379.77,376.11,376.50,379.50,377.02,378.56,377.06,377.29,371.74,380.68,379.49,386.45,383.03,382.60,381.84,386.59,380.13,377.01,381.12,380.57,377.52,380.59,375.00,,381.51,378.49,379.46,381.35,385.17,386.57,378.54,377.23,380.80,375.79,369.49,375.05,377.62,377.70,383.08,384.95,381.12,378.86,383.16,377.84,380.18,380.49,378.77,379.67,378.06,369.56,370.63,372.07,370.04,366.67,361.03,365.36,360.61,366.44,365.13,360.64,363.35,356.77,358.16,358.19,354.80,346.88,350.08,352.32,352.57,350.71,348.07,346.96,346.76,345.56,355.05,355.03,353.86,360.52,368.12,360.48,352.11
2000-04-15 21:59:31+00:00,L7,,,356.57,359.69,359.51,364.54,366.69,364.60,364.25,362.17,358.47,354.07,345.55,346.53,344.10,348.55,350.46,355.81,351.39,349.28,348.04,354.00,355.13,354.14,356.89,355.80,358.44,367.64,368.06,370.78,373.99,370.38,368.49,366.52,367.62,370.26,369.42,367.31,371.16,379.07,377.34,377.17,368.48,372.20,370.25,369.21,372.74,371.09,367.90,370.31,370.11,367.27,364.86,363.25,362.83,362.14,361.55,364.96,367.82,366.39,363.50,366.23,367.84,377.49,379.04,386.76,385.74,382.99,378.83,378.92,381.56,384.50,390.04,391.24,378.26,385.39,378.65,382.86,379.64,383.46,383.22,383.74,377.77,381.49,383.83,382.07,376.92,376.63,381.79,385.37,383.57,389.01,385.24,386.40,378.23,377.10,376.05,376.85,379.90,383.57,387.70,383.42,379.27,385.56,388.94,386.68,383.54,383.41,385.09,383.74,379.90,380.17,378.76,376.63,372.01,370.89,367.44,367.67,368.19,365.59,367.21,366.35,364.77,358.45,361.60,357.52,346.60,347.90,349.59,348.86,347.41,345.08,342.22,345.76,347.84,343.96,345.56,356.63,356.35,366.07,371.09,361.16,360.35
2000-05-01 21:59:30+00:00,L7,334.75,350.89,359.80,362.83,361.91,363.72,362.47,365.06,364.43,365.04,360.59,355.50,353.02,357.68,357.03,362.03,366.92,364.96,367.46,364.07,362.58,363.78,361.77,369.13,367.69,369.03,370.50,372.00,377.29,380.16,379.18,367.70,371.90,376.10,379.57,376.01,381.76,378.65,380.19,388.88,385.07,382.11,381.75,378.46,375.14,375.60,377.23,371.12,372.55,372.46,374.64,372.66,372.03,365.95,369.17,368.32,366.86,366.21,369.16,378.30,382.10,381.31,378.43,389.26,385.10,393.79,391.87,385.07,391.03,389.19,385.08,390.24,398.41,391.13,393.86,393.13,392.53,400.83,395.87,395.02,388.37,395.07,387.51,388.16,388.69,,396.14,390.34,400.31,404.29,402.96,408.15,400.01,399.74,398.23,387.08,386.63,389.32,389.70,392.08,385.94,388.44,396.97,399.29,395.95,396.67,393.18,392.90,394.70,393.66,389.58,386.75,391.31,386.72,387.62,385.61,382.35,379.59,383.36,379.93,376.98,375.93,376.47,370.27,367.53,368.17,365.67,360.43,359.91,361.66,359.12,361.02,356.45,356.64,355.70,352.43,359.77,360.09,360.31,365.46,380.00,369.41,365.99
2000-06-18 21:59:03+00:00,L7,,,,,,,,,,,,332.40,326.42,323.49,324.19,333.35,335.52,335.65,335.77,330.98,332.07,331.94,341.34,338.89,341.16,349.17,351.09,351.11,355.32,352.63,357.36,359.63,355.41,359.32,361.06,357.23,355.72,356.30,360.14,363.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,362.22,354.09
2000-08-05 21:58:20+00:00,L7,,,,,,,,,,343.32,341.98,335.51,333.23,333.04,328.97,333.42,344.92,342.92,343.42,341.88,340.97,343.54,344.72,347.81,348.60,342.11,341.42,352.08,359.39,365.64,362.05,360.30,360.11,365.25,365.63,362.77,361.22,360.87,359.65,366.59,365.84,365.83,363.63,364.12,363.26,355.72,355.86,354.99,356.65,355.47,359.74,357.70,353.24,348.19,350.31,345.59,346.67,347.59,354.60,357.98,358.60,367.91,364.42,367.53,371.76,373.70,375.58,376.13,376.23,376.01,371.98,372.53,374.43,372.00,375.19,372.98,374.67,371.72,370.87,368.64,370.94,368.51,374.83,376.08,378.34,372.87,374.49,367.00,366.29,376.42,383.16,384.12,376.60,379.55,377.12,375.94,373.86,365.96,375.65,377.03,377.90,383.29,383.58,381.87,383.34,383.35,382.31,381.88,380.93,385.34,380.97,376.07,375.23,368.14,367.79,368.44,364.02,366.75,360.47,361.42,360.25,362.20,360.06,356.86,352.72,355.22,365.88,355.07,356.04,355.87,356.89,356.98,352.82,349.67,356.22,356.94,368.75,364.87,364.78,362.30,371.89,351.96,349.79
2000-09-06 21:57:58+00:00,L7,327.77,353.32,361.86,360.93,358.16,356.08,355.54,351.35,354.93,355.54,344.51,340.21,337.28,332.58,336.06,336.46,341.92,346.92,345.98,346.41,345.83,348.22,349.99,355.23,355.83,361.08,363.54,362.11,363.82,369.74,364.47,366.89,364.71,363.60,362.98,365.23,365.20,365.50,366.53,370.00,372.66,369.30,369.07,367.15,360.91,362.68,361.47,349.21,354.33,356.42,360.27,353.97,353.06,349.47,345.64,348.59,349.63,356.99,351.50,353.46,365.89,372.03,369.86,367.07,372.60,368.46,366.21,368.77,365.17,367.66,364.17,367.16,368.15,363.72,365.28,369.78,366.84,364.11,360.84,360.60,365.27,362.98,371.10,370.10,371.11,359.04,359.91,359.25,359.12,362.00,368.11,375.87,372.59,373.71,367.86,366.38,360.36,363.66,366.20,369.54,373.53,378.53,374.90,373.60,375.30,372.41,373.62,375.69,375.24,372.64,371.87,369.45,363.96,362.56,365.32,361.67,359.81,355.25,356.66,360.57,357.76,351.04,351.45,353.84,356.69,345.43,343.25,339.27,341.85,339.28,338.90,343.25,342.51,337.17,337.38,342.89,351.04,354.85,347.66,352.09,355.19,339.86,348.29
2000-10-08 21:57:36+00:00,L7,,346.60,346.55,,353.37,349.20,352.25,355.19,354.89,351.40,345.60,345.16,343.00,342.94,340.25,343.70,356.94,358.06,356.73,351.68,353.99,347.96,353.63,358.38,358.20,357.39,366.01,368.69,367.71,364.56,369.75,367.62,366.64,366.17,367.57,369.59,370.61,376.45,373.94,375.44,371.07,373.93,369.44,373.61,369.88,365.09,361.82,363.53,369.47,367.64,370.87,364.01,361.75,358.15,359.95,358.02,359.92,356.88,357.99,365.75,360.75,363.93,366.13,369.21,368.77,374.20,373.93,378.38,378.32,372.68,372.44,371.82,386.65,382.39,382.47,375.55,374.67,374.41,374.45,378.76,373.31,375.82,377.45,375.92,373.81,372.77,371.72,372.69,372.20,380.95,377.72,380.52,378.09,377.03,373.17,372.55,373.01,371.91,378.43,377.07,379.73,379.12,375.80,374.21,378.62,377.01,377.74,375.52,380.69,376.60,377.94,372.54,370.16,365.54,366.65,360.12,358.38,362.46,366.24,362.28,360.39,360.94,364.33,363.72,357.71,354.78,343.30,341.28,337.13,339.34,341.35,340.39,340.23,343.74,339.49,345.15,355.52,358.81,355.53,358.91,363.45,353.54,348.22
2000-11-25 21:57:34+00:00,L7,317.00,328.16,334.73,334.68,340.40,342.04,344.69,346.22,350.94,347.74,341.38,342.91,341.03,338.99,338.98,343.44,349.01,350.66,345.06,349.90,349.56,350.22,344.74,347.33,351.54,352.15,356.26,364.69,362.66,363.08,360.33,362.59,357.09,361.72,361.17,360.58,358.71,362.99,362.14,371.61,371.46,370.80,367.30,361.60,360.01,359.32,360.06,361.32,364.65,364.89,367.88,367.17,359.95,355.80,351.23,347.54,354.47,353.21,361.41,363.23,367.15,366.79,369.59,368.61,363.48,363.71,368.02,366.36,366.26,371.06,373.13,372.95,374.28,378.91,375.93,371.12,377.32,371.52,369.00,366.93,366.68,368.03,373.38,370.99,371.19,369.30,368.40,369.16,369.87,370.25,380.20,379.32,375.42,371.93,370.95,372.15,370.62,367.49,366.59,373.59,371.60,373.93,374.10,371.36,376.52,372.92,374.79,378.74,378.49,371.61,373.83,368.08,368.60,362.79,359.35,360.43,359.91,360.19,356.95,353.91,355.35,347.18,350.61,344.94,335.86,332.29,327.48,327.82,326.72,324.96,328.66,329.72,333.65,334.05,335.39,335.64,340.79,344.45,341.98,348.91,358.62,334.44,345.39
2000-12-11 21:57:36+00:00,L7,324.73,343.43,343.96,336.94,344.32,347.59,351.36,356.19,353.53,354.20,353.72,351.80,348.60,346.68,354.25,347.85,349.90,357.24,355.38,351.58,351.21,354.03,351.57,350.21,359.96,358.21,361.26,361.46,356.70,359.46,357.22,359.64,363.31,360.36,358.66,365.02,361.55,361.48,364.83,378.54,373.80,366.00,369.00,364.81,363.09,357.91,354.68,358.18,357.36,352.27,364.65,358.29,361.78,353.82,360.15,360.04,355.12,347.40,355.46,358.20,360.79,365.97,369.50,371.57,368.23,363.29,367.37,361.96,362.50,369.66,370.79,371.00,365.00,371.89,372.97,366.76,360.85,359.03,362.08,362.28,363.59,360.62,359.76,365.19,360.57,364.34,356.25,362.05,361.63,360.97,372.76,361.57,368.04,363.14,359.30,353.67,364.64,362.45,357.58,364.10,368.77,370.97,365.60,362.19,379.19,370.77,372.34,362.53,357.95,349.18,356.21,362.34,359.04,347.98,350.40,349.80,355.04,347.47,348.21,354.05,354.61,341.31,346.71,349.24,339.07,337.54,325.64,321.97,332.37,319.94,331.62,329.31,334.54,324.60,333.00,329.19,346.80,348.62,342.61,350.15,361.88,336.21,344.38
2001-02-13 21:57:39+00:00,L7,,,,320.75,321.61,321.15,323.60,331.49,336.04,337.64,335.06,328.99,322.55,321.31,316.20,310.87,313.96,312.33,316.00,309.84,317.93,316.85,321.58,323.29,325.79,324.02,330.69,333.37,334.50,334.68,330.72,332.79,331.44,333.83,332.03,335.24,330.86,334.09,333.58,340.80,338.77,334.87,328.54,319.77,301.37,294.49,295.00,306.05,302.49,321.69,331.48,328.15,325.60,325.86,320.76,307.97,307.62,293.49,271.97,267.86,292.36,,295.43,299.42,303.22,307.15,306.43,303.95,296.93,303.88,291.48,274.33,279.10,288.56,297.16,315.04,313.19,323.89,318.71,330.30,323.36,323.62,333.36,321.86,316.45,297.08,273.42,266.48,277.43,274.16,282.64,285.29,294.01,298.44,314.86,317.42,298.75,303.22,305.80,307.34,319.85,313.49,320.48,318.64,307.98,314.77,319.99,319.99,310.36,315.69,308.56,306.87,304.05,306.84,308.63,301.49,302.22,297.30,301.70,293.09,304.54,298.46,301.94,309.34,308.93,306.50,303.47,299.87,296.97,286.80,264.44,268.21,282.37,299.80,311.76,307.46,305.87,,311.38,323.91,294.55,299.71,308.28
2001-03-17 21:57:52+00:00,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,372.22,374.10,371.57,375.67,379.15,384.75,380.20,381.99,383.72,383.60,388.16,386.51,384.21,375.41,378.87,370.99,373.38,375.28,368.33,371.41,370.65,369.44,370.02,369.50,367.92,368.83,359.58,362.01,360.42,353.98,345.83,343.09,343.58,345.39,346.23,349.08,347.27,346.47,347.08,346.35,356.53,361.56,354.35,361.11,367.47,353.53,352.67
2001-05-20 21:57:28+00:00,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,384.48,387.61,380.50,386.07,377.59,379.21,375.15,372.89,375.79,374.43,371.59,372.71,371.80,370.03,369.34,373.01,364.81,367.63,360.75,358.41,359.18,357.98,357.65,356.71,357.45,363.61,360.10,357.30,359.01,366.20,370.23,371.06,369.21,376.57,363.34,367.71
2001-06-05 21:56:52+00:00,L7,,,,,,,,,,,,344.62,338.74,337.50,339.64,339.39,348.86,353.53,348.58,341.58,350.32,339.48,347.73,349.37,355.72,359.52,362.97,357.72,368.59,363.26,362.78,365.63,366.52,359.26,364.15,359.03,364.03,364.95,369.57,374.69,368.40,365.17,367.87,367.79,365.67,358.13,352.52,357.44,353.36,356.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,378.52,364.05,363.51
2001-07-07 21:56:36+00:00,L7,,,,,,,,,,,348.76,344.89,343.14,344.95,345.13,347.43,357.59,353.39,347.48,348.03,351.61,351.81,357.44,360.52,357.53,365.79,363.22,369.47,369.84,372.25,365.05,366.38,369.00,367.53,365.09,366.54,364.20,362.95,371.94,374.57,379.42,372.65,376.14,369.22,368.24,370.88,371.79,370.95,370.54,364.23,369.20,371.73,360.25,361.15,357.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,371.26,349.11,355.27
