dates,ber0001-0000,ber0001-0001,ber0001-0002,ber0001-0003,ber0001-0004,ber0001-0005,ber0001-0006,ber0001-0007,ber0001-0008,ber0001-0009,satname
2014-03-08 14:53:22+00:00,,154.59,154.92,157.44,149.45,149.41,144.73,150.58,156.54,157.13,L8
2014-04-09 14:52:55+00:00,172.37,173.77,173.33,163.00,158.27,144.30,140.39,139.09,148.34,148.39,L8
2014-05-27 14:52:21+00:00,172.27,156.48,164.50,161.49,161.49,159.05,147.63,148.61,152.88,153.86,L8
2014-06-12 14:52:30+00:00,173.84,156.17,158.48,161.83,159.20,153.66,152.15,154.70,156.04,154.53,L8
2014-06-28 14:52:33+00:00,,161.54,161.57,161.87,152.96,152.35,153.56,157.03,159.62,159.40,L8
2014-07-14 14:52:41+00:00,179.90,171.80,171.91,173.72,173.56,150.80,148.94,151.78,158.74,158.05,L8
2014-07-30 14:52:46+00:00,167.92,160.50,160.98,165.60,163.64,147.62,143.69,149.73,153.35,154.33,L8
2014-08-15 14:52:52+00:00,158.59,147.89,149.90,155.18,149.07,148.06,147.29,153.16,157.00,161.77,L8
2014-09-16 14:52:57+00:00,,143.41,144.73,154.60,152.56,151.77,152.51,155.92,160.94,161.01,L8
2014-10-02 14:52:59+00:00,169.70,154.79,158.25,161.59,161.60,160.26,157.06,160.26,161.99,160.12,L8
2014-10-18 14:53:03+00:00,160.96,158.11,161.48,161.99,160.73,155.42,152.45,154.67,158.96,159.81,L8
2014-11-03 14:53:01+00:00,162.99,157.02,160.00,162.87,164.19,161.20,155.70,156.48,158.76,157.88,L8
2014-12-05 14:52:58+00:00,,,148.17,145.80,144.80,143.28,141.74,147.99,152.40,155.36,L8
2014-12-21 14:52:56+00:00,,173.46,168.61,165.63,165.04,160.85,146.08,154.71,160.44,165.21,L8
2015-01-22 14:52:46+00:00,,152.45,150.94,151.81,151.95,152.20,152.38,162.33,165.34,165.00,L8
2015-03-27 14:52:18+00:00,181.69,168.53,167.60,166.63,166.76,160.12,156.40,161.27,159.97,159.89,L8
2015-06-15 14:52:06+00:00,177.73,155.47,157.04,166.99,169.17,163.88,151.86,151.36,152.85,152.96,L8
2015-07-01 14:52:12+00:00,,156.63,157.29,167.67,168.79,162.61,153.19,152.53,156.08,156.76,L8
2015-07-17 14:52:22+00:00,,145.61,144.44,149.41,149.20,150.86,149.45,152.05,156.53,157.37,L8
2015-08-02 14:52:26+00:00,188.44,,,,,,,,,,L8
2015-11-06 14:52:55+00:00,173.37,164.03,161.46,157.71,157.71,156.66,154.62,155.65,161.44,160.61,L8
2016-01-09 14:52:53+00:00,,153.98,151.46,151.46,148.77,148.61,144.11,151.11,155.31,156.02,L8
2016-04-30 14:52:25+00:00,165.64,164.04,160.69,158.53,159.65,147.36,145.56,151.29,155.15,159.30,L8
2016-08-04 14:52:50+00:00,155.41,144.16,147.08,148.04,147.44,146.79,144.22,152.24,157.26,158.49,L8
2016-10-07 14:53:06+00:00,166.77,148.70,148.59,150.40,149.97,149.79,145.55,152.84,155.56,156.39,L8
2016-10-23 14:53:09+00:00,164.58,161.17,159.26,156.77,154.38,153.26,148.26,155.72,160.74,159.31,L8
2017-04-17 14:52:14+00:00,164.98,148.28,148.23,154.18,156.27,157.38,151.54,154.36,155.03,155.20,L8
2017-05-19 14:52:17+00:00,169.08,159.78,157.56,160.09,161.84,158.75,153.82,154.85,159.23,160.54,L8
2017-06-04 14:52:26+00:00,167.59,157.19,153.24,154.05,155.24,154.00,153.21,156.76,161.29,159.81,L8
2017-07-22 14:52:42+00:00,161.07,150.84,153.10,154.34,158.96,147.65,148.09,152.20,160.13,162.87,L8
2017-08-07 14:52:49+00:00,162.34,151.43,154.05,154.10,154.55,157.03,158.15,162.33,161.30,159.41,L8
2017-08-23 14:52:54+00:00,165.77,154.38,152.71,154.36,157.60,157.51,156.04,157.17,158.70,161.32,L8
2017-09-08 14:52:55+00:00,167.25,152.71,150.30,156.34,158.44,159.76,161.74,164.48,162.76,162.91,L8
2017-10-10 14:53:05+00:00,,146.62,146.58,150.73,150.32,150.53,147.46,160.51,163.11,165.27,L8
2017-11-27 14:52:58+00:00,162.69,156.98,155.45,155.98,149.92,148.71,144.66,150.95,155.57,161.07,L8
2017-12-29 14:52:59+00:00,166.77,152.65,151.17,149.98,149.43,149.07,145.78,148.71,153.46,153.59,L8
2018-04-04 14:52:14+00:00,165.65,157.98,160.96,162.25,162.30,165.87,169.96,170.78,162.45,156.97,L8
2018-04-20 14:52:04+00:00,164.64,155.93,156.27,160.99,164.62,164.58,165.22,165.84,160.99,160.34,L8
2018-05-22 14:51:44+00:00,165.53,159.63,160.27,161.41,164.94,168.22,168.84,168.62,164.32,160.78,L8
2018-06-07 14:51:36+00:00,165.82,156.29,158.74,159.41,159.47,156.58,156.02,156.92,158.20,161.89,L8
2018-06-23 14:51:48+00:00,160.63,156.48,158.67,160.06,165.21,166.15,165.18,164.48,161.77,161.43,L8
2018-08-26 14:52:20+00:00,161.09,154.05,156.98,162.21,163.16,162.10,160.62,160.87,164.97,164.65,L8
2018-09-11 14:52:25+00:00,,145.59,145.45,152.74,154.88,159.68,162.37,163.07,158.08,159.57,L8
2018-09-27 14:52:31+00:00,164.38,155.01,157.48,159.60,160.64,162.63,162.94,163.72,161.99,162.00,L8
2018-10-29 14:52:43+00:00,169.70,153.25,156.11,156.28,152.13,151.31,146.02,149.68,156.26,163.87,L8
2019-01-17 14:52:38+00:00,164.42,154.34,156.12,156.79,157.30,156.28,155.86,156.97,161.15,159.44,L8
2019-03-22 14:52:23+00:00,163.65,154.16,156.01,156.13,156.94,156.09,158.08,161.65,159.58,160.28,L8
2019-04-07 14:52:19+00:00,166.46,160.42,159.33,158.93,158.92,157.35,158.14,163.13,159.32,159.41,L8
2019-04-23 14:52:13+00:00,172.81,162.67,160.06,160.74,162.77,162.55,157.50,157.17,154.29,154.67,L8
2019-05-09 14:52:19+00:00,164.46,152.57,150.35,152.41,154.63,156.19,153.98,153.47,153.19,153.53,L8
2019-05-25 14:52:29+00:00,158.32,150.41,156.68,167.12,167.18,161.99,157.89,151.35,153.53,153.74,L8
2019-10-16 14:53:12+00:00,167.67,160.00,156.68,157.19,154.59,154.83,152.06,156.08,159.42,163.43,L8
2020-05-27 14:52:16+00:00,155.78,144.67,144.59,144.25,146.33,146.46,149.10,154.19,152.51,154.64,L8
2020-06-28 14:52:34+00:00,161.98,159.64,157.59,158.68,158.97,157.88,157.10,156.36,156.82,157.39,L8
2020-07-30 14:52:45+00:00,161.39,160.84,160.42,157.24,157.24,158.52,157.61,159.70,161.14,158.63,L8
2020-08-15 14:52:49+00:00,163.82,159.48,159.18,158.08,158.08,157.92,158.57,160.47,159.76,159.78,L8
2020-10-18 14:53:09+00:00,,144.44,139.11,137.92,140.59,141.24,144.82,148.21,152.16,150.48,L8
2021-05-30 14:52:33+00:00,166.29,164.12,165.11,162.81,162.82,161.27,158.45,159.51,157.60,159.43,L8
2021-06-15 14:52:39+00:00,162.24,158.06,162.35,162.50,162.11,159.86,157.88,157.55,158.21,159.39,L8
2021-07-17 14:52:44+00:00,169.30,164.65,164.90,164.82,166.38,166.39,167.92,168.65,162.48,160.44,L8
2021-08-02 14:52:53+00:00,161.53,159.56,160.06,161.87,163.50,165.08,165.14,161.33,158.90,159.53,L8
2021-10-21 14:53:15+00:00,163.49,162.02,162.70,160.10,157.48,156.79,154.02,158.34,159.01,161.04,L8
2021-12-08 14:53:10+00:00,165.94,150.95,156.14,156.59,155.95,153.66,150.20,154.81,156.87,160.93,L8
2022-01-01 14:53:06+00:00,164.58,156.12,159.14,159.40,162.10,160.92,158.53,158.13,157.36,156.88,L9
2022-02-02 14:53:05+00:00,164.86,156.93,160.44,160.04,160.05,160.61,156.73,153.87,146.72,139.69,L9
2022-02-18 14:52:58+00:00,162.59,153.69,156.95,157.58,158.22,159.73,161.38,163.50,160.27,160.03,L9
2022-03-22 14:52:47+00:00,163.57,163.68,168.02,162.15,161.56,156.65,155.89,156.73,158.10,159.69,L9
2022-04-07 14:52:44+00:00,161.25,159.80,160.86,162.77,165.40,164.23,163.27,162.62,157.10,157.45,L9
2022-04-15 14:52:39+00:00,157.67,157.60,160.61,158.22,158.22,160.01,161.74,164.24,160.85,159.47,L8
2022-05-01 14:52:36+00:00,152.48,146.11,148.06,151.48,149.39,148.74,147.81,151.68,152.86,153.94,L8
2022-06-02 14:52:50+00:00,158.81,152.95,157.79,157.55,154.82,154.50,155.81,158.10,156.36,157.48,L8
2022-06-10 14:52:22+00:00,160.01,159.87,164.17,165.22,165.94,163.50,158.26,156.62,159.24,160.50,L9
2022-07-20 14:53:06+00:00,154.36,154.04,155.82,157.35,155.48,152.76,151.96,152.01,154.41,156.11,L8
2022-08-13 14:53:00+00:00,159.34,149.53,148.90,151.56,148.68,147.73,148.11,150.58,155.67,159.34,L9
2022-08-21 14:53:21+00:00,163.59,162.22,164.64,164.22,163.82,163.25,159.27,159.98,160.03,158.70,L8
2022-08-29 14:53:03+00:00,159.48,155.01,158.28,159.36,157.92,157.04,154.42,154.93,158.01,161.05,L9
2022-10-08 14:53:23+00:00,163.93,162.19,161.68,160.49,160.09,157.57,156.41,160.62,160.96,161.37,L8
2022-11-17 14:53:17+00:00,166.28,157.11,156.18,155.13,149.81,148.90,142.37,147.03,156.40,156.90,L9
2022-11-25 14:53:22+00:00,165.24,156.84,157.20,157.13,155.03,152.03,151.20,156.72,158.73,162.94,L8
2022-12-03 14:53:14+00:00,161.16,161.03,161.33,160.88,158.72,155.94,150.91,152.27,158.13,158.16,L9
2022-12-11 14:53:20+00:00,164.06,158.34,150.68,149.58,147.29,147.56,147.09,156.77,158.06,159.32,L8
2022-12-19 14:53:14+00:00,164.13,148.41,151.73,151.75,150.96,150.26,149.93,152.11,151.86,150.18,L9
2023-01-04 14:53:16+00:00,160.09,160.04,160.77,161.05,160.21,154.72,150.47,152.04,156.33,156.72,L9
2023-03-09 14:52:56+00:00,139.68,139.21,137.29,140.44,144.29,144.70,145.04,148.66,153.07,154.24,L9
2023-04-18 14:52:20+00:00,152.51,148.84,158.67,157.09,157.09,160.42,161.79,161.32,159.27,157.50,L8
2023-04-26 14:52:36+00:00,158.76,155.79,158.23,159.47,159.98,158.13,156.56,155.85,156.70,157.95,L9
2023-05-04 14:52:15+00:00,137.03,134.65,130.83,131.25,130.41,130.17,132.95,134.35,150.30,151.92,L8
2023-05-12 14:52:27+00:00,162.06,157.82,161.07,159.41,159.30,159.13,162.66,162.52,156.64,157.86,L9
2023-05-20 14:52:05+00:00,158.38,152.89,157.94,160.15,160.59,149.11,151.95,152.06,156.21,158.17,L8
2023-06-21 14:52:17+00:00,163.45,158.05,161.92,163.35,161.61,158.25,158.78,159.74,160.85,161.33,L8
2023-07-15 14:52:25+00:00,158.47,148.85,155.13,155.26,155.41,155.93,157.19,157.94,153.70,153.69,L9
2023-07-31 14:52:30+00:00,160.56,153.49,154.90,154.90,156.13,159.71,161.08,160.46,158.36,157.02,L9
2023-08-08 14:52:40+00:00,157.60,156.13,156.31,156.63,151.24,149.28,149.49,152.03,155.21,156.72,L8
2023-08-16 14:52:35+00:00,164.02,154.38,154.87,155.47,158.64,159.23,161.53,161.58,157.75,158.93,L9
2023-08-24 14:52:48+00:00,160.41,157.09,157.04,157.04,156.97,153.68,154.10,156.74,158.82,161.09,L8
2023-09-17 14:52:53+00:00,164.52,157.14,156.88,157.35,155.26,154.89,155.19,155.76,156.12,156.41,L9
2023-09-25 14:52:55+00:00,166.15,163.40,162.51,160.13,160.14,160.02,157.48,156.86,157.36,156.29,L8
2023-10-03 14:52:54+00:00,157.71,148.76,148.56,151.86,150.48,149.58,147.43,152.95,155.50,156.97,L9
2023-11-20 14:53:04+00:00,164.03,163.36,164.63,161.85,154.96,150.85,143.43,146.83,151.58,153.56,L9
2024-01-15 14:52:56+00:00,164.48,155.72,158.23,158.23,153.32,152.91,148.83,155.51,157.21,158.06,L8
2024-02-08 14:53:07+00:00,162.60,149.22,147.80,147.80,145.36,144.77,145.86,152.41,157.46,158.21,L9
2024-02-24 14:52:54+00:00,161.19,153.40,158.89,159.41,159.42,158.52,158.64,156.20,155.43,156.22,L9
2024-03-27 14:52:27+00:00,,,150.09,,,,,,,167.99,L9
2024-05-06 14:52:07+00:00,157.89,157.76,160.01,161.14,164.61,164.62,166.63,164.23,158.91,159.22,L8
2024-05-14 14:52:20+00:00,154.23,149.49,156.24,156.82,158.60,159.02,163.20,163.21,156.02,156.48,L9
2024-05-30 14:52:10+00:00,161.41,161.40,164.52,163.88,163.73,162.30,165.91,166.19,162.68,161.67,L9
2024-07-01 14:52:00+00:00,154.98,146.88,150.03,149.32,149.77,149.32,148.18,151.47,151.22,156.28,L9
2024-07-25 14:52:26+00:00,,,,,,,,150.78,151.65,161.37,L8
2024-08-02 14:52:19+00:00,161.47,159.68,159.68,159.48,159.79,160.72,164.22,163.71,157.88,156.60,L9
2024-09-19 14:52:37+00:00,,,,143.08,137.73,130.09,121.85,,,,L9
2024-10-05 14:52:44+00:00,155.86,147.50,147.37,153.67,155.42,156.45,156.24,155.51,154.59,155.39,L9
2024-10-13 14:52:50+00:00,160.98,160.49,159.98,156.95,156.68,156.30,155.60,157.25,158.75,158.11,L8
2024-10-29 14:52:47+00:00,159.18,159.09,159.05,158.41,158.78,150.55,150.51,150.54,153.80,157.75,L8
2024-11-30 14:53:00+00:00,,,,,,137.95,139.95,142.24,,,L8
2025-01-01 14:52:52+00:00,162.79,149.52,149.03,148.48,148.81,150.27,153.44,163.87,171.05,178.49,L8
2025-03-14 14:52:49+00:00,164.05,156.35,158.93,161.24,164.03,163.59,166.95,169.49,162.34,160.17,L9
2025-03-30 14:52:39+00:00,164.30,153.73,158.83,161.93,167.90,168.56,169.80,168.63,161.68,159.12,L9
2025-04-07 14:52:26+00:00,158.90,157.74,158.88,159.70,163.63,163.96,169.65,170.96,175.31,160.24,L8
2025-04-15 14:52:40+00:00,154.18,154.00,156.10,158.41,159.66,158.88,166.03,166.36,159.14,159.34,L9
2025-04-23 14:52:12+00:00,159.15,159.02,160.56,162.33,165.93,166.44,167.11,162.27,158.53,158.38,L8
2025-05-01 14:52:32+00:00,162.34,153.17,157.25,159.87,162.20,164.32,163.61,161.99,155.30,156.11,L9
2025-05-09 14:52:11+00:00,146.22,144.58,152.93,156.73,160.05,158.58,156.54,154.96,153.65,160.67,L8
2025-05-17 14:52:21+00:00,154.62,151.46,157.63,159.68,162.25,162.48,161.70,161.07,155.49,156.64,L9
2025-06-10 14:52:22+00:00,163.61,159.52,161.78,164.39,166.05,163.84,153.24,153.44,156.70,159.73,L8
2025-06-18 14:52:26+00:00,154.43,150.53,156.77,158.17,158.88,156.60,156.20,156.39,155.92,158.22,L9
2025-06-26 14:52:33+00:00,,,,160.01,160.02,161.45,161.85,162.04,154.05,153.25,L8
2025-07-12 14:52:36+00:00,166.56,154.39,157.37,165.04,169.81,166.74,164.25,169.28,166.33,165.31,L8
2025-07-20 14:52:39+00:00,160.18,151.82,156.32,156.70,157.46,161.43,163.14,165.21,163.70,159.49,L9
2025-07-28 14:52:42+00:00,159.42,151.94,156.11,156.35,158.25,160.48,166.82,167.49,155.08,154.98,L8
2025-08-05 14:52:46+00:00,182.88,181.72,177.20,177.20,179.12,172.38,170.16,159.93,157.92,161.04,L9
