dates,ber0001-0000,ber0001-0001,ber0001-0002,ber0001-0003,ber0001-0004,ber0001-0005,ber0001-0006,ber0001-0007,ber0001-0008,ber0001-0009,satname
2005-04-08 14:42:25+00:00,172.28,169.09,169.77,171.33,171.12,166.36,165.84,166.66,169.98,168.09,L7
2005-04-24 14:42:22+00:00,167.64,156.66,153.62,153.35,151.52,150.59,152.59,160.65,164.48,160.72,L7
2005-10-09 14:40:51+00:00,163.00,144.23,137.47,135.38,140.82,138.93,141.50,152.81,158.97,153.30,L5
2005-11-18 14:42:19+00:00,168.47,160.55,160.79,161.10,154.82,150.19,151.20,157.36,170.94,163.50,L7
2006-04-19 14:44:34+00:00,160.10,154.44,153.94,156.45,155.87,152.80,152.81,157.93,163.27,164.08,L5
2006-04-27 14:42:50+00:00,161.15,156.05,155.47,158.05,157.96,155.29,155.13,159.19,163.62,162.69,L7
2006-05-21 14:44:59+00:00,158.66,155.65,153.68,156.10,156.09,153.74,153.36,156.25,158.03,155.11,L5
2006-09-18 14:42:19+00:00,161.23,158.36,156.50,158.36,158.57,156.77,156.08,158.13,160.38,157.94,L7
2006-09-26 14:46:44+00:00,162.40,158.99,157.53,159.35,159.73,158.31,158.18,160.74,162.89,161.43,L5
2006-11-05 14:42:37+00:00,164.70,160.43,159.15,159.66,159.44,158.86,159.44,162.02,165.29,165.14,L7
2007-04-30 14:43:16+00:00,163.01,157.78,157.70,158.47,157.83,157.14,157.93,160.80,166.47,166.83,L7
2007-05-24 14:47:12+00:00,165.45,162.64,161.02,160.94,161.26,159.59,160.30,161.60,163.31,162.22,L5
2007-06-25 14:46:40+00:00,167.24,165.02,162.27,161.65,162.57,159.47,159.46,160.49,162.26,160.90,L5
2007-11-08 14:42:52+00:00,167.95,164.54,161.69,160.66,161.37,158.16,157.11,158.77,162.73,162.35,L7
2007-12-10 14:43:06+00:00,170.03,165.33,163.43,162.52,163.01,159.96,157.14,158.84,165.21,166.07,L7
2008-06-03 14:42:39+00:00,174.01,169.36,166.47,164.15,163.59,161.13,157.69,159.40,165.89,166.35,L7
2008-10-09 14:41:23+00:00,175.87,172.73,169.63,165.66,165.16,162.10,157.08,158.11,164.59,164.23,L7
2009-04-19 14:43:10+00:00,176.63,167.78,167.12,160.96,156.68,154.52,152.13,154.22,154.48,152.07,L7
2009-05-21 14:43:15+00:00,177.72,167.73,167.10,162.72,159.75,156.91,154.06,155.04,158.83,157.70,L7
2009-08-09 14:42:59+00:00,175.33,163.67,162.12,158.59,157.17,155.67,152.83,155.96,159.06,158.39,L7
2009-08-25 14:42:59+00:00,172.63,163.18,160.24,158.36,157.39,156.14,152.27,156.45,159.58,159.43,L7
2009-10-12 14:42:54+00:00,172.22,164.33,162.06,160.91,160.27,158.06,154.58,158.17,162.01,162.02,L7
2010-03-21 14:44:58+00:00,166.71,165.60,165.99,166.96,167.88,166.52,166.71,168.31,170.42,167.90,L7
2010-04-06 14:45:01+00:00,165.79,163.54,163.02,163.58,165.09,164.96,165.90,166.99,167.62,164.45,L7
2010-06-25 14:44:59+00:00,165.52,161.11,160.53,160.82,162.78,164.67,165.55,166.13,164.26,159.81,L7
2010-11-16 14:45:33+00:00,171.68,164.37,163.94,165.69,167.13,165.04,160.93,160.66,162.47,160.03,L7
2010-12-18 14:45:51+00:00,169.38,163.46,163.43,165.34,166.78,164.74,160.87,160.79,161.95,159.03,L7
2011-01-19 14:46:08+00:00,166.82,161.39,161.28,164.26,165.49,164.17,160.99,161.36,163.64,161.23,L7
2011-03-24 14:46:23+00:00,166.03,160.65,160.01,162.33,164.04,162.58,160.24,160.83,161.66,159.72,L7
2011-04-25 14:46:25+00:00,167.17,161.75,161.01,163.02,164.39,162.99,161.18,162.07,162.38,160.75,L7
2011-11-03 14:46:12+00:00,164.60,153.45,151.09,156.65,156.65,150.16,148.62,149.53,149.97,149.84,L7
2012-01-06 14:46:50+00:00,163.05,156.62,155.84,158.92,159.15,154.77,151.59,152.88,156.93,157.43,L7
2012-02-07 14:46:55+00:00,165.36,160.45,159.94,161.99,162.14,158.08,154.78,157.06,161.40,161.87,L7
2012-08-01 14:47:45+00:00,172.17,164.32,164.24,164.07,163.18,160.29,155.94,159.50,163.25,163.25,L7
2012-10-20 14:48:36+00:00,173.92,163.01,163.72,164.81,164.27,159.52,155.81,161.29,162.92,159.57,L7
2012-11-05 14:48:39+00:00,174.12,164.69,165.43,165.66,165.05,160.80,157.77,162.29,165.34,163.22,L7
2013-01-24 14:49:00+00:00,173.15,163.94,164.36,164.68,164.43,160.52,156.96,160.72,163.56,161.76,L7
2013-02-09 14:49:01+00:00,172.94,164.54,165.25,165.98,166.42,162.70,159.16,162.82,166.75,165.05,L7
2013-03-29 14:48:51+00:00,170.65,161.99,162.55,164.32,164.69,161.20,158.56,162.31,165.53,163.97,L7
2013-05-16 14:48:41+00:00,171.82,161.33,161.14,163.38,164.28,162.28,159.56,161.64,163.70,162.95,L7
2013-06-01 14:48:33+00:00,171.18,161.50,161.20,163.16,164.08,162.38,159.21,160.96,163.09,162.16,L7
2013-06-09 14:54:50+00:00,170.00,160.47,160.70,163.63,164.53,162.68,158.04,159.47,161.92,161.43,L8
2013-06-17 14:48:28+00:00,170.38,160.78,161.09,163.77,164.66,162.79,158.16,159.43,161.95,161.16,L7
2013-07-03 14:48:18+00:00,170.14,161.18,161.44,163.57,164.66,162.79,158.16,159.43,161.95,161.16,L7
2013-07-11 14:54:48+00:00,170.63,161.62,162.00,163.89,164.75,162.33,158.38,160.00,162.00,161.29,L8
2013-09-13 14:54:48+00:00,171.46,163.01,163.33,165.30,166.04,161.95,157.95,159.51,161.17,161.16,L8
2013-10-31 14:54:32+00:00,173.18,165.02,165.27,167.15,168.58,163.46,158.44,159.49,161.92,161.63,L8
2013-11-08 14:48:58+00:00,173.00,165.06,165.34,167.10,168.31,162.92,158.46,159.96,162.97,162.89,L7
2014-01-03 14:54:11+00:00,175.28,165.42,165.36,167.36,167.25,159.28,156.31,160.31,163.87,165.35,L8
2014-02-04 14:53:50+00:00,168.68,161.30,160.93,163.55,163.10,156.44,152.89,156.62,161.49,162.94,L8
2014-03-08 14:53:22+00:00,168.68,160.18,159.93,162.53,160.82,155.27,151.53,155.61,160.66,161.97,L8
2014-04-09 14:52:55+00:00,166.82,160.12,159.87,160.65,158.36,152.76,149.49,153.03,158.83,159.36,L8
2014-05-27 14:52:21+00:00,164.25,156.79,158.12,157.24,153.93,150.14,145.28,148.67,153.93,155.07,L8
2014-06-12 14:52:30+00:00,166.65,156.69,158.18,158.01,154.81,150.73,146.42,149.68,154.28,154.98,L8
2014-06-28 14:52:33+00:00,166.65,157.38,158.67,158.56,154.55,150.96,147.44,150.73,155.04,155.61,L8
2014-07-14 14:52:41+00:00,169.30,159.84,161.30,160.96,157.09,150.63,147.17,149.61,154.66,154.50,L8
2014-07-30 14:52:46+00:00,169.07,159.92,161.26,161.54,157.91,150.25,146.74,149.62,154.50,154.48,L8
2014-08-15 14:52:52+00:00,170.82,160.34,161.95,162.52,158.46,150.65,147.30,150.59,155.31,155.93,L8
2014-09-16 14:52:57+00:00,170.82,158.94,160.68,162.16,158.85,150.95,148.27,151.25,155.86,156.42,L8
2014-10-02 14:52:59+00:00,170.66,158.48,160.41,162.10,159.15,151.99,149.25,152.25,156.54,156.83,L8
2014-10-18 14:53:03+00:00,169.03,156.74,159.09,161.98,159.43,153.22,150.59,153.98,157.72,158.10,L8
2014-11-03 14:53:01+00:00,168.27,156.77,159.18,162.07,159.90,154.02,151.10,154.23,157.83,158.08,L8
2014-12-05 14:52:58+00:00,167.70,156.80,157.55,160.50,158.23,152.44,150.51,154.17,157.78,158.23,L8
2014-12-21 14:52:56+00:00,166.68,158.72,158.56,160.89,158.82,153.16,149.90,154.17,158.22,159.29,L8
2015-01-22 14:52:46+00:00,164.03,155.95,155.90,158.34,157.07,153.41,149.88,155.03,158.80,160.05,L8
2015-03-27 14:52:18+00:00,168.83,160.73,159.29,159.47,159.30,156.19,151.69,156.82,159.69,160.47,L8
2015-06-15 14:52:06+00:00,179.71,162.47,161.05,162.77,163.23,159.26,151.68,157.42,159.65,160.77,L8
2015-07-01 14:52:12+00:00,179.71,158.27,158.22,163.27,164.17,159.70,153.46,156.88,158.56,158.65,L8
2015-07-17 14:52:22+00:00,179.71,155.74,155.46,160.50,161.17,157.93,152.66,155.91,158.15,158.40,L8
2015-08-02 14:52:26+00:00,182.62,156.56,156.59,162.67,163.48,159.37,152.73,154.30,156.36,156.75,L8
2015-11-06 14:52:55+00:00,179.85,155.43,155.06,160.44,161.22,158.50,152.28,152.90,156.73,156.92,L8
2016-01-09 14:52:53+00:00,180.91,154.54,152.46,152.86,151.89,152.05,149.39,152.93,157.76,158.00,L8
2016-04-30 14:52:25+00:00,169.51,160.68,157.87,155.90,155.38,150.88,148.10,152.68,157.30,158.64,L8
2016-08-04 14:52:50+00:00,160.53,154.10,153.88,153.29,153.55,147.08,144.89,151.76,156.20,158.89,L8
2016-10-07 14:53:06+00:00,162.61,152.30,152.12,152.32,152.35,147.98,145.11,152.12,155.99,158.06,L8
2016-10-23 14:53:09+00:00,163.10,154.52,153.90,153.43,152.86,149.30,145.90,153.02,157.18,158.37,L8
2017-04-17 14:52:14+00:00,164.78,154.73,153.74,155.47,155.33,155.32,149.90,155.04,157.88,157.26,L8
2017-05-19 14:52:17+00:00,167.03,154.03,152.90,157.13,159.06,158.07,152.68,154.61,157.13,157.87,L8
2017-06-04 14:52:26+00:00,167.22,155.08,153.01,156.10,157.78,156.71,152.86,155.32,158.52,158.52,L8
2017-07-22 14:52:42+00:00,165.68,154.02,153.03,155.66,158.08,154.45,151.66,154.54,158.92,159.61,L8
2017-08-07 14:52:49+00:00,165.01,153.51,153.24,155.35,157.37,154.96,152.96,156.10,159.40,159.57,L8
2017-08-23 14:52:54+00:00,165.14,153.65,153.15,155.18,157.41,155.39,153.47,156.28,159.28,159.86,L8
2017-09-08 14:52:55+00:00,165.44,153.52,152.74,155.35,157.56,156.01,154.65,157.45,159.78,160.30,L8
2017-10-10 14:53:05+00:00,165.44,152.66,151.97,154.77,156.65,155.33,153.76,157.83,160.20,160.92,L8
2017-11-27 14:52:58+00:00,164.45,152.88,152.20,154.27,155.00,153.60,152.76,157.77,160.41,161.81,L8
2017-12-29 14:52:59+00:00,164.32,152.23,151.91,153.69,154.17,152.89,151.70,156.62,159.29,160.92,L8
2018-04-04 14:52:14+00:00,165.03,153.56,153.54,154.73,152.99,153.54,151.97,157.74,158.65,159.22,L8
2018-04-20 14:52:04+00:00,164.94,155.89,155.96,157.30,156.57,157.06,156.41,159.07,158.12,157.99,L8
2018-05-22 14:51:44+00:00,165.05,156.64,156.82,158.12,158.24,159.29,158.89,160.98,159.36,158.55,L8
2018-06-07 14:51:36+00:00,165.68,156.50,157.48,158.81,160.15,160.87,161.16,162.17,159.88,158.71,L8
2018-06-23 14:51:48+00:00,164.84,156.49,157.68,159.02,160.99,161.75,161.83,162.56,160.20,159.17,L8
2018-08-26 14:52:20+00:00,163.89,156.73,158.65,161.05,163.28,163.92,164.31,164.59,162.12,161.01,L8
2018-09-11 14:52:25+00:00,163.89,155.14,156.76,159.87,162.08,163.31,164.03,164.37,161.54,160.80,L8
2018-09-27 14:52:31+00:00,163.96,155.12,156.85,159.83,161.90,163.23,163.89,164.29,161.60,160.95,L8
2018-10-29 14:52:43+00:00,164.52,154.33,156.24,158.81,160.06,160.96,160.28,161.05,160.80,162.03,L8
2019-01-17 14:52:38+00:00,164.90,152.45,154.43,157.52,157.62,158.40,157.56,158.86,160.49,161.90,L8
2019-03-22 14:52:23+00:00,165.54,154.19,156.43,157.20,156.75,156.58,155.73,158.01,159.75,161.40,L8
2019-04-07 14:52:19+00:00,166.06,155.54,156.89,157.03,156.32,155.26,154.53,157.86,159.08,160.75,L8
2019-04-23 14:52:13+00:00,167.41,156.97,157.53,157.77,157.61,156.72,155.12,157.72,158.12,159.53,L8
2019-05-09 14:52:19+00:00,166.36,156.83,156.37,157.00,158.11,157.69,156.71,158.48,157.51,157.47,L8
2019-05-25 14:52:29+00:00,165.02,155.76,156.42,158.69,159.62,158.41,156.91,157.29,156.84,156.84,L8
2019-10-16 14:53:12+00:00,165.81,156.42,155.94,159.36,159.79,158.89,155.36,154.52,155.11,156.34,L8
2020-05-27 14:52:16+00:00,155.78,144.67,144.59,144.25,146.33,146.46,149.10,154.19,152.51,154.64,L8
2020-06-28 14:52:34+00:00,158.88,152.16,151.09,151.46,152.65,152.17,153.10,155.27,154.67,156.01,L8
2020-07-30 14:52:45+00:00,159.72,155.05,154.20,153.39,154.18,154.29,154.60,156.75,156.82,156.89,L8
2020-08-15 14:52:49+00:00,160.74,156.16,155.45,154.56,155.15,155.19,155.59,157.68,157.56,157.61,L8
2020-10-18 14:53:09+00:00,160.74,153.82,152.18,151.23,152.24,152.40,153.44,155.79,156.48,156.18,L8
2021-05-30 14:52:33+00:00,166.29,164.12,165.11,162.81,162.82,161.27,158.45,159.51,157.60,159.43,L8
2021-06-15 14:52:39+00:00,164.26,161.09,163.73,162.66,162.47,160.56,158.17,158.53,157.90,159.41,L8
2021-07-17 14:52:44+00:00,165.94,162.28,164.12,163.38,163.77,162.51,161.42,161.90,159.43,159.76,L8
2021-08-02 14:52:53+00:00,164.84,161.60,163.10,163.00,163.70,163.15,162.35,161.76,159.30,159.70,L8
2021-10-21 14:53:15+00:00,164.57,161.68,163.02,162.42,162.46,161.88,160.68,161.07,159.24,159.97,L8
2021-12-08 14:53:10+00:00,164.50,159.05,161.23,161.18,161.08,160.36,159.03,160.13,159.09,160.27,L8
2022-01-01 14:53:06+00:00,164.97,158.66,160.59,160.56,161.08,160.57,159.16,160.25,158.92,159.77,L9
2022-02-02 14:53:05+00:00,164.72,156.51,159.61,159.04,158.89,158.00,154.87,156.29,154.99,154.63,L9
2022-02-18 14:52:58+00:00,164.29,155.94,159.08,158.74,158.76,158.34,156.17,157.73,156.05,155.71,L9
2022-03-22 14:52:47+00:00,164.17,157.23,160.57,159.31,159.23,158.06,156.12,157.56,156.39,156.38,L9
2022-04-07 14:52:44+00:00,163.75,157.60,160.61,159.81,160.11,158.94,157.15,158.28,156.49,156.53,L9
2022-04-15 14:52:39+00:00,162.99,157.60,160.61,159.61,159.87,159.08,157.72,159.03,157.04,156.90,L8
2022-05-01 14:52:36+00:00,161.62,155.61,158.78,158.53,158.86,158.07,156.94,158.20,156.27,156.01,L8
2022-06-02 14:52:50+00:00,161.31,155.32,158.67,158.42,158.41,157.67,156.82,158.19,156.28,156.17,L8
2022-06-10 14:52:22+00:00,160.65,156.31,159.56,159.38,159.52,158.77,157.71,158.39,156.54,156.13,L9
2022-07-20 14:53:06+00:00,159.51,156.08,159.19,159.15,158.79,157.86,156.98,157.71,156.21,156.04,L8
2022-08-13 14:53:00+00:00,158.90,155.25,157.91,158.21,157.52,156.43,156.03,157.34,157.21,158.22,L9
2022-08-21 14:53:21+00:00,159.01,156.20,158.76,158.95,158.15,156.82,155.79,156.95,157.18,158.07,L8
2022-08-29 14:53:03+00:00,159.06,156.08,158.72,158.99,158.12,156.84,155.65,156.75,157.26,158.37,L9
2022-10-08 14:53:23+00:00,158.85,155.50,157.77,158.38,157.15,156.12,154.87,156.53,157.60,158.66,L8
2022-11-17 14:53:17+00:00,160.72,156.61,158.43,158.86,157.07,155.66,153.33,154.99,157.63,158.93,L9
2022-11-25 14:53:22+00:00,161.23,156.64,158.30,158.67,156.84,155.25,153.09,155.18,157.76,159.38,L8
2022-12-03 14:53:14+00:00,161.49,157.54,158.69,159.04,157.28,155.41,152.55,154.53,157.95,159.45,L9
2022-12-11 14:53:20+00:00,161.94,157.37,157.19,157.30,155.20,153.64,151.31,154.55,157.82,159.32,L8
2022-12-19 14:53:14+00:00,162.16,156.47,156.64,156.74,154.78,153.30,151.17,154.30,157.23,158.41,L9
2023-01-04 14:53:16+00:00,161.97,156.80,157.02,157.14,155.27,153.43,151.10,154.10,157.15,158.25,L9
2023-03-09 14:52:56+00:00,160.57,155.40,154.61,154.56,153.30,151.46,149.18,153.28,156.69,157.48,L9
2023-04-18 14:52:20+00:00,159.14,153.73,154.23,154.13,152.93,151.82,149.85,153.37,156.48,157.00,L8
2023-04-26 14:52:36+00:00,159.10,153.96,154.67,154.72,153.71,152.52,150.60,153.64,156.51,157.10,L9
2023-05-04 14:52:15+00:00,156.89,152.03,152.29,152.38,151.38,150.28,148.83,151.71,155.89,156.58,L8
2023-05-12 14:52:27+00:00,157.36,152.55,153.09,153.02,152.10,151.09,150.09,152.70,155.95,156.70,L9
2023-05-20 14:52:05+00:00,156.65,152.17,153.25,153.47,153.08,151.11,150.96,153.15,155.94,156.81,L8
2023-06-21 14:52:17+00:00,154.00,150.91,153.34,154.03,154.19,151.83,152.52,153.32,156.17,156.96,L8
2023-07-15 14:52:25+00:00,153.79,149.51,152.63,153.30,153.59,151.98,153.37,154.06,155.84,156.58,L9
2023-07-31 14:52:30+00:00,154.54,149.96,152.89,153.48,153.87,152.84,154.22,154.77,156.12,156.63,L9
2023-08-08 14:52:40+00:00,154.85,150.57,153.23,153.80,153.61,152.48,153.75,154.49,156.03,156.64,L8
2023-08-16 14:52:35+00:00,155.68,150.92,153.38,153.95,154.06,153.10,154.46,155.14,156.19,156.85,L9
2023-08-24 14:52:48+00:00,156.08,151.43,153.68,154.21,154.31,153.15,154.43,155.27,156.41,157.20,L8
2023-09-17 14:52:53+00:00,158.15,152.93,155.32,155.61,155.22,154.00,155.27,155.86,156.66,157.38,L9
2023-09-25 14:52:55+00:00,158.76,153.73,155.87,155.96,155.60,154.46,155.44,155.94,156.71,157.30,L8
2023-10-03 14:52:54+00:00,158.69,153.38,155.35,155.67,155.23,154.11,154.87,155.73,156.63,157.28,L9
2023-11-20 14:53:04+00:00,161.69,156.06,157.27,157.38,156.08,155.14,154.57,156.09,156.52,157.20,L9
2024-01-15 14:52:56+00:00,162.16,156.61,157.10,157.05,155.24,154.46,153.17,155.41,156.43,157.23,L8
2024-02-08 14:53:07+00:00,162.99,156.13,156.32,156.22,154.39,153.24,151.73,154.83,156.48,157.44,L9
2024-02-24 14:52:54+00:00,162.95,155.86,156.79,156.66,154.13,153.08,150.98,153.79,155.81,156.53,L9
2024-03-27 14:52:27+00:00,162.00,154.09,154.70,155.83,152.71,151.32,148.84,152.78,155.44,158.50,L9
2024-05-06 14:52:07+00:00,162.04,155.89,156.61,157.69,155.54,154.33,152.68,155.04,156.12,158.88,L8
2024-05-14 14:52:20+00:00,160.74,154.83,156.56,157.54,156.05,155.11,154.43,156.40,156.10,158.53,L9
2024-05-30 14:52:10+00:00,160.30,154.50,156.54,157.88,157.51,157.02,158.18,159.63,157.95,159.69,L9
2024-07-01 14:52:00+00:00,159.54,153.41,155.73,156.66,156.40,155.92,156.75,158.46,156.99,159.27,L9
2024-07-25 14:52:26+00:00,158.72,153.03,155.37,156.40,156.91,156.42,158.07,157.79,156.20,159.68,L8
2024-08-02 14:52:19+00:00,159.11,153.98,155.91,156.84,157.32,157.04,158.95,158.53,156.41,159.34,L9
2024-09-19 14:52:37+00:00,158.00,155.04,156.76,155.62,155.70,154.34,155.00,159.93,156.39,159.94,L9
2024-10-05 14:52:44+00:00,157.64,153.79,156.31,155.34,155.66,154.64,155.18,159.30,156.13,158.14,L9
2024-10-13 14:52:50+00:00,158.12,154.74,156.83,155.54,155.79,154.85,155.23,159.04,156.46,158.14,L8
2024-10-29 14:52:47+00:00,158.25,155.29,157.11,155.86,156.12,154.37,154.70,158.10,156.17,158.10,L8
2024-11-30 14:53:00+00:00,158.50,154.73,155.22,153.48,153.03,148.77,148.08,153.07,154.65,157.58,L8
2025-01-01 14:52:52+00:00,160.06,155.26,155.02,153.34,152.87,148.90,148.83,154.84,157.95,161.28,L8
2025-03-14 14:52:49+00:00,160.57,154.59,154.87,153.64,153.58,149.31,149.22,156.49,160.11,161.98,L9
2025-03-30 14:52:39+00:00,161.19,154.45,155.53,156.78,158.60,154.81,156.07,158.22,160.37,161.51,L9
2025-04-07 14:52:26+00:00,161.70,156.15,157.45,157.78,159.97,155.88,157.98,160.43,163.82,162.31,L8
2025-04-15 14:52:40+00:00,160.57,155.07,156.80,158.03,160.47,156.25,159.47,161.73,163.89,162.52,L9
2025-04-23 14:52:12+00:00,160.36,155.64,157.34,158.64,161.25,157.52,160.43,161.80,163.12,161.93,L8
2025-05-01 14:52:32+00:00,160.82,154.79,157.08,158.85,161.74,159.25,162.07,163.23,163.34,161.69,L9
2025-05-09 14:52:11+00:00,158.99,153.51,156.57,158.59,161.53,159.17,161.45,162.31,162.13,161.57,L8
2025-05-17 14:52:21+00:00,158.51,153.29,156.68,158.71,161.61,159.50,161.48,162.18,161.39,161.02,L9
2025-06-10 14:52:22+00:00,159.02,153.91,157.19,159.28,162.05,162.09,162.81,163.30,160.92,160.89,L8
2025-06-18 14:52:26+00:00,158.60,153.60,157.15,159.17,161.76,161.59,162.21,162.68,160.47,160.65,L9
2025-06-26 14:52:33+00:00,158.60,153.60,157.15,159.24,161.62,161.58,162.18,162.62,159.93,160.03,L8
2025-07-12 14:52:36+00:00,158.94,154.04,157.91,160.62,163.37,162.95,163.08,163.07,159.54,158.93,L8
2025-07-20 14:52:39+00:00,159.04,153.86,157.78,160.32,162.91,162.84,163.08,163.24,159.86,158.98,L9
2025-07-28 14:52:42+00:00,159.07,153.71,157.65,160.04,162.58,162.67,163.35,163.54,159.52,158.69,L8
2025-08-05 14:52:46+00:00,160.77,155.71,159.05,161.18,163.68,163.32,163.80,163.30,159.41,158.85,L9
