dates,nzd0181-0000,nzd0181-0001,nzd0181-0002,nzd0181-0003,nzd0181-0004,nzd0181-0005,nzd0181-0006,nzd0181-0007,nzd0181-0008,nzd0181-0009,nzd0181-0010,nzd0181-0011,nzd0181-0012,nzd0181-0013,nzd0181-0014,nzd0181-0015,nzd0181-0016,nzd0181-0017,nzd0181-0018,nzd0181-0019,nzd0181-0020,nzd0181-0021,nzd0181-0022,nzd0181-0023,satname
2001-05-20 21:55:29+00:00,335.51,344.84,344.77,354.95,359.40,350.26,353.46,358.90,360.24,363.81,365.22,365.80,368.33,360.93,368.09,362.65,360.35,357.91,353.16,347.10,358.37,359.40,369.56,359.87,L7
2001-06-05 21:55:40+00:00,327.95,356.30,353.19,355.51,361.39,350.58,353.05,360.33,362.75,366.26,369.18,367.98,369.94,363.27,371.00,366.07,362.21,360.49,356.67,347.10,358.35,360.22,369.21,363.84,L7
2001-06-21 21:55:29+00:00,315.52,358.34,356.07,357.13,362.78,352.54,353.30,361.55,365.89,369.07,372.43,371.42,372.57,367.41,373.09,369.87,365.50,364.29,361.10,346.92,360.78,363.88,369.21,363.82,L7
2001-09-09 21:54:36+00:00,315.61,361.08,361.22,361.14,365.58,355.59,351.20,360.47,365.99,372.08,377.49,374.68,369.57,368.60,371.46,368.93,365.14,367.46,362.29,355.69,359.75,364.05,370.34,370.83,L7
2001-09-25 21:54:04+00:00,324.65,361.08,361.22,361.14,365.58,355.59,351.20,360.47,365.99,372.08,377.49,374.68,369.57,368.60,370.55,368.78,365.26,368.64,362.59,357.70,360.12,364.29,374.12,373.52,L7
2001-10-11 21:53:46+00:00,329.52,361.06,360.67,361.81,365.77,356.38,352.49,359.62,365.41,371.23,377.68,375.94,369.55,366.79,369.24,368.82,365.46,369.57,362.58,356.34,359.17,363.66,372.61,374.02,L7
2002-02-16 21:54:54+00:00,339.08,349.31,353.37,355.49,352.91,349.00,342.89,347.95,354.84,363.24,370.26,368.11,361.48,357.79,361.28,360.81,359.37,363.89,354.91,351.75,356.14,360.04,371.94,377.50,L7
2002-04-05 21:54:49+00:00,337.77,350.49,352.99,354.67,352.04,349.83,349.00,355.59,359.49,365.87,366.53,367.57,364.31,356.44,362.81,362.25,359.14,365.60,358.47,351.34,354.99,361.99,368.37,370.15,L7
2002-08-27 21:53:36+00:00,352.17,361.34,364.59,366.38,365.03,365.25,368.25,372.94,374.14,377.92,382.79,384.38,387.77,381.10,389.80,378.04,380.24,375.91,378.09,370.56,371.46,378.73,383.08,380.94,L7
2002-10-14 21:53:43+00:00,357.90,368.40,368.49,372.33,376.25,374.07,376.70,375.58,378.84,379.12,380.86,381.87,381.08,377.75,386.00,379.67,377.33,376.97,382.44,378.30,376.06,379.95,385.99,384.94,L7
2002-11-15 21:54:00+00:00,344.66,363.81,364.61,368.61,372.09,371.28,373.41,373.00,374.50,374.20,375.89,376.34,374.86,371.72,379.64,375.24,371.64,371.91,377.84,373.93,369.93,375.16,380.48,376.64,L7
2003-01-02 21:54:22+00:00,347.45,364.49,364.45,368.55,372.42,370.62,373.76,372.76,374.63,374.83,376.89,377.07,375.08,371.68,379.94,374.70,371.00,370.98,375.44,373.49,367.85,373.72,379.28,377.03,L7
2003-01-18 21:54:30+00:00,350.71,365.36,365.85,368.90,371.74,369.33,373.59,371.84,373.26,373.87,377.42,377.20,374.17,371.90,380.59,374.05,371.43,371.42,374.76,373.13,368.47,374.81,379.24,377.03,L7
2003-03-23 21:54:16+00:00,347.35,361.47,359.70,365.28,368.94,366.27,368.40,369.31,370.67,371.49,375.18,374.90,371.63,368.18,376.51,371.71,367.01,367.20,368.90,367.29,364.21,370.65,373.56,372.15,L7
2003-05-10 21:54:46+00:00,346.34,359.36,358.00,362.24,364.80,364.15,365.14,367.36,369.36,370.21,373.47,374.51,371.53,367.51,375.90,370.12,365.15,365.11,364.96,363.44,362.42,368.47,372.52,371.70,L7
2003-07-21 21:42:09+00:00,342.59,361.68,356.77,361.28,363.12,364.31,359.33,367.88,370.81,370.90,372.67,377.33,378.59,372.45,378.19,371.83,364.43,365.07,358.91,356.06,360.87,365.40,369.74,371.81,L5
2003-08-06 21:42:27+00:00,346.32,366.78,362.56,365.89,367.58,364.54,361.40,368.31,370.77,369.80,372.88,378.00,378.65,374.40,377.27,371.38,362.02,364.34,358.98,358.46,360.06,365.36,368.35,372.32,L5
2003-08-15 21:36:48+00:00,346.32,366.78,362.56,365.89,367.58,364.54,361.40,369.13,371.26,371.58,374.30,378.00,378.65,371.95,377.27,371.38,362.02,364.34,358.98,358.46,360.06,365.36,368.35,372.32,L5
2003-08-30 21:54:22+00:00,342.07,365.71,362.65,364.74,366.69,361.62,359.48,367.77,371.26,371.58,374.30,374.67,376.41,368.57,371.01,366.95,359.52,361.28,357.47,356.83,359.29,363.22,362.99,369.49,L7
2003-10-17 21:54:15+00:00,345.05,372.25,369.57,370.27,369.80,364.16,361.70,369.08,372.36,373.06,374.04,375.00,376.52,370.58,372.58,366.35,360.54,363.16,359.61,359.49,358.67,362.92,362.55,369.33,L7
2003-10-25 21:44:04+00:00,347.64,374.23,372.33,372.75,371.66,365.36,361.01,368.11,372.48,372.34,372.39,372.08,374.62,371.13,372.44,365.09,361.15,363.62,360.33,359.65,356.48,361.17,362.10,370.59,L5
2003-11-02 21:54:26+00:00,348.04,372.58,370.55,372.75,371.66,365.36,359.98,366.56,370.81,371.22,370.49,369.73,371.49,369.14,370.12,362.11,358.07,362.46,360.33,359.65,356.48,361.17,361.11,368.27,L7
2003-11-18 21:54:15+00:00,348.46,373.89,371.61,372.62,368.96,360.30,353.31,363.21,370.71,371.01,370.51,365.34,368.36,367.38,366.41,358.17,355.18,361.25,359.09,357.59,354.41,359.13,358.63,366.81,L7
2003-12-04 21:54:43+00:00,349.06,373.11,371.79,372.49,369.71,360.30,353.31,363.21,372.32,371.96,370.18,364.64,367.61,367.26,366.39,358.31,355.80,361.81,359.98,357.95,354.41,359.13,358.63,366.81,L7
2004-01-05 21:54:57+00:00,348.87,370.61,369.58,372.49,369.71,360.30,351.45,361.96,371.03,370.65,367.87,363.23,366.20,366.35,364.89,356.91,354.72,360.58,359.98,357.95,354.41,357.93,359.23,366.89,L7
2004-01-21 21:55:02+00:00,350.76,369.66,369.21,372.49,369.40,358.22,348.89,360.11,370.49,370.35,366.70,361.76,364.57,364.41,362.25,354.54,353.57,359.68,359.28,354.93,351.51,356.71,358.38,366.16,L7
2004-02-06 21:54:44+00:00,349.79,367.88,367.68,371.05,367.09,356.46,345.15,358.53,370.46,371.00,365.56,359.48,365.32,365.38,362.90,353.18,353.42,359.37,359.35,353.22,352.25,357.74,360.77,367.23,L7
2004-02-14 21:44:33+00:00,351.62,369.00,368.07,371.90,368.72,357.58,348.60,358.69,373.62,373.68,367.71,363.12,368.35,369.02,366.19,355.32,355.60,361.06,361.37,354.22,353.58,359.46,362.71,368.89,L5
2004-03-17 21:44:44+00:00,355.75,370.50,369.88,375.81,371.75,362.82,351.39,360.75,374.28,373.55,367.98,363.89,367.93,370.26,368.17,356.23,357.32,363.32,363.21,355.52,353.50,361.53,366.86,371.38,L5
2004-03-25 21:55:18+00:00,355.75,370.50,370.24,376.87,372.57,363.32,352.68,361.84,374.25,373.89,368.30,364.62,368.87,370.26,368.17,356.23,358.02,363.59,363.67,357.13,357.09,363.40,368.57,373.72,L7
2004-04-02 21:45:18+00:00,356.43,371.97,371.62,377.16,373.97,365.77,354.75,363.42,375.14,375.41,370.98,363.70,368.87,366.84,365.48,353.84,358.02,363.59,363.67,357.13,357.09,363.40,368.57,373.72,L5
2004-04-10 21:54:50+00:00,356.66,372.47,371.50,376.16,373.62,365.10,355.69,363.42,375.14,375.41,371.40,364.85,369.65,367.61,366.92,355.43,359.36,364.58,364.49,357.77,358.36,364.53,369.91,373.72,L7
2004-04-18 21:45:25+00:00,356.04,371.49,371.07,375.51,374.05,365.43,356.80,364.17,375.70,375.88,371.51,364.32,369.39,366.81,365.71,354.50,358.02,364.13,363.79,356.55,357.49,364.85,370.43,373.79,L5
2004-05-12 21:55:13+00:00,356.59,371.99,371.15,375.11,373.19,364.58,356.86,366.28,377.51,379.56,374.13,366.94,372.04,367.89,366.84,356.29,360.11,365.30,363.96,356.12,358.71,366.04,373.15,377.17,L7
2004-05-20 21:46:20+00:00,356.17,372.35,372.06,376.87,377.47,369.27,362.13,368.98,376.78,378.75,373.81,369.27,374.38,368.93,368.86,358.44,362.27,365.83,364.88,358.12,360.99,367.80,375.34,377.24,L5
2004-05-28 21:55:11+00:00,355.70,373.10,371.77,376.68,378.11,370.38,362.14,368.24,375.55,378.75,373.81,369.15,373.98,369.30,368.62,358.45,361.33,365.12,364.61,358.12,359.90,366.64,373.76,375.36,L7
2004-06-21 21:47:40+00:00,355.96,373.70,371.64,377.23,378.60,370.38,362.14,368.24,375.02,378.89,374.44,370.88,375.95,371.15,371.19,359.85,362.29,365.05,364.53,357.87,359.90,366.64,373.76,375.36,L5
2004-07-23 21:48:33+00:00,356.45,377.00,375.26,378.62,378.98,371.01,365.83,371.43,376.67,381.16,377.19,373.66,378.41,372.44,373.41,363.06,365.73,367.87,367.17,362.25,363.60,369.67,377.02,378.05,L5
2004-08-16 21:54:26+00:00,355.48,377.01,375.83,378.86,378.87,371.73,365.83,371.19,374.93,378.18,374.01,371.50,375.30,368.22,370.68,363.33,365.29,366.63,366.61,363.01,363.14,369.40,376.57,377.22,L7
2004-09-02 21:43:21+00:00,355.48,377.01,375.83,378.86,378.87,371.73,365.83,371.19,377.86,379.75,375.13,372.87,375.30,371.03,373.31,363.33,365.29,366.63,366.61,363.01,363.14,369.40,376.57,377.22,L5
2004-09-25 21:49:43+00:00,356.18,378.76,377.35,378.20,381.01,372.14,366.22,371.24,377.26,379.99,376.82,373.33,375.74,372.31,375.24,364.16,365.85,366.75,366.64,362.00,359.91,366.17,373.13,373.06,L5
2004-11-04 21:54:55+00:00,355.25,378.03,377.92,380.27,382.71,370.63,363.89,368.87,374.24,377.30,373.85,374.30,374.13,376.15,378.69,368.68,367.01,366.30,366.91,364.46,358.39,362.56,368.01,371.53,L7
2005-01-08 21:45:52+00:00,360.14,378.50,381.50,383.91,384.99,369.63,364.83,370.65,376.85,376.42,374.13,374.11,370.56,371.57,380.12,370.62,370.07,369.67,370.79,364.51,357.79,362.39,367.33,372.27,L5
2005-01-15 21:52:09+00:00,362.18,379.59,381.51,384.22,388.55,372.35,369.51,375.62,380.41,380.55,376.54,375.58,373.39,373.62,381.59,372.63,371.77,372.64,377.04,368.05,361.00,366.89,372.19,376.84,L5
2005-01-24 21:46:06+00:00,363.92,379.43,381.03,383.05,388.80,372.69,370.20,373.51,380.86,380.72,376.55,374.65,372.18,373.83,382.44,370.55,373.91,375.99,379.05,368.62,360.37,369.38,368.46,374.67,L5
2005-02-08 21:55:35+00:00,362.30,379.43,381.03,383.05,381.72,369.17,366.13,367.76,378.13,378.48,374.58,372.91,370.73,371.84,379.96,370.55,373.91,375.99,373.82,363.04,358.84,368.03,365.94,369.78,L7
2005-02-09 21:46:19+00:00,362.30,379.43,381.03,383.05,381.72,369.17,366.13,367.76,378.13,378.48,374.58,372.91,370.73,371.84,379.96,373.99,374.76,376.28,373.82,363.04,361.31,368.03,365.94,369.78,L5
2005-02-24 21:55:41+00:00,362.66,375.20,382.19,384.52,383.20,367.33,364.22,365.79,377.54,378.67,377.33,374.98,370.91,371.72,381.13,372.99,375.99,379.50,376.53,359.69,361.75,368.09,365.95,368.84,L7
2005-02-25 21:46:35+00:00,363.13,374.82,382.19,384.52,383.20,367.33,364.22,365.79,377.54,379.36,379.05,376.76,373.15,373.36,383.08,372.99,375.99,379.50,376.53,359.69,361.75,368.09,365.95,368.84,L5
2005-03-12 21:55:44+00:00,361.52,371.48,377.39,378.39,377.69,365.40,363.06,365.02,372.77,377.01,378.64,374.91,373.15,369.69,380.42,373.00,374.13,377.35,370.22,357.08,362.72,368.93,367.05,368.82,L7
2005-03-13 21:46:47+00:00,361.52,371.48,377.39,378.39,377.69,365.40,363.11,365.28,373.51,377.16,378.64,374.91,373.15,369.69,380.42,373.00,374.13,377.35,370.22,357.08,362.72,370.56,369.04,368.82,L5
2005-04-13 21:55:12+00:00,358.97,365.29,370.88,371.44,369.20,363.06,362.63,364.99,373.49,376.95,378.37,375.54,373.75,369.39,380.03,374.44,374.61,375.60,366.38,354.53,365.32,371.91,371.68,370.53,L7
2005-04-21 21:53:10+00:00,358.98,365.22,369.81,369.54,368.19,363.16,363.84,367.17,375.32,378.37,380.85,379.51,377.72,371.78,381.74,375.57,376.62,375.30,365.84,356.14,365.74,371.59,371.88,373.39,L5
2005-04-29 21:55:36+00:00,358.98,365.22,369.81,370.23,367.80,363.75,365.24,369.39,376.85,379.09,382.57,382.42,381.17,371.78,381.74,375.57,378.93,376.32,367.05,357.92,367.83,372.75,373.45,375.84,L7
2005-05-23 21:53:00+00:00,358.39,365.35,368.51,370.13,368.86,364.77,366.99,372.05,379.55,381.48,386.18,386.30,385.17,374.05,384.04,378.02,380.53,375.16,366.32,359.01,369.33,374.31,375.87,376.52,L5
2005-05-31 21:55:11+00:00,358.39,365.35,368.51,370.13,368.86,364.77,366.99,372.05,380.40,381.48,386.18,386.30,385.17,374.05,384.04,378.02,380.53,375.16,366.32,359.01,373.43,374.31,376.42,376.52,L7
2005-06-08 21:53:09+00:00,354.68,367.13,371.50,373.17,371.75,367.73,369.36,375.10,381.68,383.63,388.06,388.15,387.14,376.19,385.32,381.00,382.17,376.50,368.75,361.53,374.66,375.67,378.12,379.36,L5
2005-07-19 21:47:39+00:00,348.99,364.73,369.82,371.46,368.31,366.01,367.94,373.39,380.03,381.87,387.99,388.90,387.48,379.30,384.87,381.04,382.62,375.87,365.37,360.99,374.03,374.51,376.78,377.96,L5
2005-07-26 21:53:30+00:00,350.02,367.37,370.59,372.76,369.07,367.23,369.16,374.36,380.28,381.74,387.72,388.35,387.57,379.86,385.75,382.71,382.25,375.44,363.62,360.69,374.84,374.22,376.64,379.32,L5
2005-08-03 21:55:25+00:00,350.38,367.83,369.73,372.66,369.74,367.53,369.13,374.23,379.47,381.40,387.01,388.35,387.57,379.86,385.28,381.45,380.40,374.57,363.56,360.69,373.71,373.47,376.13,377.65,L7
2005-08-19 21:54:56+00:00,350.29,368.04,369.37,373.07,371.73,369.34,370.25,376.61,380.83,382.69,388.67,390.11,388.05,380.94,385.87,378.80,378.47,373.51,364.55,362.08,373.44,373.02,376.45,380.15,L7
2005-09-20 21:54:42+00:00,344.26,367.37,370.01,374.70,373.74,371.73,372.72,380.19,381.77,384.34,389.39,389.81,389.51,380.93,385.22,379.68,378.73,374.11,367.00,366.94,373.00,372.44,377.43,383.94,L7
2005-10-30 21:53:39+00:00,344.88,371.57,374.24,379.15,376.96,373.49,372.03,376.19,378.21,383.87,387.47,387.13,385.59,380.89,383.89,380.68,375.66,374.93,368.06,367.04,370.55,371.87,375.27,378.60,L5
2006-01-10 21:55:52+00:00,348.60,367.66,369.67,372.47,368.25,370.06,367.71,367.86,369.98,375.42,381.03,380.40,378.35,374.65,379.30,376.12,370.20,370.46,362.70,358.60,361.42,368.22,369.00,373.43,L7
2006-02-19 21:56:15+00:00,346.18,359.50,362.82,358.83,352.55,359.65,357.54,359.85,368.31,374.48,379.42,377.00,378.37,373.90,375.89,374.02,369.04,363.39,355.29,346.33,354.60,368.24,369.35,375.87,L5
2006-03-15 21:55:44+00:00,346.18,359.50,362.82,358.57,353.66,359.65,357.96,361.26,367.01,373.27,378.26,374.74,377.23,372.46,375.89,374.02,369.04,361.19,353.10,344.17,352.77,363.98,368.15,374.55,L7
2006-04-08 21:57:12+00:00,354.34,363.97,364.26,362.94,357.98,360.40,364.56,366.90,368.50,373.80,377.93,376.27,377.83,372.54,376.87,375.32,369.64,362.71,355.91,348.36,353.06,366.22,370.30,375.67,L5
2006-05-26 21:57:54+00:00,351.23,359.03,359.03,361.91,358.68,361.14,365.03,371.21,371.36,373.91,375.55,371.99,375.70,368.88,375.34,372.42,367.24,359.87,355.45,348.14,351.72,364.62,371.93,378.39,L5
2006-06-19 21:55:36+00:00,337.45,357.95,361.47,364.03,358.57,360.83,366.62,369.96,371.36,373.91,375.55,371.99,374.90,369.67,375.09,371.22,366.27,361.62,358.10,348.14,355.31,365.63,371.02,375.25,L7
2006-06-27 21:58:48+00:00,333.45,359.64,367.19,366.73,359.92,363.08,368.07,371.67,374.09,375.07,376.31,373.06,375.72,370.08,374.98,370.66,366.01,362.27,358.66,349.95,358.11,366.27,370.74,374.36,L5
2006-07-05 21:55:54+00:00,330.70,361.61,370.08,368.85,361.17,363.08,368.07,371.67,375.99,375.74,376.16,375.06,375.70,370.42,374.76,369.88,365.35,361.99,358.83,351.29,358.11,366.27,370.74,374.36,L7
2006-07-13 21:59:02+00:00,331.98,367.24,376.51,375.54,366.46,366.37,371.21,374.99,380.68,380.50,381.26,379.70,380.17,373.56,377.14,370.71,368.34,365.54,362.15,357.25,362.78,369.25,373.75,376.49,L5
2006-07-21 21:55:21+00:00,331.98,368.28,376.32,375.49,367.17,366.84,371.90,375.89,380.70,379.33,379.85,380.50,380.17,373.56,377.55,369.70,365.96,364.37,361.83,357.25,362.35,368.59,374.63,377.14,L7
2006-08-07 21:53:11+00:00,331.98,368.28,376.32,375.49,367.17,366.84,371.90,375.89,380.70,379.33,379.85,380.50,380.17,373.56,377.55,369.70,365.96,364.37,361.83,357.25,362.35,368.45,378.14,377.14,L5
2006-08-22 21:55:41+00:00,327.04,370.27,378.41,377.96,370.31,368.67,374.83,378.67,382.72,379.51,380.39,383.36,380.41,373.40,377.97,368.54,365.06,365.42,362.16,359.11,362.57,367.79,377.43,374.87,L7
2006-08-23 21:53:23+00:00,327.04,370.27,378.41,379.41,372.08,370.62,376.64,378.67,382.72,379.51,380.39,383.36,380.41,373.40,377.97,368.54,365.06,367.48,362.81,360.66,365.03,368.62,377.43,374.87,L5
2006-09-07 21:55:13+00:00,330.65,369.79,376.12,377.34,370.97,369.90,374.82,376.18,380.76,378.21,380.39,383.36,380.41,374.30,377.67,367.39,363.33,366.15,361.55,359.35,363.43,367.62,375.95,374.04,L7
2006-09-15 21:59:51+00:00,332.72,368.80,375.11,380.10,372.70,372.36,376.67,378.01,382.59,378.66,380.19,384.52,380.66,375.98,376.32,366.98,362.92,366.50,360.91,361.20,364.43,369.21,378.22,375.74,L5
2006-09-23 21:55:06+00:00,334.98,369.09,374.83,380.34,373.48,373.01,377.23,378.01,382.59,378.66,382.02,385.20,381.11,377.30,378.35,367.33,363.13,366.64,361.65,360.56,364.04,369.02,378.22,375.74,L7
2006-11-03 21:49:38+00:00,332.65,369.60,375.47,380.34,373.30,373.72,376.66,377.16,383.30,378.84,382.41,385.42,380.94,377.87,377.99,366.72,362.41,365.47,361.91,360.44,364.81,368.54,377.95,375.79,L7
2006-11-19 21:49:50+00:00,332.65,369.60,374.58,379.76,373.77,373.79,376.23,376.49,384.00,378.84,382.41,385.42,380.94,377.87,377.99,366.72,363.47,365.75,362.86,361.16,365.02,368.76,378.05,377.00,L7
2006-12-05 21:49:58+00:00,332.65,369.60,374.58,379.76,373.77,373.31,375.28,375.93,383.90,380.03,383.52,385.42,380.94,379.89,377.99,366.72,363.47,365.75,362.86,361.16,365.34,369.21,378.36,378.22,L7
2006-12-13 21:54:31+00:00,332.65,369.60,374.58,379.76,373.77,373.31,375.48,376.52,384.61,382.29,385.54,387.00,383.70,383.19,380.97,369.12,364.83,366.34,364.06,362.15,365.75,369.82,379.04,382.00,L5
2007-01-05 22:00:52+00:00,354.64,373.19,372.48,380.38,377.29,374.93,376.06,379.07,386.31,385.76,390.35,390.64,392.84,392.36,387.84,371.50,367.04,367.54,365.66,364.08,366.53,371.01,382.85,386.40,L5
2007-01-21 22:00:33+00:00,359.75,372.96,370.11,378.66,377.67,375.01,374.32,376.96,386.45,387.14,392.12,389.89,391.91,395.30,393.80,373.90,369.12,368.24,366.25,363.51,366.17,371.26,383.27,386.80,L5
2007-01-30 21:54:48+00:00,360.58,372.91,369.79,377.83,377.28,375.40,374.64,378.13,387.28,389.22,392.81,391.07,392.24,395.04,394.05,374.56,369.68,369.20,367.07,364.62,366.72,371.93,383.69,386.24,L5
2007-03-02 21:56:07+00:00,360.02,371.29,368.82,374.45,375.22,373.98,373.08,377.44,386.85,390.44,391.79,388.61,389.86,392.37,392.20,375.83,370.24,366.87,367.32,363.92,364.04,373.22,383.36,388.24,L7
2007-03-18 21:56:09+00:00,364.54,373.14,369.32,375.24,377.74,374.27,373.30,379.36,391.78,396.53,393.24,389.26,391.56,395.45,398.39,378.45,373.41,369.57,372.86,367.06,366.40,375.35,384.80,389.10,L7
2007-04-19 21:56:31+00:00,367.29,372.32,369.09,373.36,376.19,373.21,372.31,379.68,391.21,395.79,392.73,388.48,392.85,396.71,399.02,379.05,374.62,370.37,373.27,368.11,368.13,377.09,385.06,388.73,L7
2007-05-05 21:56:03+00:00,363.75,372.32,369.09,374.65,376.18,373.44,373.26,380.49,391.13,395.54,393.28,388.57,393.03,396.64,399.02,379.05,374.62,373.97,374.50,370.03,370.99,377.85,385.22,388.49,L7
2007-05-21 21:55:57+00:00,360.94,372.32,369.53,374.77,374.62,372.31,372.89,380.65,390.31,394.47,392.88,388.18,392.46,394.76,398.38,379.05,374.86,374.71,374.03,370.38,371.73,377.85,384.98,387.28,L7
2007-09-18 21:59:06+00:00,345.07,366.79,370.81,376.93,371.85,370.62,374.77,380.72,386.38,389.65,392.56,386.26,391.28,388.90,386.94,376.69,372.28,376.92,372.48,368.46,373.74,372.88,377.62,379.18,L5
2007-09-26 21:55:23+00:00,349.15,366.79,370.81,376.37,371.94,370.07,371.83,374.42,379.00,383.16,386.80,380.29,380.94,379.80,386.94,376.69,372.28,373.14,369.68,365.20,368.11,369.46,372.86,375.46,L7
2007-12-31 21:56:23+00:00,349.17,360.87,359.17,372.15,370.91,362.13,355.58,354.59,359.75,363.69,369.52,362.40,366.57,361.12,375.38,370.63,362.44,364.05,361.24,355.54,352.21,356.76,361.35,366.40,L7
2008-01-09 21:50:12+00:00,355.26,376.11,375.15,372.15,370.91,362.13,355.58,354.59,359.75,363.69,374.50,373.20,373.24,364.91,377.33,373.62,364.18,365.19,361.24,355.54,352.21,356.76,361.35,366.40,L7
2008-01-25 21:50:11+00:00,357.61,368.54,369.39,372.15,370.91,362.13,355.58,354.59,359.75,363.69,374.50,373.20,372.75,363.14,370.71,368.03,364.18,365.19,361.24,355.54,352.21,356.76,361.35,366.40,L7
2008-02-01 21:55:57+00:00,360.20,368.38,368.45,372.15,370.91,365.38,359.42,358.86,362.91,369.18,372.68,374.55,375.55,365.20,372.16,369.71,366.32,365.19,361.24,355.54,350.85,357.38,362.00,365.85,L7
2008-03-04 21:56:12+00:00,359.16,367.60,367.22,370.02,370.91,365.38,359.42,360.66,363.67,368.54,372.68,374.55,374.68,366.02,372.06,369.67,365.65,363.36,358.36,355.21,349.67,357.61,362.17,365.28,L7
2008-05-07 21:55:40+00:00,357.05,366.63,366.16,367.55,366.78,363.86,357.62,362.37,370.69,369.55,374.40,379.77,376.72,367.30,370.48,367.32,362.90,359.39,350.09,349.93,346.97,356.42,362.09,362.65,L7
2008-06-08 21:55:50+00:00,358.33,366.63,366.16,367.55,378.40,370.52,366.53,366.68,372.45,375.00,378.52,380.79,377.51,369.63,374.17,367.32,362.90,359.39,354.46,353.70,350.36,360.43,365.81,366.69,L7
2008-06-24 21:55:16+00:00,358.33,366.63,367.34,371.30,378.06,374.99,372.20,373.12,376.75,380.94,382.81,383.40,377.51,369.63,374.17,371.03,364.78,363.15,360.06,358.76,356.04,364.18,367.90,369.66,L7
2008-07-26 21:55:18+00:00,356.44,364.73,365.80,372.05,380.08,379.15,377.36,376.21,377.93,379.79,384.38,382.82,377.58,371.91,376.67,375.96,366.48,362.77,360.80,358.32,354.25,364.56,366.28,368.22,L7
2008-08-27 21:54:42+00:00,352.90,363.14,365.85,372.96,379.77,380.02,378.52,377.85,378.54,380.41,386.38,384.47,375.18,372.25,376.35,375.79,364.39,365.13,363.63,360.55,357.66,367.85,368.54,371.20,L7
2008-09-12 21:54:57+00:00,346.19,361.78,367.63,375.35,379.77,380.02,378.52,380.80,380.42,381.74,385.22,383.66,376.55,372.40,376.65,376.12,363.36,367.82,366.31,361.82,360.84,370.18,369.96,373.25,L7
2008-10-14 21:54:42+00:00,347.02,362.64,363.59,369.22,375.78,376.88,373.75,375.17,380.42,381.74,385.22,381.13,374.67,370.34,374.38,370.73,359.83,364.65,364.18,360.05,357.79,366.09,366.58,373.25,L7
2008-11-08 21:48:55+00:00,347.61,363.50,364.95,369.68,378.14,376.88,373.75,375.17,379.51,383.26,384.80,380.47,374.46,370.88,375.96,374.08,363.53,367.29,368.33,362.30,357.79,366.09,366.58,373.25,L7
