dates,nzd0181-0000,nzd0181-0001,nzd0181-0002,nzd0181-0003,nzd0181-0004,nzd0181-0005,nzd0181-0006,nzd0181-0007,nzd0181-0008,nzd0181-0009,nzd0181-0010,nzd0181-0011,nzd0181-0012,nzd0181-0013,nzd0181-0014,nzd0181-0015,nzd0181-0016,nzd0181-0017,nzd0181-0018,nzd0181-0019,nzd0181-0020,nzd0181-0021,nzd0181-0022,nzd0181-0023,satname
2001-05-20 21:55:29+00:00,,,,361.79,371.89,357.63,355.69,368.02,369.08,371.04,374.19,377.27,375.18,371.31,386.37,376.97,370.25,372.05,363.08,,361.81,361.92,372.32,365.18,L7
2001-06-05 21:55:40+00:00,320.40,367.76,361.60,356.64,365.37,351.21,351.80,364.62,370.28,373.61,381.08,374.54,374.80,370.27,379.73,376.32,367.79,368.23,367.22,,358.31,362.70,368.51,371.78,L7
2001-06-21 21:55:29+00:00,290.66,362.41,361.83,362.00,366.94,358.42,355.68,360.13,370.02,375.09,376.96,377.71,372.48,372.31,367.16,371.91,369.07,370.80,367.63,,361.05,370.33,,363.76,L7
2001-09-09 21:54:36+00:00,335.76,353.06,360.23,364.12,358.14,355.09,341.62,349.10,354.56,368.58,377.73,369.20,355.82,360.51,352.58,350.52,353.44,358.76,351.25,355.69,357.85,361.25,370.18,382.60,L7
2001-09-25 21:54:04+00:00,351.79,,,,,,,,,,,,,,366.92,368.19,365.76,373.38,363.79,359.71,361.60,365.25,385.48,384.28,L7
2001-10-11 21:53:46+00:00,348.99,361.01,359.02,364.50,366.51,359.53,357.65,356.22,363.12,367.83,378.42,381.00,369.45,359.56,362.66,368.99,366.44,374.23,362.49,353.63,354.41,360.53,366.57,376.49,L7
2002-02-16 21:54:54+00:00,319.77,333.85,340.87,337.85,334.09,332.39,329.40,338.54,346.83,353.32,354.64,354.14,359.16,353.31,362.96,355.52,351.85,349.18,342.12,337.99,350.72,353.14,365.54,366.62,L7
2002-04-05 21:54:49+00:00,344.56,356.61,359.07,361.66,355.51,357.56,359.96,372.00,368.52,376.45,,,,,,,,373.39,370.79,362.39,359.84,372.30,372.99,367.33,L7
2002-08-27 21:53:36+00:00,359.78,366.07,370.11,371.10,374.56,372.95,376.54,373.89,379.76,379.40,382.79,384.38,387.77,381.10,389.80,378.04,380.24,378.43,385.38,378.72,383.09,385.16,393.16,394.55,L7
2002-10-14 21:53:43+00:00,356.03,370.73,366.86,373.56,377.93,375.19,376.86,377.28,377.91,378.84,378.93,379.36,374.39,374.40,382.19,381.29,374.42,375.50,379.51,377.87,369.04,374.73,378.82,375.34,L7
2002-11-15 21:54:00+00:00,318.17,354.63,356.87,361.16,363.77,365.69,366.82,367.82,365.84,364.37,365.94,365.29,362.41,359.67,366.94,366.38,360.27,361.80,368.64,365.19,357.65,365.58,369.47,360.02,L7
2003-01-02 21:54:22+00:00,355.83,366.54,363.95,368.38,373.42,368.65,374.82,372.04,375.00,376.72,379.90,379.27,375.75,371.53,380.81,373.09,369.09,368.20,368.23,372.16,361.61,369.39,375.68,378.20,L7
2003-01-18 21:54:30+00:00,363.74,368.84,371.44,370.30,369.02,364.19,372.93,368.18,367.78,370.01,379.56,377.71,370.52,372.82,383.20,371.45,373.13,373.19,372.04,371.73,370.98,379.19,379.09,377.06,L7
2003-03-23 21:54:16+00:00,342.96,346.62,339.37,353.01,360.56,357.64,350.59,361.22,366.84,367.50,371.59,372.88,375.07,362.46,369.43,366.32,358.14,357.31,356.08,349.48,361.79,364.38,364.72,370.13,L7
2003-05-10 21:54:46+00:00,351.00,360.17,358.39,358.34,357.22,364.59,360.56,367.55,371.32,372.47,370.35,377.39,373.88,371.07,379.10,373.38,365.12,365.04,359.81,358.65,360.05,363.79,373.63,373.07,L7
2003-07-21 21:42:09+00:00,333.80,378.24,372.55,372.50,371.59,370.70,366.85,374.88,374.28,372.72,376.06,381.73,386.82,383.82,386.03,375.80,370.02,372.86,360.84,360.04,360.78,368.02,370.87,372.24,L5
2003-08-06 21:42:27+00:00,357.53,382.09,379.94,379.73,380.96,365.24,367.59,369.59,370.65,366.50,373.54,380.02,378.82,380.26,374.53,370.00,354.79,362.14,359.17,365.66,357.60,365.25,364.19,373.86,L5
2003-08-15 21:36:48+00:00,,,,,,,,372.41,373.19,378.73,379.98,,,362.14,,,,,,,,,,,L5
2003-08-30 21:54:22+00:00,325.07,361.42,362.99,360.10,363.11,349.95,351.82,360.98,,,,361.35,367.48,351.66,345.95,349.27,349.52,349.06,351.46,350.31,356.24,354.64,341.52,358.13,L7
2003-10-17 21:54:15+00:00,357.84,379.32,373.98,380.70,376.11,370.33,,,,374.88,370.29,374.50,375.59,374.51,377.28,363.30,363.25,366.72,366.77,362.81,,,,,L7
2003-10-25 21:44:04+00:00,360.62,384.12,386.15,385.10,380.97,371.33,358.25,363.26,372.98,368.72,364.14,357.51,365.12,374.44,371.74,358.80,364.21,365.93,363.95,360.45,347.72,354.13,360.31,375.65,L5
2003-11-02 21:54:26+00:00,350.44,362.73,359.83,,,,354.80,357.22,362.45,364.51,359.07,355.60,352.72,355.23,356.19,344.22,339.60,355.44,,,,,356.11,356.68,L7
2003-11-18 21:54:15+00:00,353.91,369.30,365.80,357.61,341.04,334.25,320.56,344.14,,,,346.67,351.95,357.00,353.18,345.80,344.88,356.57,352.33,346.30,349.73,353.60,358.81,364.27,L7
2003-12-04 21:54:43+00:00,353.29,367.69,373.10,371.72,374.21,,,,380.39,377.63,368.16,359.77,362.38,366.27,366.25,359.32,360.12,365.76,365.34,360.11,,,,,L7
2004-01-05 21:54:57+00:00,347.37,350.57,351.92,,,,340.31,353.16,363.28,361.50,351.70,351.89,354.90,358.16,352.86,345.64,346.07,350.72,,,,351.96,362.78,367.38,L7
2004-01-21 21:55:02+00:00,,,,,,,,,,,,368.57,372.16,,,,359.71,364.76,355.93,338.87,346.27,360.67,364.97,367.12,L7
2004-02-06 21:54:44+00:00,,,,,,,,,,,,,385.54,389.02,379.75,359.07,,,359.67,353.68,361.27,371.46,380.89,381.41,L7
2004-02-14 21:44:33+00:00,364.45,376.84,370.75,376.20,376.86,362.05,365.88,373.40,389.02,394.81,392.93,392.19,395.63,394.92,392.48,372.50,373.06,374.56,375.47,361.19,360.25,369.75,376.32,380.49,L5
2004-03-17 21:44:44+00:00,358.07,373.44,377.49,383.50,381.32,376.12,368.56,373.31,377.57,372.79,369.58,368.35,363.28,362.75,363.80,357.45,364.98,369.43,366.20,360.74,355.73,369.12,374.69,378.07,L5
2004-03-25 21:55:18+00:00,,,373.12,383.26,377.48,365.84,360.41,368.42,374.09,376.28,370.52,371.15,378.30,,,,364.35,366.05,367.35,369.99,378.65,376.50,382.26,392.44,L7
2004-04-02 21:45:18+00:00,361.84,383.73,384.05,379.17,383.78,380.49,369.22,374.43,381.36,387.61,392.40,354.53,,336.12,341.27,332.34,,,,,,,,,L5
2004-04-10 21:54:50+00:00,358.82,376.92,370.28,368.19,370.77,360.36,363.19,,,,375.18,377.47,378.25,375.24,381.29,371.24,372.69,374.41,371.91,363.56,367.28,373.62,381.93,,L7
2004-04-18 21:45:25+00:00,351.55,369.59,369.30,374.86,380.03,372.96,366.78,370.16,380.17,379.06,371.38,368.20,372.50,365.80,364.01,353.13,348.51,361.79,359.71,350.62,350.49,367.69,375.68,374.39,L5
2004-05-12 21:55:13+00:00,360.02,379.81,375.67,381.51,,,,373.19,374.23,386.78,375.32,377.53,377.51,373.64,373.49,366.38,366.68,368.95,365.74,,,,,388.94,L7
2004-05-20 21:46:20+00:00,350.13,372.55,374.93,373.41,375.34,367.09,362.67,365.74,370.90,372.26,370.98,372.36,377.69,367.35,373.40,367.34,366.58,361.85,361.53,364.29,367.95,369.41,378.57,364.94,L5
2004-05-28 21:55:11+00:00,351.43,379.86,368.85,374.97,383.22,378.15,362.28,362.34,364.53,,,367.74,369.68,373.01,366.25,358.50,351.84,357.99,361.83,,351.21,356.24,359.47,358.45,L7
2004-06-21 21:47:40+00:00,,,,,,,,,,,,380.54,385.94,386.60,394.45,374.75,370.74,,,,,,,,L5
2004-07-23 21:48:33+00:00,351.73,380.24,388.20,391.10,382.06,376.03,373.49,381.92,378.14,379.70,376.46,380.25,378.23,372.38,377.33,380.95,377.91,375.80,382.25,373.91,379.54,373.22,383.36,383.34,L5
2004-08-16 21:54:26+00:00,355.73,376.98,376.39,378.65,375.79,368.55,,,373.37,370.96,364.27,368.38,371.66,369.35,371.49,371.27,368.61,363.38,362.99,357.97,354.28,,,,L7
2004-09-02 21:43:21+00:00,355.52,,,,,,,,404.25,392.32,385.18,387.89,,399.06,399.68,,,,,,,,,,L5
2004-09-25 21:49:43+00:00,365.00,389.19,388.47,381.98,397.12,373.46,365.91,370.91,368.43,371.21,380.24,371.72,370.16,376.81,384.99,365.72,369.11,369.82,367.14,361.66,348.61,356.81,359.77,368.31,L5
2004-11-04 21:54:55+00:00,352.40,367.60,372.93,,,360.48,355.09,359.12,360.05,367.90,364.48,362.30,362.18,367.12,367.13,364.53,364.63,,,,348.73,357.14,358.86,365.17,L7
2005-01-08 21:45:52+00:00,380.44,,,,,,,,,,,,,344.69,,,,,,,,,,,L5
2005-01-15 21:52:09+00:00,374.41,383.94,381.58,385.15,399.23,383.21,383.56,390.51,398.21,401.22,388.60,382.96,384.70,385.93,388.93,380.69,378.57,381.55,395.78,378.65,373.83,380.40,386.76,390.54,L5
2005-01-24 21:46:06+00:00,,,385.77,386.42,383.06,377.76,376.24,,,,,,,,,,388.65,389.22,390.28,376.20,376.38,383.19,,,L5
2005-02-08 21:55:35+00:00,352.57,,,,353.40,351.59,349.87,350.49,364.50,367.30,364.70,364.21,364.97,359.95,367.57,,,,352.92,340.73,351.22,362.60,358.38,355.11,L7
2005-02-09 21:46:19+00:00,,,,,,,,,,,,,,,,387.73,378.98,377.43,,,376.10,,,,L5
2005-02-24 21:55:41+00:00,358.29,360.09,,,,357.49,354.64,357.93,369.81,372.06,380.79,380.78,372.54,368.47,378.47,366.28,,,,341.21,357.41,368.40,366.00,365.09,L7
2005-02-25 21:46:35+00:00,366.44,373.28,,,,,,,,383.49,389.38,387.47,384.36,384.88,394.77,,,,,,,,,,L5
2005-03-12 21:55:44+00:00,342.64,354.81,358.19,360.02,355.64,353.82,356.12,361.14,375.59,375.91,382.29,,,,381.07,373.04,364.87,368.71,344.98,344.02,369.46,374.00,372.51,368.73,L7
2005-03-13 21:46:47+00:00,,,,,,,363.45,366.89,377.99,378.19,,,,,,,,,,,,381.90,380.98,,L5
2005-04-13 21:55:12+00:00,344.57,352.03,355.92,354.15,354.65,357.09,362.09,368.86,368.26,369.54,,,,374.71,382.29,374.36,371.94,361.11,347.94,346.38,369.46,367.61,378.27,378.53,L7
2005-04-21 21:53:10+00:00,359.08,364.78,364.45,361.96,363.16,363.86,373.50,382.39,388.13,389.74,395.74,399.34,397.59,388.49,393.67,382.36,388.70,373.76,363.16,365.80,369.09,369.10,373.25,390.57,L5
2005-04-29 21:55:36+00:00,,,,373.66,365.49,368.41,377.87,387.14,389.12,385.57,394.57,399.90,401.82,,,,395.11,382.49,374.28,370.39,386.62,383.19,386.00,392.97,L7
2005-05-23 21:53:00+00:00,347.07,368.52,365.15,369.56,376.27,369.70,372.55,383.11,384.37,391.73,393.36,389.43,390.21,385.32,385.54,381.65,377.44,367.04,361.22,367.70,363.76,372.76,380.67,370.64,L5
2005-05-31 21:55:11+00:00,,,,,,,,,388.01,,,,,,,,,,,,414.43,,381.34,,L7
2005-06-08 21:53:09+00:00,321.26,379.57,389.44,394.47,394.81,394.40,393.07,402.55,394.52,405.14,403.11,401.14,400.90,393.27,395.61,401.87,395.25,387.18,388.15,384.25,388.18,389.21,395.19,402.07,L5
2005-07-19 21:47:39+00:00,,,,,,,,,,,,,,,,,,,,373.22,366.25,367.67,371.94,,L5
2005-07-26 21:53:30+00:00,358.29,385.85,390.41,395.47,389.18,388.67,388.40,383.09,382.77,380.50,385.58,384.50,388.15,383.76,392.74,394.41,385.69,385.79,376.34,373.18,386.06,379.99,375.13,390.15,L5
2005-08-03 21:55:25+00:00,353.56,371.58,364.58,372.03,375.09,370.32,368.91,372.95,370.53,377.67,380.59,,,,381.05,371.35,365.65,367.66,363.05,,360.16,365.19,370.04,362.62,L7
2005-08-19 21:54:56+00:00,351.67,369.94,366.84,376.34,371.28,369.61,362.11,,,,381.26,378.33,368.82,368.58,373.48,363.84,361.55,367.85,361.84,354.63,350.39,357.22,362.48,,L7
2005-09-20 21:54:42+00:00,318.62,346.70,363.29,,,363.52,356.02,361.44,370.19,374.80,380.93,376.03,379.07,372.35,377.36,367.58,367.21,,,,348.59,,,,L7
2005-10-30 21:53:39+00:00,363.67,378.81,379.97,367.05,355.16,358.18,363.12,353.97,357.06,373.36,387.45,393.38,386.38,382.06,381.46,384.03,376.85,374.07,357.76,349.23,357.09,371.04,365.40,367.51,L5
2006-01-10 21:55:52+00:00,345.78,353.09,352.92,351.45,350.53,,,,369.37,370.79,370.35,369.77,369.34,366.50,369.69,375.51,364.26,356.93,354.49,342.72,,,,,L7
2006-02-19 21:56:15+00:00,356.66,359.42,355.11,357.99,351.96,357.25,353.49,364.14,376.61,378.96,378.95,368.82,378.69,374.68,375.05,368.98,367.84,359.16,353.62,347.03,358.13,365.43,373.29,384.22,L5
2006-03-15 21:55:44+00:00,,,,357.81,357.01,359.64,359.23,365.49,361.82,368.46,373.62,365.70,372.65,366.73,,,,354.59,346.54,337.69,347.27,355.48,365.76,371.91,L7
2006-04-08 21:57:12+00:00,351.26,364.57,369.05,380.40,375.23,366.54,382.38,383.99,377.63,377.42,379.26,383.67,382.11,372.75,381.27,372.76,369.62,368.79,367.16,365.12,349.75,372.94,376.75,379.04,L5
2006-05-26 21:57:54+00:00,,,,,,,,,,,,,,363.75,,,,,,,,,,,L5
2006-06-19 21:55:36+00:00,296.09,354.71,368.82,372.52,358.13,359.88,371.40,366.24,,,,,371.70,373.60,374.36,367.65,363.36,368.64,368.71,,366.08,368.66,368.26,365.81,L7
2006-06-27 21:58:48+00:00,317.45,366.39,390.03,380.19,366.63,372.07,373.85,378.48,385.00,379.71,379.39,377.34,379.86,372.56,374.52,368.38,364.98,365.49,361.45,357.18,369.30,368.86,369.65,370.81,L5
2006-07-05 21:55:54+00:00,316.95,371.46,384.54,381.58,368.71,,,,385.51,379.13,375.42,385.03,375.57,372.80,373.70,366.03,362.05,360.32,359.82,358.00,,,,,L7
2006-07-13 21:59:02+00:00,353.45,386.89,391.50,398.30,387.52,382.85,386.93,391.59,397.51,399.30,400.94,397.65,400.60,391.58,383.96,380.48,382.20,381.80,377.72,378.45,386.17,384.14,388.80,387.15,L5
2006-07-21 21:55:21+00:00,,374.53,375.18,375.14,372.17,369.64,376.03,381.29,380.81,372.33,371.40,385.27,,,380.02,363.64,351.65,356.14,359.62,,359.78,364.60,379.90,381.06,L7
2006-08-07 21:53:11+00:00,,,,,,,,,,,,,,,,,,,,,,367.51,402.70,,L5
2006-08-22 21:55:41+00:00,,373.37,369.75,377.76,377.05,370.05,373.99,383.63,390.76,380.20,382.71,388.83,,,,360.85,361.57,367.62,356.27,358.20,359.62,360.12,367.61,368.28,L7
2006-08-23 21:53:23+00:00,,,,391.00,386.27,384.27,389.31,,,,,,,,,,,383.97,368.01,370.00,382.29,375.25,,,L5
2006-09-07 21:55:13+00:00,348.68,366.43,360.05,358.67,360.99,364.16,360.27,358.70,367.04,369.12,,,,380.66,375.83,359.31,351.25,354.16,350.19,350.14,350.62,358.69,364.12,368.30,L7
2006-09-15 21:59:51+00:00,345.17,360.86,367.04,385.46,374.34,381.77,375.85,380.17,376.50,372.07,372.23,373.85,374.14,380.12,366.92,363.73,359.60,358.03,340.15,352.55,356.26,371.29,386.22,385.45,L5
2006-09-23 21:55:06+00:00,350.79,371.73,372.36,382.76,381.20,378.83,382.33,,,,394.81,389.98,383.79,387.88,394.61,370.43,365.05,368.03,369.01,355.39,360.53,367.12,,,L7
2006-11-03 21:49:38+00:00,,,,,,,,,,,,,,,,,,356.02,370.08,364.06,357.48,367.69,374.26,379.43,L7
2006-11-19 21:49:50+00:00,,,366.49,373.99,378.47,374.40,372.36,371.78,388.88,,,,,,,,372.94,368.81,373.26,367.60,367.13,371.18,378.97,386.72,L7
2006-12-05 21:49:58+00:00,,,,,,368.46,365.81,371.53,383.09,388.40,391.29,,,,,,,,,,368.77,374.65,381.51,389.23,L7
2006-12-13 21:54:31+00:00,,,,,,,377.58,381.79,390.96,400.36,401.70,398.07,400.26,406.29,404.78,390.69,378.44,373.45,378.44,372.11,370.73,377.75,386.47,419.72,L5
2007-01-05 22:00:52+00:00,375.12,378.51,377.47,380.34,377.61,374.87,376.20,391.15,401.28,404.33,407.69,400.81,405.39,407.63,408.75,382.89,380.69,374.88,379.51,372.31,378.99,383.19,400.82,398.64,L5
2007-01-21 22:00:33+00:00,379.00,386.87,377.59,379.32,385.42,378.28,369.54,376.96,393.11,395.51,394.41,387.79,395.99,409.23,411.88,389.37,383.45,377.39,377.54,372.70,375.49,380.73,390.05,385.45,L5
2007-01-30 21:54:48+00:00,364.73,372.62,367.59,371.17,374.19,378.89,377.75,387.46,393.92,403.79,397.64,398.16,393.86,393.46,395.57,379.25,374.09,378.85,375.30,375.75,372.70,379.89,387.81,381.21,L5
2007-03-02 21:56:07+00:00,356.67,361.99,361.94,363.89,369.57,366.15,,,,389.91,374.53,371.60,375.62,373.68,379.30,370.93,366.61,359.12,359.70,356.59,345.77,,,,L7
2007-03-18 21:56:09+00:00,360.94,367.11,361.77,,,,364.86,374.84,391.25,393.40,383.81,378.40,385.98,389.99,393.85,365.56,366.00,,,,,375.99,378.48,372.40,L7
2007-04-19 21:56:31+00:00,,366.79,370.81,371.43,371.88,371.43,374.38,381.90,387.20,390.63,390.76,384.51,,,,374.63,374.75,374.44,372.36,363.80,376.09,382.75,387.20,385.81,L7
2007-05-05 21:56:03+00:00,346.06,,,382.44,376.14,375.07,380.83,386.97,390.47,393.52,397.72,389.22,394.13,396.23,,,,384.81,379.87,379.38,383.21,374.53,375.71,377.21,L7
2007-05-21 21:55:57+00:00,344.08,,,,367.52,365.35,369.09,373.28,381.48,384.81,389.20,385.04,388.43,381.57,394.51,,,,369.55,,373.79,371.19,376.81,375.81,L7
2007-09-18 21:59:06+00:00,,,,,,,,,,,,,,,379.36,378.76,369.81,371.50,368.13,362.19,361.87,363.06,370.78,377.87,L5
2007-09-26 21:55:23+00:00,357.30,,,375.24,372.24,368.44,363.04,355.52,356.87,363.69,369.52,362.40,360.27,361.61,,,,361.83,358.49,355.45,345.58,355.75,353.80,360.60,L7
2007-12-31 21:56:23+00:00,341.04,360.87,359.17,369.06,369.59,355.83,348.11,353.66,362.62,,,,372.87,360.62,371.40,362.50,355.07,358.81,357.09,348.97,349.17,351.48,359.48,360.72,L7
2008-01-09 21:50:12+00:00,367.44,391.34,391.14,,,,,,,,379.47,384.01,386.59,372.49,381.24,379.61,367.67,368.62,,,,,,,L7
2008-01-25 21:50:11+00:00,364.65,353.40,357.85,,,,,,,,,,371.26,357.85,350.85,351.26,,,,,,,,,L7
2008-02-01 21:55:57+00:00,370.59,367.90,365.64,,,371.88,367.12,367.39,369.24,374.66,369.06,377.23,386.75,373.42,377.96,376.44,372.75,,,,346.79,359.25,363.94,364.21,L7
2008-03-04 21:56:12+00:00,353.93,364.51,362.31,365.76,,,,366.07,365.94,367.28,,,370.32,370.15,371.56,369.45,362.94,356.05,349.74,354.25,344.96,358.53,362.86,363.01,L7
2008-05-07 21:55:40+00:00,344.65,361.78,360.85,367.83,363.97,,,,384.95,366.72,374.66,378.07,372.54,369.27,369.85,364.69,356.07,354.09,343.44,346.58,,,,,L7
2008-06-08 21:55:50+00:00,366.02,,,,401.63,383.85,384.37,379.61,379.48,391.34,390.88,383.84,382.22,383.63,396.35,,,,367.55,365.00,360.53,372.46,376.97,378.80,L7
2008-06-24 21:55:16+00:00,,,374.40,382.56,377.03,388.39,389.21,398.89,398.24,404.69,399.99,393.83,,,,393.24,374.15,378.18,382.46,378.98,378.74,379.20,376.27,381.56,L7
2008-07-26 21:55:18+00:00,347.00,,,,377.69,372.48,368.75,369.08,369.74,374.07,387.30,381.14,376.05,363.10,367.62,,,,,346.78,340.22,353.35,351.38,353.52,L7
2008-08-27 21:54:42+00:00,,,,375.67,378.52,375.36,371.77,375.62,372.90,378.33,379.07,385.45,374.79,375.10,,,,372.21,374.96,371.73,363.86,375.70,375.24,379.10,L7
2008-09-12 21:54:57+00:00,327.11,,,,,,,,377.20,375.29,379.44,379.62,377.16,370.88,372.76,370.43,359.87,366.79,363.15,361.88,,,,,L7
2008-10-14 21:54:42+00:00,350.32,363.50,355.51,350.80,355.82,364.32,354.67,352.66,,,,365.97,365.26,360.08,365.30,354.54,349.23,351.97,353.53,349.40,345.59,349.75,353.02,,L7
2008-11-08 21:48:55+00:00,,,,,,,,,,375.85,372.13,373.46,371.26,372.51,377.77,378.12,370.88,,,,,,,,L7
2008-12-10 21:49:18+00:00,,,,,,,,,,376.76,384.22,385.49,,,,,,,,,,,,,L7
2008-12-25 21:50:10+00:00,360.30,382.25,380.55,375.72,374.12,376.21,368.62,369.81,369.98,376.15,377.28,382.47,386.09,385.63,384.94,381.93,374.94,380.57,375.34,366.02,354.46,371.59,372.57,373.73,L5
2009-03-23 21:55:51+00:00,,,,376.05,377.89,378.89,375.54,378.27,381.36,386.44,385.77,380.84,378.16,383.24,,,,379.80,382.63,368.23,361.07,367.72,370.45,366.45,L7
2009-04-01 21:50:07+00:00,,,,,,,,,,,,378.40,383.26,384.82,,,,,,,,,,,L7
2009-04-08 21:56:20+00:00,347.62,365.54,362.24,368.66,368.31,362.77,,,,387.29,383.98,367.73,369.99,374.91,376.04,366.93,363.34,365.31,364.88,354.57,343.94,,,,L7
2009-05-03 21:50:16+00:00,,356.05,360.69,361.57,366.17,358.50,366.44,,,,,,,,367.95,355.85,357.25,371.06,375.55,361.08,354.57,362.79,356.98,,L7
2009-05-10 21:56:03+00:00,,,359.60,366.18,365.89,366.84,371.71,368.05,375.21,377.80,369.50,367.01,376.18,,,,359.39,372.36,364.02,,361.04,358.79,357.53,358.76,L7
2009-06-04 21:50:17+00:00,370.73,381.41,384.32,397.57,399.05,400.67,394.48,,,,,,,380.26,373.46,367.29,367.11,376.07,379.20,,357.79,374.49,,,L7
2009-06-20 21:50:16+00:00,,,,,,,,379.22,378.70,382.82,381.67,384.36,,383.08,389.05,,,,,,,,,374.46,L7
2009-07-13 21:56:21+00:00,,344.11,352.08,364.40,364.57,370.74,356.22,362.57,359.24,369.99,374.70,,,354.75,368.18,368.31,356.36,347.74,343.46,,360.02,344.75,,,L7
2009-10-10 21:49:54+00:00,,,,,,,,,,377.20,380.98,375.76,376.48,,,,,,,,,,,,L7
2009-10-26 21:50:11+00:00,,,,,,395.07,,,,,,,,,,,,,,,,,,,L7
2009-11-11 21:50:25+00:00,,,,,,,,,,,,,,,,,,,355.05,352.95,355.60,362.70,,,L7
2009-11-26 21:56:28+00:00,380.61,391.00,398.34,411.85,407.45,404.37,404.60,407.06,398.36,391.45,379.09,385.35,384.62,380.69,385.61,378.96,378.88,377.56,372.77,369.56,369.70,375.27,382.34,388.29,L5
2010-01-05 21:57:24+00:00,370.47,391.20,,,,408.55,406.46,412.30,411.15,403.11,406.18,393.32,394.89,389.48,396.67,384.01,,,,,383.13,380.17,382.94,383.31,L7
2010-01-13 21:56:49+00:00,365.15,377.22,384.00,387.95,390.42,393.65,397.71,404.46,397.79,397.05,397.08,393.91,390.19,382.62,386.78,383.12,374.14,371.97,376.63,376.96,369.51,374.29,380.83,380.32,L5
2010-01-14 21:51:21+00:00,,373.69,371.22,382.68,386.62,392.85,392.08,392.37,,,,,,,,367.57,359.41,353.67,356.07,359.95,359.01,365.20,373.09,371.15,L7
2010-01-21 21:57:14+00:00,,385.24,378.33,385.58,385.20,392.74,397.06,394.98,398.98,392.38,387.76,377.60,,,,377.04,365.96,357.59,357.34,352.43,358.89,361.37,372.04,377.05,L7
2010-02-06 21:57:27+00:00,363.19,372.21,377.15,,,,392.16,399.38,389.60,381.75,386.83,382.58,373.10,369.12,371.73,366.06,354.96,,,,,356.96,362.88,367.02,L7
2010-03-03 21:51:54+00:00,,,376.61,378.69,381.75,385.25,386.64,396.55,402.54,,,,,,,376.16,367.83,357.28,362.95,358.74,372.34,366.58,371.90,378.56,L7
2010-03-26 21:57:49+00:00,376.82,390.59,384.17,388.20,389.14,391.33,397.64,400.37,,,396.49,395.09,382.57,376.99,378.85,371.69,361.01,371.02,376.12,364.13,350.85,364.45,,,L7
2010-04-04 21:52:03+00:00,356.65,366.76,370.14,372.25,372.35,,,,,,,371.70,370.93,360.88,374.23,362.82,354.11,363.68,360.74,352.16,,,,,L7
2010-04-20 21:52:03+00:00,,,390.75,398.93,398.84,398.82,406.91,399.37,392.54,,,,,,,367.56,359.43,370.24,369.85,358.48,365.65,370.90,374.75,386.47,L7
