dates,satname,nzd0271-0000,nzd0271-0001,nzd0271-0002,nzd0271-0003,nzd0271-0004,nzd0271-0005,nzd0271-0006,nzd0271-0007,nzd0271-0008,nzd0271-0009,nzd0271-0010,nzd0271-0011,nzd0271-0012,nzd0271-0013,nzd0271-0014,nzd0271-0015,nzd0271-0016,nzd0271-0017,nzd0271-0018,nzd0271-0019,nzd0271-0020,nzd0271-0021,nzd0271-0022,nzd0271-0023,nzd0271-0024,nzd0271-0025,nzd0271-0026,nzd0271-0027,nzd0271-0028,nzd0271-0029,nzd0271-0030,nzd0271-0031,nzd0271-0032,nzd0271-0033,nzd0271-0034,nzd0271-0035,nzd0271-0036,nzd0271-0037,nzd0271-0038,nzd0271-0039,nzd0271-0040,nzd0271-0041,nzd0271-0042,nzd0271-0043,nzd0271-0044,nzd0271-0045,nzd0271-0046,nzd0271-0047,nzd0271-0048,nzd0271-0049,nzd0271-0050,nzd0271-0051,nzd0271-0052,nzd0271-0053,nzd0271-0054,nzd0271-0055,nzd0271-0056,nzd0271-0057,nzd0271-0058,nzd0271-0059,nzd0271-0060,nzd0271-0061,nzd0271-0062,nzd0271-0063,nzd0271-0064,nzd0271-0065,nzd0271-0066,nzd0271-0067,nzd0271-0068,nzd0271-0069,nzd0271-0070,nzd0271-0071,nzd0271-0072,nzd0271-0073,nzd0271-0074,nzd0271-0075,nzd0271-0076,nzd0271-0077,nzd0271-0078,nzd0271-0079,nzd0271-0080,nzd0271-0081,nzd0271-0082,nzd0271-0083,nzd0271-0084,nzd0271-0085,nzd0271-0086,nzd0271-0087,nzd0271-0088,nzd0271-0089,nzd0271-0090,nzd0271-0091,nzd0271-0092,nzd0271-0093,nzd0271-0094,nzd0271-0095,nzd0271-0096,nzd0271-0097,nzd0271-0098,nzd0271-0099,nzd0271-0100,nzd0271-0101,nzd0271-0102,nzd0271-0103,nzd0271-0104,nzd0271-0105,nzd0271-0106,nzd0271-0107,nzd0271-0108,nzd0271-0109,nzd0271-0110,nzd0271-0111,nzd0271-0112,nzd0271-0113,nzd0271-0114,nzd0271-0115,nzd0271-0116,nzd0271-0117,nzd0271-0118,nzd0271-0119,nzd0271-0120,nzd0271-0121,nzd0271-0122,nzd0271-0123,nzd0271-0124,nzd0271-0125,nzd0271-0126,nzd0271-0127,nzd0271-0128,nzd0271-0129,nzd0271-0130,nzd0271-0131,nzd0271-0132,nzd0271-0133,nzd0271-0134,nzd0271-0135,nzd0271-0136,nzd0271-0137,nzd0271-0138,nzd0271-0139,nzd0271-0140,nzd0271-0141,nzd0271-0142,nzd0271-0143,nzd0271-0144,nzd0271-0145,nzd0271-0146,nzd0271-0147,nzd0271-0148,nzd0271-0149,nzd0271-0150,nzd0271-0151,nzd0271-0152,nzd0271-0153,nzd0271-0154,nzd0271-0155,nzd0271-0156,nzd0271-0157,nzd0271-0158,nzd0271-0159,nzd0271-0160,nzd0271-0161,nzd0271-0162,nzd0271-0163
2016-01-24 21:55:49+00:00,L7,336.49,322.36,304.86,301.23,298.89,294.90,278.88,269.80,265.45,262.23,257.63,248.89,240.20,224.07,228.04,243.53,255.71,275.67,287.21,294.61,306.06,308.69,317.40,321.75,322.38,322.74,309.21,299.56,298.63,291.55,290.72,292.21,299.26,299.12,306.80,315.01,315.62,338.91,341.56,334.79,329.82,327.24,327.77,326.90,318.61,319.07,320.08,320.72,317.74,322.82,326.49,330.09,337.21,345.88,347.25,342.66,333.76,337.49,332.95,328.70,327.94,321.70,323.84,326.81,328.70,327.67,334.18,342.38,349.04,351.93,354.58,358.03,354.35,350.80,350.71,348.62,350.80,351.34,353.71,353.68,354.98,348.70,340.39,330.13,318.33,310.68,298.75,292.39,285.48,280.91,282.67,288.23,292.16,303.61,311.99,318.76,327.03,346.84,358.76,371.18,364.27,350.35,313.65,282.33,256.47,235.99,205.29,,310.72,327.10,348.03,363.57,381.84,392.71,396.00,408.49,424.43,429.61,427.31,421.69,411.71,404.37,392.65,387.86,382.85,376.37,369.51,367.09,361.94,357.83,353.25,354.17,349.99,344.65,339.33,340.82,326.05,323.70,319.09,319.40,313.70,320.06,323.04,332.20,347.58,356.13,374.50,388.59,399.54,398.87,395.03,387.60,386.11,381.90,376.65,378.28,379.36,386.51,385.74,376.74,362.64,338.17,310.16,275.38
2016-02-01 21:54:07+00:00,L8,342.71,327.36,306.44,301.35,298.90,296.71,279.32,267.60,265.97,263.43,254.82,253.72,239.93,227.69,230.55,232.01,254.01,274.09,290.05,297.37,299.32,305.21,314.50,318.97,320.84,313.92,311.31,301.89,300.84,288.15,288.74,292.08,295.28,299.77,305.69,311.49,319.12,329.97,335.79,333.82,325.42,323.34,323.11,324.12,317.33,310.13,315.08,317.88,313.09,318.50,321.95,323.51,328.64,343.60,346.41,330.38,332.21,331.52,329.45,324.91,324.79,315.95,320.48,321.28,327.26,323.59,333.36,336.17,344.25,351.26,355.58,353.79,351.74,349.55,345.04,346.84,350.37,351.33,356.58,357.88,358.14,346.29,338.69,329.06,322.21,308.13,297.74,287.76,283.02,277.24,286.05,287.91,293.20,303.80,308.72,321.71,335.43,345.42,368.48,370.86,364.13,346.10,313.24,278.62,253.95,228.98,206.43,74.69,293.86,333.47,348.32,364.47,376.50,396.70,398.32,411.51,424.53,430.28,431.24,423.31,415.33,403.67,394.75,389.64,380.64,375.97,372.42,363.59,366.22,360.30,358.12,136.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-02-25 21:55:58+00:00,L7,338.13,311.92,301.65,299.40,297.69,291.79,269.44,265.33,261.89,247.72,248.83,237.10,235.92,224.03,230.40,230.43,250.42,272.77,287.79,295.95,295.92,303.37,309.61,315.02,313.46,309.82,307.93,293.71,287.02,286.30,281.11,284.56,293.87,298.36,306.53,311.93,324.04,331.59,335.64,332.22,326.61,322.31,320.89,317.11,320.26,317.41,319.34,320.77,311.04,311.65,321.48,320.50,323.02,338.20,339.28,330.79,330.48,328.64,319.62,320.42,322.29,321.22,322.29,321.48,325.09,325.11,330.32,340.18,346.19,353.57,352.38,348.51,349.18,341.27,346.12,348.12,349.37,352.37,348.99,353.74,353.08,345.14,335.11,327.31,317.26,308.73,300.60,289.21,288.19,284.19,284.28,286.73,290.34,300.45,307.86,325.45,338.90,353.15,367.78,374.35,353.17,330.29,293.40,266.45,248.90,219.44,187.88,91.88,264.96,305.59,342.44,358.14,377.28,383.72,393.95,398.01,418.07,423.04,418.52,416.61,404.68,399.61,389.48,384.15,377.57,367.80,366.23,358.67,357.37,354.55,354.57,348.82,341.52,335.29,338.74,333.23,327.00,326.21,322.29,315.56,317.88,320.11,330.26,330.78,347.61,356.16,376.72,389.67,399.68,395.67,389.30,384.32,378.10,381.08,377.69,382.98,380.68,388.54,382.46,374.56,356.96,338.16,307.13,271.94
2016-03-04 21:53:57+00:00,L8,358.03,333.88,325.06,317.58,317.95,315.11,303.41,292.14,280.90,275.13,270.16,261.69,249.10,246.28,245.67,255.58,268.83,285.01,300.62,317.24,324.91,323.51,328.52,336.21,340.82,339.02,330.33,318.98,312.14,309.77,303.86,307.86,316.86,323.43,325.73,332.48,336.62,338.95,343.14,343.06,338.02,337.37,339.70,336.92,334.09,332.58,329.47,327.65,327.90,331.27,336.91,341.36,347.18,357.22,353.43,350.52,345.35,342.94,340.67,337.68,335.18,332.40,332.85,333.62,335.22,343.35,347.18,353.53,356.28,364.45,366.87,364.08,357.52,362.68,365.33,364.37,367.61,372.05,368.04,371.31,362.62,358.39,349.64,342.14,333.62,321.65,311.47,304.33,297.85,298.98,296.63,297.89,301.13,311.44,321.04,330.73,344.46,362.09,379.07,383.35,374.69,346.48,301.86,278.88,253.49,232.13,202.56,141.78,284.57,315.00,356.03,375.65,397.99,404.20,419.45,430.13,439.48,454.20,449.76,447.61,435.38,424.95,416.88,412.29,405.97,399.92,395.84,389.41,387.03,386.31,380.30,381.33,371.39,370.91,367.85,361.77,355.13,352.41,342.80,341.79,339.32,344.53,350.92,359.20,371.22,386.25,395.34,418.08,425.47,418.76,421.89,417.83,410.66,411.57,405.99,413.23,419.02,422.69,422.15,421.49,424.48,435.18,428.09,411.13
2016-03-12 21:56:09+00:00,L7,296.43,284.18,271.05,266.25,265.40,258.26,247.82,238.57,230.67,230.35,223.06,217.44,206.99,192.45,194.21,201.05,210.87,228.40,246.79,263.17,267.70,275.14,282.59,292.21,293.07,278.98,274.86,266.29,258.18,257.64,255.74,257.94,262.81,262.87,267.99,274.27,279.44,286.22,297.84,298.67,293.93,296.40,294.56,291.68,288.90,289.21,289.42,287.23,293.12,299.39,304.91,308.89,317.15,318.56,311.92,309.67,305.19,303.51,302.46,299.62,298.31,300.36,292.00,297.95,299.50,299.51,309.61,315.03,320.53,329.24,327.85,317.38,316.45,316.97,319.02,319.71,318.75,325.83,328.28,328.19,322.03,310.19,303.50,295.34,280.81,275.90,269.09,259.27,254.70,253.15,258.13,260.85,268.79,274.43,285.42,303.07,312.30,324.70,336.24,342.73,340.53,311.86,275.80,249.92,228.69,195.50,158.35,106.99,200.98,274.83,313.93,329.70,341.45,359.79,368.41,379.26,393.07,402.31,403.02,394.58,390.16,377.70,367.93,361.03,357.22,345.96,346.28,338.18,334.97,328.05,326.70,322.80,321.88,319.86,319.30,320.62,307.88,301.26,296.56,292.44,297.99,305.04,310.66,316.73,325.19,334.12,352.95,363.80,379.39,376.77,370.67,362.61,358.36,355.38,356.91,358.28,360.28,362.91,364.34,348.22,331.93,307.24,276.35,232.98
2016-04-13 21:56:19+00:00,L7,313.46,302.69,290.78,281.65,284.91,274.13,263.98,252.39,255.58,244.30,241.53,234.88,222.57,218.15,215.27,219.88,235.27,253.38,270.11,285.13,293.43,297.22,296.69,306.97,309.01,305.41,298.23,289.37,283.22,277.89,276.17,281.33,284.67,284.19,288.04,296.82,301.38,309.94,317.23,314.62,309.34,310.13,311.40,309.62,305.07,306.34,306.65,304.70,306.80,311.34,311.00,316.90,323.34,329.61,328.05,321.16,321.27,319.70,315.59,310.90,308.92,305.76,307.94,311.27,313.17,314.35,323.95,323.99,332.48,340.36,337.57,335.80,334.40,331.33,331.56,336.20,338.52,336.46,340.00,339.55,333.89,327.02,313.95,306.81,298.78,291.21,283.16,271.64,268.84,265.25,266.70,266.92,271.93,280.99,293.05,307.44,323.85,331.50,344.76,348.09,339.88,314.29,283.39,252.42,233.73,217.51,197.72,160.90,248.60,295.63,308.31,340.85,349.76,366.23,376.79,391.35,403.04,409.91,413.34,402.14,397.90,391.33,376.38,377.91,366.46,357.55,353.32,346.59,343.83,345.87,342.90,341.56,337.12,332.24,332.75,328.83,320.10,314.73,309.73,308.05,310.25,310.99,315.40,322.41,342.48,350.23,363.38,378.78,389.90,388.33,382.31,379.82,374.45,372.84,375.05,370.94,373.69,380.50,381.33,374.81,364.34,343.10,304.10,260.43
2016-05-15 21:56:28+00:00,L7,337.70,327.21,310.67,304.96,305.78,300.92,297.79,294.27,291.77,273.75,265.09,258.75,241.85,237.08,236.22,249.46,263.98,282.13,303.14,317.57,329.75,331.73,339.21,339.13,338.64,334.89,317.86,316.36,305.82,299.10,298.50,301.29,310.88,316.42,318.11,328.19,333.18,335.61,345.95,336.92,337.26,342.98,342.33,341.46,336.12,326.54,322.45,325.35,329.64,333.62,338.08,341.89,349.81,355.47,348.85,344.35,350.96,349.48,339.22,333.20,331.39,335.02,333.66,333.39,323.32,328.95,337.41,338.91,349.04,353.08,366.95,367.44,358.08,363.86,359.28,363.52,363.68,357.24,359.38,360.75,359.94,346.85,337.48,327.50,328.30,322.21,317.30,310.74,305.03,301.22,300.29,292.22,299.23,304.97,316.44,329.19,346.50,358.53,374.14,378.20,373.16,343.88,302.99,268.86,247.43,223.97,200.62,172.64,289.72,310.11,334.63,378.43,380.90,397.16,402.24,426.44,428.95,433.42,434.85,424.54,423.82,416.16,405.26,410.17,404.27,393.39,388.17,386.86,380.33,382.06,375.07,371.13,367.80,364.24,366.99,357.91,354.37,349.88,340.17,335.03,337.87,341.19,343.67,353.09,360.70,373.47,388.09,403.07,423.25,417.29,413.31,412.01,403.86,406.93,402.97,400.90,406.71,416.33,423.12,410.39,392.97,390.46,393.98,362.31
2016-06-16 21:56:37+00:00,L7,,,,,,,293.03,289.28,,,,,,,,,253.65,274.21,295.35,318.76,327.14,329.27,330.35,334.40,337.26,330.25,316.44,311.53,303.72,297.72,300.24,304.95,307.80,312.76,320.65,324.22,321.91,328.16,329.97,333.29,330.53,331.89,334.93,332.46,328.67,328.44,323.19,325.14,323.66,326.31,330.67,338.01,341.36,342.12,348.46,343.51,334.45,329.57,330.96,330.59,328.77,331.23,328.23,332.35,331.26,338.89,341.38,350.59,359.50,370.15,365.77,363.70,359.52,357.35,355.85,351.53,359.45,355.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,420.31,432.14,453.19,458.47,446.79,434.02,430.97,421.29,416.56,405.35,398.27,393.56,392.50,395.39,394.93,396.35,383.52,389.34,383.35,375.99,362.10,350.19,342.39,339.26,,,,,,,,,,,,,,,,,,,,,,,,,
2016-07-02 21:56:38+00:00,L7,,,,,,,291.98,279.03,266.95,265.48,261.84,,,,231.81,239.27,245.86,264.13,291.50,319.34,330.38,327.82,334.45,335.31,330.19,324.14,314.98,303.33,293.73,291.93,295.16,300.92,296.83,313.79,323.02,317.41,321.69,330.38,337.31,336.39,327.29,328.35,331.01,329.10,324.78,325.04,324.19,325.94,328.39,326.33,333.87,338.13,324.58,339.88,352.56,344.09,333.95,333.57,334.27,327.42,329.53,330.04,324.50,326.75,328.31,333.29,333.45,342.09,353.27,356.90,363.00,358.22,353.46,353.60,346.78,348.00,345.66,345.31,347.88,340.91,337.03,336.80,323.68,323.47,311.71,306.91,301.35,296.77,287.99,285.69,282.76,283.94,294.79,308.43,323.34,330.14,337.82,351.01,365.46,,,,,,,,,,,,,,,397.94,408.14,430.78,430.24,446.79,447.35,437.14,422.85,424.23,419.01,411.22,400.71,397.32,388.27,386.22,389.72,386.39,382.13,381.68,381.22,379.88,370.13,358.38,345.50,338.45,332.98,333.10,333.86,336.53,343.97,351.28,363.30,,,,,,,,,,,,,,,,,,,
2016-07-26 21:54:04+00:00,L8,312.78,297.29,285.37,280.37,271.94,270.74,258.01,252.10,242.20,241.55,232.63,227.69,212.54,199.90,198.28,205.18,233.99,247.42,264.36,283.34,293.94,301.00,300.86,306.13,306.24,300.55,288.49,282.24,273.04,269.90,271.42,269.12,275.24,280.05,283.84,288.09,297.52,301.70,312.29,313.67,306.00,306.06,303.78,302.56,303.04,298.05,302.00,302.03,306.61,305.19,310.01,317.01,316.69,325.00,326.20,317.26,311.09,314.26,312.54,313.76,307.72,305.66,305.50,307.27,308.54,316.94,319.02,321.89,327.57,336.25,334.56,337.41,334.98,337.24,330.68,331.73,331.05,332.20,332.84,335.65,334.48,319.17,315.50,307.20,300.47,288.44,280.29,278.51,272.50,272.63,270.55,268.91,280.06,286.53,309.88,314.98,324.56,341.67,362.84,373.60,346.19,316.01,297.30,261.61,251.08,255.83,239.00,,199.48,284.48,315.31,336.19,353.48,362.32,373.94,395.36,405.06,416.99,411.88,407.43,400.68,389.42,382.03,378.87,369.36,359.51,357.28,349.35,350.06,345.89,342.78,340.88,334.03,335.88,326.17,324.70,317.14,314.17,306.16,306.80,310.26,313.51,317.85,323.73,340.44,352.20,363.90,383.21,395.23,388.84,385.91,380.42,372.86,371.68,371.07,365.19,374.67,388.97,389.56,378.17,369.64,363.53,340.59,310.95
2016-08-11 21:54:06+00:00,L8,327.47,315.29,299.19,294.68,291.78,287.06,279.04,270.21,262.21,260.88,264.25,252.54,233.40,218.86,210.38,219.00,235.59,261.95,281.50,299.86,300.86,309.28,317.11,322.30,322.54,311.09,308.84,297.44,284.82,285.72,284.76,283.45,288.53,290.48,298.28,303.61,308.23,316.90,325.02,328.26,331.46,316.89,306.46,319.40,321.35,309.05,319.00,322.39,326.66,320.04,324.10,324.21,333.09,339.24,340.34,331.95,321.03,321.78,314.49,311.46,318.06,314.16,317.59,316.95,318.34,320.80,323.19,319.45,331.73,337.82,347.02,346.40,346.75,340.24,345.15,343.40,341.06,336.27,338.37,347.34,348.15,327.58,320.48,313.55,305.16,295.89,290.62,285.64,287.34,278.87,280.17,278.97,291.50,299.60,306.88,327.28,338.30,351.49,366.67,360.67,342.46,323.26,304.98,292.26,283.41,268.70,266.33,185.21,152.58,299.10,327.22,336.69,360.53,370.60,386.51,399.16,413.88,424.12,421.49,416.44,407.39,400.81,388.08,388.38,379.77,367.42,364.66,357.99,353.21,355.62,348.59,343.82,339.85,332.64,340.52,335.89,326.49,323.16,315.35,311.81,319.62,330.07,331.98,344.05,350.84,357.95,377.41,394.08,401.63,402.94,399.89,389.89,380.43,385.61,379.12,385.28,398.47,405.45,410.24,399.68,384.87,376.24,364.29,329.83
2016-08-27 21:54:14+00:00,L8,358.68,331.78,310.87,305.04,305.66,302.46,293.24,277.53,268.49,269.94,268.11,260.95,245.55,233.79,231.96,230.13,246.52,272.80,290.82,316.30,321.44,322.42,325.50,333.28,337.11,332.02,324.54,312.31,303.53,293.06,295.35,292.93,297.51,300.91,314.51,321.16,318.99,325.96,331.78,334.79,329.84,327.22,321.95,323.40,322.51,319.25,316.35,319.62,326.08,322.89,325.99,330.76,336.09,343.54,345.65,344.21,335.36,327.71,327.24,317.79,326.54,325.99,328.41,322.08,328.91,332.53,335.07,343.15,347.84,350.30,359.19,354.99,354.62,355.42,349.56,346.53,348.94,355.39,348.17,349.40,347.91,340.07,332.84,325.66,314.85,314.56,306.38,292.08,297.67,296.09,297.16,295.32,299.60,308.86,313.02,343.68,342.02,359.93,370.02,363.76,350.52,334.56,333.68,327.84,324.76,365.09,366.36,313.60,186.01,283.92,335.65,346.49,361.51,383.40,398.49,413.46,426.84,436.68,433.19,421.03,415.72,409.49,398.70,395.22,397.29,385.38,373.88,367.13,368.91,369.71,367.55,361.09,353.49,351.52,350.43,342.48,330.33,328.24,319.69,324.94,323.40,331.07,340.89,347.21,351.86,363.71,384.48,400.89,419.71,411.88,406.40,403.40,402.61,393.01,390.56,402.45,409.90,419.52,419.17,413.06,407.09,398.54,393.35,367.91
2016-09-12 21:54:18+00:00,L8,367.87,336.04,310.90,303.61,300.29,299.26,295.50,288.70,280.08,274.01,270.20,260.62,241.79,229.41,233.97,245.62,262.62,282.38,293.86,305.29,316.21,317.99,325.17,332.74,333.04,321.21,314.66,312.70,302.24,292.32,293.20,293.71,297.83,301.62,311.78,312.34,316.88,326.14,334.82,331.00,328.59,326.90,322.20,318.01,320.69,323.29,318.90,319.30,325.20,330.60,328.65,334.59,340.61,347.80,348.86,346.05,340.23,332.34,333.61,332.03,336.26,331.41,335.02,329.42,323.05,326.07,331.71,344.18,351.93,352.62,352.44,353.78,350.27,358.91,350.97,345.25,357.92,352.77,349.53,357.91,350.33,350.97,340.41,322.52,331.30,314.58,302.60,297.24,295.17,297.74,294.30,299.79,301.00,313.54,323.07,342.25,348.96,358.72,365.51,365.95,346.32,337.20,334.82,336.07,344.41,368.55,354.17,298.36,198.20,273.81,331.36,340.46,361.03,377.42,396.11,405.84,423.12,436.49,435.20,422.88,415.72,416.20,402.30,396.61,391.65,383.58,377.41,373.00,373.93,372.07,366.79,359.83,354.83,353.46,349.61,343.36,331.27,328.14,329.39,329.27,333.72,337.11,342.89,349.24,361.03,371.72,384.74,399.22,414.00,408.54,404.17,399.68,395.57,392.75,390.49,396.52,408.41,419.43,413.28,409.41,404.65,397.11,386.74,422.66
2016-11-23 21:56:35+00:00,L7,358.84,328.82,313.00,303.26,303.43,300.35,296.33,287.80,281.01,272.79,273.45,264.32,247.39,236.08,236.32,245.57,262.17,279.35,288.63,301.99,312.47,318.61,324.32,331.32,334.65,329.33,317.78,313.44,293.97,307.46,300.54,300.82,299.83,302.30,300.35,308.86,323.38,325.27,331.33,338.96,329.61,325.13,328.62,325.84,326.44,326.90,327.17,325.32,328.28,324.30,330.40,338.25,344.66,350.40,354.02,351.19,340.08,337.55,333.76,331.06,334.16,333.93,332.97,334.48,330.18,334.87,338.90,341.73,344.51,354.93,358.01,360.48,355.76,348.98,354.75,351.74,352.33,351.13,356.39,358.19,354.93,344.76,342.15,332.02,325.32,316.00,306.32,301.22,303.11,302.30,304.50,301.95,308.98,310.82,324.82,330.75,343.50,350.19,360.02,357.01,342.10,335.75,321.99,322.32,326.32,336.92,326.37,266.80,242.58,273.87,314.55,344.59,354.33,365.32,381.44,394.84,413.29,438.35,435.46,423.72,420.38,415.79,405.10,396.85,387.18,385.38,381.60,379.47,374.04,372.30,368.84,360.71,365.36,357.34,355.80,345.94,339.15,330.64,329.67,331.72,333.21,330.84,343.40,350.50,367.14,375.82,388.94,403.07,421.58,419.10,414.17,414.64,406.95,395.77,400.55,403.19,406.09,411.07,413.23,409.38,398.27,403.60,386.86,396.21
2016-12-17 21:54:19+00:00,L8,328.01,296.37,286.55,278.91,275.68,270.58,265.07,253.91,246.75,240.30,241.91,235.28,216.26,211.17,207.34,215.43,231.13,250.83,261.27,275.00,286.03,290.79,295.26,302.06,305.19,296.87,288.95,283.01,280.79,279.24,278.36,277.76,278.82,276.82,275.78,286.46,293.72,304.54,309.73,312.55,306.55,303.04,302.42,299.00,300.49,303.97,303.46,304.66,307.79,308.00,309.57,315.80,322.16,330.28,330.96,325.96,320.43,316.60,317.91,319.67,315.45,314.14,314.48,311.50,312.07,314.67,318.85,321.60,329.61,335.09,337.43,335.11,333.67,332.01,336.10,331.50,327.98,327.27,334.35,334.13,333.48,326.36,321.49,314.58,307.62,296.68,292.47,290.79,286.02,288.63,280.16,283.30,288.76,291.91,303.96,313.68,327.05,332.39,342.14,340.61,322.06,315.28,305.89,306.70,309.19,317.65,301.47,220.58,188.20,247.97,298.48,336.75,339.16,344.48,364.12,365.50,388.70,398.85,403.31,396.68,393.55,388.10,376.40,371.44,363.69,356.10,349.11,346.29,340.68,335.41,336.19,325.47,326.76,327.33,326.01,322.78,314.39,303.23,303.93,304.88,305.71,310.12,317.26,323.00,340.66,353.84,360.64,378.25,393.85,388.44,385.09,377.14,372.94,370.42,369.48,366.25,373.54,378.53,380.22,370.99,350.02,317.99,300.87,273.08
2017-01-10 21:56:15+00:00,L7,342.82,305.94,287.29,286.08,278.39,270.80,267.39,262.02,246.46,243.74,244.61,238.71,218.42,221.82,213.73,219.28,233.58,246.14,263.57,281.03,289.02,290.27,294.94,304.27,308.62,305.07,287.33,282.05,277.50,279.70,275.32,278.71,281.23,287.63,294.44,290.20,296.68,303.48,310.95,314.83,310.54,310.08,305.98,306.45,307.39,304.40,304.26,305.65,315.12,322.91,319.93,318.58,322.61,333.88,326.45,322.71,324.18,323.87,328.37,323.51,318.25,316.16,317.41,319.65,314.30,320.40,327.91,334.13,335.86,348.46,347.86,347.58,354.10,344.20,339.02,337.95,342.01,342.83,349.22,349.93,348.61,335.08,331.86,320.78,317.27,306.45,292.01,288.94,285.25,290.76,289.20,287.89,287.53,295.81,310.07,307.91,315.82,326.06,335.09,331.36,311.52,301.40,293.11,292.50,302.99,316.14,314.18,169.53,151.23,249.62,323.66,348.98,358.22,360.79,379.53,391.23,395.71,417.63,419.07,416.61,405.83,392.33,388.35,377.38,375.37,370.26,360.92,357.91,360.29,356.07,350.90,348.58,345.16,342.16,343.05,342.87,328.42,323.21,323.59,323.42,323.10,328.14,340.78,350.16,357.37,366.45,384.68,403.45,414.53,409.68,411.01,400.18,401.57,393.12,388.11,390.77,386.68,398.04,405.29,403.17,372.03,351.66,298.61,275.81
2017-01-26 21:56:05+00:00,L7,342.87,325.28,300.25,296.12,292.21,290.40,280.70,276.57,265.90,262.70,261.33,258.04,239.30,224.99,230.39,236.69,253.37,274.82,286.31,293.24,303.52,308.88,313.99,324.71,319.25,308.80,306.95,297.00,296.82,292.14,290.75,292.44,293.75,301.35,300.60,303.56,310.36,313.31,322.70,327.34,322.58,320.75,316.19,316.70,319.31,316.01,312.87,320.69,329.83,331.52,333.08,333.96,338.14,345.50,340.07,337.00,337.52,336.86,338.69,335.99,329.17,327.52,331.55,330.45,326.42,329.43,336.74,339.58,342.75,356.91,354.94,353.64,356.01,350.31,349.20,351.25,353.63,357.54,360.80,364.02,360.08,349.37,336.94,325.98,317.74,311.68,300.68,296.03,301.15,302.04,294.05,292.03,297.39,304.45,309.59,316.11,329.16,342.41,343.54,339.61,319.71,306.87,307.51,309.00,322.46,348.82,346.02,184.94,156.24,246.66,324.73,350.43,368.22,363.90,371.02,386.88,404.68,416.06,417.04,418.10,406.58,404.22,390.57,389.81,384.76,375.66,371.94,366.61,362.17,360.62,357.00,352.78,350.46,348.33,347.53,343.06,334.73,324.79,325.30,323.57,326.33,329.86,341.39,351.06,364.77,375.06,388.03,403.43,415.74,413.93,411.38,405.91,402.37,402.07,390.81,391.94,392.43,402.37,407.22,407.99,395.34,386.57,331.76,296.84
2017-02-03 21:54:05+00:00,L8,332.67,312.29,298.06,290.92,292.46,282.49,276.31,269.23,262.85,261.66,260.67,254.53,237.35,222.79,228.07,235.39,255.56,274.13,279.63,288.46,297.14,302.98,309.99,314.67,309.96,307.74,305.01,296.02,290.90,285.89,284.03,290.54,291.42,292.72,296.50,300.66,303.75,311.73,325.14,331.61,326.77,321.59,317.69,320.08,316.87,315.26,313.83,318.61,317.09,326.48,328.14,329.02,339.56,343.00,342.42,341.17,334.37,335.83,332.84,329.58,326.66,319.22,326.68,322.59,324.32,325.94,331.47,337.11,341.56,355.01,351.61,354.50,354.59,349.40,341.53,347.95,344.80,350.47,351.51,362.00,359.06,349.63,342.53,331.96,324.67,311.95,306.73,298.06,301.80,299.28,299.71,295.28,305.83,310.49,316.72,321.95,334.17,344.05,343.83,343.03,322.46,313.42,314.04,307.67,318.40,342.86,330.36,185.11,153.45,245.94,308.41,341.54,356.46,352.91,364.22,388.18,392.87,412.60,412.19,411.23,406.39,393.06,387.60,384.02,371.77,363.14,362.36,357.41,358.22,354.86,348.90,347.40,340.34,344.92,340.07,339.92,,,,,,,,,,,,,,,,390.62,,,,,,,401.08,394.48,368.96,350.53,303.63,275.62
2017-05-02 21:56:31+00:00,L7,308.07,300.39,289.19,279.09,270.56,270.83,261.49,263.24,261.64,245.78,237.75,,,210.58,213.04,218.91,230.56,245.64,266.40,280.68,288.63,295.06,292.98,309.06,307.41,301.90,286.07,284.91,282.95,276.98,275.35,273.11,278.95,274.65,283.17,290.23,296.96,303.04,307.51,310.10,302.05,303.03,308.86,310.23,305.21,305.52,300.96,298.99,307.17,313.86,312.64,316.52,322.89,333.74,328.65,318.78,314.52,315.32,314.37,313.88,316.09,310.88,310.87,316.47,313.56,314.79,324.45,332.67,333.68,340.60,347.13,343.62,337.76,337.39,338.37,335.23,332.82,333.39,334.95,337.99,340.35,331.10,314.42,306.20,296.11,288.42,283.48,271.25,271.66,272.92,268.04,271.26,278.22,284.53,303.50,317.04,317.67,318.31,322.96,339.97,333.15,317.14,318.22,321.40,331.48,327.54,284.68,122.24,137.07,246.22,309.94,343.33,346.75,343.41,352.87,386.60,398.14,412.77,410.33,408.66,394.49,382.16,373.90,364.75,352.92,352.88,347.55,347.51,340.89,336.42,337.54,333.76,327.63,330.95,331.81,324.02,320.00,308.15,306.21,303.73,312.09,319.33,327.50,338.59,347.64,358.41,371.07,387.85,395.46,393.16,386.28,380.80,373.10,373.79,375.60,374.02,377.01,387.32,390.71,379.63,371.57,351.60,329.08,284.21
