dates,nzd0301-0000,nzd0301-0001,nzd0301-0002,nzd0301-0003,nzd0301-0004,nzd0301-0005,nzd0301-0006,nzd0301-0007,nzd0301-0008,nzd0301-0009,nzd0301-0010,nzd0301-0011,nzd0301-0012,nzd0301-0013,nzd0301-0014,nzd0301-0015,nzd0301-0016,nzd0301-0017,nzd0301-0018,nzd0301-0019,nzd0301-0020,nzd0301-0021,nzd0301-0022,nzd0301-0023,nzd0301-0024,nzd0301-0025,nzd0301-0026,nzd0301-0027,nzd0301-0028,nzd0301-0029,nzd0301-0030,nzd0301-0031,nzd0301-0032,nzd0301-0033,nzd0301-0034,nzd0301-0035,nzd0301-0036,nzd0301-0037,nzd0301-0038,nzd0301-0039,nzd0301-0040,nzd0301-0041,nzd0301-0042,nzd0301-0043,nzd0301-0044,nzd0301-0045,nzd0301-0046,nzd0301-0047,nzd0301-0048,nzd0301-0049,nzd0301-0050,nzd0301-0051,nzd0301-0052,nzd0301-0053,nzd0301-0054,nzd0301-0055,nzd0301-0056,nzd0301-0057,nzd0301-0058,nzd0301-0059,nzd0301-0060,nzd0301-0061,nzd0301-0062,nzd0301-0063,nzd0301-0064,nzd0301-0065,nzd0301-0066,nzd0301-0067,nzd0301-0068,nzd0301-0069,nzd0301-0070,nzd0301-0071,nzd0301-0072,nzd0301-0073,nzd0301-0074,nzd0301-0075,nzd0301-0076,nzd0301-0077,satname
2000-08-14 21:51:44+00:00,371.10,367.73,363.33,361.19,350.88,345.60,338.06,336.56,332.44,330.92,327.49,326.16,324.61,321.17,319.23,324.08,321.13,318.33,317.59,317.32,315.82,318.93,318.30,319.42,323.26,326.81,331.18,334.32,333.64,335.35,329.63,326.44,324.18,324.02,324.08,324.15,323.69,322.91,322.01,326.68,329.83,334.94,336.70,337.22,331.72,328.57,326.30,326.17,323.32,324.16,329.80,327.06,327.24,324.10,323.30,322.08,322.95,323.33,322.63,324.58,331.36,334.18,337.02,340.27,345.27,346.01,349.97,356.97,364.76,366.02,363.26,360.56,357.90,355.28,353.43,348.48,343.98,340.64,L7
2000-09-15 21:51:13+00:00,371.10,367.73,363.33,361.19,350.88,348.16,341.53,339.23,335.77,332.88,327.49,325.75,323.62,320.70,320.09,319.41,316.93,314.12,313.89,313.82,313.66,318.23,315.29,315.55,319.32,322.09,324.14,328.30,327.15,330.60,327.41,326.82,322.48,317.77,319.58,319.46,318.05,319.87,317.38,319.04,321.06,324.97,328.09,333.50,328.85,326.28,322.46,321.92,319.14,318.09,323.99,318.62,324.57,319.88,318.07,315.92,317.24,315.50,317.53,321.85,329.73,332.51,334.53,336.96,343.92,345.11,350.43,357.59,364.67,364.15,361.56,357.19,355.76,354.19,353.67,346.16,340.94,333.33,L7
2000-09-22 21:57:17+00:00,368.50,366.55,364.25,362.15,354.94,350.20,343.52,340.68,336.65,334.28,328.70,326.00,323.66,321.72,320.76,319.80,316.53,313.11,312.87,314.08,314.39,319.26,317.05,316.57,320.04,322.65,325.02,328.91,328.80,331.81,328.12,326.59,323.20,318.24,319.51,319.84,317.98,319.53,318.44,319.61,322.36,324.92,327.74,333.76,329.34,328.11,326.26,326.97,322.75,319.87,323.91,319.34,323.18,318.98,315.53,315.92,317.24,315.50,317.53,321.85,329.73,332.51,334.53,336.96,343.92,345.11,350.43,357.59,364.67,364.15,361.56,357.19,355.76,352.78,354.85,348.96,344.52,339.09,L7
2000-11-25 21:57:10+00:00,368.12,365.64,363.15,361.18,354.62,350.91,344.78,340.70,336.57,332.73,327.79,322.52,319.47,316.57,317.59,316.06,313.12,309.99,309.13,310.29,311.31,316.58,314.54,313.25,316.55,318.69,320.30,324.80,325.62,330.23,327.17,325.39,320.76,314.68,316.76,318.25,315.95,318.09,317.26,317.88,319.78,322.90,328.01,333.71,328.37,326.87,324.60,324.86,321.39,316.68,320.25,314.39,319.09,314.21,310.36,308.61,310.56,308.00,311.60,318.32,327.52,329.23,331.07,333.96,342.33,344.80,351.54,356.93,363.93,360.25,356.99,354.85,353.03,352.31,355.55,346.24,345.34,339.78,L7
2000-12-04 21:50:58+00:00,370.43,369.64,364.68,363.08,359.13,354.63,347.00,343.16,340.98,336.66,330.55,324.22,320.71,320.36,321.44,318.70,315.86,313.92,314.18,314.89,313.65,319.21,315.60,315.50,318.39,320.24,323.68,326.79,327.33,331.30,327.11,327.31,326.05,321.12,321.39,322.03,320.92,322.80,322.54,324.17,326.42,328.53,333.76,338.49,330.95,329.81,329.48,329.49,326.68,320.27,322.32,317.66,322.98,318.11,315.57,314.00,315.88,315.24,319.26,325.22,332.18,334.70,337.47,341.68,348.73,350.27,354.27,359.97,366.13,364.12,361.64,361.00,357.93,354.96,357.67,350.40,349.86,344.47,L7
2001-01-12 21:57:18+00:00,369.24,369.10,364.36,361.00,356.49,353.02,347.75,344.64,341.13,336.21,330.01,324.12,322.53,321.18,321.01,317.70,315.72,313.91,313.05,312.44,311.61,318.46,315.21,314.33,317.44,319.15,323.42,327.10,326.35,332.07,328.34,327.59,325.48,320.25,320.62,321.23,319.28,322.09,321.78,324.20,325.87,327.62,332.06,337.27,331.23,330.93,330.32,329.55,328.04,320.87,322.31,315.21,322.26,318.46,309.70,313.00,315.56,314.14,320.57,324.28,331.40,334.39,338.43,341.44,346.67,348.52,353.38,359.12,364.89,361.76,360.14,359.18,355.20,355.25,356.03,349.81,348.94,343.78,L7
2001-01-21 21:51:10+00:00,368.17,368.38,363.37,359.48,354.32,351.37,347.18,344.20,339.97,335.09,329.40,324.07,322.62,321.05,319.76,316.76,315.09,313.31,311.80,310.04,310.50,317.16,314.36,314.22,317.04,318.18,322.48,326.65,325.60,331.65,328.61,327.04,324.63,319.33,319.81,320.36,318.35,321.44,321.34,323.87,324.87,326.32,330.71,335.96,330.63,330.43,329.50,328.32,327.11,321.05,322.59,316.10,321.91,317.83,309.90,312.17,314.20,312.25,318.75,322.88,329.62,333.16,337.14,340.43,345.72,347.64,352.20,357.20,362.40,359.14,357.36,356.03,353.06,354.02,354.41,348.59,347.41,342.53,L7
2001-02-06 21:51:02+00:00,369.17,368.90,363.73,359.39,354.15,351.50,347.31,344.45,339.66,335.06,329.67,324.99,323.57,320.84,319.62,317.12,315.66,313.67,311.36,310.07,310.88,316.08,314.80,315.14,318.05,318.20,322.20,327.32,325.92,332.44,329.95,327.71,324.64,319.12,319.91,320.48,318.83,321.68,321.54,323.97,323.94,326.36,330.98,336.16,331.38,330.81,329.24,328.66,326.85,321.38,323.52,316.48,322.63,318.09,310.77,311.64,313.75,311.86,318.25,321.35,328.38,330.50,334.91,338.64,343.99,345.90,351.25,356.15,361.44,358.00,356.03,355.18,352.37,354.33,354.27,348.46,347.61,342.87,L7
2001-02-13 21:57:15+00:00,371.21,370.75,364.18,360.32,356.05,353.16,350.02,346.68,341.94,337.05,331.12,326.97,324.56,322.05,320.63,318.88,317.47,314.61,312.71,312.12,312.53,316.41,317.25,316.61,318.47,320.10,323.55,328.42,327.85,334.51,332.14,327.95,325.08,320.60,320.76,322.45,320.89,322.58,325.63,326.85,325.59,329.02,333.69,340.68,335.48,335.62,334.08,333.45,331.28,325.26,325.46,318.99,326.12,319.69,311.33,312.25,317.36,318.27,322.16,324.93,330.56,331.62,337.12,340.35,345.88,347.65,352.65,357.94,360.94,357.00,355.93,356.34,354.24,355.59,356.48,351.06,351.22,346.78,L7
2001-03-10 21:50:58+00:00,371.69,370.50,364.44,360.92,357.45,354.85,351.86,348.43,343.92,338.66,332.50,328.09,325.81,322.68,321.64,319.87,317.83,315.28,313.36,312.51,312.90,316.89,317.99,317.99,319.82,321.39,323.95,329.50,329.77,336.84,334.15,329.44,325.98,321.05,320.88,322.22,321.23,322.62,325.44,326.96,325.89,329.72,335.29,342.21,337.22,337.61,335.38,335.20,332.72,326.89,327.16,320.83,327.46,320.68,312.65,313.03,318.49,318.58,322.67,325.75,332.01,333.06,337.84,340.90,347.04,347.83,353.47,358.03,360.86,357.34,356.14,356.79,354.63,356.26,356.93,351.22,351.52,347.04,L7
2001-06-30 21:50:00+00:00,369.42,367.13,361.63,358.79,354.07,352.46,353.22,350.20,343.30,337.36,332.43,330.69,329.58,322.65,319.23,318.37,317.17,314.53,310.64,308.60,309.51,312.03,314.26,315.69,319.04,321.31,322.73,330.88,330.80,340.37,338.40,329.91,323.51,318.48,318.28,320.43,319.97,320.60,325.25,326.76,322.72,328.32,334.34,341.72,339.42,340.74,336.21,335.33,332.12,330.10,327.50,321.20,326.71,318.28,309.92,311.64,318.29,317.61,319.70,322.05,329.50,330.80,336.13,335.89,343.99,344.82,351.56,348.93,352.05,350.55,351.92,352.89,351.81,354.44,353.05,348.74,348.38,343.08,L7
2001-07-07 21:56:12+00:00,369.42,367.13,361.63,358.79,354.07,352.46,353.22,350.20,343.30,337.36,332.43,330.69,329.58,322.65,319.23,318.37,317.17,314.53,310.64,308.60,309.51,312.03,314.33,315.53,320.44,321.31,322.73,330.88,330.80,340.37,338.40,329.91,323.51,318.48,318.28,320.43,319.97,320.60,325.25,326.76,322.72,328.32,334.34,341.72,339.42,340.74,336.21,335.33,332.12,327.92,325.91,319.63,324.87,318.28,309.92,311.64,318.29,317.61,319.70,322.05,329.50,330.80,336.13,335.89,343.99,344.82,351.56,348.93,352.05,350.55,353.51,354.76,352.70,354.44,353.05,348.74,348.38,343.08,L7
2001-08-17 21:49:28+00:00,363.21,360.95,360.14,361.74,359.70,359.60,356.38,356.07,354.16,349.49,343.15,337.94,335.10,327.27,330.00,328.17,322.38,320.77,320.50,319.09,315.82,316.74,314.79,317.30,328.12,325.67,327.75,336.10,339.56,347.78,344.20,337.07,328.47,321.33,319.59,320.49,323.00,323.93,324.20,329.23,330.51,335.91,343.98,348.49,346.00,343.50,337.00,339.06,334.76,323.69,322.66,319.62,322.08,313.68,316.69,315.61,321.80,314.27,317.19,324.19,331.90,336.42,336.94,330.95,344.26,341.08,351.49,344.57,352.18,349.23,358.25,360.65,357.16,364.61,362.77,352.32,353.38,346.47,L7
2001-09-09 21:55:24+00:00,367.57,365.48,364.21,364.15,359.10,357.07,352.49,351.56,351.21,347.42,344.65,337.77,334.79,331.92,334.01,334.05,333.89,326.85,321.18,324.98,318.37,317.56,314.68,316.45,325.78,325.10,333.53,342.63,338.54,339.17,335.86,331.21,324.08,330.84,330.14,333.33,326.98,324.63,324.51,348.26,347.22,355.35,339.84,359.57,359.73,333.49,341.07,337.97,336.78,319.23,327.54,325.25,324.71,306.71,324.61,327.90,331.31,325.19,316.67,319.55,323.06,332.07,334.38,334.82,347.12,333.07,356.54,349.06,360.17,363.12,368.68,370.10,365.59,373.47,372.12,367.29,364.56,362.46,L7
2001-09-18 21:49:05+00:00,367.63,366.05,363.52,361.11,356.75,352.72,347.51,345.64,346.21,343.36,340.13,334.41,331.21,328.19,330.41,330.67,329.69,324.34,322.04,323.62,317.32,317.16,314.92,316.78,324.70,321.85,330.14,338.27,335.57,336.36,334.11,328.54,321.80,323.52,322.98,326.23,323.23,322.39,323.86,340.33,340.29,348.10,339.87,354.17,359.73,334.07,335.13,330.94,326.63,316.05,323.92,321.14,321.66,305.62,317.38,318.98,322.46,316.74,314.17,319.65,326.14,331.85,332.71,332.45,341.39,330.49,350.49,347.33,358.98,361.36,365.70,364.24,360.43,366.35,366.15,359.78,357.09,354.13,L7
2001-09-25 21:55:16+00:00,372.06,369.73,365.89,363.32,358.83,354.98,350.75,349.70,349.11,344.83,341.43,337.71,334.85,332.80,334.34,335.05,334.22,327.58,324.92,324.90,319.48,319.64,316.75,318.23,325.17,323.69,331.89,338.88,337.11,337.84,335.54,330.28,323.93,325.01,324.64,327.41,325.42,325.05,330.86,341.74,343.31,351.15,346.46,359.22,365.27,345.16,337.06,331.88,327.39,319.79,325.89,323.12,323.86,312.13,320.13,321.61,323.87,320.13,318.91,323.10,328.80,335.30,335.81,334.48,342.67,335.82,350.32,349.41,359.90,363.83,367.99,365.08,361.74,367.24,366.88,359.23,358.54,352.68,L7
2001-11-05 21:49:02+00:00,376.94,372.74,367.93,364.34,359.29,356.21,352.15,350.45,349.64,346.89,341.40,337.96,335.98,335.38,336.16,336.40,335.73,329.58,328.18,327.73,322.08,321.25,318.03,318.59,324.80,323.92,331.61,337.59,336.08,340.72,335.51,331.20,323.99,324.73,324.92,327.83,330.64,331.59,338.00,344.91,346.39,352.94,350.38,360.38,365.68,348.79,338.68,333.23,329.82,321.79,325.20,322.84,323.15,312.85,319.01,321.29,323.11,320.70,320.44,325.07,329.89,336.05,337.37,335.63,343.44,337.17,349.11,350.08,358.67,362.55,367.27,364.96,361.76,365.04,363.96,358.22,357.18,351.40,L7
2001-12-30 21:55:25+00:00,382.77,375.75,367.75,361.67,356.20,352.88,349.61,347.60,346.95,343.61,338.20,333.26,331.78,331.22,333.44,334.39,332.97,326.09,325.16,325.03,323.46,321.79,318.88,318.20,321.92,320.65,327.95,334.07,333.73,337.73,333.35,329.66,322.80,322.56,322.46,325.07,330.64,329.37,334.07,339.49,340.83,347.41,345.12,354.46,357.12,343.39,334.79,329.34,325.21,318.60,323.74,319.89,321.36,310.84,316.05,317.98,320.09,318.59,319.78,324.63,330.35,334.76,334.42,334.64,339.25,333.42,345.11,351.94,360.05,364.01,366.02,362.34,358.85,361.28,360.45,354.93,354.73,348.27,L7
2002-02-09 21:49:33+00:00,384.10,377.48,368.81,362.45,357.26,353.64,350.88,348.74,347.67,344.14,339.02,334.27,332.80,332.39,334.63,335.18,334.08,327.21,326.14,326.12,325.29,324.29,322.07,320.71,323.24,322.61,329.27,335.22,335.01,339.28,335.26,332.96,326.36,325.75,326.39,328.31,334.09,332.01,336.62,341.22,342.03,347.70,346.42,354.95,357.65,345.65,337.32,331.22,326.34,319.97,324.78,320.70,321.92,312.50,316.55,317.47,319.52,318.04,320.60,325.82,331.87,336.06,334.94,335.63,339.62,334.25,345.30,351.55,359.90,364.33,366.79,361.86,358.93,360.84,360.13,354.15,354.36,349.00,L7
2002-02-16 21:55:42+00:00,388.95,380.34,369.78,362.58,358.47,355.84,352.20,349.55,348.24,344.22,339.04,334.22,332.85,333.51,335.39,336.88,336.59,329.04,326.66,326.85,326.19,325.53,322.90,321.68,323.23,323.90,329.52,335.61,336.09,340.54,336.24,332.99,326.79,327.05,327.90,329.58,336.50,333.18,339.04,342.98,343.58,349.55,347.74,357.02,361.00,348.08,341.45,334.93,329.53,322.66,325.17,319.86,320.59,314.92,318.45,318.90,320.20,319.27,322.60,327.67,333.62,337.61,336.91,338.00,340.65,335.85,345.03,350.19,358.50,363.36,366.71,363.46,360.90,360.58,359.51,354.73,354.03,347.77,L7
2002-03-04 21:55:45+00:00,388.45,379.84,368.34,361.99,357.41,355.12,351.88,349.16,347.56,343.58,337.79,333.09,331.98,332.86,334.02,335.11,334.60,327.96,325.25,325.34,325.66,324.51,323.00,323.62,324.20,323.62,329.52,334.62,334.85,339.38,335.07,332.13,326.81,328.28,330.56,331.24,335.06,333.74,336.90,339.21,340.80,348.70,345.21,356.37,359.41,347.55,341.36,335.84,329.05,324.86,324.86,318.81,318.81,314.08,318.52,319.11,319.47,319.43,323.70,328.20,333.25,336.81,338.65,339.30,339.87,337.84,344.70,349.97,356.17,361.91,367.49,364.41,362.14,362.31,358.94,353.93,352.68,346.32,L7
2002-03-13 21:49:32+00:00,388.50,379.48,366.89,360.40,357.82,354.39,351.07,347.80,346.47,343.08,337.23,333.20,332.78,333.62,334.64,335.51,333.65,327.26,326.00,325.05,325.97,325.38,324.46,323.33,324.29,322.63,327.99,332.26,333.67,342.79,335.29,332.54,327.22,325.71,328.50,328.77,338.61,336.32,336.90,334.76,337.32,343.47,343.99,351.68,353.47,346.43,339.24,334.21,326.23,324.12,320.62,312.70,313.71,313.08,313.93,314.14,315.45,314.64,323.48,329.06,334.50,337.14,337.99,334.78,335.65,337.09,340.82,346.18,353.50,359.75,364.46,361.06,359.26,359.88,356.04,349.86,349.36,341.39,L7
2002-04-14 21:49:26+00:00,391.07,379.57,365.46,359.35,355.96,353.52,350.56,347.24,344.86,342.43,335.69,330.88,331.20,332.41,333.68,334.30,331.79,326.01,324.87,325.68,327.70,326.38,325.94,324.62,325.22,323.81,328.37,332.12,334.16,343.87,334.89,332.57,328.17,327.39,332.17,331.78,342.90,339.89,337.03,333.03,333.43,340.72,341.74,348.90,348.62,343.70,340.51,335.89,327.88,324.46,320.23,310.74,311.09,310.99,312.68,312.73,313.43,313.32,323.23,330.06,334.15,335.34,336.47,333.74,335.03,337.45,340.01,345.07,352.18,358.06,363.17,362.66,360.51,359.50,354.16,349.22,348.37,341.21,L7
2002-05-16 21:49:21+00:00,387.23,376.45,362.93,357.67,355.03,352.25,349.36,346.20,343.71,340.31,334.75,329.54,329.65,330.19,332.06,333.05,330.14,323.70,321.61,323.01,326.22,325.88,325.98,325.39,325.68,323.61,327.85,332.06,334.60,342.48,334.79,332.00,329.15,328.34,333.70,332.35,340.74,336.33,331.43,326.89,327.11,336.84,337.66,345.68,344.96,340.51,339.73,335.43,325.94,323.23,320.09,309.00,309.80,310.21,312.37,311.52,312.32,311.71,322.56,329.48,334.12,334.60,335.28,332.47,333.10,336.82,339.30,343.67,352.12,358.18,363.07,362.31,360.25,360.15,354.53,348.23,347.70,340.20,L7
2002-05-23 21:55:30+00:00,387.23,376.45,362.93,357.67,355.03,352.25,349.36,346.20,343.71,340.31,334.75,329.54,329.65,330.19,332.06,333.05,330.14,323.70,321.61,323.01,326.22,325.88,325.98,325.39,325.68,323.61,327.85,332.06,334.60,342.48,334.79,332.00,329.15,328.34,333.70,332.35,340.74,336.33,331.43,326.89,327.11,336.84,337.66,345.68,348.37,333.54,339.73,328.13,325.94,323.23,315.79,303.57,309.80,310.21,307.88,311.52,312.32,311.71,322.56,329.48,334.12,334.60,335.28,332.47,333.10,336.82,339.30,343.67,352.12,358.18,363.07,362.31,360.25,360.15,354.53,348.23,347.70,340.20,L7
2002-08-20 21:48:46+00:00,379.16,370.51,358.31,356.83,350.82,348.59,344.10,340.95,337.42,336.44,331.35,327.67,328.59,328.36,328.91,328.28,323.50,317.46,316.51,317.73,318.57,320.51,322.61,324.38,323.10,321.32,325.26,329.86,332.16,343.76,331.55,327.09,325.34,327.73,334.46,332.85,332.94,333.04,324.05,317.40,318.77,332.61,333.17,344.26,347.04,328.85,330.14,319.00,320.67,323.47,313.71,299.21,305.89,304.92,302.23,308.05,308.99,309.04,319.28,323.92,328.81,327.41,334.07,330.02,332.35,338.11,339.75,342.62,349.87,355.33,358.04,356.38,353.62,358.64,350.96,343.83,343.20,335.84,L7
2002-09-12 21:54:43+00:00,376.26,370.03,361.00,353.33,343.85,342.41,338.12,338.92,333.76,332.95,328.53,325.36,323.83,322.04,322.13,320.63,314.60,313.97,314.40,316.42,314.34,314.46,313.95,315.02,317.45,317.81,322.19,325.98,331.11,333.77,327.05,322.07,322.74,321.37,324.33,326.42,322.90,321.00,318.35,315.21,314.73,321.66,338.12,341.77,341.47,319.01,317.70,305.93,310.48,310.70,304.27,294.81,301.43,302.33,300.60,304.46,306.40,304.82,308.93,315.90,322.31,323.76,325.63,323.30,327.68,330.19,330.44,331.88,344.65,342.33,347.08,350.81,345.42,348.05,346.25,342.58,341.51,334.24,L7
2002-09-21 21:48:25+00:00,375.27,369.19,361.02,352.88,341.67,340.01,337.00,337.56,334.01,333.19,328.40,325.55,323.67,321.15,320.69,319.20,314.58,312.25,312.13,313.10,312.19,312.07,311.20,311.50,314.53,314.29,318.23,323.15,328.51,330.73,325.06,320.88,320.08,317.44,320.38,322.23,318.30,317.90,313.88,311.50,312.35,320.82,335.18,339.57,338.92,319.30,316.56,306.62,310.32,310.12,304.94,295.14,301.84,301.34,300.30,301.10,303.53,301.12,305.56,313.32,320.88,322.19,324.41,323.95,328.47,330.97,332.06,334.59,344.68,343.25,346.08,347.30,341.70,342.40,342.43,342.58,341.51,334.24,L7
