dates,satname,sar2501-0000,sar2501-0001
1986-09-17 09:26:13+00:00,L5,225.68,206.48
1986-09-26 09:19:45+00:00,L5,226.29,216.54
1986-10-12 09:19:14+00:00,L5,229.54,208.06
1987-01-16 09:19:18+00:00,L5,,
1987-02-08 09:26:15+00:00,L5,227.34,218.43
1987-03-21 09:21:38+00:00,L5,238.04,226.70
1987-04-29 09:29:06+00:00,L5,225.67,217.10
1987-05-08 09:23:11+00:00,L5,231.36,217.95
1987-05-15 09:29:33+00:00,L5,226.24,211.95
1987-06-09 09:23:59+00:00,L5,219.21,219.76
1987-06-16 09:30:19+00:00,L5,219.99,206.75
1987-06-25 09:24:20+00:00,L5,231.89,220.41
1987-07-02 09:30:39+00:00,L5,222.04,217.07
1987-07-11 09:24:39+00:00,L5,235.47,218.90
1987-07-18 09:30:57+00:00,L5,230.91,218.05
1987-07-27 09:25:01+00:00,L5,214.40,211.31
1987-08-03 09:31:25+00:00,L5,229.94,223.80
1987-08-12 09:25:31+00:00,L5,221.93,217.68
1987-08-19 09:31:54+00:00,L5,225.56,216.53
1987-09-13 09:26:21+00:00,L5,230.64,216.56
1987-09-20 09:32:42+00:00,L5,226.60,211.70
1987-10-06 09:33:02+00:00,L5,,
1987-10-31 09:27:40+00:00,L5,224.42,218.52
1987-11-16 09:27:39+00:00,L5,238.80,218.08
1987-12-02 09:27:54+00:00,L5,232.49,208.18
1988-01-10 09:34:42+00:00,L5,227.33,200.78
1988-01-19 09:28:41+00:00,L5,110.16,
1988-02-11 09:35:17+00:00,L5,224.13,218.46
1988-02-20 09:29:14+00:00,L5,222.41,213.06
1988-03-07 09:29:48+00:00,L5,,
1988-04-15 09:35:50+00:00,L5,226.70,219.92
1988-05-17 09:36:08+00:00,L5,229.18,222.22
1988-06-02 09:36:14+00:00,L5,210.38,208.65
1988-06-11 09:30:05+00:00,L5,,
1988-06-18 09:36:19+00:00,L5,227.60,
1988-07-04 09:36:24+00:00,L5,234.11,
1988-07-13 09:30:15+00:00,L5,231.22,222.40
1988-07-29 09:30:18+00:00,L5,216.11,218.84
1988-08-05 09:36:28+00:00,L5,226.62,211.97
1988-08-14 09:30:16+00:00,L5,232.75,218.03
1988-08-21 09:36:29+00:00,L5,214.56,213.56
1988-08-30 09:30:21+00:00,L5,228.83,218.21
1988-09-06 09:36:31+00:00,L5,237.39,214.67
1988-09-15 09:30:17+00:00,L5,231.57,218.06
1988-09-22 09:36:26+00:00,L5,227.02,206.58
1988-10-01 09:30:34+00:00,L5,224.87,206.58
1988-10-08 09:36:21+00:00,L5,215.99,206.30
1988-12-04 09:30:05+00:00,L5,,
1988-12-11 09:36:09+00:00,L5,229.26,207.36
1989-01-12 09:35:56+00:00,L5,226.93,203.16
1989-01-28 09:35:43+00:00,L5,229.61,205.34
1989-02-06 09:29:35+00:00,L5,226.71,210.81
1989-02-22 09:29:28+00:00,L5,229.84,221.84
1989-03-26 09:28:29+00:00,L5,241.73,231.33
1989-04-02 09:34:48+00:00,L5,228.31,213.39
1989-04-18 09:34:43+00:00,L5,219.42,212.10
1989-05-20 09:34:09+00:00,L5,232.83,218.11
1989-06-14 09:27:46+00:00,L5,217.83,225.58
1989-06-21 09:33:31+00:00,L5,220.54,213.79
1989-06-30 09:27:15+00:00,L5,233.48,
1989-07-23 09:32:57+00:00,L5,213.83,207.09
1989-08-24 09:32:15+00:00,L5,226.66,214.72
1989-09-02 09:25:53+00:00,L5,,
1989-09-09 09:31:51+00:00,L5,222.74,195.25
1989-09-18 09:25:20+00:00,L5,235.61,215.05
1989-09-25 09:31:28+00:00,L5,237.73,212.09
1989-10-04 09:25:12+00:00,L5,,
1989-10-11 09:31:06+00:00,L5,221.95,213.06
1989-10-27 09:30:27+00:00,L5,235.38,219.19
1989-11-12 09:30:07+00:00,L5,225.63,214.51
1989-11-28 09:29:40+00:00,L5,240.15,
1989-12-14 09:29:14+00:00,L5,221.52,206.74
1989-12-23 09:22:46+00:00,L5,211.76,218.63
1990-01-31 09:27:43+00:00,L5,223.42,206.94
1990-02-16 09:27:12+00:00,L5,209.42,206.33
1990-03-04 09:26:38+00:00,L5,236.25,
1990-04-14 09:19:47+00:00,L5,235.63,218.01
1990-04-21 09:25:58+00:00,L5,230.15,221.42
1990-05-16 09:19:49+00:00,L5,231.68,220.66
1990-05-23 09:25:56+00:00,L5,220.84,203.17
1990-06-01 09:19:44+00:00,L5,231.79,232.98
1990-06-17 09:19:42+00:00,L5,221.76,218.87
1990-06-24 09:25:54+00:00,L5,213.68,205.65
1990-07-10 09:25:52+00:00,L5,218.94,203.24
1990-07-19 09:19:37+00:00,L5,233.66,
1990-07-26 09:25:48+00:00,L5,230.53,212.64
1990-08-04 09:19:56+00:00,L5,216.95,230.98
1990-08-11 09:25:43+00:00,L5,235.74,220.63
1990-08-20 09:19:30+00:00,L5,240.98,220.24
1990-09-05 09:19:23+00:00,L5,217.54,221.88
1990-09-12 09:25:35+00:00,L5,224.65,
1990-09-21 09:19:19+00:00,L5,217.52,203.11
1990-09-28 09:25:26+00:00,L5,231.39,215.39
1990-10-07 09:19:07+00:00,L5,221.09,217.89
1990-10-14 09:25:20+00:00,L5,214.57,206.88
1990-10-30 09:25:11+00:00,L5,,
1990-11-15 09:25:13+00:00,L5,219.65,204.62
1991-01-02 09:25:37+00:00,L5,211.99,194.12
1991-01-11 09:19:39+00:00,L5,234.04,215.98
1991-02-12 09:20:19+00:00,L5,242.88,
1991-04-01 09:21:10+00:00,L5,223.65,196.77
1991-04-08 09:27:30+00:00,L5,238.96,232.79
1991-04-24 09:27:46+00:00,L5,229.79,220.24
1991-05-26 09:28:22+00:00,L5,236.75,
1991-06-04 09:22:42+00:00,L5,237.14,
1991-06-20 09:22:30+00:00,L5,212.75,219.34
1991-06-27 09:28:49+00:00,L5,221.16,213.71
1991-07-06 09:22:46+00:00,L5,232.41,231.96
1991-07-13 09:28:57+00:00,L5,218.76,212.27
1991-07-22 09:22:58+00:00,L5,212.58,216.33
1991-07-29 09:29:13+00:00,L5,229.42,
1991-08-07 09:23:04+00:00,L5,233.88,232.37
1991-08-14 09:29:15+00:00,L5,222.87,221.22
1991-08-23 09:23:10+00:00,L5,219.86,219.80
1991-09-15 09:29:38+00:00,L5,223.71,205.32
1991-09-24 09:23:31+00:00,L5,229.90,219.41
1991-10-01 09:29:43+00:00,L5,231.35,212.40
1991-10-17 09:29:54+00:00,L5,237.87,210.73
1991-11-02 09:29:52+00:00,L5,231.69,203.02
1991-11-11 09:23:45+00:00,L5,238.17,205.83
1991-12-04 09:30:12+00:00,L5,218.05,209.69
1992-01-05 09:29:59+00:00,L5,,
1992-01-14 09:23:49+00:00,L5,,
1992-02-06 09:29:56+00:00,L5,222.45,217.10
1992-02-15 09:23:38+00:00,L5,220.19,219.35
1992-04-19 09:23:30+00:00,L5,227.48,
1992-04-26 09:29:34+00:00,L5,228.90,210.93
1992-05-12 09:29:27+00:00,L5,227.37,214.34
1992-05-28 09:29:18+00:00,L5,226.45,214.93
1992-06-06 09:23:03+00:00,L5,225.62,225.69
1992-06-13 09:29:08+00:00,L5,231.66,
1992-06-29 09:28:56+00:00,L5,230.55,204.83
1992-07-08 09:22:38+00:00,L5,240.11,214.33
1992-07-15 09:28:44+00:00,L5,223.09,218.02
1992-07-31 09:28:32+00:00,L5,234.90,221.74
1992-08-09 09:22:14+00:00,L5,228.88,220.08
1992-08-16 09:28:17+00:00,L5,228.07,213.74
1992-09-01 09:28:02+00:00,L5,221.01,203.94
1992-09-10 09:21:44+00:00,L5,230.61,218.03
1992-09-17 09:27:48+00:00,L5,233.59,
1992-09-26 09:21:25+00:00,L5,217.15,220.14
1992-10-12 09:21:04+00:00,L5,270.41,
1992-11-04 09:26:58+00:00,L5,225.55,203.06
1992-12-06 09:26:58+00:00,L5,213.23,188.07
1993-01-07 09:27:16+00:00,L5,,
1993-02-08 09:27:38+00:00,L5,219.65,188.18
1993-03-12 09:27:54+00:00,L5,237.82,205.67
1993-03-21 09:21:43+00:00,L5,235.60,220.96
1993-03-28 09:27:56+00:00,L5,234.92,222.26
1993-04-06 09:21:49+00:00,L5,,
1993-04-13 09:28:04+00:00,L5,230.28,215.44
1993-04-22 09:21:58+00:00,L5,,
1993-05-08 09:22:01+00:00,L5,226.77,223.27
1993-05-15 09:28:13+00:00,L5,220.94,218.23
1993-05-31 09:28:16+00:00,L5,218.24,211.60
1993-06-16 09:28:14+00:00,L5,238.76,218.15
1993-06-25 09:22:00+00:00,L5,222.05,214.66
1993-07-11 09:21:58+00:00,L5,213.15,207.28
1993-07-18 09:28:08+00:00,L5,226.60,214.02
1993-07-27 09:21:57+00:00,L5,233.04,218.09
1993-08-03 09:28:08+00:00,L5,229.45,217.41
1993-08-12 09:21:57+00:00,L5,232.21,221.60
1993-08-19 09:28:08+00:00,L5,223.69,213.63
1993-10-06 09:27:59+00:00,L5,229.44,204.93
1993-11-07 09:27:46+00:00,L5,,
1993-11-16 09:21:29+00:00,L5,231.60,212.15
1993-12-02 09:21:27+00:00,L5,187.67,
1994-01-03 09:21:08+00:00,L5,220.62,217.42
1994-01-26 09:26:59+00:00,L5,,
1994-02-27 09:26:35+00:00,L5,223.03,201.30
1994-03-08 09:20:16+00:00,L5,228.02,228.58
1994-03-15 09:26:21+00:00,L5,231.72,223.76
1994-03-24 09:20:03+00:00,L5,235.97,224.31
1994-03-31 09:26:06+00:00,L5,231.95,218.81
1994-04-25 09:19:27+00:00,L5,221.53,218.98
1994-05-02 09:25:29+00:00,L5,233.13,220.50
1994-05-11 09:19:08+00:00,L5,233.78,225.62
1994-06-19 09:24:34+00:00,L5,221.10,205.44
1994-07-14 09:17:44+00:00,L5,225.18,220.59
1994-07-21 09:23:43+00:00,L5,220.73,211.74
1994-07-30 09:17:17+00:00,L5,227.54,214.62
1994-08-15 09:16:52+00:00,L5,226.52,220.37
1994-08-22 09:22:53+00:00,L5,230.84,211.84
1994-08-31 09:16:29+00:00,L5,233.59,218.01
1994-09-07 09:22:29+00:00,L5,233.21,218.46
1994-09-16 09:16:04+00:00,L5,228.92,218.05
1994-10-18 09:15:07+00:00,L5,240.65,216.07
1994-10-25 09:21:04+00:00,L5,232.10,216.72
1994-11-03 09:14:33+00:00,L5,223.26,204.79
1994-11-10 09:20:30+00:00,L5,239.71,
1994-12-12 09:19:28+00:00,L5,230.17,218.52
1994-12-21 09:13:00+00:00,L5,223.92,191.90
1995-01-22 09:11:52+00:00,L5,221.52,203.74
1995-03-11 09:09:57+00:00,L5,237.70,221.25
1995-04-12 09:08:37+00:00,L5,229.07,223.47
1995-04-19 09:14:30+00:00,L5,224.47,218.46
1995-05-05 09:13:47+00:00,L5,234.56,222.15
1995-05-14 09:07:35+00:00,L5,,
1995-05-21 09:13:04+00:00,L5,227.74,
1995-05-30 09:06:28+00:00,L5,225.87,221.25
1995-06-06 09:12:19+00:00,L5,219.56,214.10
1995-06-15 09:05:44+00:00,L5,221.33,219.01
1995-06-22 09:11:37+00:00,L5,236.16,218.19
1995-07-01 09:05:02+00:00,L5,228.83,220.92
1995-07-08 09:10:53+00:00,L5,226.75,216.30
1995-07-17 09:04:16+00:00,L5,235.15,212.03
1995-07-24 09:10:09+00:00,L5,228.74,216.57
1995-08-02 09:03:34+00:00,L5,228.10,217.58
1995-08-09 09:09:25+00:00,L5,225.56,215.67
1995-08-25 09:08:41+00:00,L5,228.78,211.18
1995-09-03 09:02:05+00:00,L5,222.23,218.69
1995-09-10 09:07:55+00:00,L5,228.13,218.60
1995-10-21 08:59:36+00:00,L5,,
1995-11-06 08:59:03+00:00,L5,222.36,215.65
1995-12-08 09:00:06+00:00,L5,,
1995-12-15 09:06:48+00:00,L5,215.27,173.60
1995-12-31 09:07:58+00:00,L5,189.51,
1996-01-16 09:09:06+00:00,L5,218.71,201.98
1996-02-17 09:11:19+00:00,L5,229.09,219.68
1996-03-13 09:06:48+00:00,L5,237.44,222.17
1996-03-29 09:07:49+00:00,L5,,
1996-04-05 09:14:27+00:00,L5,230.53,220.15
1996-04-21 09:15:25+00:00,L5,229.12,218.11
1996-05-16 09:10:42+00:00,L5,230.99,228.45
1996-05-23 09:17:17+00:00,L5,226.88,219.98
1996-06-01 09:11:36+00:00,L5,233.50,223.59
1996-06-08 09:18:10+00:00,L5,234.00,220.37
1996-06-24 09:19:02+00:00,L5,215.32,213.24
1996-07-03 09:13:19+00:00,L5,220.99,218.53
1996-07-10 09:19:52+00:00,L5,226.37,217.99
1996-07-19 09:14:10+00:00,L5,217.82,220.00
1996-07-26 09:20:43+00:00,L5,220.33,212.61
1996-08-04 09:15:00+00:00,L5,219.30,220.03
1996-08-20 09:15:50+00:00,L5,228.11,223.06
1996-09-05 09:16:44+00:00,L5,227.94,227.57
1996-09-12 09:23:18+00:00,L5,276.06,
1996-09-21 09:17:36+00:00,L5,224.96,221.12
1996-10-23 09:19:16+00:00,L5,226.84,223.18
1996-10-30 09:25:47+00:00,L5,,
1996-11-08 09:20:02+00:00,L5,222.58,216.55
1996-11-24 09:21:10+00:00,L5,,
1996-12-17 09:28:03+00:00,L5,221.67,211.86
1997-02-03 09:30:16+00:00,L5,234.11,213.38
1997-02-19 09:30:58+00:00,L5,,
1997-03-16 09:25:47+00:00,L5,228.35,216.30
1997-03-23 09:32:13+00:00,L5,224.63,208.34
1997-04-01 09:26:22+00:00,L5,226.79,224.14
1997-04-24 09:33:22+00:00,L5,231.54,223.77
1997-05-03 09:27:30+00:00,L5,220.78,224.53
1997-05-10 09:33:55+00:00,L5,232.66,223.08
1997-06-20 09:29:33+00:00,L5,221.71,218.05
1997-07-13 09:36:09+00:00,L5,233.36,221.07
1997-07-22 09:30:16+00:00,L5,228.53,213.85
1997-07-29 09:36:41+00:00,L5,225.47,
1997-08-07 09:30:48+00:00,L5,231.16,219.01
1997-08-14 09:37:12+00:00,L5,224.64,220.98
1997-08-23 09:31:17+00:00,L5,226.60,219.72
1997-08-30 09:37:41+00:00,L5,218.46,215.14
1997-09-08 09:31:46+00:00,L5,227.59,215.06
1997-09-15 09:38:08+00:00,L5,231.34,207.64
1997-10-17 09:39:02+00:00,L5,229.13,212.98
1997-10-26 09:33:07+00:00,L5,227.75,218.98
1997-11-02 09:39:28+00:00,L5,223.05,208.83
1997-11-11 09:33:30+00:00,L5,233.84,217.16
1997-11-18 09:39:50+00:00,L5,,
1997-12-29 09:34:39+00:00,L5,224.55,217.22
1998-01-30 09:35:22+00:00,L5,232.35,214.93
1998-02-06 09:41:42+00:00,L5,226.87,203.15
1998-03-03 09:35:57+00:00,L5,235.92,217.99
1998-03-10 09:42:15+00:00,L5,,
1998-03-26 09:42:29+00:00,L5,,
1998-04-04 09:36:24+00:00,L5,230.80,215.59
1998-05-06 09:36:51+00:00,L5,225.29,217.95
1998-05-13 09:43:08+00:00,L5,228.75,224.53
1998-06-14 09:43:37+00:00,L5,220.71,205.83
1998-06-30 09:43:48+00:00,L5,225.40,214.51
1998-07-16 09:44:00+00:00,L5,225.83,201.57
1998-08-17 09:44:12+00:00,L5,,
1998-08-26 09:38:09+00:00,L5,222.85,216.33
1998-09-18 09:44:32+00:00,L5,234.59,214.73
1998-10-29 09:38:26+00:00,L5,219.67,210.27
1998-12-23 09:44:47+00:00,L5,227.77,200.00
1999-01-17 09:38:31+00:00,L5,225.03,225.35
1999-01-24 09:44:47+00:00,L5,223.54,208.21
1999-03-06 09:38:42+00:00,L5,222.80,221.32
1999-03-13 09:44:46+00:00,L5,240.15,217.15
1999-04-07 09:38:14+00:00,L5,225.73,222.45
1999-04-14 09:44:27+00:00,L5,,
1999-04-23 09:38:17+00:00,L5,227.65,227.95
1999-04-30 09:44:26+00:00,L5,232.04,212.84
1999-05-25 09:37:45+00:00,L5,322.15,
1999-06-01 09:43:50+00:00,L5,220.88,215.28
1999-06-17 09:43:41+00:00,L5,217.76,215.07
1999-06-26 09:37:24+00:00,L5,229.77,220.70
1999-07-03 09:43:32+00:00,L5,232.78,218.19
1999-07-12 09:37:17+00:00,L5,230.67,209.84
1999-07-19 09:43:28+00:00,L5,226.45,214.74
1999-08-05 09:52:28+00:00,L7,222.54,224.40
1999-08-12 09:58:37+00:00,L7,229.38,210.36
1999-08-20 09:43:15+00:00,L5,,
1999-08-21 09:52:25+00:00,L7,226.44,215.84
1999-08-28 09:58:41+00:00,L7,225.19,222.03
1999-08-29 09:36:51+00:00,L5,221.79,215.16
1999-09-05 09:42:46+00:00,L5,227.50,211.68
1999-09-13 09:58:35+00:00,L7,227.21,223.99
1999-09-14 09:36:19+00:00,L5,233.94,219.79
1999-09-22 09:52:29+00:00,L7,228.19,225.51
1999-09-29 09:58:45+00:00,L7,223.27,212.98
1999-09-30 09:36:28+00:00,L5,230.79,217.76
1999-10-07 09:42:21+00:00,L5,232.82,218.12
1999-10-31 09:58:37+00:00,L7,224.90,204.91
1999-11-09 09:52:28+00:00,L7,221.68,
1999-11-16 09:58:37+00:00,L7,234.69,214.75
1999-11-25 09:52:19+00:00,L7,228.41,209.78
1999-12-02 09:58:32+00:00,L7,237.14,210.61
1999-12-03 09:34:41+00:00,L5,234.24,212.50
1999-12-18 09:58:40+00:00,L7,229.77,207.62
2000-01-03 09:58:33+00:00,L7,396.93,207.89
2000-01-11 09:40:43+00:00,L5,229.91,
2000-01-12 09:52:23+00:00,L7,228.68,203.05
2000-01-20 09:34:18+00:00,L5,225.62,215.53
2000-01-27 09:40:13+00:00,L5,238.24,209.44
2000-02-04 09:58:30+00:00,L7,394.42,210.91
2000-02-13 09:52:17+00:00,L7,232.11,217.47
2000-03-07 09:58:18+00:00,L7,233.44,221.70
2000-03-23 09:58:20+00:00,L7,236.75,220.89
2000-04-08 09:58:08+00:00,L7,228.84,208.84
2000-04-24 09:58:03+00:00,L7,217.08,218.36
2000-05-03 09:51:48+00:00,L7,226.81,226.28
2000-05-19 09:51:37+00:00,L7,222.50,221.47
2000-06-03 09:41:49+00:00,L5,225.79,207.91
2000-06-04 09:51:26+00:00,L7,226.38,225.27
2000-06-11 09:57:36+00:00,L7,227.06,209.00
2000-06-12 09:35:51+00:00,L5,225.75,214.40
2000-06-19 09:42:11+00:00,L5,226.59,220.30
2000-06-20 09:51:22+00:00,L7,228.53,224.66
2000-06-27 09:57:25+00:00,L7,229.51,222.93
2000-06-28 09:36:14+00:00,L5,229.73,219.68
2000-07-05 09:42:32+00:00,L5,219.93,203.16
2000-07-06 09:51:08+00:00,L7,223.88,225.26
2000-07-22 09:50:52+00:00,L7,230.06,226.57
2000-07-29 09:56:55+00:00,L7,227.97,214.45
2000-08-06 09:43:05+00:00,L5,,
2000-08-07 09:50:38+00:00,L7,232.88,225.48
2000-08-14 09:56:49+00:00,L7,222.70,214.55
2000-08-15 09:37:11+00:00,L5,230.29,219.35
2000-08-22 09:43:28+00:00,L5,224.58,214.50
2000-08-23 09:50:33+00:00,L7,224.63,224.27
2000-08-30 09:56:38+00:00,L7,222.90,216.92
2000-09-08 09:50:17+00:00,L7,214.51,
2000-09-15 09:56:19+00:00,L7,228.51,212.86
2000-09-16 09:37:47+00:00,L5,,
2000-09-23 09:44:02+00:00,L5,,
2000-09-24 09:50:00+00:00,L7,228.89,221.44
2000-10-26 09:49:51+00:00,L7,220.89,206.44
2000-11-27 09:49:55+00:00,L7,220.09,206.76
2000-12-13 09:49:57+00:00,L7,221.08,210.70
2000-12-21 09:39:10+00:00,L5,,
2001-01-21 09:56:15+00:00,L7,391.63,208.09
2001-02-22 09:56:07+00:00,L7,223.16,199.50
2001-02-23 09:40:02+00:00,L5,,
2001-03-03 09:49:53+00:00,L7,220.49,212.28
2001-03-11 09:39:39+00:00,L5,223.75,210.94
2001-03-19 09:49:46+00:00,L7,228.36,210.94
2001-05-13 09:55:39+00:00,L7,230.55,219.38
2001-05-29 09:55:31+00:00,L7,227.99,210.27
2001-06-06 09:46:06+00:00,L5,221.63,218.06
2001-06-07 09:49:12+00:00,L7,225.30,225.31
2001-06-14 09:55:19+00:00,L7,226.11,209.57
2001-06-15 09:39:53+00:00,L5,233.17,219.43
2001-06-23 09:48:58+00:00,L7,221.81,221.07
2001-06-30 09:55:05+00:00,L7,227.35,223.47
2001-07-01 09:39:55+00:00,L5,225.65,228.76
2001-07-09 09:48:55+00:00,L7,218.37,213.26
2001-07-25 09:48:48+00:00,L7,228.79,225.58
2001-08-01 09:54:52+00:00,L7,224.97,214.47
2001-08-02 09:39:53+00:00,L5,234.47,221.25
2001-08-10 09:48:30+00:00,L7,225.49,219.64
2001-08-18 09:39:51+00:00,L5,227.88,219.59
2001-08-25 09:45:58+00:00,L5,229.95,218.52
2001-08-26 09:48:19+00:00,L7,233.65,222.35
2001-09-02 09:54:23+00:00,L7,231.11,220.45
2001-09-03 09:40:07+00:00,L5,233.31,219.86
2001-09-10 09:45:53+00:00,L5,222.16,219.30
2001-09-18 09:54:11+00:00,L7,237.07,224.13
2001-09-19 09:39:37+00:00,L5,228.81,213.12
2001-10-04 09:53:59+00:00,L7,233.21,212.44
2001-10-13 09:47:44+00:00,L7,394.40,219.28
2001-11-05 09:54:07+00:00,L7,228.65,208.20
2001-11-13 09:45:18+00:00,L5,,
2001-11-14 09:48:02+00:00,L7,228.65,210.65
2001-11-22 09:39:05+00:00,L5,231.64,219.41
2001-12-07 09:54:17+00:00,L7,228.41,199.75
2001-12-23 09:54:25+00:00,L7,222.55,
2001-12-31 09:44:56+00:00,L5,227.33,208.36
2002-01-08 09:54:28+00:00,L7,285.37,
2002-01-17 09:48:21+00:00,L7,234.03,204.37
2002-01-25 09:38:30+00:00,L5,228.66,220.97
2002-02-02 09:48:23+00:00,L7,231.31,210.37
2002-02-17 09:44:11+00:00,L5,231.80,212.82
2002-03-13 09:54:38+00:00,L7,233.46,222.88
2002-03-14 09:37:38+00:00,L5,229.44,214.68
2002-03-21 09:43:47+00:00,L5,218.54,219.08
2002-04-07 09:48:22+00:00,L7,375.71,
2002-04-14 09:54:32+00:00,L7,223.49,213.95
2002-04-23 09:48:18+00:00,L7,235.14,225.58
2002-04-30 09:54:34+00:00,L7,221.16,223.60
2002-05-09 09:48:22+00:00,L7,227.30,225.29
2002-05-17 09:36:25+00:00,L5,233.39,228.85
2002-05-24 09:42:27+00:00,L5,228.80,211.04
2002-05-25 09:48:13+00:00,L7,223.45,225.28
2002-06-01 09:54:21+00:00,L7,225.21,216.49
2002-06-10 09:48:06+00:00,L7,210.80,222.06
2002-06-17 09:54:14+00:00,L7,238.38,225.44
2002-06-18 09:35:40+00:00,L5,235.32,221.49
2002-06-25 09:41:43+00:00,L5,219.53,203.25
2002-06-26 09:48:22+00:00,L7,226.32,216.21
2002-07-03 09:54:10+00:00,L7,226.34,210.44
2002-07-12 09:47:56+00:00,L7,233.29,220.56
2002-07-19 09:54:03+00:00,L7,227.77,208.28
2002-07-28 09:47:48+00:00,L7,228.73,206.05
2002-08-04 09:53:55+00:00,L7,223.41,208.94
2002-08-13 09:47:44+00:00,L7,222.47,222.09
2002-08-20 09:53:52+00:00,L7,229.54,220.09
2002-09-05 09:53:43+00:00,L7,235.08,218.67
2002-09-21 09:53:30+00:00,L7,227.73,205.64
2002-09-30 09:47:17+00:00,L7,225.57,211.99
2002-10-07 09:53:26+00:00,L7,227.58,206.21
2002-10-16 09:47:17+00:00,L7,228.32,215.01
2002-12-19 09:47:50+00:00,L7,220.02,
2002-12-26 09:54:05+00:00,L7,395.79,210.35
2003-01-04 09:47:53+00:00,L7,234.41,
2003-01-27 09:54:14+00:00,L7,222.25,
2003-03-16 09:54:27+00:00,L7,221.49,
2003-03-25 09:48:11+00:00,L7,229.50,227.46
2003-04-01 09:54:27+00:00,L7,234.04,206.49
2003-04-17 09:54:29+00:00,L7,228.19,200.20
2003-05-03 09:54:30+00:00,L7,220.76,205.94
2003-05-28 09:48:15+00:00,L7,221.49,225.81
2003-06-28 09:41:50+00:00,L5,222.67,214.23
2003-07-07 09:35:50+00:00,L5,228.44,220.93
2003-07-14 09:42:07+00:00,L5,230.88,212.93
2003-07-23 09:36:06+00:00,L5,219.90,209.91
2003-07-30 09:42:25+00:00,L5,222.87,216.26
2003-08-24 09:36:41+00:00,L5,229.48,217.02
2003-08-31 09:42:59+00:00,L5,226.61,213.29
2003-09-16 09:43:16+00:00,L5,,
2003-09-17 09:47:47+00:00,L7,236.27,225.47
2003-09-25 09:37:12+00:00,L5,231.09,218.18
2003-10-02 09:43:28+00:00,L5,,
2003-10-10 09:53:47+00:00,L7,229.73,210.15
2003-12-06 09:48:15+00:00,L7,,
2003-12-13 09:54:30+00:00,L7,,204.16
2004-01-06 09:44:30+00:00,L5,233.71,201.18
2004-01-30 09:54:48+00:00,L7,233.42,200.64
2004-01-31 09:38:24+00:00,L5,236.29,206.09
2004-02-08 09:48:40+00:00,L7,,
2004-02-16 09:38:28+00:00,L5,231.24,219.97
2004-02-23 09:44:42+00:00,L5,217.15,212.06
2004-03-26 09:44:50+00:00,L5,234.81,218.20
2004-04-20 09:39:24+00:00,L5,222.18,220.16
2004-05-13 09:46:14+00:00,L5,230.21,
2004-05-14 09:48:44+00:00,L7,366.40,230.07
2004-05-22 09:40:18+00:00,L5,233.15,220.83
2004-05-29 09:46:40+00:00,L5,233.42,226.63
2004-06-06 09:54:50+00:00,L7,222.84,213.43
2004-06-07 09:40:46+00:00,L5,229.94,223.14
2004-06-30 09:47:37+00:00,L5,223.11,210.23
2004-07-16 09:48:04+00:00,L5,230.07,218.10
2004-07-17 09:48:31+00:00,L7,226.62,225.37
2004-07-25 09:42:06+00:00,L5,234.42,234.26
2004-08-01 09:48:25+00:00,L5,227.64,211.92
