dates,nzd0467-0000,nzd0467-0001,nzd0467-0002,nzd0467-0003,nzd0467-0004,nzd0467-0005,nzd0467-0006,nzd0467-0007,nzd0467-0008,nzd0467-0009,nzd0467-0010,nzd0467-0011,nzd0467-0012,nzd0467-0013,nzd0467-0014,nzd0467-0015,nzd0467-0016,nzd0467-0017,nzd0467-0018,nzd0467-0019,nzd0467-0020,nzd0467-0021,nzd0467-0022,nzd0467-0023,nzd0467-0024,nzd0467-0025,nzd0467-0026,nzd0467-0027,nzd0467-0028,nzd0467-0029,nzd0467-0030,nzd0467-0031,nzd0467-0032,nzd0467-0033,nzd0467-0034,nzd0467-0035,nzd0467-0036,nzd0467-0037,nzd0467-0038,nzd0467-0039,nzd0467-0040,nzd0467-0041,nzd0467-0042,nzd0467-0043,nzd0467-0044,nzd0467-0045,nzd0467-0046,nzd0467-0047,nzd0467-0048,nzd0467-0049,nzd0467-0050,nzd0467-0051,nzd0467-0052,nzd0467-0053,nzd0467-0054,nzd0467-0055,nzd0467-0056,nzd0467-0057,nzd0467-0058,nzd0467-0059,nzd0467-0060,nzd0467-0061,nzd0467-0062,nzd0467-0063,nzd0467-0064,nzd0467-0065,nzd0467-0066,nzd0467-0067,nzd0467-0068,nzd0467-0069,nzd0467-0070,nzd0467-0071,nzd0467-0072,nzd0467-0073,nzd0467-0074,nzd0467-0075,nzd0467-0076,nzd0467-0077,nzd0467-0078,nzd0467-0079,nzd0467-0080,nzd0467-0081,nzd0467-0082,nzd0467-0083,nzd0467-0084,nzd0467-0085,nzd0467-0086,nzd0467-0087,nzd0467-0088,nzd0467-0089,nzd0467-0090,nzd0467-0091,nzd0467-0092,nzd0467-0093,nzd0467-0094,nzd0467-0095,nzd0467-0096,nzd0467-0097,nzd0467-0098,nzd0467-0099,nzd0467-0100,nzd0467-0101,nzd0467-0102,nzd0467-0103,nzd0467-0104,nzd0467-0105,nzd0467-0106,nzd0467-0107,nzd0467-0108,nzd0467-0109,nzd0467-0110,nzd0467-0111,nzd0467-0112,nzd0467-0113,nzd0467-0114,nzd0467-0115,nzd0467-0116,nzd0467-0117,nzd0467-0118,nzd0467-0119,nzd0467-0120,nzd0467-0121,nzd0467-0122,nzd0467-0123,nzd0467-0124,nzd0467-0125,nzd0467-0126,nzd0467-0127,nzd0467-0128,nzd0467-0129,nzd0467-0130,nzd0467-0131,nzd0467-0132,nzd0467-0133,nzd0467-0134,satname
2001-07-14 22:03:33+00:00,350.00,350.60,346.45,344.62,349.82,348.89,346.97,354.99,350.44,349.03,343.77,351.96,348.11,353.20,348.32,356.81,356.33,357.75,358.74,360.30,350.00,344.47,350.76,353.11,350.62,352.76,350.02,359.45,353.36,355.05,353.67,356.15,355.44,351.78,,,,,,,,,,,,,,,,365.86,362.54,364.17,361.45,361.73,361.20,368.33,358.07,356.90,347.86,339.04,344.46,343.23,339.71,337.38,338.24,332.10,341.45,335.15,330.22,329.83,332.49,334.48,332.10,330.49,334.97,341.58,348.18,343.51,348.42,348.82,352.03,351.41,357.21,355.51,351.88,355.24,357.09,345.87,343.28,336.32,332.54,331.32,349.31,345.99,341.74,351.72,346.44,347.19,346.50,345.05,344.91,347.08,,343.59,345.05,344.72,344.36,334.55,336.01,338.16,,,335.60,,344.78,,,343.76,,338.77,339.16,338.43,338.17,338.59,342.74,352.16,350.05,352.82,360.36,358.50,,,,,,L7
2001-08-15 22:03:02+00:00,341.39,336.54,333.05,336.15,337.23,335.65,340.49,341.10,341.74,341.09,344.26,343.55,344.24,344.46,344.08,346.78,341.98,349.58,349.42,350.59,344.53,349.87,352.96,349.53,351.79,351.89,351.93,351.68,346.56,346.43,342.87,,,,,,,,,,,,,,,,,354.10,353.41,356.84,351.83,350.75,350.76,350.13,349.46,348.46,344.98,343.84,337.34,339.51,339.78,336.75,336.15,334.65,330.15,326.43,325.55,327.17,328.85,323.82,328.99,327.76,326.71,327.57,329.92,336.16,338.24,342.86,345.67,341.07,346.08,351.09,350.55,347.94,350.83,353.04,343.65,340.55,334.88,330.28,325.81,330.19,334.20,329.16,333.36,334.85,335.00,335.60,339.19,339.32,343.48,338.54,337.56,,,,,,,,,,,,,,,,,,,330.22,329.10,331.67,336.48,341.74,342.22,344.33,345.69,344.82,343.97,,,,,L7
2001-08-31 22:02:53+00:00,332.32,330.73,334.64,332.67,331.59,328.64,333.20,333.09,332.30,336.65,340.73,334.90,341.44,336.96,344.49,344.85,342.64,340.28,337.95,339.02,345.88,345.16,345.08,347.08,346.83,346.84,344.11,345.56,346.35,347.84,344.88,343.84,343.56,342.07,343.44,342.23,347.42,346.41,348.14,347.72,345.08,348.79,351.66,351.34,351.39,349.04,350.80,351.86,348.35,343.73,345.24,347.68,345.29,343.65,335.60,334.73,335.23,336.09,335.36,326.80,330.36,329.09,328.82,328.55,326.10,321.55,317.35,312.86,320.52,315.89,317.35,323.47,325.73,324.39,325.37,330.92,337.40,333.23,345.85,371.31,370.56,354.29,366.43,,,,,,,,,327.92,,,,,,,,,336.23,,,,335.15,335.60,332.46,328.29,328.82,331.03,330.49,327.26,328.15,332.23,,,333.35,328.33,326.96,326.21,330.50,,,,328.92,,,,,,,,,390.64,393.69,L7
2002-02-23 22:03:07+00:00,347.69,346.29,344.71,340.42,347.98,342.85,345.22,349.20,353.97,350.28,352.90,356.78,352.11,353.54,355.56,356.33,353.02,351.49,353.46,356.10,351.92,354.85,357.48,360.50,358.11,361.92,359.78,362.71,358.43,360.71,360.32,358.41,356.00,359.60,358.11,358.11,362.23,358.52,362.43,362.19,361.52,361.61,361.35,360.83,359.51,362.46,363.39,361.04,359.65,354.61,360.48,361.64,349.69,355.82,354.93,352.00,351.72,346.47,345.78,345.76,340.22,331.41,335.55,340.23,340.96,346.14,337.86,342.65,336.97,340.31,338.31,335.61,333.85,335.72,336.51,339.05,341.49,344.24,347.68,351.99,351.35,358.49,356.96,354.20,357.79,359.62,351.40,345.25,340.67,335.35,334.51,332.70,337.89,345.78,344.98,349.32,349.61,351.51,348.75,349.08,349.78,345.40,347.51,345.29,345.56,342.93,343.18,347.99,344.68,343.09,346.58,339.11,347.10,341.48,344.99,338.15,343.37,340.79,340.88,337.95,341.68,341.71,342.29,349.75,354.53,354.63,354.92,355.99,354.91,351.47,351.91,354.17,356.98,355.92,352.85,L7
2002-03-11 22:03:07+00:00,333.05,330.79,328.28,328.61,328.94,337.70,333.60,333.43,329.80,338.69,334.20,339.10,340.09,340.68,339.86,346.77,345.15,342.40,336.95,335.27,341.20,343.38,343.77,348.46,341.82,347.83,338.15,341.95,345.69,345.96,347.58,346.31,342.26,344.00,345.63,345.80,344.28,350.70,348.27,347.28,343.44,349.79,354.03,353.49,350.98,351.43,348.24,352.71,347.56,346.13,345.84,349.51,345.01,341.72,335.44,340.15,339.65,338.52,335.87,334.04,327.98,330.39,334.06,330.97,325.69,325.47,319.68,319.55,323.27,317.54,325.25,322.29,325.48,321.84,326.00,325.06,333.77,334.12,339.15,337.74,337.22,341.41,344.30,344.35,347.38,349.00,347.03,342.02,332.71,326.37,323.73,322.93,317.51,322.55,331.56,324.68,329.20,329.74,336.41,343.64,341.34,336.64,337.74,336.56,334.33,333.73,333.21,331.72,330.99,331.91,,,,330.56,323.67,327.66,327.96,333.00,331.99,332.38,333.79,333.34,333.46,326.79,330.65,337.03,340.02,347.68,347.52,348.10,345.81,346.91,345.19,345.37,342.84,L7
2002-04-12 22:03:01+00:00,354.26,348.27,344.70,344.06,342.94,349.57,346.10,344.79,348.10,345.76,349.41,347.30,350.31,346.63,349.54,353.77,353.40,354.34,354.81,349.24,355.07,362.61,361.53,360.05,356.66,358.88,358.61,356.76,354.77,354.11,354.77,353.25,351.43,362.06,362.76,359.90,354.40,354.85,353.78,356.49,357.57,363.26,362.11,358.63,361.99,365.93,366.22,360.90,358.73,360.73,361.80,359.16,358.04,351.61,346.84,347.99,349.70,348.43,347.27,339.81,342.79,339.67,340.65,337.51,334.84,335.75,330.27,331.90,337.53,329.95,330.80,331.14,333.76,330.38,335.12,339.85,342.86,343.59,342.93,354.07,353.57,352.85,360.34,357.27,359.38,352.96,350.28,346.62,342.62,338.41,336.24,337.88,333.74,335.01,342.40,345.01,344.07,343.96,344.85,345.85,344.57,344.25,344.05,336.59,341.63,340.86,344.54,342.04,341.04,333.76,,,,,337.68,340.52,336.42,336.59,335.77,333.48,337.72,336.70,339.21,336.81,336.11,339.01,346.98,349.37,348.23,348.90,347.52,348.82,354.27,351.94,353.20,L7
2002-05-14 22:02:55+00:00,349.64,347.47,342.75,340.62,340.47,343.93,341.60,341.59,345.58,348.86,346.48,347.63,348.98,344.81,352.12,352.12,351.13,351.69,349.65,354.51,351.65,357.80,360.11,359.23,358.27,360.46,357.58,356.99,356.15,355.97,351.89,349.30,348.88,357.71,354.87,357.04,352.26,357.37,353.35,360.56,355.96,360.11,359.65,360.58,365.07,362.59,358.95,357.63,356.56,357.36,353.77,358.42,355.00,351.97,345.60,349.85,354.18,356.56,349.04,342.14,334.91,343.49,340.03,332.77,336.97,338.31,335.88,333.63,332.91,335.31,331.90,333.66,330.68,331.69,341.06,341.29,348.52,346.24,346.61,350.05,355.96,357.70,358.58,361.95,358.70,358.68,350.04,348.71,342.65,338.01,335.54,338.99,338.19,341.23,348.31,351.68,347.54,346.98,350.02,348.52,345.42,351.89,347.93,345.48,343.95,340.54,346.12,338.42,346.63,344.92,342.40,340.33,341.54,345.90,343.58,341.59,334.59,340.80,340.65,332.88,334.16,337.37,339.71,340.67,343.06,349.66,351.90,353.01,355.19,353.71,352.26,355.31,351.15,354.95,347.16,L7
2002-05-30 22:02:49+00:00,352.73,353.62,342.79,348.88,350.84,351.62,352.73,352.43,357.34,356.19,354.50,357.52,354.66,356.16,350.76,352.07,353.35,354.65,361.10,363.32,355.88,362.89,360.70,361.36,365.28,363.16,362.47,361.34,363.22,363.14,355.82,355.42,,,,,,,,,,,,,,,,,,361.28,356.45,360.68,360.65,352.74,356.47,358.52,352.72,352.72,343.54,347.65,346.31,341.29,343.87,338.37,332.59,333.02,330.23,338.00,330.18,335.64,335.08,336.94,336.26,332.08,338.57,342.13,345.79,348.30,350.40,346.20,352.92,352.43,358.16,358.70,360.66,356.29,354.19,350.94,340.86,340.63,336.95,340.07,333.59,341.99,341.57,353.31,351.94,353.17,350.78,,,,,,,,,,,,,,,,,,,,,,,,,,349.23,354.59,354.54,358.51,354.11,356.24,349.68,358.60,357.92,356.63,361.51,L7
2002-06-15 22:02:43+00:00,357.55,362.27,352.40,352.87,351.15,345.93,344.52,352.21,358.98,350.77,354.41,355.93,357.25,349.18,356.23,363.38,357.01,362.06,364.44,354.91,362.46,362.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,357.02,356.51,356.73,346.33,347.77,347.90,349.55,342.77,338.15,341.80,,,,,,,,,,,,,,,,,,,365.38,368.39,361.32,354.29,354.24,352.04,337.97,341.28,,351.15,344.34,351.74,352.52,352.54,,,,,,,,,,,,,,,,348.05,349.57,342.03,338.70,328.48,340.86,337.89,340.81,341.15,344.22,348.02,348.41,355.26,356.12,352.52,356.00,357.55,361.07,353.17,356.23,361.36,357.57,350.26,L7
2002-07-01 22:02:38+00:00,351.34,346.92,339.77,341.63,341.98,338.46,341.67,345.81,347.81,339.38,346.81,351.41,345.50,351.18,350.31,350.30,348.52,343.76,345.94,354.92,349.89,352.44,351.08,345.23,355.39,354.33,354.38,352.79,354.79,,,,,,,,,,,,,,,,,,360.64,362.47,354.36,364.31,357.33,354.69,352.16,355.47,350.53,358.13,347.75,341.71,346.70,336.29,337.82,339.15,336.13,340.32,335.75,332.00,329.54,331.11,322.81,332.51,331.33,329.47,325.11,332.93,336.23,340.30,331.58,339.45,345.57,345.10,353.85,353.37,356.49,360.29,361.11,348.28,352.19,346.04,337.64,334.24,328.72,337.76,334.96,337.82,347.89,340.54,336.11,348.56,333.97,347.86,345.53,342.84,,346.40,337.73,334.47,336.66,334.39,339.39,336.30,337.43,339.61,341.57,332.74,335.27,337.92,338.88,330.00,327.72,332.11,335.94,335.99,340.04,347.89,342.97,343.10,350.72,339.58,344.16,348.81,343.77,344.09,347.55,346.80,347.73,L7
2002-08-18 22:02:21+00:00,341.80,342.34,340.33,341.32,339.46,345.96,345.51,347.99,347.54,342.41,341.94,343.84,346.20,339.34,347.82,346.81,347.57,347.22,349.49,348.74,345.93,350.00,354.54,354.39,347.99,350.68,359.45,358.24,352.86,352.42,348.56,350.62,345.69,345.21,346.50,350.68,346.91,356.09,358.14,352.60,351.28,348.33,350.25,354.95,351.70,352.01,353.27,350.35,351.43,350.72,355.47,353.88,353.54,352.43,348.66,353.04,349.55,346.69,344.16,335.60,340.24,339.89,335.92,338.16,331.91,328.79,325.65,327.17,324.94,328.81,328.26,328.09,325.75,328.31,330.82,333.47,343.00,335.14,340.50,346.74,347.85,353.97,356.81,360.10,360.11,354.30,352.96,344.89,342.07,337.91,335.73,334.83,339.28,347.24,345.91,345.96,347.15,345.23,343.17,343.07,341.11,342.48,345.78,337.89,334.12,337.68,335.70,331.04,330.24,338.68,338.46,339.65,342.34,339.09,339.90,336.68,338.15,341.61,340.20,339.15,339.74,,,,,,,,,,,,,,353.23,L7
2002-09-03 22:02:12+00:00,356.50,347.87,346.79,339.32,340.56,342.99,341.64,345.20,344.48,346.68,346.63,349.06,349.40,352.05,352.06,354.64,350.79,349.19,345.66,351.74,350.46,351.86,353.71,352.36,355.72,359.59,359.01,353.00,359.58,359.02,354.19,354.06,351.43,346.81,348.57,348.00,351.82,354.52,354.36,355.46,357.78,359.09,359.54,361.99,356.74,361.17,365.01,355.76,355.76,353.25,356.20,355.61,358.33,357.55,356.88,356.12,352.69,347.49,347.98,343.91,340.35,346.22,342.80,340.72,334.20,331.08,328.64,335.65,331.34,329.65,331.56,333.61,330.35,331.19,326.79,333.37,339.12,342.25,345.41,346.76,353.70,356.79,363.44,359.47,360.49,358.75,351.91,349.75,342.93,338.07,335.37,340.48,346.97,344.35,345.61,350.46,349.05,351.59,352.37,350.58,349.33,346.23,349.23,346.89,346.31,340.93,337.60,342.08,342.91,339.03,334.72,342.26,338.17,339.86,335.47,341.19,338.22,332.01,336.05,338.98,336.24,337.50,339.79,347.19,357.05,355.12,351.50,353.16,350.46,351.48,346.52,338.75,340.33,343.43,338.77,L7
