dates,satname,nzd0467-0000,nzd0467-0001,nzd0467-0002,nzd0467-0003,nzd0467-0004,nzd0467-0005,nzd0467-0006,nzd0467-0007,nzd0467-0008,nzd0467-0009,nzd0467-0010,nzd0467-0011,nzd0467-0012,nzd0467-0013,nzd0467-0014,nzd0467-0015,nzd0467-0016,nzd0467-0017,nzd0467-0018,nzd0467-0019,nzd0467-0020,nzd0467-0021,nzd0467-0022,nzd0467-0023,nzd0467-0024,nzd0467-0025,nzd0467-0026,nzd0467-0027,nzd0467-0028,nzd0467-0029,nzd0467-0030,nzd0467-0031,nzd0467-0032,nzd0467-0033,nzd0467-0034,nzd0467-0035,nzd0467-0036,nzd0467-0037,nzd0467-0038,nzd0467-0039,nzd0467-0040,nzd0467-0041,nzd0467-0042,nzd0467-0043,nzd0467-0044,nzd0467-0045,nzd0467-0046,nzd0467-0047,nzd0467-0048,nzd0467-0049,nzd0467-0050,nzd0467-0051,nzd0467-0052,nzd0467-0053,nzd0467-0054,nzd0467-0055,nzd0467-0056,nzd0467-0057,nzd0467-0058,nzd0467-0059,nzd0467-0060,nzd0467-0061,nzd0467-0062,nzd0467-0063,nzd0467-0064,nzd0467-0065,nzd0467-0066,nzd0467-0067,nzd0467-0068,nzd0467-0069,nzd0467-0070,nzd0467-0071,nzd0467-0072,nzd0467-0073,nzd0467-0074,nzd0467-0075,nzd0467-0076,nzd0467-0077,nzd0467-0078,nzd0467-0079,nzd0467-0080,nzd0467-0081,nzd0467-0082,nzd0467-0083,nzd0467-0084,nzd0467-0085,nzd0467-0086,nzd0467-0087,nzd0467-0088,nzd0467-0089,nzd0467-0090,nzd0467-0091,nzd0467-0092,nzd0467-0093,nzd0467-0094,nzd0467-0095,nzd0467-0096,nzd0467-0097,nzd0467-0098,nzd0467-0099,nzd0467-0100,nzd0467-0101,nzd0467-0102,nzd0467-0103,nzd0467-0104,nzd0467-0105,nzd0467-0106,nzd0467-0107,nzd0467-0108,nzd0467-0109,nzd0467-0110,nzd0467-0111,nzd0467-0112,nzd0467-0113,nzd0467-0114,nzd0467-0115,nzd0467-0116,nzd0467-0117,nzd0467-0118,nzd0467-0119,nzd0467-0120,nzd0467-0121,nzd0467-0122,nzd0467-0123,nzd0467-0124,nzd0467-0125,nzd0467-0126,nzd0467-0127,nzd0467-0128,nzd0467-0129,nzd0467-0130,nzd0467-0131,nzd0467-0132,nzd0467-0133,nzd0467-0134
2001-07-14 22:03:33+00:00,L7,345.13,345.93,342.14,339.29,343.93,345.69,340.38,348.40,344.55,343.94,338.44,345.37,344.72,347.60,345.52,354.01,353.53,354.95,353.14,352.30,347.20,340.86,347.15,350.31,347.82,349.03,344.42,355.30,350.56,352.25,350.06,352.95,350.57,348.28,,,,,,,,,,,,,,,,361.19,359.74,361.37,358.65,356.13,352.58,361.74,354.68,353.70,345.06,336.24,339.59,339.37,336.91,333.65,333.57,329.30,336.12,329.82,327.35,323.94,328.49,331.68,329.30,327.69,331.68,337.85,345.38,340.40,345.55,345.79,347.16,346.74,353.48,352.48,348.38,351.51,354.29,343.00,340.48,333.12,328.54,328.03,341.84,340.66,338.94,348.92,343.33,344.39,343.30,342.25,340.76,343.22,,338.50,339.16,339.85,341.16,331.44,333.06,334.43,,,330.27,,341.98,,,340.96,,334.10,336.36,335.63,335.37,331.12,335.27,344.69,346.44,350.02,357.56,355.70,,,,,
2001-08-15 22:03:02+00:00,L7,338.69,333.96,330.67,333.20,333.97,333.88,336.84,337.45,338.48,338.27,341.31,339.90,342.36,341.36,342.53,345.23,340.43,348.03,346.32,346.16,342.98,347.87,350.96,347.98,350.24,349.82,348.83,349.38,345.01,344.88,340.87,,,,,,,,,,,,,,,,,352.55,351.86,354.26,350.28,349.20,349.21,347.03,344.69,344.81,343.10,342.07,335.79,337.96,337.08,334.61,334.60,332.58,327.57,324.88,322.60,324.22,327.26,320.56,326.78,326.21,325.16,326.02,328.10,334.09,336.69,341.14,344.08,339.39,343.38,348.51,348.48,346.26,348.89,350.97,342.10,338.96,333.33,328.51,323.60,328.37,330.07,326.21,331.81,333.30,333.28,334.05,337.42,337.77,341.18,336.40,335.26,,,,,,,,,,,,,,,,,,,328.67,327.55,327.54,332.35,337.61,340.22,342.78,344.14,343.27,342.42,,,,
2001-08-31 22:02:53+00:00,L7,335.89,334.15,337.79,336.57,335.91,330.98,338.02,337.91,336.62,340.38,344.63,339.72,343.92,341.06,346.54,346.90,344.69,342.33,342.05,344.88,347.93,347.81,347.73,349.13,348.88,349.57,348.21,348.60,348.40,349.89,347.53,346.18,347.13,344.63,345.49,344.28,351.98,350.51,353.61,350.76,349.64,350.84,353.71,353.39,353.44,351.09,352.85,353.91,350.40,347.15,347.29,349.73,347.34,347.75,341.91,339.55,337.71,338.43,337.41,328.85,333.93,331.92,330.87,331.28,329.52,323.60,321.25,316.76,322.62,320.21,320.28,325.52,327.78,326.44,327.78,333.65,339.45,335.51,347.95,373.53,374.13,357.71,369.16,,,,,,,596.27,,330.33,610.15,515.12,529.70,,,,,,339.27,,,483.66,339.47,339.17,334.80,330.57,330.98,333.76,332.97,329.99,332.05,334.57,405.96,,336.77,330.38,329.01,329.63,332.55,621.36,625.09,631.17,334.39,589.05,549.81,472.45,454.86,520.40,544.59,,204.04,392.69,396.17
2002-02-23 22:03:07+00:00,L7,346.39,345.04,343.56,338.99,346.40,341.99,343.46,347.44,352.39,348.92,351.47,355.02,351.20,352.04,354.81,355.58,352.27,350.74,351.96,353.96,351.17,353.88,356.51,359.75,357.36,360.92,358.28,361.60,357.68,359.96,359.35,357.55,354.70,358.66,357.36,357.36,360.56,357.02,360.43,361.08,359.85,360.86,360.60,360.08,358.76,361.71,362.64,360.29,358.90,353.36,359.73,360.89,348.94,354.32,352.62,350.24,350.81,345.61,345.03,345.01,338.92,330.38,334.80,339.23,339.71,345.39,336.43,341.22,336.20,338.73,337.24,334.86,333.10,334.97,335.63,338.05,340.74,343.41,346.91,351.18,350.05,357.24,355.96,353.39,356.85,358.62,350.65,344.48,339.92,334.49,333.44,331.82,335.89,344.35,344.23,348.57,348.78,350.76,347.89,348.33,348.67,344.37,346.40,343.93,343.98,341.63,342.32,347.16,343.89,342.09,345.67,338.11,345.67,340.62,344.24,337.32,342.12,340.04,340.13,336.70,340.93,340.96,341.54,347.75,352.53,352.63,353.95,355.24,354.16,350.72,351.16,353.38,356.23,355.17,351.94
2002-03-11 22:03:07+00:00,L7,337.66,335.21,332.36,333.66,334.52,340.73,339.84,339.67,335.38,343.51,339.25,345.34,343.30,345.98,342.51,349.42,347.80,345.05,342.25,342.84,343.85,346.80,347.19,351.11,344.47,351.36,343.45,345.88,348.34,348.61,351.00,349.34,346.87,347.31,348.28,348.45,350.17,356.00,355.34,351.21,349.33,352.44,356.68,356.14,353.63,354.08,350.89,355.36,350.21,350.55,348.49,352.16,347.66,347.02,343.59,346.39,342.86,341.55,338.52,336.69,332.59,334.05,336.71,334.50,330.11,328.12,324.73,324.60,325.99,323.12,329.04,324.94,328.13,324.49,329.12,328.59,336.42,337.06,341.87,340.60,341.83,345.83,347.83,347.21,350.69,352.53,349.68,344.74,335.36,329.40,327.52,326.05,324.58,327.60,334.21,327.33,332.14,332.39,339.44,346.29,345.27,340.30,341.67,341.38,339.91,338.34,336.24,334.66,333.78,335.44,,,,333.59,326.32,330.60,332.38,335.65,334.64,336.80,336.44,335.99,336.11,333.86,337.72,344.10,343.44,350.33,350.17,350.75,348.46,349.70,347.84,348.02,346.05
2002-04-12 22:03:01+00:00,L7,360.78,354.52,350.47,351.20,350.83,353.86,354.92,353.61,355.99,352.58,356.55,356.12,354.86,354.13,353.29,357.52,357.15,358.09,362.31,359.95,358.82,367.45,366.37,363.80,360.41,363.88,366.11,362.32,358.52,357.86,359.61,357.54,357.95,366.75,366.51,363.65,362.73,362.35,363.78,362.05,365.90,367.01,365.86,362.38,365.74,369.68,369.97,364.65,362.48,366.98,365.55,362.91,361.79,359.11,358.38,356.81,354.25,352.72,351.02,343.56,349.31,344.84,344.40,342.51,341.09,339.50,337.41,339.04,341.38,337.84,336.16,334.89,337.51,334.13,339.53,344.85,346.61,347.76,346.78,358.12,360.09,359.10,365.34,361.32,364.07,357.96,354.03,350.47,346.37,342.70,341.60,342.29,343.74,342.15,346.15,348.76,348.24,347.71,349.14,349.60,350.13,349.42,349.61,343.41,349.52,347.38,348.83,346.21,344.99,338.76,,,,,341.43,344.69,342.67,340.34,339.52,339.73,341.47,340.45,342.96,346.81,346.11,349.01,351.82,353.12,351.98,352.65,351.27,352.77,358.02,355.69,357.75
2002-05-14 22:02:55+00:00,L7,354.68,352.30,347.21,346.14,346.58,347.24,348.42,348.41,351.69,354.13,352.00,354.45,352.50,350.61,355.02,355.02,354.03,354.59,355.45,362.80,354.55,361.54,363.85,362.13,361.17,364.33,363.38,361.29,359.05,358.87,355.63,352.61,353.92,361.34,357.77,359.94,358.70,363.17,361.08,364.86,362.40,363.01,362.55,363.48,367.97,365.49,361.85,360.53,359.46,362.19,356.67,361.32,357.90,357.77,354.52,356.67,357.70,359.87,351.94,345.04,339.95,347.49,342.93,336.64,341.80,341.21,341.40,339.15,335.88,341.42,336.04,336.56,333.58,334.59,344.47,345.16,351.42,349.46,349.58,353.19,361.00,362.53,362.45,365.09,362.33,362.55,352.94,351.68,345.55,341.32,339.68,342.40,345.92,346.75,351.21,354.58,350.76,349.88,353.33,351.42,349.72,355.89,352.23,350.75,350.06,345.58,349.43,341.64,349.68,348.79,345.92,344.20,347.06,349.21,346.48,344.81,339.42,343.70,343.55,337.71,337.06,340.27,342.61,348.40,350.79,357.39,355.64,355.91,358.09,356.61,355.16,358.36,354.05,357.85,350.68
2002-05-30 22:02:49+00:00,L7,352.82,353.70,342.87,348.98,350.95,351.68,352.85,352.55,357.45,356.28,354.60,357.64,354.72,356.26,350.81,352.12,353.40,354.70,361.20,363.46,355.93,362.95,360.76,361.41,365.33,363.23,362.57,361.41,363.27,363.19,355.88,355.48,,,,,,,,,,,,,,,,,,361.36,356.50,360.73,360.70,352.84,356.62,358.64,352.78,352.78,343.59,347.70,346.40,341.36,343.92,338.44,332.67,333.07,330.33,338.10,330.23,335.75,335.15,336.99,336.31,332.13,338.63,342.20,345.84,348.36,350.45,346.25,353.01,352.51,358.23,358.75,360.72,356.36,354.24,350.99,340.91,340.69,337.02,340.13,333.72,342.09,341.62,353.36,352.00,353.22,350.84,,,,,,,,,,,,,,,,,,,,,,,,,,349.36,354.72,354.60,358.56,354.16,356.29,349.73,358.65,357.97,356.68,361.57
2002-06-15 22:02:43+00:00,L7,356.68,361.44,351.63,351.92,350.10,345.36,343.34,351.03,357.93,349.86,353.46,354.75,356.64,348.18,355.73,362.88,356.51,361.56,363.44,353.48,361.96,361.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,355.84,355.90,356.16,345.83,347.27,347.03,348.86,342.27,337.48,340.97,65.83,,,,,,,,,,,,,,,,,,364.84,367.77,360.65,353.79,353.73,351.54,337.40,340.57,,349.82,343.39,351.24,352.02,351.98,,,,,,,,,,,,,,,,347.10,349.00,341.53,338.14,327.65,340.36,337.39,339.98,340.65,343.72,347.52,347.08,353.93,354.79,351.87,355.50,357.05,360.57,352.67,355.70,360.86,357.07,349.65
2002-07-01 22:02:38+00:00,L7,347.08,342.84,336.00,336.96,336.82,335.66,335.91,340.05,342.65,334.93,342.14,345.65,342.53,346.28,347.86,347.85,346.07,341.31,341.04,347.92,347.44,349.28,347.92,342.78,352.94,351.06,349.48,349.16,352.34,,,,,,,,,,,,,,,,,,358.19,360.02,351.91,360.23,354.88,352.24,349.71,350.57,342.99,352.37,344.78,338.91,344.25,333.84,333.56,335.77,333.68,337.05,331.67,329.55,324.87,326.44,320.30,327.35,327.83,327.02,322.66,330.48,333.35,337.03,329.13,336.73,343.06,342.45,349.59,349.29,353.22,357.64,358.05,345.01,349.74,343.53,335.19,331.44,325.22,334.88,328.43,333.15,345.44,338.09,333.39,346.11,331.17,345.41,341.90,339.46,,341.95,332.57,330.21,333.86,331.67,336.81,333.03,334.46,336.34,336.90,329.94,332.82,335.20,334.80,327.55,325.27,328.03,333.49,333.54,337.59,341.36,336.44,336.57,347.56,337.13,341.71,346.36,341.32,341.51,345.10,344.35,344.76
2002-08-18 22:02:21+00:00,L7,339.54,340.17,338.33,338.84,336.72,344.47,342.45,344.93,344.80,340.05,339.46,340.78,344.62,336.74,346.52,345.51,346.27,345.92,346.89,345.03,344.63,348.32,352.86,353.09,346.69,348.95,356.85,356.31,351.56,351.12,346.88,349.13,343.43,343.59,345.20,349.38,344.02,353.49,354.67,350.67,348.39,347.03,348.95,353.65,350.40,350.71,351.97,349.05,350.13,348.55,354.17,352.58,352.24,349.83,344.66,349.98,347.97,345.20,342.86,334.30,337.98,338.10,334.62,336.43,329.74,327.49,323.17,324.69,323.61,326.07,326.40,326.79,324.45,327.01,329.29,331.74,341.70,333.70,339.17,345.33,345.59,351.80,355.08,358.69,358.48,352.57,351.66,343.56,340.77,336.42,333.87,333.30,335.81,344.76,344.61,344.66,345.71,343.93,341.68,341.77,339.18,340.69,343.85,335.53,331.38,335.42,334.21,329.60,328.87,336.95,336.88,337.92,339.86,337.60,338.60,335.24,335.98,340.31,338.90,336.98,338.44,,,,,,,,,,,,,,351.65
2002-09-03 22:02:12+00:00,L7,354.33,345.79,344.87,336.94,337.93,341.56,338.70,342.26,341.85,344.41,344.25,346.12,347.88,349.55,350.81,353.39,349.54,347.94,343.16,348.17,349.21,350.25,352.10,351.11,354.47,357.92,356.51,351.15,358.33,357.77,352.58,352.63,349.26,345.25,347.32,346.75,349.04,352.02,351.03,353.61,355.00,357.84,358.29,360.74,355.49,359.92,363.76,354.51,354.51,351.17,354.95,354.36,357.08,355.05,353.03,353.18,351.17,346.06,346.73,342.66,338.18,344.50,341.55,339.05,332.12,329.83,326.26,333.27,330.06,327.02,329.77,332.36,329.10,329.94,325.32,331.70,337.87,340.86,344.13,345.41,351.53,354.71,361.77,358.12,358.93,357.08,350.66,348.47,341.68,336.64,333.58,339.01,343.64,341.97,344.36,349.21,347.66,350.34,350.94,349.33,347.48,344.51,347.38,344.62,343.68,338.76,336.17,340.69,341.59,337.36,333.20,340.59,335.79,338.43,334.22,339.80,336.14,330.76,334.80,336.90,334.99,336.25,338.54,343.86,353.72,351.79,349.89,351.91,349.21,350.23,345.27,337.43,339.08,342.18,337.25
