dates,nzd0279-0000,nzd0279-0001,nzd0279-0002,nzd0279-0003,nzd0279-0004,nzd0279-0005,nzd0279-0006,nzd0279-0007,nzd0279-0008,nzd0279-0009,nzd0279-0010,nzd0279-0011,nzd0279-0012,nzd0279-0013,nzd0279-0014,nzd0279-0015,nzd0279-0016,nzd0279-0017,nzd0279-0018,nzd0279-0019,nzd0279-0020,nzd0279-0021,nzd0279-0022,nzd0279-0023,nzd0279-0024,nzd0279-0025,nzd0279-0026,nzd0279-0027,nzd0279-0028,nzd0279-0029,nzd0279-0030,nzd0279-0031,nzd0279-0032,nzd0279-0033,nzd0279-0034,nzd0279-0035,nzd0279-0036,nzd0279-0037,nzd0279-0038,nzd0279-0039,nzd0279-0040,nzd0279-0041,nzd0279-0042,nzd0279-0043,nzd0279-0044,nzd0279-0045,nzd0279-0046,nzd0279-0047,nzd0279-0048,nzd0279-0049,nzd0279-0050,nzd0279-0051,nzd0279-0052,nzd0279-0053,nzd0279-0054,nzd0279-0055,nzd0279-0056,nzd0279-0057,nzd0279-0058,nzd0279-0059,nzd0279-0060,nzd0279-0061,nzd0279-0062,nzd0279-0063,nzd0279-0064,nzd0279-0065,nzd0279-0066,nzd0279-0067,nzd0279-0068,nzd0279-0069,nzd0279-0070,nzd0279-0071,nzd0279-0072,nzd0279-0073,nzd0279-0074,nzd0279-0075,nzd0279-0076,nzd0279-0077,nzd0279-0078,nzd0279-0079,nzd0279-0080,satname
2001-07-25 21:43:18+00:00,385.09,377.71,383.09,378.16,382.94,389.51,407.47,411.98,422.13,426.45,430.60,419.62,403.61,390.85,381.99,374.12,367.30,358.89,364.59,356.38,348.70,346.33,344.59,341.51,333.19,335.93,334.99,335.65,337.18,337.60,341.00,341.20,343.62,343.12,351.20,344.21,348.87,355.85,366.84,368.77,378.83,380.30,389.71,382.71,386.25,368.09,368.12,359.03,354.49,358.52,356.44,348.29,350.06,347.74,340.71,339.50,338.80,332.79,328.22,336.75,336.63,342.43,344.14,346.14,342.86,343.79,348.85,348.67,358.19,366.60,368.31,375.30,378.94,383.85,390.30,396.80,394.41,390.31,394.42,398.50,398.56,L7
2001-09-11 21:42:38+00:00,387.21,375.64,380.29,384.88,388.79,390.50,395.97,403.67,412.03,421.74,424.35,414.43,401.48,401.89,393.31,382.07,365.50,354.92,355.11,348.06,339.85,334.91,341.42,336.03,341.99,340.22,335.32,336.30,343.55,339.33,344.62,343.61,343.26,346.58,345.48,355.59,358.61,365.98,366.75,364.87,373.85,383.28,387.71,390.96,380.33,380.00,373.89,367.49,367.99,365.08,356.29,358.52,352.35,344.59,344.24,342.86,334.93,336.83,340.32,342.97,338.11,339.16,341.60,347.07,355.00,359.51,356.87,355.87,357.84,362.60,367.03,373.25,380.05,385.83,393.98,403.62,404.92,408.44,401.18,400.67,395.18,L7
2001-09-27 21:42:29+00:00,384.49,385.88,380.88,384.98,390.12,395.65,393.75,400.34,407.58,419.11,423.19,420.02,408.93,400.29,387.46,380.19,368.10,365.67,358.59,352.08,340.99,342.83,338.20,341.61,340.37,337.83,342.63,341.68,339.65,340.57,343.95,345.52,350.70,349.07,358.95,363.89,370.26,370.96,382.85,382.56,384.88,384.19,386.85,390.22,389.80,391.22,384.32,381.02,385.08,373.36,373.20,378.36,374.07,370.78,348.68,346.97,346.50,349.12,348.90,355.76,349.38,346.36,352.51,361.27,362.49,361.12,366.24,372.88,362.77,364.66,381.22,382.00,395.45,402.71,412.17,425.17,415.41,411.43,411.54,416.06,428.56,L7
2001-10-13 21:42:15+00:00,378.17,382.06,380.62,377.96,381.12,388.72,392.34,397.41,402.89,413.21,420.04,404.59,398.81,394.21,380.30,368.55,359.83,359.42,353.99,352.69,344.92,328.71,327.73,325.76,327.94,327.34,336.00,342.11,344.71,331.66,334.67,338.97,343.03,344.51,345.57,348.10,351.77,359.87,371.73,374.39,368.31,372.98,377.69,382.08,377.50,374.58,369.81,362.90,358.37,354.80,349.06,345.36,348.36,345.36,336.26,331.55,328.30,330.07,330.70,336.45,338.57,331.96,330.74,335.10,340.15,346.14,349.43,355.39,358.64,359.76,357.18,375.88,382.00,382.48,397.37,408.30,399.54,397.13,393.60,390.82,387.35,L7
2001-10-29 21:42:21+00:00,382.23,378.81,382.39,382.35,381.64,389.77,392.23,400.57,412.70,414.82,417.17,409.37,398.96,389.99,376.75,373.82,363.81,365.93,353.98,353.04,344.80,335.95,330.50,325.23,330.34,330.72,329.93,335.70,336.62,339.30,340.49,340.38,342.87,345.23,353.04,353.02,357.33,363.17,367.75,371.47,377.33,380.85,385.82,390.49,377.59,376.29,374.93,373.87,371.71,359.36,359.40,355.44,346.26,350.21,348.22,343.60,339.90,337.14,332.85,337.42,338.12,334.93,338.30,346.01,348.71,350.27,358.42,356.41,363.48,366.25,371.64,371.56,376.83,387.03,394.69,403.94,399.79,404.46,399.76,388.10,398.74,L7
2002-02-18 21:42:54+00:00,391.86,385.07,382.17,381.43,385.99,385.01,396.55,404.34,403.29,416.49,416.21,409.83,396.53,385.71,374.72,371.34,361.96,353.28,345.38,346.00,339.58,330.95,329.16,331.66,328.51,326.64,333.44,332.13,331.71,334.80,335.05,336.17,338.39,336.94,342.60,339.20,345.32,350.72,361.39,366.30,375.78,378.06,389.78,380.95,383.35,373.07,369.38,366.15,359.00,359.99,356.20,354.04,346.67,349.09,344.27,341.61,341.47,343.03,343.73,343.28,340.59,339.14,339.96,342.26,343.34,346.04,356.24,359.18,364.11,371.93,374.59,378.61,379.82,385.21,394.63,407.21,411.19,411.42,413.18,403.81,394.56,L7
2002-09-14 21:41:55+00:00,390.61,381.57,373.65,376.17,383.00,383.46,388.95,391.66,399.41,409.76,417.16,403.06,392.01,381.95,376.05,357.83,351.37,345.53,339.36,328.86,328.22,319.43,315.58,320.00,319.18,314.67,307.61,314.22,311.84,316.87,322.66,329.94,331.79,326.78,338.85,341.14,349.44,349.65,354.45,357.33,365.43,369.05,374.01,372.18,374.14,361.25,355.75,354.56,347.26,346.35,350.99,342.41,339.67,338.54,335.83,331.62,335.76,334.13,331.33,324.52,328.55,327.49,331.41,333.30,330.02,334.48,340.28,342.05,347.12,353.73,360.08,364.34,368.62,372.38,381.36,381.39,376.29,385.29,388.58,395.53,393.32,L7
2002-09-30 21:41:47+00:00,406.25,398.14,381.40,384.35,390.40,396.24,400.63,407.15,412.62,418.07,425.38,411.73,402.42,386.70,381.99,367.93,362.88,352.62,351.78,348.54,336.65,327.57,331.24,327.77,323.29,320.69,324.91,325.05,331.44,330.94,329.25,339.61,337.73,343.06,345.22,357.59,363.55,362.94,361.98,364.83,374.04,384.35,386.83,391.87,382.68,381.11,369.07,363.11,360.16,353.24,352.90,352.87,351.45,343.72,346.37,343.29,341.43,339.15,342.51,339.03,336.63,337.13,340.90,347.87,347.34,345.28,349.00,352.26,355.86,361.83,365.72,372.63,375.50,382.54,388.42,396.31,395.00,396.37,398.61,401.62,405.04,L7
2002-11-01 21:41:54+00:00,398.57,398.06,388.26,380.00,390.38,391.29,389.35,400.86,400.58,408.71,407.93,402.12,390.10,380.88,371.90,363.05,354.25,344.52,340.81,337.97,326.39,321.16,316.72,313.00,320.96,316.48,318.12,315.59,315.42,319.08,322.09,325.36,,,,,,,,,,,,,,,,,,,,,,335.30,344.07,346.44,341.53,343.68,338.29,335.14,333.38,325.93,327.12,334.94,335.16,338.17,340.66,341.53,344.39,344.45,350.94,356.09,365.41,376.46,388.26,399.38,397.09,404.60,397.91,405.19,406.29,L7
2003-01-20 21:42:33+00:00,401.39,394.89,397.53,400.17,399.77,402.50,404.89,408.60,405.82,420.86,428.16,417.87,403.38,388.41,383.32,379.90,369.70,355.88,350.31,341.39,341.57,335.11,335.51,332.16,329.14,326.62,330.80,329.59,329.74,335.30,340.63,340.65,339.14,343.47,339.61,341.01,346.01,353.06,364.17,368.47,379.23,380.37,390.81,389.75,386.67,383.21,375.32,371.96,368.51,360.98,355.21,352.46,351.71,350.49,352.86,350.10,341.53,344.46,346.51,344.95,339.56,341.35,344.41,346.16,342.35,344.09,346.63,351.42,359.05,363.73,362.53,370.55,381.77,388.66,397.52,406.48,402.63,401.16,401.83,402.57,400.79,L7
2003-02-05 21:42:41+00:00,401.40,393.32,396.21,399.01,400.60,404.72,406.22,409.61,411.40,422.15,430.66,418.34,404.59,389.00,378.14,379.06,366.70,356.46,352.90,335.57,339.45,331.24,328.87,328.82,327.74,325.61,321.59,329.63,332.40,333.11,339.66,337.82,342.99,337.86,337.81,343.73,343.86,354.53,357.43,367.89,381.08,379.46,387.27,385.84,388.42,382.80,376.35,373.89,371.29,363.74,356.54,345.39,350.02,351.96,348.56,344.66,341.71,341.67,348.06,343.71,334.66,340.97,343.79,347.15,348.89,340.90,347.08,353.26,358.71,363.02,364.98,369.44,377.85,383.88,392.24,399.02,398.88,395.62,398.47,401.81,399.61,L7
2003-02-21 21:42:44+00:00,386.66,385.73,387.29,376.53,383.01,385.92,389.89,396.88,405.27,412.40,416.19,407.22,394.56,,,,,,,,,,,,,,,319.02,323.09,324.63,333.59,,,,,,,,,,,,378.33,380.02,378.46,370.93,371.00,360.87,353.50,345.35,344.33,342.64,342.30,341.10,335.15,338.91,335.96,335.92,328.72,333.73,333.86,330.90,330.16,335.46,338.21,334.24,336.69,338.25,347.11,355.81,355.23,366.14,374.47,377.90,387.01,392.38,391.59,388.97,392.65,393.79,389.69,L7
2003-05-12 21:42:48+00:00,380.73,381.09,370.16,375.99,377.76,387.07,387.89,396.16,399.03,405.45,409.67,402.09,392.10,385.04,380.48,369.89,365.90,362.91,355.99,346.42,331.37,331.34,329.15,331.31,326.75,326.04,324.70,331.32,331.42,332.68,338.08,340.33,343.62,340.98,350.72,356.49,364.19,365.78,372.86,366.75,373.83,380.51,383.19,390.54,381.18,375.44,359.03,352.88,346.45,346.57,362.82,360.15,352.49,343.12,334.21,340.58,344.87,353.07,355.75,343.82,337.97,331.57,335.20,339.15,344.76,350.09,357.51,357.90,356.38,350.94,,,,,,,,,,,,L7
2003-05-28 21:42:46+00:00,384.01,369.54,370.17,368.54,374.11,380.81,390.76,393.10,396.45,401.22,,397.74,395.74,387.06,376.79,368.06,359.64,,,,,,,,,,,,,,,,,,350.32,,,,,,,,,,,,,,,356.58,360.61,364.08,359.12,343.96,336.65,343.99,347.13,346.92,352.61,356.67,340.18,334.02,338.12,337.83,345.52,352.82,357.73,356.67,355.72,,,,,,,,,,,,,L7
2003-08-08 21:30:55+00:00,379.60,372.87,372.09,368.02,371.31,370.48,375.72,387.40,389.44,400.11,403.28,390.51,378.66,373.27,372.31,375.47,367.58,358.58,343.62,339.91,336.42,326.82,320.32,320.08,329.87,323.52,321.07,322.73,330.01,325.87,326.72,332.02,334.88,331.05,336.53,337.65,345.38,347.54,354.94,366.74,369.05,371.66,379.84,384.46,380.22,374.73,368.11,362.80,360.10,352.41,353.62,342.77,342.56,341.92,332.16,337.75,338.24,337.53,334.98,333.00,336.05,333.50,329.96,325.18,331.71,327.74,333.37,337.47,340.27,,,,,,,,,,,,,L5
2003-08-16 21:42:28+00:00,355.45,357.08,356.55,359.49,362.15,367.43,363.75,376.40,385.96,392.00,400.01,388.07,375.82,365.43,364.77,361.02,347.69,342.88,338.52,326.78,323.45,325.53,323.33,321.30,322.91,318.90,313.66,317.56,319.05,312.45,317.05,315.10,315.75,322.34,323.08,313.48,323.19,331.60,343.09,335.87,336.26,353.56,363.06,349.87,343.29,,335.10,333.70,325.53,327.46,,320.91,315.11,313.47,316.60,317.91,311.96,309.36,308.56,309.23,305.63,311.70,315.51,321.81,324.14,321.07,321.19,325.81,333.15,340.98,343.20,348.78,353.03,357.85,364.84,365.89,365.46,362.27,361.01,361.09,354.64,L7
2003-09-25 21:31:42+00:00,356.65,353.77,360.47,366.21,372.13,376.95,377.90,383.97,389.52,394.06,399.59,391.69,394.16,386.68,376.88,365.47,353.00,350.13,346.21,332.91,326.36,321.79,322.86,323.26,320.81,313.86,310.71,311.90,319.28,326.61,335.53,336.63,333.43,335.75,341.23,351.28,351.89,351.80,357.55,355.84,359.26,364.10,376.57,376.69,382.57,378.25,362.32,355.44,357.77,363.76,353.55,352.49,347.84,331.37,333.92,339.52,333.65,329.58,333.57,335.22,329.40,331.64,335.30,331.85,333.98,334.96,337.37,344.06,345.91,345.22,345.01,345.92,352.60,356.94,361.16,363.51,358.25,356.73,356.57,357.74,356.73,L5
2003-10-19 21:42:20+00:00,368.33,370.01,371.74,373.25,383.03,385.85,395.34,395.04,396.59,394.74,410.63,410.03,402.21,387.19,377.31,370.43,362.92,350.61,347.10,340.70,334.26,329.78,329.40,329.57,323.91,325.83,321.67,323.27,327.72,334.08,333.29,337.92,333.65,343.91,348.35,355.09,355.28,365.02,359.05,366.14,371.94,376.57,385.78,390.68,389.14,379.11,372.02,362.98,358.77,354.83,354.52,351.99,346.40,341.64,346.95,348.69,349.29,343.86,338.81,337.18,336.29,334.04,338.17,339.52,346.96,347.62,344.65,347.25,348.61,353.12,354.64,351.84,353.26,356.31,364.52,372.35,375.21,374.91,371.57,369.98,370.85,L7
2003-11-04 21:42:27+00:00,359.43,359.58,362.55,366.65,369.61,367.58,374.26,381.49,389.61,400.45,408.83,403.17,399.93,386.95,375.56,367.09,357.41,343.41,338.22,332.29,327.28,320.47,326.34,323.69,327.36,325.03,323.84,321.58,332.92,339.50,342.33,336.02,335.19,339.99,344.44,351.88,356.61,361.36,366.08,369.19,371.44,377.69,385.82,392.31,387.22,386.04,380.16,371.21,364.63,361.04,355.93,349.85,347.31,348.93,340.80,342.74,348.31,345.98,340.36,331.98,334.09,332.37,332.57,333.97,338.84,344.68,346.24,340.36,340.16,342.90,348.49,346.18,344.30,352.30,362.73,371.22,372.03,375.34,366.99,362.28,367.79,L7
2003-11-20 21:42:43+00:00,368.31,367.46,371.24,374.28,373.91,375.61,380.79,388.35,392.50,405.07,415.56,413.50,400.39,388.72,377.71,366.07,356.84,345.79,338.94,335.84,327.12,317.94,322.57,322.17,327.89,327.79,327.47,320.49,327.70,330.27,335.69,335.79,331.59,336.00,339.67,345.48,354.59,357.91,364.60,368.27,368.04,374.41,373.84,387.46,382.63,385.30,368.60,367.06,359.76,350.24,346.46,341.37,340.04,337.57,336.19,342.54,344.55,336.88,335.65,331.67,333.61,332.56,332.71,334.61,337.31,342.22,341.97,346.39,350.36,348.56,354.61,344.79,344.67,351.99,364.98,373.63,377.68,376.04,367.96,361.04,362.74,L7
2003-11-28 21:32:34+00:00,384.19,374.61,375.39,379.78,382.99,384.05,383.82,384.45,396.42,401.57,408.94,405.09,397.07,400.25,388.16,376.42,367.69,356.04,352.11,330.38,325.44,326.77,325.35,320.54,318.16,324.61,338.03,340.97,341.34,343.93,346.09,344.00,343.46,336.73,342.50,348.66,351.37,356.63,360.44,375.08,378.92,381.91,388.36,393.18,389.73,386.21,370.36,362.64,359.08,353.28,344.93,338.93,339.05,351.39,354.11,350.81,351.20,347.67,350.41,343.61,331.62,333.50,328.36,335.51,336.40,338.64,340.91,352.97,357.87,364.43,361.72,361.77,361.04,364.92,371.10,368.28,368.41,366.55,364.87,364.02,373.66,L5
2003-12-14 21:32:38+00:00,382.12,383.58,383.54,387.43,387.65,391.33,391.08,388.85,398.63,405.74,414.79,410.41,400.31,399.77,396.34,381.59,369.91,359.38,355.11,340.82,327.77,325.11,328.30,328.01,324.51,326.84,339.47,349.11,347.18,346.73,353.71,348.96,352.68,342.98,346.34,352.36,355.52,358.76,362.00,376.83,387.73,389.36,396.22,401.53,395.66,391.07,383.95,367.66,366.48,359.39,354.84,350.40,341.31,348.80,353.50,353.84,353.27,353.21,350.33,349.73,344.80,336.05,332.73,339.01,338.51,342.39,344.23,349.19,365.57,369.08,371.32,361.23,360.04,367.73,374.73,376.53,374.78,372.60,368.43,372.90,375.64,L5
2003-12-30 21:32:48+00:00,369.80,366.36,364.05,362.86,369.72,390.07,394.87,398.26,408.22,415.61,423.33,409.92,397.67,387.99,379.12,369.64,357.56,350.23,350.52,345.91,336.91,335.18,330.87,334.34,324.32,329.91,331.23,335.79,334.92,333.40,338.42,350.68,352.24,349.33,358.72,365.29,368.76,369.60,363.25,370.54,373.10,371.94,384.10,388.70,391.54,395.58,390.81,382.11,376.09,373.29,364.65,356.46,342.54,340.48,345.48,343.97,342.25,345.23,347.62,351.39,350.00,343.79,345.70,346.92,348.89,354.41,348.01,350.20,354.87,354.71,353.05,347.14,352.56,373.38,379.94,384.06,381.32,374.94,382.10,386.29,387.99,L5
2004-02-24 21:43:09+00:00,374.82,367.69,368.14,372.68,375.17,381.12,385.83,390.47,402.58,419.64,427.00,418.28,398.18,388.83,379.49,373.13,357.75,351.94,347.82,338.61,334.50,331.47,332.61,332.74,329.65,334.22,338.30,337.50,337.92,340.27,339.81,335.30,340.54,339.42,345.73,351.14,360.86,362.51,365.75,370.16,372.64,378.11,393.73,394.85,389.85,382.91,374.41,370.29,367.72,361.96,358.97,356.34,353.01,350.14,351.59,344.60,347.32,345.85,342.42,335.65,334.38,335.05,336.24,340.26,341.94,342.65,347.08,351.49,355.58,358.18,358.88,357.85,359.92,368.86,374.35,382.09,382.21,381.38,382.20,386.94,383.83,L7
2004-03-19 21:33:10+00:00,375.14,371.79,364.29,369.94,377.39,385.31,390.01,397.75,403.02,408.11,418.45,412.70,405.93,397.84,388.14,376.41,361.32,355.74,354.33,348.19,339.92,331.45,334.84,333.51,335.37,338.72,345.23,344.83,343.68,342.37,341.47,347.32,347.29,346.55,348.94,353.41,359.47,362.59,373.03,376.47,386.01,390.64,396.69,397.02,391.36,385.92,376.11,368.69,364.64,361.49,357.30,353.79,358.89,351.70,349.73,347.87,343.27,342.56,342.57,341.91,342.11,337.87,341.85,340.35,338.97,343.51,342.99,348.02,356.12,364.99,366.43,367.57,369.81,369.99,390.32,397.06,392.84,387.57,383.71,379.75,374.73,L5
2004-03-27 21:43:21+00:00,381.26,378.63,375.98,374.36,379.86,393.59,401.75,404.56,413.40,414.85,422.08,413.66,405.85,400.79,389.16,378.70,366.15,355.70,350.61,350.74,341.04,341.16,341.95,338.29,333.38,342.83,341.56,347.98,347.56,343.22,349.30,348.83,350.89,353.43,354.12,362.43,364.74,372.35,372.22,385.90,390.57,396.75,405.19,401.87,395.81,386.32,385.03,373.78,373.86,364.06,360.65,360.09,360.73,356.50,354.20,350.69,347.45,342.75,346.92,344.52,342.89,341.83,343.93,350.21,343.85,344.63,346.14,351.37,361.96,366.34,370.03,376.81,370.60,370.43,386.43,396.49,394.56,388.63,383.97,381.51,384.85,L7
2004-05-06 21:34:22+00:00,362.01,359.37,362.37,367.69,374.41,374.54,383.66,389.11,394.50,401.84,406.26,391.19,381.12,376.08,373.91,367.26,361.07,352.52,349.42,342.75,328.22,322.85,322.64,320.38,317.39,317.00,314.02,326.76,328.97,334.15,335.70,334.52,331.29,332.56,328.07,324.05,331.24,344.80,353.14,349.46,354.43,369.15,377.85,372.85,368.75,355.65,356.65,342.51,334.17,326.09,320.79,323.97,323.77,326.19,330.50,330.87,332.21,331.43,326.87,329.16,326.10,320.47,322.78,321.21,321.86,327.72,330.01,333.86,339.38,349.63,352.60,,364.80,365.63,369.49,376.04,369.02,364.76,364.83,362.14,354.38,L5
2004-06-23 21:35:46+00:00,389.71,381.61,378.63,382.70,383.97,390.21,394.47,404.82,411.86,423.64,428.12,415.72,405.42,395.28,391.85,382.99,370.41,361.86,362.89,357.35,351.27,343.59,345.30,338.97,337.58,342.89,337.45,342.89,343.29,345.34,344.08,346.37,350.49,364.84,367.33,365.46,365.22,371.76,374.35,391.23,389.40,397.41,396.17,395.93,388.99,381.93,379.73,381.43,382.77,379.91,370.16,361.91,360.53,359.90,357.90,351.61,347.85,349.17,344.65,346.00,344.60,347.85,349.03,357.42,357.28,355.08,356.13,360.56,362.96,366.02,365.18,,,,,,,,,,,L5
