dates,satname,nzd0279-0000,nzd0279-0001,nzd0279-0002,nzd0279-0003,nzd0279-0004,nzd0279-0005,nzd0279-0006,nzd0279-0007,nzd0279-0008,nzd0279-0009,nzd0279-0010,nzd0279-0011,nzd0279-0012,nzd0279-0013,nzd0279-0014,nzd0279-0015,nzd0279-0016,nzd0279-0017,nzd0279-0018,nzd0279-0019,nzd0279-0020,nzd0279-0021,nzd0279-0022,nzd0279-0023,nzd0279-0024,nzd0279-0025,nzd0279-0026,nzd0279-0027,nzd0279-0028,nzd0279-0029,nzd0279-0030,nzd0279-0031,nzd0279-0032,nzd0279-0033,nzd0279-0034,nzd0279-0035,nzd0279-0036,nzd0279-0037,nzd0279-0038,nzd0279-0039,nzd0279-0040,nzd0279-0041,nzd0279-0042,nzd0279-0043,nzd0279-0044,nzd0279-0045,nzd0279-0046,nzd0279-0047,nzd0279-0048,nzd0279-0049,nzd0279-0050,nzd0279-0051,nzd0279-0052,nzd0279-0053,nzd0279-0054,nzd0279-0055,nzd0279-0056,nzd0279-0057,nzd0279-0058,nzd0279-0059,nzd0279-0060,nzd0279-0061,nzd0279-0062,nzd0279-0063,nzd0279-0064,nzd0279-0065,nzd0279-0066,nzd0279-0067,nzd0279-0068,nzd0279-0069,nzd0279-0070,nzd0279-0071,nzd0279-0072,nzd0279-0073,nzd0279-0074,nzd0279-0075,nzd0279-0076,nzd0279-0077,nzd0279-0078,nzd0279-0079,nzd0279-0080
2002-02-18 21:42:54+00:00,L7,381.42,374.63,371.73,370.99,375.55,374.57,386.11,394.94,392.85,407.09,406.81,400.43,387.13,377.16,365.32,361.94,354.13,346.05,335.98,338.77,331.75,322.40,319.76,323.11,321.80,317.24,326.21,323.58,323.16,326.97,325.65,329.46,329.84,329.11,334.05,329.80,335.92,341.32,353.56,355.86,366.38,368.66,380.38,372.40,373.95,364.52,359.98,358.32,349.60,350.59,346.80,344.64,337.27,340.54,334.87,333.06,332.92,334.48,335.18,334.73,332.76,330.59,331.41,332.86,332.90,336.64,346.84,349.78,354.71,361.49,365.19,369.21,371.27,377.38,386.80,398.66,401.79,402.87,402.74,392.06,381.13
2002-09-14 21:41:55+00:00,L7,389.05,380.01,372.09,374.61,381.44,381.90,387.39,390.26,397.85,408.36,415.76,401.66,390.61,380.68,374.65,356.43,350.20,344.45,337.96,327.78,327.05,318.16,314.18,318.73,318.18,313.27,306.53,312.95,310.57,315.70,321.26,328.94,330.52,325.61,337.58,339.74,348.04,348.25,353.28,355.77,364.03,367.65,372.61,370.91,372.74,359.98,354.35,353.39,345.86,344.95,349.59,341.01,338.27,337.27,334.43,330.35,334.49,332.86,330.06,323.25,327.38,326.22,330.14,331.90,328.46,333.08,338.88,340.65,345.72,352.17,358.68,362.94,367.35,371.21,380.19,380.12,374.89,384.02,387.02,393.78,391.32
2002-09-30 21:41:47+00:00,L7,404.25,396.14,379.40,382.35,388.40,394.24,398.63,405.35,410.62,416.27,423.58,409.93,400.62,385.06,380.19,366.13,361.38,351.24,349.98,347.16,335.15,325.93,329.44,326.13,322.00,318.89,323.53,323.41,329.80,329.44,327.45,338.32,336.09,341.56,343.58,355.79,361.75,361.14,360.48,362.83,372.24,382.55,385.03,390.23,380.88,379.47,367.27,361.61,358.36,351.44,351.10,351.07,349.65,342.08,344.57,341.65,339.79,337.51,340.87,337.39,335.13,335.49,339.26,346.07,345.34,343.48,347.20,350.46,354.06,359.83,363.92,370.83,373.86,381.04,386.92,394.67,393.20,394.73,396.61,399.37,402.47
2002-11-01 21:41:54+00:00,L7,411.24,410.73,400.93,392.67,403.05,403.96,402.02,412.26,413.25,420.11,419.33,413.52,401.50,391.24,383.30,374.45,363.75,353.29,352.21,346.74,335.89,331.52,328.12,323.36,329.10,327.88,326.89,325.95,325.78,328.58,333.49,333.50,,,,,,,,,,,,,,,,,,,,,,345.66,355.47,356.80,351.89,354.04,348.65,345.50,342.88,336.29,337.48,346.34,347.83,349.57,352.06,352.93,355.79,357.12,362.34,367.49,375.77,385.96,397.76,409.74,408.49,414.96,410.58,419.44,422.58
2003-01-20 21:42:33+00:00,L7,390.06,383.56,386.20,388.84,388.44,391.17,393.56,398.40,394.49,410.66,417.96,407.67,393.18,379.14,373.12,369.70,361.20,348.03,340.11,333.54,333.07,325.84,325.31,322.89,321.85,316.42,322.95,320.32,320.47,326.80,330.43,333.36,329.87,334.97,330.34,330.81,335.81,342.86,355.67,357.14,369.03,370.17,380.61,380.48,376.47,373.94,365.12,363.46,358.31,350.78,345.01,342.26,341.51,341.22,342.66,340.83,332.26,335.19,337.24,335.68,331.06,332.08,335.14,335.96,331.02,333.89,336.43,341.22,348.85,352.40,352.33,360.35,372.50,380.16,389.02,397.21,392.43,391.89,390.50,389.82,386.22
2003-02-05 21:42:41+00:00,L7,386.29,378.21,381.10,383.90,385.49,389.61,391.11,396.01,396.29,408.55,417.06,404.74,390.99,376.64,364.54,365.46,355.37,346.00,339.30,325.11,328.12,318.88,315.27,316.46,318.03,312.01,311.13,317.27,320.04,321.78,326.06,328.11,330.63,326.53,325.45,330.13,330.26,340.93,346.10,352.78,367.48,365.86,373.67,373.48,374.82,370.44,362.75,362.56,357.69,350.14,342.94,331.79,336.42,339.60,334.96,332.30,329.35,329.31,335.70,331.35,323.33,328.61,331.43,333.55,333.78,327.30,333.48,339.66,345.11,347.91,351.38,355.84,365.49,372.55,380.91,386.66,385.28,383.26,383.36,384.81,380.18
2003-02-21 21:42:44+00:00,L7,368.44,367.51,369.07,358.31,364.79,367.70,371.67,380.48,387.05,396.00,399.79,390.82,378.16,,,,,,,,,,,,,,,304.11,308.18,310.96,317.19,,,,,,,,,,,,361.93,365.11,362.06,356.02,354.60,347.20,337.10,328.95,327.93,326.24,325.90,326.19,318.75,324.00,321.05,321.01,313.81,318.82,320.19,315.99,315.25,319.06,319.99,317.84,320.29,321.85,330.71,337.59,338.83,349.74,359.56,364.23,373.34,377.47,375.19,374.06,374.43,373.29,366.26
2003-05-12 21:42:48+00:00,L7,394.73,395.09,384.16,389.99,391.76,401.07,401.89,408.76,413.03,418.05,422.27,414.69,404.70,396.49,393.08,382.49,376.40,372.60,368.59,356.11,341.87,342.79,341.75,342.76,335.75,338.64,334.39,342.77,342.87,343.18,350.68,349.33,355.07,351.48,362.17,369.09,376.79,378.38,383.36,380.75,386.43,393.11,395.79,401.99,393.78,386.89,371.63,363.38,359.05,359.17,375.42,372.75,365.09,354.57,346.81,352.03,356.32,364.52,367.20,355.27,348.47,343.02,346.65,351.75,358.76,362.69,370.11,370.50,368.98,364.94,,,,,,,,,,,
2003-05-28 21:42:46+00:00,L7,395.12,380.65,381.28,379.65,385.22,391.92,401.87,403.10,407.56,411.22,,407.74,405.74,396.15,386.79,378.06,367.97,,,,,,,,,,,,,,,,,,359.41,,,,,,,,,,,,,,,366.58,370.61,374.08,369.12,353.05,346.65,353.08,356.22,356.01,361.70,365.76,348.51,343.11,347.21,347.83,356.63,362.82,367.73,366.67,365.72,,,,,,,,,,,,
2003-08-08 21:30:55+00:00,L5,393.82,387.09,386.31,382.24,385.53,384.70,389.94,400.20,403.66,412.91,416.08,403.31,391.46,384.91,385.11,388.27,378.25,368.43,356.42,349.76,347.09,338.46,333.12,331.72,339.01,336.32,330.92,334.37,341.65,336.54,339.52,341.16,346.52,341.72,348.17,350.45,358.18,360.34,365.61,380.96,381.85,384.46,392.64,396.10,393.02,386.37,380.91,373.47,372.90,365.21,366.42,355.57,355.36,353.56,344.96,349.39,349.88,349.17,346.62,344.64,346.72,345.14,341.60,337.98,345.93,340.54,346.17,350.27,353.07,,,,,,,,,,,,
2003-08-16 21:42:28+00:00,L7,342.56,344.19,343.66,346.60,349.26,354.54,350.86,364.80,373.07,380.40,388.41,376.47,364.22,354.88,353.17,349.42,338.02,333.96,326.92,317.86,313.78,314.98,311.73,310.75,314.62,307.30,304.74,307.01,308.50,302.78,305.45,306.81,305.20,312.67,312.53,301.88,311.59,320.00,333.42,322.98,324.66,341.96,351.46,339.32,331.69,320.80,323.50,324.03,313.93,315.86,301.25,309.31,303.51,302.92,305.00,307.36,301.41,298.81,298.01,298.68,295.96,301.15,304.96,310.21,311.25,309.47,309.59,314.21,321.55,328.09,331.60,337.18,342.48,348.18,355.17,355.34,353.86,351.72,348.12,346.59,338.07
2003-09-25 21:31:42+00:00,L5,365.09,362.21,368.91,374.65,380.57,385.39,386.34,391.57,397.96,401.66,407.19,399.29,401.76,393.59,384.48,373.07,359.33,355.98,353.81,338.76,332.69,328.70,330.46,330.17,326.24,321.46,316.56,318.81,326.19,332.94,343.13,342.06,340.34,342.08,348.14,358.88,359.49,359.40,363.88,364.28,366.86,371.70,384.17,383.60,390.17,385.16,369.92,361.77,365.37,371.36,361.15,360.09,355.44,338.28,341.52,346.43,340.56,336.49,340.48,342.13,335.73,338.55,342.21,339.45,342.42,342.56,344.97,351.66,353.51,353.66,352.61,353.52,359.51,363.27,367.49,370.42,365.85,363.64,365.01,367.24,367.59
2003-10-19 21:42:20+00:00,L7,367.22,368.90,370.63,372.14,381.92,384.74,394.23,394.04,395.48,393.74,409.63,409.03,401.21,386.28,376.31,369.43,362.09,349.84,346.10,339.93,333.43,328.87,328.40,328.66,323.20,324.83,320.90,322.36,326.81,333.25,332.29,337.21,332.74,343.08,347.44,354.09,354.28,364.02,358.22,365.03,370.94,375.57,384.78,389.77,388.14,378.20,371.02,362.15,357.77,353.83,353.52,350.99,345.40,340.73,345.95,347.78,348.38,342.95,337.90,336.27,335.46,333.13,337.26,338.52,345.85,346.62,343.65,346.25,347.61,352.01,353.64,350.84,352.35,355.48,363.69,371.44,374.21,374.00,370.46,368.73,369.42
2003-11-04 21:42:27+00:00,L7,369.43,369.58,372.55,376.65,379.61,377.58,384.26,390.49,399.61,409.45,417.83,412.17,408.93,395.13,384.56,376.09,364.91,350.33,347.22,339.21,334.78,328.65,335.34,331.87,333.79,334.03,330.76,329.76,341.10,347.00,351.33,342.45,343.37,347.49,352.62,360.88,365.61,370.36,373.58,379.19,380.44,386.69,394.82,400.49,396.22,394.22,389.16,378.71,373.63,370.04,364.93,358.85,356.31,357.11,349.80,350.92,356.49,354.16,348.54,340.16,341.59,340.55,340.75,342.97,348.84,353.68,355.24,349.36,349.16,352.90,357.49,355.18,352.48,359.80,370.23,379.40,381.03,383.52,376.99,373.53,380.65
2003-11-20 21:42:43+00:00,L7,379.87,379.02,382.80,385.84,385.47,387.17,392.35,398.75,404.06,415.47,425.96,423.90,410.79,398.17,388.11,376.47,365.51,353.79,349.34,343.84,335.79,327.39,332.97,331.62,335.32,338.19,335.47,329.94,337.15,338.94,346.09,343.22,341.04,344.67,349.12,355.88,364.99,368.31,373.27,379.83,378.44,384.81,384.24,396.91,393.03,394.75,379.00,375.73,370.16,360.64,356.86,351.77,350.44,347.02,346.59,351.99,354.00,346.33,345.10,341.12,342.28,342.01,342.16,345.01,348.87,352.62,352.37,356.79,360.76,360.12,365.01,355.19,354.12,360.66,373.65,383.08,388.08,385.49,379.52,374.04,377.60
2003-11-28 21:32:34+00:00,L5,365.75,356.17,356.95,361.34,364.55,365.61,365.38,367.85,377.98,384.97,392.34,388.49,380.47,385.16,371.56,359.82,353.86,343.27,335.51,317.61,311.61,311.68,308.75,305.45,306.30,308.01,325.26,325.88,326.25,330.10,329.49,332.14,328.37,322.90,327.41,332.06,334.77,340.03,346.61,356.64,362.32,365.31,371.76,378.09,373.13,371.12,353.76,348.81,342.48,336.68,328.33,322.33,322.45,336.30,337.51,335.72,336.11,332.58,335.32,328.52,317.79,318.41,313.27,318.91,317.96,322.04,324.31,336.37,341.27,345.99,345.12,345.17,345.95,351.09,357.27,353.19,351.81,351.46,346.43,343.27,349.95
2003-12-14 21:32:38+00:00,L5,369.01,370.47,370.43,374.32,374.54,378.22,377.97,377.05,385.52,393.94,402.99,398.61,388.51,389.04,384.54,369.79,360.08,350.30,343.31,331.74,317.94,314.38,316.50,317.28,316.08,315.04,330.39,338.38,336.45,336.90,341.91,340.53,341.95,333.15,335.61,340.56,343.72,346.96,352.17,363.72,375.93,377.56,384.42,390.80,383.86,380.34,372.15,357.83,354.68,347.59,343.04,338.60,329.51,338.07,341.70,343.11,342.54,342.48,339.60,339.00,334.97,325.32,322.00,327.21,325.40,330.59,332.43,337.39,353.77,355.97,359.52,349.43,349.31,357.90,364.90,365.80,362.98,361.87,355.32,358.15,358.78
2003-12-30 21:32:48+00:00,L5,365.80,362.36,360.05,358.86,365.72,386.07,390.87,394.66,404.22,412.01,419.73,406.32,394.07,384.72,375.52,366.04,354.56,347.46,346.92,343.14,333.91,331.91,327.27,331.07,321.75,326.31,328.46,332.52,331.65,330.40,334.82,348.11,348.97,346.33,355.45,361.69,365.16,366.00,360.25,366.54,369.50,368.34,380.50,385.43,387.94,392.31,387.21,379.11,372.49,369.69,361.05,352.86,338.94,337.21,341.88,340.70,338.98,341.96,344.35,348.12,347.00,340.52,342.43,343.32,344.89,350.81,344.41,346.60,351.27,350.71,349.45,343.54,349.29,370.38,376.94,380.79,377.72,371.67,378.10,381.79,382.85
2004-02-24 21:43:09+00:00,L7,359.26,352.13,352.58,357.12,359.61,365.56,370.27,376.47,387.02,405.64,413.00,404.28,384.18,376.10,365.49,359.13,346.08,341.17,333.82,327.84,322.83,318.74,318.61,320.01,319.65,320.22,327.53,324.77,325.19,328.60,325.81,325.30,327.81,327.75,333.00,337.14,346.86,348.51,354.08,354.60,358.64,364.11,379.73,382.12,375.85,370.18,360.41,358.62,353.72,347.96,344.97,342.34,339.01,337.41,337.59,331.87,334.59,333.12,329.69,322.92,322.71,322.32,323.51,326.26,326.38,328.65,333.08,337.49,341.58,342.62,344.88,343.85,347.19,357.19,362.68,369.36,368.21,368.65,366.64,369.44,363.83
2004-03-19 21:33:10+00:00,L5,383.36,380.01,372.51,378.16,385.61,393.53,398.23,405.15,411.24,415.51,425.85,420.10,413.33,404.57,395.54,383.81,367.49,361.43,361.73,353.88,346.09,338.18,342.24,340.24,340.66,346.12,350.92,351.56,350.41,348.54,348.87,352.61,354.02,352.72,355.67,360.81,366.87,369.99,379.20,384.69,393.41,398.04,404.09,403.75,398.76,392.65,383.51,374.86,372.04,368.89,364.70,361.19,366.29,358.43,357.13,354.60,350.00,349.29,349.30,348.64,348.28,344.60,348.58,347.75,347.19,350.91,350.39,355.42,363.52,373.21,373.83,374.97,376.54,376.16,396.49,403.79,400.24,394.30,391.93,389.00,385.30
2004-03-27 21:43:21+00:00,L7,373.93,371.30,368.65,367.03,372.53,386.26,394.42,397.96,406.07,408.25,415.48,407.06,399.25,394.79,382.56,372.10,360.65,350.62,344.01,345.66,335.54,335.16,335.35,332.29,328.67,336.23,336.48,341.98,341.56,337.72,342.70,344.12,344.89,347.93,348.12,355.83,358.14,365.75,366.72,378.57,383.97,390.15,398.59,395.87,389.21,380.32,378.43,368.28,367.26,357.46,354.05,353.49,354.13,350.50,347.60,344.69,341.45,336.75,340.92,338.52,337.39,335.83,337.93,343.61,336.52,338.03,339.54,344.77,355.36,359.01,363.43,370.21,364.60,364.93,380.93,390.49,387.96,382.63,376.64,373.26,375.42
2004-05-06 21:34:22+00:00,L5,353.12,350.48,353.48,358.80,365.52,365.65,374.77,381.11,385.61,393.84,398.26,383.19,373.12,368.81,365.91,359.26,354.40,346.37,341.42,336.60,321.55,315.58,314.64,313.11,311.68,309.00,307.87,319.49,321.70,327.48,327.70,328.81,324.02,325.89,320.80,316.05,323.24,336.80,346.47,340.57,346.43,361.15,369.85,365.58,360.75,348.38,348.65,335.84,326.17,318.09,312.79,315.97,315.77,318.92,322.50,323.60,324.94,324.16,319.60,321.89,319.43,313.20,315.51,313.21,312.97,319.72,322.01,325.86,331.38,340.74,344.60,,357.53,358.96,362.82,368.77,361.02,357.49,355.94,352.14,342.95
2004-06-23 21:35:46+00:00,L5,381.04,372.94,369.96,374.03,375.30,381.54,385.80,397.02,403.19,415.84,420.32,407.92,397.62,388.19,384.05,375.19,363.91,355.86,355.09,351.35,344.77,336.50,337.50,331.88,332.01,335.09,331.45,335.80,336.20,338.84,336.28,340.80,343.40,358.34,360.24,357.66,357.42,363.96,367.85,382.56,381.60,389.61,388.37,388.84,381.19,374.84,371.93,374.93,374.97,372.11,362.36,354.11,352.73,352.81,350.10,344.52,340.76,342.08,337.56,338.91,338.10,340.76,341.94,349.62,348.61,347.28,348.33,352.76,355.16,357.35,357.38,,,,,,,,,,
