dates,nzd0279-0000,nzd0279-0001,nzd0279-0002,nzd0279-0003,nzd0279-0004,nzd0279-0005,nzd0279-0006,nzd0279-0007,nzd0279-0008,nzd0279-0009,nzd0279-0010,nzd0279-0011,nzd0279-0012,nzd0279-0013,nzd0279-0014,nzd0279-0015,nzd0279-0016,nzd0279-0017,nzd0279-0018,nzd0279-0019,nzd0279-0020,nzd0279-0021,nzd0279-0022,nzd0279-0023,nzd0279-0024,nzd0279-0025,nzd0279-0026,nzd0279-0027,nzd0279-0028,nzd0279-0029,nzd0279-0030,nzd0279-0031,nzd0279-0032,nzd0279-0033,nzd0279-0034,nzd0279-0035,nzd0279-0036,nzd0279-0037,nzd0279-0038,nzd0279-0039,nzd0279-0040,nzd0279-0041,nzd0279-0042,nzd0279-0043,nzd0279-0044,nzd0279-0045,nzd0279-0046,nzd0279-0047,nzd0279-0048,nzd0279-0049,nzd0279-0050,nzd0279-0051,nzd0279-0052,nzd0279-0053,nzd0279-0054,nzd0279-0055,nzd0279-0056,nzd0279-0057,nzd0279-0058,nzd0279-0059,nzd0279-0060,nzd0279-0061,nzd0279-0062,nzd0279-0063,nzd0279-0064,nzd0279-0065,nzd0279-0066,nzd0279-0067,nzd0279-0068,nzd0279-0069,nzd0279-0070,nzd0279-0071,nzd0279-0072,nzd0279-0073,nzd0279-0074,nzd0279-0075,nzd0279-0076,nzd0279-0077,nzd0279-0078,nzd0279-0079,nzd0279-0080,satname
2002-09-14 21:41:55+00:00,390.61,381.57,373.65,376.17,383.00,383.46,388.95,391.66,399.41,409.76,417.16,403.06,392.01,381.95,376.05,357.83,351.37,345.53,339.36,328.86,328.22,319.43,315.58,320.00,319.18,314.67,307.61,314.22,311.84,316.87,322.66,329.94,331.79,326.78,338.85,341.14,349.44,349.65,354.45,357.33,365.43,369.05,374.01,372.18,374.14,361.25,355.75,354.56,347.26,346.35,350.99,342.41,339.67,338.54,335.83,331.62,335.76,334.13,331.33,324.52,328.55,327.49,331.41,333.30,330.02,334.48,340.28,342.05,347.12,353.73,360.08,364.34,368.62,372.38,381.36,381.39,376.29,385.29,388.58,395.53,393.32,L7
2002-09-30 21:41:47+00:00,398.43,389.86,377.52,380.26,386.70,389.85,394.79,399.40,406.01,413.91,421.27,407.39,397.22,384.32,379.02,362.88,357.12,349.07,345.57,338.70,332.44,323.50,323.41,323.88,321.24,317.68,316.26,319.63,321.64,323.90,325.96,334.77,334.76,334.92,342.04,349.37,356.50,356.29,358.22,361.08,369.74,376.70,380.42,382.02,378.41,371.18,362.41,358.84,353.71,349.80,351.94,347.64,345.56,341.13,341.10,337.46,338.60,336.64,336.92,331.77,332.59,332.31,336.15,340.59,338.68,339.88,344.64,347.15,351.49,357.78,362.90,368.49,372.06,377.46,384.89,388.85,385.64,390.83,393.60,398.57,399.18,L7
2002-11-01 21:41:54+00:00,398.48,392.59,381.10,380.17,387.93,390.33,392.98,399.89,404.20,412.18,416.82,405.64,394.84,383.18,376.65,362.94,356.17,347.56,343.98,338.46,330.42,322.72,321.18,320.26,321.14,317.28,316.88,318.29,319.57,322.30,324.67,331.64,334.76,334.92,342.04,349.37,356.50,356.29,358.22,361.08,369.74,376.70,380.42,382.02,378.41,371.18,362.41,358.84,353.71,349.80,351.94,347.64,345.56,339.19,342.09,340.45,339.57,338.99,337.38,332.90,332.85,330.18,333.14,338.70,337.51,339.31,343.31,345.28,349.12,353.34,358.91,364.35,369.84,377.13,386.01,392.36,389.46,395.42,395.03,400.78,401.55,L7
2003-01-20 21:42:33+00:00,399.20,393.16,385.21,385.17,390.89,393.37,395.95,402.07,404.61,414.35,419.66,408.69,396.98,384.49,378.31,367.18,359.55,349.64,345.56,339.19,333.21,325.82,324.76,323.23,323.14,319.62,320.36,321.11,322.11,325.55,328.66,333.89,336.22,337.77,341.23,346.58,353.00,355.22,360.20,363.54,372.90,377.92,383.88,384.60,381.16,375.19,366.71,363.21,358.64,353.52,353.03,349.25,347.61,342.01,344.78,342.86,340.06,340.36,339.66,335.91,334.53,332.98,335.96,340.57,338.72,340.50,344.14,346.81,351.61,355.94,359.82,365.90,372.82,380.01,388.89,395.89,392.75,396.86,396.73,401.23,401.36,L7
2003-02-05 21:42:41+00:00,399.64,393.20,387.41,387.94,392.83,395.64,398.01,403.58,405.97,415.91,421.86,410.62,398.50,385.39,378.28,369.55,360.98,351.00,347.03,338.47,334.46,326.90,325.58,324.35,324.06,320.81,320.61,322.82,324.17,327.06,330.86,334.68,337.91,337.79,340.37,345.87,350.72,355.04,359.51,364.63,374.94,378.31,384.73,384.91,382.98,377.09,369.12,365.88,361.81,356.08,353.91,348.28,348.21,344.00,345.54,343.22,340.39,340.62,341.34,337.47,334.56,334.57,337.53,341.88,340.75,340.58,344.73,348.10,353.03,357.35,360.85,366.61,373.83,380.78,389.56,396.52,393.98,396.61,397.08,401.34,401.01,L7
2003-02-21 21:42:44+00:00,397.48,391.95,387.39,386.04,391.19,394.02,396.65,402.46,405.85,415.32,420.91,410.06,397.84,385.39,378.28,369.55,360.98,351.00,347.03,338.47,334.46,326.90,325.58,324.35,324.06,320.81,320.61,322.18,323.99,326.66,331.31,334.68,337.91,337.79,340.37,345.87,350.72,355.04,359.51,364.63,374.94,378.31,383.45,383.93,382.07,375.86,369.50,364.88,360.14,353.93,351.99,347.15,347.03,343.52,343.81,342.50,339.65,339.83,339.24,336.85,334.44,333.96,336.30,340.81,340.33,339.53,343.39,346.46,352.04,357.10,359.91,366.53,373.94,380.30,389.13,395.83,393.58,395.34,396.34,400.09,399.12,L7
2003-05-12 21:42:48+00:00,392.54,388.76,387.80,387.93,390.28,395.05,397.22,402.81,405.38,415.21,421.17,411.38,398.66,387.48,380.65,376.28,367.43,358.42,353.07,341.13,337.46,332.56,331.18,330.76,327.88,326.09,325.70,327.39,329.16,331.43,337.99,339.60,341.92,340.77,342.71,347.08,351.35,357.79,364.82,367.70,378.05,380.11,384.90,386.54,383.68,378.10,370.43,364.90,359.94,354.16,354.72,350.16,349.13,346.67,342.69,343.56,341.02,343.78,344.76,341.55,336.51,336.20,338.39,341.98,343.55,342.33,346.98,350.21,355.31,358.38,360.91,368.71,378.03,383.48,392.26,399.29,397.70,395.25,397.65,399.39,396.70,L7
2003-05-28 21:42:46+00:00,390.84,384.91,384.27,384.05,387.05,392.20,395.93,400.87,403.59,412.42,421.17,408.65,398.07,387.38,379.68,374.23,365.49,358.42,353.07,341.13,337.46,332.56,331.18,330.76,327.88,326.09,325.70,327.39,329.16,331.43,337.99,339.60,341.92,340.77,344.62,347.08,351.35,357.79,364.82,367.70,378.05,380.11,384.90,386.54,383.68,378.10,370.43,364.90,359.94,354.64,355.90,352.94,351.13,346.13,341.49,343.65,342.24,344.41,346.33,344.58,337.25,335.76,338.34,341.15,343.95,344.43,349.13,351.50,355.39,358.38,360.91,368.71,378.03,383.48,392.26,399.29,397.70,395.25,397.65,399.39,396.70,L7
2003-08-08 21:30:55+00:00,382.75,377.31,374.93,372.27,376.55,381.07,386.06,393.38,397.55,404.80,409.71,399.39,390.26,381.79,376.53,371.14,364.37,360.75,349.81,343.17,333.89,329.08,324.74,325.69,328.31,324.78,322.88,324.36,328.17,327.73,332.80,336.17,339.25,336.01,345.86,347.07,354.78,356.66,363.90,366.75,371.44,376.09,380.45,385.01,379.95,373.70,366.05,358.85,353.35,350.23,355.34,352.41,349.12,342.53,334.54,340.31,341.55,343.36,343.02,341.81,337.02,332.50,333.36,334.40,340.05,341.22,346.32,347.57,349.87,353.38,355.23,366.14,374.47,377.90,387.01,392.38,391.59,388.97,392.65,393.79,389.69,L5
2003-08-16 21:42:28+00:00,377.29,373.26,371.25,369.71,373.67,378.34,381.60,389.99,395.23,402.24,407.29,397.13,387.38,377.70,373.59,368.61,360.20,354.79,346.04,337.70,330.41,327.90,324.27,324.23,326.51,322.82,319.81,322.66,325.89,323.91,328.86,329.15,331.42,331.46,340.16,335.87,344.25,348.31,356.96,356.45,359.71,368.58,376.11,376.22,370.79,373.70,358.31,352.56,346.39,345.67,355.34,346.11,342.32,336.71,330.95,335.83,335.63,336.56,336.12,335.29,330.74,328.34,329.79,331.89,336.87,337.19,341.30,343.22,346.53,349.24,349.22,357.46,363.75,367.88,375.92,379.13,378.52,375.62,376.83,377.44,372.16,L7
2003-09-25 21:31:42+00:00,371.29,366.87,365.89,367.65,371.49,376.55,379.20,387.41,392.08,398.57,403.14,394.02,387.30,379.50,374.25,367.98,358.76,353.62,346.08,336.50,329.40,326.37,323.91,323.99,325.09,320.58,317.53,320.88,324.94,324.40,329.35,331.02,331.92,332.53,340.38,339.73,346.16,349.18,357.11,356.30,359.60,367.46,375.67,375.39,371.81,376.14,356.14,351.21,347.46,349.36,357.65,348.08,343.42,334.77,330.71,335.95,335.17,335.29,337.09,335.59,329.85,328.49,330.82,331.16,336.02,337.34,341.43,344.38,346.29,345.71,344.11,347.35,352.81,357.39,363.00,364.70,361.86,359.50,358.79,359.41,355.69,L5
2003-10-19 21:42:20+00:00,370.80,367.39,366.86,368.58,373.41,378.10,381.89,388.68,392.83,397.93,404.64,396.69,389.78,380.78,374.76,368.39,359.45,353.02,346.29,337.34,330.37,327.05,325.01,325.10,324.85,321.63,318.36,321.36,325.50,326.34,330.13,332.40,332.27,334.81,341.70,342.80,347.99,352.35,357.50,358.27,362.07,369.28,377.69,378.45,375.28,376.88,359.32,353.56,349.72,350.27,357.02,348.73,343.92,335.91,333.42,338.07,337.52,336.72,337.38,335.85,330.92,329.41,332.04,332.56,337.84,339.05,341.97,344.86,346.67,347.57,347.62,348.85,352.96,357.03,363.51,367.25,366.31,364.64,363.05,362.94,360.74,L7
2003-11-04 21:42:27+00:00,369.17,366.28,366.25,368.31,372.87,376.60,380.80,387.65,392.37,398.29,405.33,397.61,391.23,381.66,374.87,368.20,359.16,351.42,344.94,336.50,329.86,325.95,325.23,324.87,325.27,322.20,319.28,321.39,326.73,328.53,332.17,333.00,332.75,335.67,342.10,344.31,349.42,353.85,358.93,360.09,363.63,370.68,379.04,380.76,377.27,378.71,362.79,356.50,352.21,351.81,356.84,348.89,344.40,337.77,334.47,338.74,339.06,338.04,337.81,335.30,331.37,329.83,332.12,332.76,337.99,339.85,342.58,344.22,345.74,346.63,347.83,348.18,350.80,355.85,363.31,368.24,367.74,367.31,364.03,362.77,362.50,L7
2003-11-20 21:42:43+00:00,367.40,364.33,366.40,368.06,372.32,374.96,379.79,386.54,391.44,398.24,406.32,399.24,392.42,382.19,374.48,367.66,357.87,348.57,342.10,334.74,329.15,323.72,324.14,323.35,325.46,322.49,319.74,319.59,326.11,328.13,331.77,332.25,330.75,334.84,340.52,342.48,347.82,352.54,357.55,360.34,362.67,369.67,377.48,380.25,377.51,380.69,364.38,358.87,354.43,352.33,354.12,346.21,342.63,336.98,334.75,339.02,339.02,335.73,334.93,333.56,330.75,329.98,331.76,332.11,336.92,338.73,340.36,342.57,344.88,346.16,349.19,347.50,349.57,355.08,363.65,369.32,369.73,369.06,364.82,362.43,362.55,L7
2003-11-28 21:32:34+00:00,367.42,365.05,367.15,369.67,373.59,375.42,378.80,385.30,391.43,398.29,406.69,400.29,392.61,384.07,376.10,368.85,359.02,349.63,343.53,334.12,328.62,324.16,324.31,322.94,324.42,322.79,322.35,322.64,328.29,330.39,333.81,333.93,332.56,335.11,339.40,343.36,348.33,353.12,357.96,362.45,364.99,371.41,379.04,382.09,379.26,381.61,365.24,359.40,355.09,351.86,351.50,342.62,339.76,338.04,337.25,339.99,339.60,335.84,334.62,331.70,329.53,329.90,330.37,331.78,335.62,336.70,337.96,342.04,345.19,349.20,351.28,349.88,351.48,356.72,364.89,369.15,369.51,368.64,364.83,362.69,364.40,L5
2003-12-14 21:32:38+00:00,369.26,367.37,369.20,371.89,375.35,377.41,380.33,385.74,392.33,399.22,407.70,401.56,393.57,386.03,378.63,370.45,360.38,350.85,344.98,334.95,328.51,324.28,324.81,323.58,324.43,323.30,324.49,325.95,330.65,332.43,336.30,335.81,335.08,336.09,340.27,344.49,349.23,353.83,358.47,364.25,367.83,373.66,381.19,384.52,381.31,382.96,367.58,360.44,356.51,352.80,351.98,343.59,339.95,339.39,339.28,341.73,341.31,338.01,336.58,333.95,331.44,330.67,330.66,332.68,335.98,337.42,338.74,342.94,347.74,352.04,354.14,351.50,352.71,358.29,366.29,370.20,370.26,369.21,365.34,364.15,366.01,L5
2003-12-30 21:32:48+00:00,369.32,367.26,368.62,370.89,374.72,378.82,381.95,387.13,394.10,401.04,409.44,402.49,394.02,386.25,378.68,370.36,360.07,350.78,345.59,336.17,329.45,325.49,325.48,324.77,324.42,324.03,325.24,327.04,331.12,332.54,336.54,337.46,336.99,337.56,342.32,346.80,351.40,355.58,359.00,364.94,368.42,373.47,381.51,384.99,382.44,384.54,370.16,362.84,358.69,355.08,353.56,345.02,340.24,339.51,339.97,341.97,341.41,338.81,337.81,335.89,333.50,332.13,332.33,334.26,337.42,339.30,339.77,343.74,348.53,352.38,354.00,350.96,352.69,360.18,368.00,371.93,371.64,369.92,367.44,366.92,368.75,L5
2004-02-24 21:43:09+00:00,370.46,367.88,369.64,372.89,376.78,381.57,385.49,388.86,396.76,404.61,413.58,407.76,398.74,390.80,381.32,371.23,360.38,350.94,347.00,337.18,329.96,326.06,327.29,326.79,324.58,326.01,328.84,330.08,333.62,336.85,340.61,340.66,340.35,340.51,345.87,352.65,356.86,360.45,362.34,369.01,372.88,376.76,385.55,390.68,388.54,385.56,375.33,367.42,363.79,359.72,354.23,349.73,344.69,343.79,345.32,345.84,346.23,343.53,342.40,339.55,336.77,334.88,335.22,337.71,340.35,343.45,343.81,347.74,352.37,354.52,355.97,352.09,353.55,361.55,369.19,373.96,373.74,372.31,370.09,370.15,372.40,L7
2004-03-19 21:33:10+00:00,370.98,368.32,369.05,372.56,376.84,381.99,385.99,389.85,397.45,405.00,414.12,408.31,399.54,391.58,382.08,371.81,360.49,351.47,347.82,338.41,331.06,326.66,328.13,327.54,325.78,327.42,330.66,331.72,334.74,337.46,340.70,341.40,341.12,341.18,346.21,352.73,357.15,360.69,363.53,369.84,374.34,378.30,386.79,391.38,388.86,385.60,375.42,367.56,363.88,359.92,354.57,350.18,346.27,344.67,345.81,346.06,345.90,343.42,342.42,339.82,337.37,335.21,335.96,338.00,340.20,343.45,343.72,347.77,352.78,355.69,357.13,353.81,355.36,362.49,371.54,376.53,375.86,374.01,371.60,371.22,372.66,L5
2004-03-27 21:43:21+00:00,373.71,371.08,370.77,373.47,377.70,383.83,388.64,392.14,400.11,407.31,416.62,410.75,400.84,393.15,383.44,373.28,361.95,352.09,348.31,340.39,332.69,328.81,330.25,329.21,327.17,330.64,334.09,335.72,337.88,339.31,342.23,342.76,343.06,343.15,347.65,353.97,358.58,362.97,365.16,373.18,377.82,381.93,389.97,394.18,390.33,386.50,377.94,369.60,365.67,359.95,355.36,351.02,347.70,347.46,348.06,347.31,347.43,344.89,343.90,340.85,338.87,336.34,336.92,340.04,341.30,344.53,344.69,348.58,354.57,358.03,359.91,357.24,357.36,363.99,374.34,380.19,379.89,377.55,374.64,373.86,375.79,L7
